subset	pair	adjustment	n	rho	p	negative_direction	covariates
tumor_high_epithelial_q75	MAPK9_vs_Panel8	raw	10287	0.23404206494812185	5.175426630493903e-128	False	none
tumor_high_epithelial_q75	MAPK9_vs_Panel8	QC	10287	0.08977414306689283	7.331162372057858e-20	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_high_epithelial_q75	MAPK9_vs_Panel8	epithelial	10287	0.22833878383794456	8.847307918538283e-122	False	Epithelial_score
tumor_high_epithelial_q75	MAPK9_vs_Panel8	cell_state	10287	0.17727550325633182	2.1500741227880473e-73	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_q75	MAPK9_vs_Panel8	QC_plus_cell_state	10287	0.07945765041405084	6.986006765173654e-16	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_q75	MAPK9_vs_TDS16	raw	10287	0.23797315015489262	2.0807018429608722e-132	False	none
tumor_high_epithelial_q75	MAPK9_vs_TDS16	QC	10287	0.08265091085255548	4.611392854498767e-17	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_high_epithelial_q75	MAPK9_vs_TDS16	epithelial	10287	0.23393544973001615	6.792470698822307e-128	False	Epithelial_score
tumor_high_epithelial_q75	MAPK9_vs_TDS16	cell_state	10287	0.18180643082398928	3.688826130704051e-77	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_q75	MAPK9_vs_TDS16	QC_plus_cell_state	10287	0.07589202568395495	1.282874950142214e-14	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_q75	MAPK9_vs_RAI8_existing	raw	10287	0.2275534083877723	6.191202839452113e-121	False	none
tumor_high_epithelial_q75	MAPK9_vs_RAI8_existing	QC	10287	0.08238864591651923	5.787716307083255e-17	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_high_epithelial_q75	MAPK9_vs_RAI8_existing	epithelial	10287	0.22286036218011984	5.942282554052941e-116	False	Epithelial_score
tumor_high_epithelial_q75	MAPK9_vs_RAI8_existing	cell_state	10287	0.17158901514107777	8.244614408433455e-69	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_q75	MAPK9_vs_RAI8_existing	QC_plus_cell_state	10287	0.07324193739297015	1.0249989608239627e-13	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_q75	MAPK9_vs_DM1_existing	raw	10287	-0.2275534083877723	6.191202839452113e-121	True	none
tumor_high_epithelial_q75	MAPK9_vs_DM1_existing	QC	10287	-0.08238864591651922	5.787716307083255e-17	True	log_total_counts,log_n_genes,pct_counts_mt
tumor_high_epithelial_q75	MAPK9_vs_DM1_existing	epithelial	10287	-0.22286036218011984	5.942282554052941e-116	True	Epithelial_score
tumor_high_epithelial_q75	MAPK9_vs_DM1_existing	cell_state	10287	-0.17158901514107777	8.244614408433455e-69	True	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_q75	MAPK9_vs_DM1_existing	QC_plus_cell_state	10287	-0.07324193739297011	1.024998960824138e-13	True	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_q75	MAPK9_vs_TDS_existing	raw	10287	0.1928877808462596	8.52165222729693e-87	False	none
tumor_high_epithelial_q75	MAPK9_vs_TDS_existing	QC	10287	0.056581678511774626	9.318342976775655e-09	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_high_epithelial_q75	MAPK9_vs_TDS_existing	epithelial	10287	0.18874712709762206	4.003765366521473e-83	False	Epithelial_score
tumor_high_epithelial_q75	MAPK9_vs_TDS_existing	cell_state	10287	0.14546876220047567	9.192592059754965e-50	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_q75	MAPK9_vs_TDS_existing	QC_plus_cell_state	10287	0.05111426794389433	2.1368863053669507e-07	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_low_epithelial_q25	MAPK9_vs_Panel8	raw	10548	0.303148274341981	4.467150746341388e-223	False	none
tumor_low_epithelial_q25	MAPK9_vs_Panel8	QC	10548	0.20384160577482274	2.4693036212405698e-99	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_low_epithelial_q25	MAPK9_vs_Panel8	epithelial	10548	0.1847938305803642	1.1330434694355845e-81	False	Epithelial_score
tumor_low_epithelial_q25	MAPK9_vs_Panel8	cell_state	10548	0.14692473267283132	5.56376816855832e-52	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_low_epithelial_q25	MAPK9_vs_Panel8	QC_plus_cell_state	10548	0.09476145503245413	1.7886928073980722e-22	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_low_epithelial_q25	MAPK9_vs_TDS16	raw	10548	0.3038698456706742	3.5008626279688183e-224	False	none
tumor_low_epithelial_q25	MAPK9_vs_TDS16	QC	10548	0.18860225404520012	4.691010873991038e-85	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_low_epithelial_q25	MAPK9_vs_TDS16	epithelial	10548	0.1858840544593966	1.2397430878880342e-82	False	Epithelial_score
tumor_low_epithelial_q25	MAPK9_vs_TDS16	cell_state	10548	0.1472718156637342	3.2014341067518076e-52	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_low_epithelial_q25	MAPK9_vs_TDS16	QC_plus_cell_state	10548	0.08554238130167537	1.360971906516227e-18	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_low_epithelial_q25	MAPK9_vs_RAI8_existing	raw	10548	0.3012821633141468	3.128587462377846e-220	False	none
tumor_low_epithelial_q25	MAPK9_vs_RAI8_existing	QC	10548	0.19212667997100738	2.984192020396528e-88	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_low_epithelial_q25	MAPK9_vs_RAI8_existing	epithelial	10548	0.17889786509568154	1.4021190360879475e-76	False	Epithelial_score
tumor_low_epithelial_q25	MAPK9_vs_RAI8_existing	cell_state	10548	0.1386435376010009	1.9893999130142446e-46	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_low_epithelial_q25	MAPK9_vs_RAI8_existing	QC_plus_cell_state	10548	0.08041586555672178	1.323881844416409e-16	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_low_epithelial_q25	MAPK9_vs_DM1_existing	raw	10548	-0.3012821633141468	3.128587462377846e-220	True	none
tumor_low_epithelial_q25	MAPK9_vs_DM1_existing	QC	10548	-0.1921266799710074	2.984192020395131e-88	True	log_total_counts,log_n_genes,pct_counts_mt
tumor_low_epithelial_q25	MAPK9_vs_DM1_existing	epithelial	10548	-0.17889786509568154	1.4021190360879475e-76	True	Epithelial_score
tumor_low_epithelial_q25	MAPK9_vs_DM1_existing	cell_state	10548	-0.13864353760100087	1.9893999130142446e-46	True	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_low_epithelial_q25	MAPK9_vs_DM1_existing	QC_plus_cell_state	10548	-0.08041586555672181	1.323881844416409e-16	True	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_low_epithelial_q25	MAPK9_vs_TDS_existing	raw	10548	0.27634236391800926	3.4017384735733624e-184	False	none
tumor_low_epithelial_q25	MAPK9_vs_TDS_existing	QC	10548	0.16868877607125604	3.5625333899250202e-68	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_low_epithelial_q25	MAPK9_vs_TDS_existing	epithelial	10548	0.15666746205463514	6.085233842468479e-59	False	Epithelial_score
tumor_low_epithelial_q25	MAPK9_vs_TDS_existing	cell_state	10548	0.12268933052214762	1.1633449436558367e-36	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_low_epithelial_q25	MAPK9_vs_TDS_existing	QC_plus_cell_state	10548	0.06487563463930313	2.5722192620607433e-11	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
