gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	significant
ENSG00000131732.12	1249.57	0.190703	0.0444865	4.28677	1.81287e-05	5.89343e-05	ZCCHC9	False
ENSG00000131737.5	0.461924	0.928207	0.615903	1.50707	0.131793	0.205471	KRT34	False
ENSG00000131738.11	0.075988	-0.189337	1.26507	-0.149666	0.881029		KRT33B	False
ENSG00000131746.13	2314.38	-0.652264	0.248962	-2.61994	0.00879464	0.0185417	TNS4	False
ENSG00000131747.15	791.123	0.388454	0.146289	2.65539	0.00792172	0.0168637	TOP2A	False
ENSG00000131748.16	3823.03	0.071062	0.0513412	1.38411	0.166324	0.251078	STARD3	False
ENSG00000131759.18	2804.61	0.354817	0.0698695	5.07828	3.80859e-07	1.54173e-06	RARA	False
ENSG00000131771.14	876.131	2.6451	0.205847	12.8499	8.61771e-38	4.05223e-36	PPP1R1B	True
ENSG00000131773.14	517.817	1.29991	0.0953797	13.6288	2.70016e-42	1.59781e-40	KHDRBS3	True
ENSG00000131778.19	10.5406	-0.221807	0.140137	-1.58279	0.113469	0.180912	CHD1L	False
ENSG00000131779.11	2442.46	0.0155198	0.0361957	0.428776	0.668086	0.761707	PEX11B	False
ENSG00000131781.13	398.349	-0.472423	0.139239	-3.39289	0.000691594	0.00178642	FMO5	False
ENSG00000131788.16	1845.44	0.785609	0.0647163	12.1393	6.54001e-34	2.35312e-32	PIAS3	False
ENSG00000131791.8	794.989	-0.0746336	0.0639788	-1.16654	0.243398	0.346221	PRKAB2	False
ENSG00000131797.12	1147.27	-0.053615	0.0662941	-0.808744	0.418662	0.536038	CLUHP3	False
ENSG00000131808.11	0.0355728	-0.148416	2.68726	-0.0552296	0.955956		FSHB	False
ENSG00000131828.14	4142.5	-0.519791	0.0414784	-12.5316	5.01327e-36	2.11544e-34	PDHA1	False
ENSG00000131831.18	2692.07	0.685813	0.075561	9.07629	1.12344e-19	1.46323e-18	RAI2	False
ENSG00000131844.16	5644.35	-0.952497	0.0515928	-18.4618	4.19045e-76	1.17269e-73	MCCC2	False
ENSG00000131845.15	954.085	0.0321001	0.0469554	0.683631	0.494208	0.60824	ZNF304	False
ENSG00000131848.9	207.205	-0.496085	0.0451202	-10.9947	4.05053e-28	1.00634e-26	ZSCAN5A	False
ENSG00000131849.12	532.748	-0.224926	0.0526947	-4.26847	1.96814e-05	6.36484e-05	ZNF132	False
ENSG00000131864.10	0.193274	-0.279063	0.791056	-0.352772	0.724259		USP29	False
ENSG00000131871.15	3480.07	-0.171806	0.0452005	-3.80098	0.000144126	0.000414973	SELENOS	False
ENSG00000131873.7	1961.61	0.319294	0.072248	4.41942	9.89654e-06	3.33677e-05	CHSY1	False
ENSG00000131876.17	1189.87	-0.211078	0.0463368	-4.55531	5.23094e-06	1.83749e-05	SNRPA1	False
ENSG00000131885.17	2.1926	3.03727	0.472027	6.43454	1.2385e-10	7.27646e-10	KRT17P1	True
ENSG00000131899.11	3014.55	1.42311	0.0596596	23.8538	9.25358e-126	1.28586e-122	LLGL1	True
ENSG00000131910.5	6.51824	-0.19018	0.230431	-0.82532	0.40919	0.526166	NR0B2	False
ENSG00000131914.11	0.715125	-0.539354	0.265805	-2.02914	0.0424443	0.076433	LIN28A	False
ENSG00000131931.8	618.083	-0.0633816	0.0374719	-1.69144	0.0907524	0.149375	THAP1	False
ENSG00000131941.8	627.615	-0.137706	0.0884571	-1.55675	0.119529	0.189012	RHPN2	False
ENSG00000131943.18	1313.91	0.244851	0.0314619	7.78244	7.11393e-15	6.15715e-14	C19orf12	False
ENSG00000131944.10	183.23	0.382127	0.0586656	6.51365	7.33479e-11	4.39913e-10	FAAP24	False
ENSG00000131951.11	3.04596	-0.790178	0.292912	-2.69766	0.00698277	0.0150196	LRRC9	False
ENSG00000131966.14	4150.71	-0.00803064	0.0334759	-0.239893	0.810413	0.871762	ACTR10	False
ENSG00000131969.15	13.535	0.910003	0.108214	8.40926	4.12598e-17	4.33669e-16	ABHD12B	False
ENSG00000131979.20	362.071	0.261114	0.0868218	3.00747	0.00263432	0.00615514	GCH1	False
ENSG00000131981.16	26680.6	2.14561	0.119839	17.9041	1.09575e-71	2.53774e-69	LGALS3	True
ENSG00000131982.5	0.0738209	0.108642	1.36578	0.0795458	0.936598		UBE2L2	False
ENSG00000132000.13	219.233	3.39334	0.22886	14.8271	9.78348e-50	8.53365e-48	PODNL1	True
ENSG00000132002.9	6851.34	0.402251	0.0870214	4.62244	3.7925e-06	1.35813e-05	DNAJB1	False
ENSG00000132003.9	391.955	0.745462	0.0875795	8.51183	1.71212e-17	1.8617e-16	ZSWIM4	False
ENSG00000132004.13	566.566	-0.0446545	0.0501566	-0.890302	0.373304	0.489492	FBXW9	False
ENSG00000132005.9	2049.97	0.0654361	0.0436656	1.49857	0.133984	0.208355	RFX1	False
ENSG00000132010.16	24.018	-0.268991	0.0758972	-3.54414	0.000393892	0.00106153	ZNF20	False
ENSG00000132016.11	119.341	0.543693	0.0779626	6.97377	3.08557e-12	2.09013e-11	C19orf57	False
ENSG00000132017.10	1561.99	0.306308	0.0544701	5.62342	1.87208e-08	8.75074e-08	DCAF15	False
ENSG00000132024.17	3442.95	0.12829	0.0471766	2.71936	0.00654085	0.0141483	CC2D1A	False
ENSG00000132026.14	9.4518	0.771467	0.287265	2.68556	0.00724087	0.0155267	RTBDN	False
ENSG00000132031.13	116.368	1.35626	0.2069	6.55515	5.55849e-11	3.36735e-10	MATN3	True
ENSG00000132109.10	1366.83	0.615378	0.0571167	10.7741	4.5646e-27	1.04277e-25	TRIM21	False
ENSG00000132122.12	1246.11	-0.354549	0.0511698	-6.92887	4.24224e-12	2.84118e-11	SPATA6	False
ENSG00000132128.16	6105.71	0.11923	0.040057	2.9765	0.0029156	0.00675712	LRRC41	False
ENSG00000132141.14	182.544	-0.506883	0.068959	-7.35049	1.97477e-13	1.49726e-12	CCT6B	False
ENSG00000132153.15	5751.41	0.0567783	0.0318424	1.7831	0.0745697	0.125801	DHX30	False
ENSG00000132155.13	2557.18	0.0435637	0.0896533	0.485913	0.627029	0.727598	RAF1	False
ENSG00000132164.10	3.88373	-0.763766	0.266079	-2.87045	0.00409894	0.00923399	SLC6A11	False
ENSG00000132170.23	400.099	0.0271769	0.117231	0.231823	0.816676	0.876278	PPARG	False
ENSG00000132182.12	1927.09	-0.0838853	0.0733598	-1.14348	0.25284	0.357369	NUP210	False
ENSG00000132185.18	92.516	4.15685	0.380572	10.9226	8.98358e-28	2.18743e-26	FCRLA	True
ENSG00000132196.15	613.824	-0.184138	0.0724959	-2.53998	0.011086	0.0229158	HSD17B7	False
ENSG00000132199.20	2819.65	-0.440568	0.0726902	-6.06089	1.35367e-09	7.16165e-09	ENOSF1	False
ENSG00000132204.14	3.74946	1.97209	0.465534	4.23619	2.27342e-05	7.29937e-05	LINC00470	True
ENSG00000132205.11	3417.7	0.714505	0.117029	6.10538	1.02554e-09	5.50075e-09	EMILIN2	False
ENSG00000132207.18	0.285108	-0.256912	0.525428	-0.488958	0.624871	0.725888	SLX1A	False
ENSG00000132254.13	3847.71	-0.222591	0.0359999	-6.1831	6.28543e-10	3.44988e-09	ARFIP2	False
ENSG00000132256.19	1498.55	-0.0422351	0.0430288	-0.981554	0.326319	0.439594	TRIM5	False
ENSG00000132259.13	9.94565	0.0197429	0.165664	0.119174	0.905137	0.938632	CNGA4	False
ENSG00000132274.16	4617.84	1.18629	0.126985	9.34193	9.45974e-21	1.34323e-19	TRIM22	True
ENSG00000132275.11	1403.44	-0.37327	0.040648	-9.18299	4.1928e-20	5.649e-19	RRP8	False
ENSG00000132286.12	2413.97	-0.228943	0.03545	-6.45819	1.05962e-10	6.26569e-10	TIMM10B	False
ENSG00000132294.15	9536.5	0.526255	0.0630936	8.34086	7.37494e-17	7.58345e-16	EFR3A	False
ENSG00000132297.12	0.491069	-0.515152	0.337823	-1.52492	0.12728	0.199422	HHLA1	False
ENSG00000132300.19	2757.2	-0.157891	0.0283921	-5.56108	2.68107e-08	1.23378e-07	PTCD3	False
ENSG00000132305.21	4214.81	-0.23333	0.0415902	-5.61022	2.02075e-08	9.41521e-08	IMMT	False
ENSG00000132313.15	1816.13	-0.161874	0.0466628	-3.46902	0.000522351	0.00137986	MRPL35	False
ENSG00000132321.17	2920.22	0.019539	0.0849131	0.230106	0.818009	0.877172	IQCA1	False
ENSG00000132323.9	2445.83	-0.219475	0.0586503	-3.74209	0.000182498	0.000516889	ILKAP	False
ENSG00000132326.12	1751.95	-0.211759	0.0817881	-2.58912	0.00962217	0.0201316	PER2	False
ENSG00000132329.11	735.985	2.43095	0.212606	11.4341	2.82449e-30	8.05529e-29	RAMP1	True
ENSG00000132330.18	90.553	-0.00943075	0.0683675	-0.137942	0.890286	0.928247	SCLY	False
ENSG00000132334.17	5429.94	2.57553	0.101137	25.4659	4.70812e-143	1.1858e-139	PTPRE	True
ENSG00000132341.12	10041.5	0.171011	0.0374469	4.56676	4.95323e-06	1.74633e-05	RAN	False
ENSG00000132356.11	3882.72	-0.0712328	0.0532604	-1.33744	0.181077	0.269992	PRKAA1	False
ENSG00000132357.14	1004.98	0.271158	0.0655336	4.1377	3.50808e-05	0.000109997	CARD6	False
ENSG00000132359.15	2154.25	0.371632	0.0714854	5.19871	2.00677e-07	8.37846e-07	RAP1GAP2	False
ENSG00000132361.18	3126.28	-0.203134	0.0446705	-4.54738	5.43166e-06	1.90351e-05	CLUH	False
ENSG00000132376.20	5996.97	0.0849225	0.0538689	1.57647	0.114918	0.182862	INPP5K	False
ENSG00000132382.15	3374.49	0.249484	0.0428224	5.82601	5.67679e-09	2.80691e-08	MYBBP1A	False
ENSG00000132383.12	5989.19	0.122733	0.0388771	3.15695	0.00159428	0.00387305	RPA1	False
ENSG00000132386.11	2742.24	1.73903	0.177169	9.81567	9.63992e-23	1.61124e-21	SERPINF1	True
ENSG00000132388.12	2171.1	0.108189	0.0503874	2.14715	0.0317817	0.0590828	UBE2G1	False
ENSG00000132394.11	1121.77	-0.0834969	0.0483353	-1.72745	0.0840868	0.139785	EEFSEC	False
ENSG00000132405.19	985.78	0.335072	0.121414	2.75975	0.00578458	0.0126503	TBC1D14	False
ENSG00000132406.12	1939.19	-0.0178633	0.0395167	-0.452043	0.651238	0.748008	TMEM128	False
ENSG00000132423.12	362.254	-0.256129	0.0502403	-5.09808	3.43107e-07	1.39662e-06	COQ3	False
ENSG00000132424.16	7762.65	-0.262777	0.0783963	-3.35191	0.000802563	0.00205123	PNISR	False
ENSG00000132429.10	29.0614	-4.30797	0.32034	-13.4481	3.15931e-41	1.75848e-39	POPDC3	True
ENSG00000132432.14	2795.24	-0.269473	0.072522	-3.71575	0.000202604	0.000570069	SEC61G	False
ENSG00000132434.9	2382.71	-0.0123944	0.0384206	-0.322599	0.746999	0.824829	LANCL2	False
ENSG00000132436.11	582.374	0.983243	0.0697672	14.0932	4.18188e-45	2.8563e-43	FIGNL1	False
ENSG00000132437.18	3.02845	0.183161	0.273704	0.669194	0.503372	0.616674	DDC	False
ENSG00000132446.7	0.00837247	0.00133856	3.9158	0.000341834	0.999727		FTHL17	False
ENSG00000132463.14	6214.4	0.0327332	0.0322673	1.01444	0.310374	0.422648	GRSF1	False
ENSG00000132464.13	1.84775	-0.52638	0.320723	-1.64123	0.10075	0.163341	ENAM	False
ENSG00000132465.12	5158.34	3.41916	0.337625	10.1271	4.18916e-24	7.79385e-23	JCHAIN	True
ENSG00000132466.19	5601.33	0.121731	0.0633503	1.92156	0.0546611	0.0955865	ANKRD17	False
ENSG00000132467.4	2220.82	0.281076	0.0283497	9.91462	3.59638e-23	6.22004e-22	UTP3	False
ENSG00000132470.14	7603.44	2.03676	0.136383	14.9341	1.97837e-50	1.77165e-48	ITGB4	True
ENSG00000132471.12	14590.8	0.174542	0.0566005	3.08376	0.00204403	0.00487397	WBP2	False
ENSG00000132475.10	42633.8	0.156003	0.0469109	3.32552	0.000882541	0.00224227	H3-3B	False
ENSG00000132478.10	1969.58	-0.102223	0.0330152	-3.09623	0.00195999	0.00468857	UNK	False
ENSG00000132481.7	2483.74	0.769092	0.0900614	8.53964	1.34642e-17	1.47721e-16	TRIM47	False
ENSG00000132485.14	4747.79	-0.229324	0.0558969	-4.10263	4.08478e-05	0.000126915	ZRANB2	False
ENSG00000132507.18	12515	-0.198103	0.062334	-3.17809	0.0014825	0.00362123	EIF5A	False
ENSG00000132510.10	3143.72	0.0622469	0.0685595	0.907926	0.363917	0.479661	KDM6B	False
ENSG00000132514.14	247.901	1.54595	0.180946	8.54368	1.30014e-17	1.42683e-16	CLEC10A	True
ENSG00000132517.15	77.6866	-1.05401	0.192698	-5.46974	4.50685e-08	2.02291e-07	SLC52A1	True
ENSG00000132518.7	73.8267	-0.0125328	0.147159	-0.0851646	0.93213	0.956654	GUCY2D	False
ENSG00000132522.16	23.4492	-0.250797	0.122419	-2.04869	0.0404926	0.0733347	GPS2	False
ENSG00000132530.17	280.131	0.311986	0.161417	1.9328	0.0532614	0.0934202	XAF1	False
ENSG00000132535.21	2428.91	0.0243824	0.0722733	0.337364	0.735842	0.816594	DLG4	False
ENSG00000132541.11	607.438	-0.566688	0.0545008	-10.3978	2.53743e-25	5.12035e-24	RIDA	False
ENSG00000132549.18	2154.18	0.263392	0.0744674	3.537	0.000404693	0.00108882	VPS13B	False
ENSG00000132554.20	14.7893	-0.578826	0.165484	-3.49779	0.000469135	0.00124919	RGS22	False
ENSG00000132561.14	8280.86	-0.913104	0.169068	-5.40082	6.63359e-08	2.92153e-07	MATN2	False
ENSG00000132563.16	320.483	1.29354	0.127866	10.1163	4.67609e-24	8.67973e-23	REEP2	True
ENSG00000132570.15	1152.28	-0.326397	0.0305624	-10.6797	1.26687e-26	2.79279e-25	PCBD2	False
ENSG00000132581.10	3876.39	0.0201304	0.0510442	0.394372	0.693307	0.783194	SDF2	False
ENSG00000132589.16	7748.06	-0.120756	0.0435396	-2.77347	0.0055462	0.0121726	FLOT2	False
ENSG00000132591.12	2199.66	-0.214087	0.0389296	-5.49933	3.81232e-08	1.72481e-07	ERAL1	False
ENSG00000132600.17	1364.82	-0.166308	0.0563269	-2.95255	0.00315161	0.0072532	PRMT7	False
ENSG00000132603.15	1184.82	0.121345	0.0367154	3.30501	0.00094972	0.00240024	NIP7	False
ENSG00000132604.11	2062.8	0.0973496	0.0280587	3.4695	0.000521427	0.00137772	TERF2	False
ENSG00000132612.16	3401.48	-0.219588	0.0560012	-3.92113	8.81352e-05	0.000261826	VPS4A	False
ENSG00000132613.15	518.971	0.375012	0.0726262	5.1636	2.42251e-07	1.00362e-06	MTSS2	False
ENSG00000132622.11	603.427	-0.264793	0.0975915	-2.71328	0.00666203	0.014388	HSPA12B	False
ENSG00000132623.16	665.874	-0.93093	0.0771607	-12.0648	1.62013e-33	5.72701e-32	ANKEF1	False
ENSG00000132631.6	0.0171978	-0.0883093	3.91403	-0.0225623	0.981999		SCP2D1	False
ENSG00000132635.17	3196.64	-0.399461	0.0625094	-6.39041	1.65442e-10	9.59829e-10	PCED1A	False
ENSG00000132639.13	294.282	1.78471	0.152431	11.7083	1.15557e-31	3.59591e-30	SNAP25	True
ENSG00000132640.15	1794.34	-0.242365	0.051253	-4.7288	2.25852e-06	8.32772e-06	BTBD3	False
ENSG00000132646.11	4020.6	0.273779	0.0624809	4.38181	1.17698e-05	3.92638e-05	PCNA	False
ENSG00000132661.4	856.108	0.102611	0.06308	1.62668	0.103806	0.167628	NXT1	False
ENSG00000132664.12	718.015	-0.193113	0.0302751	-6.37862	1.78696e-10	1.03301e-09	POLR3F	False
ENSG00000132669.13	4174.75	0.596309	0.0578943	10.3	7.04974e-25	1.37308e-23	RIN2	False
ENSG00000132670.20	8271.87	0.0770634	0.0356216	2.16339	0.0305113	0.0569498	PTPRA	False
ENSG00000132671.6	0.975955	0.139917	0.303167	0.461518	0.644427	0.742442	SSTR4	False
ENSG00000132676.16	4996.2	0.126786	0.04145	3.05877	0.00222247	0.00526736	DAP3	False
ENSG00000132677.13	3.1083	-1.01646	0.204856	-4.96183	6.98322e-07	2.73559e-06	RHBG	True
ENSG00000132680.11	2445.42	0.331002	0.0681758	4.85513	1.20309e-06	4.58331e-06	KHDC4	False
ENSG00000132681.17	5.18684	0.318975	0.212343	1.50217	0.133052	0.207121	ATP1A4	False
ENSG00000132688.11	3400.31	-0.54033	0.125403	-4.30873	1.64193e-05	5.36847e-05	NES	False
ENSG00000132692.19	10.1871	-0.173604	0.193295	-0.898129	0.369117	0.48507	BCAN	False
ENSG00000132693.12	1.46284	1.86477	0.38265	4.87331	1.09741e-06	4.20056e-06	CRP	True
ENSG00000132694.19	3751.64	-0.0233103	0.0508506	-0.458407	0.64666	0.744206	ARHGEF11	False
ENSG00000132698.15	6554.89	0.0534312	0.064285	0.831162	0.405882	0.522731	RAB25	False
ENSG00000132702.13	11.2986	-1.03073	0.218047	-4.72709	2.27763e-06	8.39205e-06	HAPLN2	True
ENSG00000132703.4	0.248971	0.552622	1.61205	0.342806	0.731745	0.813435	APCS	False
ENSG00000132704.16	35.9302	4.47032	0.403014	11.0922	1.36827e-28	3.53907e-27	FCRL2	True
ENSG00000132716.19	3590.57	-0.0950796	0.0479251	-1.98392	0.0472645	0.0841098	DCAF8	False
ENSG00000132718.9	1102.06	0.99983	0.138287	7.23012	4.82582e-13	3.51157e-12	SYT11	False
ENSG00000132740.10	969.892	-0.0790576	0.0386956	-2.04307	0.0410459	0.0742368	IGHMBP2	False
ENSG00000132744.8	24.5945	1.30019	0.198922	6.53621	6.3096e-11	3.80464e-10	ACY3	True
ENSG00000132746.15	33.8784	2.441	0.239334	10.1991	2.00044e-24	3.79233e-23	ALDH3B2	True
ENSG00000132749.11	145.798	-0.284174	0.0994496	-2.85746	0.00427043	0.00957749	TESMIN	False
ENSG00000132763.15	449.972	-0.343651	0.0476854	-7.20663	5.73517e-13	4.14186e-12	MMACHC	False
ENSG00000132768.14	787.19	0.048897	0.0317878	1.53823	0.123992	0.195043	DPH2	False
ENSG00000132773.12	1055.77	-0.0275305	0.0444507	-0.61935	0.535686	0.646353	TOE1	False
ENSG00000132780.17	4449.64	0.0449743	0.0443319	1.01449	0.310348	0.422632	NASP	False
ENSG00000132781.19	27.7455	-0.146108	0.0925142	-1.5793	0.114266	0.181954	MUTYH	False
ENSG00000132792.19	2460.69	0.262211	0.0444269	5.90207	3.58965e-09	1.81797e-08	CTNNBL1	False
ENSG00000132793.12	1085.5	-0.25201	0.0684514	-3.6816	0.000231779	0.0006471	LPIN3	False
ENSG00000132801.7	307.669	0.0649726	0.0501766	1.29488	0.195362	0.287786	ZSWIM3	False
ENSG00000132819.17	1152.65	0.210585	0.0748342	2.81402	0.00489267	0.0108475	RBM38	False
ENSG00000132821.12	922.075	1.09853	0.1976	5.55935	2.70775e-08	1.24534e-07	VSTM2L	True
ENSG00000132823.11	2126.77	0.199611	0.0317815	6.28072	3.37005e-10	1.89886e-09	OSER1	False
ENSG00000132824.14	12623.2	-0.0572859	0.0434066	-1.31975	0.186918	0.277244	SERINC3	False
ENSG00000132825.7	536.787	-0.162603	0.0459392	-3.53953	0.000400835	0.00107902	PPP1R3D	False
ENSG00000132832.10	0.391576	0.338352	0.417956	0.809541	0.418204	0.535639	AL139352.1	False
ENSG00000132837.15	326.982	-0.743722	0.134973	-5.51015	3.58532e-08	1.62796e-07	DMGDH	False
ENSG00000132840.10	1079.96	-0.65435	0.182623	-3.58307	0.000339585	0.00092476	BHMT2	False
ENSG00000132842.14	4567.32	-0.0395918	0.0443756	-0.892198	0.372287	0.488439	AP3B1	False
ENSG00000132846.6	1811.21	-0.573154	0.0709261	-8.081	6.42362e-16	6.06511e-15	ZBED3	False
ENSG00000132849.21	6101.26	0.378258	0.0566845	6.67303	2.5057e-11	1.56356e-10	PATJ	False
ENSG00000132854.19	88.8108	-0.149157	0.270836	-0.550729	0.58182	0.687853	KANK4	False
ENSG00000132855.5	3.71776	0.140692	0.17615	0.798704	0.424462	0.541759	ANGPTL3	False
ENSG00000132872.12	6.29027	0.508998	0.305715	1.66495	0.0959234	0.156562	SYT4	False
ENSG00000132874.15	232.394	-4.75392	0.2406	-19.7586	6.76427e-87	2.89986e-84	SLC14A2	True
ENSG00000132879.14	2548.77	-0.160139	0.0610741	-2.62204	0.00874051	0.0184343	FBXO44	False
ENSG00000132881.12	549.975	-0.0096212	0.0703923	-0.13668	0.891284	0.928903	CPLANE2	False
ENSG00000132906.18	1366.87	-0.15816	0.0504348	-3.13592	0.00171313	0.00414107	CASP9	False
ENSG00000132911.5	26.2343	-0.959806	0.237624	-4.03917	5.36402e-05	0.00016413	NMUR2	False
ENSG00000132912.13	5063.29	0.058396	0.0360716	1.61889	0.10547	0.169996	DCTN4	False
ENSG00000132915.11	9.91603	1.58651	0.187719	8.4515	2.87583e-17	3.05779e-16	PDE6A	True
ENSG00000132932.17	115.359	-0.759478	0.178519	-4.25433	2.09678e-05	6.75914e-05	ATP8A2	False
ENSG00000132938.21	79.9776	-1.5238	0.185762	-8.20301	2.34437e-16	2.30367e-15	MTUS2	True
ENSG00000132950.19	1195.79	0.155101	0.0438963	3.53336	0.00041032	0.00110241	ZMYM5	False
ENSG00000132952.12	1233.4	0.00366135	0.0424184	0.086315	0.931216	0.956185	USPL1	False
ENSG00000132953.16	1698.12	-0.0853862	0.0534431	-1.5977	0.110109	0.176379	XPO4	False
ENSG00000132958.17	6.08168	-0.22377	0.248344	-0.901049	0.367562	0.483484	TPTE2	False
ENSG00000132963.8	5201.4	-0.100426	0.0586685	-1.71176	0.0869414	0.143913	POMP	False
ENSG00000132964.12	626.373	-0.165814	0.0374541	-4.42714	9.54925e-06	3.22859e-05	CDK8	False
ENSG00000132965.10	1136.3	1.64603	0.151151	10.8899	1.28756e-27	3.09213e-26	ALOX5AP	True
ENSG00000132967.9	673.433	0.362277	0.0785148	4.61412	3.94759e-06	1.41016e-05	HMGB1P5	False
ENSG00000132970.14	663.548	-1.6013	0.103247	-15.5094	2.99516e-54	3.27986e-52	WASF3	True
ENSG00000132972.19	3.18357	-1.34897	0.311017	-4.33727	1.44265e-05	4.75255e-05	RNF17	True
ENSG00000132975.8	7.84307	3.10346	0.397243	7.81249	5.60678e-15	4.89794e-14	GPR12	True
ENSG00000133019.12	290.682	-1.35767	0.146751	-9.25158	2.21195e-20	3.05474e-19	CHRM3	True
ENSG00000133020.4	0.837386	0.869917	0.49732	1.74921	0.0802545	0.1342	MYH8	False
ENSG00000133026.13	13936.4	1.35071	0.0896794	15.0615	2.90135e-51	2.71273e-49	MYH10	True
ENSG00000133027.18	1428.6	0.0646874	0.0887304	0.729033	0.465981	0.581816	PEMT	False
ENSG00000133028.12	1434	-0.381999	0.0433027	-8.82158	1.12851e-18	1.36199e-17	SCO1	False
ENSG00000133030.22	14417.5	0.292484	0.0490651	5.96114	2.50479e-09	1.28715e-08	MPRIP	False
ENSG00000133048.13	27949.8	4.58042	0.257575	17.7828	9.60015e-71	2.04691e-68	CHI3L1	True
ENSG00000133055.9	144.863	3.69624	0.24969	14.8033	1.39419e-49	1.2005e-47	MYBPH	True
ENSG00000133056.13	1672.84	-0.473489	0.0675219	-7.01238	2.34298e-12	1.6022e-11	PIK3C2B	False
ENSG00000133059.17	2672.38	0.0479558	0.0479136	1.00088	0.316885	0.429685	DSTYK	False
ENSG00000133063.16	2716.59	1.26364	0.271029	4.66237	3.12585e-06	1.13136e-05	CHIT1	True
ENSG00000133065.11	7035.67	-0.283301	0.058842	-4.81461	1.47489e-06	5.55572e-06	SLC41A1	False
ENSG00000133067.17	692.503	0.541591	0.154958	3.49508	0.000473918	0.00126084	LGR6	False
ENSG00000133069.17	372.491	-0.156896	0.0990117	-1.58462	0.113053	0.180357	TMCC2	False
ENSG00000133083.15	528.972	2.14487	0.169419	12.6602	9.82464e-37	4.3364e-35	DCLK1	True
ENSG00000133101.10	173.463	2.18649	0.202102	10.8187	2.80635e-27	6.5257e-26	CCNA1	True
ENSG00000133103.17	1922.11	-0.051971	0.0564623	-0.920454	0.357335	0.472624	COG6	False
ENSG00000133104.14	4380.17	-0.06235	0.0527005	-1.1831	0.236769	0.338345	SPART	False
ENSG00000133105.8	3.28439	2.72917	0.405831	6.72491	1.75706e-11	1.11112e-10	RXFP2	True
ENSG00000133106.15	896.311	1.11441	0.139151	8.00867	1.15955e-15	1.0737e-14	EPSTI1	True
ENSG00000133107.15	93.9556	-0.609405	0.141441	-4.30856	1.64321e-05	5.3716e-05	TRPC4	False
ENSG00000133110.15	8308.12	2.87209	0.253329	11.3374	8.56466e-30	2.38355e-28	POSTN	True
ENSG00000133111.4	330.934	-0.221718	0.0560548	-3.95537	7.64159e-05	0.000228952	RFXAP	False
ENSG00000133112.17	129918	-0.114874	0.0682417	-1.68334	0.0923101	0.151573	TPT1	False
ENSG00000133114.18	1551.87	-0.011649	0.0376554	-0.309357	0.75705	0.832156	GPALPP1	False
ENSG00000133115.12	0.531384	-1.54527	0.71942	-2.14794	0.0317182	0.0589756	STOML3	False
ENSG00000133116.8	516.481	1.00523	0.123495	8.13986	3.95726e-16	3.80414e-15	KL	True
ENSG00000133119.13	500.411	0.219761	0.0555769	3.95418	7.67965e-05	0.000230058	RFC3	False
ENSG00000133121.21	1872.18	-0.46872	0.104808	-4.47219	7.74208e-06	2.65275e-05	STARD13	False
ENSG00000133124.11	38.2322	-2.84675	0.312268	-9.11637	7.76845e-20	1.02205e-18	IRS4	True
ENSG00000133131.15	2104.57	0.641454	0.0873889	7.34022	2.13241e-13	1.60921e-12	MORC4	False
ENSG00000133134.12	4284.63	-0.413401	0.0713712	-5.79227	6.9443e-09	3.4044e-08	BEX2	False
ENSG00000133135.14	6445.36	-0.0427623	0.0692781	-0.617255	0.537066	0.6475	RNF128	False
ENSG00000133136.4	1.70581	0.0126013	0.193532	0.0651123	0.948085	0.966847	GNG5P2	False
ENSG00000133138.20	1022.25	-0.00848634	0.0702024	-0.120884	0.903783	0.937637	TBC1D8B	False
ENSG00000133142.18	8081.35	-0.243838	0.0450843	-5.40849	6.35595e-08	2.80355e-07	TCEAL4	False
ENSG00000133169.6	594.032	-1.79904	0.241373	-7.45337	9.09845e-14	7.11112e-13	BEX1	True
ENSG00000133193.12	758.024	0.0470599	0.0352828	1.33379	0.182272	0.271472	FAM104A	False
ENSG00000133195.11	2502.14	-1.02056	0.0583375	-17.4941	1.58794e-68	3.09134e-66	SLC39A11	True
ENSG00000133216.17	1834.33	-0.299158	0.086277	-3.46741	0.000525499	0.00138744	EPHB2	False
ENSG00000133226.17	5205.32	0.0934649	0.0457871	2.04129	0.0412216	0.074541	SRRM1	False
ENSG00000133243.10	5092.09	0.0827562	0.0494006	1.67521	0.0938935	0.153803	BTBD2	False
ENSG00000133246.12	184.026	0.559441	0.126993	4.40529	1.05644e-05	3.54681e-05	PRAM1	False
ENSG00000133247.14	491.15	0.046443	0.0758664	0.612169	0.540426	0.650481	KMT5C	False
ENSG00000133250.14	939.458	-0.211259	0.0662906	-3.18686	0.00143825	0.0035226	ZNF414	False
ENSG00000133256.13	849.792	-0.463512	0.0606447	-7.64307	2.121e-14	1.7576e-13	PDE6B	False
ENSG00000133265.11	2690.88	-0.145589	0.0724337	-2.00995	0.044436	0.0796744	HSPBP1	False
ENSG00000133275.16	3342.99	0.285263	0.0410768	6.94462	3.79478e-12	2.54827e-11	CSNK1G2	False
ENSG00000133302.13	359.714	0.225037	0.0496935	4.5285	5.94034e-06	2.06865e-05	SLF1	False
ENSG00000133313.15	17456.7	-0.180196	0.0472834	-3.81098	0.000138418	0.000399539	CNDP2	False
ENSG00000133315.12	2602.73	-0.311237	0.0893987	-3.48145	0.000498708	0.00132208	MACROD1	False
