gene	wilcoxon_z	pval	padj	delta_mean_scaled	mean_ATC_scaled	mean_PTC_scaled	pct_in_ATC	pct_in_PTC
EGFL7	4.6259594	3.7286804720391883e-06	1.5157237691216213e-05	-0.18762930487723262	0.2675066829356113	0.4551359878128439	0.23599602253894597	0.26180257510729615
RALGAPA1	4.599436	4.236367420186504e-06	1.7186074726922937e-05	-0.05682861536013337	-0.18551716239650198	-0.12868854703636862	0.24279085183957574	0.3040250550980165
CCL18	4.582678	4.590593792944423e-06	1.858539997143491e-05	-0.08567715635383769	-0.1527688266251995	-0.06709167027136181	0.015744116672190916	0.05985384526157058
CNMD	4.3992467	1.0862720520428796e-05	4.3450882081715185e-05	-0.34304848467217575	-0.0672913462717441	0.27575713840043165	0.00016572754391779913	0.042802459111471985
TFCP2L1	4.322893	1.539963850298236e-05	6.123116700987022e-05	-0.21745302795322086	-0.09610283598491313	0.12135019196830771	0.007954922108054359	0.04976220856049182
FXYD3	3.8491132	0.00011854625329218128	0.0004594816019076794	-0.07045666683927262	0.17132914224388932	0.24178580908316194	0.029499502817368246	0.06820554460039438
CDH5	3.6242213	0.00028983320692428275	0.00111047205718116	-0.12889435347369355	-0.07354557004852304	0.05534878342517052	0.007954922108054359	0.04303445075977265
C2CD4B	3.522907	0.0004268410896683152	0.001626061293974534	-0.22593652127054317	-0.04167005229197782	0.18426646897856536	0.007126284388465363	0.04117851757336736
MS4A7	3.4180121	0.0006308031551497441	0.002398491084219559	-0.03402320144545573	-0.3721262982168734	-0.33810309677141764	0.013092475969506133	0.04616633801183157
DNAH11	3.3840375	0.0007142822814560023	0.0027005001189262844	-0.3514011326596317	0.1306729471838188	0.48207407984345046	0.08253231687106397	0.11031202876696439
TYROBP	3.3783822	0.0007291369014141486	0.00275146000533641	-0.023629338596664884	-0.4940464169037756	-0.4704170783071107	0.02320185614849188	0.04465839229787728
UACA	3.363796	0.0007687831598170667	0.0028956051217215316	-0.0714323945923867	1.1089575556612683	1.180389950253655	0.7217434537620152	0.7053706066581603
CES1	3.2171724	0.001294607504595305	0.004839654222786187	-0.14751875323900782	-0.08519169388664373	0.06232705935236409	0.005966191581040769	0.03711866372810579
IER3	2.88102	0.003963902535839612	0.014546431324182062	-0.03678593455902236	-0.018871936886460803	0.01791399767256156	0.36327477626781574	0.42350075397285697
SLCO2A1	2.87302	0.004065683673307753	0.01486538820222213	-0.08904806538547934	-0.07442144240838607	0.014626622977093278	0.003314550878355983	0.03120287669643893
MT1G	2.8540797	0.0043161682709309465	0.015723745977890516	-0.057367032430619955	-0.13185472894293174	-0.07448769651231178	0.025853496851176664	0.05335807910915207
