gene	total_counts	detected_spots	n_spots	detect_frac	mean_count	log1p_mean_count
PPP1CB	3698.0	1722	3200	0.538125	1.155625	0.7680807047089683
SPDYA	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
AC097724.1	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
TRMT61B	235.0	216	3200	0.0675	0.0734375	0.0708661158686318
WDR43	497.0	402	3200	0.125625	0.1553125	0.144370870148814
TOGARAM2	22.0	22	3200	0.006875	0.006875	0.0068514749491017735
PCARE	8.0	8	3200	0.0025	0.0025	0.002496880198587199
AC105398.1	0.0	0	3200	0.0	0.0	0.0
CLIP4	1164.0	785	3200	0.2453125	0.36375	0.3102382581651435
ALK	11.0	11	3200	0.0034375	0.0034375	0.003431605301696017
AC074096.1	0.0	0	3200	0.0	0.0	0.0
AC016907.2	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
AC106870.2	0.0	0	3200	0.0	0.0	0.0
AC106870.1	0.0	0	3200	0.0	0.0	0.0
YPEL5	1681.0	1119	3200	0.3496875	0.5253125	0.42219930709932957
LBH	2147.0	1196	3200	0.37375	0.6709375	0.5133848461609136
AC109642.1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
LINC01936	101.0	94	3200	0.029375	0.0315625	0.031074643065375097
LCLAT1	334.0	305	3200	0.0953125	0.104375	0.09927956409182379
CAPN13	0.0	0	3200	0.0	0.0	0.0
AC009301.1	0.0	0	3200	0.0	0.0	0.0
GALNT14	39.0	36	3200	0.01125	0.0121875	0.012113830383511383
AC009305.1	0.0	0	3200	0.0	0.0	0.0
CAPN14	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
EHD3	216.0	165	3200	0.0515625	0.0675	0.06531946612064257
XDH	129.0	108	3200	0.03375	0.0403125	0.03952114878720703
SRD5A2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AL133247.1	0.0	0	3200	0.0	0.0	0.0
LINC01946	0.0	0	3200	0.0	0.0	0.0
AL121652.1	0.0	0	3200	0.0	0.0	0.0
MEMO1	67.0	67	3200	0.0209375	0.0209375	0.020721322813252247
DPY30	1815.0	1094	3200	0.341875	0.5671875	0.449282611608218
AL121655.1	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
SPAST	245.0	219	3200	0.0684375	0.0765625	0.07377309465994103
AL121658.1	18.0	18	3200	0.005625	0.005625	0.005609238764510603
SLC30A6	439.0	390	3200	0.121875	0.1371875	0.1285581088243419
NLRC4	15.0	14	3200	0.004375	0.0046875	0.004676547883901846
YIPF4	1075.0	804	3200	0.25125	0.3359375	0.28963329258304266
AL133245.1	0.0	0	3200	0.0	0.0	0.0
BIRC6	694.0	574	3200	0.179375	0.216875	0.1962860971443271
BIRC6-AS1	0.0	0	3200	0.0	0.0	0.0
AL133243.2	43.0	43	3200	0.0134375	0.0134375	0.013348017519500054
AL133243.3	21.0	20	3200	0.00625	0.0065625	0.00654106054338091
AL133243.1	0.0	0	3200	0.0	0.0	0.0
TTC27	255.0	234	3200	0.073125	0.0796875	0.07667164741395235
LINC00486	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AL133244.2	0.0	0	3200	0.0	0.0	0.0
LTBP1	964.0	511	3200	0.1596875	0.30125	0.26332534094704163
AC019127.1	0.0	0	3200	0.0	0.0	0.0
RASGRP3	94.0	89	3200	0.0278125	0.029375	0.028951821949767715
AC020594.1	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
FAM98A	487.0	416	3200	0.13	0.1521875	0.1416623094463266
AC017050.1	0.0	0	3200	0.0	0.0	0.0
LINC01320	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
LINC01318	0.0	0	3200	0.0	0.0	0.0
AC008170.1	0.0	0	3200	0.0	0.0	0.0
AC073218.1	0.0	0	3200	0.0	0.0	0.0
AC012593.1	0.0	0	3200	0.0	0.0	0.0
AC079352.1	0.0	0	3200	0.0	0.0	0.0
AC019064.1	0.0	0	3200	0.0	0.0	0.0
CRIM1-DT	149.0	143	3200	0.0446875	0.0465625	0.04551098400638667
CRIM1	1318.0	912	3200	0.285	0.411875	0.34491860824013065
AC007378.1	0.0	0	3200	0.0	0.0	0.0
FEZ2	695.0	550	3200	0.171875	0.2171875	0.19654286951703073
VIT	34.0	29	3200	0.0090625	0.010625	0.01056895134923424
STRN	270.0	250	3200	0.078125	0.084375	0.08100378415308697
HEATR5B	272.0	248	3200	0.0775	0.085	0.08157998699242287
GPATCH11	173.0	163	3200	0.0509375	0.0540625	0.05265174627383233
EIF2AK2	839.0	631	3200	0.1971875	0.2621875	0.23284632677559497
SULT6B1	0.0	0	3200	0.0	0.0	0.0
CEBPZOS	602.0	495	3200	0.1546875	0.188125	0.17237643426055654
CEBPZ	543.0	448	3200	0.14	0.1696875	0.15673661911661105
AC007390.2	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
NDUFAF7	180.0	167	3200	0.0521875	0.05625	0.05472489968924655
PRKD3	452.0	396	3200	0.12375	0.14125	0.13212415292704116
AC007391.1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AC007391.2	0.0	0	3200	0.0	0.0	0.0
QPCT	867.0	552	3200	0.1725	0.2709375	0.2397548171194066
AC007391.3	0.0	0	3200	0.0	0.0	0.0
AC006369.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
CDC42EP3	1185.0	771	3200	0.2409375	0.3703125	0.3150388160184655
AC006369.2	0.0	0	3200	0.0	0.0	0.0
LINC00211	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
RMDN2	93.0	90	3200	0.028125	0.0290625	0.02864819358854637
RMDN2-AS1	0.0	0	3200	0.0	0.0	0.0
CYP1B1	669.0	497	3200	0.1553125	0.2090625	0.18984526591269507
CYP1B1-AS1	15.0	15	3200	0.0046875	0.0046875	0.004676547883901846
AC009229.2	0.0	0	3200	0.0	0.0	0.0
AC009229.3	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AC009229.1	0.0	0	3200	0.0	0.0	0.0
ATL2	1141.0	768	3200	0.24	0.3565625	0.30495392651177566
LINC02613	12.0	12	3200	0.00375	0.00375	0.003742986278834377
AC016995.1	9.0	9	3200	0.0028125	0.0028125	0.002808552322038955
LINC01883	0.0	0	3200	0.0	0.0	0.0
HNRNPLL	787.0	617	3200	0.1928125	0.2459375	0.2198882585935371
AC011247.1	0.0	0	3200	0.0	0.0	0.0
GALM	458.0	394	3200	0.123125	0.143125	0.13376574016299309
AC074366.1	0.0	0	3200	0.0	0.0	0.0
SRSF7	1931.0	1160	3200	0.3625	0.6034375	0.47214976215414683
GEMIN6	441.0	372	3200	0.11625	0.1378125	0.12910755938761553
DHX57	201.0	185	3200	0.0578125	0.0628125	0.06091869621937754
AC018693.1	0.0	0	3200	0.0	0.0	0.0
MORN2	864.0	672	3200	0.21	0.27	0.23901690047049992
ARHGEF33	18.0	18	3200	0.005625	0.005625	0.005609238764510603
AC019171.1	23.0	23	3200	0.0071875	0.0071875	0.0071617930276199355
SOS1	410.0	377	3200	0.1178125	0.128125	0.12055696253910868
SOS1-IT1	15.0	15	3200	0.0046875	0.0046875	0.004676547883901846
CDKL4	0.0	0	3200	0.0	0.0	0.0
MAP4K3	501.0	428	3200	0.13375	0.1565625	0.14545224359833805
AC007684.2	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
MAP4K3-DT	256.0	231	3200	0.0721875	0.08	0.07696104113612832
TMEM178A	117.0	108	3200	0.03375	0.0365625	0.035909950159234504
THUMPD2	210.0	191	3200	0.0596875	0.065625	0.06356148148974457
SLC8A1-AS1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
SLC8A1	86.0	79	3200	0.0246875	0.026875	0.026520209809395474
AC007877.1	0.0	0	3200	0.0	0.0	0.0
AC007317.1	0.0	0	3200	0.0	0.0	0.0
AC007317.2	0.0	0	3200	0.0	0.0	0.0
LINC01794	0.0	0	3200	0.0	0.0	0.0
AC009413.2	0.0	0	3200	0.0	0.0	0.0
LINC01913	0.0	0	3200	0.0	0.0	0.0
LINC01914	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
C2orf91	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AC013480.1	0.0	0	3200	0.0	0.0	0.0
PKDCC	96.0	84	3200	0.02625	0.03	0.0295588022415444
AC083949.1	0.0	0	3200	0.0	0.0	0.0
EML4	929.0	706	3200	0.220625	0.2903125	0.2548844370982723
COX7A2L	2230.0	1228	3200	0.38375	0.696875	0.5287883241401632
KCNG3	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
MTA3	427.0	363	3200	0.1134375	0.1334375	0.12525505049508442
OXER1	26.0	26	3200	0.008125	0.008125	0.008092169897336255
HAAO	129.0	123	3200	0.0384375	0.0403125	0.03952114878720703
AC016735.1	0.0	0	3200	0.0	0.0	0.0
LINC01819	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
LINC02590	0.0	0	3200	0.0	0.0	0.0
LINC02580	11.0	11	3200	0.0034375	0.0034375	0.003431605301696017
AC010883.2	0.0	0	3200	0.0	0.0	0.0
AC010883.3	201.0	173	3200	0.0540625	0.0628125	0.06091869621937754
ZFP36L2	6003.0	2103	3200	0.6571875	1.8759375	1.056378708051039
LINC01126	0.0	0	3200	0.0	0.0	0.0
AC010883.1	16.0	16	3200	0.005	0.005	0.004987541511039074
THADA	442.0	397	3200	0.1240625	0.138125	0.12938217149973535
PLEKHH2	82.0	80	3200	0.025	0.025625	0.02530218286221829
C1GALT1C1L	11.0	11	3200	0.0034375	0.0034375	0.003431605301696017
DYNC2LI1	443.0	394	3200	0.123125	0.1384375	0.12965670822074588
ABCG5	0.0	0	3200	0.0	0.0	0.0
ABCG8	0.0	0	3200	0.0	0.0	0.0
LRPPRC	1294.0	908	3200	0.28375	0.404375	0.33959236395745657
AC019129.2	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
PPM1B	511.0	444	3200	0.13875	0.1596875	0.1481505722727797
SLC3A1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
PREPL	913.0	686	3200	0.214375	0.2853125	0.2510018794426062
CAMKMT	117.0	104	3200	0.0325	0.0365625	0.035909950159234504
LINC01833	0.0	0	3200	0.0	0.0	0.0
SIX3-AS1	0.0	0	3200	0.0	0.0	0.0
SIX3	0.0	0	3200	0.0	0.0	0.0
AC012354.1	0.0	0	3200	0.0	0.0	0.0
SIX2	28.0	27	3200	0.0084375	0.00875	0.008711940602021502
AC093702.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
LINC01121	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AC093833.1	0.0	0	3200	0.0	0.0	0.0
AC009236.2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AC009236.1	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
SRBD1	152.0	145	3200	0.0453125	0.0475	0.046406372814155744
PRKCE	134.0	122	3200	0.038125	0.041875	0.041021974522921396
U51244.1	0.0	0	3200	0.0	0.0	0.0
AC017006.2	0.0	0	3200	0.0	0.0	0.0
AC017006.1	0.0	0	3200	0.0	0.0	0.0
EPAS1	3016.0	1609	3200	0.5028125	0.9425	0.6639758032596654
LINC01820	0.0	0	3200	0.0	0.0	0.0
LINC02583	0.0	0	3200	0.0	0.0	0.0
TMEM247	0.0	0	3200	0.0	0.0	0.0
ATP6V1E2	68.0	63	3200	0.0196875	0.02125	0.02102736719207559
AC018682.2	0.0	0	3200	0.0	0.0	0.0
RHOQ	1133.0	863	3200	0.2696875	0.3540625	0.3031093329520915
AC018682.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
PIGF	502.0	429	3200	0.1340625	0.156875	0.1457224043456249
CRIPT	845.0	598	3200	0.186875	0.2640625	0.23433074070477414
LINC01118	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
SOCS5	355.0	310	3200	0.096875	0.1109375	0.10520425344952333
LINC01119	10.0	9	3200	0.0028125	0.003125	0.003120127336243634
AC016722.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AC016722.2	0.0	0	3200	0.0	0.0	0.0
MCFD2	2110.0	1175	3200	0.3671875	0.659375	0.5064410254481666
TTC7A	524.0	450	3200	0.140625	0.16375	0.1516475496091398
AC093732.2	0.0	0	3200	0.0	0.0	0.0
AC093732.1	0.0	0	3200	0.0	0.0	0.0
STPG4	0.0	0	3200	0.0	0.0	0.0
AC073283.1	0.0	0	3200	0.0	0.0	0.0
CALM2	12424.0	2452	3200	0.76625	3.8825	1.585657383768697
EPCAM-DT	26.0	25	3200	0.0078125	0.008125	0.008092169897336255
AC073283.2	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
EPCAM	7492.0	1823	3200	0.5696875	2.34125	1.2063449884709918
MSH2	453.0	394	3200	0.123125	0.1415625	0.1323979380074646
KCNK12	10.0	10	3200	0.003125	0.003125	0.003120127336243634
AC138655.1	0.0	0	3200	0.0	0.0	0.0
MSH6	609.0	485	3200	0.1515625	0.1903125	0.17421587769078611
FBXO11	724.0	578	3200	0.180625	0.22625	0.2039607318974358
AC079807.1	25.0	25	3200	0.0078125	0.0078125	0.007782140442054949
AC092650.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
FOXN2	174.0	160	3200	0.05	0.054375	0.052948174318095696
AC093635.1	18.0	18	3200	0.005625	0.005625	0.005609238764510603
PPP1R21	705.0	543	3200	0.1696875	0.2203125	0.19910697348596842
STON1	132.0	121	3200	0.0378125	0.04125	0.0404219144989154
STON1-GTF2A1L	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
GTF2A1L	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
LHCGR	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
AC009975.1	0.0	0	3200	0.0	0.0	0.0
FSHR	0.0	0	3200	0.0	0.0	0.0
AC009975.2	0.0	0	3200	0.0	0.0	0.0
AC009971.1	0.0	0	3200	0.0	0.0	0.0
NRXN1	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
AC068725.1	0.0	0	3200	0.0	0.0	0.0
AC009234.1	0.0	0	3200	0.0	0.0	0.0
AC007682.1	0.0	0	3200	0.0	0.0	0.0
AC007402.1	0.0	0	3200	0.0	0.0	0.0
AC007402.2	0.0	0	3200	0.0	0.0	0.0
AC079304.1	0.0	0	3200	0.0	0.0	0.0
LINC01867	0.0	0	3200	0.0	0.0	0.0
AC139712.3	0.0	0	3200	0.0	0.0	0.0
AC010967.1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AC010967.2	0.0	0	3200	0.0	0.0	0.0
ASB3	284.0	259	3200	0.0809375	0.08875	0.0850302491845755
CHAC2	41.0	41	3200	0.0128125	0.0128125	0.012731114353729464
ERLEC1	1332.0	934	3200	0.291875	0.41625	0.34801253336007903
GPR75	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
PSME4	612.0	482	3200	0.150625	0.19125	0.17500317598627482
ACYP2	525.0	448	3200	0.14	0.1640625	0.15191604202584197
AC008280.3	28.0	28	3200	0.00875	0.00875	0.008711940602021502
TSPYL6	0.0	0	3200	0.0	0.0	0.0
C2orf73	14.0	13	3200	0.0040625	0.004375	0.004365457509639981
SPTBN1	3289.0	1683	3200	0.5259375	1.0278125	0.7069576258333505
AC092839.1	0.0	0	3200	0.0	0.0	0.0
AC092839.2	0.0	0	3200	0.0	0.0	0.0
AC093110.1	0.0	0	3200	0.0	0.0	0.0
EML6	84.0	80	3200	0.025	0.02625	0.025911381784500923
AC104781.1	0.0	0	3200	0.0	0.0	0.0
AC104781.2	0.0	0	3200	0.0	0.0	0.0
RTN4	4922.0	1757	3200	0.5490625	1.538125	0.9314256194584252
CLHC1	104.0	98	3200	0.030625	0.0325	0.03198304585305077
AC012358.1	0.0	0	3200	0.0	0.0	0.0
RPS27A	76162.0	3004	3200	0.93875	23.800625	3.2108688544662844
MTIF2	347.0	309	3200	0.0965625	0.1084375	0.10295136598580393
AC012358.3	53.0	52	3200	0.01625	0.0165625	0.016426837685533543
CCDC88A	439.0	358	3200	0.111875	0.1371875	0.1285581088243419
CFAP36	1096.0	784	3200	0.245	0.3425	0.2945335474008827
PPP4R3B	873.0	700	3200	0.21875	0.2728125	0.24122901886059467
AC015982.2	95.0	92	3200	0.02875	0.0296875	0.029255358148789677
PNPT1	383.0	337	3200	0.1053125	0.1196875	0.1130496285171359
EFEMP1	2497.0	1176	3200	0.3675	0.7803125	0.5767889106925776
AC011306.1	0.0	0	3200	0.0	0.0	0.0
MIR217HG	0.0	0	3200	0.0	0.0	0.0
LINC01813	0.0	0	3200	0.0	0.0	0.0
AC007743.1	13.0	13	3200	0.0040625	0.0040625	0.004054270328040545
CCDC85A	169.0	154	3200	0.048125	0.0528125	0.05146515461873496
AC132153.1	0.0	0	3200	0.0	0.0	0.0
VRK2	210.0	194	3200	0.060625	0.065625	0.06356148148974457
AC068193.1	0.0	0	3200	0.0	0.0	0.0
FANCL	334.0	301	3200	0.0940625	0.104375	0.09927956409182379
AC007250.1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
LINC01795	0.0	0	3200	0.0	0.0	0.0
LINC01122	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
LINC01793	0.0	0	3200	0.0	0.0	0.0
AC007100.1	0.0	0	3200	0.0	0.0	0.0
AC007179.2	0.0	0	3200	0.0	0.0	0.0
AC007179.1	0.0	0	3200	0.0	0.0	0.0
AC007100.2	0.0	0	3200	0.0	0.0	0.0
AC007132.1	0.0	0	3200	0.0	0.0	0.0
AC007381.1	0.0	0	3200	0.0	0.0	0.0
AC007381.2	0.0	0	3200	0.0	0.0	0.0
BCL11A	94.0	91	3200	0.0284375	0.029375	0.028951821949767715
AC009970.1	0.0	0	3200	0.0	0.0	0.0
PAPOLG	339.0	305	3200	0.0953125	0.1059375	0.10069339155764546
LINC01185	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
REL	58.0	54	3200	0.016875	0.018125	0.017962700374172524
AC010733.2	0.0	0	3200	0.0	0.0	0.0
PUS10	168.0	160	3200	0.05	0.0525	0.05116828657439943
PEX13	428.0	361	3200	0.1128125	0.13375	0.1255307224472093
KIAA1841	82.0	78	3200	0.024375	0.025625	0.02530218286221829
AC016747.1	206.0	184	3200	0.0575	0.064375	0.06238777243481568
C2orf74	560.0	444	3200	0.13875	0.175	0.16126814759612226
AC016747.2	0.0	0	3200	0.0	0.0	0.0
USP34	975.0	776	3200	0.2425	0.3046875	0.26596354849713794
AC016747.3	0.0	0	3200	0.0	0.0	0.0
AC016727.1	100.0	96	3200	0.03	0.03125	0.030771658666753687
XPO1	1841.0	1120	3200	0.35	0.5753125	0.4544536652948129
AC016727.3	0.0	0	3200	0.0	0.0	0.0
FAM161A	112.0	104	3200	0.0325	0.035	0.0344014267173324
CCT4	3710.0	1485	3200	0.4640625	1.159375	0.7698188279738977
AC107081.2	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
AC107081.4	0.0	0	3200	0.0	0.0	0.0
COMMD1	1021.0	718	3200	0.224375	0.3190625	0.27692125699468084
AC018462.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
B3GNT2	378.0	334	3200	0.104375	0.118125	0.11165317528084655
AC093159.1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
TMEM17	105.0	100	3200	0.03125	0.0328125	0.03228566349796875
AC092155.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
EHBP1	385.0	343	3200	0.1071875	0.1203125	0.11360766424590282
AC092567.2	0.0	0	3200	0.0	0.0	0.0
AC092567.1	0.0	0	3200	0.0	0.0	0.0
AC007098.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
OTX1	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
AC009501.3	0.0	0	3200	0.0	0.0	0.0
WDPCP	74.0	73	3200	0.0228125	0.023125	0.0228616691432623
MDH1	2336.0	1262	3200	0.394375	0.73	0.5481214085096876
UGP2	1371.0	936	3200	0.2925	0.4284375	0.3565811895439265
VPS54	354.0	313	3200	0.0978125	0.110625	0.10492291992677873
AC012368.2	0.0	0	3200	0.0	0.0	0.0
PELI1	458.0	357	3200	0.1115625	0.143125	0.13376574016299309
AC012368.1	8.0	8	3200	0.0025	0.0025	0.002496880198587199
LINC00309	0.0	0	3200	0.0	0.0	0.0
AC114752.1	0.0	0	3200	0.0	0.0	0.0
AC114752.2	0.0	0	3200	0.0	0.0	0.0
LGALSL-DT	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
LGALSL	156.0	144	3200	0.045	0.04875	0.04759897879927888
LINC01805	0.0	0	3200	0.0	0.0	0.0
AC008074.2	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AFTPH	548.0	474	3200	0.148125	0.17125	0.1580715545704949
LINC02579	0.0	0	3200	0.0	0.0	0.0
SERTAD2	489.0	418	3200	0.130625	0.1528125	0.1422046088088577
AC007365.1	3.0	2	3200	0.000625	0.0009375	0.0009370608213402288
AC007880.1	0.0	0	3200	0.0	0.0	0.0
LINC01800	0.0	0	3200	0.0	0.0	0.0
LINC02245	63.0	59	3200	0.0184375	0.0196875	0.019496207805502708
SLC1A4	343.0	281	3200	0.0878125	0.1071875	0.10182301607765408
LINC02576	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
CEP68	232.0	219	3200	0.0684375	0.0725	0.06999237182003498
RAB1A	3023.0	1564	3200	0.48875	0.9446875	0.6651012957814
ACTR2	2598.0	1365	3200	0.4265625	0.811875	0.5943622206937829
SPRED2	546.0	447	3200	0.1396875	0.170625	0.15753779421621592
AC012370.1	0.0	0	3200	0.0	0.0	0.0
AC007389.1	14.0	14	3200	0.004375	0.004375	0.004365457509639981
AC012370.2	0.0	0	3200	0.0	0.0	0.0
AC007389.3	0.0	0	3200	0.0	0.0	0.0
AC007389.5	23.0	22	3200	0.006875	0.0071875	0.0071617930276199355
AC118345.1	0.0	0	3200	0.0	0.0	0.0
AC092669.1	0.0	0	3200	0.0	0.0	0.0
LINC01873	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
MEIS1-AS3	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
MEIS1	58.0	56	3200	0.0175	0.018125	0.017962700374172524
MEIS1-AS2	0.0	0	3200	0.0	0.0	0.0
LINC01798	0.0	0	3200	0.0	0.0	0.0
LINC01797	0.0	0	3200	0.0	0.0	0.0
LINC01799	0.0	0	3200	0.0	0.0	0.0
LINC01628	0.0	0	3200	0.0	0.0	0.0
AC007403.1	0.0	0	3200	0.0	0.0	0.0
LINC01828	4.0	3	3200	0.0009375	0.00125	0.0012492194004319248
LINC01829	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AC023115.1	0.0	0	3200	0.0	0.0	0.0
ETAA1	228.0	216	3200	0.0675	0.07125	0.06882619092985248
LINC02831	0.0	0	3200	0.0	0.0	0.0
AC007422.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AC010987.1	0.0	0	3200	0.0	0.0	0.0
LINC01812	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
C1D	911.0	704	3200	0.22	0.2846875	0.25051549811006046
WDR92	136.0	127	3200	0.0396875	0.0425	0.04162167469081946
PNO1	519.0	421	3200	0.1315625	0.1621875	0.15030400513725214
PPP3R1	261.0	243	3200	0.0759375	0.0815625	0.07840675484752634
AC017083.2	11.0	11	3200	0.0034375	0.0034375	0.003431605301696017
AC017083.1	13.0	11	3200	0.0034375	0.0040625	0.004054270328040545
CNRIP1	291.0	204	3200	0.06375	0.0909375	0.08703741831721812
AC015969.1	0.0	0	3200	0.0	0.0	0.0
PLEK	183.0	154	3200	0.048125	0.0571875	0.05561207999289056
FBXO48	75.0	74	3200	0.023125	0.0234375	0.02316705928153438
APLF	49.0	48	3200	0.015	0.0153125	0.015196446881282388
PROKR1	0.0	0	3200	0.0	0.0	0.0
ARHGAP25	145.0	138	3200	0.043125	0.0453125	0.04431588377451091
LINC01890	0.0	0	3200	0.0	0.0	0.0
LINC01888	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
BMP10	0.0	0	3200	0.0	0.0	0.0
GKN2	0.0	0	3200	0.0	0.0	0.0
GKN1	0.0	0	3200	0.0	0.0	0.0
ANTXR1	957.0	749	3200	0.2340625	0.2990625	0.26164285046481955
AC114802.1	0.0	0	3200	0.0	0.0	0.0
GFPT1	1342.0	901	3200	0.2815625	0.419375	0.35021663387768587
NFU1	807.0	630	3200	0.196875	0.2521875	0.22489202184832666
AAK1	680.0	574	3200	0.179375	0.2125	0.1926843438295012
ANXA4	1413.0	976	3200	0.305	0.4415625	0.3657275947700026
AC092431.1	0.0	0	3200	0.0	0.0	0.0
GMCL1	316.0	282	3200	0.088125	0.09875	0.0941731700172497
SNRNP27	700.0	564	3200	0.17625	0.21875	0.19782574332991987
MXD1	125.0	116	3200	0.03625	0.0390625	0.0383188643021366
ASPRV1	16.0	15	3200	0.0046875	0.005	0.004987541511039074
PCBP1-AS1	202.0	186	3200	0.058125	0.063125	0.061212684167989154
PCBP1	5081.0	1906	3200	0.595625	1.5878125	0.9508129242458823
AC016700.3	0.0	0	3200	0.0	0.0	0.0
LINC01816	25.0	24	3200	0.0075	0.0078125	0.007782140442054949
C2orf42	128.0	123	3200	0.0384375	0.04	0.039220713153281295
TIA1	1111.0	789	3200	0.2465625	0.3471875	0.2980190859593167
PCYOX1	1613.0	1015	3200	0.3171875	0.5040625	0.4081697805152914
SNRPG	5584.0	1710	3200	0.534375	1.745	1.009781074961494
FAM136A	1242.0	849	3200	0.2653125	0.388125	0.32795391566655485
AC022201.2	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AC022201.1	0.0	0	3200	0.0	0.0	0.0
TGFA	720.0	508	3200	0.15875	0.225	0.20294084399669032
TGFA-IT1	0.0	0	3200	0.0	0.0	0.0
ADD2	9.0	8	3200	0.0025	0.0028125	0.002808552322038955
AC005234.2	0.0	0	3200	0.0	0.0	0.0
AC005234.1	0.0	0	3200	0.0	0.0	0.0
FIGLA	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
CLEC4F	10.0	9	3200	0.0028125	0.003125	0.003120127336243634
CD207	21.0	21	3200	0.0065625	0.0065625	0.00654106054338091
LINC01143	0.0	0	3200	0.0	0.0	0.0
VAX2	11.0	11	3200	0.0034375	0.0034375	0.003431605301696017
ATP6V1B1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
ANKRD53	36.0	36	3200	0.01125	0.01125	0.011187189390564393
TEX261	1086.0	837	3200	0.2615625	0.339375	0.29220308724570443
AC007040.1	0.0	0	3200	0.0	0.0	0.0
AC007881.2	0.0	0	3200	0.0	0.0	0.0
NAGK	1658.0	1094	3200	0.341875	0.518125	0.41747602077429985
AC007881.3	14.0	13	3200	0.0040625	0.004375	0.004365457509639981
MCEE	215.0	197	3200	0.0615625	0.0671875	0.06502668321707251
AC007881.4	0.0	0	3200	0.0	0.0	0.0
MPHOSPH10	476.0	409	3200	0.1278125	0.14875	0.13867439468775974
PAIP2B	103.0	98	3200	0.030625	0.0321875	0.03168033660297174
ZNF638	891.0	704	3200	0.22	0.2784375	0.24563862914158063
AC007878.1	5.0	3	3200	0.0009375	0.0015625	0.0015612805669524994
DYSF	439.0	368	3200	0.115	0.1371875	0.1285581088243419
CYP26B1	71.0	61	3200	0.0190625	0.0221875	0.021944938750565995
EXOC6B	262.0	236	3200	0.07375	0.081875	0.07869564694833665
SPR	460.0	403	3200	0.1259375	0.14375	0.134312337607594
EMX1	0.0	0	3200	0.0	0.0	0.0
AC012366.1	0.0	0	3200	0.0	0.0	0.0
SFXN5	231.0	195	3200	0.0609375	0.0721875	0.0697009540706318
