cluster_1,,B cell,B cell,B cell,B cell,B cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell
CCL23,CCR6,,,,,,,,,,,,,,,,0.016,0.02,0.062,0.024,,,,,,
CCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,ADAMTS4,0.374,0.002,0.968,0.164,0.0,0.28,0.002,0.49,0.182,0.0,0.646,0.002,0.994,0.192,0.0,0.4,0.002,0.544,0.2,0.0,,,,,
ADM,HMOX1,1.0,1.0,1.0,0.002,,0.618,0.724,0.478,0.006,,0.0,0.32,0.0,0.0,,0.182,0.292,0.134,0.0,,,,,,
CCL8,CCR6,,,,,,0.074,0.058,0.218,0.048,,0.012,0.07,0.784,0.068,,0.048,0.044,0.138,0.044,,0.0,0.0,0.004,0.0,
IL6,INSR,1.0,0.436,0.0,0.16,0.138,0.0,0.0,0.0,0.004,0.006,1.0,0.632,0.06,0.254,0.196,0.674,0.42,0.138,0.18,0.13,0.158,0.106,0.042,0.048,0.056
CCL3L1,CCR7,0.0,0.328,0.844,,,0.498,0.594,0.868,,,0.24,0.522,1.0,,,0.0,0.002,0.002,,,,,,,
DKK1,LRP1,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,KDR,0.25,0.558,0.0,,0.002,0.068,0.148,0.024,,0.0,1.0,0.988,0.954,,0.008,0.0,0.002,0.0,,0.0,,,,,
CXCL6,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CXCL10,0.0,0.0,0.0,0.084,,0.438,0.32,0.386,0.454,,1.0,0.942,1.0,1.0,,0.732,0.622,0.686,0.746,,0.83,0.78,0.81,0.858,
CCL26,CCR6,0.006,0.06,0.46,0.06,,0.26,0.124,0.416,0.098,,0.784,0.172,1.0,0.11,,,,,,,0.04,0.02,0.054,0.022,
CCL7,CCR6,,,,,,,,,,,,,,,,0.006,0.008,0.032,0.026,,,,,,
IL10,CSF1,,,,,,,,,,,,,,,,0.146,0.042,0.06,0.154,0.428,,,,,
THBS1,ITGB6,0.98,0.802,0.0,0.048,,0.0,0.002,0.0,0.0,,1.0,0.988,0.306,0.152,,0.798,0.808,0.536,0.336,,0.118,0.136,0.066,0.036,
PRSS1,PRSS2,1.0,0.762,0.964,0.0,0.452,0.554,0.458,0.366,0.0,0.408,0.394,0.302,0.006,0.0,0.334,0.01,0.018,0.006,0.0,0.034,,,,,
IL17F,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,CDH5,1.0,0.996,1.0,1.0,0.0,0.16,0.156,0.156,0.26,0.0,0.0,0.028,0.0,0.108,0.0,0.264,0.256,0.242,0.338,0.0,0.948,0.918,0.934,0.938,0.002
THBS4,ITGB6,1.0,0.876,0.0,0.062,,0.0,0.0,0.0,0.0,,1.0,0.97,0.02,0.102,,0.158,0.26,0.02,0.018,,0.184,0.244,0.064,0.042,
TNF,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CXCR6,0.22,,0.286,,,0.442,,0.458,,,0.802,,0.852,,,0.024,,0.024,,,0.55,,0.566,,
CCL18,CCR7,0.0,0.092,0.0,,,0.818,0.84,0.926,,,1.0,0.936,1.0,,,0.018,0.022,0.026,,,0.448,0.486,0.51,,
IL2,C3,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CD1C,,,,,,,,,,,0.168,0.012,0.796,0.05,,,,,,,,,,,
IL1A,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR6,,,,,,,,,,,,,,,,0.0,0.0,0.014,0.002,,,,,,
CCN1,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CCR6,0.0,0.0,0.0,0.006,,0.388,0.288,0.452,0.242,,1.0,0.998,1.0,0.82,,0.694,0.632,0.736,0.562,,0.816,0.782,0.83,0.744,
CXCL10,CCR6,0.638,0.15,0.99,0.104,,0.172,0.086,0.248,0.06,,0.024,0.072,0.536,0.066,,0.504,0.332,0.634,0.236,,,,,,
CSF2,CPE,,,,,,,,,,,1.0,0.0,0.0,0.11,0.978,,,,,,,,,,
IL1B,LDLR,,,,,,0.982,0.688,0.04,0.138,0.0,1.0,0.736,0.0,0.15,0.0,0.054,0.196,0.0,0.03,0.0,,,,,
SPP1,ITGA6,0.284,0.002,0.006,0.466,0.164,0.634,0.096,0.492,0.666,0.272,1.0,0.068,0.986,0.82,0.322,0.0,0.0,0.0,0.0,0.0,,,,,
CXCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGB6,1.0,0.93,0.028,0.08,,0.652,0.676,0.3,0.16,,0.96,0.782,0.0,0.054,,0.992,0.988,0.928,0.776,,0.204,0.214,0.12,0.086,
EDN1,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,VCAM1,1.0,0.528,1.0,0.806,,0.05,0.03,0.31,0.11,,0.0,0.002,0.0,0.05,,0.154,0.098,0.39,0.202,,0.866,0.796,0.958,0.862,
S100B,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
CCL26,CCR7,0.0,0.306,0.77,,,0.172,0.344,0.506,,,0.218,0.52,1.0,,,,,,,,0.03,0.044,0.054,,
CD40LG,VCAM1,0.0,0.038,1.0,0.27,,0.004,0.032,0.99,0.224,,,,,,,,,,,,,,,,
TNF,F3,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL1,CCR6,,,,,,0.058,0.048,0.172,0.056,,0.086,0.088,0.968,0.078,,,,,,,,,,,
CXCL14,CXCR6,0.014,,0.02,,,0.0,,0.0,,,1.0,,1.0,,,0.742,,0.748,,,0.792,,0.794,,
IFNG,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PIGR,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CXCL12,0.022,0.0,1.0,0.708,0.0,0.304,0.0,0.87,0.688,0.0,0.136,0.0,1.0,0.756,0.0,0.014,0.0,0.104,0.24,0.0,0.472,0.002,0.774,0.708,0.0
IL10,DCN,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.714,0.0,,,,,
CXCL8,CXCR6,0.754,,0.864,,,0.674,,0.686,,,0.326,,0.462,,,0.002,,0.002,,,,,,,
EDN1,MCAM,,,,,,0.012,0.0,0.006,0.166,0.0,,,,,,,,,,,0.056,0.0,0.042,0.15,0.0
IL1B,VEGFA,,,,,,1.0,0.124,0.0,0.214,0.924,1.0,0.138,0.0,0.234,0.936,0.908,0.028,0.0,0.114,0.818,,,,,
CSF3,PLAUR,0.998,0.696,0.002,0.0,,0.244,0.488,0.002,0.0,,,,,,,0.658,0.598,0.066,0.002,,0.05,0.184,0.02,0.002,
ADIPOQ,WIF1,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFD,PDGFRB,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,FCER2,,,,,,,,,,,0.0,0.606,0.996,,,,,,,,,,,,
IL12B,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
IGFBP3,MMP14,0.586,0.004,0.018,0.032,,0.0,0.0,0.0,0.0,,1.0,0.006,0.97,0.092,,0.984,0.204,0.942,0.476,,0.156,0.014,0.104,0.038,
THBS2,ITGB6,0.438,0.536,0.0,0.022,,0.0,0.0,0.0,0.0,,1.0,1.0,0.996,0.432,,0.744,0.736,0.512,0.364,,0.39,0.406,0.244,0.186,
CCL23,CCR7,,,,,,,,,,,,,,,,0.012,0.122,0.09,,,,,,,
SPP1,PLAU,1.0,0.508,0.0,0.01,0.908,1.0,0.65,0.03,0.022,0.938,1.0,0.75,0.0,0.02,0.962,0.0,0.0,0.0,0.0,0.028,,,,,
VEGFA,FLT4,1.0,,1.0,,0.682,0.15,,0.14,,0.056,0.0,,0.0,,0.03,0.24,,0.23,,0.142,0.942,,0.932,,0.816
LAMA4,ITGB6,1.0,0.888,0.0,0.066,,0.0,0.0,0.0,0.0,,1.0,0.956,0.016,0.1,,0.992,0.946,0.64,0.368,,0.054,0.06,0.014,0.008,
CCL11,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CCR6,0.0,0.0,0.0,0.004,,0.052,0.034,0.06,0.034,,1.0,1.0,1.0,0.998,,0.984,0.972,0.986,0.944,,0.972,0.95,0.984,0.916,
IL1A,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,
PPBP,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,GZMB,0.018,,0.02,0.048,,0.0,,0.0,0.0,,1.0,,1.0,0.97,,0.726,,0.732,0.594,,0.0,,0.0,0.0,
IGF1,PDGFRA,0.0,0.0,0.594,0.294,,0.022,0.002,0.084,0.104,,0.94,0.014,1.0,0.598,,0.0,0.0,0.0,0.002,,,,,,
IFNG,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFD,PDGFRA,,,,,,,,,,,,,,,,,,,,,,,,,
SST,F3,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,GZMB,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CHI3L1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CCR7,0.038,0.34,0.726,,,0.374,0.462,0.56,,,0.336,0.522,0.978,,,0.018,0.026,0.028,,,0.506,0.542,0.604,,
IFNG,IDO1,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,GZMB,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,VEGFA,1.0,0.094,0.0,0.196,0.902,0.468,0.038,0.002,0.092,0.788,1.0,0.252,0.0,0.334,0.956,0.014,0.0,0.0,0.006,0.418,,,,,
CCL11,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL13,CCR7,0.0,0.134,0.012,,,0.708,0.742,0.914,,,0.914,0.728,1.0,,,,,,,,,,,,
FGF7,PLAU,1.0,0.578,0.0,0.012,0.926,0.086,0.052,0.0,0.0,0.638,1.0,0.696,0.0,0.018,0.954,0.942,0.334,0.0,0.002,0.852,0.486,0.196,0.004,0.002,0.774
CCL5,TNFRSF4,0.004,0.034,0.992,0.048,0.56,0.31,0.11,0.712,0.094,0.606,0.096,0.05,1.0,0.064,0.61,0.012,0.002,0.058,0.004,0.198,0.46,0.286,0.69,0.252,0.65
IL6,KDR,0.75,0.674,0.008,,0.004,0.0,0.0,0.0,,0.0,1.0,0.96,0.82,,0.008,0.444,0.542,0.234,,0.006,0.1,0.138,0.066,,0.002
IFNG,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
DCN,VEGFA,0.444,0.016,0.0,0.07,0.774,0.0,0.0,0.0,0.0,0.0,1.0,0.876,1.0,0.852,1.0,0.91,0.598,0.584,0.622,0.93,0.002,0.0,0.0,0.002,0.03
IL1B,CXCL10,,,,,,0.376,0.178,0.16,0.492,,0.818,0.186,0.072,0.55,,0.02,0.014,0.002,0.122,,,,,,
XCL1,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
THBS4,ITGA6,0.942,0.01,0.088,0.594,0.204,0.0,0.0,0.0,0.002,0.006,1.0,0.024,0.764,0.726,0.256,0.112,0.012,0.052,0.234,0.094,0.146,0.022,0.092,0.21,0.106
TNF,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,CCR7,0.002,0.306,0.65,,,0.0,0.0,0.0,,,0.874,0.712,1.0,,,0.252,0.33,0.418,,,0.07,0.078,0.094,,
CXCL3,CCR7,0.002,0.394,0.972,,,,,,,,0.166,0.512,1.0,,,0.0,0.0,0.0,,,0.004,0.01,0.004,,
IFNG,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,
S100A8,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,SFTPA2,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,F3,0.918,0.81,0.264,,0.202,,,,,,0.6,0.74,0.034,,0.172,0.056,0.166,0.04,,0.05,,,,,
IL6,CXCL12,0.006,0.0,1.0,0.688,0.0,0.0,0.0,0.0,0.034,0.0,0.412,0.0,1.0,0.796,0.0,0.198,0.0,0.782,0.618,0.0,0.058,0.0,0.186,0.278,0.0
CCL21,CXCR6,0.0,,0.0,,,0.418,,0.424,,,1.0,,1.0,,,0.706,,0.71,,,0.818,,0.826,,
CCL14,CXCR6,0.316,,0.474,,,0.666,,0.69,,,0.52,,0.66,,,0.05,,0.056,,,,,,,
CCL11,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,CCR7,0.0,0.172,0.15,,,0.0,0.0,0.0,,,1.0,0.994,1.0,,,0.68,0.698,0.762,,,0.0,0.0,0.0,,
CCL17,CCR7,0.18,0.42,0.78,,,0.01,0.01,0.016,,,0.246,0.454,0.85,,,0.924,0.93,0.946,,,0.926,0.922,0.94,,
CCL3L1,CXCR6,0.058,,0.144,,,0.708,,0.738,,,0.944,,0.97,,,0.0,,0.0,,,,,,,
CXCL6,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,C3,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,CSF1,0.606,0.052,0.06,0.198,0.478,0.0,0.0,0.0,0.004,0.032,1.0,0.12,0.922,0.318,0.628,0.42,0.11,0.28,0.194,0.478,0.096,0.034,0.074,0.07,0.178
IL6,GZMB,0.09,,0.102,0.086,,0.0,,0.0,0.0,,1.0,,1.0,0.294,,0.322,,0.326,0.204,,0.082,,0.086,0.06,
IL1A,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,PTGS2,0.88,0.004,0.846,0.102,,,,,,,0.496,0.002,0.412,0.078,,0.056,0.002,0.056,0.024,,,,,,
FGFR4,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CSF1,,,,,,,,,,,0.836,0.064,0.098,0.204,0.494,,,,,,,,,,
CXCL5,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGA6,0.958,0.018,0.436,0.67,0.236,0.562,0.096,0.422,0.598,0.26,0.648,0.004,0.062,0.528,0.188,0.99,0.658,0.958,0.962,0.75,0.174,0.05,0.134,0.186,0.102
CXCL8,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,PRF1,,,,,,,,,,,,,,,,,,,,,,,,,
RELN,ITGA6,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,VEGFA,1.0,0.124,0.0,0.214,0.922,0.008,0.002,0.0,0.01,0.488,1.0,0.224,0.0,0.32,0.956,0.524,0.038,0.002,0.092,0.79,0.222,0.028,0.008,0.068,0.65
CCL2,PTGS2,0.816,0.004,0.802,0.118,,0.0,0.0,0.0,0.002,,0.974,0.002,0.928,0.13,,0.034,0.002,0.04,0.02,,0.012,0.0,0.012,0.006,
NR0B2,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL13,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,
S100A9,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,CES1,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL3,CCR6,0.098,0.086,0.892,0.08,,,,,,,0.738,0.154,0.998,0.1,,0.0,0.0,0.0,0.0,,0.004,0.004,0.004,0.004,
CXCL11,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CXCR6,0.776,,0.846,,,0.014,,0.018,,,0.242,,0.36,,,0.696,,0.714,,,0.372,,0.374,,
CXCL10,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,F3,,,,,,,,,,,,,,,,0.114,0.55,0.052,,0.14,,,,,
OSM,PLAT,0.144,0.0,0.988,0.42,0.176,0.218,0.0,0.586,0.382,0.17,0.28,0.0,0.992,0.444,0.18,0.346,0.0,0.668,0.43,0.19,,,,,
CCL23,KDR,,,,,,,,,,,,,,,,0.104,0.396,0.012,,0.002,,,,,
IFNG,HSP90AA1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
XCL2,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,TNFRSF4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR7,,,,,,,,,,,,,,,,0.0,0.006,0.018,,,,,,,
SAA1,HMOX1,0.99,0.87,0.378,0.0,,,,,,,0.754,0.742,0.048,0.0,,0.072,0.128,0.038,0.0,,,,,,
IFNG,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,
CCL20,CCR7,0.99,0.826,1.0,,,0.844,0.822,0.954,,,0.0,0.088,0.0,,,0.458,0.548,0.628,,,,,,,
CXCL5,CXCR6,,,,,,,,,,,,,,,,0.008,,0.004,,,,,,,
CCL15,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CXCR6,0.0,,0.0,,,0.056,,0.056,,,1.0,,1.0,,,0.984,,0.984,,,0.974,,0.978,,
IL6,DCN,0.0,0.0,1.0,0.758,0.0,0.0,0.0,0.062,0.26,0.0,0.0,0.0,1.0,0.808,0.0,0.034,0.0,1.0,0.72,0.0,0.016,0.0,0.63,0.486,0.0
CXCL13,CXCR6,0.0,,0.0,,,0.832,,0.85,,,1.0,,1.0,,,,,,,,,,,,
IL2,TNFRSF18,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,F3,,,,,,,,,,,,,,,,,,,,,,,,,
CCL11,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CXCR6,,,,,,,,,,,,,,,,0.014,,0.03,,,,,,,
CSF2,HDC,,,,,,,,,,,,0.002,,,,,,,,,,,,,
TNF,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,LDLR,1.0,0.74,0.002,0.154,0.0,0.686,0.634,0.102,0.134,0.0,1.0,0.77,0.0,0.16,0.0,0.884,0.656,0.194,0.174,0.0,,,,,
CSF3,MPL,,,,,,,,,,,,,,,,,,,,,,,,,
IL11,LIFR,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,LIFR,0.188,0.208,0.16,0.58,0.564,0.0,0.0,0.0,0.006,0.034,0.994,0.43,0.99,0.772,0.68,0.334,0.262,0.324,0.52,0.512,0.086,0.058,0.08,0.162,0.208
OSM,IL13RA2,,,,,0.016,,,,,0.032,,,,,0.018,,,,,0.088,,,,,
LEP,MPL,,,,,,,,,,,,,,,,,,,,,,,,,
IL11,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL13RA2,,,,,0.01,,,,,0.0,,,,,0.02,,,,,0.104,,,,,0.034
IL13,LIFR,,,,,,,,,,,,,,,,,,,,,,,,,
GAS1,PTCH1,0.284,0.07,0.048,,0.0,0.0,0.0,0.0,,0.0,1.0,0.264,0.996,,0.002,0.472,0.256,0.416,,0.0,0.172,0.104,0.158,,0.004
LEP,KDR,,,,,,,,,,,,,,,,,,,,,,,,,
GDF15,TTN,1.0,1.0,1.0,,,0.67,0.522,0.724,,,0.0,0.0,0.0,,,0.828,0.728,0.866,,,,,,,
S100A8,MDM2,1.0,0.09,0.0,0.256,0.082,,,,,,1.0,0.082,0.0,0.256,0.082,0.0,0.0,0.0,0.002,0.004,0.964,0.08,0.07,0.188,0.086
VEGFA,MDM2,1.0,0.428,0.926,0.622,0.214,0.502,0.038,0.026,0.122,0.042,0.19,0.008,0.0,0.076,0.034,0.502,0.088,0.108,0.17,0.08,0.996,0.748,0.816,0.82,0.554
SHH,MDM2,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,ACE,0.978,0.092,0.008,0.14,0.458,0.128,0.026,0.008,0.062,0.284,,,,,,0.302,0.058,0.09,0.116,0.384,0.044,0.01,0.02,0.016,0.142
NTS,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,
VCAM1,CDH5,0.0,0.148,0.0,0.316,0.0,0.06,0.084,0.06,0.164,0.0,1.0,0.82,1.0,0.872,0.0,0.324,0.308,0.306,0.41,0.0,,,,,
TNF,CDH5,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,CDH5,,,,,,0.408,0.372,0.314,0.532,0.0,0.764,0.416,0.534,0.552,0.0,0.016,0.07,0.012,0.188,0.0,,,,,
ANGPT2,CDH5,0.944,0.494,0.868,0.608,0.0,0.0,0.006,0.0,0.028,0.0,0.918,0.47,0.738,0.596,0.0,0.54,0.492,0.496,0.594,0.0,0.002,0.0,0.002,0.006,0.0
CXCL8,CDH5,0.932,0.466,0.802,0.598,0.0,0.766,0.578,0.712,0.704,0.0,0.756,0.428,0.516,0.562,0.0,0.002,0.002,0.002,0.008,0.0,,,,,
ADM,NOS1,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,NOS1,,,,,,,,,,,,,,,,,,,,,,,,,
