gene	log2fc_dm2_vs_dm1	pvalue	fdr	rank_score
PFKM	0.9077947798260428	1.4236058458434512e-17	7.340805074155633e-16	15.293264831178929
MLYCD	0.6956413105686816	1.3813696964112643e-22	1.6295116318305298e-20	15.206503452742453
ADAL	0.7580595356362401	8.92292504717014e-21	7.800840800967628e-19	15.198709167661864
HLF	1.2884261967516188	1.6608323590885323e-12	3.812167318053589e-11	15.177240831190465
METTL7A	0.8882712805916011	8.444504138784841e-18	4.54964170847482e-16	15.16583384130059
HMGCR	0.8911717345366323	1.0191516849526655e-17	5.411873510599622e-16	15.142577277527721
ETNPPL	1.321562035595298	3.6153256169588072e-12	7.809224246531257e-11	15.1211179886627
ESAM	0.8974607897155797	1.458580915145331e-17	7.483809207917475e-16	15.10971220519415
BMP8B	1.2317918969883728	5.68303556713177e-13	1.4076274289672305e-11	15.083808670437953
FOXP2	1.4811373733074933	6.596798701084315e-11	1.1418539205615558e-09	15.07896603535689
LINC00886	0.957660906179894	1.9390914973573555e-16	8.259602595668578e-15	15.047152848326958
PPIL6	0.8322866837469096	9.409695235940767e-19	6.017080859536974e-17	15.003153018984468
NAGPA-AS1	0.945706721877137	1.4130883193118254e-16	6.171719973136382e-15	14.989291427458452
ATP5F1B	0.9502708621260236	1.90722865765509e-16	8.137298949935854e-15	14.937875217978963
ZNF536	1.2741762266465875	1.9748542399642206e-12	4.453809204298182e-11	14.91355098906263
GLB1L2	1.128058088090901	6.808508297243118e-14	1.933930768015159e-12	14.85308221952362
TIMM17B	0.7526153581807984	2.0711787390882174e-20	1.714962549538622e-18	14.814316956861449
PGBD5	1.2337716280018727	9.840991106596483e-13	2.329199855683129e-11	14.813848018554147
PPM1H	0.9693377472184563	5.644394997436303e-16	2.227919027712291e-14	14.780832839876945
NMNAT1	0.6894279603642843	3.719206563599156e-22	4.1060676223940426e-20	14.774130741463559
NATD1	0.8694922785371935	1.1621135089835459e-17	6.089663365330816e-16	14.724635625008329
LINC02232	1.3385166903425016	1.0397323334020957e-11	2.0968341218664904e-10	14.701033816946019
AACS	0.6215793646926651	2.368805835601577e-24	3.742858101341354e-22	14.685104966160669
RAVER2	0.7634806392014504	6.338682097936749e-20	4.9175229224654044e-18	14.657302096801498
ARHGEF28	1.333788249471466	1.0262447313149703e-11	2.072059897521762e-10	14.656664371966656
BSPRY	0.8153440946716204	1.2316050408563739e-18	7.694627478956122e-17	14.602428335263511
GHR	1.0520568747435046	1.3409983413103984e-14	4.2901982847570067e-13	14.594734489775457
UNG	0.645626158301587	2.760732591027255e-23	3.61117801299231e-21	14.564664789152449
SCUBE1	1.8090845777780227	9.527411047279588e-09	1.1231172119343869e-07	14.510712801549166
TRPV6	1.3902911527298214	3.748414086504671e-11	6.771785280472844e-10	14.495387492558336
PRPS1	0.8709915610365577	2.2832796610540814e-17	1.134350899301368e-15	14.494554580351082
BTNL9	1.1960226031101877	7.61520537742885e-13	1.8472414621642903e-11	14.493782693583873
TNN	1.3819269292338798	3.26139497834471e-11	5.941810851238168e-10	14.491710240080593
LINC01550	0.8697565787940384	2.2226551376285973e-17	1.1063597846916604e-15	14.484167562672683
SLC24A3	1.2073875488090402	1.0160906805790805e-12	2.4005200404279805e-11	14.480280410038215
TBC1D8-AS1	0.7939950781237889	5.799068163519691e-19	3.846293374489543e-17	14.479803819931362
MT1M	1.4771599954867511	1.677381943609176e-10	2.7074967279724746e-09	14.439782604399179
ESRRG	1.0706588877671166	3.3369348074712156e-14	9.90308717015639e-13	14.42889753870393
FAM124A	1.1279613920584326	1.6861675146595068e-13	4.521063993120259e-12	14.407562847000419
AL034548.2	0.7767746171634208	2.876431642051694e-19	1.9940960673506592e-17	14.402291541222619
MPC1	0.9372938431375175	4.471140179400494e-16	1.7908129518547655e-14	14.387068435172045
SLC25A33	0.8506506117347934	1.2738352944132918e-17	6.608084537323891e-16	14.371645725427948
CD36	1.5429465818063406	5.126054212771545e-10	7.621668174546192e-09	14.334308263608778
ACADM	0.8815152072881576	5.923130876073663e-17	2.767055389737559e-15	14.304742779139112
BFSP1	1.0932158970954715	8.803230084866467e-14	2.4626166325115358e-12	14.272324850035936
PRMT3	0.8405192554385295	1.1594836270719742e-17	6.082050765843123e-16	14.234811691567483
MYO10	0.8222821639473521	5.710878862316917e-18	3.172792355464414e-16	14.178855613406535
MFAP3L	1.349975123230772	3.2453244554323126e-11	5.91461812921611e-10	14.159540608682493
FAAH	0.848864296976573	2.1972211057825122e-17	1.094754292127009e-15	14.140488617916656
HYOU1	1.082646462104142	1.0306712786903043e-13	2.856905774000571e-12	14.060199497496955
PAFAH2	0.690599774936052	4.6016206283074484e-21	4.223029034163219e-19	14.044789216610848
IQCH	0.8286971062946606	1.455959379918618e-17	7.483809207917475e-16	13.952649488444049
CCDC149	0.6732255336009665	1.88716076901461e-21	1.839732502140507e-19	13.952054611948194
AC104211.1	0.9412920491890779	1.5309815766973281e-15	5.6220864324660655e-14	13.945269980838091
C4orf19	0.9272360748227171	9.488961085990414e-16	3.6023191872957587e-14	13.929664797422149
RNF157-AS1	1.2059845528174422	2.926330359448099e-12	6.40125474225082e-11	13.909435873529317
AC022007.1	0.8308187980226638	2.1436621415578818e-17	1.0701327104349045e-15	13.848788655606425
GDPD1	0.839042230453027	3.126863605659966e-17	1.5212691975257923e-15	13.848300610334631
SLC6A17	1.3399129873603313	4.622306186017953e-11	8.215525146858466e-10	13.84819004043233
FBXO36	0.7837807114247672	2.1467205180455205e-18	1.2785099042914284e-16	13.848013562551952
DBT	0.659336724287682	1.0422583449696834e-21	1.0663644389681901e-19	13.834219381185644
SPIRE2	1.2235592849801078	5.029546354274701e-12	1.0641547953835594e-10	13.824349324326086
PKNOX2	1.71231752958969	9.206275167701507e-09	1.0877425688653132e-07	13.760039916255135
TDH	0.9513537919583531	3.4720837148465566e-15	1.2145945929498435e-13	13.756014354283552
SCUBE3	1.699520245818566	8.189845806542567e-09	9.792940364092602e-08	13.743551627368477
CFAP221	0.9998280369950316	1.8911881419878898e-14	5.861662202773262e-13	13.720905369944221
CPT2	0.6532707693837705	1.0317430804690761e-21	1.0577004262237346e-19	13.709820250414012
AC008014.1	0.8011970529498631	7.7357592603301e-18	4.220604112594885e-16	13.709681011320065
HADH	0.666941435335155	2.8156799022429675e-21	2.679199800904045e-19	13.705924423344152
AIMP2	0.7933819845590637	6.0884748639197146e-18	3.3716968839121523e-16	13.658460797620622
SUCLG1	0.6646429362935677	4.369548524901903e-21	4.0387447796892934e-19	13.531840021992737
PRKCQ	0.888736465963472	6.603347027432278e-16	2.5710756157752142e-14	13.491229187181242
HSDL2	0.8055246260822386	1.885926507209648e-17	9.525127152933343e-16	13.47197666035144
RIMS4	1.5393980888620415	1.8293798042178106e-09	2.452527133480172e-08	13.450792707723567
CYCS	0.9779055669220806	2.0868211228566052e-14	6.400141972253069e-13	13.378251557798052
SDSL	0.8637830193094196	3.287437567300232e-16	1.343792122051174e-14	13.374075565161395
PUS7	0.7940127047779919	1.4576848150945698e-17	7.483809207917475e-16	13.368264979933807
GPAT3	1.0149508506575238	7.365837395489497e-14	2.0842173414575647e-12	13.329124073333471
TTC30B	0.7966195096443367	1.9876468406679254e-17	1.0009526019847014e-15	13.30486881863462
CHCHD10	1.1629241406217643	4.17347825549062e-12	8.914232100235194e-11	13.2334974036872
AP000866.2	0.7337331552444954	9.359159444955536e-19	5.999616007468519e-17	13.228301274075925
TACC2	0.8277718146478668	1.0685364480639554e-16	4.767628773624218e-15	13.220518029610481
PSPH	0.7800296443638035	1.140385118410157e-17	5.987949014026015e-16	13.216002060716013
AL356740.1	0.779051760393596	1.1046588760246952e-17	5.818095291176753e-16	13.210202931900646
WDFY3-AS2	0.7588430664243777	4.19550852503496e-18	2.376902790257745e-16	13.186579414065784
MIOX	1.5240179874128574	2.23102319867156e-09	2.941375520004138e-08	13.185035390664334
ETFDH	0.7461605704624343	2.1928201127783983e-18	1.299296210860485e-16	13.176447270878707
PEG3	1.1622680381047825	4.697316482326116e-12	9.975378052150667e-11	13.166346882952162
AGTR1	1.3550876480368221	1.9597504902445884e-10	3.1271274962926925e-09	13.154918810257612
ARL4D	0.8923721506942046	2.1667862272535434e-15	7.790780152382469e-14	13.085909354986605
FBXW8	0.7732110543890256	1.2556659664491434e-17	6.533509481822189e-16	13.068137359484119
RANBP10	0.7649864675206102	8.410239830504003e-18	4.540650695532715e-16	13.062290519217473
ATP6V0E2-AS1	1.1983076445449115	1.2936678108131639e-11	2.5570477601030814e-10	13.047386007329001
CPEB3	0.7868418750758321	2.649542925872178e-17	1.3025364785343833e-15	13.043343244633256
SCARB1	0.8499208885376124	5.685057915340359e-16	2.2422562776321043e-14	12.957269265451885
CLPB	0.6462938774064497	9.26243893151633e-21	8.08398132962138e-19	12.947382745761788
MCRIP2	0.9107775051907918	6.995478567088137e-15	2.345505428970213e-13	12.892221866327006
AC018647.2	0.7015691356143261	4.64070261744452e-19	3.113971725170435e-17	12.862158998997781
ACKR3	1.131594305907904	4.569384354409075e-12	9.71967685564463e-11	12.832440465803638
GRIK4	1.4772384459945054	2.208688287546632e-09	2.914160021474959e-08	12.786777406079704
SFXN4	0.8300251268056336	3.9333669625900056e-16	1.587728157992972e-14	12.78673257782275
LINC00467	0.672340411444666	9.924948550172797e-20	7.486164112267564e-18	12.776667537705233
GOLGA8M	1.1461926951250256	7.44404013907949e-12	1.5403230512853789e-10	12.755051570874869
ID1	1.1963814586392933	2.1917424794990772e-11	4.142024521973603e-10	12.75248177597679
KCNQ1	0.864938658877211	1.8601562615890736e-15	6.730430933038113e-14	12.740936162002487
WSB2	0.720899385093511	2.1478412110493146e-18	1.2785099042914284e-16	12.736848770748525
OSCP1	0.7113901664442142	1.3466969180498366e-18	8.333070222969936e-17	12.713061684343355
TMEM267	0.7359867485527865	5.618910492233437e-18	3.125057775163802e-16	12.696027452056082
EPN3	1.156176652399712	1.0869007723004432e-11	2.1766662443108256e-10	12.676101262035543
FAM201A	0.8012853974642333	1.6535011932148828e-16	7.149213359918542e-15	12.645562012701436
TRPC6	1.0528835412004431	9.809586026625216e-13	2.3228308470379088e-11	12.643393355857754
MRS2	0.5745646167486544	1.3134113692158745e-22	1.556452720748757e-20	12.57239267466899
GPD1L	0.8102181181829975	3.084652867736454e-16	1.2719700268971037e-14	12.56712608502697
DHX29	0.6730625344099259	2.753653638705085e-19	1.9148825868723328e-17	12.49210167684987
PCCB	0.8422778553643466	1.733761699357409e-15	6.30845066777455e-14	12.432872347224967
TMEM38B	1.0018313672690509	3.898525313812004e-13	9.937296789049759e-12	12.431825260405336
MINDY1	0.8121228512995051	5.718958997129502e-16	2.2539067388534486e-14	12.378931193364123
PLCD4	1.043197384748084	1.7257637594466805e-12	3.9454319434996056e-11	12.27115029796545
POLD2	0.6555361959833057	2.35816736223221e-19	1.662234533039752e-17	12.210951571747861
ALDH9A1	0.7151842932032286	8.439642798009125e-18	4.54964170847482e-16	12.21082485537908
PRADC1	0.8245242357779472	1.6121095103879342e-15	5.890698315609885e-14	12.19686171203951
SH3RF1	0.8942991023943172	2.3156525027193626e-14	7.054547966421228e-13	12.194060350186655
PCMTD1	0.7165594255942125	1.0757043596488416e-17	5.682974729482244e-16	12.158800368280254
AC006058.3	0.7444518210490692	4.702234677379343e-17	2.2350971601732832e-15	12.155182797446752
TAF1A-AS1	0.6936545155571139	3.0300410203240133e-18	1.749230831710627e-16	12.151822348468105
SLC43A1	1.1892235941637046	6.201903850679458e-11	1.07855930042715e-09	12.138970072346591
ALDH2	0.9021113789297397	3.850077582546279e-14	1.133480390512827e-12	12.10140062416908
TMEM170B	0.7189126962343151	1.49901332315077e-17	7.683632974261308e-16	12.095127035104529
PAX1	1.4480877923855062	4.475758298077693e-09	5.6004868817136974e-08	12.09027811657903
PRUNE1	0.804214068091067	9.549711075924587e-16	3.620062156059219e-14	12.079303158038632
PRDM16-DT	1.1709961698418887	5.085205340997378e-11	8.964257576207866e-10	12.053873326522881
SIRT4	0.6200105103541085	3.7340038604817446e-20	2.972704336877824e-18	12.045455840499542
ZADH2	0.583170433133076	2.359173425072461e-21	2.269902654127447e-19	12.029196562434663
IL22RA1	1.263884672137687	3.1349384271351494e-10	4.826460031383161e-09	12.011670475023195
AC008966.1	0.7254121603526786	2.8056770577328047e-17	1.373331641949852e-15	12.006994743969997
ERMP1	0.9004840197117003	4.724329589210847e-14	1.3736446888877097e-12	11.999543712624083
AAK1	0.8794030706992171	2.3013581522316512e-14	7.019278217798404e-13	11.993312962525579
PRDM16	1.0170553717352284	1.6552093774156931e-12	3.800949249436179e-11	11.982078904493214
MRPS11	0.6384541731766165	1.7418474284092968e-19	1.2622408545729531e-17	11.976755378767926
RMDN1	0.6236135986741846	6.4836118342478e-20	4.999929197789781e-18	11.966011848728833
SYNE1	1.1116487797299826	1.7685708784746373e-11	3.399498517448942e-10	11.952867360879935
PHYH	0.9491782498335146	2.624889420310297e-13	6.828941921882801e-12	11.941506190559375
DPY19L2	1.1172059856772556	2.1816395302091263e-11	4.1259498992256635e-10	11.910775453481595
RIC8B	0.74401947381544	9.95850058723209e-17	4.4703371706438546e-15	11.905655314953497
DMRT3	1.3150582315040178	9.173663019793445e-10	1.2961028736852276e-08	11.884782505135995
EPM2A	0.6453933713881641	4.0866062026029373e-19	2.7564852385912344e-17	11.867904564302995
MKKS	0.5844632202896287	5.048663910701539e-21	4.608734398200125e-19	11.86274684743179
FAM189A1	1.3063996067411734	8.552461000704363e-10	1.220012575881814e-08	11.846312617691385
TPPP	1.0481656326487228	5.060277568670771e-12	1.0694677113701615e-10	11.839896249608497
C16orf71	0.8038378644668199	1.870362121886467e-15	6.762622121317703e-14	11.838983794080255
NUPR1	1.3505659413834437	1.8198742722510929e-09	2.4416843390981424e-08	11.803890434015829
GOT2	0.7328313428590443	8.835985636775443e-17	3.990714212245749e-15	11.764687505359367
NUP62CL	0.86121526953295	2.3136814476112817e-14	7.052701653992903e-13	11.743269981244113
DLD	0.8065150664772123	2.819130840124449e-15	9.970149478032587e-14	11.734701280413082
RBP7	1.0127774115426296	2.685392367790283e-12	5.929438156367023e-11	11.71883957966621
SYBU	0.9782047980758879	1.0593092020004602e-12	2.4948015152726327e-11	11.713980207763308
FGF12	1.2859438827847924	7.821921828309245e-10	1.1232436270847195e-08	11.710687833979499
AC105052.5	0.7459371137031038	2.0251463808077613e-16	8.604873618715082e-15	11.706396601702927
TMEM232	0.7253193335172021	7.623972568566938e-17	3.4859771209974918e-15	11.690565499087677
CDC25A	0.8754417187400654	5.12218831421774e-14	1.480163455363547e-12	11.635097084173692
CDADC1	0.7275379685167058	1.1075437046155391e-16	4.9331524250065235e-15	11.6083332769433
VEPH1	0.8214653204769196	7.492325959247781e-15	2.4975064365317053e-13	11.603512549442488
SYT9	0.9592708207196219	8.045288199205841e-13	1.9415411054487033e-11	11.60186102971531
LRRC2	1.0657358541174826	1.3299748792997191e-11	2.6190938616835723e-10	11.59111000306911
DCAF4	0.6443414419709086	1.0434805182930752e-18	6.607175419015516e-17	11.586235725816884
QRICH2	0.9562389445508894	7.733254925238455e-13	1.873238703596908e-11	11.581619625358798
MAP1LC3A	0.8278608774122596	1.0603606755082132e-14	3.432751590360799e-13	11.568980233270315
FHOD3	1.136814012585171	6.999865773340795e-11	1.2043723679902175e-09	11.544244311676811
FBXL17	0.672100915098472	6.8060377827304994e-18	3.756991027330336e-16	11.538027413133408
F8	0.8511175862080038	3.0471429001452757e-14	9.121655814872892e-13	11.503796516639039
TMEM14B	0.7086918272799378	8.298631230370537e-17	3.778822131536523e-15	11.396468692018757
LINGO2	1.2360986990996494	6.282574502411819e-10	9.190488657718398e-09	11.374410083329337
LINC01885	0.9736528011162593	2.2314090427038715e-12	4.99163661486546e-11	11.344438509898001
CCSER1	0.7634353301583681	1.4321773127781652e-15	5.296903177997297e-14	11.332436491684987
AC009237.3	0.869773312168562	9.587211333712605e-14	2.664615573912119e-12	11.322976606399642
ABCC8	1.4432734710755626	1.4470786448592855e-08	1.6505002080041848e-07	11.31455372855635
PRKACB	0.9888276689955351	3.75911014511681e-12	8.096111003663832e-11	11.297272017395938
ISCA1	0.6330229200876323	1.4345307994697924e-18	8.834247597974403e-17	11.295211617624066
MT1X	1.2453972407930936	8.632883396251698e-10	1.2287708521144153e-08	11.28808646429631
SYNJ2BP	0.5808375571287439	3.7102349203687316e-20	2.9592119728047802e-18	11.28602141935362
RGS16	1.1611645511656823	1.9429946400811988e-10	3.1013483800962425e-09	11.27668251274325
POLR3B	0.5930763267300216	1.0230805553841857e-19	7.694399728615737e-18	11.262572921959805
ETFBKMT	0.6054073483688307	2.6511668956407486e-19	1.8460982636653127e-17	11.246387706348528
RGS17	1.1745771329231307	2.683693850486475e-10	4.1740244993056954e-09	11.24219138533566
TRAPPC6A	0.7878350800371665	5.515488291357453e-15	1.8797773683235945e-13	11.23328033658026
ACBD5	0.7017110518719658	1.0140781007949227e-16	4.548210704155561e-15	11.223116458560911
EGF	1.0898676924535333	5.430780988978548e-11	9.521918276482094e-10	11.187641949762812
KLHDC7A	0.9603385125222501	2.287945964557785e-12	5.108625414726518e-11	11.178872540592398
CYB561	0.8016346087000628	1.1981380570281506e-14	3.8572115367886816e-13	11.159950703329418
MDS2	0.8090984639180808	1.7551463080139433e-14	5.479450117369451e-13	11.129704958997593
PRKCQ-AS1	0.7884680935827171	8.261303448200387e-15	2.7326826284354523e-13	11.103957862367684
GPR61	1.008373761513257	9.785234576796018e-12	1.983458219356205e-10	11.101619089568102
WWTR1-AS1	0.5764013807695222	6.011911033521461e-20	4.678063543373296e-18	11.079003708750891
NEXMIF	0.859686047362302	1.3028313191914932e-13	3.550352774260869e-12	11.077150841617064
PCBD2	0.5303420510177919	1.3475511499245302e-21	1.359868609654309e-19	11.068479773023586
SDHAF3	0.6890187273389596	8.704220099039461e-17	3.934642555355826e-15	11.065826889641075
SETD3	0.5484915852911536	7.640161741001231e-21	6.782678296117726e-19	11.03394897205429
LINC01607	0.7274826052206189	6.868241903613907e-16	2.670190539322222e-14	11.030931078735312
AC026748.3	0.8466789053799147	1.0360623309559012e-13	2.8703093037978282e-12	10.993798866551556
AC023509.3	0.7243825226658385	7.168961949740302e-16	2.7766561170853213e-14	10.970442787911162
SLC25A20	0.7104313499009534	3.6918527091259113e-16	1.4984339809514342e-14	10.9639134177525
RARB	0.8543524759304804	1.5220899790209606e-13	4.102417581432185e-12	10.950713842267604
