gene	log2fc_dm2_vs_dm1	pvalue	fdr	rank_score
AC046168.1	0.020121848741229076	0.5652813700814413	0.6965813119647001	0.0049848927838199745
AC027288.1	0.007532983312568815	0.21791948695031801	0.35853598432521433	0.004984604679344172
AC023790.1	0.006369190672509345	0.16519319724942128	0.2927124426586336	0.004980757047638273
AC091819.2	0.0029772054680190594	0.021265933681058072	0.05820754510098565	0.004978826984312921
AC069287.3	0.0032737226088278225	0.03017939705057247	0.07742733436660104	0.004977005915536518
ASXL2	0.03362568710401792	0.7115212237501028	0.8106478189353983	0.00497028480170991
MTOR-AS1	0.005583328116271925	0.12900995107534508	0.24406598631177653	0.004965682434578728
AP000925.1	0.0077949463922708274	0.23075082207867348	0.37407233544054036	0.004964264171793601
AC141273.3	0.005107756938238784	0.10679830011423405	0.2114385704772695	0.004961857231524205
AC005336.3	0.004744885316205702	0.09007185190615086	0.1854485931176331	0.004960354866441513
CD2AP	0.027567219850595848	0.6608164429420713	0.7731383904801856	0.004959871014368057
LINC01690	0.005945820954795327	0.14649842157387208	0.26878592542448143	0.004959807952612258
MTND2P33	0.004141081318137285	0.06354941133733642	0.14089974712420497	0.0049564124746941775
IFNW1	0.005019401734497674	0.10298857669356083	0.20573823772822847	0.004955208323529567
MIR483	0.005886085152827061	0.14409539156677217	0.26554626712815155	0.004952257204712565
AC024587.1	0.005316509631533387	0.11716135641898609	0.22656135946166298	0.004950816754168787
AC006116.3	0.004717804128697655	0.08935578819676353	0.18440048186884925	0.004948397703467561
MAGED4B	0.008255664708911054	0.25173608688336474	0.39825775856853207	0.004945593284128108
AL161640.2	0.008160524815863116	0.2480201266099467	0.394128803028933	0.004941304475990005
AL360091.1	0.011039517319341038	0.3569067536175361	0.5074479401736615	0.004939579409857708
RNU7-151P	0.005555657621680086	0.12918609953991442	0.24430083416398132	0.004937780792724404
RNU6-137P	0.013011266317877024	0.4174887363685573	0.5663533215734334	0.004935892018522873
ANAPC1P2	0.013377277825925432	0.4278735674716636	0.5761579714398327	0.004931995546816748
AC092117.2	0.008805102804204608	0.2757232905899465	0.42502747712278044	0.004926688768951317
LYZL1	0.010685302092078342	0.3460188460470139	0.49687617735908157	0.0049248583687023575
AC099788.1	0.003664699817236686	0.045360994741265946	0.10775686787548179	0.004922855140854743
AC133104.2	0.003092294253968914	0.025644130744272665	0.06778089560543687	0.004919877319932363
SPAG1	0.032045625900163355	0.7022526140492983	0.8043803330384665	0.004919216214918827
MIR5582	0.003617451976065018	0.043858950977525984	0.10497541479162517	0.004912289103202227
GAPDHP15	0.0060222900263249375	0.1528703918410194	0.27745209888702416	0.0049122411807247055
MTMR6	0.030184611878497414	0.6877336295093053	0.7931479469093723	0.0049074063076995885
RN7SL16P	0.00350780233002336	0.03993331004431812	0.0972783716817458	0.004906239258313439
SPDYE16	0.007774651134428712	0.23427291637858202	0.3782038132619458	0.004900190914971176
AC244100.4	0.006671113989990892	0.18430260727974115	0.3172384686320973	0.004899723224913677
AC245033.2	0.007141923140372371	0.20605399489176723	0.3439758911850289	0.004899494693239083
RNMT	0.030919573787432597	0.6943606595296651	0.7984628630789844	0.004898120973329398
HMGB3P14	0.008613834198221475	0.2701217844793391	0.418816839529423	0.004896451270212965
AC241377.3	0.032056894853880635	0.7037222348282649	0.805367365032157	0.00489184133905255
MIR130A	0.004643058164230496	0.08844083303611656	0.182958078207482	0.004890752202490822
AP001922.3	0.005660238253214085	0.13677804409810876	0.2551398560377429	0.004890353084526764
SETP16	0.006147248866748133	0.16034791755807437	0.2866468593525795	0.004886673580006786
AC112907.1	0.004374027590348578	0.07649127548564147	0.1637857945210163	0.004883112338659155
MTMR1	0.02841110398979385	0.6735701604379457	0.7830150330206541	0.004875832995906143
GPX6	0.004028196977969342	0.061725501363665274	0.13765681994379564	0.0048722467376367115
AL136310.1	0.008684724552249855	0.27499440455396207	0.4241823171272424	0.00486931786395401
EEF1E1P1	0.010415817351968407	0.3409439830384034	0.49195789297532333	0.004867488200391933
RNU6-16P	0.0032866395286318606	0.0331509213389392	0.08358587759810222	0.0048625976341865156
AC084121.3	0.008091371519131588	0.2506571263453516	0.3971766400502671	0.004862266516926703
EIF4BP5	0.006033061489283818	0.15642815415281724	0.2825396724032637	0.004860747624579791
AL160396.1	0.006295001799013913	0.1690846319624446	0.2979016832924909	0.004859085849182163
ASCC1	0.025663343903021385	0.6467550196987798	0.7625707623674202	0.004857049391428742
RNU6-748P	0.005060153759472813	0.10978835601891503	0.21571892222335343	0.004854932736822873
SSX3	0.021669937556253127	0.5975002965225352	0.722701625131127	0.00484673886175032
Z98742.3	0.00594078702848121	0.15315272307202585	0.27784658819106856	0.00484100047534711
ZNF280C	0.02880021978223546	0.6792882123352074	0.7873976613033494	0.0048368794547900135
AP005018.1	0.009493010187211902	0.30960416949808706	0.4625949381411564	0.004833776227488482
LGALSL-DT	0.015982467983919196	0.4984059973450604	0.6394427709826916	0.004833365871716564
RNU6-653P	0.005447693302136994	0.12980263295731959	0.2452636337177824	0.004830559527489226
AC007557.2	0.0045909130764051715	0.08871005054885965	0.18340989997090063	0.004829765306563015
AC104561.3	0.0031803356590948103	0.030328543475466405	0.07772892779218246	0.00482822163901733
AP000859.1	0.004028645078299439	0.06346770735523105	0.1407524037956081	0.004824089726210924
LSM3P5	0.004177415365737106	0.07010878998041799	0.15266915162929307	0.004821687812636754
AC020978.2	0.007465556067658398	0.22612246631859947	0.3683142268449733	0.004820183206066477
AC009141.1	0.005251406801626175	0.12096026924611201	0.23208344875071912	0.004817416129181046
TMEM18-DT	0.013463588381799688	0.43885238312507074	0.5862034945878659	0.0048156770118810725
AL356356.1	0.012724697220622194	0.41859311845381697	0.5673330162182418	0.004812581212587098
HAND1	0.008335570943127767	0.264849450555566	0.41298450011483284	0.00480963213370756
LINC02299	0.010456671377860868	0.34690176838516895	0.49768758174390265	0.004807909387599235
BNIP3P23	0.005408567464255824	0.12921030789005153	0.244337671121882	0.004806609258533826
AC006449.1	0.006253911207575859	0.17045663437334155	0.29972615657506846	0.004805418385327534
LINC02185	0.022420887162182712	0.6106474281278804	0.7338966514750623	0.004802766304038243
AP001469.1	0.010556578649138795	0.3507888679866455	0.5012877318047904	0.0048027597633018915
AC007370.2	0.005230129817295254	0.12072206161619335	0.2317124514129603	0.004802375054774929
SOX9	0.043550908253148	0.7758038783283943	0.857178427078491	0.004801402869379179
LRRFIP1P1	0.024347689219409552	0.6350818507187737	0.7534997947767429	0.004800641146091879
AP003040.1	0.004899289788535252	0.10509871553303447	0.20886815769238068	0.004793477826503007
AL139106.1	0.0079659499272062	0.25026145057999066	0.3967623678616372	0.0047923636103025
AC010624.3	0.02545474920659213	0.6482829592245435	0.7637257498566673	0.004791484749083725
RPL35AP4	0.004530403934347246	0.08779601942370277	0.18193738144562926	0.004786485805426606
ALLC	0.009738908048591767	0.32266125003641827	0.4734405323852458	0.004784269626582266
RN7SL622P	0.006673990403991099	0.19203417777355203	0.32678002493837516	0.004782724812385313
AC091153.4	0.004668492339845673	0.09472781339137691	0.19267002567829242	0.0047783068922195825
GJD3	0.03078087640798599	0.6996758921121943	0.8024072535381185	0.0047742090373504254
AC012322.1	0.005548408878325216	0.13802848392017025	0.2569040240341267	0.004771805201802305
AC090679.2	0.006115094002604146	0.1658939040920803	0.2935815261210304	0.004770810271915135
AL603824.1	0.005249609494768262	0.1234451276406757	0.2357218883486744	0.004769406962192722
AC026803.1	0.008109589045604278	0.25841889068651896	0.40584781434058975	0.004765808760854354
ATP5MC2P1	0.005955153730891224	0.15839188738391405	0.28480952880565863	0.004765713404674365
EDRF1-AS1	0.01334533684928571	0.43944734002786057	0.586770105716643	0.004765528506318515
AC069214.1	0.005254928851844778	0.12392416337060058	0.23649187032271796	0.004765400722822173
AC073343.1	0.02877820883933202	0.6831639816201044	0.7900822947969279	0.004762075229346347
BDP1	0.03411858515575705	0.725329287679779	0.820655331985773	0.004758341178794804
MIR3976HG	0.00913798738009735	0.3016625282058886	0.4538323286536387	0.00475612718445364
AC115220.1	0.014469784559959252	0.4695471925543271	0.6139894299318445	0.00475073054477908
AC005845.1	0.009758014357911057	0.3259818564102417	0.47707845242666763	0.004750265512697271
AC233266.2	0.03715254389154721	0.7450085587573678	0.8351998288522842	0.004749534324224746
PPM1E	0.025405961935947685	0.6503072374137276	0.7652903847555513	0.004747902055189604
CTNNA1P1	0.00992782083096154	0.33285629322126264	0.4838969866927586	0.004742949166320034
TEN1	0.006388621816384256	0.1810039924431995	0.31319873682368493	0.0047423496520012254
AC002407.1	0.0054655901859821075	0.13566105892942884	0.2535755586703469	0.004741644329944259
ARPC3P4	0.009175638195645194	0.3045043296184654	0.45725208389696786	0.004738359462222714
AC139783.2	0.003105729158235905	0.02988654583258285	0.0768056727221035	0.004734759496658008
PPIAP74	0.010677558434033636	0.3604412770363071	0.5107445877166419	0.004731925311666661
AC011511.2	0.014554124972594881	0.47308049814842473	0.616952655039862	0.00473103597278427
MT1JP	0.013272517098247463	0.44018959148649267	0.5873893546726267	0.004729797256187067
AL137058.1	0.028905717718138768	0.6862356229257502	0.7921983637269625	0.004726857820294869
AC239799.1	0.009388203460885418	0.3137717259793614	0.46698359429598596	0.004725892002396959
AP000781.1	0.00922328033470049	0.3074212448758891	0.46024110107346544	0.004724774059590874
PRSS52P	0.0045276704081702755	0.09080581333039343	0.18658056005546678	0.0047173179834939585
HSP90AA6P	0.010579067472288414	0.35821886022679666	0.5087395088149894	0.0047166936541517225
RN7SKP87	0.005848307283938113	0.1562338772559352	0.2822874517435886	0.004715050307264949
LINC02522	0.003043141998965019	0.028302101676623267	0.07344246845601783	0.004711335576043221
RPL7P22	0.004832028924750528	0.10595754488807738	0.2101902184318967	0.004710590920660542
AC118754.2	0.004045664042969304	0.06873275743852485	0.15021081597723127	0.004704444734104585
HSPD1P3	0.003736410880753818	0.05514777489604996	0.12578912384465432	0.004702168495580576
GAPDHP20	0.005818194739568985	0.15556420769007295	0.28133198174021834	0.004701626840764698
AL162258.2	0.007495742980682951	0.23592150876755366	0.3802000098250823	0.004701573332111303
AC068298.1	0.0031099334636954037	0.030806914115929528	0.07874012557713811	0.004700203544938486
DCAF13	0.024053171311982702	0.6376839494682393	0.7557020642933321	0.004699857720720319
AC005786.2	0.005029973774161398	0.1163231605406189	0.2253284242047275	0.004699674542469288
AC074029.3	0.011218018639431504	0.38119409640775864	0.5312162711851336	0.004698710116392478
KRT24	0.01635494018112492	0.5162429687794982	0.6544588179027306	0.004696253206202835
ZNF410	0.01911251385978585	0.5680227705142733	0.6988666014452969	0.004694688088510619
RN7SL316P	0.0050851006322735265	0.11937264919564225	0.2297368807926563	0.0046940318218391345
NOM1	0.025419692361025703	0.6538732063377732	0.7678637093758862	0.004690097408382193
AC026333.3	0.010316656866546502	0.35144383955190095	0.5018349808134609	0.004685248486738951
AC026150.2	0.00686711295441373	0.20819364375122662	0.34649538364755605	0.004680160891956877
SLC22A14	0.010601919015416447	0.3622755406877534	0.5125284804976546	0.004675032669975048
KDM5C	0.026415497961631118	0.6653378342771649	0.7765055052163392	0.004674427871593388
TAAR1	0.004548281208099235	0.09401982085998356	0.19162213000673212	0.00467008681970687
AC068057.1	0.016892743348123917	0.5291573267866634	0.6658670423870756	0.004669410797889028
AL133346.1	0.008298298717398268	0.2739826932832325	0.42293740242472755	0.004665941424788308
AC097376.2	0.009596374656887285	0.3266895965327792	0.4776557267999217	0.004662539650201507
AL355877.2	0.005035312982264017	0.11862786998183363	0.22861007743916228	0.004661759564924905
CICP21	0.0035560062142403633	0.04893655912865782	0.1143476002649915	0.0046596716673278325
AC063926.2	0.010558924732859923	0.362071482105849	0.5123660532823456	0.004658657569383548
TUBB2BP1	0.004976693247701372	0.11596661662111447	0.22484338960334102	0.004656527707646923
TNPO1P1	0.006494469123436576	0.1919984663344251	0.32674077792454387	0.004654600570883442
AL109804.1	0.009491064524481438	0.32375155197212047	0.4746628979681484	0.004648610849770057
KYAT1	0.016565431474959008	0.5242729402981389	0.6615470098473758	0.004645651965324083
AL603865.1	0.003909942969845096	0.06489754637075353	0.14336952393894703	0.004644119696482476
WDR7-OT1	0.00668956705387589	0.20222448434317256	0.3395468171403561	0.0046436717650689685
CEPT1	0.031445721165654916	0.7118565553363518	0.8109032530741934	0.00464162464172662
SLC17A4	0.005572631459810086	0.14700581883096273	0.2695214694735966	0.004640137818861468
AC015468.1	0.007225443323634164	0.2287885060616839	0.3715673769785341	0.00462837186513764
AC044839.3	0.006198159817108423	0.17923875589480914	0.31096699370649067	0.004627348269284735
FGF22	0.015218679842388672	0.49653827292220165	0.6377783360968817	0.0046271980693784335
AL133517.1	0.016218961520014785	0.518477965611376	0.6562819049354546	0.004626778216143936
MAGEA8-AS1	0.0064170417797606485	0.1901770110693076	0.3246140009226622	0.004625673118337501
MTND6P12	0.004384847329056664	0.08830772660438091	0.18276321322632297	0.004621634765723723
AC023490.3	0.003592995834088164	0.051830360679020936	0.1197554367034994	0.0046184935029643945
AL021396.1	0.008793352828645538	0.2984340043166272	0.4503297486235579	0.004617844131975564
AC103409.1	0.005431426241138956	0.14118947943605586	0.2614593750583181	0.00461778589702022
TRIML1	0.004751724260009456	0.10681321079505857	0.2114492327723788	0.004615706295078243
AC074286.1	0.019445843253839495	0.5793463536898652	0.7081707019907723	0.004609865088824658
HAUS6P3	0.008546430854905827	0.2889352496846342	0.4397133068453265	0.004608231001217718
SNORA14B	0.007898050431490618	0.26109263392152265	0.4087795584817803	0.0046061855074336164
AC007406.2	0.006946461283769637	0.21735922815663639	0.35786490983356983	0.004604266782867201
FAM90A27P	0.0038163120569555506	0.062190791071840744	0.1384912418369049	0.004603517700653857
RSL24D1P1	0.004414116429336777	0.09060392213437894	0.1862862074809862	0.004603274568772352
TAOK3	0.029193415327250172	0.6957316320177256	0.7996494429008866	0.004599663448974886
MED28P1	0.007447877106234541	0.24130021829683193	0.38632559738970973	0.004598634260349357
VTI1BP2	0.006513527550463857	0.19704534857891354	0.3330914140479406	0.004594862573162314
AC133548.1	0.0037399825950187593	0.0593275297242986	0.13344984816477715	0.004588000215243878
AL079342.1	0.006500514648147547	0.19703323369199105	0.33308183216849213	0.004585856411428003
AC107959.2	0.010285595961089425	0.358916447057572	0.5093801842160806	0.004577158499199992
AC005176.1	0.014045386417536318	0.4721990652304786	0.6163607934258505	0.00457703857108756
LINC02564	0.0060730285063223385	0.17637776400510555	0.30729528294274744	0.00457636808562662
C6orf201	0.011779085870411515	0.40893862414840887	0.5582456823826254	0.00457431221620516
CNTN4-AS1	0.010406828244239427	0.36371834277540355	0.5139645370998673	0.004571041084755185
AC098588.3	0.004156629692170387	0.0795608160508462	0.16909005156987048	0.004569386225324971
RNU6-36P	0.011671181985880727	0.4064836306412683	0.5558342259619704	0.004562929584149193
AC005757.1	0.005382418145446204	0.14216481282785323	0.2627630170744113	0.004560027079241817
AP000350.1	0.007253327194392645	0.23605626558863899	0.38024878042654936	0.00454772349001919
AC008825.1	0.011276688275794495	0.395312107059903	0.5450878265210715	0.004545180673943848
AP003392.5	0.017431649107629177	0.5486188225532553	0.6822708787362822	0.004544941604733686
ALG1L9P	0.02450611603832864	0.6526100710532982	0.7669697286684972	0.004542116182417908
AC100778.3	0.006436313189289677	0.19701672039211107	0.33306481396523885	0.004540799096576552
GYS2	0.005011713637354677	0.12428092920994332	0.2370156664270359	0.004538585358973707
AC008743.1	0.004059461655626806	0.07642207768128358	0.16367154029581596	0.004533530294130754
CALML4	0.008058158186924201	0.2739705121302463	0.4229312345606682	0.004531071553858747
SMARCAL1-AS1	0.00617431851804004	0.18463552825347074	0.3175999092386166	0.004530003194547542
FLT1P1	0.006868409281195996	0.21905005668653973	0.359983407407129	0.004529418038708223
OR1K1	0.004116200094428689	0.07943567674394908	0.1688588227600741	0.004527755891887191
CRIM1-DT	0.036090269140047315	0.7492515410487274	0.8382013342623286	0.0045247220394128386
AC073389.2	0.007939033654625144	0.26935209386025977	0.4179872048527377	0.004522705866335207
RNU6-12P	0.003609420171830419	0.05585002686032193	0.12712155012419002	0.004522519064249124
BAIAP2-DT	0.0277564292072654	0.687203442574719	0.7927645249521216	0.004521929603348113
AL353626.2	0.009419619708871216	0.3311644831953639	0.4821518969155225	0.004521005320849968
AL357556.3	0.025517885756371816	0.6652455811172624	0.7764504537175096	0.0045171251406519
MIR3939	0.0036709103072296726	0.05884753286480562	0.13260649518333886	0.004516217210632098
KRT8P22	0.006287774876376349	0.19165575993103298	0.32635104650550745	0.004511340923277772
RPL17P35	0.0032758333468343565	0.041965684413337874	0.10128850293214094	0.0045111687402257595
BX842559.2	0.004532498401806141	0.10111457732523486	0.20277860507841308	0.0045106799934421515
FAM217A	0.00986209583335082	0.3489318569114367	0.4996767664627048	0.004509535810098627
LINC02821	0.004382436558641175	0.09370839644148614	0.19113834540044633	0.004506115464806147
MTND4LP31	0.006487554252254918	0.2020867652370427	0.33940381570236383	0.004505360729690199
AC106779.1	0.017464051950759757	0.5528213141219371	0.6858398361959385	0.0044955127926656555
MIR4479	0.004774654657967895	0.11447629455454476	0.22262726539612387	0.004494308119473576
AC108724.2	0.0029643084831146166	0.03047888952052074	0.07805617168506893	0.004493894210581212
AC022463.1	0.004377210599789551	0.09446285591330673	0.1922976572762591	0.004485498099645832
UBE2HP1	0.006085155493821959	0.1832689785648845	0.3159223829610133	0.004484218267453767
RNU6-780P	0.005354345820551965	0.14569426537878544	0.2676907401440591	0.004479218378698438
AC026888.1	0.005261485473474813	0.14125093138594974	0.26156379911294	0.004472308321258509
MORN5	0.015940929314580757	0.5242404086862612	0.6615443173440883	0.004470944577778879
EIF4BP9	0.0058491142977544	0.17210010737604192	0.30180195797813825	0.004470003453088363
AC144548.1	0.010249914739497809	0.3665824524119091	0.5167962387781315	0.004467203200058079
LINC01085	0.009904948444331128	0.3540280134260511	0.5043820492388796	0.004466759043870365
BNIP3P39	0.009380903249852239	0.3341022004712942	0.48519850733461206	0.0044664418841694
AC012404.2	0.006762348086175464	0.2185375768549251	0.359267570068048	0.004466354256008266
LINC02745	0.011560982779926234	0.4110130331371661	0.5601303351391633	0.004464208834325835
AC004830.2	0.013024078375732509	0.4543134751782731	0.6004366049908173	0.0044626272808326204
TSSK4	0.029074077991920078	0.7025694098825395	0.8046005024783014	0.00445736909400414
AC026468.1	0.0035204980078324148	0.05422877952537792	0.12407087546017917	0.004456141360802061
AC015818.2	0.009734757860018164	0.34857796498547833	0.4993713274238811	0.00445559935258583
AF111168.1	0.00993438562472717	0.35619187191215096	0.5066991182776851	0.00445374397708569
RBM42	0.028114105363973962	0.6943856942429459	0.7984670520584989	0.004453252784856269
RECK	0.029542554118523245	0.7068505649588563	0.8072998894027084	0.004451247251996857
KCTD11	0.02946130118787149	0.7062577350419207	0.8070178175054948	0.0044497401451996585
PHKA2	0.03160540740347084	0.7231202957395818	0.8191304797043039	0.004449707893708993
AC105339.4	0.008296653860300013	0.29087493360687827	0.44187128277079224	0.004449443219874689
AC087362.2	0.0064436122851725605	0.20406653849604287	0.3416461292521953	0.0044475629234684315
AL606804.1	0.002727651436566012	0.023443619527391168	0.06303194742890393	0.004446004565475149
AC091729.2	0.006073406555530684	0.18536979811392545	0.3185362781072008	0.0044454968758165046
AC025445.1	0.006250108300551151	0.19454077983138537	0.3300736172170528	0.004443760422756132
AC002460.1	0.003782254991480283	0.06686604255105011	0.14683368095489696	0.004443371906367491
AP000711.1	0.004688727667936502	0.11331598942102428	0.22091957367011858	0.004434171038929243
AL590729.1	0.00893306950623489	0.31965910730352903	0.4713583933076085	0.00442466472125011
AF064860.1	0.009057953692353016	0.32499920964732243	0.4760328607812291	0.004421347479207739
AP002478.2	0.00401598390869593	0.07928752777671617	0.1686132690635237	0.004420775502540223
AL807752.5	0.011545818511129458	0.414345730101656	0.563206732583163	0.004417858884815504
NENFP1	0.004851154531422553	0.12304432483249271	0.23508686815239555	0.004414251852837625
MTND1P14	0.006523579261573172	0.21084136193670197	0.3496518002486043	0.004410227838928433
ATP5MC1P5	0.004127381565738562	0.08544888707835388	0.17827470614029428	0.004409255267427706
COPS8P3	0.003967915141869202	0.07749837543396576	0.16553747827203039	0.0044071927159309255
AL358075.1	0.007219418073617027	0.2452605512440185	0.39086154534640966	0.004406532813953904
AL008635.1	0.015242856220542611	0.514343395059607	0.6528474133175702	0.004401326456292381
MPRIPP1	0.020031806055544443	0.6031035794266475	0.7276703399827062	0.004399146746808634
CD24P1	0.004124657849022715	0.08585407553513914	0.17887448585626717	0.004397871406100923
ZNF720P1	0.004480185466408357	0.10466143948172003	0.20823471273986333	0.004391537364514148
CNKSR3	0.030963083186255957	0.7214738796533037	0.8178831040669049	0.004389926970723947
AC127526.1	0.007330289146489387	0.25194939164673397	0.39847320602416514	0.004388546516152062
AC138627.2	0.004013227009807241	0.08065480154496908	0.17095592682441435	0.004387941104984969
AC004449.1	0.01117181033355806	0.4048281149085105	0.5543438847427464	0.004387497629667092
AC211476.2	0.012882052482085654	0.45668875086866023	0.602480849669576	0.004384788976031001
AC096996.3	0.005661188599285062	0.1681993320444219	0.2967061484489993	0.004382754834697841
MIR548AO	0.005988529341222218	0.1854795883860373	0.3186380959146753	0.004381830133841642
NPM1P9	0.009283904300655732	0.33735715076199807	0.48834972121895376	0.004381168020541053
SEC61A1	0.023413028653157753	0.650007553663884	0.765077118771341	0.004380146777952069
AC096713.1	0.003628470174451764	0.06214122184349453	0.13840471808818325	0.004378185450188207
GXYLT1P7	0.004464147977826673	0.10462538166113336	0.20818702224707072	0.004376485257299104
AC011451.2	0.012632685982544467	0.45058696028102385	0.5970412411788107	0.004373705982253352
KATNBL1P2	0.00347338104457608	0.055277121616485236	0.1260152690518895	0.004367618901108488
RPL15P21	0.007470630836194932	0.26027881157380783	0.407851443192779	0.004367040813637347
SNRPCP6	0.006482420746352267	0.2121580576748159	0.3512603750422145	0.004364876227291469
AC025271.1	0.00754741368108278	0.2642210493979925	0.4122908063631154	0.004362651054469031
SNRPCP2	0.00493843641419113	0.130973725966012	0.24682315618820105	0.004359729779751888
FAM90A25P	0.008628918536966262	0.3124576063283227	0.46563582255405894	0.00435940643014498
RPL7L1P9	0.005543961015139001	0.16416070238893124	0.2913825679697447	0.004350516953503174
AC003035.1	0.012705185863284521	0.4547714551951049	0.6008711659359826	0.004347801031324679
CAMTA1-AS2	0.0058177890735792385	0.17940878411069083	0.31114998595922816	0.004340979952406069
RN7SL81P	0.011187531366436465	0.40924817976626643	0.5585083806387299	0.004340910332754205
AL592148.1	0.007800138699276336	0.27766470541012134	0.42711046380729484	0.004340615886276959
SLC4A5	0.050067668492211226	0.8190402854020069	0.8869131379920128	0.0043406033250967474
AL583856.2	0.019313262839479595	0.596022072596436	0.7217246349085439	0.004340417432877831
AC107390.1	0.003047295987115458	0.03764511962452035	0.09279120082872411	0.004340237219250586
ARPP19P1	0.0029066565496545177	0.03215414528631633	0.08156620083726394	0.004338949438924171
FGF7P7	0.0025240858516423093	0.019135877214042717	0.05331136115039141	0.004336762205990335
AL513325.1	0.009405065028927365	0.3458893947424445	0.4967818972877687	0.004336325180144932
AC130651.1	0.008125317329001139	0.29286161876136474	0.4439625067676611	0.0043335367676430375
FLJ13224	0.009284200234826422	0.3413839401006284	0.49238269874436164	0.004333464645721746
THAP12P5	0.007259189529806132	0.25298606791173334	0.3995623939861661	0.004333034875380874
SDC2	0.04265945858592346	0.7914967294890405	0.867633831612843	0.004332105360428344
AL133373.2	0.0038548742318487983	0.07529030506985555	0.1617236003304771	0.004330029665320939
AC072062.1	0.012160322403800924	0.44060198894236696	0.5877878534643485	0.0043285098887879654
AL157886.1	0.013687148709301905	0.48286560814018303	0.6258453803277889	0.004327516804421282
AC002519.1	0.011233064201384799	0.41188269787184995	0.5609752012242393	0.004327273458959653
TMEM160	0.039030657298802396	0.7747732917288496	0.8565380251490303	0.004325586601475222
AL157936.1	0.006163369239609898	0.19919167735911866	0.33577487148187474	0.004318850400605426
AC022121.1	0.007376585529353448	0.25988562026961776	0.4073952078431204	0.004316908784553326
MIR548H1	0.0038661717942586405	0.0766264237634844	0.16404118761183809	0.004313184155821583
AL591519.1	0.0046362234476032636	0.11742895648052916	0.22691676476421058	0.004312730021936741
AC026740.1	0.020578610567972555	0.6172387532287411	0.739118659076263	0.004312182294414254
AP002812.1	0.012421506827940146	0.4497361268673232	0.5961559393242561	0.004310787362152345
AC025884.2	0.012615737275195556	0.4556483201408353	0.601662127962296	0.004306637091357161
RPL12P44	0.006729233700608208	0.22952355749385456	0.37253866015117887	0.004301142697936343
NPM1P27	0.026467323174061974	0.6879878520791678	0.7933348883260749	0.004298802252997922
CHRNA2	0.025978876505168863	0.6835175385340831	0.7902258660799492	0.004293018104919467
AC012618.2	0.011330428994236946	0.4183528925234784	0.5671183774490288	0.004288082703016236
GAPDHP69	0.01102440385116165	0.4095222783671269	0.5587415796219722	0.0042744090612917415
AL354794.2	0.007807572073324456	0.2835609917167104	0.433924574103157	0.004273502005695075
PRLHR	0.02697327704961955	0.6943665975819642	0.7984628630789844	0.004272868619210711
AC007842.1	0.02792714654779993	0.7030788331477145	0.8050207955832612	0.004272741062898234
DET1	0.030054906816952887	0.7209212820139128	0.8175692430410483	0.004271167535882389
MTCYBP19	0.004923703561732633	0.13581273252059348	0.2537856153299828	0.004269144011374071
AC022868.1	0.005677878672054729	0.17715230806524707	0.3082684040521078	0.0042677955878880946
AC010551.3	0.00683113492746463	0.23736170661943828	0.38174979468255965	0.004266654083962323
NTSR2	0.007760283376034299	0.28242940898829777	0.43257485464094075	0.00426109464130289
AC244250.4	0.021515373902686152	0.6337986212218109	0.7522678617853601	0.00426109204482152
AC011462.4	0.024245395282973425	0.6671988618280377	0.7779836940443178	0.004260999798723619
AL450336.1	0.004737299799718668	0.1260649412386569	0.23953822388639764	0.00426075432063177
ATP5F1BP1	0.0047568577109373756	0.12716861754533926	0.24117413490429412	0.004260337140520381
RNU6-406P	0.00391550541639534	0.08175932508489023	0.17277045497823132	0.004257966100797136
RN7SKP74	0.008064780325834173	0.2969511760540569	0.4487138702179104	0.0042526792374322185
PCMTD1P7	0.003189758714026561	0.046468762381354424	0.10970245886501967	0.004251434476793124
AL583808.1	0.006930776888627928	0.24374260308900364	0.3891626592627743	0.004249041372559203
AP004371.1	0.006136365368729045	0.20358874146426142	0.3410923011791803	0.004241739502656125
DDI1	0.003906951862414955	0.08213390570861723	0.173383643528519	0.004240908436746338
CWF19L1	0.02239996815004286	0.6467335596271863	0.7625707623674202	0.0042397450678199715
PCDHB19P	0.010607383417515978	0.3984191539594029	0.5480557186117098	0.00423934464059645
CTCFL	0.017267908750742245	0.5683111062459003	0.6990905245105479	0.004237784082842673
AC020915.1	0.01716488950300732	0.5664111566463668	0.6975243503099551	0.004237465390263304
AC034229.6	0.004544920529826254	0.1170547985453835	0.2264368363410257	0.004234096951334229
SNORA15B-2	0.006336959077019012	0.21500572625607084	0.35487208868510955	0.004230236862972241
HINT1P1	0.006912978310234814	0.2445178339171179	0.390050862699279	0.004228595970279797
RNU6-6P	0.0038789526767727027	0.08127370313764226	0.17197353156342454	0.004228252177944737
AC061975.1	0.006193666006700571	0.20770734013914519	0.34595347829887346	0.004227475310049421
AL596244.1	0.02775337386235721	0.7045014904596575	0.8058146746999537	0.004221790049544556
VHLL	0.003981502904273704	0.08711975679131465	0.18081479001393427	0.004219928618908148
AC007834.1	0.007553037379134372	0.2770942753977232	0.42654347385603963	0.0042098549216814845
RN7SKP203	0.005884688596557059	0.19261316600636946	0.3275064027780662	0.004209400316167373
MIR6071	0.01598399575418713	0.5453276728312588	0.6797421099574312	0.004209264815897295
CEP162	0.027142344652105077	0.6998458548359051	0.8025309192281233	0.004206998425091286
