sample_id	stage	module	feature	n	spearman_r
GSM7980865_PTC-2	PTC	CAF_ECM_score	n_fib	200	-0.2732178741540931
GSM7980865_PTC-2	PTC	Hypoxia_score	B4_tumor_stroma_ratio	200	0.0571710199306804
GSM7980865_PTC-2	PTC	Hypoxia_score	C2_spatial_celltype_entropy	200	0.08354923697306788
GSM7980865_PTC-2	PTC	Hypoxia_score	n_thy	200	0.2058997843868472
GSM7980865_PTC-2	PTC	Hypoxia_score	n_fib	200	0.24396557689541787
GSM7980865_PTC-2	PTC	Epithelial_score	B4_tumor_stroma_ratio	200	0.10048508463357618
GSM7980865_PTC-2	PTC	Epithelial_score	C2_spatial_celltype_entropy	200	0.17119162792911366
GSM7980865_PTC-2	PTC	Epithelial_score	n_thy	200	0.07813923587342576
GSM7980865_PTC-2	PTC	Epithelial_score	n_fib	200	0.015644608864218788
GSM7980866_PTC-3	PTC	CD8_Teff	B5_thyrocyte_cluster_med	200	0.029833064757239087
GSM7980866_PTC-3	PTC	CD8_Teff	B4_tumor_stroma_ratio	200	-0.06281202875057042
GSM7980866_PTC-3	PTC	CD8_Teff	C2_spatial_celltype_entropy	200	-0.0982011066076004
GSM7980866_PTC-3	PTC	CD8_Teff	n_thy	200	-0.15522677749093286
GSM7980866_PTC-3	PTC	CD8_Teff	n_fib	200	-0.16872065490111968
GSM7980866_PTC-3	PTC	Bplasma	B5_thyrocyte_cluster_med	200	-0.17202398466472218
GSM7980866_PTC-3	PTC	Bplasma	B4_tumor_stroma_ratio	200	-0.20660672953250292
GSM7980866_PTC-3	PTC	Bplasma	C2_spatial_celltype_entropy	200	-0.1212286140927854
GSM7980866_PTC-3	PTC	Bplasma	n_thy	200	-0.2998595097447647
GSM7980866_PTC-3	PTC	Bplasma	n_fib	200	-0.3064347107294695
GSM7980866_PTC-3	PTC	IFN_gamma	B5_thyrocyte_cluster_med	200	-0.13051368223043766
GSM7980866_PTC-3	PTC	IFN_gamma	B4_tumor_stroma_ratio	200	-0.09416193560315034
GSM7980866_PTC-3	PTC	IFN_gamma	C2_spatial_celltype_entropy	200	-0.0897610135905814
GSM7980866_PTC-3	PTC	IFN_gamma	n_thy	200	-0.21616003286101018
GSM7980866_PTC-3	PTC	IFN_gamma	n_fib	200	-0.2074314611692876
GSM7980866_PTC-3	PTC	M1_M2	B5_thyrocyte_cluster_med	200	-0.16972245724459503
GSM7980866_PTC-3	PTC	M1_M2	B4_tumor_stroma_ratio	200	-0.1754831338731631
GSM7980866_PTC-3	PTC	M1_M2	C2_spatial_celltype_entropy	200	-0.09254236687090621
GSM7980866_PTC-3	PTC	M1_M2	n_thy	200	-0.288577601022893
GSM7980866_PTC-3	PTC	M1_M2	n_fib	200	-0.29636023104516485
GSM7980866_PTC-3	PTC	TLS	B5_thyrocyte_cluster_med	200	0.01711167931043055
GSM7980866_PTC-3	PTC	TLS	B4_tumor_stroma_ratio	200	-0.04564267744822376
GSM7980866_PTC-3	PTC	TLS	C2_spatial_celltype_entropy	200	-0.06462128493145113
GSM7980866_PTC-3	PTC	TLS	n_thy	200	-0.0540637513423786
GSM7980866_PTC-3	PTC	TLS	n_fib	200	-0.11378941621643054
GSM7980866_PTC-3	PTC	DM1_like_score	B5_thyrocyte_cluster_med	200	-0.060378310364843146
GSM7980866_PTC-3	PTC	DM1_like_score	B4_tumor_stroma_ratio	200	-0.08906414657084151
GSM7980866_PTC-3	PTC	DM1_like_score	C2_spatial_celltype_entropy	200	-0.031647064911921485
GSM7980866_PTC-3	PTC	DM1_like_score	n_thy	200	-0.09772762757982632
GSM7980866_PTC-3	PTC	DM1_like_score	n_fib	200	-0.10715348117463405
GSM7980866_PTC-3	PTC	RAI_8_score	B5_thyrocyte_cluster_med	200	0.060378310364843146
GSM7980866_PTC-3	PTC	RAI_8_score	B4_tumor_stroma_ratio	200	0.08906414657084151
GSM7980866_PTC-3	PTC	RAI_8_score	C2_spatial_celltype_entropy	200	0.031647064911921485
GSM7980866_PTC-3	PTC	RAI_8_score	n_thy	200	0.09772762757982632
GSM7980866_PTC-3	PTC	RAI_8_score	n_fib	200	0.10715348117463405
GSM7980866_PTC-3	PTC	Proliferation_score	B5_thyrocyte_cluster_med	200	0.163125633518066
GSM7980866_PTC-3	PTC	Proliferation_score	B4_tumor_stroma_ratio	200	0.14216505304463156
GSM7980866_PTC-3	PTC	Proliferation_score	C2_spatial_celltype_entropy	200	0.08406953371726866
GSM7980866_PTC-3	PTC	Proliferation_score	n_thy	200	0.20566348579935775
GSM7980866_PTC-3	PTC	Proliferation_score	n_fib	200	0.17305338224130953
GSM7980866_PTC-3	PTC	EMT_score	B5_thyrocyte_cluster_med	200	-0.0465521432974435
GSM7980866_PTC-3	PTC	EMT_score	B4_tumor_stroma_ratio	200	0.09607991748264179
GSM7980866_PTC-3	PTC	EMT_score	C2_spatial_celltype_entropy	200	0.08780247798788512
GSM7980866_PTC-3	PTC	EMT_score	n_thy	200	0.019301214215267388
GSM7980866_PTC-3	PTC	EMT_score	n_fib	200	-0.029360600938018695
GSM7980866_PTC-3	PTC	CAF_ECM_score	B5_thyrocyte_cluster_med	200	-0.14435589812037458
GSM7980866_PTC-3	PTC	CAF_ECM_score	B4_tumor_stroma_ratio	200	-0.20420277989095273
GSM7980866_PTC-3	PTC	CAF_ECM_score	C2_spatial_celltype_entropy	200	-0.10071517747492079
GSM7980866_PTC-3	PTC	CAF_ECM_score	n_thy	200	-0.34178201244296225
GSM7980866_PTC-3	PTC	CAF_ECM_score	n_fib	200	-0.34655697151637305
GSM7980866_PTC-3	PTC	Hypoxia_score	B5_thyrocyte_cluster_med	200	0.12963520778845963
GSM7980866_PTC-3	PTC	Hypoxia_score	B4_tumor_stroma_ratio	200	0.1407491800687804
GSM7980866_PTC-3	PTC	Hypoxia_score	C2_spatial_celltype_entropy	200	0.1533335680746815
GSM7980866_PTC-3	PTC	Hypoxia_score	n_thy	200	0.2291223540257787
GSM7980866_PTC-3	PTC	Hypoxia_score	n_fib	200	0.18680754848788256
GSM7980866_PTC-3	PTC	Epithelial_score	B5_thyrocyte_cluster_med	200	0.08886425815505611
GSM7980866_PTC-3	PTC	Epithelial_score	B4_tumor_stroma_ratio	200	0.2643927095347137
GSM7980866_PTC-3	PTC	Epithelial_score	C2_spatial_celltype_entropy	200	0.21550827667978573
GSM7980866_PTC-3	PTC	Epithelial_score	n_thy	200	0.27717049726009974
GSM7980866_PTC-3	PTC	Epithelial_score	n_fib	200	0.26042890684039344
GSM7980867_PTC-4	PTC	CD8_Teff	B4_tumor_stroma_ratio	200	-0.02620189141227799
GSM7980867_PTC-4	PTC	CD8_Teff	C2_spatial_celltype_entropy	200	-0.04838157686428026
GSM7980867_PTC-4	PTC	CD8_Teff	n_thy	200	-0.010003694652918732
GSM7980867_PTC-4	PTC	CD8_Teff	n_fib	200	-0.004723723639285219
GSM7980867_PTC-4	PTC	Bplasma	B4_tumor_stroma_ratio	200	-0.20637470044668427
GSM7980867_PTC-4	PTC	Bplasma	C2_spatial_celltype_entropy	200	-0.12088512432231076
GSM7980867_PTC-4	PTC	Bplasma	n_thy	200	-0.2704518644667934
GSM7980867_PTC-4	PTC	Bplasma	n_fib	200	-0.23261639735565098
GSM7980867_PTC-4	PTC	IFN_gamma	B4_tumor_stroma_ratio	200	0.051569307474616244
GSM7980867_PTC-4	PTC	IFN_gamma	C2_spatial_celltype_entropy	200	0.0007739107839049756
GSM7980867_PTC-4	PTC	IFN_gamma	n_thy	200	0.01856164562059195
GSM7980867_PTC-4	PTC	IFN_gamma	n_fib	200	0.006355445267077686
GSM7980867_PTC-4	PTC	M1_M2	B4_tumor_stroma_ratio	200	-0.08102569777453149
GSM7980867_PTC-4	PTC	M1_M2	C2_spatial_celltype_entropy	200	-0.05923040490848797
GSM7980867_PTC-4	PTC	M1_M2	n_thy	200	-0.08221687882248771
GSM7980867_PTC-4	PTC	M1_M2	n_fib	200	-0.026397040549883996
GSM7980867_PTC-4	PTC	TLS	B4_tumor_stroma_ratio	200	-0.24416958649808826
GSM7980867_PTC-4	PTC	TLS	C2_spatial_celltype_entropy	200	-0.2258503193349028
GSM7980867_PTC-4	PTC	TLS	n_thy	200	-0.25115601636852963
GSM7980867_PTC-4	PTC	TLS	n_fib	200	-0.09017122461332343
GSM7980867_PTC-4	PTC	DM1_like_score	B4_tumor_stroma_ratio	200	-0.16033968731479262
GSM7980867_PTC-4	PTC	DM1_like_score	C2_spatial_celltype_entropy	200	-0.03430826209388616
GSM7980867_PTC-4	PTC	DM1_like_score	n_thy	200	-0.3317580393291171
GSM7980867_PTC-4	PTC	DM1_like_score	n_fib	200	-0.3691029852039896
GSM7980867_PTC-4	PTC	RAI_8_score	B4_tumor_stroma_ratio	200	0.16033968731479262
GSM7980867_PTC-4	PTC	RAI_8_score	C2_spatial_celltype_entropy	200	0.03430826209388616
GSM7980867_PTC-4	PTC	RAI_8_score	n_thy	200	0.3317580393291171
GSM7980867_PTC-4	PTC	RAI_8_score	n_fib	200	0.3691029852039896
GSM7980867_PTC-4	PTC	Proliferation_score	B4_tumor_stroma_ratio	200	0.14135257766597523
GSM7980867_PTC-4	PTC	Proliferation_score	C2_spatial_celltype_entropy	200	0.09438714438942229
GSM7980867_PTC-4	PTC	Proliferation_score	n_thy	200	0.24127734326349126
GSM7980867_PTC-4	PTC	Proliferation_score	n_fib	200	0.1761572378272022
GSM7980867_PTC-4	PTC	EMT_score	B4_tumor_stroma_ratio	200	0.07904341173646946
GSM7980867_PTC-4	PTC	EMT_score	C2_spatial_celltype_entropy	200	0.05175022069601711
GSM7980867_PTC-4	PTC	EMT_score	n_thy	200	0.18127955274120625
GSM7980867_PTC-4	PTC	EMT_score	n_fib	200	0.14293360436542446
GSM7980867_PTC-4	PTC	CAF_ECM_score	B4_tumor_stroma_ratio	200	-0.20311348199182358
GSM7980867_PTC-4	PTC	CAF_ECM_score	C2_spatial_celltype_entropy	200	-0.134680345336444
GSM7980867_PTC-4	PTC	CAF_ECM_score	n_thy	200	-0.3608034918712945
GSM7980867_PTC-4	PTC	CAF_ECM_score	n_fib	200	-0.33888544092466
GSM7980867_PTC-4	PTC	Hypoxia_score	B4_tumor_stroma_ratio	200	0.12122547872153408
GSM7980867_PTC-4	PTC	Hypoxia_score	C2_spatial_celltype_entropy	200	0.03730858889627793
GSM7980867_PTC-4	PTC	Hypoxia_score	n_thy	200	0.2726940778368544
GSM7980867_PTC-4	PTC	Hypoxia_score	n_fib	200	0.3035494871584332
GSM7980867_PTC-4	PTC	Epithelial_score	B4_tumor_stroma_ratio	200	0.19160938358038046
GSM7980867_PTC-4	PTC	Epithelial_score	C2_spatial_celltype_entropy	200	0.13322686728697303
GSM7980867_PTC-4	PTC	Epithelial_score	n_thy	200	0.2919675574429026
GSM7980867_PTC-4	PTC	Epithelial_score	n_fib	200	0.2891593472386942
GSM7980868_LPTC-1	LPTC	CD8_Teff	B4_tumor_stroma_ratio	200	0.03146162822915728
GSM7980868_LPTC-1	LPTC	CD8_Teff	C2_spatial_celltype_entropy	200	0.006598783099326987
GSM7980868_LPTC-1	LPTC	CD8_Teff	n_thy	200	0.04714728780416082
GSM7980868_LPTC-1	LPTC	CD8_Teff	n_fib	200	0.05346506807180204
GSM7980868_LPTC-1	LPTC	Bplasma	B4_tumor_stroma_ratio	200	-0.11971456300115656
GSM7980868_LPTC-1	LPTC	Bplasma	C2_spatial_celltype_entropy	200	-0.11331404635202497
GSM7980868_LPTC-1	LPTC	Bplasma	n_thy	200	-0.12159083494215324
GSM7980868_LPTC-1	LPTC	Bplasma	n_fib	200	-0.04646028656490457
GSM7980868_LPTC-1	LPTC	IFN_gamma	B4_tumor_stroma_ratio	200	-0.05688762878759155
GSM7980868_LPTC-1	LPTC	IFN_gamma	C2_spatial_celltype_entropy	200	-0.07464539665182632
GSM7980868_LPTC-1	LPTC	IFN_gamma	n_thy	200	0.10735201042407563
GSM7980868_LPTC-1	LPTC	IFN_gamma	n_fib	200	0.2081640511929813
GSM7980868_LPTC-1	LPTC	M1_M2	B4_tumor_stroma_ratio	200	-0.17028632825207424
GSM7980868_LPTC-1	LPTC	M1_M2	C2_spatial_celltype_entropy	200	-0.21280295596944926
GSM7980868_LPTC-1	LPTC	M1_M2	n_thy	200	-0.10041352701265424
GSM7980868_LPTC-1	LPTC	M1_M2	n_fib	200	-0.013266844632483515
GSM7980868_LPTC-1	LPTC	TLS	B4_tumor_stroma_ratio	200	-0.21063240398602148
GSM7980868_LPTC-1	LPTC	TLS	C2_spatial_celltype_entropy	200	-0.21188841894965346
GSM7980868_LPTC-1	LPTC	TLS	n_thy	200	-0.19951955515044945
GSM7980868_LPTC-1	LPTC	TLS	n_fib	200	-0.12514516422204994
GSM7980868_LPTC-1	LPTC	DM1_like_score	B4_tumor_stroma_ratio	200	-0.27676634416330603
GSM7980868_LPTC-1	LPTC	DM1_like_score	C2_spatial_celltype_entropy	200	-0.2820431568451248
GSM7980868_LPTC-1	LPTC	DM1_like_score	n_thy	200	-0.2881104511976443
GSM7980868_LPTC-1	LPTC	DM1_like_score	n_fib	200	-0.18093285798347422
GSM7980868_LPTC-1	LPTC	RAI_8_score	B4_tumor_stroma_ratio	200	0.27676634416330603
GSM7980868_LPTC-1	LPTC	RAI_8_score	C2_spatial_celltype_entropy	200	0.2820431568451248
GSM7980868_LPTC-1	LPTC	RAI_8_score	n_thy	200	0.2881104511976443
GSM7980868_LPTC-1	LPTC	RAI_8_score	n_fib	200	0.18093285798347422
GSM7980868_LPTC-1	LPTC	Proliferation_score	B4_tumor_stroma_ratio	200	0.05321887503481151
GSM7980868_LPTC-1	LPTC	Proliferation_score	C2_spatial_celltype_entropy	200	0.034854099984316746
GSM7980868_LPTC-1	LPTC	Proliferation_score	n_thy	200	0.10277342370248567
GSM7980868_LPTC-1	LPTC	Proliferation_score	n_fib	200	0.14004002275767316
GSM7980868_LPTC-1	LPTC	EMT_score	B4_tumor_stroma_ratio	200	-0.19373974103765657
GSM7980868_LPTC-1	LPTC	EMT_score	C2_spatial_celltype_entropy	200	-0.2638334447736797
GSM7980868_LPTC-1	LPTC	EMT_score	n_thy	200	-0.08034326654639784
GSM7980868_LPTC-1	LPTC	EMT_score	n_fib	200	0.05218534752879548
GSM7980868_LPTC-1	LPTC	CAF_ECM_score	B4_tumor_stroma_ratio	200	-0.23616187462764607
GSM7980868_LPTC-1	LPTC	CAF_ECM_score	C2_spatial_celltype_entropy	200	-0.20297328570617176
GSM7980868_LPTC-1	LPTC	CAF_ECM_score	n_thy	200	-0.2541331197192266
GSM7980868_LPTC-1	LPTC	CAF_ECM_score	n_fib	200	-0.15929221825966383
GSM7980868_LPTC-1	LPTC	Hypoxia_score	B4_tumor_stroma_ratio	200	0.20429073377180723
GSM7980868_LPTC-1	LPTC	Hypoxia_score	C2_spatial_celltype_entropy	200	0.20269625397523905
GSM7980868_LPTC-1	LPTC	Hypoxia_score	n_thy	200	0.20134785759445137
GSM7980868_LPTC-1	LPTC	Hypoxia_score	n_fib	200	0.14721362643891386
GSM7980868_LPTC-1	LPTC	Epithelial_score	B4_tumor_stroma_ratio	200	-0.007865602969026704
GSM7980868_LPTC-1	LPTC	Epithelial_score	C2_spatial_celltype_entropy	200	-0.05381126904683584
GSM7980868_LPTC-1	LPTC	Epithelial_score	n_thy	200	0.12072098647904494
GSM7980868_LPTC-1	LPTC	Epithelial_score	n_fib	200	0.21837733831787282
GSM7980869_LPTC-2	LPTC	CD8_Teff	B4_tumor_stroma_ratio	200	0.14742653830059976
GSM7980869_LPTC-2	LPTC	CD8_Teff	C2_spatial_celltype_entropy	200	0.1550079819557474
GSM7980869_LPTC-2	LPTC	CD8_Teff	n_thy	200	0.038409599812908306
GSM7980869_LPTC-2	LPTC	CD8_Teff	n_fib	200	-0.1919624009267701
GSM7980869_LPTC-2	LPTC	Bplasma	B4_tumor_stroma_ratio	200	-0.3476039175293575
GSM7980869_LPTC-2	LPTC	Bplasma	C2_spatial_celltype_entropy	200	-0.38579905592023817
GSM7980869_LPTC-2	LPTC	Bplasma	n_thy	200	-0.451360045904274
GSM7980869_LPTC-2	LPTC	Bplasma	n_fib	200	-0.31394463675247136
GSM7980869_LPTC-2	LPTC	IFN_gamma	B4_tumor_stroma_ratio	200	0.10801556271657461
GSM7980869_LPTC-2	LPTC	IFN_gamma	C2_spatial_celltype_entropy	200	0.15860696715832334
GSM7980869_LPTC-2	LPTC	IFN_gamma	n_thy	200	0.11367441917686538
GSM7980869_LPTC-2	LPTC	IFN_gamma	n_fib	200	-0.046612908949701326
GSM7980869_LPTC-2	LPTC	M1_M2	B4_tumor_stroma_ratio	200	0.13193141653001128
GSM7980869_LPTC-2	LPTC	M1_M2	C2_spatial_celltype_entropy	200	0.15301935578684167
GSM7980869_LPTC-2	LPTC	M1_M2	n_thy	200	0.019175509739825177
GSM7980869_LPTC-2	LPTC	M1_M2	n_fib	200	-0.14932583209082081
GSM7980869_LPTC-2	LPTC	TLS	B4_tumor_stroma_ratio	200	-0.09745953149184447
GSM7980869_LPTC-2	LPTC	TLS	C2_spatial_celltype_entropy	200	-0.040161368259034345
GSM7980869_LPTC-2	LPTC	TLS	n_thy	200	-0.21235281147984325
GSM7980869_LPTC-2	LPTC	TLS	n_fib	200	-0.25709093527363636
GSM7980869_LPTC-2	LPTC	DM1_like_score	B4_tumor_stroma_ratio	200	-0.27712281033887065
GSM7980869_LPTC-2	LPTC	DM1_like_score	C2_spatial_celltype_entropy	200	-0.30340247987935454
GSM7980869_LPTC-2	LPTC	DM1_like_score	n_thy	200	-0.2931511004052975
GSM7980869_LPTC-2	LPTC	DM1_like_score	n_fib	200	-0.09242218059337791
GSM7980869_LPTC-2	LPTC	RAI_8_score	B4_tumor_stroma_ratio	200	0.27712281033887065
GSM7980869_LPTC-2	LPTC	RAI_8_score	C2_spatial_celltype_entropy	200	0.30340247987935454
GSM7980869_LPTC-2	LPTC	RAI_8_score	n_thy	200	0.2931511004052975
GSM7980869_LPTC-2	LPTC	RAI_8_score	n_fib	200	0.09242218059337791
GSM7980869_LPTC-2	LPTC	Proliferation_score	B4_tumor_stroma_ratio	200	0.15868613034404047
GSM7980869_LPTC-2	LPTC	Proliferation_score	C2_spatial_celltype_entropy	200	0.17496178967803644
GSM7980869_LPTC-2	LPTC	Proliferation_score	n_thy	200	0.14004507023805815
GSM7980869_LPTC-2	LPTC	Proliferation_score	n_fib	200	0.004058975815852249
GSM7980869_LPTC-2	LPTC	EMT_score	B4_tumor_stroma_ratio	200	0.143880613146681
GSM7980869_LPTC-2	LPTC	EMT_score	C2_spatial_celltype_entropy	200	0.17424318278564765
GSM7980869_LPTC-2	LPTC	EMT_score	n_thy	200	0.13941946227217464
GSM7980869_LPTC-2	LPTC	EMT_score	n_fib	200	-0.03355352594040998
GSM7980869_LPTC-2	LPTC	CAF_ECM_score	B4_tumor_stroma_ratio	200	-0.01273934556469538
GSM7980869_LPTC-2	LPTC	CAF_ECM_score	C2_spatial_celltype_entropy	200	0.01035109029235611
GSM7980869_LPTC-2	LPTC	CAF_ECM_score	n_thy	200	-0.08376796677896335
GSM7980869_LPTC-2	LPTC	CAF_ECM_score	n_fib	200	-0.15596140327585348
GSM7980869_LPTC-2	LPTC	Hypoxia_score	B4_tumor_stroma_ratio	200	0.19211076204944705
GSM7980869_LPTC-2	LPTC	Hypoxia_score	C2_spatial_celltype_entropy	200	0.22101180859850428
GSM7980869_LPTC-2	LPTC	Hypoxia_score	n_thy	200	0.18184250042917932
GSM7980869_LPTC-2	LPTC	Hypoxia_score	n_fib	200	0.03969853208886012
GSM7980869_LPTC-2	LPTC	Epithelial_score	B4_tumor_stroma_ratio	200	0.31886705621956024
GSM7980869_LPTC-2	LPTC	Epithelial_score	C2_spatial_celltype_entropy	200	0.3316322558532343
GSM7980869_LPTC-2	LPTC	Epithelial_score	n_thy	200	0.29773551680953403
GSM7980869_LPTC-2	LPTC	Epithelial_score	n_fib	200	0.03954341060761516
GSM7980870_LPTC-3	LPTC	CD8_Teff	B4_tumor_stroma_ratio	200	0.1718274921660333
GSM7980870_LPTC-3	LPTC	CD8_Teff	C2_spatial_celltype_entropy	200	0.1956944289009876
GSM7980870_LPTC-3	LPTC	CD8_Teff	n_thy	200	0.15013072531361268
GSM7980870_LPTC-3	LPTC	CD8_Teff	n_fib	200	0.029014636114743496
GSM7980870_LPTC-3	LPTC	Bplasma	B4_tumor_stroma_ratio	200	0.06088648613387893
GSM7980870_LPTC-3	LPTC	Bplasma	C2_spatial_celltype_entropy	200	0.11260588538208312
GSM7980870_LPTC-3	LPTC	Bplasma	n_thy	200	-0.05046676005380369
GSM7980870_LPTC-3	LPTC	Bplasma	n_fib	200	-0.17262221604398004
GSM7980870_LPTC-3	LPTC	IFN_gamma	B4_tumor_stroma_ratio	200	0.3722945303479923
GSM7980870_LPTC-3	LPTC	IFN_gamma	C2_spatial_celltype_entropy	200	0.37787933392128514
GSM7980870_LPTC-3	LPTC	IFN_gamma	n_thy	200	0.43764763539956036
GSM7980870_LPTC-3	LPTC	IFN_gamma	n_fib	200	0.202840060756491
GSM7980870_LPTC-3	LPTC	M1_M2	B4_tumor_stroma_ratio	200	0.044513625544568516
GSM7980870_LPTC-3	LPTC	M1_M2	C2_spatial_celltype_entropy	200	0.08044809563613717
GSM7980870_LPTC-3	LPTC	M1_M2	n_thy	200	0.03274383806578412
GSM7980870_LPTC-3	LPTC	M1_M2	n_fib	200	-0.004087599075569552
GSM7980870_LPTC-3	LPTC	TLS	B4_tumor_stroma_ratio	200	0.004049922887707828
GSM7980870_LPTC-3	LPTC	TLS	C2_spatial_celltype_entropy	200	0.03699129956144311
GSM7980870_LPTC-3	LPTC	TLS	n_thy	200	-0.08113485684040028
GSM7980870_LPTC-3	LPTC	TLS	n_fib	200	-0.0985074506521855
GSM7980870_LPTC-3	LPTC	DM1_like_score	B4_tumor_stroma_ratio	200	-0.5202487751804753
GSM7980870_LPTC-3	LPTC	DM1_like_score	C2_spatial_celltype_entropy	200	-0.495286866489003
GSM7980870_LPTC-3	LPTC	DM1_like_score	n_thy	200	-0.6104174674080916
GSM7980870_LPTC-3	LPTC	DM1_like_score	n_fib	200	-0.31660892815150954
GSM7980870_LPTC-3	LPTC	RAI_8_score	B4_tumor_stroma_ratio	200	0.5202487751804753
GSM7980870_LPTC-3	LPTC	RAI_8_score	C2_spatial_celltype_entropy	200	0.495286866489003
GSM7980870_LPTC-3	LPTC	RAI_8_score	n_thy	200	0.6104174674080916
GSM7980870_LPTC-3	LPTC	RAI_8_score	n_fib	200	0.31660892815150954
GSM7980870_LPTC-3	LPTC	Proliferation_score	B4_tumor_stroma_ratio	200	0.31562362184029547
GSM7980870_LPTC-3	LPTC	Proliferation_score	C2_spatial_celltype_entropy	200	0.3202074784076464
GSM7980870_LPTC-3	LPTC	Proliferation_score	n_thy	200	0.42984840122376816
GSM7980870_LPTC-3	LPTC	Proliferation_score	n_fib	200	0.27167218852907804
GSM7980870_LPTC-3	LPTC	EMT_score	B4_tumor_stroma_ratio	200	0.20368344609846073
GSM7980870_LPTC-3	LPTC	EMT_score	C2_spatial_celltype_entropy	200	0.1878783378672001
GSM7980870_LPTC-3	LPTC	EMT_score	n_thy	200	0.2778325306894511
GSM7980870_LPTC-3	LPTC	EMT_score	n_fib	200	0.17233081595302455
GSM7980870_LPTC-3	LPTC	CAF_ECM_score	B4_tumor_stroma_ratio	200	-0.07448828146832313
GSM7980870_LPTC-3	LPTC	CAF_ECM_score	C2_spatial_celltype_entropy	200	-0.033813071566397165
GSM7980870_LPTC-3	LPTC	CAF_ECM_score	n_thy	200	-0.10434549953795977
GSM7980870_LPTC-3	LPTC	CAF_ECM_score	n_fib	200	-0.06673100398353833
GSM7980870_LPTC-3	LPTC	Hypoxia_score	B4_tumor_stroma_ratio	200	0.19718939464781227
GSM7980870_LPTC-3	LPTC	Hypoxia_score	C2_spatial_celltype_entropy	200	0.1798016935426091
GSM7980870_LPTC-3	LPTC	Hypoxia_score	n_thy	200	0.2758142119849054
GSM7980870_LPTC-3	LPTC	Hypoxia_score	n_fib	200	0.1803963095328006
GSM7980870_LPTC-3	LPTC	Epithelial_score	B4_tumor_stroma_ratio	200	0.3490652083021247
GSM7980870_LPTC-3	LPTC	Epithelial_score	C2_spatial_celltype_entropy	200	0.31304496686370115
GSM7980870_LPTC-3	LPTC	Epithelial_score	n_thy	200	0.3123244628496461
GSM7980870_LPTC-3	LPTC	Epithelial_score	n_fib	200	0.08433760929999826
GSM7980871_LPTC-4	LPTC	CD8_Teff	B4_tumor_stroma_ratio	200	0.06385881979403497
GSM7980871_LPTC-4	LPTC	CD8_Teff	C2_spatial_celltype_entropy	200	0.05832091418335861
GSM7980871_LPTC-4	LPTC	CD8_Teff	n_thy	200	0.05483567785589634
GSM7980871_LPTC-4	LPTC	CD8_Teff	n_fib	200	0.0200523299362083
GSM7980871_LPTC-4	LPTC	Bplasma	B4_tumor_stroma_ratio	200	-0.16681065495926067
GSM7980871_LPTC-4	LPTC	Bplasma	C2_spatial_celltype_entropy	200	-0.126418106029889
GSM7980871_LPTC-4	LPTC	Bplasma	n_thy	200	-0.4169582314305773
GSM7980871_LPTC-4	LPTC	Bplasma	n_fib	200	-0.5018005602081813
GSM7980871_LPTC-4	LPTC	IFN_gamma	B4_tumor_stroma_ratio	200	-0.05335892336710405
GSM7980871_LPTC-4	LPTC	IFN_gamma	C2_spatial_celltype_entropy	200	-0.08357062448428436
GSM7980871_LPTC-4	LPTC	IFN_gamma	n_thy	200	0.14147271690239246
GSM7980871_LPTC-4	LPTC	IFN_gamma	n_fib	200	0.34425115180629723
GSM7980871_LPTC-4	LPTC	M1_M2	B4_tumor_stroma_ratio	200	-0.06020403555526977
GSM7980871_LPTC-4	LPTC	M1_M2	C2_spatial_celltype_entropy	200	0.018002794627384244
GSM7980871_LPTC-4	LPTC	M1_M2	n_thy	200	-0.16987174193020246
GSM7980871_LPTC-4	LPTC	M1_M2	n_fib	200	-0.2687152646921402
GSM7980871_LPTC-4	LPTC	TLS	B4_tumor_stroma_ratio	200	-0.032804507673151
GSM7980871_LPTC-4	LPTC	TLS	C2_spatial_celltype_entropy	200	-0.028046099564806755
GSM7980871_LPTC-4	LPTC	TLS	n_thy	200	-0.1067478101348268
GSM7980871_LPTC-4	LPTC	TLS	n_fib	200	-0.06831725635898644
GSM7980871_LPTC-4	LPTC	DM1_like_score	B4_tumor_stroma_ratio	200	0.03748533224551989
GSM7980871_LPTC-4	LPTC	DM1_like_score	C2_spatial_celltype_entropy	200	0.09430112397981198
GSM7980871_LPTC-4	LPTC	DM1_like_score	n_thy	200	-0.27263422407277654
GSM7980871_LPTC-4	LPTC	DM1_like_score	n_fib	200	-0.5067953536930903
GSM7980871_LPTC-4	LPTC	RAI_8_score	B4_tumor_stroma_ratio	200	-0.03748533224551989
GSM7980871_LPTC-4	LPTC	RAI_8_score	C2_spatial_celltype_entropy	200	-0.09430112397981198
GSM7980871_LPTC-4	LPTC	RAI_8_score	n_thy	200	0.27263422407277654
GSM7980871_LPTC-4	LPTC	RAI_8_score	n_fib	200	0.5067953536930903
GSM7980871_LPTC-4	LPTC	Proliferation_score	B4_tumor_stroma_ratio	200	-0.027426234379393646
GSM7980871_LPTC-4	LPTC	Proliferation_score	C2_spatial_celltype_entropy	200	-0.054405083164015
GSM7980871_LPTC-4	LPTC	Proliferation_score	n_thy	200	0.15849827287008333
GSM7980871_LPTC-4	LPTC	Proliferation_score	n_fib	200	0.3039908946973942
GSM7980871_LPTC-4	LPTC	EMT_score	B4_tumor_stroma_ratio	200	0.1321303370300165
GSM7980871_LPTC-4	LPTC	EMT_score	C2_spatial_celltype_entropy	200	0.06777777069430228
