stage	gene	n_slides	mean_diff
PTC	CCL22	1	0.0821087583899498
LPTC	CCL2	1	0.082054503262043
LPTC	FTH1	4	0.08198673371225595
ATC	HMGN1	4	0.08185662142932415
PTC	TSTD1	4	0.08184517547488213
LPTC	CD37	1	0.08180991373956203
PT	HBA2	4	0.08180137258023024
LPTC	SIN3B	1	0.08180122449994087
PTC	TMEM38B	1	0.0817366554401815
PT	FBLN2	4	0.08156395668629557
LPTC	IRF6	3	0.08153209835290909
LPTC	S100A2	4	0.08151541207917035
ATC	ANAPC11	4	0.0814967229962349
ATC	PPIA	3	0.08143080770969391
ATC	CYB5B	4	0.08142850536387414
ATC	ITGA3	4	0.0813966691493988
ATC	EMC4	4	0.08137430048009264
LPTC	OAF	4	0.08110448999650544
LPTC	ANKS1A	1	0.0810125395655632
ATC	RPL27	4	0.08096903190016747
PTC	CCL5	3	0.08093155237535636
PT	IGFBP6	4	0.0808184901252389
PTC	CCDC186	1	0.08079949533566833
ATC	SNHG6	4	0.08079029060900211
ATC	PAX8	2	0.08076494187116623
ATC	RAB5B	4	0.08070482313632965
ATC	ARRDC1	3	0.08062835596501827
ATC	TNIP1	4	0.08052992820739746
LPTC	CCL17	3	0.0804857537150383
ATC	UQCRH	4	0.08043382223695517
PTC	YBX1	4	0.08019010489806533
ATC	RNPEPL1	4	0.08006565226241946
ATC	PCP4	1	0.07993334904313087
ATC	PSMB3	4	0.07987277442589402
ATC	PDLIM5	4	0.07976670563220978
ATC	MAP1B	4	0.07976634707301855
LPTC	DEPP1	4	0.07964767795056105
ATC	UBL5	4	0.0795833170413971
LPTC	SERPINH1	4	0.07952889852458611
LPTC	LPP	2	0.07943355478346348
PTC	H2AFV	4	0.07933218247490004
ATC	CCNC	3	0.07924478687345982
ATC	TPM4	4	0.0792103223502636
PTC	ATM	1	0.0791541337966919
ATC	XRCC6	4	0.07911371206864715
ATC	PXN	4	0.07911317190155387
PTC	KRT18	4	0.07906273403204978
PT	HLA-DRB5	2	0.0789654238615185
LPTC	TIPRL	1	0.07895473577082157
ATC	SORT1	1	0.07888984307646751
ATC	RPL27A	4	0.07886475138366222
ATC	RRAS	4	0.07886206172406673
ATC	MFAP4	1	0.07880130410194397
PT	FGFR1	1	0.07879035687074065
PT	SCARA5	1	0.07874094881117344
PTC	SEM1	4	0.07872802822384983
PTC	G0S2	2	0.07872522249817848
PTC	PPP1R18	1	0.07872099010273814
PTC	SFRP2	4	0.07865077257156372
PTC	CTR9	1	0.07861114526167512
PTC	TMA7	4	0.07860320340842009
ATC	RBBP4	4	0.078571368008852
LPTC	IGKC	4	0.07856135442852974
PTC	LPP	1	0.07852084189653397
PTC	NR2F1	1	0.07849441468715668
PTC	KRT8	4	0.07846626173704863
PTC	PEBP1	4	0.07844870910048485
ATC	MMP24OS	4	0.07843394484370947
ATC	GNG12	4	0.07836120203137398
ATC	POLDIP2	4	0.07836100645363331
ATC	ALOX5	1	0.07835426647216082
ATC	ATP6V1F	4	0.07817143951615435
ATC	NPTN	4	0.07813145220279694
ATC	C1orf116	1	0.07805812638252974
ATC	KIFC3	4	0.07800582237541676
ATC	VGLL4	4	0.07799126766622066
ATC	CHP1	4	0.07797187939286232
ATC	ASS1	2	0.07790772709995508
ATC	MKRN1	2	0.07790693826973438
LPTC	CD68	4	0.0778819058323279
ATC	VPS41	3	0.07785479351878166
ATC	ROMO1	4	0.07781163975596428
LPTC	BTG1	4	0.07776789460331202
PT	CD52	1	0.07774327509105206
LPTC	LTBP4	4	0.07766575564164668
LPTC	HLA-DRB5	3	0.07748835056554526
ATC	MYO1C	4	0.07742515858262777
ATC	HNRNPL	4	0.07742182118818164
LPTC	KANK3	1	0.07733886857749894
ATC	EML4	4	0.07731684856116772
ATC	DDX50	4	0.0772938821464777
LPTC	COL18A1	4	0.07727229478769004
ATC	RAB32	4	0.07725514657795429
PTC	MIR205HG	1	0.07718222960829735
LPTC	ZNF148	1	0.07709320075809956
PTC	ST6GAL1	2	0.07707450792076997
PTC	COL4A1	4	0.07706633099587634
LPTC	TNC	4	0.07700267061591148
LPTC	GAS7	1	0.07699437811970711
ATC	UBA1	4	0.07699195109307766
ATC	PLPPR2	1	0.07698615407571197
ATC	SPCS1	4	0.07698362902738154
PT	CXCL12	4	0.07694941619411111
ATC	SPINT1	1	0.07693938165903091
ATC	IGHG4	4	0.07691037654876709
ATC	CANT1	4	0.0768408440053463
PTC	COX6C	4	0.07677374221384525
PTC	CSTB	4	0.07668709568679333
LPTC	SERTAD1	3	0.0766720602599283
ATC	AHNAK	4	0.07663203403353691
ATC	CRIP1	4	0.07645463943481445
LPTC	CD302	2	0.07641816418617964
ATC	FLAD1	4	0.07640191912651062
ATC	KIAA1522	1	0.07632144447416067
PT	SERPING1	4	0.07627461291849613
ATC	PSMB10	4	0.07626157626509666
LPTC	ACTB	4	0.0762398662045598
LPTC	CTSO	2	0.0760545521043241
ATC	ATP5MD	4	0.07604531943798065
PTC	RAC2	2	0.07592975471925456
ATC	SUMO2	4	0.07585619390010834
LPTC	RCN3	3	0.0758373097050935
PTC	CEP350	1	0.07582325208932161
PTC	HTRA1	4	0.07577748759649694
PTC	HNRNPDL	4	0.07573448745824862
LPTC	ZNF579	2	0.07569565903395414
PTC	UQCR10	4	0.07568788109347224
LPTC	VCAN	4	0.07563809538260102
ATC	AL627171.2	3	0.07563323946669698
PT	TPPP	1	0.07551292330026627
ATC	TSG101	4	0.07551157474517822
PTC	RGMB	1	0.07545151934027672
ATC	B4GALT2	4	0.07544852048158646
LPTC	LAMA2	1	0.0753714106976986
PTC	MRPL47	1	0.07536247558891773
LPTC	THBD	1	0.07536156894639134
ATC	FCGR2A	4	0.0753512755036354
PTC	SEC61B	4	0.07518825260922313
LPTC	PIAS2	1	0.07499943301081657
LPTC	ZNF483	2	0.07497952412813902
PT	IGLC1	3	0.07495617866516113
ATC	VMP1	4	0.07494599744677544
ATC	WRNIP1	4	0.07494596019387245
LPTC	PARD6B	1	0.07489845901727676
PTC	SRP14	4	0.07486225664615631
ATC	PPIC	3	0.07485666871070862
PT	COL6A2	4	0.07482687779702246
PT	MFGE8	4	0.07476294040679932
ATC	CRB3	1	0.07475128886289895
ATC	TXNL4A	4	0.07461398839950562
PTC	BDP1	1	0.0746122170239687
LPTC	ADH1B	1	0.07451170682907104
ATC	CUX1	4	0.07449268291748012
LPTC	MRGPRF	1	0.0744202695786953
PT	C1QTNF1	4	0.07439961051568389
ATC	GALNT1	4	0.07439500652253628
PT	PLAC9	4	0.07431742432527244
ATC	MIIP	3	0.07430311944335699
PTC	LAD1	1	0.07425277680158615
LPTC	SH3BGRL3	4	0.07424451824044809
ATC	TARS	4	0.07422750303521752
ATC	AKAP1	2	0.07422230020165443
ATC	NME1	4	0.07416751980781555
ATC	LAMA5	4	0.07411517947912216
ATC	RPL38	4	0.07410765439271927
PTC	RPL6	4	0.07403442356735468
LPTC	TYROBP	4	0.07403258327394724
LPTC	HIBCH	1	0.0740041509270668
ATC	REX1BD	4	0.07395476941019297
PT	DSTN	4	0.07394927507266402
ATC	BCKDK	4	0.07394884899258614
ATC	SEC24C	4	0.07391143776476383
ATC	SNRPB	4	0.07385987509042025
PT	FXYD1	4	0.07385392079595476
PT	BEX3	4	0.07384904372156598
LPTC	FKBP11	2	0.07381237344816327
PTC	DMKN	4	0.07380321342498064
ATC	VARS	4	0.07371296919882298
ATC	C9orf16	4	0.07370367739349604
ATC	RAMP2	3	0.07368054706603289
PT	TERF1	1	0.07367118261754513
ATC	ERAP2	2	0.07354406733065844
ATC	DDB1	4	0.07349543645977974
PT	HLA-DRA	4	0.07343551027588546
ATC	CD34	2	0.07341817393898964
ATC	STARD3	3	0.07339713349938393
ATC	ORMDL2	4	0.07337135821580887
ATC	NFYC	2	0.07334069721400738
PT	RPL14	4	0.073270722059533
PTC	PARD6B	1	0.0732311112806201
LPTC	MFAP2	3	0.07310150501628716
ATC	ITPRIPL2	4	0.07304978370666504
ATC	COL8A1	2	0.07304920069873333
LPTC	MIA3	1	0.07303829118609428
ATC	MRPL23	4	0.07299645058810711
ATC	THBD	3	0.07295089587569237
PTC	EPCAM	4	0.07286180835217237
PT	COL3A1	4	0.07279832815402187
PT	FAM111A	1	0.07264844153542072
PT	CTSK	1	0.07258497923612595
ATC	POLR2I	4	0.07256720587611198
LPTC	PRKAR2A	1	0.0725111118517816
PT	IFI30	4	0.07242364366538823
PTC	JMJD1C	1	0.07239533215761185
LPTC	FXYD6	2	0.07238551019690931
LPTC	ZNF330	1	0.07235940359532833
LPTC	TMEM70	1	0.07232073694467545
PTC	ACTG1	4	0.07230041990987957
PT	CD248	1	0.0722711319103837
ATC	RAD23B	4	0.07221298478543758
PTC	DKK3	4	0.07212380389682949
ATC	MRPS18B	4	0.07209126837551594
PTC	SMCHD1	1	0.07205810397863388
ATC	CSRP1	4	0.07202218472957611
PT	SAT1	4	0.0719841422396712
PTC	RBM27	1	0.07197991013526917
PT	COTL1	3	0.07192600813383858
PTC	EEF1G	4	0.07190074399113655
ATC	NDUFB9	4	0.07186794653534889
ATC	NDUFB10	4	0.0717510487884283
LPTC	AQP1	4	0.07168173231184483
PTC	SLIT2	1	0.07163347862660885
ATC	ARL6IP5	4	0.07163156848400831
ATC	LSM14A	4	0.07162473164498806
PTC	HSP90AB1	4	0.07162215933203697
ATC	PGLS	4	0.0715297986753285
ATC	LRP10	4	0.07150958199054003
ATC	PSMA6	4	0.07150852121412754
PTC	ATP5F1E	4	0.07147220335900784
ATC	CEP170B	1	0.0714708473533392
ATC	VPS37B	4	0.07145088165998459
ATC	SOGA1	1	0.07142711244523525
PTC	DDX60	1	0.07142679393291473
PTC	MUSTN1	1	0.07142503187060356
PTC	HNRNPA3	4	0.07141813659109175
ATC	PPP1R14B	4	0.07138250768184662
ATC	UQCRB	4	0.07137919217348099
LPTC	RND1	1	0.07136054197326303
ATC	H1FX	4	0.0713582243770361
PTC	FLT1	1	0.07127702236175537
PTC	RARRES2	4	0.07124545238912106
ATC	RALA	4	0.07121192011982203
ATC	ANAPC16	4	0.07118802791956114
PTC	COL1A1	4	0.07110555842518806
ATC	ESYT2	4	0.07109301164746284
LPTC	ZNHIT3	2	0.07105098167085089
ATC	CIAO2B	4	0.07101359125226736
ATC	SRPRA	4	0.07100174389779568
LPTC	LAPTM5	4	0.07100120105315
ATC	INPPL1	3	0.07098518498241901
ATC	ASAH1	4	0.07095000892877579
ATC	MROH1	1	0.07093001902103424
ATC	PARP14	4	0.07084181718528271
ATC	RPS20	4	0.07077215611934662
ATC	C2	4	0.07074070256203413
ATC	IGFBP7	4	0.07070288062095642
LPTC	RAB29	1	0.07067445106804371
PTC	RPS7	4	0.07063381001353264
ATC	HADHA	4	0.07062859321013093
ATC	IGFLR1	4	0.07058356329798698
ATC	HTT	4	0.07054303400218487
LPTC	TPSB2	1	0.07054084911942482
LPTC	MARCKS	4	0.0705316448584199
PTC	NDUFB2	4	0.07050851173698902
ATC	SEC61G	4	0.07050193473696709
ATC	PPP1R13L	3	0.07049712538719177
ATC	JCHAIN	2	0.07047775387763977
LPTC	ABCA8	1	0.07046915963292122
PTC	SSH3	2	0.07045766059309244
ATC	IL6ST	4	0.07041533477604389
PTC	ELK4	1	0.07034529186785221
ATC	EMILIN2	4	0.07031736150383949
ATC	RPL18	3	0.07027997821569443
ATC	OSTC	4	0.07022458128631115
LPTC	PEX11B	1	0.07021769508719444
PT	APOE	4	0.07018541789148003
PTC	SNHG5	4	0.07002455368638039
LPTC	LRRC32	3	0.07001196406781673
ATC	RHOC	4	0.0698997713625431
LPTC	PMP22	4	0.06987943639978766
ATC	SLIRP	4	0.06987621448934078
ATC	SRI	4	0.06984958797693253
PTC	CRISPLD2	2	0.06984863243997097
ATC	SLC16A3	4	0.0698359627276659
PT	C1QC	1	0.06977932155132294
ATC	SGPL1	3	0.06976769166067243
ATC	CLIC1	4	0.06976456753909588
ATC	TUBB3	4	0.06970381364226341
PTC	PRELP	4	0.06969639007002115
ATC	CDC42EP1	4	0.0696523655205965
ATC	TMBIM1	4	0.0696379654109478
LPTC	PPIL4	1	0.0695762149989605
ATC	POMP	4	0.06956314481794834
ATC	TMEM263	3	0.06944181118160486
ATC	TSPAN3	4	0.06943459715694189
ATC	NDUFS6	4	0.06939094886183739
PTC	TCF4	4	0.06935920563773834
LPTC	SPARCL1	4	0.06934160552918911
LPTC	SLC2A1	3	0.069292144694676
ATC	MTX1	4	0.06924585625529289
ATC	TMEM265	1	0.06922915205359459
ATC	CSNK2B	4	0.06916189286857843
LPTC	GPC3	1	0.06914079934358597
PTC	LYPLA1	1	0.06909770518541336
PT	FN1	4	0.06909507419914007
LPTC	CD14	4	0.06907923379912972
ATC	AKT1	4	0.06904306076467037
ATC	PSMA4	4	0.06895053014159203
ATC	PTGS2	1	0.06891158409416676
ATC	RNASE1	4	0.06883925199508667
ATC	STX16	4	0.06883291900157928
LPTC	MARVELD2	1	0.0686485692858696
LPTC	KLK7	1	0.0685559420962818
ATC	ULK1	1	0.06847242824733257
ATC	SRGN	4	0.06841722875833511
ATC	RPS19	3	0.0683867335319519
PTC	FAU	4	0.06838583294302225
ATC	SHFL	3	0.06835991982370615
ATC	C15orf39	3	0.0683438959531486
LPTC	ICAM2	3	0.06827895902097225
PT	METTL27	1	0.06827258877456188
ATC	SPNS1	4	0.06825487967580557
PTC	C11orf96	4	0.06825024986028438
PT	LRP1	4	0.06824815447907895
ATC	VAPA	4	0.06818578043021262
ATC	CXXC5	1	0.06815500184893608
PTC	MYC	1	0.06813616678118706
LPTC	BIRC3	1	0.06809590570628643
LPTC	FKBP10	4	0.06808742508292198
LPTC	PFN1	4	0.06806213222444057
LPTC	COL5A3	1	0.06803750991821289
ATC	SCOC	3	0.0680234543979168
ATC	NFIC	4	0.06794675812125206
LPTC	PAN3	1	0.06787997670471668
PT	C1QB	3	0.06782018455366294
PTC	SNRPD2	4	0.0677570356105548
LPTC	ADAP1	1	0.06774347089231014
LPTC	SERPINE2	4	0.0677033377578482
ATC	SEC61B	4	0.06760366074740887
ATC	TRIM47	3	0.06759975478053093
ATC	HSPB1	4	0.06757545471191406
ATC	ERH	4	0.06755468063056469
PT	ACTN1	3	0.06749208255981405
ATC	DEGS1	4	0.0674772197380662
LPTC	CTSK	3	0.06742046680301428
PTC	ATP5ME	4	0.06741560343652964
ATC	PSMA2	4	0.06741097383201122
PTC	TOMM7	4	0.06736082024872303
LPTC	SECISBP2L	2	0.0673408528091386
PT	HLA-DPB1	4	0.06727996119298041
ATC	NPEPPS	3	0.06724223867058754
ATC	PDCD2	4	0.0672172736376524
ATC	PTPMT1	4	0.06716806069016457
LPTC	LPAR6	2	0.06716599827632308
ATC	CTNNB1	4	0.06713204737752676
PT	ICAM2	4	0.06711980537511408
PT	NAMPT	1	0.06710439920425415
ATC	MICU1	2	0.06706898100674152
PT	CD74	4	0.06706136791035533
PT	FBLN7	1	0.06705501582473516
PT	CD99L2	1	0.06705470569431782
ATC	ADORA1	1	0.06704232841730118
ATC	STOM	4	0.06703517818823457
PTC	COMMD6	4	0.06693412736058235
ATC	TLN1	4	0.06692617014050484
ATC	GPBP1	4	0.06686995830386877
PTC	SPINT2	4	0.06685421848669648
LPTC	EEA1	1	0.0668287742882967
ATC	VEGFC	4	0.0667366599664092
ATC	GNAI2	4	0.06667418498545885
LPTC	GGT5	4	0.06652627547737211
PTC	STK17B	1	0.06649675220251083
ATC	CCT3	4	0.0664949668571353
LPTC	FBLN5	1	0.06641889363527298
PT	LSP1	3	0.06638058414682746
ATC	NUBP2	4	0.06636500544846058
ATC	TAGLN2	4	0.06633222289383411
ATC	TXNDC5	4	0.06629246147349477
ATC	PKM	3	0.06628258526325226
PTC	ZNF483	1	0.06627716310322285
ATC	PLP2	4	0.06627037283033133
PTC	LAMC2	3	0.06626969702908052
ATC	MAGED2	4	0.06624864414334297
ATC	TNFSF12	1	0.06624168995767832
ATC	CCND2	4	0.06622964609414339
ATC	SELENOS	4	0.06622189097106457
ATC	TRAPPC5	4	0.06614060141146183
PTC	SNRPN	4	0.06608609994873405
LPTC	MAP3K20	2	0.06607725098729134
LPTC	SERPINE1	3	0.06600804999470711
PT	PLTP	3	0.06599629761573549
PT	PDLIM7	3	0.0659783190737168
PTC	COX4I1	4	0.06595347076654434
PTC	PLSCR1	1	0.06587469205260277
PTC	NOP10	4	0.06579807121306658
ATC	PLCD3	1	0.0657928716391325
PTC	HSP90AA1	4	0.06578399986028671
PTC	SEPTIN2	4	0.06578377389814705
PTC	PLXDC2	3	0.06577731172243755
ATC	ADGRA2	1	0.0657678171992302
PT	ASAH1	4	0.06575141311623156
ATC	SLC39A1	4	0.06573707982897758
LPTC	HLA-E	4	0.06559332576580346
ATC	PIGQ	3	0.06558526866137981
LPTC	KRT17	3	0.06558157751957576
PTC	POLR2L	4	0.06557753519155085
LPTC	CSRP1	4	0.06556612654821947
ATC	CYB5R3	4	0.0655384510755539
PTC	RPS3	4	0.06548828445374966
PT	ENG	4	0.06548275495879352
ATC	EIF2S3	4	0.06547937169671059
PT	RPS28	2	0.06542825326323509
PT	TPO	4	0.06537074223160744
ATC	TSPO	4	0.06528322771191597
ATC	PUF60	4	0.06525313295423985
ATC	ADAMTS4	2	0.06519772112369537
PTC	TRMT112	4	0.06519261235371232
PTC	UBE2G1	1	0.06514396157581359
LPTC	VEGFB	4	0.06513875347081921
LPTC	THBS1	4	0.06512669753283262
ATC	MAP1LC3B	4	0.06507979519665241
LPTC	STAB1	4	0.06506020075175911
PTC	RPS19	4	0.06504831928759813
ATC	RPS13	3	0.0650213435292244
ATC	NFIB	4	0.06500477343797684
LPTC	TMPRSS6	2	0.0649929977953434
LPTC	ZC3H6	1	0.0649850144982338
ATC	TBC1D9B	4	0.06497219949960709
ATC	COX6C	4	0.06496809422969818
PTC	FERMT3	1	0.0649273544549942
LPTC	TGFBR3	1	0.06491677556186914
ATC	SET	4	0.06484009325504303
PTC	SELENOP	4	0.06476562656462193
LPTC	LIME1	1	0.06474894285202026
PTC	PLAT	1	0.06468413071706891
ATC	MCUB	3	0.06466102600097656
PTC	HDAC1	4	0.06458809494506568
PTC	GAPDH	4	0.0645602970616892
ATC	SPATS2L	4	0.06454544328153133
ATC	RFC1	3	0.06452912837266922
ATC	ATL2	1	0.06452477048151195
ATC	AGTRAP	4	0.06451429123990238
PTC	SAMD9L	1	0.06450717011466622
PTC	H2AFZ	4	0.06449046396301128
LPTC	LGALS1	4	0.06443925201892853
ATC	SPG7	4	0.0644180211238563
ATC	MYL6	3	0.0644097700715065
ATC	CNN3	4	0.06439289814443327
ATC	PODXL	3	0.06438620388507843
PTC	H3F3B	4	0.0643663196824491
PT	DDA1	1	0.06428852025419474
ATC	FERMT2	2	0.06426433101296425
LPTC	CLDN5	4	0.0642182738520205
PTC	ATP5MG	4	0.06420894339680672
LPTC	ACP5	3	0.06416603356289367
LPTC	HEYL	1	0.06415901053696871
ATC	CNIH4	4	0.06415473949164152
ATC	SF3B3	4	0.06414220295846462
LPTC	THUMPD1	1	0.06410922855138779
LPTC	SGK1	3	0.0640974131723245
PTC	NDFIP1	4	0.06408280855976045
ATC	ACVR1	1	0.06406624242663383
PTC	BRWD1	3	0.06406263075768948
ATC	GATAD2B	2	0.06403633020818233
ATC	GNB4	4	0.06399731524288654
ATC	CMTM6	4	0.06399632315151393
LPTC	MCAM	4	0.06399380852235481
PT	RNASE1	4	0.06397193972952664
PTC	HNRNPH3	4	0.06396512541687116
PT	CFH	4	0.0639540198026225
LPTC	TNFAIP3	1	0.06395023316144943
LPTC	MMP19	1	0.06392790377140045
ATC	BCL7B	2	0.06391497701406479
ATC	DIAPH1	3	0.0638749897480011
LPTC	CALD1	4	0.06387465796433389
ATC	DRAM2	2	0.06385025940835476
PTC	ATP1A1	4	0.06384318228811026
ATC	SDCCAG8	2	0.06381104420870543
LPTC	SNHG18	1	0.06378534808754921
ATC	NDUFA3	4	0.06377548165619373
PTC	HBA2	4	0.06376336654648185
ATC	BHLHE41	2	0.06375727755948901
LPTC	USP53	1	0.06374648911878467
ATC	SBDS	4	0.06373751908540726
ATC	PPP2R1A	4	0.06367762200534344
LPTC	COL12A1	3	0.06365337673923932
PTC	LBR	1	0.06363341957330704
ATC	ARPC2	4	0.0636229885276407
LPTC	KLF2	4	0.06352090882137418
PTC	ZEB2	1	0.06350579299032688
PTC	TUBB4B	4	0.06338578977738507
ATC	PSMD14	4	0.06338525097817183
PTC	ITGA6	1	0.06337976083159447
PTC	CFAP20	1	0.06336245872080326
ATC	GSPT1	4	0.06334037100896239
PT	PRELP	4	0.06330187286948785
LPTC	WDSUB1	1	0.06319699343293905
ATC	ETF1	4	0.06318951258435845
PTC	TXNDC5	4	0.06318691559135914
LPTC	PTH1R	1	0.06312943063676357
ATC	CTBP2	4	0.06312674283981323
ATC	PRKDC	4	0.0631234161555767
ATC	CTSL	4	0.06310684606432915
LPTC	FAM43A	1	0.06309215165674686
PT	MAP1B	1	0.06303635612130165
ATC	ELOF1	4	0.06297707743942738
PTC	HMCES	4	0.06290252692997456
LPTC	KCTD12	4	0.06286994146648794
PTC	OST4	4	0.06285860016942024
LPTC	GMFG	2	0.06283359532244503
ATC	TAF1D	4	0.0628297720104456
ATC	WBP1	2	0.06279208231717348
ATC	GPCPD1	3	0.0627701673656702
LPTC	FGD5	1	0.06275279819965363
PTC	RPLP2	4	0.06274991296231747
LPTC	CD81	4	0.0627354554599151
ATC	BRK1	4	0.06262930110096931
ATC	HLA-DOA	2	0.06258117407560349
PTC	S100A2	4	0.06252633954863995
LPTC	OSTF1	1	0.062405722215771675
LPTC	MT1M	1	0.06232110410928726
PTC	MMP2	4	0.06231472361832857
ATC	SNX22	1	0.06229705596342683
PTC	UQCRQ	4	0.0622901200549677
PTC	SUCO	2	0.06227400666102767
ATC	SNRPG	4	0.0622385818278417
ATC	LGALS1	3	0.0622280091047287
ATC	LPCAT2	1	0.062216294929385185
ATC	NOL3	2	0.06217541545629501
PTC	EIF2D	1	0.06216427587060025
LPTC	MHENCR	1	0.06215283274650574
ATC	ATP6V1G1	4	0.06212815083563328
ATC	DMAC1	4	0.062103371135890484
ATC	HM13	4	0.06207011640071869
PTC	CDH1	4	0.06206345418468118
PTC	APH1A	4	0.06203702138736844
PTC	MSH6	1	0.06198392016813159
LPTC	HTRA1	4	0.06193304434418678
ATC	ERBIN	4	0.061925371177494526
PTC	PET100	4	0.06190594274085015
LPTC	DCBLD2	4	0.061888116877526045
LPTC	SLC23A2	1	0.061857400462031364
LPTC	C1QTNF1	3	0.06185273018976053
PTC	PDE7A	1	0.0618211030960083
ATC	DHRS7	4	0.061783699318766594
LPTC	HHATL	1	0.06176521070301533
ATC	FEZ2	3	0.0617346812505275
LPTC	MMP13	1	0.06167912110686302
PT	CALR	4	0.061647046357393265
ATC	RAB25	1	0.06156471371650696
ATC	FAM234A	3	0.06154891988262534
PTC	PLCG2	1	0.061537403613328934
PT	SPINT2	4	0.06149429269134998
PT	ZNF768	1	0.061461067758500576
ATC	UBXN1	4	0.06144133768975735
PTC	GOPC	2	0.061436268500983715
ATC	EPB41L4B	1	0.061375467106699944
PTC	COL16A1	4	0.061343203065916896
ATC	CPE	2	0.06133577972650528
PT	CTSB	4	0.061327756964601576
ATC	RPL21	3	0.06131869554519653
LPTC	USP19	1	0.06128326430916786
LPTC	TUBA1B	4	0.06124902609735727
LPTC	KANK1	2	0.06118322489783168
PT	C1S	4	0.061181250028312206
PTC	AEBP1	4	0.06117352098226547
ATC	RCC2	4	0.0611460916697979
ATC	DPYSL3	3	0.06114594847895205
LPTC	CLEC11A	3	0.06113080979169657
PTC	RUFY3	4	0.06111784867243841
PTC	EIF3I	4	0.061102413572371006
ATC	PRRC1	4	0.06106668338179588
ATC	FLNA	4	0.06105341017246246
ATC	TAPBP	4	0.06095524877309799
ATC	ARID1B	2	0.060929885134100914
ATC	ATP5PO	4	0.060913375578820705
ATC	TMEM120A	3	0.06091277860105038
PTC	NDUFA1	4	0.06083611844223924
ATC	TMED2	4	0.060796722769737244
ATC	HSPA4	4	0.06071162037551403
LPTC	ELN	4	0.06069541908800602
PTC	BBS2	1	0.06069534830749035
ATC	ATP5F1B	4	0.06066960096359253
ATC	NSD3	3	0.06066491547971964
ATC	TSPAN1	2	0.060654252767562866
PTC	NAP1L1	4	0.06061492208391428
ATC	CNTN6	1	0.06059733219444752
ATC	STIM1	2	0.060567570850253105
LPTC	PKNOX1	1	0.06052228156477213
LPTC	F13A1	4	0.060519528575241566
ATC	THBS2	2	0.060496389865875244
ATC	RPL11	3	0.06044576317071915
ATC	DCTN2	4	0.060444166883826256
LPTC	TENT2	1	0.06036849319934845
PTC	ZNF330	1	0.060349879786372185
PTC	UBL5	4	0.06032017554389313
LPTC	EPG5	1	0.06030968204140663
LPTC	JAK3	1	0.06030699051916599
LPTC	ARID5A	1	0.06027744710445404
ATC	FMC1	3	0.060276055708527565
PTC	TBL1XR1	4	0.06026700417714892
LPTC	ATP2A3	1	0.060184693429619074
LPTC	B3GNT3	2	0.060160158202052116
PTC	COX17	4	0.06012848950922489
ATC	RBMX	4	0.06001174822449684
ATC	LAPTM4B	4	0.05999977607280016
LPTC	NDRG1	4	0.0599596609827131
PT	SLC16A11	1	0.05995160900056362
LPTC	PFDN4	2	0.05993276438675821
LPTC	HMGA2	3	0.059872533505161606
PT	IFITM2	4	0.059826013166457415
LPTC	ADRA2A	2	0.05979172931984067
ATC	GINM1	3	0.059789068065583706
ATC	ETV5	3	0.059591989032924175
PTC	SELENOW	4	0.059590140357613564
PTC	CUL3	4	0.059541706927120686
PTC	TPM4	4	0.05952688725665212
ATC	NDUFA7	4	0.05948199890553951
LPTC	ITGB5	4	0.05946688650874421
PT	SMTN	3	0.059429590279857315
LPTC	PTGS2	1	0.05935069918632507
ATC	BMP7	1	0.05933341197669506
LPTC	TMEM60	1	0.05932085227686912
LPTC	SFRP4	4	0.05931706354022026
ATC	MAZ	4	0.05927850306034088
ATC	RNF19B	3	0.059254324063658714
ATC	ABCF2	4	0.059254007413983345
PTC	ARF1	4	0.05923230922780931
ATC	UBE2B	4	0.05921523459255695
ATC	TP53BP1	2	0.05920422828057781
ATC	RPS27L	4	0.0592004731297493
PTC	SUB1	4	0.05918447277508676
ATC	ETS1	4	0.059175560250878334
ATC	TSPAN6	1	0.059155626222491264
ATC	ATP2B1	3	0.05913808103650808
ATC	MFSD10	4	0.05907865799963474
ATC	DPM3	4	0.05907266028225422
LPTC	FAM49A	2	0.05906598549336195
LPTC	PLPBP	1	0.05904781725257635
ATC	NDUFB4	4	0.05903470329940319
PTC	SAT1	4	0.05899766366928816
ATC	APOL2	4	0.058962296694517136
PTC	UBE2Q2	1	0.05891735479235649
PTC	MARCKS	4	0.0589035009033978
ATC	RPL36A	3	0.05888552963733673
PTC	MPP5	1	0.05882501672022045
PTC	PCBP2	4	0.058719790540635586
PT	TSTD1	4	0.05869030312169343
PTC	HNRNPC	4	0.058667887933552265
LPTC	TSPAN4	4	0.058654317137552425
LPTC	SLC25A46	1	0.05862999148666859
ATC	SLPI	3	0.05860090255737305
PT	FMNL2	1	0.05857912823557854
PTC	HINT1	4	0.05857337638735771
LPTC	EGFL7	4	0.05854259594343603
LPTC	CKB	4	0.058532639406621456
ATC	RBM8A	4	0.05853210005443543
ATC	RPL26	3	0.05852782726287842
PTC	RPS27A	4	0.05851530283689499
LPTC	RNF128	3	0.05851389397867024
PTC	AKNA	3	0.058508685401951276
PT	HLA-C	4	0.05850304663181305
ATC	AFG3L2	4	0.0584720503538847
PTC	BCAP31	4	0.058400508016347885
ATC	RPL14	3	0.05839283764362335
ATC	BLOC1S1	4	0.05836572634871118
PT	CKLF	2	0.05830631963908672
