stage	gene	n_slides	mean_diff
LPTC	NOP56	4	0.040504205506294966
ATC	CTSD	4	0.040495749562978745
PTC	IFI27L2	4	0.04048648109892383
ATC	S100A16	4	0.04047751426696777
LPTC	MAGI1	1	0.04047579178586602
ATC	LSM7	4	0.04047227278351784
ATC	GBP1	4	0.04047154262661934
LPTC	CCS	4	0.04046598728746176
LPTC	KRT18	4	0.040465516038239
PTC	IRF1	1	0.04045478935131541
PTC	TNFRSF1B	2	0.04044869029894471
ATC	HEBP2	4	0.04042844474315643
PT	SGF29	2	0.04042325681075454
PT	SH3BGRL3	4	0.04041177760518622
ATC	TADA3	4	0.040400341153144836
ATC	NIPAL3	1	0.04039492178708315
ATC	EIF3F	4	0.040375858545303345
LPTC	SETD7	1	0.04037364851683378
ATC	AIP	4	0.04037078726105392
ATC	CCDC90B	3	0.04036335181444883
PTC	JKAMP	1	0.04035918042063713
PTC	SERP1	4	0.04035401321016252
PTC	VOPP1	4	0.04035080474568531
LPTC	SLFN5	2	0.04034010198665783
ATC	ARID4B	3	0.04032536130398512
LPTC	NR2F2	4	0.04032257688231766
LPTC	GPC1	3	0.040314401810367904
ATC	MRPL51	4	0.04027526255231351
PTC	CDC42BPG	2	0.04027044400572777
LPTC	SPHK1	3	0.04025388198594252
PTC	CD46	4	0.04023929429240525
PTC	ASAH1	4	0.04023591708391905
PTC	UBA52	4	0.04022874403744936
LPTC	DDX3X	4	0.04022366524441168
LPTC	ANKS6	2	0.04020152299199253
PTC	SNHG7	4	0.04017596039921045
PTC	APPL1	1	0.04014440439641476
ATC	CARHSP1	4	0.040123225189745426
PTC	COX20	4	0.04011678777169436
PTC	DPM3	4	0.040115877520293
LPTC	SEC14L2	2	0.04010404436849058
PTC	ELOC	4	0.040103784296661615
PT	CRIM1	4	0.04008977534249425
ATC	TMED1	2	0.04008060693740845
ATC	ACTN4	4	0.04007616825401783
LPTC	MCUR1	2	0.04006659588776529
ATC	PDAP1	4	0.04004857409745455
ATC	PDGFC	3	0.040047275833785534
ATC	UBALD2	4	0.04004321247339249
ATC	DST	4	0.04004309908486903
PTC	CCNG2	4	0.04004266066476703
PTC	SF3B2	4	0.04003638314316049
PT	PCNP	4	0.04001807526219636
ATC	SLBP	4	0.04000406339764595
LPTC	CCDC85B	4	0.040003193033044226
ATC	PTMS	4	0.03998987330123782
PT	F11R	4	0.039971020829398185
PTC	PASK	1	0.03995591402053833
PTC	SH3BGRL3	4	0.03994569805217907
ATC	NAB1	3	0.03994233999401331
PTC	PTRHD1	4	0.039919126546010375
ATC	PLRG1	4	0.03990514203906059
PTC	SLIRP	4	0.039883995428681374
LPTC	CYFIP2	3	0.039867705355087914
LPTC	DYNC2LI1	1	0.039861143566668034
LPTC	IER5	4	0.03986112680286169
ATC	WWC1	1	0.03985106851905584
ATC	INHBA	3	0.03982913680374622
PTC	METTL3	1	0.039822919643484056
PTC	DST	2	0.039815463591367006
PTC	SVIP	4	0.039815142285078764
LPTC	CAPZB	4	0.0398116463329643
PT	RAMP3	4	0.03980784631858114
PTC	RAB4A	4	0.03980731783667579
PTC	PDAP1	4	0.039806646935176104
LPTC	COA6	2	0.039804666535928845
PTC	RPS21	4	0.03980293031781912
PTC	TMEM256	4	0.039772893069311976
LPTC	EIF3E	4	0.03976932121440768
ATC	TGOLN2	4	0.039763735607266426
PT	FGD3	1	0.03975107613950968
PTC	KLC1	4	0.039736335224006325
PTC	TACC1	4	0.03972227228223346
ATC	ERGIC3	4	0.03972129710018635
LPTC	MIB1	3	0.03971080124999086
LPTC	JKAMP	2	0.039678622502833605
PT	ANP32E	1	0.03967636404559016
ATC	ARHGAP1	4	0.039676344487816095
LPTC	PDGFRA	1	0.0396738164126873
PTC	TOP1	4	0.03966298373416066
ATC	SURF4	4	0.03965945169329643
PTC	MRPL49	3	0.03965546004474163
PTC	LSM8	4	0.03965032135602087
ATC	ZBTB8OS	3	0.03964748326689005
PT	ARL6IP5	4	0.039647300727665424
ATC	EFCAB14	4	0.039622534066438675
ATC	MTCH1	4	0.039618054404854774
PTC	SERPINH1	4	0.039615013636648655
LPTC	ELP5	1	0.03961171628907323
ATC	IL4R	4	0.0396089197602123
PT	ARID5A	1	0.03959837928414345
ATC	ZFHX3	1	0.0395955964922905
LPTC	BUD23	4	0.03956762934103608
ATC	RNASEH2C	4	0.039555687457323074
PTC	PARP1	4	0.03955266252160072
ATC	FEM1B	3	0.039550332352519035
PTC	SLC25A39	4	0.03954054170753807
LPTC	CORO6	2	0.039504971355199814
PT	MET	3	0.03950418019667268
ATC	MRPL15	4	0.03948924544965848
ATC	DCTN5	4	0.039456878788769245
PTC	SRCAP	4	0.03944403165951371
ATC	SGPP2	1	0.03944289684295654
ATC	ORAI3	2	0.03944195527583361
PTC	PRELID1	4	0.0394296171143651
LPTC	PLXDC2	4	0.039428096264600754
LPTC	KAT6A	1	0.039426642877515405
PTC	HUWE1	4	0.03940693591721356
PT	PLEKHA1	3	0.0393983181566
ATC	AHCYL1	2	0.039394914638251066
ATC	AHNAK2	4	0.03938492387533188
PTC	C16orf58	4	0.039376597036607563
ATC	YY1AP1	4	0.039327456848695874
ATC	SEPTIN8	1	0.03932620491832495
PTC	SH3YL1	4	0.039289096370339394
PT	COX4I2	1	0.0392887806519866
PT	SNU13	4	0.039283811405766755
LPTC	PRELP	4	0.03928176360204816
PT	FGL2	4	0.03927454807126196
PT	INMT	4	0.039256583142559975
ATC	ZMYM3	1	0.03925446840003133
ATC	PALLD	3	0.03925161808729172
PTC	PSME1	4	0.03924836916849017
LPTC	CARD8	1	0.03923159837722778
LPTC	SDHC	4	0.039207195688504726
ATC	NUDT16	4	0.039180596359074116
ATC	EIF4G3	3	0.03917662613093853
ATC	TXN	4	0.03917259722948074
PTC	GALM	1	0.03916850034147501
LPTC	KMT5A	1	0.039164389949291945
LPTC	D2HGDH	3	0.03916347826210161
PT	GNAS	4	0.03915775427594781
ATC	PSEN1	4	0.03915351163595915
LPTC	NDUFAF2	2	0.03915335889905691
ATC	CERCAM	3	0.03914811089634895
PTC	GBP2	4	0.03914521919796243
PTC	FUNDC2	4	0.039143520407378674
PTC	SEPTIN9	4	0.039141035405918956
LPTC	CHPF	4	0.039134415055741556
ATC	DUT	4	0.03913336619734764
ATC	SAMM50	3	0.0391279011964798
ATC	PHLDA1	4	0.03912630118429661
LPTC	GRN	4	0.039113163482397795
PTC	ATP5MD	4	0.03908110596239567
ATC	PRRC2A	4	0.039079831913113594
ATC	ARPC5	4	0.039053648710250854
LPTC	ECE1	4	0.03904850862454623
PTC	HSPE1	4	0.03903575660660863
PTC	COL17A1	1	0.03903493657708168
ATC	THRAP3	4	0.03903374634683132
PT	DDX18	2	0.039023885037750006
PT	NEBL-AS1	1	0.039006465347483754
PT	LIMS2	4	0.03899685374926776
ATC	CTSZ	4	0.03899022564291954
ATC	IGF2BP2	4	0.03898944053798914
PTC	AMD1	3	0.03898581041721627
ATC	RASA1	2	0.03898403933271766
PT	ZNF106	1	0.03898182697594166
ATC	TMEM50A	4	0.038975002244114876
ATC	PRMT5	4	0.03897405421594158
PT	STT3B	4	0.03897189907729626
ATC	UBFD1	2	0.03895761864259839
PTC	PGK1	4	0.03895369753445266
ATC	MID1IP1	2	0.0389405190362595
LPTC	CD36	1	0.03893817216157913
PT	RPS4X	4	0.03893641068134457
PTC	SAFB	4	0.038928076246520504
ATC	FNBP1	3	0.03891383111476898
LPTC	TFDP2	3	0.03891284950077534
PTC	HMGB1	4	0.03888671868480742
PT	NANOS1	1	0.03887821361422539
ATC	RPS6KA4	4	0.03887559939175844
LPTC	PLD4	1	0.0388711541891098
LPTC	TFPT	2	0.038853272795677185
ATC	UQCR10	4	0.038843002170324326
PTC	QPRT	1	0.038821070455014706
PTC	LAMA4	3	0.038816577134033046
PTC	HS2ST1	1	0.0388001399114728
ATC	SRP9	4	0.03877949342131615
PTC	TFDP2	3	0.038774706209854536
ATC	RAB22A	4	0.03876809775829315
PT	TSPAN1	4	0.038766819052398205
ATC	FMR1	2	0.0387648674659431
LPTC	ARHGAP27	1	0.0387606592848897
LPTC	HSPA1B	4	0.03875279048224911
LPTC	EDNRA	1	0.038727124920114875
ATC	SF3B6	4	0.038723123259842396
PT	CASKIN2	2	0.03872220381163061
ATC	TMEM8A	4	0.03871766850352287
PTC	PHC2	4	0.03871690627420321
ATC	C19orf48	4	0.03871569084003568
PTC	NUDT16L1	4	0.03871392097789794
PTC	CYTH2	4	0.03871066856663674
PT	PKD1	3	0.038689693280806146
ATC	SNRPD3	4	0.038686370477080345
LPTC	CD74	4	0.03868168964982033
ATC	ERRFI1	4	0.038664340041577816
ATC	TNFRSF12A	4	0.03866056352853775
ATC	GNPDA1	4	0.03864726331084967
ATC	MSR1	2	0.038638588739559054
PTC	LTC4S	4	0.03862607778864913
LPTC	TGFB1I1	4	0.03860898991115391
ATC	TSN	4	0.038604933535680175
LPTC	TXNDC5	4	0.0385970565257594
PTC	PODXL	4	0.03858663470600732
PT	MAP3K20	4	0.0385714186122641
LPTC	TMEM238	4	0.038562965812161565
LPTC	RAMP1	4	0.03855629498139024
PTC	PPP2R5C	4	0.0385405978304334
PTC	EHD2	4	0.03853682626504451
PTC	UBE2S	3	0.03853264528637131
PTC	CYTH1	4	0.0385309848934412
LPTC	PLEKHJ1	4	0.03851989423856139
ATC	FBRSL1	2	0.03851651679724455
ATC	SNAPIN	2	0.038497379049658775
LPTC	FAM122B	1	0.038491872139275074
ATC	SLC25A6	4	0.03848714381456375
PTC	COX7C	4	0.03846438601613045
ATC	PSME3	4	0.03844677470624447
PT	PLEKHH3	1	0.03840363025665283
LPTC	GRB7	2	0.038390787376556545
LPTC	G3BP1	4	0.03838673513382673
ATC	EIF3K	4	0.03838291019201279
PTC	NDUFA3	4	0.038377811666578054
ATC	PPP1R12A	4	0.03836552891880274
PTC	CD164	4	0.03835315862670541
ATC	SCD5	1	0.03833426907658577
PTC	DDX6	4	0.03833147179102525
LPTC	AAMDC	3	0.03832927532494068
ATC	GSTK1	4	0.03829463943839073
PTC	TMEM128	1	0.038278305903077126
PTC	ENSA	4	0.03825909341685474
LPTC	MCL1	4	0.038257215870544314
LPTC	ATF1	1	0.03825367987155914
PTC	YWHAE	4	0.03824426559731364
PT	LPIN3	1	0.03823098726570606
LPTC	NUCB1	4	0.038223822484724224
PT	DMWD	1	0.03821916691958904
PTC	SPINT1-AS1	4	0.03820942575111985
PTC	FAM83H	4	0.03819114074576646
ATC	PCYOX1	1	0.03818497434258461
ATC	POLR3C	1	0.03818211844190955
PT	PDLIM5	4	0.03817700652871281
ATC	SF3A3	4	0.038163620978593826
PTC	ECM1	4	0.038158713665325195
LPTC	AC118549.1	1	0.03815512731671333
ATC	MICOS10	4	0.03815494850277901
PTC	ECSCR	1	0.038144832011312246
ATC	BTF3L4	4	0.03810577106196433
PTC	SH3BGRL2	4	0.03806135058403015
PTC	ZBTB33	1	0.03804765362292528
PTC	CLK4	1	0.03804483450949192
PT	LUM	4	0.038028095179470256
PT	PTRHD1	4	0.0380205501569435
ATC	TMEM126B	4	0.03801632300019264
PT	MORF4L1	4	0.03800889952981379
PTC	P3H4	4	0.03798822103999555
PTC	PDCD5	4	0.03798715118318796
LPTC	TFPI	1	0.03798418864607811
LPTC	HOMER3	4	0.0379749268759042
ATC	CCDC47	3	0.03796247253194451
PTC	TRAPPC4	4	0.0379569124779664
LPTC	ERMP1	1	0.037945430958643556
PTC	PSIP1	4	0.037937201210297644
LPTC	CD53	1	0.037929935147985816
PTC	ACVRL1	1	0.03792552277445793
PTC	TIMP2	4	0.03791927872225642
PTC	ARGLU1	4	0.03791853156872094
ATC	TNKS2	4	0.03791274223476648
LPTC	KDM5C	1	0.0379077298566699
PT	THAP5	2	0.03789026569575071
ATC	NAMPT	4	0.03788519836962223
PTC	MAL2	4	0.037870868924073875
PTC	TEX264	4	0.03786898648831993
ATC	EHD1	4	0.03785249427892268
PT	PALM	1	0.037830835208296776
ATC	SIRT2	2	0.03782999515533447
PT	TMEM245	4	0.03782643121667206
ATC	GMFB	3	0.037818931974470615
PT	EPHA4	2	0.03779395343735814
LPTC	PARN	1	0.03777366317808628
PTC	EEF1D	4	0.03776907722931355
ATC	DDX18	4	0.03775794431567192
LPTC	DNAJC10	4	0.037738002953119576
LPTC	GLRX3	4	0.03772368759382516
ATC	MTLN	4	0.03772237151861191
LPTC	KIAA1109	1	0.03772202949039638
PTC	NPM1	4	0.037713903933763504
LPTC	RFC1	1	0.037706105038523674
ATC	CUL3	4	0.037699948996305466
PT	YBX1	4	0.03767046268330887
ATC	OPTN	4	0.03766270633786917
PT	NPM1	4	0.03765888405905571
ATC	BNIP3L	3	0.03765855357050896
ATC	ALDOA	3	0.03765555191785097
ATC	ZNF664	2	0.03765549883246422
PT	UQCRB	4	0.037632621359080076
PTC	PPP1CA	4	0.03763226221781224
PTC	UGCG	1	0.037629361264407635
PTC	SRSF4	4	0.03761355869937688
LPTC	LAMTOR3	3	0.03761061870803436
PTC	C1orf43	4	0.037607973674312234
LPTC	ARPC4	4	0.03760307584889233
PTC	RNF19B	1	0.03757376107387245
PTC	COX14	4	0.03757220436818898
ATC	CX3CL1	1	0.03756049834191799
PT	AKR1B1	4	0.03755374113097787
PTC	RPSA	4	0.03754006791859865
ATC	STXBP2	2	0.03752924129366875
PTC	ADAP1	1	0.03751392289996147
LPTC	MARS	2	0.03750104852952063
PT	EPCAM	4	0.037491918075829744
ATC	MAGED1	4	0.03747989609837532
LPTC	ETFRF1	1	0.03747105970978737
ATC	SNHG25	3	0.03746936842799187
LPTC	CD151	4	0.037439608946442604
LPTC	ZNF431	2	0.03741385880857706
PTC	OSBPL8	1	0.03740961477160454
ATC	SF3A1	4	0.03740144893527031
PTC	USP8	2	0.0373950288631022
LPTC	SNHG5	4	0.037391678895801306
LPTC	RPL17	4	0.03738206438720226
LPTC	C9orf16	4	0.03737377992365509
LPTC	IQCK	2	0.03736464527901262
ATC	TMEM134	2	0.03735667932778597
ATC	CYTOR	4	0.03733598068356514
ATC	ENSA	4	0.037330202758312225
PT	E2F4	2	0.037320031551644206
PTC	TSC22D3	4	0.03730760299004032
PT	ZNF384	1	0.0373013149946928
PT	GABARAP	4	0.03729881625622511
PT	TMEM147	4	0.037284666672348976
LPTC	MFSD12	3	0.03727404742191235
PTC	LSM14A	4	0.0372716854326427
PTC	SNRNP70	4	0.037260181896272115
PTC	APMAP	4	0.03724767221137881
ATC	CTNND1	4	0.037242332473397255
ATC	PDCD5	4	0.03723978530615568
PTC	HNRNPA1	4	0.03723346535116434
ATC	UBE2S	4	0.037224823608994484
ATC	FHL2	4	0.03722313791513443
LPTC	PRKCZ	2	0.037223103223368526
PTC	CUL4B	1	0.03721587441395968
PTC	EIF3E	4	0.0372134605422616
LPTC	GIMAP5	1	0.03721279976889491
ATC	ZBTB38	4	0.03720663953572512
PTC	ENAH	3	0.03720634678999583
PTC	SF3B1	4	0.037186591885983944
ATC	ARMCX2	2	0.03717789053916931
PTC	DDX18	3	0.037177093947927155
ATC	SLC11A2	2	0.037166256457567215
PT	SERPINE2	1	0.03715998912230134
LPTC	TCERG1	1	0.03715825662948191
PTC	EIF4G2	4	0.03714682999998331
PTC	NFKB1	1	0.037099109031260014
ATC	SRRM1	4	0.037098534405231476
ATC	BNIP2	4	0.0370929716154933
PTC	BCL7A	1	0.037092363461852074
PTC	RPL36A	4	0.03708492964506149
ATC	SPTAN1	4	0.03707044990733266
LPTC	RAB3GAP1	4	0.037069258047267795
ATC	ATP6V1C1	4	0.037064468720927835
PTC	PAM16	4	0.03706125437747687
LPTC	MAP2K2	4	0.03704953577835113
PTC	UBE2J1	4	0.03701887046918273
PTC	RAP2B	2	0.03701742785051465
PT	GPX3	3	0.037016655007998146
LPTC	FLI1	1	0.037013929802924395
LPTC	MTHFD1L	2	0.037012084387242794
ATC	GATD3B	3	0.03700135834515095
ATC	YWHAH	4	0.036984123289585114
PTC	IFIH1	1	0.03696853504516184
ATC	YARS	4	0.036958455108106136
PTC	JAK1	4	0.036953965260181576
ATC	CD27-AS1	2	0.0369527917355299
PTC	SNX5	4	0.03694700379855931
LPTC	ITGAE	1	0.036943075247108936
PT	CRTC2	1	0.03690666798502207
LPTC	TSC22D3	4	0.036889397306367755
PTC	AKAP11	1	0.03688460006378591
ATC	UBE2D2	4	0.03688223147764802
PTC	CLDND1	1	0.036878579296171665
PTC	NSA2	4	0.036853290162980556
PT	OAF	1	0.03684853669255972
PTC	RFNG	4	0.03684474976034835
PTC	TRAK2	4	0.03684377169702202
ATC	DCTN6	2	0.03683623019605875
ATC	ESRRA	4	0.03683410584926605
LPTC	LAMTOR4	4	0.03681401250651106
PTC	FOXP1	4	0.03681181650608778
ATC	SEPTIN7	4	0.036803116207011044
LPTC	RASIP1	1	0.03679902292788029
PT	ZNF335	1	0.03679714072495699
PT	APLP2	4	0.03678578697144985
LPTC	DNAJA2	2	0.0367638343013823
LPTC	SLC35F2	1	0.036755230743438005
PTC	CALM3	4	0.03674809983931482
PTC	ATP6V0E1	4	0.0367466678872006
LPTC	CRIPT	2	0.03674215357750654
PT	JCHAIN	3	0.03673343981305758
LPTC	HSPB1	4	0.03673243476077914
LPTC	PXDC1	3	0.03673146509875854
ATC	MICAL2	4	0.03670155815780163
PT	CCSER2	3	0.036698381106058754
PT	KANK1	2	0.03669442131649703
LPTC	SCARA5	1	0.03669247776269913
PT	RPL18	3	0.036691151559352875
PTC	GTF3C6	4	0.03668429334356915
LPTC	TRIM44	4	0.036682096659205854
PTC	PIN4	4	0.03667941119056195
PT	FSCN1	1	0.03667691443115473
ATC	BLOC1S2	2	0.036675878800451756
PT	CDKN2AIPNL	2	0.036669057328253984
ATC	ARPC1A	4	0.036661832593381405
LPTC	MRC2	4	0.03666032198816538
PT	SH3KBP1	2	0.03665779950097203
PTC	RBM4	4	0.03665543394163251
LPTC	VTI1B	4	0.03665133398317266
ATC	TMEM9B	4	0.036650365218520164
PT	SPCS2	4	0.03664284867409151
LPTC	HK1	4	0.0366045706323348
ATC	RNF128	1	0.03657774720340967
PT	PAPOLA	4	0.036559113912517205
PT	SNX3	4	0.036533902946757735
PT	RPL35	4	0.03653199225664139
LPTC	GM2A	3	0.03652075227970878
ATC	SCCPDH	3	0.03651699610054493
ATC	RPL7	4	0.036515697836875916
ATC	CHCHD10	4	0.03650947846472263
PT	BX284668.5	3	0.03650418641821792
PTC	GLOD4	4	0.03650310053490102
PTC	GADD45GIP1	4	0.03650132456095889
PT	MPRIP	4	0.036493113650067244
ATC	WDR82	4	0.03648390434682369
PT	TMEM185B	3	0.03647985107575854
PT	PLPP5	1	0.03647550381720066
PTC	CLDN4	4	0.03645977936685085
PT	PALLD	4	0.036458798829698935
ATC	RNF220	4	0.03645035810768604
ATC	TPD52L1	1	0.03644117712974548
PTC	FUCA1	4	0.03643086971715093
PTC	FNDC10	1	0.03643001439922955
PTC	PCBP1	4	0.036429491359740496
LPTC	LAMB3	4	0.03640967223327607
ATC	UBAP1	3	0.03640957921743393
LPTC	MBNL1	4	0.036400823504664004
ATC	SESN3	1	0.03638989757746458
PTC	CPNE1	3	0.03638958061734835
LPTC	MT-ATP6	4	0.03638544678688049
PTC	AC100810.1	3	0.036378905177116394
ATC	ATP5MC2	4	0.03637271001935005
PTC	LAMC1	4	0.03637101221829653
PTC	SNRPD1	4	0.03636785210983362
PTC	OAS2	1	0.036366294138133526
ATC	ANXA7	4	0.036356774158775806
LPTC	ITGA11	1	0.036346541717648506
LPTC	UBTF	4	0.03634606227160475
PT	TPPP3	2	0.03633985389024019
ATC	FADD	2	0.036328685004264116
LPTC	CYCS	4	0.03631876048166305
PTC	PSMB1	4	0.0363183633890003
ATC	ARHGEF1	3	0.036318263970315456
PTC	RABEP1	4	0.036316038807854056
LPTC	SLC40A1	4	0.03630739870277466
PTC	HPS1	4	0.0362859443994239
ATC	MX1	3	0.03628453612327576
PTC	SERPINB1	4	0.036283952911617234
PT	MAPK8IP3	1	0.03626298904418945
LPTC	DHRSX	2	0.036261532455682755
PT	RPS19	4	0.03624259028583765
PTC	AIF1	4	0.03623869060538709
PTC	FMNL2	2	0.036235181614756584
PT	GYPC	4	0.0362338493578136
PTC	SPP1	3	0.03623340278863907
PTC	BCL7B	3	0.03623121169706186
PTC	HOPX	4	0.03621959686279297
LPTC	SUPT20H	2	0.036202312563546
PTC	ADGRE5	4	0.03619795758277178
LPTC	SRSF2	4	0.03619792446261272
ATC	ATF6	3	0.03618415631353855
PT	GAS6	4	0.03618135000579059
PTC	HEBP2	4	0.03616473497822881
PTC	IRAK1	2	0.03614960238337517
PTC	VAMP3	4	0.03612064407207072
ATC	SARS	4	0.03611701226327568
ATC	POLR2H	4	0.03611228079535067
ATC	PPCS	4	0.036100170109421015
PTC	CTNNA1	4	0.03609887731727213
PTC	ZER1	4	0.03609004244208336
PTC	OBSCN	3	0.03607458574697375
PTC	CCDC28A	4	0.03607428530813195
PTC	ATAD3C	2	0.03606183314695954
ATC	ST3GAL5	1	0.03605099767446518
ATC	RNPS1	4	0.036045593209564686
ATC	TMEM33	4	0.036030279472470284
PT	LHFPL6	4	0.03602921887068078
PTC	ATP5F1C	4	0.03601403720676899
LPTC	PER1	4	0.036013766657561064
PTC	EPS8L1	4	0.035993761732243
PT	SOD2	4	0.0359867918305099
ATC	B2M	3	0.035980284214019775
LPTC	SUPT7L	1	0.03597768023610115
PTC	RANBP1	4	0.035970036711660214
ATC	TUFM	4	0.03596574813127518
LPTC	ADAMTS1	2	0.03596053272485733
ATC	GBP2	4	0.03594006784260273
PTC	SHISA5	4	0.03593613813245611
LPTC	SLC26A7	1	0.035921379923820496
ATC	GRB10	2	0.035893579944968224
ATC	CHST15	2	0.03588979801861569
ATC	HES1	3	0.035883404314517975
LPTC	PLGRKT	1	0.0358623368665576
LPTC	IARS	3	0.03586138358029226
LPTC	PPP1R9B	4	0.035860514180967584
ATC	DPP7	4	0.035848943269229494
PTC	CORO1C	2	0.03584213019348681
ATC	PPP3CB	4	0.03582761622965336
PTC	LAMB1	4	0.035816082629025914
LPTC	AATF	3	0.035805779470441244
PTC	MAT2B	4	0.03579510492272675
LPTC	SLC6A6	4	0.03578376599762123
ATC	TM7SF2	1	0.03578353859484196
PTC	EIF3F	4	0.03575807996094227
PTC	MRPL20	4	0.0357578022742473
ATC	LYPLAL1	2	0.03574131987988949
PT	NT5E	1	0.03573050210252404
PT	SNHG5	4	0.035727368922380265
PT	TINF2	2	0.03570777177810669
LPTC	TINAGL1	4	0.03569661237997934
ATC	PRKAA1	4	0.03569150622934103
PT	ARHGAP18	1	0.03567141364328563
ATC	RPL22	3	0.03566920757293701
PT	UCKL1	2	0.035665998701006174
PTC	SLC2A1	2	0.03566234829486348
ATC	PFDN2	4	0.03565731830894947
PTC	NOP58	3	0.03565641298579673
PTC	RNPS1	4	0.03564928547712043
PTC	EMC4	4	0.0356479010079056
LPTC	PAFAH1B2	4	0.03563900658627972
PT	MZT2A	4	0.0356289871269837
ATC	MBOAT7	4	0.035626360680907965
LPTC	ABRACL	4	0.03562119092384819
PTC	PSMA6	4	0.03562059734031209
PTC	DTD1	1	0.03562039940152317
PTC	CSF1	1	0.035615707747638226
PTC	RAMAC	1	0.03561153169721365
PT	AK6	1	0.03560872608795762
ATC	HINT1	4	0.03559891879558563
PT	SFTA3	4	0.03559512342326343
PTC	SNRPA1	1	0.03558507189154625
PTC	RAC1	4	0.035584443248808384
ATC	UFD1	4	0.035575318383052945
PT	SLC2A3	2	0.03557334025390446
LPTC	TPT1	4	0.035570232197642326
PTC	COL15A1	4	0.035562147648306563
LPTC	MS4A6A	4	0.03554986053495668
LPTC	RGL1	1	0.035548771265894175
PT	UPP1	1	0.03553822683170438
PTC	NFIL3	1	0.03553722985088825
PTC	MRFAP1	4	0.0355334160849452
PTC	H2AFX	1	0.03550119884312153
ATC	VCL	4	0.0355003559961915
LPTC	ATG5	1	0.03549872152507305
PTC	BOC	1	0.03548969328403473
PTC	FDPS	4	0.035482134961057454
LPTC	ADAM9	4	0.03547962520678993
PTC	BRI3	4	0.0354747410165146
LPTC	ZNF622	1	0.035472359508275986
ATC	CAPZB	4	0.03545478358864784
PT	UBE2B	4	0.035443600587313995
PTC	POMP	4	0.035420702857663855
PTC	PHEX	1	0.035417741164565086
PT	ADIRF	4	0.035417486913502216
LPTC	MLX	1	0.035409659962169826
LPTC	VSIG2	4	0.035406109294854105
PT	COX4I1	4	0.03537887742277235
PTC	KHDRBS1	4	0.035374922095797956
PTC	STUB1	4	0.035374577884795144
LPTC	GNL3	1	0.035371783189475536
LPTC	AK6	1	0.03536989097483456
PT	EPB41L2	2	0.035368347191251814
PTC	GNG12	4	0.03536115912720561
LPTC	EFEMP2	4	0.03535924153402448
LPTC	TXNDC17	4	0.035357369284611195
ATC	DDX21	4	0.035350127145648
LPTC	JAM3	1	0.035346176475286484
ATC	BFAR	4	0.03534614946693182
PT	HSP90AB1	4	0.03533399407751858
ATC	TRIP12	4	0.03533283434808254
PT	SLC27A5	1	0.035322586074471474
PTC	NEDD9	2	0.03531918674707413
PTC	RPL27A	4	0.03531419578939676
PTC	PNRC1	4	0.035299670649692416
LPTC	ABI3BP	1	0.035285584628582
ATC	MEDAG	1	0.03525210916996002
PTC	OSBPL3	1	0.035244605503976345
PTC	PAPOLA	4	0.03523157071322203
PTC	FAM204A	3	0.035226610178748764
ATC	IPO9	4	0.03521684848237783
ATC	MAN2B2	2	0.03520313045009971
ATC	NXN	3	0.03519577533006668
PT	CLEC3B	3	0.03519488560656706
PTC	EDEM1	3	0.035190559613207974
PTC	EXOSC7	3	0.03517481032758951
LPTC	ATL2	4	0.03517412766814232
LPTC	BORCS8	1	0.03517168201506138
PT	PABPC1	4	0.03516361804213375
ATC	PDLIM7	4	0.03516256436705589
PT	CLDN7	4	0.03516049060272053
LPTC	BMP1	4	0.035157565464032814
ATC	BZW1	4	0.03511190717108548
ATC	SUMO1	4	0.03509973641484976
PTC	FBLN2	4	0.03509295708499849
PTC	GNG11	4	0.03507934929803014
ATC	TMEM222	4	0.03507496230304241
PTC	BAZ2B	3	0.035060189897194505
ATC	PIAS3	1	0.03505405504256487
ATC	GIT1	4	0.03504952788352966
LPTC	AIP	4	0.03504064489243319
PTC	FOXQ1	4	0.03503707400523126
LPTC	DCTN4	4	0.035033015883527696
PT	TM9SF1	4	0.03502884152112529
LPTC	MAF1	4	0.03502710023894906
PT	HS1BP3	2	0.03501954674720764
PTC	ZNF316	3	0.035011379164643586
ATC	KMT2C	1	0.035005200654268265
ATC	POLR2L	4	0.035005033016204834
LPTC	ERBB3	2	0.03500233357772231
ATC	CRLF1	1	0.03497926518321037
ATC	PRKD2	4	0.03497546073049307
PTC	PSMB6	4	0.0349728618930385
LPTC	SLC26A4	1	0.03496626019477844
PTC	WRNIP1	2	0.03496469245874323
LPTC	PLAU	4	0.03495780914090574
ATC	DYNLL1	4	0.034937627613544464
PTC	SSBP1	4	0.03491457826748956
LPTC	AEBP2	3	0.03490820915127794
ATC	MCL1	4	0.03486769273877144
ATC	HIF1A	4	0.03486469853669405
ATC	PRKAR1A	4	0.03483130759559572
ATC	BROX	4	0.03481746092438698
LPTC	SRPX	1	0.03480512276291847
PTC	DGUOK	4	0.03476074000354856
PTC	CBX5	4	0.03473670633684378
PT	ATP5PD	4	0.03473235038109124
PTC	ARPP19	4	0.03472656264784746
PTC	GGA2	4	0.034721641743090004
PTC	RBMX	4	0.03472151415189728
PTC	NUCB2	2	0.03472093283198774
PTC	PSMA3	4	0.03471424340386875
PT	DPYSL2	4	0.03470277180895209
PTC	ACADVL	4	0.034702213713899255
PTC	TUBA1B	4	0.03469552146270871
PT	VAMP3	4	0.03468424170569051
