sample_id	stage	ligand	n_caf_rich_spots	spearman
GSM7980870_LPTC-3	LPTC	TGFB3	834	0.002416431944604262
GSM7980870_LPTC-3	LPTC	POSTN	834	-0.09576071766680073
GSM7980870_LPTC-3	LPTC	FN1	834	0.06851687925597576
GSM7980870_LPTC-3	LPTC	COL1A1	834	0.43503088525531936
GSM7980870_LPTC-3	LPTC	COL1A2	834	0.4318241951757725
GSM7980870_LPTC-3	LPTC	COL3A1	834	0.29336300122322134
GSM7980870_LPTC-3	LPTC	FGF2	834	-0.09835604938145692
GSM7980870_LPTC-3	LPTC	FGF7	834	0.07361167124536043
GSM7980870_LPTC-3	LPTC	VEGFA	834	-0.2775455684703054
GSM7980870_LPTC-3	LPTC	VEGFC	834	-0.19390525003153977
GSM7980870_LPTC-3	LPTC	PDGFA	834	-0.09674031223130362
GSM7980870_LPTC-3	LPTC	PDGFB	834	-0.0775370453349783
GSM7980870_LPTC-3	LPTC	PDGFC	834	-0.19204397563726894
GSM7980870_LPTC-3	LPTC	WNT5A	834	-0.05725523677939488
GSM7980870_LPTC-3	LPTC	WNT5B	834	-0.04212565777551905
GSM7980870_LPTC-3	LPTC	DKK3	834	-0.018324977592179246
GSM7980870_LPTC-3	LPTC	SFRP2	834	0.3018819899037374
GSM7980870_LPTC-3	LPTC	SFRP4	834	-0.08472966054035223
GSM7980870_LPTC-3	LPTC	CXCL12	834	-0.18017259251833406
GSM7980870_LPTC-3	LPTC	CXCL14	834	-0.2364442669067343
GSM7980870_LPTC-3	LPTC	CXCL13	834	0.04264969393770894
GSM7980870_LPTC-3	LPTC	CCL2	834	0.027579748988333104
GSM7980870_LPTC-3	LPTC	CCL19	834	0.07940059601928111
GSM7980870_LPTC-3	LPTC	CCL21	834	0.02402838849500239
GSM7980870_LPTC-3	LPTC	LIF	834	-0.0732404791093856
GSM7980870_LPTC-3	LPTC	OSM	834	-0.009092933911110787
GSM7980870_LPTC-3	LPTC	MMP2	834	0.09098640919639196
GSM7980870_LPTC-3	LPTC	MMP9	834	0.04096895136092183
GSM7980870_LPTC-3	LPTC	MMP11	834	-0.06681337047297807
GSM7980870_LPTC-3	LPTC	TIMP1	834	-0.15233028687989167
GSM7980870_LPTC-3	LPTC	BMP4	834	-0.08383304403405777
GSM7980870_LPTC-3	LPTC	BMP7	834	-0.3288977507887549
GSM7980870_LPTC-3	LPTC	GREM1	834	0.00900447700259655
GSM7980870_LPTC-3	LPTC	SPP1	834	-0.007601746386352116
GSM7980870_LPTC-3	LPTC	TNC	834	-0.12512669280582533
GSM7980870_LPTC-3	LPTC	BGN	834	0.18560065481589702
GSM7980870_LPTC-3	LPTC	DCN	834	0.29920498111310334
GSM7980870_LPTC-3	LPTC	LUM	834	0.257798129622605
GSM7980871_LPTC-4	LPTC	TGFB1	1177	-0.1143651151986664
GSM7980871_LPTC-4	LPTC	TGFB2	1177	-0.05727466999433278
GSM7980871_LPTC-4	LPTC	TGFB3	1177	0.04815451049752984
GSM7980871_LPTC-4	LPTC	POSTN	1177	-0.06497830787522961
GSM7980871_LPTC-4	LPTC	FN1	1177	-0.3211808040216532
GSM7980871_LPTC-4	LPTC	COL1A1	1177	0.27036648436790983
GSM7980871_LPTC-4	LPTC	COL1A2	1177	0.3136522817058359
GSM7980871_LPTC-4	LPTC	COL3A1	1177	0.20414625500172492
GSM7980871_LPTC-4	LPTC	FGF2	1177	-0.05180345872210476
GSM7980871_LPTC-4	LPTC	FGF7	1177	0.09945844310879905
GSM7980871_LPTC-4	LPTC	VEGFA	1177	-0.34177467989344135
GSM7980871_LPTC-4	LPTC	VEGFC	1177	-0.13248323141495397
GSM7980871_LPTC-4	LPTC	PDGFA	1177	-0.13727302301273192
GSM7980871_LPTC-4	LPTC	PDGFB	1177	-0.14749619457889176
GSM7980871_LPTC-4	LPTC	PDGFC	1177	-0.16807346936313217
GSM7980871_LPTC-4	LPTC	WNT5A	1177	-0.10358594249092207
GSM7980871_LPTC-4	LPTC	WNT5B	1177	-0.025809581983514948
GSM7980871_LPTC-4	LPTC	DKK1	1177	-0.039530251309971724
GSM7980871_LPTC-4	LPTC	DKK3	1177	-0.07375546822224095
GSM7980871_LPTC-4	LPTC	SFRP2	1177	0.4327157181170156
GSM7980871_LPTC-4	LPTC	SFRP4	1177	0.2584361928919401
GSM7980871_LPTC-4	LPTC	CXCL12	1177	0.11736944227790261
GSM7980871_LPTC-4	LPTC	CXCL14	1177	-0.2081719450624009
GSM7980871_LPTC-4	LPTC	CXCL13	1177	0.04484581765571805
GSM7980871_LPTC-4	LPTC	CCL2	1177	-0.011499977653714702
GSM7980871_LPTC-4	LPTC	CCL19	1177	0.29080830179207734
GSM7980871_LPTC-4	LPTC	CCL21	1177	0.12073207929241396
GSM7980871_LPTC-4	LPTC	IL6	1177	0.06435815001864201
GSM7980871_LPTC-4	LPTC	IL11	1177	0.010853095628510119
GSM7980871_LPTC-4	LPTC	LIF	1177	-0.10226847505480567
GSM7980871_LPTC-4	LPTC	OSM	1177	0.029974284761348842
GSM7980871_LPTC-4	LPTC	MMP2	1177	0.10633621435127463
GSM7980871_LPTC-4	LPTC	MMP9	1177	-0.027897443315593334
GSM7980871_LPTC-4	LPTC	MMP11	1177	-0.08117449562931872
GSM7980871_LPTC-4	LPTC	TIMP1	1177	-0.015221471354613455
GSM7980871_LPTC-4	LPTC	BMP4	1177	-0.108600236693618
GSM7980871_LPTC-4	LPTC	BMP7	1177	-0.25493060725261063
GSM7980871_LPTC-4	LPTC	GREM1	1177	-0.00706637466229207
GSM7980871_LPTC-4	LPTC	SPP1	1177	-0.11246563977382304
GSM7980871_LPTC-4	LPTC	TNC	1177	-0.15299374191379295
GSM7980871_LPTC-4	LPTC	BGN	1177	0.18819600416575696
GSM7980871_LPTC-4	LPTC	DCN	1177	0.4371270429926769
GSM7980871_LPTC-4	LPTC	LUM	1177	0.30581327782262285
GSM7980872_ATC-1	ATC	TGFB1	1179	-0.06329958826866887
GSM7980872_ATC-1	ATC	TGFB2	1179	-0.0014691773111573704
GSM7980872_ATC-1	ATC	TGFB3	1179	-0.006668675531082556
GSM7980872_ATC-1	ATC	POSTN	1179	0.2584545509178736
GSM7980872_ATC-1	ATC	FN1	1179	0.0692740779786883
GSM7980872_ATC-1	ATC	COL1A1	1179	0.19478547251107625
GSM7980872_ATC-1	ATC	COL1A2	1179	0.24475119246729216
GSM7980872_ATC-1	ATC	COL3A1	1179	0.16958269350587274
GSM7980872_ATC-1	ATC	FGF2	1179	-0.06680295232984379
GSM7980872_ATC-1	ATC	FGF7	1179	0.07614775449281837
GSM7980872_ATC-1	ATC	VEGFA	1179	-0.03145837702754359
GSM7980872_ATC-1	ATC	VEGFC	1179	-0.12916518775011984
GSM7980872_ATC-1	ATC	PDGFA	1179	-0.04495935903555663
GSM7980872_ATC-1	ATC	PDGFB	1179	-0.024463349589609145
GSM7980872_ATC-1	ATC	PDGFC	1179	-0.04165041111527336
GSM7980872_ATC-1	ATC	WNT5A	1179	-0.06954815381813226
GSM7980872_ATC-1	ATC	WNT5B	1179	-0.08791333193004526
GSM7980872_ATC-1	ATC	DKK1	1179	-0.11105826749307164
GSM7980872_ATC-1	ATC	DKK3	1179	-0.1424720571398311
GSM7980872_ATC-1	ATC	SFRP2	1179	0.21187609239152783
GSM7980872_ATC-1	ATC	SFRP4	1179	0.14381938516255713
GSM7980872_ATC-1	ATC	CXCL12	1179	0.1659042682612469
GSM7980872_ATC-1	ATC	CXCL14	1179	-0.034059371324958176
GSM7980872_ATC-1	ATC	CXCL13	1179	-0.015651535367287993
GSM7980872_ATC-1	ATC	CCL2	1179	-0.005882956542250461
GSM7980872_ATC-1	ATC	CCL19	1179	0.06799843999053472
GSM7980872_ATC-1	ATC	CCL21	1179	0.04344723070586747
GSM7980872_ATC-1	ATC	IL6	1179	-0.07589189656111775
GSM7980872_ATC-1	ATC	IL11	1179	-0.011394841685250519
GSM7980872_ATC-1	ATC	LIF	1179	-0.04041996469367092
GSM7980872_ATC-1	ATC	OSM	1179	-0.023156800308802558
GSM7980872_ATC-1	ATC	MMP2	1179	0.10899774316137634
GSM7980872_ATC-1	ATC	MMP9	1179	-0.06035276482239089
GSM7980872_ATC-1	ATC	MMP11	1179	-0.13664400737629567
GSM7980872_ATC-1	ATC	TIMP1	1179	0.18317269997442806
GSM7980872_ATC-1	ATC	BMP4	1179	-0.031110049144806123
GSM7980872_ATC-1	ATC	BMP7	1179	-0.03457047037253612
GSM7980872_ATC-1	ATC	GREM1	1179	5.340250966191129e-05
GSM7980872_ATC-1	ATC	SPP1	1179	-0.017533166233670048
GSM7980872_ATC-1	ATC	TNC	1179	-0.11841585274580717
GSM7980872_ATC-1	ATC	BGN	1179	0.14740834691018403
GSM7980872_ATC-1	ATC	DCN	1179	0.133625352175524
GSM7980872_ATC-1	ATC	LUM	1179	0.09641745312975206
GSM7980873_ATC-2	ATC	TGFB1	589	-0.11173888693175048
GSM7980873_ATC-2	ATC	TGFB2	589	-0.01362940852391303
GSM7980873_ATC-2	ATC	TGFB3	589	-0.06878353078434453
GSM7980873_ATC-2	ATC	POSTN	589	-0.022225426916283215
GSM7980873_ATC-2	ATC	FN1	589	-0.19715577636511508
GSM7980873_ATC-2	ATC	COL1A1	589	-0.03820770978039232
GSM7980873_ATC-2	ATC	COL1A2	589	-0.09153012382675718
GSM7980873_ATC-2	ATC	COL3A1	589	-0.06798215403850864
GSM7980873_ATC-2	ATC	FGF2	589	-0.08656153554706869
GSM7980873_ATC-2	ATC	FGF7	589	0.018888808129185718
GSM7980873_ATC-2	ATC	VEGFA	589	-0.06134167626416396
GSM7980873_ATC-2	ATC	VEGFC	589	-0.13375017556397456
GSM7980873_ATC-2	ATC	PDGFA	589	-0.03226423218719447
GSM7980873_ATC-2	ATC	PDGFB	589	-0.00659035906826257
GSM7980873_ATC-2	ATC	PDGFC	589	-0.0032932270585248036
GSM7980873_ATC-2	ATC	WNT5A	589	-0.0276704309754207
GSM7980873_ATC-2	ATC	WNT5B	589	-0.0697752803796939
GSM7980873_ATC-2	ATC	DKK1	589	-0.07036824993710716
GSM7980873_ATC-2	ATC	DKK3	589	-0.102674814724395
GSM7980873_ATC-2	ATC	SFRP2	589	0.03548841708097797
GSM7980873_ATC-2	ATC	SFRP4	589	0.013345061296104719
GSM7980873_ATC-2	ATC	CXCL12	589	-0.05705085649862159
GSM7980873_ATC-2	ATC	CXCL14	589	0.018888808129185718
GSM7980873_ATC-2	ATC	CXCL13	589	-0.0894391668397444
GSM7980873_ATC-2	ATC	CCL2	589	-0.11652342417707462
GSM7980873_ATC-2	ATC	CCL19	589	-0.021497058182535868
GSM7980873_ATC-2	ATC	CCL21	589	-0.020995946273092057
GSM7980873_ATC-2	ATC	IL6	589	-0.1264582978720361
GSM7980873_ATC-2	ATC	IL11	589	-0.15616609705110537
GSM7980873_ATC-2	ATC	LIF	589	-0.09213951136870556
GSM7980873_ATC-2	ATC	OSM	589	0.02675827714485724
GSM7980873_ATC-2	ATC	MMP2	589	-0.09068525832340352
GSM7980873_ATC-2	ATC	MMP9	589	-0.042419757381632554
GSM7980873_ATC-2	ATC	MMP11	589	-0.06800693079421126
GSM7980873_ATC-2	ATC	TIMP1	589	-0.08592726987891819
GSM7980873_ATC-2	ATC	BMP4	589	-0.0438399617059206
GSM7980873_ATC-2	ATC	GREM1	589	-0.06451699869117206
GSM7980873_ATC-2	ATC	SPP1	589	-0.07312805738650016
GSM7980873_ATC-2	ATC	TNC	589	-0.17047636062328794
GSM7980873_ATC-2	ATC	BGN	589	-0.023927827492313834
GSM7980873_ATC-2	ATC	DCN	589	0.0018557545878126209
GSM7980873_ATC-2	ATC	LUM	589	-0.011583617037852155
GSM7980874_ATC-3	ATC	TGFB1	405	0.0068705836122446165
GSM7980874_ATC-3	ATC	TGFB2	405	0.07316989240931954
GSM7980874_ATC-3	ATC	TGFB3	405	0.0016845208015997448
GSM7980874_ATC-3	ATC	POSTN	405	-0.015365475665209731
GSM7980874_ATC-3	ATC	FN1	405	0.045378590554591654
GSM7980874_ATC-3	ATC	COL1A1	405	-0.007101734498441577
GSM7980874_ATC-3	ATC	COL1A2	405	-0.00820847266974592
GSM7980874_ATC-3	ATC	COL3A1	405	-0.027433937234102222
GSM7980874_ATC-3	ATC	FGF2	405	0.00345373500413172
GSM7980874_ATC-3	ATC	FGF7	405	-0.14522431298849311
GSM7980874_ATC-3	ATC	VEGFA	405	-0.10195646679086161
GSM7980874_ATC-3	ATC	VEGFC	405	0.028186012498729388
GSM7980874_ATC-3	ATC	PDGFA	405	0.08825143171345423
GSM7980874_ATC-3	ATC	PDGFB	405	0.04557966436792772
GSM7980874_ATC-3	ATC	PDGFC	405	-0.0430346768752852
GSM7980874_ATC-3	ATC	WNT5A	405	-0.019744140210830437
GSM7980874_ATC-3	ATC	WNT5B	405	-0.06984551873141882
GSM7980874_ATC-3	ATC	DKK1	405	-0.03370792925853759
GSM7980874_ATC-3	ATC	DKK3	405	-0.03809479514491994
GSM7980874_ATC-3	ATC	SFRP2	405	-0.13666468012907573
GSM7980874_ATC-3	ATC	CXCL12	405	0.007218580590128359
GSM7980874_ATC-3	ATC	CXCL13	405	-0.004885806515543041
GSM7980874_ATC-3	ATC	CCL2	405	0.09238750703897641
GSM7980874_ATC-3	ATC	CCL19	405	0.033411035486838034
GSM7980874_ATC-3	ATC	CCL21	405	0.014409514365488627
GSM7980874_ATC-3	ATC	IL6	405	-0.06850046766669761
GSM7980874_ATC-3	ATC	IL11	405	0.0349850179471
GSM7980874_ATC-3	ATC	LIF	405	0.04405517112976275
GSM7980874_ATC-3	ATC	OSM	405	0.05128989643017388
GSM7980874_ATC-3	ATC	MMP2	405	0.03667065338264576
GSM7980874_ATC-3	ATC	MMP9	405	0.02031029982628223
GSM7980874_ATC-3	ATC	MMP11	405	0.019379764270386072
GSM7980874_ATC-3	ATC	TIMP1	405	-0.052701399800482315
GSM7980874_ATC-3	ATC	BMP4	405	-0.08814921754751393
GSM7980874_ATC-3	ATC	GREM1	405	-0.04036571261251683
GSM7980874_ATC-3	ATC	SPP1	405	0.012436957815095838
GSM7980874_ATC-3	ATC	TNC	405	-0.04885905631114608
GSM7980874_ATC-3	ATC	BGN	405	-0.0227965256490703
GSM7980874_ATC-3	ATC	DCN	405	0.05814534521536171
GSM7980874_ATC-3	ATC	LUM	405	0.00819938106343982
GSM7980875_ATC-4	ATC	TGFB1	647	0.022098340187162037
GSM7980875_ATC-4	ATC	TGFB2	647	-0.05966703300426475
GSM7980875_ATC-4	ATC	TGFB3	647	0.01304501060100269
GSM7980875_ATC-4	ATC	POSTN	647	-0.11278821539796072
GSM7980875_ATC-4	ATC	FN1	647	-0.2642481201246079
GSM7980875_ATC-4	ATC	COL1A1	647	0.16885081138702476
GSM7980875_ATC-4	ATC	COL1A2	647	0.2391095882090486
GSM7980875_ATC-4	ATC	COL3A1	647	0.18461523721037096
GSM7980875_ATC-4	ATC	FGF2	647	0.00980729164393569
GSM7980875_ATC-4	ATC	FGF7	647	0.10886694611562098
GSM7980875_ATC-4	ATC	VEGFA	647	-0.17882235164306598
GSM7980875_ATC-4	ATC	VEGFC	647	-0.07930208496909516
GSM7980875_ATC-4	ATC	PDGFA	647	-0.0010012000026492348
GSM7980875_ATC-4	ATC	PDGFB	647	0.014390919711731457
GSM7980875_ATC-4	ATC	PDGFC	647	-0.07724947500084593
GSM7980875_ATC-4	ATC	WNT5A	647	-0.09003425918399947
GSM7980875_ATC-4	ATC	WNT5B	647	0.0007379211635232946
GSM7980875_ATC-4	ATC	DKK1	647	0.001888021075166201
GSM7980875_ATC-4	ATC	DKK3	647	-0.03812631532046788
GSM7980875_ATC-4	ATC	SFRP2	647	0.24565835740210165
GSM7980875_ATC-4	ATC	SFRP4	647	0.18008606812697373
GSM7980875_ATC-4	ATC	CXCL12	647	0.11150171110033914
GSM7980875_ATC-4	ATC	CXCL14	647	0.13199277182987293
GSM7980875_ATC-4	ATC	CXCL13	647	-0.047695155784599486
GSM7980875_ATC-4	ATC	CCL2	647	0.1985516033449193
GSM7980875_ATC-4	ATC	CCL19	647	0.033052229628241434
GSM7980875_ATC-4	ATC	CCL21	647	0.07068753135924973
GSM7980875_ATC-4	ATC	IL6	647	0.052131679999559186
GSM7980875_ATC-4	ATC	IL11	647	-0.031084524503860615
GSM7980875_ATC-4	ATC	LIF	647	0.044980198647577366
GSM7980875_ATC-4	ATC	OSM	647	0.006123539091448691
GSM7980875_ATC-4	ATC	MMP2	647	0.11671736136548493
GSM7980875_ATC-4	ATC	MMP9	647	-0.03367947766005655
GSM7980875_ATC-4	ATC	MMP11	647	-0.019498967311050445
GSM7980875_ATC-4	ATC	TIMP1	647	0.14495393674365137
GSM7980875_ATC-4	ATC	BMP4	647	0.0050575130666639335
GSM7980875_ATC-4	ATC	BMP7	647	-0.17661537578681608
GSM7980875_ATC-4	ATC	GREM1	647	-0.001646665241490975
GSM7980875_ATC-4	ATC	SPP1	647	-0.09001847948108553
GSM7980875_ATC-4	ATC	TNC	647	0.08605230905169894
GSM7980875_ATC-4	ATC	BGN	647	0.10424908696301528
GSM7980875_ATC-4	ATC	DCN	647	0.2969623228140599
GSM7980875_ATC-4	ATC	LUM	647	0.18886682882807404
