gene	module_id	module_size	eigengene_corr_Y	eigengene_pval_Y	eigengene_corr_cohort	module_preserved
PAPOLA	M016	39	-0.04474472	0.37695867	0.9076797	True
FAM155A	M000	1182				False
NUDT18	M014	33	-0.054613445	0.2807466	0.8927733	True
POP4	M012	88	-0.056926005	0.2608475	0.94203234	True
RNF167	M014	33	-0.054613445	0.2807466	0.8927733	True
SLC31A1	M015	61	-0.040188447	0.42750406	0.94782305	True
KLF4	M000	1182				False
PRRG2	M013	72	-0.06164761	0.2232916	0.90925777	True
ATP8B2	M005	96	0.25215718	4.225999e-07	0.958717	True
ACTR1B	M002	47	0.20412244	4.671971e-05	0.96406627	True
CALCOCO2	M015	61	-0.040188447	0.42750406	0.94782305	True
NPAT	M007	32	0.23535207	2.4627275e-06	0.890755	False
TULP4	M016	39	-0.04474472	0.37695867	0.9076797	True
BZW2	M019	60	-0.035307113	0.48578322	0.9705414	True
PRDX4	M004	89	0.26029536	1.7180874e-07	0.9743594	True
ATXN7L1	M000	1182				False
UBA6	M005	96	0.25215718	4.225999e-07	0.958717	True
UQCRC1	M014	33	-0.054613445	0.2807466	0.8927733	True
ASPSCR1	M013	72	-0.06164761	0.2232916	0.90925777	True
UQCRFS1	M000	1182				False
LRFN4	M000	1182				False
LIN7B	M000	1182				False
TADA2A	M018	47	-0.10684348	0.034456037	0.9061806	True
MTUS1	M008	82	0.24246262	1.186607e-06	0.9276763	True
ROGDI	M000	1182				False
NUDT13	M004	89	0.26029536	1.7180874e-07	0.9743594	True
PMP22	M000	1182				False
RPL26L1	M000	1182				False
RAPGEF2	M000	1182				False
ZNF717	M000	1182				False
TCTN1	M018	47	-0.10684348	0.034456037	0.9061806	True
GOLGA1	M000	1182				False
MUS81	M002	47	0.20412244	4.671971e-05	0.96406627	True
CPSF7	M003	51	0.22109962	9.944808e-06	0.97000235	True
FTSJ1	M003	51	0.22109962	9.944808e-06	0.97000235	True
ZNF623	M008	82	0.24246262	1.186607e-06	0.9276763	True
PRDM1	M003	51	0.22109962	9.944808e-06	0.97000235	True
GPRIN2	M000	1182				False
MAP3K10	M020	35	-0.0680788	0.1785777	0.94541353	True
PRKDC	M007	32	0.23535207	2.4627275e-06	0.890755	False
MCRS1	M013	72	-0.06164761	0.2232916	0.90925777	True
RDX	M000	1182				False
SCAMP2	M002	47	0.20412244	4.671971e-05	0.96406627	True
WDR25	M013	72	-0.06164761	0.2232916	0.90925777	True
TUFM	M014	33	-0.054613445	0.2807466	0.8927733	True
CYFIP1	M005	96	0.25215718	4.225999e-07	0.958717	True
CRY1	M016	39	-0.04474472	0.37695867	0.9076797	True
MFAP1	M003	51	0.22109962	9.944808e-06	0.97000235	True
TATDN2	M013	72	-0.06164761	0.2232916	0.90925777	True
CUL4B	M008	82	0.24246262	1.186607e-06	0.9276763	True
TMEM131	M008	82	0.24246262	1.186607e-06	0.9276763	True
ENO1	M002	47	0.20412244	4.671971e-05	0.96406627	True
ALDH7A1	M015	61	-0.040188447	0.42750406	0.94782305	True
RWDD2B	M012	88	-0.056926005	0.2608475	0.94203234	True
NDUFS1	M016	39	-0.04474472	0.37695867	0.9076797	True
BAG2	M000	1182				False
MAP7D3	M016	39	-0.04474472	0.37695867	0.9076797	True
HLX	M000	1182				False
SNCA	M000	1182				False
SLC25A46	M016	39	-0.04474472	0.37695867	0.9076797	True
GSS	M012	88	-0.056926005	0.2608475	0.94203234	True
HS1BP3	M019	60	-0.035307113	0.48578322	0.9705414	True
SART3	M008	82	0.24246262	1.186607e-06	0.9276763	True
TAF15	M003	51	0.22109962	9.944808e-06	0.97000235	True
PTDSS1	M015	61	-0.040188447	0.42750406	0.94782305	True
IQCB1	M008	82	0.24246262	1.186607e-06	0.9276763	True
HSPA9	M015	61	-0.040188447	0.42750406	0.94782305	True
ABCE1	M005	96	0.25215718	4.225999e-07	0.958717	True
SMYD2	M005	96	0.25215718	4.225999e-07	0.958717	True
ATP6V0E1	M012	88	-0.056926005	0.2608475	0.94203234	True
UGP2	M015	61	-0.040188447	0.42750406	0.94782305	True
TRIT1	M018	47	-0.10684348	0.034456037	0.9061806	True
RNMT	M007	32	0.23535207	2.4627275e-06	0.890755	False
RNF187	M019	60	-0.035307113	0.48578322	0.9705414	True
PPP6R2	M002	47	0.20412244	4.671971e-05	0.96406627	True
MIS12	M000	1182				False
L2HGDH	M000	1182				False
GYG1	M005	96	0.25215718	4.225999e-07	0.958717	True
COMT	M002	47	0.20412244	4.671971e-05	0.96406627	True
LYPLA2	M002	47	0.20412244	4.671971e-05	0.96406627	True
IKZF2	M008	82	0.24246262	1.186607e-06	0.9276763	True
GORASP2	M005	96	0.25215718	4.225999e-07	0.958717	True
MSH6	M007	32	0.23535207	2.4627275e-06	0.890755	False
DLG4	M003	51	0.22109962	9.944808e-06	0.97000235	True
EIF3F	M002	47	0.20412244	4.671971e-05	0.96406627	True
HSD17B11	M005	96	0.25215718	4.225999e-07	0.958717	True
MAPRE1	M015	61	-0.040188447	0.42750406	0.94782305	True
ZNF512B	M000	1182				False
DMPK	M000	1182				False
RPL12	M002	47	0.20412244	4.671971e-05	0.96406627	True
ELAC2	M012	88	-0.056926005	0.2608475	0.94203234	True
AFG3L2	M000	1182				False
AKAP10	M000	1182				False
ALG3	M012	88	-0.056926005	0.2608475	0.94203234	True
ALG5	M021	54	-0.14418523	0.0042288513	0.91452366	True
SCFD1	M015	61	-0.040188447	0.42750406	0.94782305	True
PDGFRL	M003	51	0.22109962	9.944808e-06	0.97000235	True
