pathway	Name	pathway	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	source
1460	prerank	DNA Replication Pre-Initiation R-HSA-69002	-0.46551629144610845	-0.7557179082169317	0.8874407582938388	0.9611023474656291	1.0	18/124	9.16%	PSMB9;PSMB8;H2AX;PSMB10;UBE2C;MCM5;PSME2;PSME1;MCM6;CDC45;CDT1;ORC6;POLE4;MCM4;MCM7;PSMD4;CDC7;UBE2D1	Reactome
1461	prerank	Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565	0.43034108133190335	0.755688562322125	0.9032258064516129	1.0	1.0	15/57	11.03%	KDM4B;MAPK8;EYA2;H2BC15;BRCC3;H2BC4;H2BC21;H2BC12;HERC2;RNF8;UBE2V2;KAT5;UBB;EYA3;NSD2	Reactome
1462	prerank	Glucocorticoid Biosynthesis R-HSA-194002	0.5632398948638366	0.7550824018863154	0.8148148148148148	1.0	1.0	2/9	0.57%	CYP17A1;HSD11B2	Reactome
1463	prerank	NS1 Mediated Effects On Host Pathways R-HSA-168276	-0.5075417560049393	-0.7540356101422803	0.8273894436519258	0.9621856921700945	1.0	7/41	12.24%	ISG15;KPNA2;SEH1L;NUP62;NUP85;NUP188;NUP93	Reactome
1464	prerank	Metabolic Disorders Of Biological Oxidation Enzymes R-HSA-5579029	-0.5149952102598836	-0.753931120268828	0.8500749625187406	0.9614536911930553	1.0	3/33	2.58%	CYP1B1;TBXAS1;CYP21A2	Reactome
1465	prerank	FGFR2 Mutant Receptor Activation R-HSA-1839126	-0.5192988630554268	-0.7529869065495302	0.8469387755102041	0.9616874164634082	1.0	3/32	6.30%	FGF20;FGF18;FGF9	Reactome
1466	prerank	Regulation Of TP53 Activity Thru Methylation R-HSA-6804760	0.5100594604941832	0.7525093053399045	0.8051282051282052	1.0	1.0	5/18	10.57%	KMT5A;PRMT5;TTC5;UBB;EHMT1	Reactome
1467	prerank	Metabolism Of Steroid Hormones R-HSA-196071	0.4651798486596534	0.7514429333664354	0.8544891640866873	1.0	1.0	10/34	8.37%	CYP17A1;HSD11B2;FDX1;HSD17B14;STARD4;HSD17B1;STARD3NL;FDXR;HSD17B12;AKR1B15	Reactome
1468	prerank	Rap1 Signaling R-HSA-392517	0.5315689839384822	0.7499500735704153	0.8221649484536082	1.0	1.0	2/15	2.26%	RAP1GAP;PRKG1	Reactome
1469	prerank	DAG And IP3 Signaling R-HSA-1489509	-0.5074743802079318	-0.7494759377028483	0.8610709117221418	0.9647773982863816	1.0	6/38	6.24%	ADCY8;ADCY7;GRK2;CAMK4;ITPR2;PRKAR1B	Reactome
1470	prerank	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	-0.43483872332132517	-0.7492945427148583	0.9378292939936775	0.96410895684121	1.0	8/309	9.68%	OR2I1P;OR4D10;OR13A1;OR5A1;OR52N4;OR4D6;OR5AN1;REEP1	Reactome
1471	prerank	Chromosome Maintenance R-HSA-73886	-0.4666736625157222	-0.7473290949795207	0.8998793727382388	0.9654232432939731	1.0	14/115	8.65%	CCNA1;H2AX;CENPW;KNL1;PIF1;CCNA2;HJURP;CHTF18;CTC1;CENPM;CENPA;CENPK;BLM;CENPH	Reactome
1472	prerank	Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects R-HSA-9687136	0.49862142008552013	0.7470697893457529	0.8248730964467005	1.0	1.0	5/19	10.35%	ANAPC15;CDC23;ANAPC5;ANAPC16;ANAPC7	Reactome
1473	prerank	Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652	-0.5203691622563934	-0.7457013693129455	0.8541353383458646	0.9664231673035925	1.0	7/29	11.25%	UBE2C;UBE2A;UBE2D1;UBE2T;OTULIN;UBA6;UBA52	Reactome
1474	prerank	Cytochrome C-Mediated Apoptotic Response R-HSA-111461	0.5270027399450086	0.7453736470808227	0.8140096618357487	1.0	1.0	1/12	0.73%	CYCS	Reactome
1475	prerank	EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665	0.4761602531595309	0.7445167990169143	0.8333333333333334	1.0	1.0	2/28	0.60%	ADGRV1;HMGCR	Reactome
1476	prerank	Josephin Domain DUBs R-HSA-5689877	0.5479542009760184	0.7441684984973652	0.8089887640449438	1.0	1.0	1/10	0.55%	PRKN	Reactome
1477	prerank	Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260	0.4524210201268901	0.7439864177933261	0.8490028490028491	1.0	1.0	5/35	3.23%	KIT;WWOX;KCTD15;CITED2;VEGFA	Reactome
1478	prerank	Sodium/Calcium Exchangers R-HSA-425561	0.5513281549766645	0.7432601027032815	0.8344988344988346	1.0	1.0	1/9	0.66%	SLC24A3	Reactome
1479	prerank	Assembly Of Pre-Replicative Complex R-HSA-68867	-0.46262778536739124	-0.7429575693027293	0.9042424242424243	0.9686941622363618	1.0	15/107	9.16%	PSMB9;PSMB8;H2AX;PSMB10;UBE2C;MCM5;PSME2;PSME1;MCM6;CDT1;ORC6;MCM4;MCM7;PSMD4;UBE2D1	Reactome
1480	prerank	Reduction Of Cytosolic Ca++ Levels R-HSA-418359	-0.567335914684117	-0.7422275172135555	0.8275862068965517	0.9686087294047339	1.0	6/10	15.00%	SLC8A1;SLC8A2;ATP2B4;SLC8A3;SRI;ATP2B1	Reactome
1481	prerank	CREB1 Phosphorylation Thru Activation Of Adenylate Cyclase R-HSA-442720	-0.5605357948896814	-0.7414530519494688	0.822380106571936	0.9684926283680733	1.0	1/11	0.73%	ADCY8	Reactome
1482	prerank	ER Quality Control Compartment (ERQC) R-HSA-901032	-0.5338971679933595	-0.7407193957573248	0.840064620355412	0.9684552057711479	1.0	5/20	11.25%	EDEM1;RNF139;EDEM2;RNF103;UBA52	Reactome
1483	prerank	Chaperone Mediated Autophagy R-HSA-9613829	-0.5333599498516625	-0.7403462566099774	0.8473767885532592	0.9679831632144552	1.0	8/19	16.38%	PLIN2;EEF1A1;UBA52;CFTR;PCNT;RNASE1;RPS27A;LAMP2	Reactome
1484	prerank	Transferrin Endocytosis And Recycling R-HSA-917977	0.4660554786704567	0.740162692590788	0.8753799392097265	1.0	1.0	9/30	6.67%	ATP6V0E2;ATP6V1H;ATP6V0D1;ATP6V1D;ATP6V0E1;ATP6V1G2;ATP6V0B;ATP6V1E2;STEAP2	Reactome
1485	prerank	Apoptotic Factor-Mediated Response R-HSA-111471	-0.5395495890676186	-0.7400955836722856	0.8378812199036918	0.9673820647587091	1.0	6/19	6.91%	CDKN2A;UACA;BAX;CASP7;CASP3;AVEN	Reactome
1486	prerank	G-protein Activation R-HSA-202040	-0.5352312927210334	-0.7399053158507248	0.8610223642172524	0.9666978246938932	1.0	5/23	6.71%	GNA15;GNB4;GNGT2;GNB5;GNB3	Reactome
1487	prerank	Oncogene Induced Senescence R-HSA-2559585	-0.5131587812473787	-0.739227997026781	0.8475336322869955	0.9665265221336389	1.0	8/32	8.96%	CDKN2A;CDKN2B;CDKN2D;MOV10;CDKN2C;ETS1;E2F2;ETS2	Reactome
1488	prerank	PTEN Regulation R-HSA-6807070	-0.45097084713319596	-0.7392074812858701	0.9016393442622951	0.9656959119714027	1.0	14/137	7.38%	PSMB9;PSMB8;PSMB10;PSME2;PML;PSME1;MOV10;MECOM;GATAD2A;CHD4;RNF146;MTA2;EZH2;HDAC7	Reactome
1489	prerank	DNA Double Strand Break Response R-HSA-5693606	0.421422733551554	0.7390625901630479	0.9300411522633745	1.0	1.0	15/58	11.03%	KDM4B;MAPK8;EYA2;H2BC15;BRCC3;H2BC4;H2BC21;H2BC12;HERC2;RNF8;UBE2V2;KAT5;UBB;EYA3;NSD2	Reactome
1490	prerank	Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854	-0.5023825117371209	-0.7390039512990654	0.8706395348837209	0.9650396789019785	1.0	8/35	12.24%	NEK6;CCNB2;SEH1L;NUP62;NUP85;CDK1;NUP188;NUP93	Reactome
1491	prerank	Thromboxane Signaling Thru TP Receptor R-HSA-428930	-0.5299605262118684	-0.7389706886897424	0.8535031847133758	0.964218759936228	1.0	5/23	6.71%	GNA15;GNB4;GNGT2;GNB5;GNB3	Reactome
1492	prerank	Highly Calcium Permeable Nicotinic Acetylcholine Receptors R-HSA-629597	0.5517289350324927	0.7387136040341903	0.8279816513761468	1.0	1.0	1/8	8.13%	CHRNA4	Reactome
1493	prerank	Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231	-0.4511443125892147	-0.7386796343750535	0.9035714285714286	0.9636754549798029	1.0	27/132	10.00%	MAFF;DOCK2;EHD2;MICAL1;KIF21B;IRF1;DOCK9;DOCK11;DOCK10;KIF23;KIF18A;CAPZA1;GATA3;KIF4A;KIFC1;PRKAR1B;KIF18B;CENPE;RAD51B;KIF11;GATA6;IFNA1;KIF15;KIF20A;KIF3C;KIFC2;MYB	Reactome
1494	prerank	HCMV Late Events R-HSA-9610379	-0.46296670340296653	-0.735647978225619	0.8974042027194067	0.9661081318718769	1.0	2/88	3.24%	PCSK2;CEBPD	Reactome
1495	prerank	RNA Polymerase I Promoter Escape R-HSA-73772	0.4057039245166751	0.7355170959246519	0.9301310043668122	1.0	1.0	8/56	6.52%	H2AZ2;ERCC2;H2BC15;GTF2H1;RRN3;H2BC4;H2BC21;H2BC12	Reactome
1496	prerank	Inactivation Of APC/C Via Direct Inhibition Of APC/C Complex R-HSA-141430	0.48611239249522076	0.7353601996200313	0.8301369863013699	1.0	1.0	5/20	10.35%	ANAPC15;CDC23;ANAPC5;ANAPC16;ANAPC7	Reactome
1497	prerank	Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154	-0.5330941085523855	-0.7343830067873035	0.859504132231405	0.9665654224895749	1.0	6/20	6.06%	PDE5A;PDE9A;KCNMB1;KCNMA1;GUCY1B1;NANOS3	Reactome
1498	prerank	Regulation Of PTEN Localization R-HSA-8948747	-0.5771642391001671	-0.7335398242004385	0.8717472118959108	0.9665979339433106	1.0	2/8	11.25%	PML;UBA52	Reactome
1499	prerank	Hormone Ligand-Binding Receptors R-HSA-375281	0.5334756365560444	0.7330158938879174	0.8506024096385543	1.0	1.0	3/11	10.16%	TSHR;GNRH2;LHCGR	Reactome
1500	prerank	Neddylation R-HSA-8951664	-0.4320416715055367	-0.7305011025847836	0.9395900755124056	0.969031450154543	1.0	22/235	6.52%	PSMB9;FBXO2;PSMB8;DCUN1D3;FBXO41;ASB2;PSMB10;KLHL13;DDB2;CARD16;SOCS3;PSME2;WSB1;KBTBD8;PSME1;FBXO6;KLHL25;LMO7;BIRC5;DDA1;KLHL2;HIF1A	Reactome
1501	prerank	Sphingolipid Metabolism R-HSA-428157	-0.45943720260341364	-0.7297215948728887	0.8937823834196891	0.9689674683924703	1.0	17/88	7.40%	ALDH3B1;ARSJ;UGCG;PLPP2;SGMS2;SFTPA2;ARSI;DEGS1;PRKD2;SPHK1;CSNK1G2;SPTSSB;SGMS1;ARSA;SGPP1;STS;PRKD3	Reactome
1502	prerank	MASTL Facilitates Mitotic Progression R-HSA-2465910	0.5471938439696945	0.7288311553788535	0.8398268398268398	1.0	1.0	4/9	15.44%	PPP2R1B;PPP2CA;ENSA;CCNB1	Reactome
1503	prerank	Transcriptional Regulation By MECP2 R-HSA-8986944	-0.4684639521558384	-0.728436442110352	0.889602053915276	0.9694785280291255	1.0	5/59	5.25%	SLC2A3;AURKB;CAMK4;MOV10;GPRIN1	Reactome
1504	prerank	Extension Of Telomeres R-HSA-180786	-0.48167742132830915	-0.727601247643323	0.8798342541436464	0.9695328762262401	1.0	6/49	8.23%	CCNA1;PIF1;CCNA2;CHTF18;CTC1;BLM	Reactome
1505	prerank	RNA Polymerase I Transcription R-HSA-73864	-0.46401957285601914	-0.726968829573771	0.8969849246231156	0.9693687256656428	1.0	10/76	8.73%	H2AX;DPEP2;TAF1D;GATAD2A;CHD4;CBX3;MTA2;POLR1G;CCNH;POLR1E	Reactome
1506	prerank	Mucopolysaccharidoses R-HSA-2206281	0.5330707767380951	0.7260320169409396	0.8456375838926175	1.0	1.0	2/10	4.16%	NAGLU;GNS	Reactome
1507	prerank	NOTCH4 Activation And Transmission Of Signal To Nucleus R-HSA-9013700	0.5345816340950348	0.7259314599756186	0.8450704225352113	1.0	1.0	2/10	7.94%	NOTCH4;DLL4	Reactome
1508	prerank	Disorders Of Transmembrane Transporters R-HSA-5619115	-0.43463429525365077	-0.725576057213085	0.9377777777777778	0.9699221252617277	1.0	12/175	4.84%	SLC34A2;PSMB9;PSMB8;NLRP3;SLC6A20;SLC6A14;SLC7A7;CP;PSMB10;SLC5A2;PSME2;PSME1	Reactome
1509	prerank	Association Of TriC/CCT With Target Proteins During Biosynthesis R-HSA-390471	0.43469644937349694	0.7232302763889493	0.9	1.0	1.0	11/36	12.07%	FBXL5;CCT6B;ARFGEF2;FBXW10;FKBP9;HDAC3;FBXL3;FBXW9;DCAF7;CCT5;USP11	Reactome
1510	prerank	Release Of Hh-Np From Secreting Cell R-HSA-5362798	-0.5800102821610802	-0.7227876780689667	0.8895131086142322	0.9719772416965159	1.0	2/7	10.93%	DHH;GPC5	Reactome
1511	prerank	CHL1 Interactions R-HSA-447041	-0.5582548721404949	-0.7218719359871008	0.8558558558558559	0.9720809871102514	1.0	1/8	2.25%	ITGA2	Reactome
1512	prerank	BBSome-mediated Cargo-Targeting To Cilium R-HSA-5620922	-0.5154032228345031	-0.7211257572838283	0.8740031897926634	0.9719581270995739	1.0	1/22	0.69%	SSTR3	Reactome
1513	prerank	Glycosphingolipid Metabolism R-HSA-1660662	-0.4780652385967271	-0.7203619408289282	0.876967095851216	0.9719320178687353	1.0	4/44	3.34%	ARSJ;UGCG;SFTPA2;ARSI	Reactome
1514	prerank	Interactions Of Vpr With Host Cellular Proteins R-HSA-176033	-0.48781684260706937	-0.7202047725883635	0.8693759071117562	0.9712463769967278	1.0	1/37	1.17%	HMGA1	Reactome
1515	prerank	Defects Of Contact Activation System (CAS) And Kallikrein/Kinin System (KKS) R-HSA-9651496	-0.5406562708612771	-0.720186751666794	0.8648180242634316	0.9704256523829315	1.0	2/14	2.98%	SERPING1;FAM110A	Reactome
1516	prerank	Signaling By Hippo R-HSA-2028269	0.48340198757686037	0.719883034961071	0.8682795698924731	1.0	1.0	2/19	4.12%	WWC1;LATS2	Reactome
1517	prerank	VxPx Cargo-Targeting To Cilium R-HSA-5620916	-0.5139488622566473	-0.7180788461078467	0.8647342995169082	0.971734336894968	1.0	3/20	11.55%	PRKD2;RAB11A;CNGB1	Reactome
1518	prerank	SUMOylation Of RNA Binding Proteins R-HSA-4570464	-0.4814659162538454	-0.7180626721537704	0.8930041152263375	0.9709068415306601	1.0	8/45	12.24%	UBE2I;HNRNPC;SUMO2;SEH1L;NUP62;NUP85;NUP188;NUP93	Reactome
1519	prerank	Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase R-HSA-176407	0.4808887865734461	0.7180207092456843	0.8666666666666667	1.0	1.0	5/19	10.35%	ANAPC15;CDC23;ANAPC5;ANAPC16;ANAPC7	Reactome
1520	prerank	RNA Polymerase I Promoter Opening R-HSA-73728	0.44552785709213333	0.7162468175459724	0.8926174496644296	1.0	1.0	5/29	6.52%	H2AZ2;H2BC15;H2BC4;H2BC21;H2BC12	Reactome
1521	prerank	RAF Activation R-HSA-5673000	0.4453126372175256	0.7147570660569974	0.8680351906158358	1.0	1.0	6/30	6.93%	KSR1;PPP2R5D;MARK3;PPP1CC;BRAF;PPP2R5A	Reactome
1522	prerank	cGMP Effects R-HSA-418457	-0.5335830554222485	-0.714678008238764	0.8576642335766423	0.9734875979105949	1.0	4/14	4.64%	PDE5A;PDE9A;KCNMB1;KCNMA1	Reactome
1523	prerank	RHOBTB3 ATPase Cycle R-HSA-9706019	-0.5455415609074443	-0.7146422015575068	0.8740740740740741	0.9726784479275421	1.0	1/9	6.30%	HTR7	Reactome
1524	prerank	Regulation Of Gene Expression In Early Pancreatic Precursor Cells R-HSA-210747	0.5353603545229785	0.7144933700039725	0.8505747126436781	1.0	1.0	1/7	3.83%	PDHX	Reactome
1525	prerank	Cleavage Of Damaged Purine R-HSA-110331	0.43301744775658346	0.7135942395735181	0.8954703832752613	1.0	1.0	6/34	6.52%	H2AZ2;H2BC15;POT1;H2BC4;H2BC21;H2BC12	Reactome
1526	prerank	SLBP Dependent Processing Of Replication-Dependent Histone Pre-mRNAs R-HSA-77588	0.5313307144035793	0.7133727261057647	0.8448637316561844	1.0	1.0	2/10	11.26%	SNRPD3;ZNF473	Reactome
1527	prerank	Mitotic Prophase R-HSA-68875	-0.43490660209809845	-0.7133473354707859	0.918562874251497	0.973090917696672	1.0	20/109	12.24%	LMNA;H2AX;NEK6;CCNB2;PRKCB;TMPO;PLK1;LMNB1;CNEP1R1;VRK1;LPIN2;SEH1L;NUP62;SMC4;NUP85;CDK1;H2AJ;RAB33B;NUP188;NUP93	Reactome
1528	prerank	Signaling By FGFR R-HSA-190236	-0.44666043579605125	-0.7131054864009422	0.9246753246753247	0.972491710100029	1.0	15/85	7.76%	FLRT3;SRC;FGF20;SPRY2;FGFBP1;FLRT2;FGF18;KL;FGF9;HNRNPA1;FGF1;SPRED2;HNRNPF;TIA1;PIK3R1	Reactome
1529	prerank	Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279	-0.4746340178554919	-0.7130345965500516	0.896551724137931	0.971726159738582	1.0	7/50	8.65%	H2AX;CENPW;KNL1;HJURP;CENPM;CENPK;CENPH	Reactome
1530	prerank	Elevation Of Cytosolic Ca2+ Levels R-HSA-139853	-0.5280527831723526	-0.7127218755563466	0.8610634648370498	0.9712055371036866	1.0	4/14	8.43%	P2RX7;P2RX1;ITPR2;ORAI2	Reactome
1531	prerank	COPI-mediated Anterograde Transport R-HSA-6807878	-0.44497420220100253	-0.7127152671630327	0.9167750325097529	0.9703709492650157	1.0	7/79	5.01%	CD55;NAPSA;SPTBN2;FOLR2;KDELR3;CD59;CAPZA1	Reactome
1532	prerank	Zinc Efflux And Compartmentalization By SLC30 Family R-HSA-435368	0.5499459889691988	0.7120194533128364	0.8559498956158664	1.0	1.0	4/6	19.90%	SLC30A5;SLC30A8;SLC30A2;SLC30A6	Reactome
1533	prerank	Activation Of HOX Genes During Differentiation R-HSA-5619507	0.3688382925198074	0.7112736361757267	0.9947916666666666	1.0	1.0	16/88	8.09%	RARB;PIAS2;H2AZ2;NCOA6;H2BC15;PAXIP1;RXRA;YY1;H2BC4;H2BC21;H2BC12;POLR2C;POLR2G;MAFB;HDAC3;CTCF	Reactome
1534	prerank	APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409	0.4529728259524418	0.7092538990267105	0.8825301204819277	1.0	1.0	6/25	10.35%	ANAPC15;CDC23;ANAPC5;ANAPC16;UBB;ANAPC7	Reactome
1535	prerank	Relaxin Receptors R-HSA-444821	-0.5515893716763076	-0.7070242689005598	0.8688212927756654	0.9752168865651633	1.0	3/7	18.63%	RLN2;RXFP2;RXFP4	Reactome
1536	prerank	Estrogen Biosynthesis R-HSA-193144	0.55081284544155	0.7062163056901604	0.8492239467849224	1.0	1.0	2/5	7.69%	HSD17B14;HSD17B1	Reactome
1537	prerank	Prolonged ERK Activation Events R-HSA-169893	-0.52648566740857	-0.7046506293624788	0.8613013698630136	0.976722264659767	1.0	8/13	19.45%	NTRK1;MAP2K1;KIDINS220;MAP2K2;MAPK1;YWHAB;CRKL;RAP1A	Reactome
1538	prerank	Heme Degradation R-HSA-189483	-0.5131314772710865	-0.7042684689428663	0.846815834767642	0.9762588577506118	1.0	3/15	6.85%	HMOX1;SLCO2B1;BLVRA	Reactome
1539	prerank	Nicotinamide Salvaging R-HSA-197264	-0.5050922463031838	-0.702859089420583	0.8829953198127926	0.9768348043373322	1.0	8/18	6.18%	NNMT;PTGS2;PARP14;PARP9;PARP4;NAMPT;PARP10;PTGIS	Reactome
1540	prerank	Ion Homeostasis R-HSA-5578775	-0.46233202933608847	-0.7027349925794573	0.9123287671232877	0.9761345612239872	1.0	14/48	10.88%	RYR1;ITPR2;ATP1B3;ATP1A2;SLC8A1;TRPC1;FXYD7;SLC8A2;ORAI2;ATP2B4;RYR3;CAMK2A;CAMK2D;FKBP1B	Reactome
1541	prerank	DNA Damage Recognition In GG-NER R-HSA-5696394	-0.4794982267166646	-0.7023128557089791	0.8972099853157122	0.975686307080004	1.0	3/36	4.94%	RAD23B;DDB2;INO80C	Reactome
1542	prerank	PI5P Regulates TP53 Acetylation R-HSA-6811555	0.5235121510325708	0.701434379456082	0.87248322147651	1.0	1.0	2/8	4.44%	MAP2K6;PIP4K2C	Reactome
1543	prerank	RHOD GTPase Cycle R-HSA-9013405	0.4065343680148984	0.7005064245555308	0.9655172413793104	1.0	1.0	7/51	6.69%	VAPB;GOLGA8R;ARHGAP39;ARHGAP35;MOSPD2;EMD;ADD3	Reactome
1544	prerank	RNA Polymerase I Promoter Clearance R-HSA-73854	-0.44656974692517015	-0.7004462170037182	0.9273182957393483	0.9767451191420264	1.0	9/75	8.73%	H2AX;DPEP2;TAF1D;GATAD2A;CHD4;MTA2;POLR1G;CCNH;POLR1E	Reactome
1545	prerank	Processing Of Intronless Pre-mRNAs R-HSA-77595	0.48071621570484396	0.6995009349754655	0.9007832898172323	1.0	1.0	4/19	11.07%	PAPOLA;CPSF2;CSTF2T;CSTF1	Reactome
1546	prerank	Pre-NOTCH Processing In Endoplasmic Reticulum R-HSA-1912399	0.5492419171747245	0.6993777133946644	0.8816964285714286	1.0	1.0	2/5	5.00%	POFUT1;NOTCH4	Reactome
1547	prerank	Highly Calcium Permeable Postsynaptic Nicotinic Acetylcholine Receptors R-HSA-629594	-0.5354784294371893	-0.6992728170027533	0.8661016949152542	0.9770309073481307	1.0	4/10	18.75%	CHRNA1;CHRNA6;CHRNB4;CHRNA3	Reactome
1548	prerank	ERCC6 (CSB) And EHMT2 (G9a) Positively Regulate rRNA Expression R-HSA-427389	-0.46947204878023036	-0.6986961691861249	0.90633608815427	0.9767900498007143	1.0	4/42	6.84%	H2AX;GATAD2A;CHD4;MTA2	Reactome
1549	prerank	Fanconi Anemia Pathway R-HSA-6783310	0.4223865100308021	0.6983563261240272	0.9290540540540541	1.0	1.0	9/37	11.40%	FAN1;FANCC;CENPX;DCLRE1A;POLR1B;UBB;FANCF;ERCC4;SLX4	Reactome
1550	prerank	CTNNB1 S33 Mutants Not Phosphorylated R-HSA-5358747	-0.5210600678163482	-0.698341038184991	0.8793969849246231	0.9762843587701082	1.0	3/14	11.10%	PROC;CTNNB1;AXIN1	Reactome
1551	prerank	Signaling By FGFR1 R-HSA-5654736	-0.4559990015244915	-0.6972764833807421	0.9233983286908078	0.9765009215686703	1.0	11/48	7.76%	FLRT3;SRC;FGF20;SPRY2;FLRT2;FGF18;KL;FGF9;FGF1;SPRED2;PIK3R1	Reactome
1552	prerank	Receptor Mediated Mitophagy R-HSA-8934903	0.5088476586331361	0.6970580191642407	0.8616780045351474	1.0	1.0	2/9	4.68%	MAP1LC3A;PGAM5	Reactome
1553	prerank	NGF-stimulated Transcription R-HSA-9031628	-0.4809944203929504	-0.6970473833221282	0.9085794655414908	0.975899794159548	1.0	11/38	7.60%	NAB2;FOSL1;RRAD;F3;CDK5R1;EGR3;LYL1;CHD4;TPH1;TF;JUND	Reactome
1554	prerank	Long-term Potentiation R-HSA-9620244	0.4666738557995506	0.696917950999883	0.896358543417367	1.0	1.0	5/22	5.22%	GRIN2C;NRG1;LRRC7;DLG1;MPP2	Reactome
1555	prerank	HSF1 Activation R-HSA-3371511	0.4381900096333255	0.6963520623153819	0.8839285714285714	1.0	1.0	2/28	1.43%	FKBP4;HSBP1	Reactome
1556	prerank	Vitamin B2 (Riboflavin) Metabolism R-HSA-196843	-0.545935547004469	-0.6958582214646615	0.871939736346516	0.9762185124838414	1.0	2/6	9.44%	SLC52A2;SLC52A3	Reactome
1557	prerank	Presynaptic Depolarization And Calcium Channel Opening R-HSA-112308	-0.541395649712263	-0.6956661121844021	0.8913043478260869	0.9755480349714188	1.0	2/11	2.13%	CACNB1;CACNG4	Reactome
1558	prerank	Retrograde Transport At Trans-Golgi-Network R-HSA-6811440	0.4023790555044622	0.6952197735110301	0.9734848484848485	1.0	1.0	20/47	8.97%	COG5;COG8;COG2;SYS1;GOLGA1;GOLGA4;RAB6B;NSF;VPS54;NAA30;COG7;SCOC;COG6;VPS52;GCC1;VPS53;NAA35;COG3;NAA38;VPS51	Reactome
1559	prerank	Free Fatty Acids Regulate Insulin Secretion R-HSA-400451	-0.5323655531479129	-0.6940941183227534	0.8743362831858407	0.9762030888848666	1.0	2/10	0.85%	GNA15;PLCB2	Reactome
1560	prerank	Nicotinate Metabolism R-HSA-196807	-0.47983061312638003	-0.6927141257056642	0.8781204111600588	0.9767074567697274	1.0	6/30	2.65%	NNMT;PTGS2;PARP14;NT5E;PARP9;PARP4	Reactome
1561	prerank	Defective Pyroptosis R-HSA-9710421	0.417177828030715	0.6926867272013173	0.9133574007220217	1.0	1.0	6/39	6.52%	H2AZ2;H2BC15;DNMT3B;H2BC4;H2BC21;H2BC12	Reactome
1562	prerank	Diseases Of DNA Repair R-HSA-9675135	-0.4622403760973071	-0.6924489942226723	0.9030054644808743	0.976124895193853	1.0	14/50	11.54%	RRAD;BRCA2;RBBP8;RAD51;RMI2;OGG1;NEIL1;BRIP1;RAD51B;BLM;BARD1;ATM;EXO1;RFC2	Reactome
1563	prerank	Inactivation, Recovery And Regulation Of Phototransduction Cascade R-HSA-2514859	0.4266496440815858	0.6921170346190669	0.9244712990936556	1.0	1.0	6/29	10.02%	PRKCQ;PDE6B;PRKCA;GUCA1B;RGS9BP;GRK1	Reactome
1564	prerank	Transport Of Mature mRNA Derived From An Intron-Containing Transcript R-HSA-159236	-0.4381087240923722	-0.6905157465419657	0.9284785435630689	0.9771762748506505	1.0	14/73	12.24%	THOC6;THOC5;NXF1;SRSF7;SEH1L;SRSF4;NUP62;DDX39A;U2AF1;DDX39B;NUP85;SRSF5;NUP188;NUP93	Reactome
1565	prerank	HuR (ELAVL1) Binds And Stabilizes mRNA R-HSA-450520	-0.5258657209647859	-0.688018277129705	0.8734177215189873	0.9787285430974428	1.0	4/9	15.89%	ENPP2;TNFSF13;ELAVL1;GPRC5A	Reactome
1566	prerank	Phototransduction Cascade R-HSA-2514856	0.4219740369222076	0.6873034806892704	0.9254658385093167	1.0	1.0	6/30	10.02%	PRKCQ;PDE6B;PRKCA;GUCA1B;RGS9BP;GRK1	Reactome
1567	prerank	DSCAM Interactions R-HSA-376172	-0.5187425589035854	-0.6867627012915203	0.8664259927797834	0.9791341080248028	1.0	2/10	7.58%	MAPK13;MAPK11	Reactome
1568	prerank	APC Truncation Mutants Have Impaired AXIN Binding R-HSA-5467337	-0.5122480890489277	-0.6866794336051799	0.8860971524288107	0.9783797632860156	1.0	1/13	3.31%	PROC	Reactome
1569	prerank	DNA Damage Bypass R-HSA-73893	-0.4595216372992417	-0.6860272035801797	0.9294605809128631	0.9782133996925456	1.0	12/47	11.97%	UBE2L6;ISG15;RAD18;UBA7;MAD2L2;POLE4;DTL;POLD1;UBA52;RFC2;RBX1;POLD4	Reactome
1570	prerank	RHOT2 GTPase Cycle R-HSA-9013419	-0.5472193400403429	-0.685198920968323	0.8921389396709324	0.9781893708109625	1.0	1/6	3.56%	TRAK2	Reactome
1571	prerank	Activation Of BH3-only Proteins R-HSA-114452	-0.4738421566177318	-0.6850434952306931	0.8883792048929664	0.9775039773677627	1.0	7/29	6.28%	BID;TP63;PMAIP1;YWHAH;BBC3;REXO2;TP53BP2	Reactome
