gene_symbol	BACI107	BACI109	BACI110	BACI111	BACI112	BACI113	BACI114	BACI116	BACI117	BACI118	BACI119	BACI120	BACI121	BACI122	BACI123	BACI124	BACI126	BACI128	BACI131	BACI133	BACI135	BACI136	BACI137	BACI138	BACI139	BACI140	BACI142	BACI143	BACI144	BACI148	BACI149	BACI150	BACI151	BACI152	BACI153	BACI154	BACI155	BACI156	BACI157	BACI158	BACI159	BACI160	BACI161	BACI162	BACI163	BACI164	BACI165	BACI167	BACI169	BACI170	BACI172	BACI173	BACI174	BACI175	BACI177	BACI178	BACI180	BACI181	BACI182	BACI183	BACI184	BACI185	BACI186	BACI187	BACI188	BACI189	BACI190	BACI191	BACI192	BACI193	BACI194	BACI195	BACI196	BACI197	BACI199	BACI201	BACI202	BACI203	BACI204	BACI205	BACI206	BACI207	BACI208	BACI209	BACI210	BACI211	BACI212	BACI217	BACI219
SRGAP3	-0.207609152	0.061339203	-0.065192547	0.285156555	-0.042404371	0.205750032	0.329120481	-0.061351975	0.082164326	0.112444785	-0.22307095	-0.409252668	0.255213999	-0.179419946	0.235461932	0.44579066	-0.09497837	-0.398651271	-0.094118925	-0.171119561	-0.361333936	0.051778781	0.370481056	0.244656456	0.400024377	-0.102852353	0.444290134	-0.054070786	0.239185741	0.411961292	-0.203121449	-0.03056237	0.064827239	0.056769713	-0.208130251	-0.222887951	0.20689219	0.493438917	0.442308348	0.357169219	0.076606107	0.416794783	0.159545172	-0.364878231	-0.009879616	0.050209215	-0.001640603	0.047959717	-0.027877982	0.45896083	-0.101148589	0.041818716	0.136334604	0.215654072	0.126504071	-0.054680359	0.103115739	-0.114118441	-0.071133301	0.367379479	-0.177818472	-0.271022167	0.580131647	-0.16176493	0.136299426	0.010982297	0.358343527	0.008897692	0.113082322	-0.079159867	0.109639898	0.051731782	0.388247949	0.331415212	-0.273706744	-0.248922935	0.135909411	0.132936628	-0.003439012	-0.032488495	0.386202456	-0.249924657	-0.209750799	-0.070464527	0.106737725	0.260856463	-0.158000491	0.120724201	-0.016290205
THUMPD3	0.660449175	0.416738175	0.40956579	0.503645908	0.415067661	0.407956599	0.382004536	0.418073165	0.421546474	0.446868281	0.247688179	0.47372501	0.373913615	0.33346782	0.334167913	-0.044919418	0.38617759	0.44336706	0.357617998	0.135113296	0.342807643	0.407636462	0.449470225	0.298180209	0.458002228	0.256422965	0.309499908	0.416041098	0.46528406	0.483891396	0.380556941	0.528712056	0.211294375	0.413842908	0.373768818	0.352555741	0.345658035	0.510468091	0.34591358	0.266668413	0.28762737	0.324256771	0.401536582	0.410409539	0.19009453	0.269705813	0.473178021	-0.067224937	0.322403642	0.125902829	0.393279689	0.329101985	0.306487651	0.428496675	0.356734469	0.468527961	0.474877694	0.346290061	0.212681158	0.424728687	0.570033568	0.368782669	0.375301232	0.319774013	0.294328439	0.21568044	0.443374468	0.469446092	0.326170002	0.376747921	0.384516848	0.393323291	0.352792651	0.59012151	0.308521482	0.357451418	0.262405506	0.482270949	0.252205551	0.396723565	0.473557059	0.532885946	0.475456379	0.261660009	0.456126884	0.39587214	0.246161329	0.413715857	0.435448194
SETD5	0.985409654	0.795159385	0.79585991	0.906016871	0.79552519	0.767545267	0.825241794	0.720249544	0.846896641	0.932969445	0.828267136	0.801215216	0.669020906	0.780994433	0.730412218	0.713750895	0.766947417	0.812059872	0.841823026	0.826598233	0.752548455	0.696714323	0.909183715	0.843070461	0.83380149	0.811550614	0.902213972	0.889747929	0.923137115	0.839365161	0.819489505	0.813099677	0.644774825	0.781688242	0.874315538	0.774080696	0.794249188	0.902641754	0.854832073	0.84048631	0.926229723	0.745851166	0.780065545	0.789913011	0.796820177	0.797588559	0.910506702	0.651254529	0.796484954	0.937030944	0.743385276	0.788594199	0.670353871	0.835417445	0.71087885	0.843889627	0.940359947	0.814034833	0.719075793	0.923479478	0.920478597	0.776315371	0.904106155	0.824102268	0.811194374	0.818096389	0.892680457	0.93765601	0.792056512	0.809858756	0.764572856	0.7585382	0.823089321	1.014547002	0.703864828	0.869891472	0.830420355	0.830368531	0.769592222	0.830598549	0.88292688	1.018079159	0.946084422	0.73283346	0.824551374	0.9106366	0.74822772	0.825332504	0.820747744
LHFPL4	-1.127076334	-1.133574051	-1.68680979	-1.471379196	-1.171175203	-1.314941462	-0.486315439	-1.43864777	-1.20541581	-1.014683133	-1.563025246	-1.117895754	-1.268727954	-1.278218275	-1.024657178	-0.720327602	-1.51806072	-0.657974749	-1.949960736	-1.102735889	-1.351201806	-1.56835738	-1.065881962	-1.614600597	-0.843534069	-1.856241592	-1.516201918	-0.963296058	-1.371910104	-0.637348428	-1.192121389	-1.454646858	-1.638511644	-0.870887899	-1.196594145	-1.568896873	-1.182584336	-0.940845843	-1.132939206	-1.014762789	-1.79956849	-1.047506345	-1.255898706	-1.090086075	-0.852204078	-1.472986171	-1.810937223	-1.719986593	-1.22961962	-1.659175483	-1.520951076	-1.45500411	-1.440523919	-1.347090684	-1.409296683	-0.604232859	-1.802280421	-1.840859967	-1.68801683	-0.975673052	-1.157825357	-0.899346453	-1.138063201	-1.267081492	-1.616203818	-1.444195234	-0.469272713	-1.395007413	-1.499911693	-0.993842444	-0.811024161	-1.632938621	-1.606575825	-1.014262369	-1.524075882	-1.687355921	-1.206054076	-1.392297363	-1.017391224	-1.937996828	-1.423393754	-1.170654653	-0.932416531	-1.20628909	-1.191274422	-0.513566628	-1.26162541	-1.118029278	-0.762718781
MTMR14	0.417731959	0.214219165	0.134273529	0.13232766	0.196323648	0.177633018	0.164879293	0.245883546	0.207215431	0.246016954	0.138037633	0.284505387	0.216253346	0.22647786	0.144409052	0.204306307	0.056835531	0.224982703	0.063360959	0.251017009	0.140782164	0.164505601	0.177283695	0.15935529	0.114339801	0.140612996	0.177875032	0.276404668	0.185472157	0.331823351	0.269969335	0.275162171	0.278602803	0.209735499	0.096833939	0.294918111	0.201546807	0.27497257	0.334236124	0.164068206	0.31914061	0.114488903	0.175559614	0.319055425	0.244180307	0.174132842	0.28961012	0.209743514	0.182092436	0.290386467	0.054265235	0.146046658	0.033044145	0.177043022	0.271182913	0.195949228	0.22655519	0.180932556	0.27728308	0.059592714	0.234754473	0.239644848	0.259083208	0.269624967	0.249885167	0.126038582	0.071058183	0.344806987	0.297273949	0.166437994	0.168879943	0.104224059	0.159869711	0.405960339	0.221915933	0.216156589	0.091773982	0.265236379	0.184531233	0.229013453	0.187763625	0.277302091	0.291803375	0.073996059	0.205791125	0.188093812	0.182523767	0.267601637	0.207706026
CPNE9	-1.2339212	-1.504252953	-1.882305527	-1.626277486	-1.299415364	-1.585542654	-1.230930058	-1.43864777	-1.605991758	-1.377907928	-1.369920567	-1.259065392	-1.580121661	-1.089035196	-1.078499513	-0.9983361	-1.33172981	-1.253514622	-1.469542923	-1.227387409	-0.81957379	-1.06962945	-1.448212405	-1.800082624	-1.409975888	-0.902485922	-1.774693472	-1.090581128	-1.329242791	-0.90767353	-1.323796013	-1.136133825	-1.638511644	-1.019272631	-1.842376586	-1.452574907	-1.272090323	-1.180009359	-1.258311245	-1.070538095	-1.027877275	-1.385347529	-1.255898706	-1.554433004	-1.216794303	-1.070061982	-0.808600258	-0.468221227	-1.083619136	-1.368856246	-1.033785904	-0.598030489	-1.359968409	-1.627806292	-1.409296609	-1.458530616	-1.080617023	-1.171777626	-1.68801683	-1.231390715	-1.345364826	-1.009316065	-1.605349354	-1.564642492	-1.10419026	-1.908206781	-0.747232082	-1.395007413	-1.499911693	-1.109488551	-1.409448645	-1.632938621	-1.208719699	-1.193335521	-1.406752538	-1.365923166	-1.350159501	-0.969497956	-1.485070908	-1.062212625	-1.374987368	-1.512488255	-1.530675958	-1.068613298	-1.497814148	-1.117212347	-1.37591892	-1.53886195	-1.408418188
BRPF1	0.592519053	0.304704401	0.216286559	0.362956046	0.356518546	0.338074902	0.242612335	0.211818633	0.308679002	0.331634047	0.2879764	0.358127111	0.154876757	0.270075354	0.340244037	0.436334905	0.311148804	0.427231791	0.298999067	0.454009397	0.32938853	0.262878233	0.320975319	0.400115154	0.329638589	0.236917304	0.407441024	0.448937709	0.391566886	0.441393902	0.384152093	0.431778088	0.422096661	0.245777187	0.345595825	0.333683906	0.316187942	0.486751698	0.449944661	0.351845708	0.549878364	0.195260841	0.337451949	0.372838394	0.522231663	0.334240349	0.340273408	0.242699293	0.201041598	0.464603776	0.241939145	0.193354	0.089389725	0.307007498	0.29033422	0.428590743	0.369597263	0.295749514	0.401731829	0.358935012	0.481432527	0.330129226	0.480547059	0.393680157	0.377610546	0.422965265	0.554982783	0.408647399	0.411547114	0.330148705	0.211158852	0.168505128	0.20225909	0.568956814	0.283339375	0.319427749	0.29120668	0.360392104	0.325275189	0.309277218	0.339515228	0.331691927	0.478606191	0.14302289	0.294923672	0.479103778	0.237973052	0.382270191	0.384863182
OGG1	0.256382322	0.072255041	0.131859469	0.22311469	0.286242594	0.197950334	0.113473838	0.136283963	0.108362546	0.355182988	0.087972639	0.207692443	0.101145469	0.042803508	0.06040961	0.276865936	0.111188234	0.282816709	0.182316652	0.295408922	0.148894398	0.107042271	0.233539245	0.160676928	0.222684411	0.143330262	0.280072979	0.223236102	0.287839011	0.163345375	0.151965703	0.301773957	0.032500258	0.140453895	0.304499836	0.130434105	0.152031307	0.385883705	0.260512851	0.169616787	0.689719811	0.088218199	0.12778877	0.154484354	0.383525494	0.189077637	0.097475029	0.035627159	0.065541205	0.384530766	0.283779429	0.072282827	-0.077416272	0.240511634	0.139718234	0.156281177	0.167391918	0.089720104	0.332274801	0.309950998	0.342492918	0.169784134	0.248522139	0.167945445	0.060127228	0.382101702	0.549348077	0.165364749	0.263783912	0.228800549	0.080702277	0.097434121	0.243103145	0.313110395	0.140358236	0.1281626	0.188448742	0.142513955	0.226049746	0.147362245	0.268684448	0.175830323	0.332478572	0.055850265	0.230617073	0.45733237	0.047537975	0.171899463	0.212939651
CAMK1	-0.439979257	-0.196871273	-0.369988115	-0.345087314	-0.18984564	-0.547778588	-0.417743761	-0.543186932	-0.491440334	-0.349483506	-0.33912786	-0.259106265	-0.348127556	-0.325828403	-0.267763098	0.056367144	-0.495079381	-0.199806351	-0.13117096	0.001917128	-0.449236241	-0.465010191	-0.501554347	-0.135579992	-0.381948654	-0.190197161	-0.182592995	-0.310989126	-0.241114276	-0.27863218	-0.414402184	-0.214252249	-0.12389745	-0.68492518	-0.195081448	-0.396045671	-0.296193492	-0.21700981	-0.116539337	-0.185824383	-0.071321412	-0.43707782	-0.354041326	-0.467088109	0.06959725	-0.299195184	-0.416937674	-0.18460468	-0.448906547	-0.03403874	-0.303821355	-0.263596301	-0.483783053	-0.253769918	-0.415452952	-0.744706138	-0.438299847	-0.47310841	0.095352503	-0.272873549	-0.177287091	-0.351804159	-0.282816575	-0.24823439	-0.183382468	0.053694879	0.03125595	-0.487253364	-0.251778303	-0.324443203	-0.479549276	-0.256508476	-0.340187464	-0.355228147	-0.461913257	-0.45122983	-0.29026089	-0.416747626	-0.238626719	-0.267880678	-0.433894938	-0.475770874	-0.074775766	-0.310808882	-0.426241021	-0.412122908	-0.431813186	-0.325603534	-0.334665233
TADA3	0.404288673	0.403238911	0.318402399	0.271029161	0.394670342	0.222972609	0.326726218	0.306125208	0.370249467	0.420491174	0.36509254	0.409597024	0.381471095	0.362180356	0.382290965	0.491527646	0.159732214	0.408587672	0.376471958	0.510132611	0.322835751	0.346425791	0.414467889	0.487672943	0.233029394	0.412152072	0.505116793	0.502260123	0.427766393	0.291138548	0.344202574	0.429466133	0.481905876	0.444877196	0.38233969	0.401243495	0.34790627	0.491797482	0.571638348	0.421301767	0.54948477	0.2871506	0.45327728	0.392270368	0.664726934	0.502415539	0.44353895	0.569339409	0.241240781	0.59989044	0.313602374	0.331920384	0.183102883	0.371471521	0.32831362	0.388162724	0.469103468	0.346507028	0.675849336	0.357637175	0.436467784	0.480276257	0.503916124	0.437981054	0.437445284	0.556381399	0.455008651	0.556934651	0.532761785	0.444815814	0.340543822	0.392508241	0.332350412	0.487371677	0.321208551	0.376962265	0.371039494	0.388415857	0.2597551	0.502679303	0.26056183	0.387431293	0.482575589	0.291469839	0.316492931	0.451105105	0.300776384	0.418419666	0.424423789
ARPC4	0.539342337	0.38167658	0.371596314	0.208129626	0.326450353	0.275151984	0.364340945	0.33614729	0.35956633	0.345138619	0.302469272	0.422065689	0.379836841	0.409995008	0.441407179	0.472228851	0.257228816	0.293708276	0.322658073	0.406530891	0.362977873	0.317725597	0.357478771	0.462957491	0.277380435	0.40718468	0.421564815	0.558277537	0.369227736	0.450759995	0.383115814	0.367244763	0.40819163	0.343039614	0.258826336	0.373438292	0.318579488	0.440044154	0.534412	0.376471236	0.512201582	0.268758344	0.379004506	0.444982602	0.448124284	0.481859736	0.451367873	0.619717674	0.228967657	0.475858772	0.15181233	0.35387284	0.206908675	0.213752904	0.34205957	0.445278638	0.449727577	0.405425884	0.672171089	0.30898726	0.371955272	0.342812378	0.406275097	0.454880997	0.490105049	0.454504256	0.257486464	0.409042544	0.56998995	0.343588615	0.306434982	0.37300882	0.292637163	0.535572026	0.361825138	0.335905244	0.28455635	0.461392681	0.287358713	0.475899825	0.242285463	0.421754943	0.467923016	0.292534815	0.388770577	0.275985498	0.337025699	0.454201518	0.361227904
ARPC4-TTLL3	-0.017170061	-0.194747705	-0.788503508	-0.219477499	-0.291171383	-0.146672276	-0.139265328	-0.116074713	0.078433808	-0.153503337	-0.232551849	-0.158443575	-0.193672081	-0.10675306	-0.04339711	0.106915959	-0.435017447	-0.000883768	-0.537556452	0.108582608	-0.149708873	-0.085166704	-0.078773725	-0.006100347	-0.184672927	-0.31408119	-0.043084301	-0.034159653	0.045584421	0.034164698	-0.065080507	-0.019034653	-0.142996818	0.132651069	-0.283869837	0.040270503	-0.142263615	-0.19588779	0.135050585	-0.107096505	-0.053315753	-0.154168004	-0.079559024	-0.116318392	0.308849683	-0.015924774	-0.275645502	-1.005261686	-0.146160192	-0.089492075	-0.291405929	-0.199363855	-0.397437134	-0.124297076	-0.245351472	-0.123037063	-0.254225207	-0.112992043	0.024518001	-0.069524114	-0.346619139	0.111298897	0.141101152	0.035007532	-0.070301744	-0.20209719	0.012633208	0.049411033	-0.108843226	0.018726184	-0.070973599	-0.701671252	-0.302478184	0.080276687	-0.197731478	-0.298831699	-0.00189372	-0.20025657	-0.194311051	-0.249262427	-0.222178762	-0.033733712	-0.220871244	-0.127799188	-0.285626995	-0.156431329	-0.139475442	0.024460123	-0.054052679
TTLL3	0.530467755	0.30078376	0.45338529	0.561621073	0.476222021	0.449276017	0.672255737	0.429030252	0.630152659	0.819368287	0.451786703	0.475924485	0.555987603	0.581259147	0.390923505	0.620211754	0.269241613	0.513886556	0.638602114	0.788555822	0.385735256	0.530079181	0.607512744	0.663221925	0.578848236	0.76050037	0.785074784	0.522086043	0.711858715	0.409299835	0.485275796	0.644581432	0.292820106	0.805831964	0.852061713	0.636337992	0.589475	0.469694437	0.558993248	0.628698054	0.749276223	0.460731712	0.513206711	0.462614898	0.789889821	0.620907577	0.493009137	0.397042481	0.703370952	0.784034566	0.693495414	0.565031048	0.445278528	0.721907334	0.413277301	0.544868789	0.624393726	0.503192861	0.752409073	0.649953334	0.433420388	0.717817357	0.82545732	0.601440778	0.521555391	0.784785129	0.574184207	0.61781537	0.555601561	0.711042757	0.530275111	0.486391954	0.691228657	0.691380472	0.538903444	0.536780013	0.69810525	0.411133322	0.551133037	0.547833662	0.707872923	0.742293971	0.560179327	0.437134735	0.616431596	0.625522714	0.485411689	0.589340155	0.62422251
RPUSD3	0.179078082	-0.059163161	-0.085260738	-0.092419741	-0.013794451	-0.080235764	-0.042666747	0.03423165	0.032532485	-0.051139661	-0.004988367	0.115015835	-0.161105073	-0.107733174	0.045236158	0.182769766	-0.158915122	-0.025815438	-0.012686658	0.041697444	-0.093635162	-0.030968671	-0.001677226	0.110158862	0.009260353	-0.035271297	0.047548733	0.095984198	0.023401681	0.06460481	-0.08336272	0.010648647	0.061560565	0.079740438	0.017604803	-0.082838745	-0.108065596	0.114179718	0.153728477	0.040337577	0.167589428	-0.129314347	0.088092957	0.081287142	0.231184765	-0.028741426	-0.034478862	0.145231753	-0.151178094	0.362598279	-0.023128674	-0.168888135	-0.237554006	0.013879229	-0.072028147	0.166571403	0.003120173	-0.091474564	0.113533121	-0.06838817	0.080362302	0.035334599	0.049366047	0.13892791	0.070992842	0.206854978	0.134401058	0.081915727	0.063692076	0.035389562	-0.125325237	-0.069596036	0.041193475	0.185212641	-0.089721715	-0.094656986	-0.049812621	0.124584496	-0.050152742	-0.031441957	-0.008689713	0.12188424	0.054183357	-0.127673403	0.148358076	-0.129292981	-0.178757434	0.082475893	0.009695806
CIDEC	-1.516775886	-1.812178562	-1.882305527	-1.748464492	-1.892764293	-1.799868164	-1.571215822	-1.43864777	-1.806823927	-0.622469163	-1.450318308	-1.594697432	-1.580121661	-1.708244347	-1.658425207	-1.588231639	-1.51806072	-1.613667932	-1.625719669	-0.638081804	-1.088919028	-1.186307893	-1.38799408	-1.800082624	-1.52868177	-1.065107827	-1.774693472	-1.575683841	-2.011676232	-1.502745897	-1.765058101	-1.624256956	-1.638511644	-1.668491394	-1.168649761	-1.770827807	-1.742130798	-1.684310321	-1.188795663	-1.505012033	-1.679341591	-1.731273042	-1.654084987	-1.554433004	-0.623630376	-1.790809181	-1.181773157	-1.535133003	-1.527728861	-1.946603925	-1.345246553	-1.602330934	-1.745615494	-1.851102183	-1.557453328	-1.573660874	-1.49858828	-1.413757779	-1.68801683	-1.988479132	-1.342094361	-1.677683046	-1.964911035	-1.741904224	-1.807292893	-1.022775255	-1.486247412	-0.70452012	-1.654278375	-0.975704948	-1.611840308	-1.632938621	-1.40823362	-1.41946961	-1.324413387	-1.365923166	-1.463115538	-1.664587667	-1.20213694	-1.937996828	-1.263104541	-1.512488542	-1.71314804	-1.676771737	-0.531476913	-1.330147271	-1.764012046	-1.905874043	-1.55024904
JAGN1	0.328806243	-0.073161496	-0.038347951	-0.066481884	0.001828238	-0.039837084	0.035656704	0.008299555	-0.030118101	-0.273904588	-0.150721245	0.12844558	-0.113448159	-0.008521856	-0.024620472	-0.250639744	-0.025249914	0.016777358	-0.280933497	-0.213903954	-0.076149386	-0.068529468	0.024808587	-0.187912091	-0.014161408	-0.341183482	-0.244363682	0.042262854	-0.063434711	0.105883314	0.075547801	0.121955134	-0.100917016	-0.050109951	-0.315298626	-0.053058677	-0.10483279	-0.055809595	-0.032795643	-0.106429462	0.001495918	-0.138061032	-0.06127257	0.004630453	-0.237672947	-0.235386443	0.09347454	-0.374766686	-0.22718339	-0.239703667	-0.152707079	-0.135985557	-0.160020927	-0.195629989	-0.015288027	0.085117884	-0.011195838	-0.034499107	-0.181555919	-0.098672769	0.060161059	0.019404893	-0.176656696	0.004667973	-0.046265963	-0.151072951	-0.088754821	0.146481264	-0.209943376	-0.067253366	-0.045615748	-0.139636226	-0.174290146	0.189325673	-0.049274618	-0.123567436	-0.13413866	0.148068343	-0.144602888	-0.17677581	-0.032809876	0.027341762	0.18600104	-0.24021189	0.214608969	-0.247755025	-0.171667931	-0.136248812	-0.083981815
IL17RE	-0.128210656	-0.20584226	-0.242456922	-0.016663856	-0.613577437	-0.334838456	0.026043643	-0.065599859	0.039848505	-0.707271098	-0.103070527	-0.048804978	-0.303456503	-0.004227718	0.099164793	0.076874104	-0.572055841	-0.226011964	-0.161103817	-0.325023857	0.086906304	-0.271128686	0.077176803	-0.182671405	0.134069139	-0.40662534	-0.216243826	0.264393628	0.007030537	0.073020804	-0.04978966	0.063448547	-0.110840938	-0.157142018	-0.550030339	0.085303007	-0.299715544	-0.098643693	0.216672502	-0.036157084	-0.472731899	-0.48096243	0.06833867	-0.288090446	-0.135360873	-0.114107237	0.119423528	0.357146621	-1.067569537	0.171720614	-0.090712781	-0.575994667	-0.32268052	-0.40965381	-0.28913942	-0.002771335	-0.055782643	-0.052292211	-0.222639207	-0.567160326	-0.004962357	-0.462337231	-0.158693531	0.121093287	0.167070904	0.16600239	-0.284976719	0.043304666	-0.033642084	-0.388951735	-0.202829832	0.020362579	0.063404621	-0.054753712	0.017390565	-0.402521496	-0.065145476	0.215266988	-0.194476468	-0.363747011	-0.154675162	-0.420113598	-0.220885571	-0.338603041	0.178891937	-0.676700122	-0.667990575	-0.245676879	-0.332785597
IL17RC	0.109556009	0.016329535	-0.055282278	0.104084112	-0.012951165	0.060940603	0.041888638	0.097179447	0.076013668	-0.066715481	0.111294384	0.027636566	-0.077964899	0.207397479	0.1620812	0.404760781	-0.132848353	-0.004483137	0.144735299	0.38019898	0.04932755	-0.059041774	0.073323967	0.291270523	0.148835008	0.032701772	0.172430505	0.232008615	0.178480803	0.075899621	0.400050796	0.262688935	0.132274872	0.133626745	0.139603955	0.108431919	0.007857668	0.039402559	0.323032129	0.15454049	0.212532687	-0.137321044	0.202921396	0.056815546	0.38636283	0.177161245	0.208971835	0.40832547	-0.061529106	0.548666431	-0.008444773	-0.005308082	-0.2468925	0.138551942	-0.020151175	0.093568921	0.155502614	0.108230121	0.632790238	0.070939003	0.096683536	-0.078244976	0.089566967	0.092794262	0.219527565	0.300899798	0.096468833	0.230274834	0.439779112	0.015228236	-0.060984069	0.006406863	0.123161849	0.164758813	0.189679108	0.152034526	0.169491893	0.158950168	-0.042856481	-0.098416964	-0.024958287	0.07711465	0.129033442	-0.03038077	0.175812925	-0.059517072	-0.221879097	0.207522325	-0.09988978
CRELD1	0.289548093	-0.059163109	0.038716051	0.127411985	-0.015487633	0.023841401	0.120879766	0.273111535	0.212822677	0.065915312	0.185251556	0.122860138	0.037764676	0.173541563	0.170646625	0.295553557	0.049170582	0.098549366	0.074874642	0.211900864	0.178029146	0.045021034	0.181297085	0.133677214	0.0825658	0.097019021	0.240068391	0.196132382	0.209248393	0.029705169	0.124824641	0.215711451	0.171979213	0.291610426	0.115258263	0.094783896	0.09796999	0.089528332	0.169229147	0.070546472	0.235334392	0.020194417	0.143667699	0.174948515	0.26928875	0.191848024	0.180708876	0.228096832	0.131331014	0.403547772	0.035059333	0.036277699	-0.029162631	0.179078468	0.117370868	0.260421513	0.266590207	0.062809726	0.525712894	0.108055867	0.191159485	0.124056298	0.155232698	0.213605317	0.20037175	0.304666977	0.268857648	0.288836536	0.204392685	0.157311721	0.09129473	-0.057923649	0.163990376	0.31895174	0.170540051	0.081058105	0.180358482	0.131168766	0.020188747	0.063380847	0.122895798	0.300404438	0.263853386	-0.009135904	0.136333288	0.086536632	-0.03725389	0.202180086	0.138641026
PRRT3	-0.095553326	-0.274650058	-0.227418969	-0.273662351	-0.206122253	-0.206586683	-0.268577305	-0.024908948	-0.181607431	-0.047590559	-0.03958936	-0.09484324	-0.216646136	-0.276194768	-0.324591746	-0.031476058	-0.141548853	-0.167691289	-0.14073863	0.115378847	-0.047048941	-0.095724149	-0.114498991	-0.182671457	-0.118431022	-0.2148175	-0.003808279	-0.073409564	-0.058744722	-0.098728483	-0.015513865	0.060753771	-0.276013495	-0.075289719	0.011591648	-0.227737956	-0.195722922	-0.117392044	0.002326211	-0.226065224	0.099981841	-0.252863315	-0.076423461	0.059167998	0.167095592	-0.191879552	-0.11687941	-0.013964584	-0.189325978	0.275120814	-0.018712453	-0.294244067	-0.399728911	0.010667239	-0.048707084	0.028215838	-0.130554313	-0.248652538	0.501390014	-0.180151804	0.071055197	-0.228598907	0.014249613	-0.123195129	-0.166446349	0.086512379	0.170763294	-0.135874564	0.079740353	-0.084696677	-0.145694225	-0.549354879	-0.006633818	0.045643014	-0.36038512	-0.082138985	-0.096748828	-0.211492065	-0.20097741	-0.123962567	-0.030572664	-0.208261144	0.040983293	-0.345432765	-0.002795981	-0.061891758	-0.387535904	-0.129024801	-0.098003749
EMC3	0.448256802	0.148726348	0.060733519	0.01303241	0.113904946	0.050884258	0.177963805	0.263760968	0.124402528	0.080769844	-0.004577534	0.233350844	0.150417188	0.09710563	0.238191772	0.049090257	0.049688851	0.171735286	0.114344942	0.096084676	0.150359805	0.123482625	0.076538067	0.087496583	0.094459705	-0.032434574	0.205188142	0.275004118	0.137947477	0.376909982	0.037633919	0.180459041	0.144156727	0.175250953	0.068124288	0.098979899	0.120159662	0.187588767	0.211698105	0.148113802	0.11079147	0.100414211	0.136102201	0.221712525	0.097919788	0.085005932	0.175211864	-0.05648751	-0.14973891	0.117037968	0.009438208	0.02801352	0.008356667	0.110061939	0.169456609	0.215373555	0.209352221	0.109503229	0.167632939	0.038442971	0.27229514	0.249494271	0.136542585	0.131796679	0.212549601	-0.001068264	-0.010228355	0.157536528	0.107453704	0.153520737	0.126052391	0.092117489	0.100106312	0.333486258	0.168179609	0.045535772	0.006174672	0.306895038	-0.007865658	0.142297778	0.044779189	0.238441606	0.232301471	0.027502629	0.294024624	-0.053415467	0.110169887	0.139801012	0.12057421
FANCD2	0.389421806	0.296971304	0.168265026	0.261942795	0.221022074	0.316720799	0.183066292	0.297523589	0.30990168	0.294317648	0.363546131	0.348292421	0.107600716	0.034813954	0.15221031	-0.205187569	0.270805431	0.368029427	-0.175166701	-0.097362264	0.122425478	0.20459556	0.156117428	0.1024051	0.363878201	-0.071601897	0.177823545	0.254782543	0.167238343	0.275790638	0.267003754	0.480772532	0.137962808	0.091572208	0.120361409	0.045674456	-0.049444339	0.285488845	0.338289412	0.008991759	0.409985016	0.091535562	0.232391724	0.263579007	-0.048838789	0.017601024	0.301849549	0.054279487	0.16483053	-0.037634544	0.2181223	-0.00980459	0.042995896	0.040612435	0.285413788	0.328926252	0.244461549	0.260413206	-0.117197198	0.234189677	0.453247272	0.239016481	0.122482257	0.309584802	0.206513665	0.035110402	0.407907999	0.434909435	0.236808626	0.219716976	0.16279516	-0.074759604	0.090829504	0.590153202	0.169692542	0.239520092	-0.054086753	0.43101924	0.132490688	0.235527271	0.18219824	0.403130498	0.421674622	-0.035200236	0.266307584	0.308357501	-0.021768433	0.162585295	0.239784212
FANCD2OS	-0.800197638	-0.904000565	-0.794374443	-1.032371501	-1.236715427	-1.009400848	-0.771132812	-0.782765968	-1.075662463	-1.022583126	-1.072586803	-0.766029961	-0.767544714	-1.336378263	-0.919043949	-1.8303383	-1.147630533	-0.813996771	-1.215429194	-1.428219764	-1.239032282	-1.040220609	-1.152245646	-1.357165497	-0.979398491	-1.442365378	-1.282410518	-0.924945842	-1.298492085	-0.693550281	-1.086697796	-0.664681006	-0.943668959	-1.183755125	-1.217623169	-1.452575177	-1.423507836	-0.850585551	-0.865994675	-1.360973455	-0.955804958	-1.050648828	-1.010007758	-0.925345706	-0.928862363	-1.590536239	-0.807072162	-1.719986593	-1.453698259	-1.946603925	-0.83625292	-1.113685675	-0.973618276	-1.025646722	-0.875427728	-0.970340391	-1.114080571	-1.612441269	-1.68801683	-1.160323933	-0.798377035	-0.854436487	-1.432954682	-0.749107245	-1.101421584	-1.591159271	-0.710949183	-1.033980943	-0.976886566	-1.063647547	-1.611840308	-1.437738366	-1.193885504	-0.581941263	-1.197863965	-1.168895335	-1.446991581	-0.804529156	-1.144376639	-1.040695362	-1.151716084	-1.042347014	-0.814506777	-1.255222982	-1.042973816	-1.327173487	-1.140509893	-1.083930316	-0.992544556
