cohort	sample	group	score
TCGA-THCA	TCGA-EL-A3D5-01A	DM1	0.582449711581019
TCGA-THCA	TCGA-DJ-A3UW-01A	DM2+hashi	-0.7212967365133146
TCGA-THCA	TCGA-EL-A3D0-01A	DM2	-0.6552727065721722
TCGA-THCA	TCGA-EL-A4K6-01A	DM1	0.268286919008944
TCGA-THCA	TCGA-ET-A3BV-01A	DM2	-1.0460187999752493
TCGA-THCA	TCGA-H2-A3RH-01A	DM1	0.42823429248734507
TCGA-THCA	TCGA-FY-A4B3-01A	DM2	-0.13812848562637617
TCGA-THCA	TCGA-EL-A3CW-01A	DM2+hashi	0.42196305778929527
TCGA-THCA	TCGA-FY-A3NP-01A	DM1	0.9633192623430268
TCGA-THCA	TCGA-DJ-A2PP-01A	DM1	0.26086620044093267
TCGA-THCA	TCGA-EL-A4K0-01A	DM2	-0.45457807250782667
TCGA-THCA	TCGA-DJ-A13T-01A	DM2	-0.22382699487040075
TCGA-THCA	TCGA-KS-A41J-01A	DM2	-0.40614329788608683
TCGA-THCA	TCGA-ET-A2N0-01A	DM2	-0.5707141700799876
TCGA-THCA	TCGA-H2-A2K9-01A	DM1	0.9724621702476857
TCGA-THCA	TCGA-EM-A1CT-01A	DM2	-0.34387330838179775
TCGA-THCA	TCGA-EL-A3CN-01A	DM2+hashi	-0.7915418777332325
TCGA-THCA	TCGA-BJ-A0ZA-01A	DM1	1.1797162166365855
TCGA-THCA	TCGA-KS-A41L-01A	DM1	1.1443605165533646
TCGA-THCA	TCGA-E8-A433-01A	DM2	-0.13647993743670708
TCGA-THCA	TCGA-E8-A242-01A	DM2+hashi	-0.9191699044490378
TCGA-THCA	TCGA-EL-A4JW-01A	DM2	-0.24161473335450662
TCGA-THCA	TCGA-KS-A4I9-01A	DM2	-0.5275220901979484
TCGA-THCA	TCGA-BJ-A28R-01A	DM2+hashi	-0.08788300143311084
TCGA-THCA	TCGA-BJ-A28S-01A	DM1	0.7481494586223308
TCGA-THCA	TCGA-FY-A4B4-01A	DM2	-0.3076468175348027
TCGA-THCA	TCGA-BJ-A45J-01A	DM2	-0.08706987827782055
TCGA-THCA	TCGA-BJ-A28Z-01A	DM2+hashi	-0.7894539622262057
TCGA-THCA	TCGA-EM-A3AR-01A	DM1	1.0177161650060025
TCGA-THCA	TCGA-DJ-A3US-01A	DM1+hashi	0.7842657437057088
TCGA-THCA	TCGA-BJ-A2N8-01A	DM1	0.3550883611875715
TCGA-THCA	TCGA-FE-A231-01A	DM2	-0.7983349774148985
TCGA-THCA	TCGA-DE-A2OL-01A	DM1	1.0647114837055196
TCGA-THCA	TCGA-EM-A1CV-01A	DM2	-0.23614411044014652
TCGA-THCA	TCGA-DJ-A13O-01A	DM2	0.26120937919849563
TCGA-THCA	TCGA-EL-A3MY-01A	DM2+hashi	-1.1121762607509151
TCGA-THCA	TCGA-BJ-A45H-01A	DM2	0.8352475542895673
TCGA-THCA	TCGA-DJ-A3V2-01A	DM2+hashi	-0.3176224324793641
TCGA-THCA	TCGA-FK-A3S3-01A	DM2	-0.16266341764039205
TCGA-THCA	TCGA-ET-A39T-01A	DM2	-0.351783993406915
TCGA-THCA	TCGA-DJ-A2Q7-01A	DM2	-0.2377871625800833
TCGA-THCA	TCGA-DE-A69K-01A	DM2	-0.11165338207026519
TCGA-THCA	TCGA-ET-A25M-01A	DM2	-0.4086246497933844
TCGA-THCA	TCGA-DJ-A4V5-01A	DM2	0.10971258849690893
TCGA-THCA	TCGA-DE-A4M9-01A	DM1	0.8137058559784719
TCGA-THCA	TCGA-BJ-A0Z9-01A	DM2	-1.2410036377799225
TCGA-THCA	TCGA-ET-A39N-01A	DM1	0.2063836142806628
TCGA-THCA	TCGA-BJ-A0ZH-01A	DM2	-0.41255991654304536
TCGA-THCA	TCGA-E8-A416-01A	DM1	0.9056185761037413
TCGA-THCA	TCGA-KS-A4ID-01A	DM2+hashi	0.2436935534268523
TCGA-THCA	TCGA-DJ-A13U-01A	DM2	-0.2092303142276529
TCGA-THCA	TCGA-EL-A3T2-01A	DM1	0.532736044034925
TCGA-THCA	TCGA-FY-A40K-01A	DM2	0.07090584827979447
TCGA-THCA	TCGA-DE-A4MA-01A	DM2	-0.8691137734982313
TCGA-THCA	TCGA-DJ-A2Q0-01A	DM1	-1.2799236079845457
TCGA-THCA	TCGA-EL-A3T6-01A	DM2+hashi	-0.26510710416998473
TCGA-THCA	TCGA-KS-A41F-01A	DM2	-0.9173336385441486
TCGA-THCA	TCGA-EL-A3T8-01A	DM2	-0.10665081745703292
TCGA-THCA	TCGA-EM-A3O8-01A	DM1	0.6673278487804555
TCGA-THCA	TCGA-L6-A4EP-01A	DM2	0.04840751943299579
TCGA-THCA	TCGA-J8-A3YG-01A	DM2	-0.017099525193735185
TCGA-THCA	TCGA-DE-A69J-01A	DM2	-0.46085561514461637
TCGA-THCA	TCGA-E8-A419-01A	DM2+hashi	-0.6548698230508665
TCGA-THCA	TCGA-DJ-A2Q2-01A	DM1	1.0789318084162807
TCGA-THCA	TCGA-BJ-A0ZG-01A	DM1	0.8654193591799135
TCGA-THCA	TCGA-EM-A2OW-01A	DM1	0.46812648423924696
TCGA-THCA	TCGA-BJ-A3F0-01A	DM1	1.2977875196839022
TCGA-THCA	TCGA-EL-A3CY-01A	DM2+hashi	-0.9130376239221653
TCGA-THCA	TCGA-EM-A3AQ-01A	DM2	-0.26949571522587557
TCGA-THCA	TCGA-J8-A4HW-01A	DM2	0.5089871316729404
TCGA-THCA	TCGA-L6-A4ET-01A	DM2	-0.35851940146177347
TCGA-THCA	TCGA-DJ-A3V4-01A	DM2	-0.022281591436973114
TCGA-THCA	TCGA-BJ-A291-01A	DM1	0.34687557640939
TCGA-THCA	TCGA-J8-A3NZ-01A	DM2	-0.7459524917813123
TCGA-THCA	TCGA-DJ-A3UU-01A	DM2	0.4062607177011093
TCGA-THCA	TCGA-EL-A4K4-01A	DM2	-1.1320401677524858
TCGA-THCA	TCGA-J8-A3YF-01A	DM2+hashi	-0.4474563221275497
TCGA-THCA	TCGA-ET-A25I-01A	DM1	0.4919898709775679
TCGA-THCA	TCGA-DJ-A3VI-01A	DM2	-0.4131034438393075
TCGA-THCA	TCGA-CE-A3MD-01A	DM2	0.031151383456246386
TCGA-THCA	TCGA-DJ-A2Q5-01A	DM2+hashi	-0.3700649845078678
TCGA-THCA	TCGA-EM-A22P-01A	DM2+hashi	-0.37945990139130714
TCGA-THCA	TCGA-EL-A4KI-01A	DM1	0.2144454764328343
TCGA-THCA	TCGA-EL-A3ZN-01A	DM2	-0.04033030572704967
TCGA-THCA	TCGA-DJ-A1QN-01A	DM2	-0.40498806527207953
TCGA-THCA	TCGA-BJ-A2N9-01A	DM1+hashi	0.4978047052821639
TCGA-THCA	TCGA-DE-A7U5-01A	DM2+hashi	-0.8425885067687855
TCGA-THCA	TCGA-EL-A3D6-01A	DM2+hashi	-0.873612114084065
TCGA-THCA	TCGA-E8-A414-01A	DM2	0.01629912227352273
TCGA-THCA	TCGA-DJ-A4UP-01A	DM2+hashi	0.27281266693495587
TCGA-THCA	TCGA-EL-A3CM-01A	DM2	-0.7904185264821633
TCGA-THCA	TCGA-EL-A3CR-01A	DM2	-0.36572578902703334
TCGA-THCA	TCGA-BJ-A3PT-01A	DM1	0.6301882385620723
TCGA-THCA	TCGA-ET-A3BW-01A	DM2	0.21290052701185602
TCGA-THCA	TCGA-EM-A2CM-01A	DM1	-0.4277317598597481
TCGA-THCA	TCGA-DJ-A2PR-01A	DM2	-0.1728722524356541
TCGA-THCA	TCGA-EL-A3GZ-01A	DM2	-0.13540618236107071
TCGA-THCA	TCGA-E8-A44M-01A	DM2+hashi	0.2196657415747368
TCGA-THCA	TCGA-DJ-A3V9-01A	DM2	0.25113787984717695
TCGA-THCA	TCGA-DJ-A13X-01A	DM2	0.17650544255784723
TCGA-THCA	TCGA-EM-A3O6-01A	DM1	0.8150210033734209
TCGA-THCA	TCGA-DE-A0XZ-01A	DM2+hashi	-0.46843668173905717
TCGA-THCA	TCGA-DJ-A3V6-01A	DM2	-0.636212892654286
TCGA-THCA	TCGA-EM-A4FH-01A	DM1	1.0418337274357543
TCGA-THCA	TCGA-ET-A3DW-01A	DM2	-0.444303156088241
TCGA-THCA	TCGA-ET-A39P-01A	DM2	-0.3301972841359655
TCGA-THCA	TCGA-BJ-A3PU-01A	DM2	-0.9087431554454419
TCGA-THCA	TCGA-EM-A2CN-01A	DM1	0.7684225154311412
TCGA-THCA	TCGA-FY-A40N-01A	DM1	0.9220751123830941
TCGA-THCA	TCGA-ET-A3BU-01A	DM2	0.34369835675114085
TCGA-THCA	TCGA-KS-A4IC-01A	DM2	-0.17707972216888354
TCGA-THCA	TCGA-EL-A3GQ-01A	DM2	0.2603329709458548
TCGA-THCA	TCGA-J8-A3YD-01A	DM1	1.0720384731798203
TCGA-THCA	TCGA-EM-A4FQ-01A	DM2+hashi	-0.4388825496520888
TCGA-THCA	TCGA-FY-A3WA-01A	DM1	0.8119265793759889
TCGA-THCA	TCGA-ET-A2MX-01A	DM2	-1.1430609355947037
TCGA-THCA	TCGA-IM-A41Y-01A	DM2	-0.7936649246488273
TCGA-THCA	TCGA-EM-A2OV-01A	DM1	0.4852570412755368
TCGA-THCA	TCGA-E3-A3E3-01A	DM2	-0.3546677297770937
TCGA-THCA	TCGA-J8-A3O0-01A	DM1	0.5269976216741047
TCGA-THCA	TCGA-EL-A3CL-01A	DM2	-0.14530567704338423
TCGA-THCA	TCGA-EL-A3T3-01A	DM2	-0.4027238299872714
TCGA-THCA	TCGA-ET-A25J-01A	DM2	-0.34970423290353336
TCGA-THCA	TCGA-EL-A3ZT-01A	DM2	-0.12290173488962775
TCGA-THCA	TCGA-EM-A3AI-01A	DM1	1.1160960000626243
TCGA-THCA	TCGA-EM-A22O-01A	DM2	-0.6975724866342812
TCGA-THCA	TCGA-ET-A40Q-01A	DM2+hashi	-0.9645992841653932
TCGA-THCA	TCGA-FY-A4B0-01A	DM1	0.6479521089250381
TCGA-THCA	TCGA-ET-A39K-01A	DM2	-0.6535872656698116
TCGA-THCA	TCGA-EM-A2CQ-01A	DM1	0.5006958053102891
TCGA-THCA	TCGA-EM-A2CS-01A	DM2	0.4298430732467249
TCGA-THCA	TCGA-FY-A40M-01A	DM2	-0.3687354324229469
TCGA-THCA	TCGA-ET-A4KN-01A	DM2+hashi	-1.9971512903139603
TCGA-THCA	TCGA-KS-A41I-01A	DM1	-0.6350811108687964
TCGA-THCA	TCGA-DJ-A4UL-01A	DM2	-0.25602224021617087
TCGA-THCA	TCGA-ET-A40P-01A	DM2	0.13650043603426332
TCGA-THCA	TCGA-DJ-A3V5-01A	DM2	-0.35425259413001364
TCGA-THCA	TCGA-FE-A22Z-01A	DM2	-0.7521924879695436
TCGA-THCA	TCGA-FE-A237-01A	DM2	-0.46788833531759294
TCGA-THCA	TCGA-FK-A3SG-01A	DM2	-0.2567388956045158
TCGA-THCA	TCGA-GE-A2C6-01A	DM2+hashi	-0.5324794871629833
TCGA-THCA	TCGA-EM-A22Q-01A	DM1	0.3083307830837487
TCGA-THCA	TCGA-FY-A3W9-01A	DM1	1.3475609499562387
TCGA-THCA	TCGA-DE-A4MC-01A	DM2	-0.6975276232445807
TCGA-THCA	TCGA-EL-A4K9-01A	DM2	-0.04942352495119992
TCGA-THCA	TCGA-FK-A3SB-01A	DM2	-0.21564501758941626
TCGA-THCA	TCGA-H2-A422-01A	DM2	-0.1183355152573396
TCGA-THCA	TCGA-EM-A3FM-01A	DM2	-0.8845746618170329
TCGA-THCA	TCGA-DJ-A13S-01A	DM1	0.47245251271801
TCGA-THCA	TCGA-EM-A3SY-01A	DM1	-1.2016130168340386
TCGA-THCA	TCGA-EM-A2P1-01A	DM2+hashi	-0.9069612721772492
TCGA-THCA	TCGA-EL-A3T1-01A	DM2+hashi	-1.1954767348036455
TCGA-THCA	TCGA-DJ-A2PS-01A	DM2	0.15674633442288846
TCGA-THCA	TCGA-EL-A3TB-01A	DM2	0.34375432204445094
TCGA-THCA	TCGA-BJ-A45C-01A	DM1	0.9260249941445786
TCGA-THCA	TCGA-DJ-A3UX-01A	DM2	0.5661637425207902
TCGA-THCA	TCGA-DJ-A2PX-01A	DM2+hashi	-0.1349787855893485
TCGA-THCA	TCGA-EL-A3ZS-01A	DM2+hashi	0.23998233391080373
GSE213647	GSM6590734	Normal	0.6304513692847995
GSE213647	GSM6590735	Normal	0.27607462012738815
GSE213647	GSM6590736	Normal	0.2156919776831983
GSE213647	GSM6590737	Normal	0.8667150795530121
GSE213647	GSM6590738	Normal	0.6721873033692296
GSE213647	GSM6590739	Normal	1.0651051541294245
GSE213647	GSM6590740	Normal	0.8166410179930257
GSE213647	GSM6590741	Normal	0.8376075691606596
GSE213647	GSM6590742	Normal	0.531691211267705
GSE213647	GSM6590743	Normal	0.5429195342946324
GSE213647	GSM6590744	Normal	0.12414663229268078
GSE213647	GSM6590745	Normal	0.7927473024277005
GSE213647	GSM6590746	Normal	0.2888763870717175
GSE213647	GSM6590747	Normal	0.31032031414936756
GSE213647	GSM6590748	Normal	0.8388676557016926
GSE213647	GSM6590749	Normal	0.32966832324642115
GSE213647	GSM6590750	Normal	0.6779140699429436
GSE213647	GSM6590751	Normal	0.6368973866753627
GSE213647	GSM6590752	Normal	0.9034660655944386
GSE213647	GSM6590753	Normal	0.5382042243080482
GSE213647	GSM6590754	Normal	0.9078934190395717
GSE213647	GSM6590755	Normal	0.9456355774756033
GSE213647	GSM6590756	Normal	0.4040087220790477
GSE213647	GSM6590757	Normal	0.7493848233016984
GSE213647	GSM6590758	Normal	0.7280180119331066
GSE213647	GSM6590759	Normal	0.7701749078569544
GSE213647	GSM6590760	Normal	0.6911701355014188
GSE213647	GSM6590761	Normal	0.22496476354992384
GSE213647	GSM6590762	Normal	0.6410886977693291
GSE213647	GSM6590763	Normal	0.7105388918926863
GSE213647	GSM6590764	Normal	0.9148709058295038
GSE213647	GSM6590765	Normal	0.7132897854010436
GSE213647	GSM6590766	Normal	0.7153384098202149
GSE213647	GSM6590767	Normal	-0.16411881778612128
GSE213647	GSM6590768	Normal	0.7785004592100915
GSE213647	GSM6590769	Normal	0.8048031586910656
GSE213647	GSM6590770	Normal	0.7924564433288848
GSE213647	GSM6590771	Normal	0.43568399922805057
GSE213647	GSM6590772	Normal	0.5647124201693334
GSE213647	GSM6590773	Normal	0.8935683602307157
GSE213647	GSM6590774	Normal	0.45294435689986756
GSE213647	GSM6590775	Normal	0.24892331340343665
GSE213647	GSM6590776	Normal	0.701166099472008
GSE213647	GSM6590777	Normal	0.5493126102407977
GSE213647	GSM6590778	Normal	0.020005109963503895
GSE213647	GSM6590779	Normal	0.3737409200786949
GSE213647	GSM6590780	Normal	0.8441814134887682
GSE213647	GSM6590781	Normal	0.5201573860431548
GSE213647	GSM6590782	Normal	0.47809837274443623
GSE213647	GSM6590783	Normal	0.5208278707032965
GSE213647	GSM6590784	Normal	0.6300882588688348
GSE213647	GSM6590785	Normal	-2.5842017059722693
GSE213647	GSM6590786	Normal	0.7367949587897937
GSE213647	GSM6590787	Normal	0.8077960848286307
GSE213647	GSM6590788	Normal	0.5003544493987127
GSE213647	GSM6590789	Normal	0.39355564148928357
GSE213647	GSM6590790	Normal	0.5216981955923083
GSE213647	GSM6590791	Normal	0.6471734068706034
GSE213647	GSM6590792	Normal	0.6534928302392125
GSE213647	GSM6590793	Normal	0.6904234894870116
GSE213647	GSM6590794	Normal	-0.6001772146201753
GSE213647	GSM6590795	Normal	0.29869165174933493
GSE213647	GSM6590796	Normal	0.34588827822687607
GSE213647	GSM6590797	Normal	0.9603927936064587
GSE213647	GSM6590798	Normal	0.5607491547779694
GSE213647	GSM6590799	Normal	0.049500368058923605
GSE213647	GSM6590800	Normal	0.8235361411987541
GSE213647	GSM6590801	Normal	0.0765565060383778
GSE213647	GSM6590802	Normal	0.3132947078643549
GSE213647	GSM6590803	Normal	0.2706428994229484
GSE213647	GSM6590804	Normal	0.47484382800204633
GSE213647	GSM6590805	Normal	-0.6842185017875941
GSE213647	GSM6590806	Normal	0.5617676980773978
GSE213647	GSM6590807	Normal	0.013889792756727332
GSE213647	GSM6590808	Normal	0.736836317664947
GSE213647	GSM6590809	Normal	0.31438693302642157
GSE213647	GSM6590810	Normal	0.09478025326417663
GSE213647	GSM6590811	Normal	0.4731700678650254
GSE213647	GSM6590812	Normal	0.3702623796970558
GSE213647	GSM6590813	Normal	-0.6760870957534275
GSE213647	GSM6590814	Normal	0.45316894157773424
GSE213647	GSM6590815	Normal	0.5981223629389084
GSE213647	GSM6590816	Normal	0.6561942608965703
GSE213647	GSM6590817	Normal	0.3170752630350454
GSE213647	GSM6590818	Normal	-0.19267806766468015
GSE213647	GSM6590819	Normal	0.48039205963907505
GSE213647	GSM6590820	Normal	0.5138462992266501
GSE213647	GSM6590821	Normal	0.5972673817305763
GSE213647	GSM6590822	Normal	0.0018801852819084058
GSE213647	GSM6590823	Normal	0.6914447096759271
GSE213647	GSM6590824	Normal	0.707780917431744
GSE213647	GSM6590825	Normal	0.81867144897308
GSE213647	GSM6590826	Normal	0.44866713474310554
GSE213647	GSM6590827	Normal	0.23569476502059633
GSE213647	GSM6590828	Normal	0.12475028931981423
GSE213647	GSM6590829	Normal	0.9373239330274491
GSE213647	GSM6590830	Normal	-3.7796986865131266
GSE213647	GSM6590831	Normal	0.9294864632691708
GSE213647	GSM6590832	Normal	0.6508941334599441
GSE213647	GSM6590833	Normal	0.667906942087606
GSE213647	GSM6590834	Normal	-0.9525263759341864
GSE213647	GSM6590835	Normal	0.49290648991939373
GSE213647	GSM6590836	Normal	0.5370079291025269
GSE213647	GSM6590837	Normal	0.6954993852202332
GSE213647	GSM6590838	Normal	0.2737307966152562
GSE213647	GSM6590839	Normal	0.9528199099782788
GSE213647	GSM6590840	Normal	0.5002417660996419
GSE213647	GSM6590841	Normal	0.525174050827159
GSE213647	GSM6590842	Normal	0.9753710701473198
GSE213647	GSM6590843	Normal	0.9586424580469398
GSE213647	GSM6590844	Normal	0.8250022068344236
GSE213647	GSM6590845	Normal	0.9664404980522447
GSE213647	GSM6590846	Normal	1.0501467781138647
GSE213647	GSM6590847	Normal	0.7883687831589082
GSE213647	GSM6590848	Normal	1.0187535981762181
GSE213647	GSM6590849	Normal	0.7709869746709159
GSE213647	GSM6590850	Normal	0.30095436513869744
GSE213647	GSM6590851	Normal	0.9800573726474768
GSE213647	GSM6590852	Normal	0.14841166649032894
GSE213647	GSM6590853	Normal	0.3780100490906518
GSE213647	GSM6590854	Normal	0.7589596422772875
GSE213647	GSM6590855	Normal	0.08166311588670537
GSE213647	GSM6590856	Normal	0.8856056740625764
GSE213647	GSM6590857	Normal	0.7456085894526103
GSE213647	GSM6590858	Normal	0.4062866153950635
GSE213647	GSM6590859	Normal	0.627246272335126
GSE213647	GSM6590860	Normal	0.8490274020041707
GSE213647	GSM6590861	Normal	1.0348832847952032
GSE213647	GSM6590862	Normal	0.8214033156546476
GSE213647	GSM6590863	Normal	0.6404924800957319
GSE213647	GSM6590864	Normal	0.6677090768757994
GSE213647	GSM6590865	Normal	0.4444466033583593
GSE213647	GSM6590866	Normal	0.6826919603746309
GSE213647	GSM6590867	Normal	0.9346912604580734
GSE213647	GSM6590868	Normal	0.9858545508297537
GSE213647	GSM6590869	Normal	0.9959768814122206
GSE213647	GSM6590870	Normal	0.9261639077874115
GSE213647	GSM6590871	Normal	0.6940695597965816
GSE213647	GSM6590872	Normal	-3.077859638550731
GSE213647	GSM6590873	Normal	0.8953651596394696
GSE213647	GSM6590874	Normal	0.43583861310538097
GSE213647	GSM6590875	Normal	0.7623275562530321
GSE213647	GSM6590876	Normal	-0.604781370890212
GSE213647	GSM6590877	Normal	0.6242607174382704
GSE213647	GSM6590878	Normal	0.5908082322113317
GSE213647	GSM6590879	Normal	0.49759328841145234
GSE213647	GSM6590880	Normal	0.5464971335618853
GSE213647	GSM6590881	Normal	0.6993407874367304
GSE213647	GSM6590882	Normal	-0.12553136382330932
GSE213647	GSM6590883	Normal	0.2606800097185032
GSE213647	GSM6590884	Normal	0.8141164434989383
GSE213647	GSM6590885	Normal	0.8671562290060718
GSE213647	GSM6590886	Normal	0.49780839673244975
GSE213647	GSM6590887	Normal	1.1670903350494646
GSE213647	GSM6590888	Normal	0.826735093897458
GSE213647	GSM6590889	Normal	0.470498003005972
GSE213647	GSM6590890	Normal	0.7854531341624168
GSE213647	GSM6590891	Normal	0.3355594796494885
GSE213647	GSM6590892	Normal	0.7833634283718189
GSE213647	GSM6590893	Normal	0.7294719165016583
GSE213647	GSM6590894	Normal	-0.18340309409088448
GSE213647	GSM6590895	Normal	0.38688901365685785
GSE213647	GSM6590896	Normal	0.37405508351697114
GSE213647	GSM6590897	Normal	0.37293691899810516
GSE213647	GSM6590898	Normal	-2.8856873849642914
GSE213647	GSM6590899	Normal	0.7082477586526565
GSE213647	GSM6590900	Normal	0.40889676455128604
GSE213647	GSM6590901	Normal	0.6918479276658183
GSE213647	GSM6590902	Normal	0.5202637335994955
GSE213647	GSM6590903	Normal	-3.3304876874376537
GSE213647	GSM6590904	Normal	0.39364371418445243
GSE213647	GSM6590905	Normal	0.5019863335825128
GSE213647	GSM6590906	Normal	0.42963548494686776
GSE213647	GSM6590907	Normal	0.6320946843526306
GSE213647	GSM6590908	Normal	0.47932148338160485
GSE213647	GSM6590909	Normal	0.9637005372796512
GSE213647	GSM6590910	Normal	0.6776020548233057
GSE213647	GSM6590911	Normal	0.9407071120510917
GSE213647	GSM6590912	Normal	0.9200243863361901
GSE213647	GSM6590913	Normal	0.7716545336957936
GSE213647	GSM6590914	Normal	0.23617633304634106
GSE213647	GSM6590915	Normal	0.5398696447688254
GSE213647	GSM6590916	Normal	0.6169382790260508
GSE213647	GSM6590917	Normal	0.6415687889662778
GSE213647	GSM6590918	Normal	0.24327889905540223
GSE213647	GSM6590919	Normal	0.029405467136545092
GSE213647	GSM6590920	Normal	0.7329334836431979
GSE213647	GSM6590921	Normal	0.6324159669807974
GSE213647	GSM6590922	Normal	0.9845930709196412
GSE213647	GSM6590923	Normal	0.7142548802575208
GSE213647	GSM6590924	Normal	0.510521998403495
GSE213647	GSM6590925	Normal	0.7431925542055376
GSE213647	GSM6590926	Normal	0.5503235131272101
GSE213647	GSM6590927	Normal	0.40413507889419975
GSE213647	GSM6590928	Normal	0.8911803415836239
GSE213647	GSM6590929	Normal	0.5338795737417724
GSE213647	GSM6590930	Normal	0.8189138539541857
GSE213647	GSM6590931	Normal	-0.15812550580285023
GSE213647	GSM6590932	Normal	0.17676510848737373
GSE213647	GSM6590933	Normal	-0.07104528381015321
GSE213647	GSM6590934	Normal	0.7890225565965792
GSE213647	GSM6590935	Normal	0.755746646414569
GSE213647	GSM6590936	Normal	0.7871602876679282
GSE213647	GSM6590937	Normal	0.5011658623989653
GSE213647	GSM6590938	Normal	0.6807134787908472
GSE213647	GSM6590939	Normal	0.0543583529675145
GSE213647	GSM6590940	Normal	0.5183363106298682
GSE213647	GSM6590941	Normal	0.6058439220631635
GSE213647	GSM6590942	Normal	0.6529779144650503
GSE213647	GSM6590943	Normal	0.5965467965387615
GSE213647	GSM6590944	Normal	0.6562518022307322
GSE213647	GSM6590945	Normal	0.9359371975808559
GSE213647	GSM6590946	Normal	0.3248903504982584
GSE213647	GSM6590947	Normal	0.7127128005390319
GSE213647	GSM6590948	Normal	0.5895026046890597
GSE213647	GSM6590949	Normal	0.6450567962900597
GSE213647	GSM6590950	Normal	0.7133259299276631
GSE213647	GSM6590951	Normal	0.942037568826887
GSE213647	GSM6590952	Normal	0.7224212193605406
GSE213647	GSM6590953	Normal	0.36260134548950584
GSE213647	GSM6590954	Normal	0.5319364531810555
GSE213647	GSM6590955	Normal	0.9811236127609613
GSE213647	GSM6590956	Normal	0.6364288725308155
GSE213647	GSM6590957	Normal	0.631812993158695
GSE213647	GSM6590958	Normal	0.2726516921209515
GSE213647	GSM6590959	Normal	0.53113760394747
GSE213647	GSM6590960	Normal	0.23044184514060684
GSE213647	GSM6590961	Normal	0.805204431125662
GSE213647	GSM6590962	Normal	0.7064993845046061
GSE213647	GSM6590963	Normal	0.9895420626483707
GSE213647	GSM6590964	Normal	-3.506542057482594
GSE213647	GSM6590965	Normal	0.46557143091101083
GSE213647	GSM6590966	Normal	0.07664711974769732
GSE213647	GSM6590967	Normal	0.91648963359659
GSE213647	GSM6590968	Normal	0.37588571855620956
GSE213647	GSM6590969	Normal	0.514474274936022
GSE213647	GSM6590970	Normal	0.5612439337469235
GSE213647	GSM6590971	Normal	-3.3245992626488405
GSE213647	GSM6590972	Normal	-0.7177434472473766
GSE213647	GSM6590973	Normal	0.7225656690764366
GSE213647	GSM6590974	Normal	0.435844864938121
GSE213647	GSM6590975	Normal	0.4867176681414873
GSE213647	GSM6590976	Normal	0.5359336614439892
GSE213647	GSM6590977	Normal	0.7488821960358913
GSE213647	GSM6590978	Normal	-0.08051058762353477
GSE213647	GSM6590979	Normal	0.8509498635646399
GSE213647	GSM6590980	Normal	0.25262339629250424
GSE213647	GSM6590981	Normal	0.3796095525063001
GSE213647	GSM6590982	Normal	0.47964309424479595
GSE213647	GSM6590983	Normal	0.6070991895204259
GSE213647	GSM6590984	Normal	0.41252348052282695
GSE213647	GSM6590985	Normal	0.6384354067756399
GSE213647	GSM6590986	Normal	0.3313233126061864
GSE213647	GSM6590987	Normal	0.6210411249677446
GSE213647	GSM6590988	Normal	0.5169898951945526
GSE213647	GSM6590989	Normal	0.5971519409053473
GSE213647	GSM6590990	Normal	0.7114703813669907
GSE213647	GSM6590991	Normal	0.22461410147524272
GSE213647	GSM6590992	Normal	0.7885434062264786
GSE213647	GSM6590993	Normal	0.5211651424522888
GSE213647	GSM6590994	Normal	0.270581096394794
GSE213647	GSM6590995	Normal	0.3118166851182991
GSE213647	GSM6590996	Normal	0.4040128128432827
GSE213647	GSM6590997	PTC	-0.6118681433679352
GSE213647	GSM6590998	PTC	0.1084427377006095
GSE213647	GSM6590999	PTC	-0.5417792602700733
GSE213647	GSM6591000	PTC	-0.3098010430127582
GSE213647	GSM6591001	PTC	-0.11309077173779296
GSE213647	GSM6591002	PTC	-0.6752730913847569
GSE213647	GSM6591003	PTC	1.1086285524893977
GSE213647	GSM6591004	PTC	-0.24582299178494632
GSE213647	GSM6591005	PTC	-2.897174886908312
GSE213647	GSM6591006	PTC	0.24202511667711585
GSE213647	GSM6591007	PTC	0.23583018001955974
GSE213647	GSM6591008	PTC	0.5395610925601578
GSE213647	GSM6591009	PTC	-0.5653324249039902
GSE213647	GSM6591010	PTC	0.26492968472852824
GSE213647	GSM6591011	PTC	0.4984359326326131
GSE213647	GSM6591012	PTC	0.34823915599254096
GSE213647	GSM6591013	PTC	-0.5156922771662268
GSE213647	GSM6591014	PTC	0.7842234998262241
GSE213647	GSM6591015	PTC	-0.604771060101146
GSE213647	GSM6591016	PTC	-0.886195584102927
GSE213647	GSM6591017	PTC	-0.30932407198627077
GSE213647	GSM6591018	PTC	-0.6923262256324059
GSE213647	GSM6591019	PTC	-0.651676238098672
GSE213647	GSM6591020	PTC	0.29205469243626603
GSE213647	GSM6591021	PTC	0.202018053490422
GSE213647	GSM6591022	PTC	-0.33824982698510847
GSE213647	GSM6591023	PTC	-0.6346126105947898
GSE213647	GSM6591024	PTC	-0.6798768747095454
GSE213647	GSM6591025	PTC	0.6854725084815649
GSE213647	GSM6591026	PTC	-0.8859303539161707
GSE213647	GSM6591027	PTC	-0.2509425190881694
GSE213647	GSM6591028	PTC	-0.49900439957714954
GSE213647	GSM6591029	PTC	0.5158596322082246
GSE213647	GSM6591030	PTC	0.6724448010002936
GSE213647	GSM6591031	PTC	-0.6207457451638028
