cluster_1,,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell
TNF,VCAM1,0.0,0.0,0.0,0.08035764644886814,0.027259221176724156,0.07543895600949894,0.0,0.0,0.0
OSM,LDLR,0.05792983814522072,0.08350266702339716,0.07751695461976178,0.044398993067112646,0.06997182194528909,0.06398610954165371,0.06682961164270816,0.0924024405208846,0.08641672811724922
CSF3,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL11,LIFR,0.0,0.0,0.0,0.07535230959748061,0.03529139759161575,0.04272053914022708,0.0,0.0,0.0
IL6,LIFR,0.154011693265703,0.11395078125983812,0.12137992280844945,0.08084319076824793,0.04078227876238306,0.04821142031099439,0.19291301352608486,0.15285210152022,0.16028124306883132
OSM,IL13RA2,0.0,0.019567738814531884,0.027292239574241546,0.0,0.006036893736423817,0.013761394496133476,0.0,0.02846751231201933,0.03619201307172899
LEP,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL11,IL13RA2,0.0,0.0,0.0,0.0,0.0020853240917067853,0.009809824851416444,0.0,0.0,0.0
IL6,IL13RA2,0.0,0.08074470775992916,0.08846920851963883,0.0,0.007576205262474095,0.015300706022183756,0.0,0.11964602802031102,0.12737052878002067
IL13,LIFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS1,PTCH1,0.0,0.35994481870961015,0.0,0.0,0.049758040574140364,0.0,0.0,0.29993477065635815,0.0
LEP,KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDF15,TTN,0.0,0.09329313959944817,0.09453213700828442,0.0,0.4513514403777026,0.45259043778653885,0.0,0.0988919132013875,0.10013091061022375
S100A8,MDM2,0.10328293288195575,0.17944409749932932,0.09142486906613564,0.09673345775810227,0.17289462237547584,0.08487539394228216,0.1251432022448054,0.20130436686217898,0.1132851384289853
VEGFA,MDM2,0.1453180578019884,0.22147922241936197,0.13345999398616828,0.31013833439474897,0.38629949901212257,0.29828027057892886,0.1856581490879279,0.2618193137053015,0.1738000852721078
SHH,MDM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,ACE,0.032502547458366116,0.05352563575057305,0.05835729960698012,0.014596745855944983,0.03561983414815192,0.040451498004558994,0.03369104387726905,0.05471413216947599,0.059545796025883065
NTS,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAM1,CDH5,0.12635990094255517,0.14026665432199423,0.1484716124420501,0.07326147567041119,0.08716822904985025,0.09537318716990612,0.12144121050318599,0.13534796388262504,0.14355292200268088
TNF,CDH5,0.0,0.0,0.0,0.05293509800468535,0.0668418513841244,0.07504680950418027,0.0,0.0,0.0
IL1B,CDH5,0.0,0.0,0.0,0.05181685689954755,0.0657236102789866,0.07392856839904247,0.0,0.0,0.0
ANGPT2,CDH5,0.06294700724107248,0.07685376062051152,0.08505871874056739,0.07597370674028964,0.08988046011972868,0.09808541823978455,0.10213421601237672,0.11604096939181577,0.12424592751187163
CXCL8,CDH5,0.0994692775938246,0.11337603097326365,0.12158098909331952,0.10379674585386253,0.11770349923330159,0.12590845735335746,0.06501159446064012,0.07891834784007917,0.08712330596013504
ADM,NOS1,0.0,0.028497169642598,0.0,0.0,0.13059480406212348,0.0,0.0,0.021653648275808884,0.0
IGF1,NOS1,0.0,0.737797220775436,0.0,0.0,0.06333347876173193,0.0,0.0,0.4697170731246998,0.0
