ModelID	RAI_8_score	THYROID_NONOVERLAP_score	TDS_like_score	TF_collapse_score	STAT3_AP1_DNMT_score	DM1_like_score	PatientID	CellLineName	StrippedCellLineName	DepmapModelType	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	OncotreeCode	PatientSubtypeFeatures	RRID	Age	AgeCategory	Sex	PatientRace	PrimaryOrMetastasis	SampleCollectionSite	SourceType	SourceDetail	CatalogNumber	ModelType	TissueOrigin	ModelDerivationMaterial	ModelTreatment	PatientTreatmentStatus	PatientTreatmentType	PatientTreatmentDetails	Stage	StagingSystem	PatientTumorGrade	PatientTreatmentResponse	GrowthPattern	OnboardedMedia	FormulationID	SerumFreeMedia	PlateCoating	EngineeredModel	EngineeredModelDetails	CulturedResistanceDrug	PublicComments	CCLEName	HCMIID	PediatricModelType	ModelAvailableInDbgap	ModelSubtypeFeatures	WTSIMasterCellID	SangerModelID	COSMICID	ModelIDAlias	is_thyroid	is_thyroid_model	cancer_type	lineage_silenced_score
ACH-000425	-0.07200564177425235	0.24093835997031024	-0.3067898629689015	-0.40484046295083714	0.5519314679904378	0.07200564177425235	PT-Zu8A8i	UACC-62	UACC62	MEL	Skin	Melanoma	Melanoma	MEL		CVCL_1780		Unknown	Unknown		Primary	skin	AddexBio			Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						UACC62_SKIN		False	Approved for public sharing - CCLE		8.0	SIDM00107	905976.0		False	False	Skin	0.1650963006693543
ACH-000427	0.40568784415780246	0.4955150902221592	-0.23501889247829608	-0.039729620780875566	0.0928480230219664	-0.40568784415780246	PT-e4bHZ8	NCI-N87	NCIN87	TSTAD	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma	TSTAD		CVCL_1603		Unknown	Male		Metastatic	liver	ATCC		CRL-5822	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						NCIN87_STOMACH		False	Approved for public sharing - CCLE		88.0	SIDM01147	908461.0		False	False	Esophagus/Stomach	-0.9301710344720294
ACH-000428	-0.3704174761985253	-0.3565746779985934	0.2744841270672898	1.104403044569956	0.3568161052060591	0.3704174761985253	PT-8RqCEL	UO-31	UO31	RCC	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	RCC		CVCL_1911		Unknown	Female		Primary	kidney	The Broad Institute	Levi Garraway		Cell Line											Adherent	MF-001-014	RPMI + 5% FBS	False						UO31_KIDNEY		False	Approved for public sharing - CCLE		1636.0	SIDM00112	905981.0	ACH-002203	False	False	Kidney	0.8493022701663169
ACH-000429	-0.284658049263845	-0.3649220915474459	-0.07988295901355985	-0.026944711409122968	0.0697092332291021	0.284658049263845	PT-hu5eOQ	A-704	A704	RCC	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	RCC		CVCL_1065	78.0	Adult	Male		Primary	kidney	ATCC		HTB-45	Cell Line											Adherent	MF-006-001	MEM + 10% FBS	False						A704_KIDNEY		False	Approved for public sharing - CCLE		949.0	SIDM00849	910920.0		False	False	Kidney	0.6526709537088017
ACH-000430	-0.35375467894421475	-0.2583504236282435	-0.48346140598617143	-0.08778912043249804	0.32514569441209545	0.35375467894421475	PT-z46I0M	TYK-nu	TYKNU	HGSOC	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	HGSOC		CVCL_1776	38.0	Adult	Female	asian	Primary	ovary	HSRRB		JCRB0234.0	Cell Line											Adherent	MF-006-001	MEM + 10% FBS	False						TYKNU_OVARY		False	Approved for public sharing - CCLE		476.0	SIDM00321	909774.0		False	False	Ovary/Fallopian Tube	0.8110974001352323
ACH-000431	0.8411899659304108	1.3562511419896488	1.0278460941048548	0.7840353201543415	-0.12574536054904364	-0.8411899659304108	PT-5l8uJX	NCI-H1694	NCIH1694	SCLC	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC		CVCL_1489	61.0	Adult	Male	caucasian	Metastatic	ascites	ATCC		CRL-5888	Cell Line											Suspension	MF-004-001	F12 + 10% FBS	False						NCIH1694_LUNG		False	Approved for public sharing - CCLE		451.0	SIDM00741	688006.0		False	False	Lung	-1.928700975552592
ACH-000432	-0.23723071198266246	-0.23720395236229475	-0.327466718334387	0.011971875872184956	-0.4745603017525282	0.23723071198266246	PT-6P3A35	BV-173	BV173	BALL	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia		BCR-ABL1 (e13-a2)	CVCL_0181	45.0	Adult	Male		Primary	haematopoietic_and_lymphoid_tissue	DSMZ		ACC 20	Cell Line											Suspension	MF-001-021	RPMI + 20% FBS + 2mM Glutamine	False						BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	BCR::ABL1	321.0	SIDM00962	910710.0		False	False	Lymphoid	0.5439283921152342
ACH-000433	-0.2319591870236754	-0.32565551053819275	0.10139879399017977	0.8109790192386478	-0.1733937054832786	0.2319591870236754	PT-0UOmyW	Caki-1	CAKI1	CCRCC	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	CCRCC		CVCL_0234	49.0	Adult	Male	caucasian	Metastatic	skin	ATCC		HTB-46	Cell Line											Adherent	MF-023-001	McCoy's 5A + 10% FBS	False						CAKI1_KIDNEY		False	Approved for public sharing - CCLE		289.0	SIDM00941	905963.0		False	False	Kidney	0.5318417104584904
ACH-000434	-0.11785460981614754	-0.26325433195812653	0.31936579509024865	1.0814867953466865	0.24656496770087338	0.11785460981614754	PT-3DrWN5	NCI-H1915	NCIH1915	LCLC	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	LCLC		CVCL_1505	61.0	Adult	Female	caucasian	Metastatic	central_nervous_system	ATCC		CRL-5904	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						NCIH1915_LUNG		False	Approved for public sharing - CCLE		1823.0	SIDM00763	1240184.0		False	False	Lung	0.27021993857755816
ACH-000435	0.15972472651981956	-0.17782358368696488	0.24671804958486718	0.8043734866929463	0.12417333281720976	-0.15972472651981956	PT-HWnYva	EFE-184	EFE184	UCEC	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	UCEC		CVCL_1191	69.0	Adult	Female	caucasian	Metastatic	ascites	DSMZ		ACC 230	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						EFE184_ENDOMETRIUM		False	Approved for public sharing - CCLE						False	False	Uterus	-0.3662207685964384
ACH-000436	-0.05915493087231509	-0.10159129195354702	-0.18977321840094252	-0.5972433773187369	-0.7315086980104653	0.05915493087231509	PT-vvCo6J	OCI-My7	OCIMY7	PCM	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	PCM		CVCL_E333		Unknown	Male			haematopoietic_and_lymphoid_tissue	Dana-Farber Cancer Institute	Constantine Mitsiades		Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	Approved for public sharing - CCLE						False	False	Lymphoid	0.1356318756798138
ACH-000437	-0.044754304800571625	0.09902522084787038	0.37197728622465054	-0.2858549412467213	1.0880129585215061	0.044754304800571625	PT-uhtVUf	SW 1088	SW1088	ASTR	CNS/Brain	Adult-Type Diffuse Glioma	Astrocytoma, IDH-Mutant	ASTR		CVCL_1715	72.0	Adult	Male	caucasian	Primary	central_nervous_system	ATCC		HTB - 12	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						SW1088_CENTRAL_NERVOUS_SYSTEM		False	Approved for public sharing - CCLE		1310.0	SIDM01155	909745.0		False	False	CNS/Brain	0.1026137671929641
ACH-000438	-0.2108797796803743	-0.21237485580900523	-0.35060296915134886	-0.26779809735746163	0.25633079958858535	0.2108797796803743	PT-DJtGj2	Lu-65	LU65	GCLC	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	GCLC		CVCL_1392	64.0	Adult	Male	asian	Primary	lung	JCRB			Cell Line											Mixed	MF-001-020	RPMI + 20% FBS	False						LU65_LUNG		False	Approved for public sharing - CCLE		47.0	SIDM00547	724863.0		False	False	Lung	0.48351032854272147
ACH-000439	-0.29372258076896696	-0.2895871179722106	-0.3367959271396246	0.29549134774077723	-0.2916026496545311	0.29372258076896696	PT-do6aX9	ME-1	ME1	AML	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	AML	CBFB-MYH11 [inv(16)(p13q22) leading to this fusion gene], NRAS Gln61His	CVCL_2110	40.0	Adult	Male	asian	Primary	haematopoietic_and_lymphoid_tissue	DSMZ		ACC-537	Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	CBFB::MYH11, NRAS, GATA2 and SF3B1	427.0	SIDM00338	1330942.0		False	False	Myeloid	0.6734543337596072
ACH-000440	0.18642623256213492	0.14043474242274812	0.11327206811729597	0.09600823981880002	-0.5863213759881685	-0.18642623256213492	PT-1BkfPG	CA46	CA46	BL	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	BL	MYC-IGH, TP53 Arg248Gln	CVCL_1101		Unknown	Male		Primary	ascites	ATCC		CRL-1648	Cell Line				Unknown							Suspension	MF-001-001	RPMI + 10% FBS	False						CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE		1190.0	SIDM00907	910703.0		False	False	Lymphoid	-0.4274426362343572
ACH-000441	-0.3515867335523672	-0.0656997019638773	-0.3102998744209252	-0.3343367511709873	0.5187328939053981	0.3515867335523672	PT-wx4HmM	SH-4	SH4	MEL	Skin	Melanoma	Melanoma	MEL		CVCL_1692	60.0	Adult	Female	caucasian	Metastatic	pleural_effusion	ATCC		CRL-7724	Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						SH4_SKIN		False	Approved for public sharing - CCLE		1179.0	SIDM01079	909713.0		False	False	Skin	0.8061266817938928
ACH-000442	-0.03703674898770786	0.0033012658715193127	0.1719161073563121	0.06677430142198779	0.8057302783056642	0.03703674898770786	PT-uWXLpm	RERF-LC-Sq1	RERFLCSQ1	LUSC	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC		CVCL_1656	74.0	Adult	Female	asian	Primary	lung	HSRRB			Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						RERFLCSQ1_LUNG		False	Approved for public sharing - CCLE		449.0	SIDM00354	1298538.0		False	False	Lung	0.0849187660303096
ACH-000443	0.7884471010422647	0.45616917813553703	0.8752124196764972	0.8623658250381918	0.2725171457714625	-0.7884471010422647	PT-9fFef6	OVKATE	OVKATE	HGSOC	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	HGSOC		CVCL_3110	40.0	Adult	Female	asian	Primary	ovary	HSRRB		JCRB1044	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						OVKATE_OVARY		False	Approved for public sharing - CCLE		1094.0	SIDM00466	1240199.0		False	False	Ovary/Fallopian Tube	-1.8077708419522804
ACH-000444	0.39477554946991933	0.09775484159376305	-0.3492235593680799	-0.0286504565267085	0.46287040744363284	-0.39477554946991933	PT-IpPvfc	LU99	LU99	GCLC	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	GCLC		CVCL_3015	63.0	Adult	Male	asian	Metastatic	pleura	HSRRB		JCRB0080	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						LU99_LUNG		False	Approved for public sharing - CCLE			SIDM00546			False	False	Lung	-0.9051510576981046
ACH-000445	0.2983132802537139	0.33121789109179706	0.5126484776885339	0.12457528711662541	0.853815350762933	-0.2983132802537139	PT-N1UIhD	KNS-60	KNS60	GB	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	GB		CVCL_2798	55.0	Adult	Male		Primary	central_nervous_system	HSRRB		IFO50357	Cell Line											Adherent	MF-002-008	DMEM + 5% FBS	False						KNS60_CENTRAL_NERVOUS_SYSTEM		False	Approved for public sharing - CCLE						False	False	CNS/Brain	-0.6839800020786616
ACH-000446	-0.19718981430273827	-0.17614128246979513	-0.156760443126013	-0.5758470010983459	0.1841903097433311	0.19718981430273827	PT-QRDJzM	KP-N-SI9s	KPNSI9S	NBL	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	NBL		CVCL_1340	5.0	Pediatric	Male		Metastatic	autonomic_ganglia	HSRRB			Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						KPNSI9S_AUTONOMIC_GANGLIA		True	Approved for public sharing - CCLE					ACH-002567	False	False	Peripheral Nervous System	0.45212164031707974
ACH-000447	-0.15611625386468342	-0.15516399752332047	0.08072597658036312	0.4662499736580179	1.035790373946986	0.15611625386468342	PT-QmAMEj	NCI-H2228	NCIH2228	LUAD	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		CVCL_1543		Unknown	Female		Primary	lung	ATCC		CRL-5935	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						NCIH2228_LUNG		False	Approved for public sharing - CCLE		1812.0	SIDM00729	687816.0		False	False	Lung	0.35794717403148424
ACH-000448	-0.22022468115046764	-0.26512948227440264	-0.29612844004474187	-0.4870164007738349	0.15083953446321313	0.22022468115046764	PT-3icxN1	NCI-H1666	NCIH1666	LUAD	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		CVCL_1485	50.0	Adult	Female	caucasian	Metastatic	pleural_effusion	ATCC		CRL-5885	Cell Line											Mixed	MF-001-014	RPMI + 5% FBS	False						NCIH1666_LUNG		False	Approved for public sharing - CCLE		958.0	SIDM00743	908473.0		False	False	Lung	0.5049365477224482
ACH-000449	-0.32431794754029397	-0.32152403722596323	-0.412148383318905	-0.38457085338126795	-0.44647568203091975	0.32431794754029397	PT-E7giyP	MES-SA	MESSA	USARC	Uterus	Uterine Sarcoma/Mesenchymal	Uterine Sarcoma/Mesenchymal	USARC		CVCL_1404	56.0	Adult	Female	caucasian	Primary	endometrium	ATCC		CRL-1976	Cell Line											Adherent	MF-023-001	McCoy's 5A + 10% FBS	False						MESSA_SOFT_TISSUE		False	Approved for public sharing - CCLE		1395.0	SIDM00625	908127.0		False	False	Uterus	0.7436041407345152
ACH-000450	-0.3522821835343736	-0.2134995331636289	-0.40730211030944735	-0.3484011765609636	-0.40624581642322205	0.3522821835343736	PT-tIdwwm	MEL-HO	MELHO	MEL	Skin	Melanoma	Melanoma	MEL		CVCL_1402		Unknown	Female		Primary	skin	DSMZ		ACC 62	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False					This line is a ME-WEI derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.	MELHO_SKIN		False	Approved for public sharing - CCLE		2109.0	SIDM00337	908124.0		False	False	Skin	0.8077212265615069
ACH-000451	-0.18376368483108196	-0.1623231098131236	0.19660739015804873	0.40432844939939827	0.41915036878972767	0.18376368483108196	PT-hZbJSf	NCI-H2085	NCIH2085	LUAD	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		CVCL_1523	45.0	Adult	Male		Primary	lung	ATCC			Cell Line											Adherent	MF-001-014	RPMI + 5% FBS	False						NCIH2085_LUNG		False	Approved for public sharing - CCLE		80.0	SIDM00709	687812.0		False	False	Lung	0.4213378815245728
ACH-000452	0.3892395112838328	0.15232450899274963	0.9198352334341902	0.67002712409035	1.0891114136662388	-0.3892395112838328	PT-xIsO4O	TE-8	TE8	ESCC	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma	ESCC		CVCL_1766	63.0	Adult	Male			oesophagus	RIKEN		RCB2098	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						TE8_OESOPHAGUS		False	Approved for public sharing - CCLE		2253.0	SIDM00326	753623.0		False	False	Esophagus/Stomach	-0.892457893629758
ACH-000453	0.4299702477396495	0.37903279508070287	0.3377178211193059	-0.2348159707865074	-0.8579250921034072	-0.4299702477396495	PT-hPsKNs	MOLP-2	MOLP2	PCM	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	PCM		CVCL_2123	55.0	Adult	Male		Primary	haematopoietic_and_lymphoid_tissue	DSMZ		ACC 607	Cell Line											Suspension	MF-001-021	RPMI + 20% FBS + 2mM Glutamine	False						MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	Approved for public sharing - CCLE						False	False	Lymphoid	-0.9858463246845907
ACH-000454	-0.00996961147256132	-0.015037811753066128	0.30011313782286997	0.7706558204284562	0.3188136212527483	0.00996961147256132	PT-u7ecNk	HCC-95	HCC95	LUSC	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC		CVCL_5137	65.0	Adult	Male	caucasian	Metastatic	pleural_effusion	KCLB		70095	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						HCC95_LUNG		False	Approved for public sharing - CCLE						False	False	Lung	0.022858569588073377
ACH-000455	-0.26735486470776026	-0.30657693210273884	0.03812674776032274	-0.5065753053449038	-0.005686311702922141	0.26735486470776026	PT-XOGcZJ	LN-428	LN428	GB	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	GB		CVCL_3959	48.0	Adult	Male		Primary	central_nervous_system	Academic lab	Linda Chin		Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						LN428_CENTRAL_NERVOUS_SYSTEM		False	Approved for public sharing - CCLE						False	False	CNS/Brain	0.6129977879731942
ACH-000456	-0.0003955110797035817	-0.09952844449268916	0.5848193767796318	1.8364796877009075	0.35782704251001035	0.0003955110797035817	PT-UFvK3A	B-CPAP	BCPAP	THPD	Thyroid	Poorly Differentiated Thyroid Cancer	Poorly Differentiated Thyroid Cancer	THPD		CVCL_0153	76.0	Adult	Female		Primary	thyroid	DSMZ		273	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						BCPAP_THYROID		False	Approved for public sharing - CCLE		346.0	SIDM00992	924104.0		True	True	Thyroid	0.0009068374994493252
ACH-000457	-0.2801484608349657	-0.3259471883962524	0.40197995403812076	1.1571388644881642	-0.1528861572948426	0.2801484608349657	PT-lO2Jn8	CAL-54	CAL54	RCC	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	RCC		CVCL_1111	75.0	Adult	Male		Metastatic	pleural_effusion	DSMZ		ACC 365	Cell Line											Adherent	MF-002-009	DMEM + 20% FBS	False						CAL54_KIDNEY		False	Approved for public sharing - CCLE		482.0	SIDM00932	910952.0		False	False	Kidney	0.642331258807068
ACH-000458	0.5094916200586951	-0.08099931351881887	0.038930461129168835	0.5323460671479562	0.26157988064110205	-0.5094916200586951	PT-CfuEas	CJM	CJM	MEL	Skin	Melanoma	Melanoma	MEL		CVCL_U797		Unknown	Male		Metastatic	skin	RIKEN		RCB1034	Cell Line											Adherent	MF-004-001	F12 + 10% FBS	False						CJM_SKIN		False	Approved for public sharing - CCLE						False	False	Skin	-1.168174876594246
ACH-000459	-0.28119958250063765	-0.2949451665733882	0.20427387074155817	0.6795238141563569	1.1356104055668885	0.28119958250063765	PT-myAfV5	TUHR10TKB	TUHR10TKB	CCRCC	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	CCRCC		CVCL_5952	69.0	Adult	Male		Primary	kidney	RIKEN		RCB1275	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						TUHR10TKB_KIDNEY		False	Approved for public sharing - CCLE						False	False	Kidney	0.6447412963302375
ACH-000460	-0.1856411519339224	-0.2733055165896773	0.06536646311901086	0.45510879238368557	0.07573510422270159	0.1856411519339224	PT-OIFKmV	SNU-8	SNU8	SOC	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer	SOC		CVCL_5096	55.0	Adult	Female	asian	Metastatic	ascites	KCLB			Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						SNU8_OVARY		False	Approved for public sharing - CCLE						False	False	Ovary/Fallopian Tube	0.4256425841238377
ACH-000461	-0.3171586741398362	-0.3120960123285079	-0.45230304082632145	-0.18102270093521655	0.5213244482342735	0.3171586741398362	PT-1PHTgt	SNU-1196	SNU1196	EHCH	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Extrahepatic Cholangiocarcinoma	EHCH		CVCL_5015		Unknown	Unknown		Primary	biliary_tract	KCLB		1196	Cell Line											Adherent	MF-001-005	RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate	False						SNU1196_BILIARY_TRACT		False	Approved for public sharing - CCLE			SIDM00163			False	False	Biliary Tract	0.7271891831732491
ACH-000462	-0.26497631115954046	-0.3211584955202486	-0.3981576036441694	-0.04272848386441547	-0.4591371205504849	0.26497631115954046	PT-ln5u7z	NALM-1	NALM1	CMLBCRABL1	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	CMLBCRABL1	BCR::ABL1 (e13-a2)	CVCL_0091	3.0	Pediatric	Female		Primary	haematopoietic_and_lymphoid_tissue	DSMZ			Cell Line											Suspension	MF-001-020	RPMI + 20% FBS	False						NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	BCR::ABL1					False	False	Myeloid	0.6075441820878915
ACH-000463	-0.31287235932609164	-0.3226223202454972	-0.14276285863695257	-0.10502200616091747	-0.32588707536466355	0.31287235932609164	PT-gfHIRD	NCI-H460	NCIH460	LCLC	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	LCLC		CVCL_0459		Unknown	Male		Metastatic	pleural_effusion	ATCC		HTB-177	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						NCIH460_LUNG		False	Approved for public sharing - CCLE		2146.0	SIDM00144	905943.0		False	False	Lung	0.7173614154898212
ACH-000464	-0.2033755631051298	0.047245820331713685	-0.1927856229170951	-0.5115796599694133	0.049652379497986183	0.2033755631051298	PT-3nLBts	CAS-1	CAS1	GB	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	GB		CVCL_1117	63.0	Adult	Male		Primary	central_nervous_system	ICLC		HTL97009	Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						CAS1_CENTRAL_NERVOUS_SYSTEM		False	Approved for public sharing - CCLE		604.0	SIDM00212	910943.0		False	False	CNS/Brain	0.4663044768140653
ACH-000465	-0.2900645360521197	-0.13448271965690328	-0.25742750394399155	-0.053623477337439496	-0.14614852322179425	0.2900645360521197	PT-spChit	SK-MEL-1	SKMEL1	MEL	Skin	Melanoma	Melanoma	MEL		CVCL_0068	29.0	Adult	Male	caucasian	Metastatic	haematopoietic_and_lymphoid_tissue	ATCC			Cell Line											Suspension	MF-015-001	EMEM + 10% FBS	False						SKMEL1_SKIN		False	Approved for public sharing - CCLE		42.0	SIDM01107	909723.0		False	False	Skin	0.6650670791563087
ACH-000466	-0.3236568558411366	-0.3183880312346933	-0.09384236011484338	0.17024208310125916	0.6186511946352885	0.3236568558411366	PT-IGNlGv	SNU-216	SNU216	TSTAD	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma	TSTAD		CVCL_3946	46.0	Adult	Female	asian	Metastatic	lymph_node	KCLB		216	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						SNU216_STOMACH		False	Approved for public sharing - CCLE						False	False	Esophagus/Stomach	0.7420883734801065
ACH-000467	-0.24730619261267694	0.34372101941234595	-0.33790882836291947	-0.28455117405962177	-0.2955015596805504	0.24730619261267694	PT-2RDjdA	HCC-56	HCC56	COAD	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	COAD		CVCL_2917		Unknown	Unknown		Primary	large_intestine	HSRRB		JCRB1037	Cell Line											Adherent	MF-006-001	MEM + 10% FBS	False						HCC56_LARGE_INTESTINE		False	Approved for public sharing - CCLE		1036.0	SIDM00597	1290907.0		False	False	Bowel	0.5670297011028854
ACH-000468	-0.2239066063018087	-0.1601952573111009	0.016559066277565464	-0.04443172522022523	0.661399833757903	0.2239066063018087	PT-Ej6iPJ	PK-45H	PK45H	PAAD	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	PAAD		CVCL_6748		Unknown	Unknown		Primary	pancreas	RIKEN		RCB1973	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						PK45H_PANCREAS		False	Approved for public sharing - CCLE						False	False	Pancreas	0.5133785559713799
ACH-000469	0.0767465946922695	0.454720546192745	0.14133549864354236	-0.20228467274679077	1.0915013783310286	-0.0767465946922695	PT-hzuTX4	YH-13	YH13	GB	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	GB		CVCL_1795	40.0	Adult	Male		Primary	central_nervous_system	HSRRB		IFO50493	Cell Line											Adherent	MF-015-009	EMEM + 20% FBS	False						YH13_CENTRAL_NERVOUS_SYSTEM		False	Approved for public sharing - CCLE		468.0	SIDM00316	909905.0		False	False	CNS/Brain	-0.17596647374365482
ACH-000470	-0.3125225565791614	0.03224821907330749	-0.4166478883521576	-0.6293225202456636	0.21474561564487818	0.3125225565791614	PT-XPa83T	SW1463	SW1463	READ	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	READ		CVCL_1718	66.0	Adult	Female	caucasian	Primary	large_intestine	ATCC		CCL-234	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						SW1463_LARGE_INTESTINE		False	Approved for public sharing - CCLE		271.0	SIDM00834	909748.0		False	False	Bowel	0.7165593791762888
ACH-000471	-0.13790264035313388	-0.28356495372528767	-0.3190057834281449	0.05287749792216412	0.2669646254272346	0.13790264035313388	PT-6EhW80	Li-7	LI7	HCC	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	HCC		CVCL_3840	45.0	Adult	Male		Primary	liver	RIKEN		RCB1941	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						LI7_LIVER		False	Approved for public sharing - CCLE						False	False	Liver	0.3161865544677345
ACH-000472	-0.2087109861763224	-0.21301645763460647	-0.25939791608782764	-0.2659644974439238	-0.20731974456594487	0.2087109861763224	PT-MxVfNi	HSC-2	HSC2	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_1287	69.0	Adult	Male		Metastatic	upper_aerodigestive_tract	HSRRB		JCRB0622	Cell Line											Adherent	MF-006-001	MEM + 10% FBS	False						HSC2_UPPER_AERODIGESTIVE_TRACT		False	Approved for public sharing - CCLE		944.0	SIDM00590	753562.0	ACH-001311	False	False	Head and Neck	0.47853766562892835
ACH-000473	0.1511953321699366	0.2984687138820413	-0.27808013538257254	-0.4582170464379837	0.5379179041368723	-0.1511953321699366	PT-ESM25t	RT-112	RT112	BLCA	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	BLCA		CVCL_1670		Unknown	Female		Primary	urinary_tract	DSMZ		418	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						RT112_URINARY_TRACT		False	Approved for public sharing - CCLE		25.0	SIDM00402	909704.0		False	False	Bladder/Urinary Tract	-0.34666436413398555
ACH-000475	-0.28646537948055223	-0.3613485283848326	-0.03644298439497446	0.29679199627364	-0.41850069293599107	0.28646537948055223	PT-fHVhJI	huH-1	HUH1	HCC	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	HCC		CVCL_2956	53.0	Adult	Male	asian	Primary	liver	HSRRB		JCRB0199	Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						HUH1_LIVER		False	Approved for public sharing - CCLE		1855.0	SIDM00586	1298146.0		False	False	Liver	0.6568148447361434
