source	target	drug_id	drug_label	spearman_lineage_sensitivity_metric	p_lineage_sensitivity	n_models	spearman_lineage_sensitivity_thyroid	p_lineage_sensitivity_thyroid	n_thyroid_models	metric_direction	notes
CTRP_AUC	HDAC2	DPC-000965	BELINOSTAT DPC-000965	-0.203135139801372	6.361093154259894e-05	382	-1.0	0.0	4	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	HDAC2	DPC-003577	JQ-1:VORINOSTAT (2:1 MOL/MOL) DPC-003577	-0.13202737167483095	0.0004082358546011448	713	0.7166666666666667	0.02981803569584528	9	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	HDAC2	DPC-005908	SELUMETINIB:VORINOSTAT (8:1 MOL/MOL) DPC-005908	-0.006716552568268772	0.8622340808172893	670	0.6484848484848483	0.04254012768448949	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	HDAC2	DPC-006875	VORINOSTAT:CARBOPLATIN (1:1 MOL/MOL) DPC-006875	-0.16916841210966382	4.575669894192641e-06	726	0.09090909090909088	0.8027717312071619	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	HDAC2	DPC-006876	VORINOSTAT:NAVITOCLAX (4:1 MOL/MOL) DPC-006876	-0.11319071595193872	0.0026704039982314324	702	0.08181818181818183	0.8109903943000459	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	AURKA	DPC-000428	ALISERTIB DPC-000428	-0.10411569787335978	0.004552600182614386	741	0.24545454545454545	0.4669223669820161	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	AURKA	DPC-000429	ALISERTIB:NAVITOCLAX (2:1 MOL/MOL) DPC-000429	-0.11314982970281061	0.0030645653084541264	683	-0.19090909090909092	0.5739131682855213	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-000429	ALISERTIB:NAVITOCLAX (2:1 MOL/MOL) DPC-000429	-0.11314982970281061	0.0030645653084541264	683	-0.19090909090909092	0.5739131682855213	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-000948	BCL-LZH-4 DPC-000948	0.026115842971852692	0.6160792787960552	371	-0.19999999999999998	0.8	4	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-001207	BRD-A02303741:NAVITOCLAX (2:1 MOL/MOL) DPC-001207	-0.1011556865553728	0.007744430158021479	692	0.2121212121212121	0.5563057751029299	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-001233	BRD-K27188169:NAVITOCLAX (2:1 MOL/MOL) DPC-001233	0.009817120263313581	0.8577143178419625	336	-0.08571428571428573	0.8717434402332361	6	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-002112	DECITABINE:NAVITOCLAX (2:1 MOL/MOL) DPC-002112	-0.12646837227732335	0.0006097378656061698	731	-0.24848484848484845	0.4887763045192432	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-002343	DOXORUBICIN:NAVITOCLAX (2:1 MOL/MOL) DPC-002343	-0.03463935568295448	0.34704132701736445	739	0.03636363636363637	0.9154683168905347	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-003575	JQ-1:NAVITOCLAX (2:1 MOL/MOL) DPC-003575	-0.13190996077833203	0.00030598188368970635	745	-0.18181818181818182	0.5926152128455	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-004477	NAVITOCLAX DPC-004477	-0.05835928422618838	0.11196212415851475	743	-0.2727272727272727	0.4458383415427516	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-004478	NAVITOCLAX:BIRINAPANT (1:1 MOL/MOL) DPC-004478	-0.07564570854364101	0.04102668009831757	730	0.06686960980480709	0.8543750609172778	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-004479	NAVITOCLAX:GEMCITABINE (1:1 MOL/MOL) DPC-004479	-0.03590649306261663	0.3326500151019111	730	0.22727272727272727	0.501535667604937	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-004480	NAVITOCLAX:MST-312 (1:1 MOL/MOL) DPC-004480	-0.0167397246910846	0.654297896646821	718	0.19090909090909092	0.5739131682855213	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-004481	NAVITOCLAX:PIPERLONGUMINE (1:1 MOL/MOL) DPC-004481	-0.13020236107796798	0.0005743034282808552	696	-0.12727272727272726	0.7260570147627894	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-004482	NAVITOCLAX:PLURIPOTIN (1:1 MOL/MOL) DPC-004482	-0.024740950203159136	0.5033343497846735	734	0.21818181818181823	0.5192482475549817	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-004483	NAVITOCLAX:PLX-4032 (1:1 MOL/MOL) DPC-004483	-0.020727190821958476	0.5760810323656782	730	0.22727272727272727	0.501535667604937	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-004484	NAVITOCLAX:SORAFENIB (1:1 MOL/MOL) DPC-004484	-0.06324464326641144	0.0857806914551563	739	-0.35757575757575755	0.31037609170568026	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-005903	SELUMETINIB:NAVITOCLAX (8:1 MOL/MOL) DPC-005903	0.0208847809321157	0.5785032830492278	710	0.6272727272727273	0.03884525362035334	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-006611	TRETINOIN:NAVITOCLAX (4:1 MOL/MOL) DPC-006611	-0.14632188517841832	7.165382420639253e-05	731	-0.2277910237891026	0.5005338307078093	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-006752	UNC0638:NAVITOCLAX (1:1 MOL/MOL) DPC-006752	-0.08371468418153045	0.0284613307653548	685	-0.03636363636363637	0.9154683168905347	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2L1	DPC-006876	VORINOSTAT:NAVITOCLAX (4:1 MOL/MOL) DPC-006876	-0.11319071595193872	0.0026704039982314324	702	0.08181818181818183	0.8109903943000459	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	BCL2	DPC-006825	VENETOCLAX DPC-006825	-0.05677229728407774	0.2283480395801676	452			3	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
