page	title	family	images	tables	headings	definitions	bytes
family_spatial_trajectory_dossier_2026_0509.html	Spatial / Trajectory Dossier 2026-05-09	Operations	0	0	5	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	42778
figure_atlas_2026_0509.html	Figure Atlas 2026-05-09	Operations	0	0	3	GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	2021213
figure_data_matrix_2026_0509.html	Figure Data Matrix 2026-05-09	Other	0	1	4	GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	489927
flow_atlas_2026_0509.html	Flow Atlas 2026-05-09	Operations	0	0	2	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	276216
gpl570_validation_pack.html	GPL570 thyroid dedifferentiation validation pack — Paper 1 external	Paper 1	3	3	18	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	5662051
high_impact_board_2026_05_10.html	High-Impact Board 2026-05-10	Other	0	3	6	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	33162
hla_advisor_packet.html	Paper 2 HLA β Advisor Packet	HLA / Paper 2-4	0	8	17	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	49025
hla_atlas.html	Lumenix · HLA Allele Atlas	Other	1	2	5	TCGA-THCA; K2 / PRJEB11591; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	29547
hla_beta_plan.html	Paper 2 HLA β Plan (Tier 1+2)	Paper 2	0	9	26	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	60664
hla_class_deep_dive.html	Lumenix · HLA-I vs HLA-II Deep Dive	Other	1	3	6	GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	30529
hla_execution_board_2026_05_09.html	HLA Execution Board | 2026-05-09	HLA / Paper 2-4	2	2	10	K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	38022
hla_ncomm_upgrade_2026_05_09.html	HLA Two-Paper NComm Upgrade | 2026-05-09	HLA / Paper 2-4	10	4	19	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	76778
hla_situation.html	HLA Strengthening Situation Audit	HLA / Paper 2-4	0	9	27	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	52312
ht_vs_gd_audit.html	HT vs GD Critical Audit (5/2)	Paper 2	0	5	19	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	49036
hub_search_2026_0509.html	Hub Search 2026-05-09	Other	0	0	2	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	450849
ic50_prediction_map_2026_05_10.html	IC50 Prediction Map 2026-05-10	Other	0	6	13	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	46141
impact_escalation_matrix_2026_05_10.html	Impact Escalation Matrix 2026-05-10	Other	0	4	6	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	24485
index.html	THCA Papers Hub 2026-05-09 · Renewed	Operations	0	4	7	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	77123
intro_strategy_audit.html	Intro v1 Strategy Audit	Paper 1	0	8	29	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	61332
k2_bd_report.html	Lumenix · K2 BD Report (n=169)	Other	0	4	5	TCGA-THCA; K2 / PRJEB11591; GSE286332; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	70651
k2_t1_cards.html	Lumenix · K2 T1 Patient Cards (n=28)	Other	0	28	57	TCGA-THCA; K2 / PRJEB11591; GSE286332; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	95034
killer_figure_storyboard_2026_05_10.html	Killer Figure Storyboard 2026-05-10	Other	0	23	39	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	96675
korean_cohort_prep.html	Lumenix · Korean Cohort Prep · K2/Bundang FFPE	Other	1	2	7	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	33745
kthyro_ctc_emt_all_pages_launchpad.html	K-Thyro CTC-EMT All Pages Launchpad	Other	0	0	36	8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR	40808
kthyro_ctc_emt_breakthrough_case.html	K-Thyro CTC-EMT Breakthrough Case	Other	6	2	18	TCGA-THCA; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	51464
kthyro_ctc_emt_connected_reader.html	Connected Reader | K-Thyro CTC-EMT	Other	7	0	17	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	58628
kthyro_ctc_emt_final_impact_brief.html	K-Thyro CTC-EMT Final Impact Brief	Other	2	2	7	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	38205
kthyro_ctc_emt_impact_upgrade.html	K-Thyro CTC-EMT Impact Upgrade	Operations	2	2	11	TCGA-THCA; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	39069
kthyro_ctc_emt_manuscript_storyboard_paper1_style.html	Manuscript Storyboard | K-Thyro CTC-EMT	Other	20	0	11	TCGA-THCA; K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	83417
kthyro_ctc_emt_paper_flow_master_dossier.html	K-Thyro CTC-EMT Paper Flow Master Dossier	Other	50	20	34	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	260997
kthyro_ctc_emt_paper_ready_figure_table_pack.html	K-Thyro CTC-EMT Paper-Ready Figure/Table Pack	Other	9	2	16	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	70078
kthyro_ctc_emt_representative_overview.html	K-Thyro CTC-EMT Representative Overview	Other	9	2	16	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	68744
kthyro_ctc_emt_samsung_science_dossier.html	K-Thyro CTC-EMT Samsung Science Dossier	Other	22	11	17	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	111379
kthyro_ctc_emt_submission_war_room.html	K-Thyro CTC-EMT Submission War Room	Other	2	3	8	TCGA-THCA; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	37477
kthyro_ctc_emt_visual_atlas_deck.html	Samsung Deck Atlas | K-Thyro CTC-EMT	Other	13	0	15	GSE250521; 8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR	62729
kthyro_ctc_emt_visual_atlas_defense.html	Reviewer Defense Figures | K-Thyro CTC-EMT	Other	6	0	8	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	57932
kthyro_ctc_emt_visual_atlas_evidence.html	Evidence Figures | K-Thyro CTC-EMT	Other	9	0	11	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	75078
kthyro_ctc_emt_visual_atlas_manuscript.html	Manuscript Boards | K-Thyro CTC-EMT	Other	6	0	8	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR	57633
kthyro_ctc_emt_visual_atlas_paper1_style.html	K-Thyro CTC-EMT Visual Atlas | Paper1 Style	Other	31	8	47	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	167024
kthyro_ctc_emt_visual_atlas_split_hub.html	CTC-EMT-NGS Split Visual Atlas | K-Thyro CTC-EMT	Other	1	0	4	8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR	32158
kthyro_ctc_emt_visual_atlas_tables.html	Control Tables | K-Thyro CTC-EMT	Other	1	8	10	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	52031
kthyro_no_yu_in_silico_ctc_emt_dossier.html	No-Yu-data In Silico CTC-EMT Dossier	Other	22	16	25	TCGA-THCA; TCGA-THCA HM450; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	143425
lumenix_cancer_vaccine_index.html	Lumenix · Cancer Vaccine Project · Master Index	Neoantigen / Vaccine	0	2	42	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	69940
lumenix_demo_report.html	Lumenix · Demo Run Report	Neoantigen / Vaccine	0	3	4	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE76039 / Landa advanced thyroid; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	34272
lumenix_executive_report.html	Lumenix · PDAC Cancer Vaccine Agent · Executive Report	Neoantigen / Vaccine	19	19	48	TCGA-THCA; K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	200675
master_situation_2026_05_04.html	Master Situation View (5/4 EOD)	Operations	0	12	37	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	68469
master_view.html	Master view — THCA 8-paper integrated dashboard | 2026-05-04	Operations	0	7	10	TCGA-THCA; K2 / PRJEB11591; GSE286332; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	52839
metric_atlas_2026_0509.html	Metric Atlas 2026-05-09	Operations	0	0	2	TCGA-THCA; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	130583
negative_audit.html	Lumenix · Negative Audit	Other	0	1	3	GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR	24439
neoantigen_3d_viewer.html	Lumenix · TESLA 3D Peptide Viewer · ESMFold + TCR + Agent	Neoantigen / Vaccine	0	30	2	GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	378934
neoantigen_analyses_8.html	Lumenix · Neoantigen 8-Analysis Report	Neoantigen / Vaccine	0	8	13	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	53651
neoantigen_analyses_eejj.html	Lumenix · EE-JJ analyses	Neoantigen / Vaccine	0	6	11	TCGA-THCA; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	43947
neoantigen_analyses_esm2.html	Lumenix · ESM2-35M analysis	Neoantigen / Vaccine	0	2	5	GSE76039 / Landa advanced thyroid; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	29266
neoantigen_analyses_full.html	Lumenix · 17-analysis comprehensive report	Neoantigen / Vaccine	0	18	25	TCGA-THCA; K2 / PRJEB11591; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	66794
neoantigen_analyses_kkpp.html	Lumenix · KK-PP analyses	Neoantigen / Vaccine	0	7	11	TCGA-THCA; GSE213647 / Lee 2024; GSE76039 / Landa advanced thyroid; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	45353
neoantigen_analyses_qx.html	Lumenix · Q-X analyses	Neoantigen / Vaccine	0	7	12	K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	42904
neoantigen_analyses_yz.html	Lumenix · Y-DD analyses	Neoantigen / Vaccine	0	6	10	TCGA-THCA; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	41875
neoantigen_demo_full.html	Lumenix · Neoantigen Vaccine Hub · Full Demo	Neoantigen / Vaccine	0	5	48	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	63346
neoantigen_hub.html	Lumenix · Neoantigen Vaccine Hub · Post-TESLA Data + Benchmark	Neoantigen / Vaccine	0	7	11	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	58687
neoantigen_repo_2026_05_10.html	Neoantigen Repo 2026-05-10	Neoantigen / Vaccine	0	1	4	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	47653
paad_deep_dive.html	Lumenix · PAAD Deep Dive · Pancreatic Cancer Neoantigen Vaccine	Neoantigen / Vaccine	3	3	11	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	42674
paad_thca_vaccine_combo_triage_2026_05_09.html	PAAD + THCA Cancer Vaccine Combo Triage · 2026-05-09	Neoantigen / Vaccine	6	5	22	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	70568
pancancer_atlas.html	Lumenix · Pan-cancer Atlas	Paper 11	1	1	4	TCGA-THCA; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	26622
paper1.html	Paper 1 — Thyroid-lineage differentiation axis | THCA Hub	Paper 1	25	17	37	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	236948
paper10_atlas.html	Paper 10 — DM1 Synthetic-Lethal Vulnerability Atlas | THCA Hub	Paper 10	18	13	37	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	148965
paper11_pancancer.html	Paper 11 — Pan-Cancer DM1 Transfer Atlas | THCA Hub	Paper 11	7	6	24	TCGA-THCA; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	92445
paper12_network.html	Paper 12 — Candidate Co-expression Network | THCA Hub	Paper 12	9	8	28	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	101279
paper1_critical_path_2026_0509.html	Paper 1 Critical Path 2026-05-09	Paper 1	0	0	5	TCGA-THCA; TCGA-THCA HM450; GSE250521; 8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	13143
paper1_deconvolution_rollup_v18.html	Paper 1 Deconvolution Rollup	Paper 1	4	6	8	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE250521; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	45437
paper1_fig8_mechanism_dossier.html	Paper 1 · Fig 8 Mechanism Dossier · v6→v18 · DM1 epigenetic silencing	Paper 1	9	26	29	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	133317
