sampleId	TG	TPO	TSHR	SLC5A5	INS	GAD2	MOG	CHRNA1	CRYAA	GFAP	MYOG
GTEx_thyroid_donor_0213	8037.0	2742.0	246.6	0.7124	0.09119	0.03455	0.3385	0.00729	0.1032	15.77	0.02316
GTEx_thyroid_donor_0214	6666.0	311.6	164.8	0.2609	0.0	0.0	0.08816	0.07687	0.0	0.7276	0.0
GTEx_thyroid_donor_0215	8294.0	1555.0	205.2	16.89	0.1302	0.01644	0.07158	0.0	0.05893	2.068	0.0
GTEx_thyroid_donor_0216	4014.0	1327.0	282.3	2.73	0.1463	0.0	0.1475	0.0	0.02208	0.5506	0.0
GTEx_thyroid_donor_0217	12550.0	441.7	128.4	3.267	0.3291	0.02078	0.0	0.0	0.0	0.6921	0.0
GTEx_thyroid_donor_0218	7694.0	1105.0	218.7	6.007	0.0	0.2355	0.0641	0.03726	0.02638	3.638	0.0
GTEx_thyroid_donor_0219	3914.0	934.8	83.16	30.37	0.1484	0.0	0.08162	0.02372	0.0	0.6161	0.0
GTEx_thyroid_donor_0220	6191.0	1029.0	168.0	2.365	0.1443	0.0	0.07937	0.01153	0.0	2.157	0.03665
GTEx_thyroid_donor_0221	1592.0	103.9	120.1	14.9	0.06859	0.0	0.03772	0.0	0.0	0.2733	0.03483
GTEx_thyroid_donor_0222	8392.0	2243.0	181.2	1.956	0.2625	0.01105	0.2406	0.0	0.03961	1.986	0.0
GTEx_thyroid_donor_0223	7877.0	853.4	232.6	13.18	0.1371	0.0	0.03771	0.06576	0.0	0.797	0.0
GTEx_thyroid_donor_0224	4413.0	1106.0	179.4	0.7135	0.0	0.02076	0.2939	0.01314	0.0	1.656	0.0
GTEx_thyroid_donor_0225	3635.0	208.5	69.64	1.626	0.0	0.02704	1.383	0.0	0.0	37.7	0.0
GTEx_thyroid_donor_0226	5276.0	2721.0	186.4	16.65	0.0556	0.0	0.06115	0.01777	0.0	0.6586	0.0
GTEx_thyroid_donor_0227	6783.0	993.1	151.3	338.6	0.2967	0.0	0.0	0.0	0.0	0.4845	0.07534
GTEx_thyroid_donor_0228	4177.0	621.6	104.9	7.684	0.1584	0.0	0.0	0.0	0.0	0.9032	0.0
GTEx_thyroid_donor_0229	9288.0	1134.0	332.4	1.871	0.678	0.02447	0.2131	0.0	0.04385	2.423	0.0
GTEx_thyroid_donor_0230	12260.0	1369.0	167.3	9.424	0.231	0.0	0.03176	0.03692	0.0	1.886	0.0
GTEx_thyroid_donor_0231	11530.0	2339.0	369.3	35.77	0.4152	0.02622	0.3996	0.0	0.0	3.619	0.1054
GTEx_thyroid_donor_0232	5376.0	1180.0	172.4	24.54	0.1243	0.0157	0.06838	0.0	0.0	0.5024	0.0
GTEx_thyroid_donor_0233	7074.0	1141.0	239.5	8.051	0.4881	0.08221	0.1119	0.02601	0.0	2.567	0.0
GTEx_thyroid_donor_0234	5169.0	691.2	114.3	0.9718	0.0	0.01203	0.1572	0.01523	0.0	0.8755	0.04839
GTEx_thyroid_donor_0235	8824.0	1032.0	191.0	1.032	0.7606	0.09607	0.3137	0.0152	0.0	7.062	0.0
GTEx_thyroid_donor_0236	6828.0	826.5	151.0	0.5055	2.548	0.0	0.1201	0.03491	0.0	2.829	0.0
GTEx_thyroid_donor_0237	8362.0	1004.0	228.9	13.65	0.8506	0.0	0.1715	0.01813	0.0	0.6528	0.0
GTEx_thyroid_donor_0238	8838.0	1338.0	235.4	0.4837	0.0	0.0	0.04087	0.0	0.0	1.374	0.0
GTEx_thyroid_donor_0239	6707.0	1175.0	234.8	0.1321	1.545	0.01183	0.0515	0.01497	0.0	0.4043	0.07134
GTEx_thyroid_donor_0240	8046.0	589.1	208.9	13.58	0.1069	0.0	0.08822	0.0	0.0	0.586	0.0
GTEx_thyroid_donor_0241	8895.0	996.8	195.4	20.91	9.362	0.0	0.03011	0.0175	0.0	0.3091	0.0
GTEx_thyroid_donor_0242	5447.0	1540.0	152.3	1.561	0.8699	0.04395	0.06379	0.0	0.0	0.3467	0.02945
GTEx_thyroid_donor_0243	5038.0	2214.0	186.7	1.398	0.0	0.0	0.01703	0.0198	0.02804	0.3771	0.0
GTEx_thyroid_donor_0244	6025.0	1957.0	242.2	1.099	0.2301	0.0	0.0	0.0	0.0	0.2866	0.05843
GTEx_thyroid_donor_0245	8732.0	1275.0	232.0	3.019	0.0	0.02679	0.05832	0.0	0.0	0.6808	0.08617
GTEx_thyroid_donor_0246	6760.0	4146.0	334.3	54.31	0.1984	0.0	0.02728	0.05551	0.0	0.2416	0.0252
GTEx_thyroid_donor_0247	14770.0	1819.0	251.9	15.59	0.1838	0.01548	0.0	0.01959	0.0	1.038	0.0
GTEx_thyroid_donor_0248	4169.0	628.2	215.8	84.05	0.0	0.0	0.09177	0.03556	0.0	0.4741	0.0
GTEx_thyroid_donor_0249	11690.0	1069.0	229.0	0.6963	0.1167	0.0	0.01604	0.05595	0.0	0.6781	0.02963
GTEx_thyroid_donor_0250	5348.0	1743.0	106.3	0.9013	0.0	0.0	0.04615	0.02682	0.0	0.3808	0.04261
GTEx_thyroid_donor_0251	18840.0	4488.0	255.6	0.1704	0.05609	0.00708	0.2314	0.00897	0.0	0.8507	0.05697
GTEx_thyroid_donor_0252	4780.0	470.0	128.5	38.71	2.19	0.02911	0.06338	0.0	0.0	2.679	0.0
GTEx_thyroid_donor_0253	17350.0	1226.0	244.9	2.575	0.2552	0.0	0.03508	0.0	0.0	0.5932	0.06479
GTEx_thyroid_donor_0254	4715.0	865.5	250.1	0.9793	0.7521	0.0	0.0	0.0	0.0	0.4579	0.0
GTEx_thyroid_donor_0255	12940.0	2956.0	231.2	1.366	0.2314	0.0	0.0	0.1036	0.0	0.3433	0.2351
GTEx_thyroid_donor_0256	8163.0	984.8	243.8	14.05	0.09817	0.0	0.0	0.0	0.0	0.7335	0.02493
GTEx_thyroid_donor_0257	13000.0	5357.0	274.1	6.624	0.0	0.00953	0.07263	0.00603	0.205	0.5138	0.0
GTEx_thyroid_donor_0258	10920.0	1283.0	356.8	17.5	1.036	0.0	0.0	0.0	0.0	0.6257	0.0
GTEx_thyroid_donor_0259	8548.0	545.1	166.1	2.996	0.1402	0.1416	0.07709	0.0	0.0	3.127	0.0
GTEx_thyroid_donor_0260	3258.0	567.3	76.05	28.07	0.118	0.00745	0.1785	0.1038	0.0	0.9539	0.05995
GTEx_thyroid_donor_0261	6903.0	634.9	268.2	32.39	0.0	0.0	0.01658	0.0	0.0	0.6741	0.0
GTEx_thyroid_donor_0262	2022.0	567.8	229.5	38.82	0.1573	0.0	0.02884	1.132	0.0	1.213	0.1864
GTEx_thyroid_donor_0263	10060.0	643.4	246.5	46.78	0.06277	0.02379	0.2417	0.0	0.08526	1.835	0.06376
GTEx_thyroid_donor_0264	14120.0	4536.0	323.8	5.951	0.2432	0.03072	0.06689	0.05832	0.0	1.037	0.06177
GTEx_thyroid_donor_0265	11140.0	2485.0	241.9	1.097	0.0	0.0399	0.01737	0.06059	0.08581	0.9931	0.03209
GTEx_thyroid_donor_0266	11610.0	1102.0	212.8	52.84	0.1509	0.0	0.0	0.02412	0.0	1.119	0.0
GTEx_thyroid_donor_0267	5073.0	1073.0	147.2	1.536	0.131	0.0	0.07207	0.04189	0.0	0.8268	0.06655
GTEx_thyroid_donor_0268	4296.0	1202.0	119.7	8.495	0.333	0.00601	0.09156	0.07603	0.0	0.3423	0.0
GTEx_thyroid_donor_0269	2938.0	166.2	144.3	1.037	0.0	0.0	0.3517	0.02152	0.0	0.9761	0.0
GTEx_thyroid_donor_0270	10530.0	1212.0	277.4	94.54	0.1785	0.02255	0.3437	0.07135	0.0	2.174	0.04534
GTEx_thyroid_donor_0271	12050.0	824.7	190.9	9.216	0.1787	0.00752	0.09827	0.0	0.0	0.422	0.0
GTEx_thyroid_donor_0272	6343.0	493.2	127.4	9.96	0.1862	0.01176	0.2304	0.0	0.0	0.608	0.0
GTEx_thyroid_donor_0273	6516.0	1253.0	245.8	1.712	0.2818	0.0	0.0	0.03002	0.0	0.8733	0.0
GTEx_thyroid_donor_0274	5386.0	1325.0	208.7	6.789	0.2038	0.01287	0.0	0.06515	0.0	0.6091	0.1035
GTEx_thyroid_donor_0275	9270.0	2872.0	130.4	14.87	0.2488	0.01257	0.05474	0.04773	0.0	0.9145	0.02527
GTEx_thyroid_donor_0276	5671.0	802.0	118.0	3.266	0.5672	0.00478	0.07278	0.01209	0.0	0.653	0.0
GTEx_thyroid_donor_0277	4849.0	578.3	140.4	1.059	0.0	0.00532	0.02314	0.0	0.01905	0.9596	0.0
GTEx_thyroid_donor_0278	14600.0	1484.0	314.9	98.22	0.07977	0.0	0.08774	0.051	0.0	0.6181	0.08102
GTEx_thyroid_donor_0279	3977.0	554.2	76.02	39.13	1.803	0.0198	0.02155	0.8707	0.0	1.163	0.0
GTEx_thyroid_donor_0280	6851.0	610.8	238.3	0.6876	0.1565	0.0	0.04303	0.0	0.0	0.5196	0.0
GTEx_thyroid_donor_0281	12840.0	1669.0	247.5	1.965	0.3527	0.01485	0.097	0.0	0.0	1.51	0.0
GTEx_thyroid_donor_0282	5063.0	384.8	189.9	11.16	0.3653	0.01845	0.04018	0.07006	0.03308	2.078	0.0
GTEx_thyroid_donor_0283	6973.0	908.6	146.6	11.42	0.6196	0.00522	0.04543	0.0066	0.0	0.9328	0.04195
GTEx_thyroid_donor_0284	5977.0	1386.0	132.4	0.362	0.1517	0.04789	0.0	0.02424	0.0	0.9738	0.0
GTEx_thyroid_donor_0285	3809.0	359.6	65.84	11.6	0.0	0.01563	0.1021	0.03956	0.0	1.117	0.0
GTEx_thyroid_donor_0286	8797.0	345.9	151.8	1.712	0.06802	0.03437	0.05611	0.1087	0.0	2.583	0.0
GTEx_thyroid_donor_0287	3903.0	768.9	165.2	18.49	0.0	0.0	0.03952	0.02297	0.0	1.002	0.0
GTEx_thyroid_donor_0288	5270.0	616.7	123.6	21.3	0.0	0.0093	0.04049	0.02353	0.0	1.092	0.0
GTEx_thyroid_donor_0289	8342.0	781.2	240.7	10.8	0.0	0.03431	0.01868	0.04342	0.0	1.947	0.03449
GTEx_thyroid_donor_0290	7367.0	1104.0	230.5	30.87	0.0	0.0	0.0	0.04028	0.0	0.4686	0.0
GTEx_thyroid_donor_0291	2934.0	784.8	143.3	3.649	1.42	0.01435	0.07812	0.0	0.0	1.421	0.0
GTEx_thyroid_donor_0292	5738.0	808.2	334.8	1.605	0.1946	0.05531	0.1204	0.0	0.08811	1.847	0.0
GTEx_thyroid_donor_0293	8472.0	2275.0	232.2	101.5	0.2534	0.03201	0.01742	0.01013	0.0	1.283	0.0
GTEx_thyroid_donor_0294	4578.0	937.8	171.9	21.63	0.0	0.0	0.03678	0.01425	0.02019	0.612	0.0
GTEx_thyroid_donor_0295	9271.0	1674.0	279.0	77.12	0.0	0.0	0.04844	0.0	0.0	0.9165	0.0
GTEx_thyroid_donor_0296	4421.0	516.4	70.67	0.58	0.0	0.03246	0.1272	0.0	0.0	1.633	0.0
GTEx_thyroid_donor_0297	7416.0	1115.0	149.9	1.704	0.0	0.01771	0.1157	0.0112	0.0	0.97	0.0
GTEx_thyroid_donor_0298	5394.0	1676.0	187.7	51.51	0.6545	0.01945	0.06352	0.0	0.01743	1.002	0.0391
GTEx_thyroid_donor_0299	12620.0	3475.0	271.7	95.36	3.316	0.03942	0.08583	0.0	0.0	1.831	0.03963
GTEx_thyroid_donor_0300	5215.0	553.5	173.6	4.84	0.06719	0.04243	0.0739	0.08591	0.1521	0.8851	0.0
GTEx_thyroid_donor_0301	7851.0	1737.0	216.6	35.96	0.0	0.0	0.0	0.0092	0.0	0.2929	0.0
GTEx_thyroid_donor_0302	11290.0	1194.0	238.3	1.448	0.5023	0.01813	0.1776	0.01147	0.0	1.763	0.0
GTEx_thyroid_donor_0303	5927.0	1001.0	119.6	0.3752	0.0	0.07279	0.1902	0.0	0.0	4.192	0.05854
GTEx_thyroid_donor_0304	4089.0	1013.0	179.3	3.368	0.09916	0.01252	0.1363	0.0317	0.02245	0.7739	0.0
GTEx_thyroid_donor_0305	9641.0	1042.0	200.3	4.782	0.5615	0.01773	0.0386	0.02244	0.0	1.119	0.0
GTEx_thyroid_donor_0306	8000.0	1474.0	163.3	0.4072	0.0	0.0	0.02867	0.0	0.0	0.929	0.07941
GTEx_thyroid_donor_0307	7791.0	670.7	246.6	10.83	0.0	0.0	0.06492	0.01887	0.0	0.6599	0.0
GTEx_thyroid_donor_0308	3743.0	357.4	162.8	0.8301	0.1063	0.01342	0.08765	0.0	0.0	1.247	0.05396
GTEx_thyroid_donor_0309	8954.0	983.5	223.4	113.2	0.7507	0.0	0.1622	0.00857	0.02428	1.46	0.0
GTEx_thyroid_donor_0310	12950.0	2944.0	196.0	4.915	0.1738	0.01463	0.0	0.0	0.0	1.186	0.0
GTEx_thyroid_donor_0311	4043.0	1757.0	165.0	40.12	0.05413	0.0	0.02977	0.03461	0.0	0.4315	0.0
GTEx_thyroid_donor_0312	4841.0	1402.0	221.3	27.65	0.4919	0.04518	0.2213	0.02859	0.0	7.118	0.0
GTEx_thyroid_donor_0313	15350.0	2981.0	326.6	2.111	0.5259	0.02214	0.1446	0.0	0.0	2.115	0.0
GTEx_thyroid_donor_0314	7848.0	770.5	198.4	2.41	0.2251	0.01896	0.0	0.0	0.0	0.6978	0.0
GTEx_thyroid_donor_0315	10630.0	1177.0	204.9	41.66	0.1339	0.06764	0.2393	0.0321	0.09092	0.9708	0.034
GTEx_thyroid_donor_0316	706.0	454.7	44.25	0.0	0.0	0.0122	0.0	0.0	0.0	0.3744	0.0
GTEx_thyroid_donor_0317	10500.0	1344.0	234.0	3.676	0.2871	0.00907	0.01974	0.02294	0.0	0.3416	0.0
GTEx_thyroid_donor_0318	4575.0	226.9	142.0	8.923	0.2581	0.01086	0.4494	0.0	0.01947	3.571	0.0
GTEx_thyroid_donor_0319	12280.0	884.7	179.9	1.438	0.5212	0.01881	0.02047	0.0	0.0	0.544	0.0
GTEx_thyroid_donor_0320	3277.0	461.4	134.8	10.03	4.461	0.02372	0.09038	0.04503	0.0	1.715	0.0
GTEx_thyroid_donor_0321	4378.0	691.2	114.6	0.3025	4.264	0.2071	0.5186	0.0	0.0	6.372	0.0
GTEx_thyroid_donor_0322	9919.0	492.4	247.9	3.491	0.0	0.1021	0.1212	0.0	0.0	3.977	0.0
GTEx_thyroid_donor_0323	6165.0	1168.0	236.4	3.74	0.0	0.0	0.0	0.0	0.0	0.5936	0.0
GTEx_thyroid_donor_0324	12190.0	3497.0	246.0	6.248	0.9654	0.01435	0.1405	0.0	0.0	2.2	0.02884
GTEx_thyroid_donor_0325	3328.0	753.3	148.8	15.61	0.1474	0.08377	0.2229	0.07067	0.0	4.601	0.0
GTEx_thyroid_donor_0326	2563.0	1591.0	66.56	6.065	0.6472	0.0	0.0	0.01881	0.0	0.7491	0.02988
GTEx_thyroid_donor_0327	6273.0	237.6	169.5	0.5823	1.342	0.0	0.0	0.0	0.0	0.4314	0.0
GTEx_thyroid_donor_0328	7891.0	1260.0	213.6	0.9275	0.4204	0.0	0.0	0.0	0.0	0.8843	0.0
GTEx_thyroid_donor_0329	11100.0	2237.0	233.3	25.57	0.0	0.01403	0.1527	0.05326	0.0	1.475	0.0
GTEx_thyroid_donor_0330	8873.0	1743.0	246.9	326.6	0.0	0.0	0.09108	0.0	0.02499	0.4827	0.0
GTEx_thyroid_donor_0331	4887.0	1242.0	252.5	6.794	2.243	0.0	0.0514	0.0	0.0	0.8277	0.0
GTEx_thyroid_donor_0332	11050.0	1450.0	166.9	0.3382	0.0	0.0	0.06593	0.0	0.0	0.7166	0.0
GTEx_thyroid_donor_0333	5317.0	950.2	230.1	27.91	0.3331	0.0	0.06106	0.01774	0.0	0.7804	0.1128
GTEx_thyroid_donor_0334	6984.0	1421.0	206.8	0.4275	0.0	0.0	0.08553	0.0	0.0	0.5738	0.0
GTEx_thyroid_donor_0335	5761.0	1242.0	219.6	12.44	0.4851	0.01532	0.0	0.03877	0.0	0.5706	0.0
GTEx_thyroid_donor_0336	6501.0	2719.0	236.0	17.15	0.0	0.04299	0.0312	0.0	0.0	0.5149	0.0
GTEx_thyroid_donor_0337	9577.0	1757.0	286.1	5.669	0.0	0.0	0.0	0.0	0.0	0.6696	0.0
GTEx_thyroid_donor_0338	5931.0	361.1	211.2	5.671	0.0	0.0197	0.0429	0.1995	0.0	1.882	0.4358
GTEx_thyroid_donor_0339	8700.0	2356.0	176.1	1.187	0.0	0.0	0.05248	0.0	0.0	0.5704	0.06461
GTEx_thyroid_donor_0340	3688.0	1106.0	229.9	0.5889	0.0	0.0	0.0	0.0	0.0	0.5865	0.0
GTEx_thyroid_donor_0341	8798.0	1201.0	288.6	6.386	0.0	0.2017	0.2509	0.1732	0.0	5.026	0.4634
GTEx_thyroid_donor_0342	6860.0	956.5	159.9	4.899	0.4498	0.00379	0.03298	0.0	0.0	0.5609	0.0
GTEx_thyroid_donor_0343	12060.0	1387.0	263.3	5.814	0.1835	0.1854	0.1009	0.02933	0.0	2.793	0.0
GTEx_thyroid_donor_0344	5502.0	2118.0	210.3	2.986	0.0	0.01602	0.01743	0.1419	0.0	0.5475	0.0966
GTEx_thyroid_donor_0345	18100.0	3748.0	274.8	0.447	0.0	0.0669	0.0	0.01881	0.0	2.697	0.0
GTEx_thyroid_donor_0346	8015.0	1494.0	223.8	184.3	0.0	0.0	0.0	0.0432	0.0	0.8877	0.0
GTEx_thyroid_donor_0347	4921.0	1010.0	160.0	1.535	0.0	0.0	0.0	0.0	0.0	0.8588	0.0
GTEx_thyroid_donor_0348	14360.0	3415.0	269.3	20.4	0.0	0.0	0.03555	0.0	0.0	0.3578	0.0
GTEx_thyroid_donor_0349	5482.0	673.6	194.7	25.11	0.0	0.01625	0.1769	0.0	0.0	4.095	0.0
GTEx_thyroid_donor_0350	10450.0	2483.0	262.1	30.28	0.0	0.0	0.04245	0.111	0.03494	0.9826	0.0
GTEx_thyroid_donor_0351	9017.0	1588.0	216.0	29.53	0.9968	0.02098	0.0	0.0	0.03761	2.52	0.04219
GTEx_thyroid_donor_0352	7480.0	622.1	228.6	8.951	0.0	0.01192	0.06489	0.08297	0.02137	2.915	0.09587
GTEx_thyroid_donor_0353	5765.0	627.1	214.1	45.23	0.743	0.0	0.05448	0.01583	0.02242	0.3345	0.0
GTEx_thyroid_donor_0354	7182.0	839.4	182.3	17.11	0.0	0.0509	0.2032	0.02147	0.0	1.755	0.0
GTEx_thyroid_donor_0355	4086.0	1155.0	265.1	5.385	0.1168	0.0	0.0	0.01866	0.0	0.9565	0.0
GTEx_thyroid_donor_0356	7901.0	2859.0	229.3	0.4177	0.0	0.0	0.01764	0.0	0.0	0.6463	0.03258
GTEx_thyroid_donor_0357	11230.0	2128.0	365.0	1.042	0.0	0.0	0.05827	0.01129	0.0	1.353	0.0
GTEx_thyroid_donor_0358	15780.0	992.9	223.7	8.599	0.0	0.0	0.03982	0.0	0.0	1.459	0.0
GTEx_thyroid_donor_0359	1156.0	517.2	63.22	34.74	0.0	0.0	0.0	0.1028	0.0	0.4464	0.0
GTEx_thyroid_donor_0360	13710.0	2766.0	282.8	8.161	0.0	0.02765	0.0301	0.0	0.02478	0.4787	0.0
GTEx_thyroid_donor_0361	6939.0	1188.0	167.2	3.624	0.0	0.0	0.0	0.01934	0.0	0.6765	0.0
GTEx_thyroid_donor_0362	2402.0	638.6	213.1	2.274	0.0	0.0	0.0	0.0	0.0	1.108	0.0
GTEx_thyroid_donor_0363	6913.0	612.2	157.5	2.765	0.09036	0.0	0.969	0.0	0.08182	17.37	0.0
GTEx_thyroid_donor_0364	6427.0	2158.0	106.4	3.701	0.0	0.01773	0.0193	0.0	0.0	0.777	0.07129
GTEx_thyroid_donor_0365	7881.0	752.6	142.8	7.041	0.2677	0.284	0.4712	0.03423	0.0	11.78	0.02719
GTEx_thyroid_donor_0366	16370.0	1175.0	353.9	2.793	0.0	0.01153	0.05021	0.01459	0.0	1.9	0.0
GTEx_thyroid_donor_0367	9948.0	1230.0	195.6	0.3885	0.1432	0.07235	0.315	0.6524	0.0	5.398	3.891
GTEx_thyroid_donor_0368	10470.0	1901.0	291.4	10.59	0.1342	0.01695	0.1292	0.0	0.0	1.084	0.0
GTEx_thyroid_donor_0369	8545.0	1402.0	151.4	16.75	0.0	0.0	0.07302	0.02122	0.0	0.6614	0.0
GTEx_thyroid_donor_0370	5274.0	870.4	182.3	28.9	0.0	0.01528	0.01664	0.0	0.0	0.6362	0.0
GTEx_thyroid_donor_0371	13390.0	1026.0	229.3	5.793	0.0	0.01495	0.2116	0.0	0.0	2.85	0.0
GTEx_thyroid_donor_0372	8095.0	814.9	222.1	3.784	0.1011	0.01277	0.5003	0.08078	0.0	6.283	0.0
GTEx_thyroid_donor_0373	5531.0	456.9	220.0	7.553	0.0	0.0	0.1091	0.0	0.0	0.7355	0.0
GTEx_thyroid_donor_0374	5875.0	764.5	172.9	62.22	0.0	0.02715	0.08867	0.03436	0.0	2.802	0.0
GTEx_thyroid_donor_0375	10510.0	921.6	255.7	15.91	0.0	0.03239	0.1058	0.0	0.0	1.632	0.0
GTEx_thyroid_donor_0376	9958.0	1203.0	288.6	4.553	0.0	0.1565	0.3862	0.0	0.0	4.874	0.08391
GTEx_thyroid_donor_0377	6511.0	1851.0	141.5	0.8184	0.1323	0.04178	0.1637	0.0	0.0	2.065	0.0
GTEx_thyroid_donor_0378	2990.0	868.2	171.9	166.7	0.0	0.0	0.1109	0.0	0.0	0.9074	0.0
GTEx_thyroid_donor_0379	10690.0	666.5	240.5	27.07	0.5949	0.0	0.03635	0.02113	0.0	0.278	0.0
GTEx_thyroid_donor_0380	7760.0	4750.0	301.1	3.821	0.0	0.0	0.0	0.0	0.0	0.3624	0.0
GTEx_thyroid_donor_0381	3196.0	2170.0	124.4	36.49	0.3983	0.01677	13.6	0.9336	0.0	143.2	0.0
GTEx_thyroid_donor_0382	2047.0	681.4	87.34	22.23	0.5136	0.0059	0.0	0.01492	0.02114	0.2532	0.0
GTEx_thyroid_donor_0383	7302.0	1337.0	268.2	0.4059	0.0	0.0	0.0	0.0	0.0	0.7122	0.0
GTEx_thyroid_donor_0384	9391.0	1468.0	237.7	9.771	0.0	0.0	0.06985	0.0203	0.0	0.8366	0.0645
GTEx_thyroid_donor_0385	4457.0	1713.0	163.4	5.635	0.4306	0.0	0.04736	0.0	0.0	1.154	0.0
GTEx_thyroid_donor_0386	17200.0	3533.0	203.0	1.022	0.2957	0.0	0.04378	0.0	0.0	0.1662	0.03465
GTEx_thyroid_donor_0387	13030.0	1986.0	235.4	1.219	0.0	0.0	0.0	0.0	0.0	1.052	0.0
GTEx_thyroid_donor_0388	5303.0	1108.0	285.4	46.67	0.3717	0.00671	0.05841	0.0	0.02404	0.1999	0.1079
GTEx_thyroid_donor_0389	5227.0	1462.0	148.0	0.4059	0.0	0.0	0.07913	0.0	0.0	1.938	0.0
GTEx_thyroid_donor_0390	4421.0	718.2	120.9	1.978	0.1614	0.0	0.0	0.0	0.0	1.0	0.0
GTEx_thyroid_donor_0391	12230.0	979.8	324.4	22.38	0.0	0.01533	0.217	0.05822	0.0	1.935	0.06166
GTEx_thyroid_donor_0392	5407.0	866.5	159.4	0.4088	0.0	0.0	0.02726	0.04754	0.0	0.7024	0.0
GTEx_thyroid_donor_0393	2214.0	843.4	78.5	1.573	0.1272	0.04819	0.4197	0.06099	0.0	11.81	0.06459
GTEx_thyroid_donor_0394	4177.0	404.9	190.5	0.5315	1.896	0.0	0.1521	0.0	0.0	1.041	0.0
GTEx_thyroid_donor_0395	17580.0	2077.0	224.1	0.5595	0.1595	0.0	0.0	0.01699	0.0	0.203	0.0
GTEx_thyroid_donor_0396	3086.0	1630.0	127.6	251.5	0.1188	0.015	0.0	0.0	0.0	0.5983	0.0
GTEx_thyroid_donor_0397	8541.0	1063.0	304.6	1.926	1.252	0.01375	0.01497	0.03481	0.0	1.404	0.0
GTEx_thyroid_donor_0398	3535.0	325.2	115.8	3.603	0.2947	0.0	0.0	0.0	0.0	0.4568	0.0
GTEx_thyroid_donor_0399	18540.0	5014.0	280.2	2.202	0.0	0.0	0.0496	0.02883	0.0	0.9735	0.0
GTEx_thyroid_donor_0400	6438.0	1239.0	291.9	3.822	0.1087	0.0	0.08969	0.01738	0.0	0.4032	0.1656
GTEx_thyroid_donor_0401	9015.0	1512.0	170.8	15.73	0.0	0.0	0.132	0.02193	0.0	2.164	0.0
GTEx_thyroid_donor_0402	10940.0	2656.0	228.5	1.135	0.0	0.0	0.07016	0.0	0.01925	0.7014	0.0
GTEx_thyroid_donor_0403	6306.0	830.3	170.4	25.22	0.06221	0.0	0.2053	0.02983	0.0	1.708	0.0
GTEx_thyroid_donor_0404	9550.0	665.6	240.8	5.192	0.0	0.01158	0.02521	0.02198	0.0	1.147	0.02328
GTEx_thyroid_donor_0405	17070.0	2127.0	249.2	15.32	0.7795	0.01231	0.0	0.01557	0.0	0.1618	0.0
GTEx_thyroid_donor_0406	338.2	114.2	8.376	0.9891	0.07726	0.00976	0.06373	0.0	0.01749	1.462	0.03924
GTEx_thyroid_donor_0407	4352.0	1319.0	121.3	0.5805	0.4458	0.0	0.04458	0.149	0.0	0.2288	0.1235
GTEx_thyroid_donor_0408	7621.0	1311.0	119.2	1.301	0.3949	0.0	0.03949	0.01148	0.03251	0.8903	0.01823
GTEx_thyroid_donor_0409	3104.0	641.8	140.3	0.9125	0.09449	0.00597	0.0	0.00755	0.02139	1.548	0.07198
GTEx_thyroid_donor_0410	7422.0	1637.0	179.7	17.25	0.0	0.0	0.0	0.08352	0.0	0.2169	0.0
GTEx_thyroid_donor_0411	9836.0	1945.0	227.9	6.844	0.7138	0.0	0.01227	0.0	0.0	0.4247	0.0
GTEx_thyroid_donor_0412	7916.0	1589.0	247.2	2.317	1.924	0.01215	0.02645	0.01537	0.0	0.4419	0.0
GTEx_thyroid_donor_0413	9268.0	935.6	382.7	6.353	0.0	0.02647	0.03843	0.04467	0.0	0.2475	0.0
GTEx_thyroid_donor_0414	6811.0	711.1	200.5	34.93	0.0	0.0	0.1011	0.0	0.0	0.3778	0.02667
GTEx_thyroid_donor_0415	13270.0	3061.0	173.3	0.1341	0.2059	0.0	0.0	0.01317	0.0	0.3511	0.0
GTEx_thyroid_donor_0416	10740.0	2326.0	188.3	0.8572	0.8619	0.0	0.0395	0.0	0.0	0.2385	0.0
GTEx_thyroid_donor_0417	11410.0	881.2	270.5	9.561	0.0	0.0	0.05648	0.02462	0.0	0.4377	0.0
GTEx_thyroid_donor_0418	2215.0	1381.0	101.4	4.914	0.0	0.0	0.0	0.0	0.0	0.1302	0.05974
GTEx_thyroid_donor_0419	5007.0	1492.0	120.8	0.2523	0.0	0.0	0.4068	0.0	0.0	1.316	0.0
GTEx_thyroid_donor_0420	15940.0	3083.0	348.2	2.521	0.0	0.0	0.0726	0.0211	0.0	0.2557	0.0
GTEx_thyroid_donor_0421	6998.0	2887.0	303.5	203.2	0.0	0.0	0.06222	0.01808	0.0	0.3256	0.0
GTEx_thyroid_donor_0422	3512.0	687.2	120.8	14.02	0.0	0.0	0.0	0.06912	0.0	0.2346	0.0
GTEx_thyroid_donor_0423	6948.0	656.3	94.02	3.1	0.0	0.03839	0.1463	0.1336	0.0	0.8159	0.1544
GTEx_thyroid_donor_0424	3323.0	636.7	150.7	15.81	0.0	0.0	0.0	0.0	0.0	0.3023	0.0
GTEx_thyroid_donor_0425	12160.0	2317.0	346.4	5.806	0.0	0.0	0.0	0.05357	0.0	0.4081	0.0
GTEx_thyroid_donor_0426	4568.0	708.1	102.1	4.92	0.0	0.0	0.19	0.0	0.0	1.286	0.0
