sampleId	gene	TPM
GTEx_thyroid_donor_0349	TSHR	194.7
GTEx_thyroid_donor_0350	TSHR	262.1
GTEx_thyroid_donor_0351	TSHR	216.0
GTEx_thyroid_donor_0352	TSHR	228.6
GTEx_thyroid_donor_0353	TSHR	214.1
GTEx_thyroid_donor_0354	TSHR	182.3
GTEx_thyroid_donor_0355	TSHR	265.1
GTEx_thyroid_donor_0356	TSHR	229.3
GTEx_thyroid_donor_0357	TSHR	365.0
GTEx_thyroid_donor_0358	TSHR	223.7
GTEx_thyroid_donor_0359	TSHR	63.22
GTEx_thyroid_donor_0360	TSHR	282.8
GTEx_thyroid_donor_0361	TSHR	167.2
GTEx_thyroid_donor_0362	TSHR	213.1
GTEx_thyroid_donor_0363	TSHR	157.5
GTEx_thyroid_donor_0364	TSHR	106.4
GTEx_thyroid_donor_0365	TSHR	142.8
GTEx_thyroid_donor_0366	TSHR	353.9
GTEx_thyroid_donor_0367	TSHR	195.6
GTEx_thyroid_donor_0368	TSHR	291.4
GTEx_thyroid_donor_0369	TSHR	151.4
GTEx_thyroid_donor_0370	TSHR	182.3
GTEx_thyroid_donor_0371	TSHR	229.3
GTEx_thyroid_donor_0372	TSHR	222.1
GTEx_thyroid_donor_0373	TSHR	220.0
GTEx_thyroid_donor_0374	TSHR	172.9
GTEx_thyroid_donor_0375	TSHR	255.7
GTEx_thyroid_donor_0376	TSHR	288.6
GTEx_thyroid_donor_0377	TSHR	141.5
GTEx_thyroid_donor_0378	TSHR	171.9
GTEx_thyroid_donor_0379	TSHR	240.5
GTEx_thyroid_donor_0380	TSHR	301.1
GTEx_thyroid_donor_0381	TSHR	124.4
GTEx_thyroid_donor_0382	TSHR	87.34
GTEx_thyroid_donor_0383	TSHR	268.2
GTEx_thyroid_donor_0384	TSHR	237.7
GTEx_thyroid_donor_0385	TSHR	163.4
GTEx_thyroid_donor_0386	TSHR	203.0
GTEx_thyroid_donor_0387	TSHR	235.4
GTEx_thyroid_donor_0388	TSHR	285.4
GTEx_thyroid_donor_0389	TSHR	148.0
GTEx_thyroid_donor_0390	TSHR	120.9
GTEx_thyroid_donor_0391	TSHR	324.4
GTEx_thyroid_donor_0392	TSHR	159.4
GTEx_thyroid_donor_0393	TSHR	78.5
GTEx_thyroid_donor_0394	TSHR	190.5
GTEx_thyroid_donor_0395	TSHR	224.1
GTEx_thyroid_donor_0396	TSHR	127.6
GTEx_thyroid_donor_0397	TSHR	304.6
GTEx_thyroid_donor_0398	TSHR	115.8
GTEx_thyroid_donor_0399	TSHR	280.2
GTEx_thyroid_donor_0400	TSHR	291.9
GTEx_thyroid_donor_0401	TSHR	170.8
GTEx_thyroid_donor_0402	TSHR	228.5
GTEx_thyroid_donor_0403	TSHR	170.4
GTEx_thyroid_donor_0404	TSHR	240.8
GTEx_thyroid_donor_0405	TSHR	249.2
GTEx_thyroid_donor_0406	TSHR	8.376
GTEx_thyroid_donor_0407	TSHR	121.3
GTEx_thyroid_donor_0408	TSHR	119.2
GTEx_thyroid_donor_0409	TSHR	140.3
GTEx_thyroid_donor_0410	TSHR	179.7
GTEx_thyroid_donor_0411	TSHR	227.9
GTEx_thyroid_donor_0412	TSHR	247.2
GTEx_thyroid_donor_0413	TSHR	382.7
GTEx_thyroid_donor_0414	TSHR	200.5
GTEx_thyroid_donor_0415	TSHR	173.3
GTEx_thyroid_donor_0416	TSHR	188.3
GTEx_thyroid_donor_0417	TSHR	270.5
GTEx_thyroid_donor_0418	TSHR	101.4
GTEx_thyroid_donor_0419	TSHR	120.8
GTEx_thyroid_donor_0420	TSHR	348.2
GTEx_thyroid_donor_0421	TSHR	303.5
GTEx_thyroid_donor_0422	TSHR	120.8
GTEx_thyroid_donor_0423	TSHR	94.02
GTEx_thyroid_donor_0424	TSHR	150.7
GTEx_thyroid_donor_0425	TSHR	346.4
GTEx_thyroid_donor_0426	TSHR	102.1
GTEx_thyroid_donor_0427	TSHR	169.7
GTEx_thyroid_donor_0428	TSHR	208.4
GTEx_thyroid_donor_0429	TSHR	94.07
GTEx_thyroid_donor_0430	TSHR	161.7
GTEx_thyroid_donor_0431	TSHR	321.8
GTEx_thyroid_donor_0432	TSHR	214.0
GTEx_thyroid_donor_0433	TSHR	257.3
GTEx_thyroid_donor_0434	TSHR	177.6
GTEx_thyroid_donor_0435	TSHR	329.7
GTEx_thyroid_donor_0436	TSHR	172.9
GTEx_thyroid_donor_0437	TSHR	147.7
GTEx_thyroid_donor_0438	TSHR	179.2
GTEx_thyroid_donor_0439	TSHR	127.3
GTEx_thyroid_donor_0440	TSHR	169.6
GTEx_thyroid_donor_0441	TSHR	197.5
GTEx_thyroid_donor_0442	TSHR	322.8
GTEx_thyroid_donor_0443	TSHR	160.3
GTEx_thyroid_donor_0444	TSHR	298.5
GTEx_thyroid_donor_0445	TSHR	286.4
GTEx_thyroid_donor_0446	TSHR	193.1
GTEx_thyroid_donor_0447	TSHR	195.2
GTEx_thyroid_donor_0448	TSHR	274.2
GTEx_thyroid_donor_0449	TSHR	176.5
GTEx_thyroid_donor_0450	TSHR	60.15
GTEx_thyroid_donor_0451	TSHR	231.0
GTEx_thyroid_donor_0452	TSHR	193.4
GTEx_thyroid_donor_0453	TSHR	176.9
GTEx_thyroid_donor_0454	TSHR	266.5
GTEx_thyroid_donor_0455	TSHR	264.9
GTEx_thyroid_donor_0456	TSHR	266.1
GTEx_thyroid_donor_0457	TSHR	204.1
GTEx_thyroid_donor_0458	TSHR	376.3
GTEx_thyroid_donor_0459	TSHR	195.0
GTEx_thyroid_donor_0460	TSHR	213.7
GTEx_thyroid_donor_0461	TSHR	164.5
GTEx_thyroid_donor_0462	TSHR	139.1
GTEx_thyroid_donor_0463	TSHR	268.7
GTEx_thyroid_donor_0464	TSHR	159.7
GTEx_thyroid_donor_0465	TSHR	140.6
GTEx_thyroid_donor_0466	TSHR	246.7
GTEx_thyroid_donor_0467	TSHR	166.0
GTEx_thyroid_donor_0468	TSHR	212.5
GTEx_thyroid_donor_0469	TSHR	176.6
GTEx_thyroid_donor_0470	TSHR	223.3
GTEx_thyroid_donor_0471	TSHR	6.768
GTEx_thyroid_donor_0472	TSHR	207.6
GTEx_thyroid_donor_0473	TSHR	196.1
GTEx_thyroid_donor_0474	TSHR	208.5
GTEx_thyroid_donor_0475	TSHR	373.9
GTEx_thyroid_donor_0476	TSHR	159.3
GTEx_thyroid_donor_0477	TSHR	121.9
GTEx_thyroid_donor_0478	TSHR	193.6
GTEx_thyroid_donor_0479	TSHR	147.4
GTEx_thyroid_donor_0480	TSHR	98.91
GTEx_thyroid_donor_0481	TSHR	235.4
GTEx_thyroid_donor_0482	TSHR	184.6
GTEx_thyroid_donor_0483	TSHR	277.9
GTEx_thyroid_donor_0484	TSHR	196.4
GTEx_thyroid_donor_0485	TSHR	244.4
GTEx_thyroid_donor_0486	TSHR	203.0
GTEx_thyroid_donor_0487	TSHR	157.0
GTEx_thyroid_donor_0488	TSHR	254.2
GTEx_thyroid_donor_0489	TSHR	204.8
GTEx_thyroid_donor_0490	TSHR	213.3
GTEx_thyroid_donor_0491	TSHR	215.5
GTEx_thyroid_donor_0492	TSHR	250.7
GTEx_thyroid_donor_0493	TSHR	191.7
GTEx_thyroid_donor_0494	TSHR	153.1
GTEx_thyroid_donor_0495	TSHR	108.1
GTEx_thyroid_donor_0496	TSHR	189.0
GTEx_thyroid_donor_0497	TSHR	177.2
GTEx_thyroid_donor_0498	TSHR	139.5
GTEx_thyroid_donor_0499	TSHR	192.7
GTEx_thyroid_donor_0500	TSHR	338.8
GTEx_thyroid_donor_0501	TSHR	305.4
GTEx_thyroid_donor_0502	TSHR	173.7
GTEx_thyroid_donor_0503	TSHR	177.5
GTEx_thyroid_donor_0504	TSHR	279.0
GTEx_thyroid_donor_0505	TSHR	275.5
GTEx_thyroid_donor_0506	TSHR	143.8
GTEx_thyroid_donor_0507	TSHR	243.4
GTEx_thyroid_donor_0508	TSHR	334.6
GTEx_thyroid_donor_0509	TSHR	120.5
GTEx_thyroid_donor_0510	TSHR	167.0
GTEx_thyroid_donor_0511	TSHR	273.4
GTEx_thyroid_donor_0512	TSHR	218.6
GTEx_thyroid_donor_0513	TSHR	244.9
GTEx_thyroid_donor_0514	TSHR	156.8
GTEx_thyroid_donor_0515	TSHR	110.4
GTEx_thyroid_donor_0516	TSHR	252.7
GTEx_thyroid_donor_0517	TSHR	180.9
GTEx_thyroid_donor_0518	TSHR	81.13
GTEx_thyroid_donor_0519	TSHR	252.2
GTEx_thyroid_donor_0520	TSHR	186.4
GTEx_thyroid_donor_0521	TSHR	283.8
GTEx_thyroid_donor_0522	TSHR	161.5
GTEx_thyroid_donor_0523	TSHR	246.6
GTEx_thyroid_donor_0524	TSHR	241.8
GTEx_thyroid_donor_0525	TSHR	180.5
GTEx_thyroid_donor_0526	TSHR	153.0
GTEx_thyroid_donor_0527	TSHR	240.1
GTEx_thyroid_donor_0528	TSHR	475.7
GTEx_thyroid_donor_0529	TSHR	199.1
GTEx_thyroid_donor_0530	TSHR	221.2
GTEx_thyroid_donor_0531	TSHR	181.4
GTEx_thyroid_donor_0532	TSHR	335.3
GTEx_thyroid_donor_0533	TSHR	322.9
GTEx_thyroid_donor_0534	TSHR	239.5
GTEx_thyroid_donor_0535	TSHR	321.9
GTEx_thyroid_donor_0536	TSHR	289.9
GTEx_thyroid_donor_0537	TSHR	229.5
GTEx_thyroid_donor_0538	TSHR	85.45
GTEx_thyroid_donor_0539	TSHR	202.8
GTEx_thyroid_donor_0540	TSHR	93.13
GTEx_thyroid_donor_0541	TSHR	195.6
GTEx_thyroid_donor_0542	TSHR	327.3
GTEx_thyroid_donor_0543	TSHR	403.4
GTEx_thyroid_donor_0544	TSHR	276.0
GTEx_thyroid_donor_0545	TSHR	285.9
GTEx_thyroid_donor_0546	TSHR	442.1
GTEx_thyroid_donor_0547	TSHR	174.0
GTEx_thyroid_donor_0548	TSHR	157.2
GTEx_thyroid_donor_0549	TSHR	400.5
GTEx_thyroid_donor_0550	TSHR	173.0
GTEx_thyroid_donor_0551	TSHR	118.8
GTEx_thyroid_donor_0552	TSHR	179.2
GTEx_thyroid_donor_0553	TSHR	95.43
GTEx_thyroid_donor_0554	TSHR	237.8
GTEx_thyroid_donor_0555	TSHR	282.8
GTEx_thyroid_donor_0556	TSHR	166.6
GTEx_thyroid_donor_0557	TSHR	262.4
GTEx_thyroid_donor_0558	TSHR	244.5
GTEx_thyroid_donor_0559	TSHR	224.2
GTEx_thyroid_donor_0560	TSHR	212.9
GTEx_thyroid_donor_0561	TSHR	310.5
GTEx_thyroid_donor_0562	TSHR	196.3
GTEx_thyroid_donor_0563	TSHR	121.6
GTEx_thyroid_donor_0564	TSHR	206.7
GTEx_thyroid_donor_0565	TSHR	239.0
GTEx_thyroid_donor_0566	TSHR	180.1
GTEx_thyroid_donor_0567	TSHR	243.2
GTEx_thyroid_donor_0568	TSHR	165.2
GTEx_thyroid_donor_0569	TSHR	280.6
GTEx_thyroid_donor_0570	TSHR	337.4
GTEx_thyroid_donor_0571	TSHR	211.5
GTEx_thyroid_donor_0572	TSHR	134.0
GTEx_thyroid_donor_0573	TSHR	194.5
GTEx_thyroid_donor_0574	TSHR	290.9
GTEx_thyroid_donor_0575	TSHR	150.2
GTEx_thyroid_donor_0576	TSHR	248.2
GTEx_thyroid_donor_0577	TSHR	271.7
GTEx_thyroid_donor_0578	TSHR	224.7
GTEx_thyroid_donor_0579	TSHR	204.0
GTEx_thyroid_donor_0580	TSHR	202.9
GTEx_thyroid_donor_0581	TSHR	303.0
GTEx_thyroid_donor_0582	TSHR	244.6
GTEx_thyroid_donor_0583	TSHR	325.3
GTEx_thyroid_donor_0584	TSHR	214.6
GTEx_thyroid_donor_0585	TSHR	174.0
GTEx_thyroid_donor_0586	TSHR	265.4
GTEx_thyroid_donor_0587	TSHR	111.3
GTEx_thyroid_donor_0588	TSHR	233.2
GTEx_thyroid_donor_0589	TSHR	0.1466
GTEx_thyroid_donor_0590	TSHR	194.8
GTEx_thyroid_donor_0591	TSHR	290.8
GTEx_thyroid_donor_0592	TSHR	158.8
GTEx_thyroid_donor_0593	TSHR	189.4
GTEx_thyroid_donor_0594	TSHR	180.5
GTEx_thyroid_donor_0595	TSHR	200.0
GTEx_thyroid_donor_0596	TSHR	258.6
GTEx_thyroid_donor_0597	TSHR	196.2
GTEx_thyroid_donor_0598	TSHR	267.3
GTEx_thyroid_donor_0599	TSHR	317.7
GTEx_thyroid_donor_0600	TSHR	270.9
GTEx_thyroid_donor_0601	TSHR	124.6
GTEx_thyroid_donor_0602	TSHR	285.7
GTEx_thyroid_donor_0603	TSHR	228.3
GTEx_thyroid_donor_0604	TSHR	97.89
GTEx_thyroid_donor_0605	TSHR	211.9
GTEx_thyroid_donor_0606	TSHR	217.9
GTEx_thyroid_donor_0607	TSHR	173.8
GTEx_thyroid_donor_0608	TSHR	217.1
GTEx_thyroid_donor_0609	TSHR	309.5
GTEx_thyroid_donor_0610	TSHR	129.4
GTEx_thyroid_donor_0611	TSHR	157.1
GTEx_thyroid_donor_0612	TSHR	121.0
GTEx_thyroid_donor_0613	TSHR	217.6
GTEx_thyroid_donor_0614	TSHR	172.9
GTEx_thyroid_donor_0615	TSHR	340.7
GTEx_thyroid_donor_0616	TSHR	208.7
GTEx_thyroid_donor_0617	TSHR	181.5
GTEx_thyroid_donor_0618	TSHR	76.7
GTEx_thyroid_donor_0619	TSHR	202.4
GTEx_thyroid_donor_0620	TSHR	151.1
GTEx_thyroid_donor_0621	TSHR	150.1
GTEx_thyroid_donor_0622	TSHR	220.8
GTEx_thyroid_donor_0623	TSHR	51.39
GTEx_thyroid_donor_0624	TSHR	175.9
GTEx_thyroid_donor_0625	TSHR	202.0
GTEx_thyroid_donor_0626	TSHR	197.5
GTEx_thyroid_donor_0627	TSHR	181.2
GTEx_thyroid_donor_0628	TSHR	180.2
GTEx_thyroid_donor_0629	TSHR	268.4
GTEx_thyroid_donor_0630	TSHR	134.6
GTEx_thyroid_donor_0631	TSHR	147.9
GTEx_thyroid_donor_0632	TSHR	172.2
GTEx_thyroid_donor_0633	TSHR	244.2
GTEx_thyroid_donor_0634	TSHR	201.3
GTEx_thyroid_donor_0635	TSHR	274.0
GTEx_thyroid_donor_0636	TSHR	229.9
GTEx_thyroid_donor_0637	TSHR	229.0
GTEx_thyroid_donor_0638	TSHR	139.1
GTEx_thyroid_donor_0639	TSHR	165.9
GTEx_thyroid_donor_0640	TSHR	160.9
GTEx_thyroid_donor_0641	TSHR	157.2
GTEx_thyroid_donor_0642	TSHR	198.3
GTEx_thyroid_donor_0643	TSHR	198.8
GTEx_thyroid_donor_0644	TSHR	196.5
GTEx_thyroid_donor_0645	TSHR	183.2
GTEx_thyroid_donor_0646	TSHR	174.2
GTEx_thyroid_donor_0647	TSHR	171.3
GTEx_thyroid_donor_0648	TSHR	245.8
GTEx_thyroid_donor_0649	TSHR	216.9
GTEx_thyroid_donor_0650	TSHR	55.58
GTEx_thyroid_donor_0651	TSHR	275.8
GTEx_thyroid_donor_0652	TSHR	158.0
GTEx_thyroid_donor_0000	SLC5A5	0.8575
GTEx_thyroid_donor_0001	SLC5A5	6.727
GTEx_thyroid_donor_0002	SLC5A5	0.2995
GTEx_thyroid_donor_0003	SLC5A5	6.883
GTEx_thyroid_donor_0004	SLC5A5	1.533
GTEx_thyroid_donor_0005	SLC5A5	9.491
GTEx_thyroid_donor_0006	SLC5A5	24.56
GTEx_thyroid_donor_0007	SLC5A5	2.061
GTEx_thyroid_donor_0008	SLC5A5	73.98
GTEx_thyroid_donor_0009	SLC5A5	8.938
GTEx_thyroid_donor_0010	SLC5A5	13.59
GTEx_thyroid_donor_0011	SLC5A5	2.43
GTEx_thyroid_donor_0012	SLC5A5	5.97
GTEx_thyroid_donor_0013	SLC5A5	38.49
GTEx_thyroid_donor_0014	SLC5A5	28.89
GTEx_thyroid_donor_0015	SLC5A5	25.76
GTEx_thyroid_donor_0016	SLC5A5	2.127
GTEx_thyroid_donor_0017	SLC5A5	20.53
GTEx_thyroid_donor_0018	SLC5A5	0.4264
GTEx_thyroid_donor_0019	SLC5A5	14.16
GTEx_thyroid_donor_0020	SLC5A5	0.5978
GTEx_thyroid_donor_0021	SLC5A5	1.356
GTEx_thyroid_donor_0022	SLC5A5	1.98
GTEx_thyroid_donor_0023	SLC5A5	0.03448
GTEx_thyroid_donor_0024	SLC5A5	4.413
GTEx_thyroid_donor_0025	SLC5A5	13.35
GTEx_thyroid_donor_0026	SLC5A5	0.2946
GTEx_thyroid_donor_0027	SLC5A5	2.375
GTEx_thyroid_donor_0028	SLC5A5	56.72
GTEx_thyroid_donor_0029	SLC5A5	29.83
GTEx_thyroid_donor_0030	SLC5A5	1.399
GTEx_thyroid_donor_0031	SLC5A5	16.45
GTEx_thyroid_donor_0032	SLC5A5	2.353
GTEx_thyroid_donor_0033	SLC5A5	5.148
GTEx_thyroid_donor_0034	SLC5A5	30.38
GTEx_thyroid_donor_0035	SLC5A5	0.3135
GTEx_thyroid_donor_0036	SLC5A5	30.53
GTEx_thyroid_donor_0037	SLC5A5	2.439
GTEx_thyroid_donor_0038	SLC5A5	3.37
GTEx_thyroid_donor_0039	SLC5A5	3.131
GTEx_thyroid_donor_0040	SLC5A5	3.91
GTEx_thyroid_donor_0041	SLC5A5	39.89
GTEx_thyroid_donor_0042	SLC5A5	0.1066
GTEx_thyroid_donor_0043	SLC5A5	5.445
GTEx_thyroid_donor_0044	SLC5A5	7.985
GTEx_thyroid_donor_0045	SLC5A5	31.55
GTEx_thyroid_donor_0046	SLC5A5	0.8846
GTEx_thyroid_donor_0047	SLC5A5	18.08
GTEx_thyroid_donor_0048	SLC5A5	0.8696
GTEx_thyroid_donor_0049	SLC5A5	0.4027
GTEx_thyroid_donor_0050	SLC5A5	5.974
GTEx_thyroid_donor_0051	SLC5A5	5.912
GTEx_thyroid_donor_0052	SLC5A5	12.9
GTEx_thyroid_donor_0053	SLC5A5	1.257
GTEx_thyroid_donor_0054	SLC5A5	1.782
GTEx_thyroid_donor_0055	SLC5A5	125.2
GTEx_thyroid_donor_0056	SLC5A5	1.162
GTEx_thyroid_donor_0057	SLC5A5	5.17
GTEx_thyroid_donor_0058	SLC5A5	3.987
GTEx_thyroid_donor_0059	SLC5A5	6.971
GTEx_thyroid_donor_0060	SLC5A5	3.524
GTEx_thyroid_donor_0061	SLC5A5	1.675
GTEx_thyroid_donor_0062	SLC5A5	1.236
GTEx_thyroid_donor_0063	SLC5A5	86.84
GTEx_thyroid_donor_0064	SLC5A5	0.0529
GTEx_thyroid_donor_0065	SLC5A5	43.95
GTEx_thyroid_donor_0066	SLC5A5	1.329
GTEx_thyroid_donor_0067	SLC5A5	0.3021
GTEx_thyroid_donor_0068	SLC5A5	2.747
GTEx_thyroid_donor_0069	SLC5A5	9.266
GTEx_thyroid_donor_0070	SLC5A5	6.275
GTEx_thyroid_donor_0071	SLC5A5	1.463
GTEx_thyroid_donor_0072	SLC5A5	54.45
GTEx_thyroid_donor_0073	SLC5A5	160.7
GTEx_thyroid_donor_0074	SLC5A5	23.04
GTEx_thyroid_donor_0075	SLC5A5	53.45
GTEx_thyroid_donor_0076	SLC5A5	25.07
GTEx_thyroid_donor_0077	SLC5A5	31.63
GTEx_thyroid_donor_0078	SLC5A5	0.1261
GTEx_thyroid_donor_0079	SLC5A5	65.89
GTEx_thyroid_donor_0080	SLC5A5	2.141
GTEx_thyroid_donor_0081	SLC5A5	2.411
GTEx_thyroid_donor_0082	SLC5A5	1.856
GTEx_thyroid_donor_0083	SLC5A5	1.822
GTEx_thyroid_donor_0084	SLC5A5	0.5861
GTEx_thyroid_donor_0085	SLC5A5	3.991
GTEx_thyroid_donor_0086	SLC5A5	21.45
GTEx_thyroid_donor_0087	SLC5A5	40.74
GTEx_thyroid_donor_0088	SLC5A5	2.893
GTEx_thyroid_donor_0089	SLC5A5	0.5161
GTEx_thyroid_donor_0090	SLC5A5	202.1
GTEx_thyroid_donor_0091	SLC5A5	1.07
GTEx_thyroid_donor_0092	SLC5A5	73.86
GTEx_thyroid_donor_0093	SLC5A5	0.9276
GTEx_thyroid_donor_0094	SLC5A5	34.56
GTEx_thyroid_donor_0095	SLC5A5	2.097
GTEx_thyroid_donor_0096	SLC5A5	11.96
GTEx_thyroid_donor_0097	SLC5A5	2.396
GTEx_thyroid_donor_0098	SLC5A5	23.1
GTEx_thyroid_donor_0099	SLC5A5	7.855
GTEx_thyroid_donor_0100	SLC5A5	0.6345
GTEx_thyroid_donor_0101	SLC5A5	2.83
GTEx_thyroid_donor_0102	SLC5A5	1.407
GTEx_thyroid_donor_0103	SLC5A5	2.487
GTEx_thyroid_donor_0104	SLC5A5	4.227
GTEx_thyroid_donor_0105	SLC5A5	84.57
GTEx_thyroid_donor_0106	SLC5A5	0.7106
GTEx_thyroid_donor_0107	SLC5A5	46.72
GTEx_thyroid_donor_0108	SLC5A5	3.443
GTEx_thyroid_donor_0109	SLC5A5	1.981
GTEx_thyroid_donor_0110	SLC5A5	1.177
GTEx_thyroid_donor_0111	SLC5A5	4.033
GTEx_thyroid_donor_0112	SLC5A5	0.8569
GTEx_thyroid_donor_0113	SLC5A5	4.103
GTEx_thyroid_donor_0114	SLC5A5	71.2
GTEx_thyroid_donor_0115	SLC5A5	25.22
GTEx_thyroid_donor_0116	SLC5A5	5.754
GTEx_thyroid_donor_0117	SLC5A5	0.3771
GTEx_thyroid_donor_0118	SLC5A5	8.374
GTEx_thyroid_donor_0119	SLC5A5	19.54
GTEx_thyroid_donor_0120	SLC5A5	0.3003
GTEx_thyroid_donor_0121	SLC5A5	4.872
GTEx_thyroid_donor_0122	SLC5A5	0.425
GTEx_thyroid_donor_0123	SLC5A5	1.515
GTEx_thyroid_donor_0124	SLC5A5	1.417
GTEx_thyroid_donor_0125	SLC5A5	1.123
GTEx_thyroid_donor_0126	SLC5A5	5.386
GTEx_thyroid_donor_0127	SLC5A5	3.527
GTEx_thyroid_donor_0128	SLC5A5	0.4492
GTEx_thyroid_donor_0129	SLC5A5	17.59
GTEx_thyroid_donor_0130	SLC5A5	2.14
GTEx_thyroid_donor_0131	SLC5A5	7.81
GTEx_thyroid_donor_0132	SLC5A5	54.78
GTEx_thyroid_donor_0133	SLC5A5	1.898
GTEx_thyroid_donor_0134	SLC5A5	18.69
GTEx_thyroid_donor_0135	SLC5A5	1.027
GTEx_thyroid_donor_0136	SLC5A5	15.21
GTEx_thyroid_donor_0137	SLC5A5	1.836
GTEx_thyroid_donor_0138	SLC5A5	7.339
GTEx_thyroid_donor_0139	SLC5A5	5.547
GTEx_thyroid_donor_0140	SLC5A5	18.63
GTEx_thyroid_donor_0141	SLC5A5	0.5694
GTEx_thyroid_donor_0142	SLC5A5	5.059
GTEx_thyroid_donor_0143	SLC5A5	106.4
GTEx_thyroid_donor_0144	SLC5A5	0.2895
GTEx_thyroid_donor_0145	SLC5A5	6.884
GTEx_thyroid_donor_0146	SLC5A5	1.748
GTEx_thyroid_donor_0147	SLC5A5	34.75
GTEx_thyroid_donor_0148	SLC5A5	15.06
GTEx_thyroid_donor_0149	SLC5A5	4.736
GTEx_thyroid_donor_0150	SLC5A5	20.08
GTEx_thyroid_donor_0151	SLC5A5	0.2027
GTEx_thyroid_donor_0152	SLC5A5	1.183
GTEx_thyroid_donor_0153	SLC5A5	1.437
GTEx_thyroid_donor_0154	SLC5A5	45.17
GTEx_thyroid_donor_0155	SLC5A5	2.349
GTEx_thyroid_donor_0156	SLC5A5	44.57
GTEx_thyroid_donor_0157	SLC5A5	5.647
GTEx_thyroid_donor_0158	SLC5A5	12.39
GTEx_thyroid_donor_0159	SLC5A5	2.391
GTEx_thyroid_donor_0160	SLC5A5	3.424
GTEx_thyroid_donor_0161	SLC5A5	1.445
GTEx_thyroid_donor_0162	SLC5A5	6.059
GTEx_thyroid_donor_0163	SLC5A5	0.7426
GTEx_thyroid_donor_0164	SLC5A5	46.8
GTEx_thyroid_donor_0165	SLC5A5	1.39
GTEx_thyroid_donor_0166	SLC5A5	21.76
GTEx_thyroid_donor_0167	SLC5A5	32.29
GTEx_thyroid_donor_0168	SLC5A5	2.31
GTEx_thyroid_donor_0169	SLC5A5	0.7338
GTEx_thyroid_donor_0170	SLC5A5	97.8
GTEx_thyroid_donor_0171	SLC5A5	0.1938
GTEx_thyroid_donor_0172	SLC5A5	0.8271
GTEx_thyroid_donor_0173	SLC5A5	0.6311
GTEx_thyroid_donor_0174	SLC5A5	6.233
GTEx_thyroid_donor_0175	SLC5A5	25.32
GTEx_thyroid_donor_0176	SLC5A5	13.49
GTEx_thyroid_donor_0177	SLC5A5	24.88
GTEx_thyroid_donor_0178	SLC5A5	9.723
GTEx_thyroid_donor_0179	SLC5A5	2.249
GTEx_thyroid_donor_0180	SLC5A5	2.186
GTEx_thyroid_donor_0181	SLC5A5	1.493
GTEx_thyroid_donor_0182	SLC5A5	25.19
GTEx_thyroid_donor_0183	SLC5A5	4.812
GTEx_thyroid_donor_0184	SLC5A5	1.22
GTEx_thyroid_donor_0185	SLC5A5	90.41
GTEx_thyroid_donor_0186	SLC5A5	4.858
GTEx_thyroid_donor_0187	SLC5A5	19.38
GTEx_thyroid_donor_0188	SLC5A5	0.276
GTEx_thyroid_donor_0189	SLC5A5	7.726
GTEx_thyroid_donor_0190	SLC5A5	1.287
GTEx_thyroid_donor_0191	SLC5A5	36.07
GTEx_thyroid_donor_0192	SLC5A5	0.7373
GTEx_thyroid_donor_0193	SLC5A5	0.8138
GTEx_thyroid_donor_0194	SLC5A5	9.097
GTEx_thyroid_donor_0195	SLC5A5	0.79
GTEx_thyroid_donor_0196	SLC5A5	41.86
GTEx_thyroid_donor_0197	SLC5A5	4.073
GTEx_thyroid_donor_0198	SLC5A5	0.7285
GTEx_thyroid_donor_0199	SLC5A5	2.024
GTEx_thyroid_donor_0200	SLC5A5	5.265
GTEx_thyroid_donor_0201	SLC5A5	180.2
GTEx_thyroid_donor_0202	SLC5A5	0.3189
GTEx_thyroid_donor_0203	SLC5A5	2.02
GTEx_thyroid_donor_0204	SLC5A5	4.269
GTEx_thyroid_donor_0205	SLC5A5	3.186
GTEx_thyroid_donor_0206	SLC5A5	0.33
GTEx_thyroid_donor_0207	SLC5A5	7.706
GTEx_thyroid_donor_0208	SLC5A5	254.6
GTEx_thyroid_donor_0209	SLC5A5	65.95
GTEx_thyroid_donor_0210	SLC5A5	45.37
GTEx_thyroid_donor_0211	SLC5A5	18.66
GTEx_thyroid_donor_0212	SLC5A5	1.164
GTEx_thyroid_donor_0213	SLC5A5	0.7124
GTEx_thyroid_donor_0214	SLC5A5	0.2609
GTEx_thyroid_donor_0215	SLC5A5	16.89
GTEx_thyroid_donor_0216	SLC5A5	2.73
GTEx_thyroid_donor_0217	SLC5A5	3.267
GTEx_thyroid_donor_0218	SLC5A5	6.007
GTEx_thyroid_donor_0219	SLC5A5	30.37
GTEx_thyroid_donor_0220	SLC5A5	2.365
GTEx_thyroid_donor_0221	SLC5A5	14.9
GTEx_thyroid_donor_0222	SLC5A5	1.956
GTEx_thyroid_donor_0223	SLC5A5	13.18
GTEx_thyroid_donor_0224	SLC5A5	0.7135
GTEx_thyroid_donor_0225	SLC5A5	1.626
GTEx_thyroid_donor_0226	SLC5A5	16.65
GTEx_thyroid_donor_0227	SLC5A5	338.6
GTEx_thyroid_donor_0228	SLC5A5	7.684
GTEx_thyroid_donor_0229	SLC5A5	1.871
GTEx_thyroid_donor_0230	SLC5A5	9.424
GTEx_thyroid_donor_0231	SLC5A5	35.77
GTEx_thyroid_donor_0232	SLC5A5	24.54
GTEx_thyroid_donor_0233	SLC5A5	8.051
GTEx_thyroid_donor_0234	SLC5A5	0.9718
