cluster_1,,B cell,B cell,B cell,B cell,B cell,B cell,B cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,NK cell,NK cell,NK cell,NK cell,NK cell,NK cell,NK cell,T cell,T cell,T cell,T cell,T cell,T cell,T cell
IL6,IL6,0.604,0.0,0.002,1.0,0.16,0.046,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.97,0.016,0.028,0.0,1.0,0.0,0.97,1.0,0.664,0.064,0.992,0.16,0.0,0.016,0.664,0.134,0.032,0.026,0.046,0.0,0.028,0.064,0.032,0.038,0.03,0.012,0.0,0.0,0.992,0.026,0.03,0.0
CLU,TYROBP,1.0,1.0,1.0,1.0,0.962,,1.0,0.496,0.482,0.0,0.566,0.0,,0.062,0.178,0.242,0.0,0.12,0.0,,0.0,0.006,0.044,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.994,,1.0,0.976,0.976,0.964,0.978,0.868,,0.97,1.0,1.0,1.0,1.0,0.068,,1.0
ICOS,CD40LG,0.002,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.004,,,,0.0,,0.004,,,,,,,,,,,,,,
CCL26,CXCR6,,,,,,,,,,,,,,,0.0,0.054,,,0.002,,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,MMP9,0.996,1.0,1.0,1.0,0.984,,1.0,0.984,0.998,1.0,1.0,0.964,,1.0,0.996,1.0,1.0,1.0,0.82,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.906,0.982,0.99,0.992,0.846,,0.99,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
OSM,CXCL10,,0.25,0.546,0.686,0.002,,0.436,,0.092,0.148,0.196,0.0,,0.112,,0.054,0.002,0.01,0.0,,0.0,,0.402,0.99,1.0,0.004,,0.896,,0.104,0.15,0.17,0.002,,0.132,,,,,,,,,0.204,0.388,0.654,0.0,,0.282
THBS1,VCAM1,0.994,0.0,0.996,1.0,1.0,,0.998,0.002,0.0,0.0,0.048,0.132,,0.0,0.0,0.0,0.0,0.0,0.006,,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.378,0.0,0.332,0.716,0.786,,0.342,,,,,,,,0.0,0.0,0.0,0.322,0.626,,0.0
IFNG,TYMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638,0.136,0.046,0.004,,,0.812,,,,,,,,,,,,,,
CSF1,VEGFA,1.0,1.0,1.0,0.0,0.994,,1.0,0.982,0.974,0.858,0.0,0.878,,1.0,1.0,0.99,1.0,0.0,0.93,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.998,1.0,0.012,0.988,,1.0,,,,,,,,1.0,0.992,1.0,0.0,0.942,,1.0
VEGFA,CSF1,1.0,0.982,1.0,1.0,1.0,,1.0,1.0,0.974,0.99,1.0,0.998,,0.992,1.0,0.858,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.012,,0.0,0.994,0.878,0.93,1.0,0.988,,0.942,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
CSF2,FLT1,,,,,,,,,,,,,,,,,,,,,,0.964,0.0,1.0,0.0,0.988,,1.0,,,,,,,,,,,,,,,,,,,,,
IFNG,CD74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.624,0.0,,,,,,,,,,,,,,
CCL1,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,PTGS2,0.266,0.052,0.002,0.998,0.892,,0.0,,,,,,,,,,,,,,,,,,,,,,0.194,0.036,0.04,0.966,0.844,,0.014,,,,,,,,,,,,,,
CXCL1,CXCR6,0.002,0.06,,,0.002,,0.098,,,,,,,,0.0,0.04,,,0.002,,0.038,,,,,,,,0.016,0.03,,,0.0,,0.034,,,,,,,,0.002,0.056,,,0.004,,0.118
VWF,THBS1,0.012,0.0,0.0,0.0,0.012,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.938,0.002,0.0,0.98,0.268,,0.0,1.0,0.702,0.164,1.0,0.994,,1.0,0.742,0.096,0.022,0.726,0.398,,0.218,0.59,0.382,0.362,0.59,0.502,,0.444,0.306,0.0,0.0,0.148,0.066,,0.0
XCL2,CCR7,0.0,0.074,0.024,0.124,0.018,,0.064,,,,,,,,0.0,0.17,0.156,0.87,0.036,,0.416,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
XCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,PLAU,,,,,,,,,,,,,,,,,,,,,,0.998,0.862,0.62,0.0,0.994,,1.0,,,,,,,,,,,,,,,,,,,,,
STC1,TNF,,,0.582,,,,,,,0.0,,,,,,,0.026,,,,,,,0.662,,,,,,,0.362,,,,,,,,,,,,,,0.502,,,,
CSF2,CD1A,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,MMP9,,,,,,,,,,,,,,,,,,,,,,0.0,0.446,0.42,0.826,0.012,,0.254,,,,,,,,,,,,,,,,,,,,,
IFNG,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128,0.028,0.004,0.924,0.808,,0.0,,,,,,,,,,,,,,
CXCL8,CCR6,0.996,0.988,0.89,1.0,0.81,,0.88,0.36,0.352,0.14,0.338,0.208,,0.144,0.178,0.24,0.0,0.09,0.108,,0.0,0.974,0.886,0.266,1.0,0.388,,0.222,0.668,0.668,0.412,0.704,0.442,,0.402,,,,,,,,0.466,0.426,0.02,0.436,0.148,,0.016
CTSG,THBD,0.46,0.0,0.052,1.0,0.562,,0.002,0.2,0.0,0.016,0.952,0.382,,0.004,0.142,0.0,0.0,1.0,0.406,,0.0,0.776,0.0,0.286,1.0,0.688,,0.008,0.21,0.0,0.038,0.892,0.386,,0.008,,,,,,,,0.246,0.0,0.002,1.0,0.462,,0.0
CCL2,TNF,,,0.952,,,,,,,0.0,,,,,,,0.0,,,,,,,1.0,,,,,,,0.062,,,,,,,,,,,,,,0.0,,,,
IL13,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,VEGFA,1.0,1.0,1.0,0.0,0.99,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.998,1.0,0.0,0.98,,1.0,,,,,,,,,,,,,,
PPBP,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL2,CXCR6,1.0,1.0,,,0.96,,1.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.994,1.0,,,0.202,,1.0,0.926,0.95,,,0.774,,0.976,,,,,,,,0.002,0.002,,,0.0,,0.002
CXCL13,CCR6,0.112,0.16,0.0,0.012,0.068,,0.0,,,,,,,,,,,,,,,,,,,,,,0.542,0.484,0.072,0.51,0.212,,0.068,,,,,,,,,,,,,,
IL2,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,VEGFA,1.0,0.998,1.0,0.0,0.986,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.97,0.954,0.698,0.0,0.792,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.85,0.888,0.592,0.0,0.78,,0.924,0.074,0.08,0.062,0.024,0.078,,0.082,0.992,0.978,0.886,0.0,0.864,,1.0
CCL8,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,C3,1.0,0.056,0.0,1.0,0.186,0.922,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.024,0.0,1.0,0.078,0.894,0.0,,,,,,,,1.0,0.058,0.0,1.0,0.19,0.922,0.0
CXCL14,CCR7,1.0,1.0,1.0,1.0,1.0,,1.0,0.664,0.788,0.814,0.834,0.658,,0.824,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.254,0.36,0.396,0.412,0.246,,0.414,0.766,0.796,0.8,0.804,0.77,,0.802,0.0,0.002,0.0,0.0,0.0,,0.0
CXCL11,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.068,0.0,0.0,0.04,,0.0,,,,,,,,,,,,,,
CXCL11,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,
CXCL12,CCR6,0.984,0.978,0.94,0.982,0.93,,0.932,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.06,0.07,0.036,0.06,0.044,,0.034,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
CXCL9,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,IDO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL11,PIK3C2G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,PLAUR,0.536,0.764,0.008,0.442,0.13,,0.038,0.28,0.546,0.022,0.178,0.088,,0.036,0.76,0.906,0.014,0.916,0.16,,0.058,0.882,0.94,0.026,0.996,0.18,,0.118,0.412,0.658,0.11,0.374,0.148,,0.142,,,,,,,,0.848,0.92,0.046,0.96,0.192,,0.148
CCL7,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCL1,CCR7,0.0,0.172,0.178,0.676,0.036,,0.36,,,,,,,,,,,,,,,,,,,,,,0.0,0.058,0.062,0.15,0.03,,0.094,,,,,,,,0.0,0.158,0.098,0.666,0.032,,0.288
CSF3,MMP9,0.0,0.48,0.454,0.544,0.016,,0.43,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.348,0.244,0.348,0.008,,0.17,0.134,1.0,1.0,1.0,0.144,,1.0,0.178,0.666,0.682,0.71,0.132,,0.636,,,,,,,,0.0,0.028,0.0,0.0,0.0,,0.0
IL1B,CSF1,0.638,0.038,0.0,1.0,0.558,,0.002,0.424,0.016,0.0,0.86,0.46,,0.004,0.772,0.05,0.0,1.0,0.608,,0.002,0.832,0.054,0.0,1.0,0.632,,0.006,0.532,0.042,0.012,0.954,0.534,,0.036,,,,,,,,0.812,0.058,0.0,1.0,0.63,,0.006
CSF2,CDH11,,,,,,,,,,,,,,,,,,,,,,1.0,0.992,0.0,1.0,0.18,,0.78,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,TNF,,,0.07,,,,,,,0.56,,,,,,,0.0,,,,,,,,,,,,,,0.526,,,,,,,,,,,,,,0.0,,,,
TNF,CDK6,,,,,,,,,,,,,,,0.572,0.206,0.146,0.008,0.418,,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL4,CCR7,0.0,0.0,0.0,0.0,0.0,,0.0,0.156,0.31,0.37,0.432,0.162,,0.392,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
CXCL1,CCR7,0.0,0.14,0.138,0.434,0.032,,0.258,,,,,,,,0.0,0.156,0.098,0.606,0.03,,0.268,,,,,,,,0.004,0.032,0.04,0.056,0.016,,0.046,,,,,,,,0.0,0.164,0.214,0.786,0.034,,0.436
CCL13,CCR6,0.99,0.942,0.706,1.0,0.586,,0.664,0.906,0.852,0.536,0.936,0.55,,0.496,0.016,0.068,0.0,0.0,0.036,,0.0,1.0,1.0,0.986,1.0,0.654,,0.946,0.304,0.328,0.114,0.314,0.164,,0.104,,,,,,,,0.03,0.088,0.0,0.002,0.042,,0.0
CXCL8,CCR7,0.318,0.844,0.982,1.0,0.328,,0.998,0.032,0.158,0.236,0.302,0.04,,0.27,0.0,0.042,0.006,0.042,0.012,,0.028,0.0,0.414,0.912,1.0,0.076,,0.962,0.176,0.442,0.552,0.664,0.204,,0.59,,,,,,,,0.0,0.142,0.132,0.332,0.022,,0.226
IFNG,PIGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,
CALCA,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.296,0.008,0.078,0.136,,0.01,,,,,,,,,,,,,,
CSF3,TNF,,,0.262,,,,,,,0.0,,,,,,,0.032,,,,,,,1.0,,,,,,,0.586,,,,,,,,,,,,,,0.0,,,,
CXCL2,CCR7,0.994,1.0,1.0,1.0,0.988,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.632,1.0,1.0,1.0,0.504,,1.0,0.872,0.96,0.972,0.988,0.852,,0.984,,,,,,,,0.0,0.016,0.002,0.008,0.002,,0.004
CXCL12,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,CXCR6,0.912,0.95,,,0.63,,0.972,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,1.0,1.0,,,1.0,,1.0,0.034,0.042,,,0.014,,0.052,,,,,,,,0.0,0.0,,,0.0,,0.0
PPBP,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL22,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,PTGS2,0.158,0.028,0.0,0.962,0.838,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.002,0.33,,0.0,,,,,,,,0.202,0.04,0.002,0.992,0.862,,0.0
CCL5,MMP9,0.0,0.024,0.008,0.01,0.0,,0.01,0.054,0.534,0.514,0.548,0.044,,0.488,0.0,0.0,0.0,0.0,0.0,,0.0,0.576,1.0,1.0,1.0,0.29,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.138,0.06,0.078,0.002,,0.042
RELN,ITGB6,,,,,,,,,,0.408,0.054,,,,,,0.986,0.024,,,,,,0.954,0.0,,,,,,0.622,0.246,,,,,,,,,,,,,0.018,0.0,,,
IFNG,CTSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.008,0.032,0.014,0.112,,0.584,,,,,,,,,,,,,,
CCL17,CCR6,1.0,1.0,1.0,1.0,1.0,,1.0,0.914,0.906,0.826,0.916,0.824,,0.822,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.282,0.294,0.178,0.298,0.21,,0.178,,,,,,,,0.244,0.272,0.022,0.222,0.102,,0.014
IFNG,CTSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.72,0.0,1.0,0.164,,0.0,,,,,,,,,,,,,,
CCL13,CXCR6,0.424,0.696,,,0.038,,0.954,0.368,0.562,,,0.046,,0.756,0.0,0.0,,,0.002,,0.0,0.68,0.984,,,0.032,,1.0,0.064,0.124,,,0.01,,0.186,,,,,,,,0.0,0.002,,,0.002,,0.0
IFNG,CD40LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,0.0,,0.012,,,,,,,,,,,,,,
TNF,PTGS2,,,,,,,,,,,,,,,0.24,0.046,0.0,0.998,0.88,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,ITGA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,NOTCH3,1.0,0.0,0.002,0.96,0.984,,0.242,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.002,0.88,,0.0,1.0,0.036,0.442,1.0,1.0,,0.998,0.968,0.0,0.01,0.308,0.844,,0.072,0.094,0.018,0.026,0.05,0.094,,0.034,1.0,0.0,0.0,0.12,0.912,,0.0
IL1B,PTGS2,0.198,0.04,0.004,0.936,0.848,,0.002,0.108,0.016,0.014,0.48,0.778,,0.002,0.302,0.052,0.012,1.0,0.894,,0.002,0.376,0.062,0.016,1.0,0.918,,0.004,0.21,0.05,0.07,0.606,0.812,,0.044,,,,,,,,0.354,0.066,0.024,1.0,0.912,,0.012
IFNG,TPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.946,0.0,0.416,0.0,0.472,,0.834,,,,,,,,,,,,,,
IGF1,HMOX1,,,0.522,0.932,0.202,,0.794,,,0.298,0.63,0.14,,0.486,,,0.0,0.0,0.0,,0.0,,,1.0,1.0,0.896,,1.0,,,0.55,0.746,0.362,,0.672,,,,,,,,,,0.0,0.0,0.0,,0.0
SAA1,MMP9,0.0,0.07,0.02,0.034,0.0,,0.012,0.008,0.35,0.322,0.364,0.016,,0.302,0.0,0.036,0.0,0.0,0.0,,0.0,0.02,1.0,1.0,1.0,0.094,,1.0,0.172,0.582,0.586,0.594,0.122,,0.548,,,,,,,,0.0,0.086,0.008,0.01,0.004,,0.01
CXCL11,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.008,0.0,0.0,0.004,,0.0,,,,,,,,,,,,,,
CCL4,CXCR6,0.0,0.0,,,0.0,,0.0,0.252,0.306,,,0.11,,0.364,0.0,0.0,,,0.0,,0.0,1.0,1.0,,,1.0,,1.0,0.0,0.0,,,0.0,,0.0,,,,,,,,0.0,0.0,,,0.0,,0.0
CCL2,CXCR6,0.86,0.908,,,0.486,,0.95,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,1.0,1.0,,,1.0,,1.0,0.028,0.044,,,0.014,,0.07,,,,,,,,0.0,0.0,,,0.0,,0.0
COMP,ITGA6,1.0,0.976,1.0,1.0,1.0,,1.0,1.0,0.98,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.992,0.534,0.984,0.99,1.0,,0.984,,,,,,,,1.0,0.214,1.0,1.0,1.0,,1.0
CXCL3,CXCR6,,,,,,,,0.014,0.106,,,0.002,,0.174,0.0,0.106,,,0.004,,0.248,0.002,0.124,,,0.004,,0.316,0.086,0.164,,,0.014,,0.224,,,,,,,,0.0,0.08,,,0.002,,0.118
CCL20,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.078,,,0.01,,0.152,,,,,,,,,,,,,,
CCL18,CCR6,0.572,0.506,0.054,0.6,0.212,,0.05,,,,,,,,0.458,0.408,0.0,0.472,0.152,,0.0,0.962,0.816,0.08,1.0,0.326,,0.102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.94,0.854,0.248,0.994,0.382,,0.24
IFNG,KLRD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,0.06,,,,,,,,,,,,,,,,
FLT4,FLT1,0.984,0.0,1.0,0.0,0.992,,1.0,0.972,0.0,1.0,0.01,0.994,,1.0,0.98,0.0,1.0,0.0,0.99,,1.0,0.97,0.0,1.0,0.0,0.988,,1.0,0.784,0.0,0.85,0.016,0.964,,0.996,,,,,,,,0.972,0.0,1.0,0.0,0.99,,1.0
CCL3,CXCR6,0.004,0.008,,,0.0,,0.016,0.928,0.942,,,0.734,,0.978,0.0,0.0,,,0.0,,0.0,0.982,0.998,,,0.106,,1.0,0.0,0.0,,,0.0,,0.0,,,,,,,,0.068,0.226,,,0.006,,0.402
CXCL2,CCR6,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.018,0.0,0.0,0.004,,0.0,1.0,1.0,1.0,1.0,0.996,,1.0,0.988,0.984,0.964,0.988,0.948,,0.95,,,,,,,,0.034,0.058,0.0,0.008,0.026,,0.0
CSF2,CEACAM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,SFTPA1,,,0.596,0.45,,,,,,0.096,0.064,,,,,,0.0,0.0,,,,,,1.0,1.0,,,,,,0.3,0.252,,,,,,,,,,,,,0.0,0.0,,,
VEGFA,PDGFRB,1.0,0.594,0.74,1.0,1.0,,0.998,1.0,0.69,0.778,1.0,1.0,,0.986,1.0,0.178,0.064,1.0,1.0,,0.992,0.126,0.0,0.0,0.0,0.84,,0.0,1.0,0.55,0.582,1.0,1.0,,0.918,,,,,,,,1.0,0.754,0.976,1.0,1.0,,1.0
CCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP9,0.0,0.362,0.278,0.4,0.01,,0.192,0.0,0.226,0.118,0.152,0.006,,0.096,0.0,0.538,0.716,0.912,0.016,,0.482,0.0,0.62,0.902,0.992,0.014,,0.688,0.004,0.332,0.314,0.35,0.008,,0.28,,,,,,,,0.0,0.614,0.81,0.966,0.014,,0.606
CCL3L1,CCR6,0.934,0.88,0.616,0.964,0.562,,0.564,0.81,0.766,0.502,0.82,0.52,,0.464,0.212,0.232,0.0,0.146,0.092,,0.0,0.886,0.734,0.048,0.992,0.302,,0.062,0.18,0.19,0.088,0.18,0.11,,0.084,,,,,,,,0.968,0.932,0.518,0.996,0.47,,0.488
CCL14,CCR6,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.484,0.432,0.074,0.502,0.188,,0.056,1.0,1.0,1.0,1.0,1.0,,1.0,0.276,0.264,0.176,0.254,0.188,,0.178,0.12,0.112,0.106,0.118,0.108,,0.106,0.0,0.0,0.0,0.0,0.0,,0.0
CCL2,VEGFA,1.0,1.0,1.0,0.0,0.996,,1.0,0.002,0.004,0.0,0.0,0.008,,0.0,0.926,0.894,0.364,0.0,0.732,,1.0,1.0,1.0,1.0,0.328,1.0,,1.0,0.654,0.706,0.386,0.002,0.626,,0.764,,,,,,,,0.052,0.244,0.0,0.0,0.212,,0.078
XCL1,CXCR6,0.0,0.066,,,0.004,,0.114,,,,,,,,,,,,,,,,,,,,,,0.004,0.026,,,0.002,,0.042,,,,,,,,0.0,0.054,,,0.002,,0.04
XCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CXCR6,0.012,0.1,,,0.002,,0.184,,,,,,,,0.0,0.022,,,0.002,,0.024,0.014,0.248,,,0.006,,0.726,0.0,0.0,,,0.0,,0.0,,,,,,,,0.064,0.34,,,0.006,,0.752
TPSAB1,MMP2,,,,,,,,1.0,0.738,0.0,1.0,0.028,,0.0,1.0,0.524,0.0,1.0,0.004,,0.0,1.0,0.784,0.0,1.0,0.028,,0.0,1.0,0.736,0.0,1.0,0.02,,0.0,,,,,,,,1.0,0.518,0.0,1.0,0.006,,0.0
CCL13,CCR7,0.042,0.636,0.954,0.994,0.168,,0.974,0.098,0.546,0.776,0.902,0.174,,0.836,0.0,0.008,0.0,0.0,0.004,,0.0,0.036,0.79,1.0,1.0,0.196,,1.0,0.012,0.134,0.206,0.278,0.046,,0.226,,,,,,,,0.0,0.01,0.0,0.002,0.004,,0.0
IFNG,LOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918,0.38,0.0,0.998,,,0.01,,,,,,,,,,,,,,
IL17A,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL10,CXCR6,,,,,,,,0.026,0.072,,,0.004,,0.16,0.0,0.112,,,0.004,,0.268,0.01,0.164,,,0.004,,0.522,0.0,0.0,,,0.0,,0.0,,,,,,,,0.002,0.082,,,0.004,,0.168
CCL20,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL7,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,VEGFA,1.0,1.0,1.0,0.0,0.976,,1.0,,,,,,,,,,,,,,,,,,,,,,0.996,0.976,0.968,0.0,0.874,,1.0,,,,,,,,1.0,1.0,1.0,0.0,0.986,,1.0
CSF3,BIRC3,0.002,0.0,0.41,0.894,0.07,,0.034,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.204,0.954,0.044,,0.0,0.062,0.026,1.0,1.0,0.298,,0.774,0.12,0.082,0.646,0.876,0.222,,0.31,,,,,,,,0.0,0.0,0.0,0.074,0.006,,0.0
XCL2,CXCR6,0.0,0.028,,,0.002,,0.022,,,,,,,,0.0,0.058,,,0.004,,0.078,,,,,,,,0.0,0.0,,,0.002,,0.0,,,,,,,,,,,,,,
IL20,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,MMP9,0.026,0.616,0.654,0.69,0.038,,0.596,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.992,,1.0,0.03,0.156,0.142,0.154,0.02,,0.136,0.03,0.042,0.04,0.04,0.028,,0.042,0.0,0.006,0.0,0.0,0.0,,0.0
CCL8,CXCR6,0.196,0.46,,,0.014,,0.736,0.0,0.0,,,0.0,,0.0,0.0,0.068,,,0.002,,0.15,0.18,0.584,,,0.016,,0.998,0.022,0.05,,,0.0,,0.082,,,,,,,,0.0,0.002,,,0.002,,0.0
CCL21,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,CXCL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.006,0.03,0.0,,,,,,,,,,,,,,,,
NPPA,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP3,0.126,,0.034,,0.046,,0.006,0.084,,0.036,,0.036,,0.014,0.276,,0.09,,0.086,,0.008,0.412,,0.162,,0.138,,0.01,0.216,,0.17,,0.092,,0.088,,,,,,,,0.392,,0.196,,0.124,,0.024
CCL7,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL14,CCR7,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.146,0.21,0.422,0.024,,0.272,1.0,1.0,1.0,1.0,1.0,,1.0,0.118,0.186,0.206,0.238,0.122,,0.222,0.092,0.11,0.108,0.116,0.092,,0.116,0.0,0.0,0.0,0.0,0.0,,0.0
PPBP,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CXCL10,,,,,,,,,,,,,,,,0.118,0.068,0.242,0.0,,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
