gene	beta_subtype	pvalue_naive	fdr_naive	pvalue_LMM	fdr_LMM	status
CBX3	0.43327725620123797	1.3273443382952934e-07	4.92216689108267e-07	1.819483916095529e-35	2.0913608230983097e-34	same
EPB41L4B	-0.14723228641009867	0.2820842587379264	0.31766245353370093	0.047128670259023335	0.06309058936950915	same
PABPC3	-0.06216913263798049	0.005736848677753335	0.010201864868559576	0.03378367194064101	0.046406142775605785	same
HLA-J	0.09516332037912137	0.09166400950441575	0.11573738573789867	0.004215988355230509	0.006449752710704501	gained_with_LMM
DDR2	0.41066728307134415	9.178214903342014e-05	0.00023634888163112482	0.001444286743161043	0.0023244958312677736	same
MKRN1	0.048517372974563704	0.007453063299333761	0.012887141151585754	0.07719521690870092	0.10025352845285834	lost_with_LMM
CDK13	0.09096787518704055	0.003658572611980098	0.006842716855324373	0.029875533881879184	0.04137885579207643	same
ADAM9	0.03907457507205659	0.02227600045016855	0.03292019770960869	0.62010146823835	0.6639202015399893	lost_with_LMM
PYGM	-1.5050162628930825	7.572930990193928e-30	1.9091422664354442e-28	1.714376627036138e-33	1.7673985845733381e-32	same
CUTA	-0.19300276784106382	0.34349218035150386	0.38179938534809615	0.00012161807491805574	0.00021399074765640307	gained_with_LMM
ITGA7	0.5151459696201854	1.5414422123589935e-07	5.646308470179463e-07	2.2206797849392752e-07	4.848645818644706e-07	same
CHST1	0.6286119485866526	1.0138286335906411e-08	4.0990376021184955e-08	4.761202993413877e-08	1.0995849869316112e-07	same
CABIN1	-0.17204290679015613	0.2765896042751569	0.31217788292907095	0.0006376125713170226	0.00106386969630204	gained_with_LMM
CREBL2	-0.1847490759012218	0.2987442004022782	0.3351655202718155	2.2243366869492295e-05	4.162825989299868e-05	gained_with_LMM
RCAN3	-0.29713623584975973	0.8148034219972417	0.8371268034218236	1.1175984977807987e-08	2.699513279663765e-08	gained_with_LMM
CIAO1	0.10103073013539635	0.00242019199003753	0.004705493175704854	0.00014497178168064163	0.0002537429084258605	same
SLC35C2	-0.02648037767225587	0.03335559203467902	0.04682581942163643	0.49491203291004604	0.5467738551756331	lost_with_LMM
EDEM1	0.5614868736857896	1.969295511473207e-09	8.403821528335164e-09	7.785373529755304e-20	3.707320728454907e-19	same
PRKY	0.11050454444171706	0.765041427056708	0.7916951642532335	0.4083537856877718	0.46054938235462983	same
BTN3A2	0.8789852047805375	7.0889912293017325e-15	4.8777462586938525e-14	6.071440087808772e-19	2.7681337786362183e-18	same
NDUFA4L2	-0.6761539958369571	0.0012353270698300014	0.002582565302780491	1.62622703401376e-08	3.878124882385756e-08	same
PSMB9	1.2329254508401133	8.725555167788626e-23	1.1844645024147456e-21	2.8896248296667045e-25	1.852323608760708e-24	same
ARHGAP29	0.5290498858523562	2.519135358655813e-08	9.904857242421284e-08	1.3062814003080038e-10	3.5561199645408453e-10	same
POMGNT1	-0.025190563323372737	0.030250887173600662	0.04311290333529786	0.4182995101740624	0.47088124972689954	lost_with_LMM
FGF7	0.5012704656606838	0.002416423273975934	0.0047042633497260235	0.0005537976580746673	0.00093023122856887	same
EML2	-0.19870815395837751	0.3424549498348688	0.38084218601321274	3.995168983203534e-06	7.985014623324852e-06	gained_with_LMM
MX1	0.7214933895699374	1.3466743133578769e-11	6.977587115843921e-11	9.329942247454989e-15	3.300687115844925e-14	same
SCAMP2	0.05308206368917849	0.006750488367396046	0.011787814378456425	0.045358174062413235	0.06099261415833245	lost_with_LMM
CCDC6	0.23886627768707852	0.00010350000946653324	0.0002644804330490628	2.7711900956514503e-07	6.011258341977115e-07	same
DUSP3	0.06831355247848908	0.005750279198556728	0.010219690518761957	0.08693591861006877	0.11165752807595038	lost_with_LMM
C11orf58	0.012134460441911882	0.016152731406469407	0.025030058997628214	0.7258993129052971	0.7635687022145481	lost_with_LMM
LLGL1	1.1272634955369751	5.181159418242486e-24	8.012102193158483e-23	7.987636342648069e-76	6.306028691564265e-74	same
YIPF4	-0.1496299460370501	0.18842320152072378	0.21943695829276838	2.1458849787480903e-05	4.023534335152669e-05	gained_with_LMM
MME	1.0406186549285719	1.1740646596008404e-11	6.125554745743516e-11	3.906385893586894e-14	1.330210860472268e-13	same
PSG4	0.5002951354045627	0.07034519642016024	0.09123890586272404	7.070026156571186e-06	1.3826648285341304e-05	gained_with_LMM
KLF3	0.019643697794552824	0.01944313612495988	0.029459297159030118	0.7313640273193227	0.7682395244950869	lost_with_LMM
TCF3	0.36781373442269677	1.7832983511067806e-06	5.783670327913883e-06	1.9925661370847115e-17	8.144003285087376e-17	same
NRG1	0.01963647877446905	0.4244237010191796	0.4650369258793056	0.8907968418384776	0.9074331156249347	same
UBE3A	0.004028441560908844	0.02101659915955202	0.031430606918572315	0.9275959508315463	0.940766684413333	lost_with_LMM
IVNS1ABP	0.03484401580101776	0.012278728473879988	0.01961756182879488	0.45310484164696563	0.5049459602306452	lost_with_LMM
RAB3GAP2	0.15251748037670726	0.001048460723037672	0.0022276077684936376	0.0022636097328544466	0.0035666119740353675	same
MAPK14	-0.09810016909700432	0.10755795740484644	0.1333914312585942	0.03592335380630706	0.04903096515874485	gained_with_LMM
MR1	-0.15853264602424164	0.2377014659412509	0.27134870541238687	0.0018209221558532788	0.0029040554037342925	gained_with_LMM
GPD2	0.14553339921183198	0.001337165674109252	0.0027761225068012154	0.0065833019515151355	0.009873288893021751	same
SMAD2	0.03992037865152676	0.009626324554591049	0.015911280255522395	0.2605668970627255	0.3058491613665196	lost_with_LMM
RUFY3	-0.10306434310553504	0.11779597925343283	0.14464733173937053	0.03541034904049653	0.04843383577385478	gained_with_LMM
ECI1	-0.7336190499458407	0.003326555013199879	0.006292348700882494	5.423856512010937e-22	2.910835337394063e-21	same
DLG1	-0.15356409692567644	0.22758123908049313	0.2607882800769593	0.0033238671261655063	0.005155946938209162	gained_with_LMM
ERLIN2	-0.19456595989332887	0.34942914508446454	0.38768026451678755	0.00016372854964453768	0.0002854071173350453	gained_with_LMM
CD27	-1.0881062825772192	4.918504605161092e-16	3.7545836680619026e-15	5.593956091798315e-16	2.097733534424368e-15	same
ADCYAP1R1	-0.6694422266141301	5.80802387480914e-07	2.013398283604647e-06	2.5864425300070654e-06	5.221620181710092e-06	same
GSDMD	0.031795836880348365	0.014456035072700303	0.02261110803863447	0.5490821190154056	0.5983459342703294	lost_with_LMM
STK25	-0.418801588310769	0.5986672576404443	0.6337338648275698	1.8349326160641257e-22	1.0156453594450882e-21	gained_with_LMM
RELN	0.111834764093353	0.9305731343168682	0.9415579773863759	0.42410297712679124	0.4766987378720021	same
CMPK1	0.018689942138063922	0.01476204225828038	0.02304168926890798	0.6178530604720169	0.6622219297663633	lost_with_LMM
EHD1	-0.055685364006409034	0.05922514588172567	0.07840928404465006	0.25006460364330774	0.29477163494299535	same
EHBP1L1	1.033079030137892	2.000606969168219e-20	2.1667223492796597e-19	2.459851848851405e-47	4.7003538513084175e-46	same
IL2RB	1.3203517027880192	1.486007704328547e-22	1.9467349838365245e-21	5.8635655368624596e-24	3.532268395700277e-23	same
HNRNPH3	-0.011486438511167789	0.025146106878413777	0.036620543997689964	0.7539911996101221	0.7870471812214217	lost_with_LMM
CDKN2A	0.895037045895765	1.1784529774521876e-08	4.758221981637366e-08	1.9432016466961134e-10	5.237740287590602e-10	same
CELF1	-0.12842951099528466	0.14093521541487303	0.16898706884277342	6.854293237379629e-05	0.00012305732921686946	gained_with_LMM
RAB31	0.7642419220885688	3.4473564886296645e-13	2.0642853225327335e-12	2.4690846103170433e-24	1.517879883391625e-23	same
RREB1	-0.19053540573585098	0.31935863921580904	0.35655970139465093	3.5915648111795925e-05	6.606189107013352e-05	gained_with_LMM
SPTLC3	-0.3519484755650599	0.8413589457186721	0.8599921080599714	3.283549343582192e-08	7.648018657411939e-08	gained_with_LMM
PPP1R2	-0.11943657363233527	0.13175210645097526	0.15954757608120942	0.0020706360651319092	0.003276322887866945	gained_with_LMM
EPHX1	-0.5822278347614894	0.07273784505850532	0.0940981177988426	7.475429422550542e-18	3.1497595881533186e-17	gained_with_LMM
NUPR1	-0.8613039558561857	5.13702417758761e-10	2.30016007951684e-09	1.1169945632343504e-09	2.8543302297300264e-09	same
EPS8L1	0.47187596709237767	1.3293075042689863e-07	4.923361126922171e-07	5.0077198053601945e-11	1.396204406698939e-10	same
CYB561	-0.9177215904755491	5.249743944141447e-05	0.00014175726221804088	1.0809974678880305e-60	4.1576825688001175e-59	same
BSDC1	-0.04814902622093097	0.04245258022990381	0.058207376914858965	0.07021219891727203	0.0916506001484541	same
PUF60	0.1705583776911319	0.0006094347964344855	0.001371571184773786	0.00010683295229142577	0.000189084871312258	same
GATAD2A	0.3842606117383904	8.184493715848382e-07	2.7852295658107427e-06	3.2182615943292527e-35	3.6433150124482106e-34	same
FLRT1	-1.3656482507515433	9.734499639672002e-27	1.9087254195435297e-25	3.701885319148869e-30	3.200477221166169e-29	same
CDC27	0.14468912802635003	0.001201578811438205	0.0025260942076486444	0.0020015864226824998	0.0031737628266635827	same
RIMBP2	-1.5184626288074978	3.1665008001066405e-28	6.984928235529355e-27	2.2144505377017675e-32	2.1292793631747767e-31	same
UROD	-0.2826778667517036	0.7008182000012604	0.7312885565230544	5.497490615313067e-10	1.4439370923615931e-09	gained_with_LMM
PPT1	0.3983551087407762	5.656370848253992e-07	1.9685745411556817e-06	4.1514285791364524e-27	3.0155655538521443e-26	same
SPINT2	-0.10367121185659622	0.16671667532887602	0.1964454147630118	0.16163248923043516	0.1974338223498801	same
TOR1AIP1	0.16342743642454569	0.001002284092942485	0.002144687788036701	0.005437925686911104	0.008235122191182893	same
RSF1	0.10205027626795551	0.003913887214072302	0.007283909207330587	0.07783862564572741	0.10100167687594387	lost_with_LMM
TCF7	1.2695071323744274	2.3889475649229946e-25	4.215789820452343e-24	1.1622637645162979e-32	1.1432102601799651e-31	same
CPNE1	0.021040371555605893	0.020663535527060014	0.03102632962021023	0.7346577317795742	0.7711592705873768	lost_with_LMM
SPTLC2	0.13793596441516756	0.0014030291591274975	0.0028888726680730906	0.002989206576421559	0.004677944564039998	same
RDX	-0.28023744281863816	0.8164361861243167	0.8382301705588466	7.803654474411415e-05	0.00013951706450080005	gained_with_LMM
MLXIPL	1.2668515418851463	6.67566993994269e-22	8.275623892490937e-21	5.396438335078398e-23	3.107354127684298e-22	same
PI4KA	0.16939607626712708	0.0009702026888722887	0.0020849627984361506	0.007176355994912556	0.010716310594692717	same
MAP3K11	0.2330992165735164	0.00012000783014032747	0.000303561121771486	1.0900059704555991e-07	2.447618197130836e-07	same
TLE2	0.005688478099728324	0.02493622164168777	0.03636784877251498	0.9214777169459321	0.935750500498783	lost_with_LMM
LILRB4	0.9226297943600548	1.233379179174405e-11	6.423849891533359e-11	3.5702810631803366e-11	1.0057129755437567e-10	same
RNF11	-0.07428591882549869	0.07574436227670436	0.09735779212944005	0.10971875370609999	0.13859210994454735	same
PLEK	0.9894240607008521	2.436793920150109e-13	1.485849951311042e-12	5.940121672599481e-13	1.8601633630269774e-12	same
TNS3	0.19151574651356898	0.001459798747005895	0.002997533361408409	0.03362049245223947	0.04620315041535429	same
LHPP	-0.3945430200931627	0.589950300580441	0.6251681037588566	3.848910712268592e-08	8.923286040808173e-08	gained_with_LMM
PHC2	0.09713499632880132	0.002970878874985873	0.005666011840405352	0.006094199184387584	0.009168805192157849	same
MAP3K2	0.0702780676716974	0.006474159990554379	0.011351537096237952	0.15767493390547382	0.19315018444933502	lost_with_LMM
AR	-1.4003823047876036	1.1498343085303502e-21	1.3634398915379648e-20	2.1991936649262893e-26	1.5166852861560615e-25	same
KPNA4	0.029625808816108868	0.011749390283229747	0.018853601510742644	0.40273639689731566	0.45506937502521544	lost_with_LMM
KANSL3	-0.11809820658132397	0.13086642524835854	0.15869008720496183	0.004074258850270043	0.0062456701843689975	gained_with_LMM
LONP1	-0.06204622367340722	0.06991396570362107	0.09076119695049191	0.2547798554477745	0.2998585980162116	same
NET1	0.7335260183298882	2.1835757601698696e-12	1.2290295085383881e-11	7.123762255924705e-22	3.795965678112631e-21	same
FGFR1	-0.49186686636269983	0.1364070061114353	0.16409519276414586	5.29161356110476e-07	1.1266742855439518e-06	gained_with_LMM
LRRC75B	0.14795351983953642	0.004785594528390999	0.00870635754103881	0.1222444124311613	0.15325250200312743	lost_with_LMM
TMEM50A	-0.06150919866600541	0.053409192661162855	0.07137085878997264	0.039786363210747466	0.05398421059802913	same
RABGAP1	-0.06815938214502508	0.07446399359516033	0.09599999174279372	0.19469547055524383	0.23466709990587845	same
PIK3CB	-0.009632329199242722	0.033091427647821726	0.046558477925437866	0.8707252762387993	0.8897056637317432	lost_with_LMM
SCAF11	0.12477486472176472	0.0022726150175748834	0.004450290504389458	0.024365260758827764	0.034220871852286186	same
PCOLCE	0.6338394115675783	1.279352633799788e-07	4.767773790558216e-07	1.6540473413814993e-06	3.3802057385180505e-06	same
HSD17B14	-0.5259616944850711	0.01942890523402205	0.029452610258749953	4.695961859814211e-05	8.538112472389475e-05	same
API5	0.12829101599217624	0.0014094100099936804	0.002900020596694816	4.572740309099437e-05	8.334277598601647e-05	same
UBE2I	0.30029142446200885	1.7189085894276356e-05	4.929948153234137e-05	3.2816204818159107e-12	9.815415199848188e-12	same
RBM25	-0.18884291905783301	0.34438939396076274	0.3826548821786253	0.0011824951012416247	0.0019248428126559273	gained_with_LMM
GPC3	0.04582203457920468	0.6638116384161475	0.6950907208546048	0.7487830863196909	0.7824274674186948	same
RALGAPB	0.11475672965086217	0.0024853452606960805	0.0048072442179808135	0.018374944697802965	0.02623742698401185	same
GABARAPL1	-0.11953443201662019	0.13831321929032647	0.16617527347656366	0.008446072543855663	0.012518882229035072	gained_with_LMM
DCTN1	0.011681585112325489	0.02227345075280544	0.03292019770960869	0.8385896531314618	0.8615647121213649	lost_with_LMM
NUP188	0.30708834565727156	1.3818687513579008e-05	4.013171591552471e-05	4.928686923271156e-13	1.5564274494540493e-12	same
PARVA	0.5864759035875152	3.754775743423805e-10	1.6964348238360564e-09	1.1305037549688868e-47	2.2460339502693116e-46	same
PPIG	-0.02025040070077428	0.03174458331291799	0.044879241252947205	0.6485514069748282	0.6909283454987516	lost_with_LMM
CDH5	-0.5831844651839064	0.05869908173192493	0.07778146872604894	4.242509312807312e-13	1.3482550782226627e-12	gained_with_LMM
PLCE1	-0.6319632540763703	0.013018318240103563	0.02066316587983171	3.8907884956953475e-10	1.0293091258453302e-09	same
VPS28	-0.1627531388005428	0.25571476240760455	0.2902551219155557	0.003477735396348202	0.005386270619021479	gained_with_LMM
VAPB	-0.3249240639555072	0.9408063299993215	0.9496699158808762	7.158765625300282e-10	1.8610309251213904e-09	gained_with_LMM
SGMS1	1.0660741855822553	3.44970575020507e-21	3.9651790232242185e-20	9.536549005576601e-50	2.103650515936015e-48	same
VAMP8	0.2667662734475008	7.398263644278851e-05	0.000195033312239337	1.19804194040656e-05	2.299504684081689e-05	same
SMPD1	-0.17718680993731567	0.27260879618890477	0.3080573228105963	0.00011348827027395496	0.00020050931143808295	gained_with_LMM
LAD1	1.2606536234380945	4.764426205136491e-25	8.214527939890502e-24	6.0172273779460686e-33	6.056546378007871e-32	same
BAX	0.12547291515673142	0.003097151524960758	0.005888120769887372	0.06819455605116796	0.08914321052440256	lost_with_LMM
MARCKS	-0.3810152307811013	0.5782879789014873	0.6141111280369776	5.652370097629727e-06	1.1141333963790527e-05	gained_with_LMM
ELOVL5	0.2752550915955798	7.642512108118275e-05	0.000200942474358938	6.753195456816991e-05	0.0001214937190875182	same
SMC1A	0.08613807477011669	0.005971041325219324	0.010561983476213429	0.16429225590453456	0.20027499703925383	lost_with_LMM
BNC1	1.7653930784363157	2.9132097545535416e-36	1.23093369910713e-34	1.491018803023276e-48	3.150039724697062e-47	same
GRSF1	0.020405572674261883	0.013291745982858864	0.02104234192537023	0.5026763492558234	0.5540150800027444	lost_with_LMM
WDR82	0.1728439094639656	0.0005415491540248493	0.0012326612003600516	9.28032647903634e-06	1.7985128835341746e-05	same
PDE4A	-0.545324838241544	0.06785017054970185	0.08853871755072013	2.0576600548413134e-08	4.85887806960525e-08	gained_with_LMM
PPP4R2	0.038821025687619914	0.010145871014133771	0.016669010428478265	0.3046961954247768	0.352929956090475	lost_with_LMM
CCT6A	0.11898631479508236	0.0016781746971294394	0.003410668136384749	1.2506904826331643e-05	2.399022664897374e-05	same
HINT1	-0.21980322195150462	0.4064672494395299	0.4465037525882789	3.5097759246046176e-07	7.569610189657695e-07	gained_with_LMM
CYLD	0.16195350030580372	0.0008781378161981324	0.001903477925284969	0.0013897369950399323	0.0022415112823224717	same
LAMA2	0.8166263229595859	2.0344752221492066e-08	8.09472900059366e-08	1.7477581081640693e-08	4.1580288061000856e-08	same
HNRNPL	-0.03933121729585078	0.03732952640818422	0.0518705786125765	0.18230810995835178	0.22017887676129444	same
CEMIP	0.3638506001834785	0.0076744298528541866	0.013193862211210636	0.01458025273126299	0.02105958507163648	same
TRIOBP	0.3926622923126752	9.84878470946448e-07	3.316089127765818e-06	4.656655548319707e-17	1.8454381301134902e-16	same
CHMP1A	-0.0719639909725789	0.06595469819673333	0.08632005699607542	0.05265225411237795	0.06992331223423366	same
WRNIP1	0.005946812727894559	0.016965080067784775	0.026126920022255813	0.8319114947551967	0.8561696343964288	lost_with_LMM
DPYSL4	0.3183438483590864	0.11868541442364598	0.1453290788860971	0.029742653585232228	0.041251946720155655	gained_with_LMM
DLST	-0.06168143093725728	0.05597307615849836	0.0744322821256627	0.08739014003885899	0.11203864107546024	same
KLK12	0.6987626369235111	0.0005092367170252099	0.0011644132249052056	4.670502920403059e-08	1.0794690879205838e-07	same
LINC00963	-0.06343687696624176	0.06878643667681304	0.08964348828429154	0.22687419535800402	0.2699501040908578	same
PDLIM3	-0.6866013901439723	2.164518432874844e-05	6.166719181979612e-05	2.5393003131300794e-06	5.129899622485009e-06	same
RANBP3	0.08308530150294402	0.0038263298113131177	0.007129807101825684	0.006056660381015207	0.009116899720544717	same
CD2	1.1355124034732935	2.0130876077672698e-14	1.34205840517818e-13	4.786728486327104e-16	1.8017798568357983e-15	same
USP5	-0.028782560651535494	0.03312745237596667	0.04657092648917526	0.4220180528192442	0.47453304290019965	lost_with_LMM
MFAP2	1.4280505662190124	2.329154482360585e-25	4.159204432786759e-24	1.076801010206473e-27	7.956657710885269e-27	same
AZIN1	-0.06972744467984127	0.0730306169729302	0.09439545494131435	0.16375390469257667	0.19969988377143497	same
TRIP11	0.08823809263417083	0.005932950597176052	0.010506996335022523	0.16454614984936622	0.20050302581157542	lost_with_LMM
CCDC88C	1.19370248778711	7.786921426372307e-22	9.535005828210988e-21	1.3790921809372257e-25	8.897368909272423e-25	same
RHOBTB2	-0.4398662036598161	0.518724894595066	0.5569701803096628	4.9982060772812054e-21	2.5286034117780126e-20	gained_with_LMM
CD19	0.43084288281213623	0.10325339963971515	0.12853120287101472	0.0008344514740489656	0.0013754694627180753	gained_with_LMM
CDH22	1.3805845166228867	2.7213895564267766e-19	2.6767766128787966e-18	3.2802503156421153e-26	2.2416289172952955e-25	same
TRPC4AP	-0.06320206784743995	0.052467241422028334	0.07033142281773236	0.010537735205243032	0.01546636767074339	gained_with_LMM
PDE7B	-1.2500881303565083	9.399561613532744e-16	6.911442362891724e-15	1.268473344435139e-20	6.321295736387736e-20	same
RET	1.0162787787233911	3.9099033911661725e-10	1.7612177437685463e-09	1.826711287220072e-13	5.982678888275344e-13	same
PPP1CA	-0.0003966888163767192	0.020744664698478323	0.03107891695023811	0.9915345942359123	0.9935350010315482	lost_with_LMM
NUDT21	0.24973206427654412	8.443892762216207e-05	0.00021951194355848027	7.343319276104981e-08	1.6651517632891113e-07	same
PLXNA3	0.4520305363981873	1.6415010385513868e-07	5.998176754755371e-07	3.9103878549333597e-16	1.4812075208080909e-15	same
HDAC5	-0.0751572057640879	0.06943832079416594	0.090296906104247	0.04835954375097465	0.06465179645852226	same
CCDC85B	0.060459258093718535	0.08635229978836938	0.10973235156719435	0.631621306581371	0.6750494904681555	same
GSE1	0.05493159605846927	0.008711544741266621	0.014649458645627727	0.2629945910531257	0.3083631817948204	lost_with_LMM
DEK	0.0678351442160625	0.007667116294262377	0.01318884683646051	0.22742075925820615	0.2704170740287826	lost_with_LMM
RNASE1	-0.16191302317876508	0.4026045301978996	0.44258467958728426	0.07575700383425263	0.0984709755211256	same
ZSCAN31	-0.5921091433772957	0.0009462337484836632	0.002040762937060381	3.8097377624400884e-05	6.986071691516055e-05	same
TFE3	0.028798307341146388	0.011997798380733619	0.01921697551639127	0.42062773514459695	0.4732554541675251	lost_with_LMM
PIK3R1	0.5006731189917035	5.4568522420155656e-08	2.0748487612226485e-07	3.001850753059248e-12	9.014566826003748e-12	same
PATZ1	0.19309735209263218	0.0003601444392189902	0.0008394975273169934	8.92889194344945e-06	1.7315239709339593e-05	same
PRDM2	0.04982281164853113	0.012777948495864383	0.020325474807843663	0.43981164862091904	0.49269415454173154	lost_with_LMM
GPS1	-0.25461115383905875	0.5288587776177286	0.5664321074092059	3.0880157971541635e-11	8.723208466537185e-11	gained_with_LMM
YWHAQ	0.20019601367432086	0.0002821513385094216	0.0006691336091132527	5.307779770692888e-07	1.129314844828274e-06	same
ALS2CL	0.21835371191797998	0.0005462302171163141	0.001242373503676226	0.007164004439915578	0.010703193884336023	same
EEF1A1P42	0.015783824928010497	0.022468983659581814	0.033145783627030995	0.042376878185652	0.05726605160223243	lost_with_LMM
DYM	-0.17313028597076538	0.24856176297034005	0.28267069329454897	3.421021680978426e-05	6.296358922046182e-05	gained_with_LMM
OLFML3	0.15841948120492808	0.10331664268600878	0.12855658567317557	0.28054487200863365	0.32684839457316545	same
CYTH2	0.057941775556693574	0.008500776580418668	0.014359419899355857	0.2570086700975335	0.30207637943513027	lost_with_LMM
LTBR	-0.07877430680319172	0.07284800764114983	0.0942000098807972	0.0375427573392953	0.05110175681392282	same
ANP32A	-0.10637669215263047	0.10164005835489781	0.12673323984401222	0.0006110806227553874	0.0010213046619867198	gained_with_LMM
PTPN14	0.6423834276463318	2.0406080146220695e-10	9.461860964244527e-10	1.9557814279802306e-17	8.012777270194195e-17	same
SH3D21	0.017071609443108676	0.09712124604503264	0.12180758283239879	0.8824406169964276	0.9001434379426326	same
UBFD1	0.14528709675509582	0.0011416966373140693	0.00240695004352931	0.0006586672112920762	0.0010965602851699383	same
UGGT1	-0.19587176049574107	0.3374546005004591	0.37578463307400795	0.00011668754631830242	0.00020604039962031034	gained_with_LMM
GALNT10	-1.270887064633937	1.83230900052871e-11	9.396456412967744e-11	1.1391100386477944e-58	3.755307819718004e-57	same
ARNT2	0.14380175839484266	0.010912253100590887	0.017743500976570546	0.20071072411429758	0.24143230647269157	lost_with_LMM
HTATSF1	0.22262865040236784	0.00016293558335293037	0.00040098995082755626	8.85694621331235e-08	2.0008161626458621e-07	same
CXCR4	0.5294921085763862	4.49994689002528e-06	1.3860206026771909e-05	6.824261951021966e-05	0.00012259153205428682	same
DHCR24	0.7309088675244163	1.602088923146967e-11	8.25819032549983e-11	8.210337535336297e-15	2.914912734438922e-14	same
SLC11A2	-0.10710188942631116	0.11272995808878032	0.13911723792100986	0.012491905751639826	0.018165640937915405	gained_with_LMM
CD1C	1.24781210738751	1.0912330555181832e-15	7.92663236453886e-15	2.81471781721409e-20	1.384287451088897e-19	same
PARK7	-0.33904502397230046	0.9665673492114005	0.9726767770412158	1.3859072107661405e-13	4.584037080814136e-13	gained_with_LMM
DBP	-0.3320851703647912	0.7929680092998005	0.8169313282621572	0.00021050593322924143	0.00036482830715639763	gained_with_LMM
CSGALNACT1	-0.4117742581230159	0.2127676464211312	0.24512401661420644	0.0005427445040314841	0.0009121756370277044	gained_with_LMM
GADD45A	0.6670338747852134	5.215971402267695e-10	2.3320289428916668e-09	2.7548876076547153e-11	7.8115905699094e-11	same
CD70	0.911798765920507	2.4282886672109347e-07	8.72439042111713e-07	8.709252412797637e-12	2.5465650329817654e-11	same
DNAJB1	0.33802886276532995	1.2045443637595336e-05	3.542777540469217e-05	4.965184703988663e-07	1.06018178732854e-06	same
TOLLIP	-0.019961579010206287	0.02776076686972636	0.04002032705871171	0.5455954880497567	0.5951950778724618	lost_with_LMM
SSPN	1.2747668186321555	4.0716703153970093e-26	7.586963320615545e-25	4.496439011894446e-40	6.423484302706352e-39	same
RPARP-AS1	0.2790746690755499	0.0002607561875613357	0.0006208480656222278	0.004576522019352736	0.006976405517306	same
SEC16A	0.09831742701774482	0.002956651256882346	0.0056496520832146745	0.00548401229335711	0.008300724964718127	same
LIMK2	0.0739043538631279	0.00849391247254135	0.014355908404295242	0.2682325802822124	0.31396712479384986	lost_with_LMM
PAK3	0.4795448567645267	0.004248561583208471	0.007820617807509209	0.0012966658259351842	0.0020981647668854115	same
ERP44	-0.42046665987375154	0.645461266704781	0.6789564516529955	1.2240430032462734e-28	9.61290316685555e-28	gained_with_LMM
MEPCE	-0.1451132004739755	0.19154013886545956	0.22272109170402277	0.003073545917960905	0.0047999155408030795	gained_with_LMM
UBL3	-0.2988298058919867	0.8135909072504243	0.8361674278010527	3.3436291399936427e-07	7.226864135432945e-07	gained_with_LMM
CD53	1.1748380018243008	7.961738106877505e-18	7.004461677604843e-17	4.5555172915859264e-18	1.9303039371126806e-17	same
S100A9	1.0367916940387691	1.4667586461880736e-12	8.333855944250418e-12	3.697583523707886e-13	1.181336589044053e-12	same
PDLIM7	0.4751448629659061	2.038373263680081e-07	7.376501557346493e-07	1.07058002028624e-09	2.745076975092923e-09	same
NR2F1	1.2329354569103985	7.37353513254465e-21	8.284870935443428e-20	7.393008013136818e-22	3.911644451395142e-21	same
RPL36AL	0.07717898622403198	0.00614317403997215	0.010809103882648944	0.15436139514834213	0.18955554050144346	lost_with_LMM
CNPY3	-0.16515790174376718	0.2507977463428766	0.28478169531742237	0.0020891569862888323	0.0033038855871726394	gained_with_LMM
TXLNA	0.011469666021334847	0.015387094795058799	0.023930162978318504	0.6859090621851636	0.7263421060908898	lost_with_LMM
PLCG1	-0.11881090660914623	0.13914354255551606	0.16703906669329657	0.015740529312933172	0.022659111295009363	gained_with_LMM
PDE4DIP	0.3993243467197137	1.0699021597840758e-06	3.5862642227399187e-06	1.5129674466897137e-13	4.993291903266381e-13	same
FXR1	0.10380611206517328	0.002426243507214902	0.004714203705728436	0.00022766357178815387	0.00039365459098816233	same
KCNJ5	0.9939005860793518	5.055582522864161e-12	2.7376800665329392e-11	3.714974704291922e-12	1.1078453392520642e-11	same
ATRX	0.055007703229938594	0.011707704409514985	0.018823278925425558	0.3974504391515331	0.4497741672782343	lost_with_LMM
HMOX1	0.754617904741474	3.8044221642066344e-10	1.7162806755819402e-09	2.1188293919616578e-09	5.314789444719878e-09	same
PLEKHM2	0.13009655639934437	0.0013794403657840179	0.0028500834003802023	1.7653139961606102e-05	3.337077497468072e-05	same
ARHGAP5	0.141178477174561	0.029739626973939597	0.04244872049779318	0.27546175495512737	0.3213006473038033	lost_with_LMM
IGLL5	0.4794191154565891	0.12032212651924248	0.14697328157887926	1.8511865769133552e-05	3.4950029771806584e-05	gained_with_LMM
ALDH9A1	-0.6964237206562754	0.015278543542775011	0.023786004477594724	2.9178153474899688e-30	2.5446064076947403e-29	same
PAF1	-0.05385649013333903	0.048820578811693625	0.06582549952138465	0.12844006712879047	0.16034964685242256	same
ISG15	0.5320999004679354	9.401027479514426e-06	2.800703320610057e-05	0.00011878486584061192	0.0002093740290962607	same
TSPYL1	-0.11063140220682807	0.11926949059519548	0.1459251516254431	0.013406066440796581	0.019429081798255914	gained_with_LMM
COTL1	0.04491051943261937	0.016871491232693946	0.026040921073687606	0.5391569620773268	0.5891460579537972	lost_with_LMM
