gene	old_significant	new_padj	new_log2FC	new_significant	in_both	old_only	new_only	is_druggable_target
AC015660.4	False	0.00471951	1.01995	True	False	False	True	False
AC015660.5	False	0.518844	0.345764	False	False	False	False	False
AC015687.1	False	0.369215	-0.366408	False	False	False	False	False
AC015712.1	False	0.396395	-0.185922	False	False	False	False	False
AC015712.2	False	0.000320036	-0.472029	False	False	False	False	False
AC015712.6	False	0.0714706	-0.433705	False	False	False	False	False
AC015712.7	False	0.950686	-0.0180203	False	False	False	False	False
AC015720.1	False	0.47794	-0.592828	False	False	False	False	False
AC015720.2	False	0.352328	-0.259951	False	False	False	False	False
AC015722.2	False	0.0181528	-1.40005	True	False	False	True	False
AC015726.1	False	0.000167324	-0.338883	False	False	False	False	False
AC015726.2	False	0.00564751	-0.610478	False	False	False	False	False
AC015726.3	False	0.25968	-0.758902	False	False	False	False	False
AC015727.1	False	3.96744e-05	-0.677429	False	False	False	False	False
AC015795.1	False	0.469152	-0.201878	False	False	False	False	False
AC015799.1	False	0.114313	-0.264441	False	False	False	False	False
AC015802.1	False	0.973019	-0.013953	False	False	False	False	False
AC015802.2	False		0.0175623	False	False	False	False	False
AC015802.3	False	1.75161e-27	-1.30003	True	False	False	True	False
AC015802.4	False	1.84072e-18	-1.18863	True	False	False	True	False
AC015802.5	False	1.89594e-09	-1.01533	True	False	False	True	False
AC015802.6	False	0.512565	-0.12416	False	False	False	False	False
AC015802.7	False	0.806324	0.110677	False	False	False	False	False
AC015804.1	False	0.77558	0.209933	False	False	False	False	False
AC015813.1	False	0.0213724	0.277744	False	False	False	False	False
AC015813.3	False	0.260676	-0.322225	False	False	False	False	False
AC015813.4	False	0.943193	-0.0221794	False	False	False	False	False
AC015813.5	False	0.028222	-0.15933	False	False	False	False	False
AC015813.6	False	0.504248	0.0562582	False	False	False	False	False
AC015813.7	False	4.25233e-05	-0.703798	False	False	False	False	False
AC015813.8	False	0.264781	-0.768017	False	False	False	False	False
AC015818.10	False	0.769269	-0.188052	False	False	False	False	False
AC015818.2	False	5.27696e-09	-1.37503	True	False	False	True	False
AC015818.3	False	0.000393927	-0.908935	False	False	False	False	False
AC015818.5	False	0.000494127	-1.00956	True	False	False	True	False
AC015818.8	False		-0.440528	False	False	False	False	False
AC015818.9	False	0.71594	0.207386	False	False	False	False	False
AC015819.1	False	0.00465262	-0.38153	False	False	False	False	False
AC015819.2	False	1.73416e-11	-0.970945	False	False	False	False	False
AC015819.3	False		-0.619825	False	False	False	False	False
AC015819.5	False		-0.00569901	False	False	False	False	False
AC015845.1	False	0.3041	-0.437133	False	False	False	False	False
AC015845.2	False	5.3778e-12	-0.83058	False	False	False	False	False
AC015849.1	False	0.446068	-0.206769	False	False	False	False	False
AC015849.2	False		-0.103667	False	False	False	False	False
AC015849.3	False	0.266821	-0.181895	False	False	False	False	False
AC015849.4	False	0.352738	-0.235176	False	False	False	False	False
AC015849.5	False	0.0486959	-0.505164	False	False	False	False	False
AC015849.6	False	0.0331501	0.667172	False	False	False	False	False
AC015853.1	False	0.73124	0.0997735	False	False	False	False	False
AC015853.2	False	0.0378343	-0.855275	False	False	False	False	False
AC015853.3	False	0.0150644	-0.540115	False	False	False	False	False
AC015871.1	False	0.707348	-0.265815	False	False	False	False	False
AC015871.3	False	1.43542e-22	-0.820219	False	False	False	False	False
AC015871.4	False	0.0293254	-0.537597	False	False	False	False	False
AC015871.6	False	1.38424e-10	-0.859881	False	False	False	False	False
AC015878.1	False	0.909925	-0.106723	False	False	False	False	False
AC015878.2	False		0.191765	False	False	False	False	False
AC015883.1	False	0.929094	0.0331673	False	False	False	False	False
AC015908.1	False	0.252101	-0.503376	False	False	False	False	False
AC015908.2	False	0.0377604	-0.773974	False	False	False	False	False
AC015908.3	False	0.958792	0.0420115	False	False	False	False	False
AC015908.4	False		-0.0342235	False	False	False	False	False
AC015908.5	False		-0.161734	False	False	False	False	False
AC015909.1	False	9.96014e-33	3.29408	True	False	False	True	False
AC015909.2	False	0.354258	0.214859	False	False	False	False	False
AC015909.3	False	0.625109	0.271229	False	False	False	False	False
AC015909.4	False	0.0178053	1.26696	True	False	False	True	False
AC015909.5	False	3.1255e-05	-0.437763	False	False	False	False	False
AC015910.1	False	0.197014	-0.391624	False	False	False	False	False
AC015911.1	False	0.610844	-0.145025	False	False	False	False	False
AC015911.3	False	0.000321582	0.794301	False	False	False	False	False
AC015911.4	False	0.0048877	-0.422925	False	False	False	False	False
AC015911.6	False		-0.171582	False	False	False	False	False
AC015911.7	False	0.017162	0.54794	False	False	False	False	False
AC015911.8	False		-0.281436	False	False	False	False	False
AC015912.2	False		-0.262759	False	False	False	False	False
AC015912.3	False	6.17556e-07	-0.839	False	False	False	False	False
AC015914.1	False	1.50066e-08	0.859091	False	False	False	False	False
AC015914.2	False	0.000100915	1.29577	True	False	False	True	False
AC015917.1	False		-0.103158	False	False	False	False	False
AC015917.2	False		-0.443584	False	False	False	False	False
AC015920.1	False	0.810773	-0.15749	False	False	False	False	False
AC015921.1	False	5.42777e-09	-0.844878	False	False	False	False	False
AC015922.1	False	0.0017134	-0.622946	False	False	False	False	False
AC015922.2	False	0.726129	-0.0468327	False	False	False	False	False
AC015922.3	False	0.000232458	-0.229102	False	False	False	False	False
AC015923.1	False	0.4222	0.47735	False	False	False	False	False
AC015936.1	False		-0.878352	False	False	False	False	False
AC015936.2	False		0.0263912	False	False	False	False	False
AC015943.1	False		-0.5587	False	False	False	False	False
AC015959.1	False	0.895688	0.0995699	False	False	False	False	False
AC015961.1	False	4.08984e-17	1.32819	True	False	False	True	False
AC015961.2	False	0.351869	-0.154892	False	False	False	False	False
AC015967.1	False	0.000465867	-0.763029	False	False	False	False	False
AC015967.2	False		0.163241	False	False	False	False	False
AC015969.1	False	0.866248	0.142017	False	False	False	False	False
AC015971.1	False	0.490451	-0.144095	False	False	False	False	False
AC015977.1	False	1.14921e-11	-2.00507	True	False	False	True	False
AC015982.1	False	0.118437	-0.313079	False	False	False	False	False
AC015982.2	False		0.0357295	False	False	False	False	False
AC015983.1	False	0.447563	-0.368829	False	False	False	False	False
AC015983.2	False	3.90301e-15	-1.88618	True	False	False	True	False
AC015987.1	False	0.740358	0.072845	False	False	False	False	False
AC016026.1	False	0.951983	-0.0165979	False	False	False	False	False
AC016026.2	False	0.392376	-0.217644	False	False	False	False	False
AC016027.1	False	0.000675077	-0.31597	False	False	False	False	False
AC016027.2	False	0.671124	-0.130829	False	False	False	False	False
AC016027.3	False		0.112983	False	False	False	False	False
AC016027.5	False	0.871287	-0.0547921	False	False	False	False	False
AC016042.1	False	0.0361767	-0.949747	False	False	False	False	False
AC016044.1	False	0.456565	-0.86902	False	False	False	False	False
AC016065.1	False	9.7638e-14	-0.473304	False	False	False	False	False
AC016065.2	False	0.947874	-0.0329717	False	False	False	False	False
AC016074.1	False		-0.0124902	False	False	False	False	False
AC016074.2	False	2.97291e-10	1.09748	True	False	False	True	False
AC016134.1	False	0.848525	0.118756	False	False	False	False	False
AC016152.1	False		0.441015	False	False	False	False	False
AC016168.1	False	0.526352	0.913707	False	False	False	False	False
AC016168.2	False	0.934007	0.0723519	False	False	False	False	False
AC016168.3	False	0.454025	-0.413012	False	False	False	False	False
AC016168.4	False	0.0512381	0.663514	False	False	False	False	False
AC016180.2	False		0.0761392	False	False	False	False	False
AC016182.1	False		0.0377675	False	False	False	False	False
AC016229.1	False		0.00771475	False	False	False	False	False
AC016229.2	False	0.267721	-0.166602	False	False	False	False	False
AC016240.1	False	0.0175605	1.42223	True	False	False	True	False
AC016245.1	False	0.522164	0.277242	False	False	False	False	False
AC016245.2	False	0.804914	0.111918	False	False	False	False	False
AC016251.1	False		-0.04509	False	False	False	False	False
AC016252.1	False	0.00416762	-1.04629	True	False	False	True	False
AC016266.1	False		0.0574628	False	False	False	False	False
AC016292.1	False	0.172845	0.77482	False	False	False	False	False
AC016292.2	False	0.268371	0.584147	False	False	False	False	False
AC016304.1	False	0.817611	0.181408	False	False	False	False	False
AC016355.1	False	8.65282e-26	-0.923434	False	False	False	False	False
AC016383.2	False		0.0077147	False	False	False	False	False
AC016394.1	False	0.0433705	0.232894	False	False	False	False	False
AC016394.2	False	0.000890718	-0.308568	False	False	False	False	False
AC016396.1	False	0.501326	0.219985	False	False	False	False	False
AC016396.2	False	0.00261144	1.37274	True	False	False	True	False
AC016397.1	False		0.184464	False	False	False	False	False
AC016397.2	False	2.17017e-66	-1.9359	True	False	False	True	False
AC016405.1	False	0.0584721	0.407786	False	False	False	False	False
AC016405.2	False	2.57588e-15	1.857	True	False	False	True	False
AC016405.3	False	6.51338e-13	1.57265	True	False	False	True	False
AC016493.1	False	0.49892	-0.513537	False	False	False	False	False
AC016526.2	False	0.310451	-0.270975	False	False	False	False	False
AC016526.3	False	0.549962	-0.297043	False	False	False	False	False
AC016526.4	False		0.156959	False	False	False	False	False
AC016542.1	False	0.889374	-0.0343984	False	False	False	False	False
AC016542.2	False		-0.1653	False	False	False	False	False
AC016542.3	False		-0.283983	False	False	False	False	False
AC016546.1	False	0.597104	-0.119544	False	False	False	False	False
AC016549.1	False	0.940245	0.0622164	False	False	False	False	False
AC016559.1	False	0.463985	-0.465317	False	False	False	False	False
AC016559.2	False	0.0231186	-1.02313	True	False	False	True	False
AC016559.3	False	0.28237	-0.293993	False	False	False	False	False
AC016571.1	False	0.0700901	-0.570403	False	False	False	False	False
AC016573.1	False	0.316935	0.438107	False	False	False	False	False
AC016575.1	False	0.200336	0.347876	False	False	False	False	False
AC016575.2	False		0.105682	False	False	False	False	False
AC016576.1	False		-0.0849904	False	False	False	False	False
AC016582.1	False	1.85344e-06	-0.473135	False	False	False	False	False
AC016582.2	False	5.50978e-14	-0.994674	False	False	False	False	False
AC016582.3	False	3.95586e-11	-0.522468	False	False	False	False	False
AC016583.1	False	0.0116636	-0.36336	False	False	False	False	False
AC016583.2	False	8.00209e-05	0.741834	False	False	False	False	False
AC016586.1	False	0.00513812	-0.431936	False	False	False	False	False
AC016587.1	False		-0.18041	False	False	False	False	False
AC016588.2	False	0.108446	0.252106	False	False	False	False	False
AC016590.1	False	1.16473e-10	-0.953275	False	False	False	False	False
AC016590.2	False	0.0684805	-0.345854	False	False	False	False	False
AC016590.3	False	1.87775e-08	-0.526368	False	False	False	False	False
AC016590.4	False	8.24494e-07	-0.855807	False	False	False	False	False
AC016596.1	False	0.526166	-0.315505	False	False	False	False	False
AC016596.2	False	0.550113	-0.102882	False	False	False	False	False
AC016597.1	False	0.198359	-0.217546	False	False	False	False	False
AC016597.2	False	0.96481	-0.0294695	False	False	False	False	False
AC016598.1	False	0.781089	0.201104	False	False	False	False	False
AC016598.2	False		0.312994	False	False	False	False	False
AC016601.1	False		0.0579725	False	False	False	False	False
AC016629.2	False	9.99674e-13	-1.4281	True	False	False	True	False
AC016629.3	False	0.603453	-0.131184	False	False	False	False	False
AC016642.1	False		-0.0140186	False	False	False	False	False
AC016644.1	False	0.815082	0.0869704	False	False	False	False	False
AC016682.1	False	0.718244	-0.224072	False	False	False	False	False
AC016683.1	False	0.60984	-0.163933	False	False	False	False	False
AC016687.1	False	0.107669	0.564337	False	False	False	False	False
AC016687.2	False	0.942315	-0.0574847	False	False	False	False	False
AC016687.3	False		0.0150152	False	False	False	False	False
AC016700.1	False	0.634166	0.287696	False	False	False	False	False
AC016705.1	False	0.563969	-0.217709	False	False	False	False	False
AC016705.2	False	0.218636	0.203964	False	False	False	False	False
AC016705.3	False	0.79517	0.158147	False	False	False	False	False
AC016716.1	False		0.0756299	False	False	False	False	False
AC016717.1	False	0.00565649	1.99682	True	False	False	True	False
AC016717.2	False	1.46244e-49	5.55207	True	False	False	True	False
AC016721.1	False	0.379546	-0.681264	False	False	False	False	False
AC016722.1	False	0.18923	0.366727	False	False	False	False	False
AC016722.2	False	8.83415e-06	-0.566639	False	False	False	False	False
AC016727.1	False	1.48311e-08	-0.364988	False	False	False	False	False
AC016727.3	False	0.756172	-0.0810055	False	False	False	False	False
AC016730.1	False		0.0673105	False	False	False	False	False
AC016734.1	False	0.263785	-0.560857	False	False	False	False	False
AC016735.1	False	0.231275	0.449315	False	False	False	False	False
AC016737.1	False	6.60919e-11	-0.948837	False	False	False	False	False
AC016737.2	False	9.62893e-14	-1.68116	True	False	False	True	False
AC016738.1	False	1.51227e-09	-1.11747	True	False	False	True	False
AC016739.1	False	0.833897	0.0424676	False	False	False	False	False
AC016743.1	False	0.362335	-0.29663	False	False	False	False	False
AC016745.1	False	9.67988e-07	-0.72836	False	False	False	False	False
AC016745.2	False	0.00206288	-0.586168	False	False	False	False	False
AC016746.1	False		0.176145	False	False	False	False	False
AC016747.1	False	2.36713e-19	-0.513983	False	False	False	False	False
AC016747.2	False	0.0630956	-0.294816	False	False	False	False	False
AC016747.3	False	0.0187634	-0.360448	False	False	False	False	False
AC016747.4	False	0.95127	0.0205416	False	False	False	False	False
AC016751.1	False		0.166297	False	False	False	False	False
AC016751.2	False		0.0175625	False	False	False	False	False
AC016766.1	False	0.965415	0.0425209	False	False	False	False	False
AC016769.1	False	0.263441	-0.252461	False	False	False	False	False
AC016769.2	False	0.00233902	-1.05329	True	False	False	True	False
AC016769.3	False	0.000431647	-0.749166	False	False	False	False	False
AC016769.5	False	0.0284741	-0.559036	False	False	False	False	False
AC016769.6	False		0.185483	False	False	False	False	False
AC016772.1	False	0.817193	-0.161064	False	False	False	False	False
AC016773.1	False	2.37331e-05	-0.737243	False	False	False	False	False
AC016813.1	False	0.706993	-0.144823	False	False	False	False	False
AC016816.1	False		-0.512009	False	False	False	False	False
AC016820.1	False	5.02904e-08	-1.48059	True	False	False	True	False
AC016821.1	False	0.0569945	-0.328178	False	False	False	False	False
AC016822.1	False		-0.00213303	False	False	False	False	False
AC016825.1	False		-0.469561	False	False	False	False	False
AC016831.1	False	0.492905	0.136946	False	False	False	False	False
AC016831.2	False	0.0429448	-1.11287	True	False	False	True	False
AC016831.3	False	0.578656	-0.239626	False	False	False	False	False
AC016831.4	False	1.72308e-11	-1.47424	True	False	False	True	False
AC016831.5	False	0.0863543	-0.951255	False	False	False	False	False
AC016831.6	False	0.0039862	0.447157	False	False	False	False	False
AC016866.1	False	0.577363	0.139543	False	False	False	False	False
AC016866.2	False		-0.0554472	False	False	False	False	False
AC016866.3	False	0.000916166	1.68431	True	False	False	True	False
AC016868.1	False		-0.102139	False	False	False	False	False
AC016876.1	False	0.619376	0.05793	False	False	False	False	False
AC016876.2	False	0.0343345	-0.436676	False	False	False	False	False
AC016876.3	False	5.45041e-10	-0.918976	False	False	False	False	False
AC016877.1	False		0.0554249	False	False	False	False	False
AC016877.2	False		-0.022338	False	False	False	False	False
AC016877.3	False	0.0311361	1.21548	True	False	False	True	False
AC016885.2	False		0.265284	False	False	False	False	False
AC016885.3	False	0.0115272	-1.06471	True	False	False	True	False
AC016888.1	False	0.516704	-0.395874	False	False	False	False	False
AC016894.1	False	0.936806	0.0279553	False	False	False	False	False
AC016902.1	False		0.0150152	False	False	False	False	False
AC016907.2	False	2.19233e-06	-0.654591	False	False	False	False	False
AC016910.1	False	0.776101	0.105831	False	False	False	False	False
AC016912.1	False	5.38407e-05	-0.887951	False	False	False	False	False
AC016924.1	False	2.26356e-05	-0.717648	False	False	False	False	False
AC016925.1	False		-0.172092	False	False	False	False	False
AC016925.3	False	0.000878694	0.9392	False	False	False	False	False
AC016930.1	False		0.351367	False	False	False	False	False
AC016931.1	False	0.135529	-0.59845	False	False	False	False	False
AC016949.1	False	0.467177	-0.129004	False	False	False	False	False
AC016954.1	False	0.231457	-0.438513	False	False	False	False	False
AC016956.1	False		-0.241535	False	False	False	False	False
AC016957.1	False	0.939612	-0.0303436	False	False	False	False	False
AC016957.2	False	4.22458e-06	-0.551091	False	False	False	False	False
AC016994.1	False	4.13886e-12	-1.6635	True	False	False	True	False
AC016995.1	False	0.00242756	-0.367618	False	False	False	False	False
AC016999.1	False	0.173238	0.363139	False	False	False	False	False
AC016999.2	False	0.998872	-0.00058872	False	False	False	False	False
AC017000.1	False	0.477663	0.538474	False	False	False	False	False
AC017002.1	False		-0.310979	False	False	False	False	False
AC017002.2	False		-0.650896	False	False	False	False	False
AC017002.3	False	0.214334	0.375734	False	False	False	False	False
AC017006.1	False		0.17207	False	False	False	False	False
AC017006.2	False	0.133757	-0.920699	False	False	False	False	False
AC017007.1	False		-0.0140187	False	False	False	False	False
AC017007.2	False		0.0139965	False	False	False	False	False
AC017007.3	False	0.564903	-0.252402	False	False	False	False	False
AC017007.4	False		-0.280926	False	False	False	False	False
AC017007.5	False		-1.23159	False	False	False	False	False
AC017015.1	False		0.11604	False	False	False	False	False
AC017015.2	False	0.000649419	-0.814175	False	False	False	False	False
AC017028.1	False	0.10312	0.642133	False	False	False	False	False
AC017028.2	False	0.00512108	-0.670581	False	False	False	False	False
AC017033.1	False	0.00250969	1.14883	True	False	False	True	False
AC017037.2	False	0.507461	0.376835	False	False	False	False	False
AC017037.3	False		-0.131172	False	False	False	False	False
AC017037.4	False	0.922861	-0.0521818	False	False	False	False	False
AC017037.5	False		0.12334	False	False	False	False	False
AC017048.2	False		0.0875156	False	False	False	False	False
AC017048.3	False	0.00217048	0.953346	False	False	False	False	False
AC017050.1	False	0.000166287	-0.933972	False	False	False	False	False
AC017053.1	False		-0.282454	False	False	False	False	False
AC017067.1	False	0.226403	0.433017	False	False	False	False	False
AC017071.1	False	0.00290869	-0.325763	False	False	False	False	False
AC017074.1	False	2.26063e-13	-0.757886	False	False	False	False	False
AC017074.2	False	0.632321	-0.325411	False	False	False	False	False
AC017076.1	False	4.18806e-05	1.78517	True	False	False	True	False
AC017083.1	False	2.32778e-07	-0.796803	False	False	False	False	False
AC017083.3	False		-0.391289	False	False	False	False	False
AC017083.4	False		0.11553	False	False	False	False	False
AC017091.1	False		-0.131172	False	False	False	False	False
AC017099.1	False		-0.0160562	False	False	False	False	False
AC017099.2	False	0.00186224	-0.532338	False	False	False	False	False
AC017100.1	False	0.000249346	-0.500977	False	False	False	False	False
AC017101.1	False	0.722439	-0.16875	False	False	False	False	False
AC017104.1	False	0.762225	0.0428237	False	False	False	False	False
AC017104.2	False	0.379706	-0.372741	False	False	False	False	False
AC017104.3	False	0.0195562	-0.352675	False	False	False	False	False
AC017104.4	False	0.0147252	-0.358382	False	False	False	False	False
AC017104.5	False	0.00654148	-0.627972	False	False	False	False	False
AC017116.2	False	0.0490391	-0.281022	False	False	False	False	False
AC018362.1	False	0.818648	-0.0718868	False	False	False	False	False
AC018371.1	False		-1.08699	False	False	False	False	False
AC018371.2	False	0.427172	-0.311094	False	False	False	False	False
AC018398.2	False	0.750838	-0.179733	False	False	False	False	False
AC018410.1	False	0.763909	-0.0646847	False	False	False	False	False
AC018413.1	False	0.0123902	0.202027	False	False	False	False	False
AC018437.1	False		-0.0326952	False	False	False	False	False
AC018437.3	False		0.0844588	False	False	False	False	False
AC018442.1	False	0.194442	-0.4546	False	False	False	False	False
AC018442.2	False		-0.453432	False	False	False	False	False
AC018442.3	False		0.0864964	False	False	False	False	False
AC018445.1	False		0.0450678	False	False	False	False	False
AC018445.2	False		-0.123363	False	False	False	False	False
AC018445.3	False	0.818271	0.118305	False	False	False	False	False
AC018445.4	False	0.936793	-0.0595221	False	False	False	False	False
AC018445.5	False	0.401297	0.259039	False	False	False	False	False
AC018445.6	False	0.92093	0.0485363	False	False	False	False	False
AC018450.1	False	0.955002	0.0157207	False	False	False	False	False
AC018450.2	False		-0.364293	False	False	False	False	False
AC018462.1	False	0.0361634	-0.250348	False	False	False	False	False
AC018462.2	False	0.897875	0.0902315	False	False	False	False	False
AC018467.1	False		0.223346	False	False	False	False	False
AC018470.1	False		-0.0119806	False	False	False	False	False
AC018475.1	False	0.731499	-0.053697	False	False	False	False	False
AC018511.2	False	0.966519	0.0321638	False	False	False	False	False
AC018511.6	False	0.146235	0.602304	False	False	False	False	False
AC018515.1	False		0.0170528	False	False	False	False	False
AC018521.3	False	0.141935	-0.757442	False	False	False	False	False
AC018521.5	False	6.99101e-10	-0.598551	False	False	False	False	False
AC018521.6	False	7.02219e-05	-0.385343	False	False	False	False	False
AC018521.7	False	7.6341e-08	-1.08984	True	False	False	True	False
AC018523.1	False	0.810277	0.0570985	False	False	False	False	False
AC018529.1	False	0.0239153	0.560868	False	False	False	False	False
AC018529.2	False	0.00203055	0.380296	False	False	False	False	False
AC018529.3	False	0.000570119	0.709926	False	False	False	False	False
AC018541.1	False	0.000285444	1.87378	True	False	False	True	False
AC018545.1	False	0.0959632	-0.481904	False	False	False	False	False
AC018552.1	False	0.00849034	-0.620236	False	False	False	False	False
AC018552.2	False	0.828109	0.136923	False	False	False	False	False
AC018552.3	False	0.249313	-0.23484	False	False	False	False	False
AC018553.1	False	0.670228	0.0882692	False	False	False	False	False
AC018553.2	False	0.000428335	0.616875	False	False	False	False	False
AC018553.3	False	0.353624	0.372508	False	False	False	False	False
AC018557.2	False	0.855635	-0.0498509	False	False	False	False	False
AC018557.3	False	9.43085e-15	-0.871357	False	False	False	False	False
AC018558.1	False		0.107211	False	False	False	False	False
AC018558.3	False		-0.181939	False	False	False	False	False
AC018558.5	False		0.166807	False	False	False	False	False
AC018558.7	False		0.165788	False	False	False	False	False
AC018563.1	False		0.11553	False	False	False	False	False
AC018607.1	False	0.204882	0.763953	False	False	False	False	False
AC018618.1	False	9.4345e-09	2.52426	True	False	False	True	False
AC018620.1	False	0.931276	-0.0432855	False	False	False	False	False
AC018628.1	False	8.11953e-13	0.881232	False	False	False	False	False
AC018628.2	False	0.00805682	0.662668	False	False	False	False	False
AC018629.1	False	0.0064044	-0.77075	False	False	False	False	False
AC018630.1	False		-0.0415237	False	False	False	False	False
AC018634.1	False	0.0175695	-1.56693	True	False	False	True	False
AC018635.2	False	0.338109	-0.447959	False	False	False	False	False
AC018638.1	False	0.0299015	-0.255072	False	False	False	False	False
AC018638.2	False	0.385549	-0.093041	False	False	False	False	False
AC018638.3	False	0.160731	-0.431578	False	False	False	False	False
AC018638.4	False	0.709538	-0.0565838	False	False	False	False	False
AC018638.5	False	0.079081	-0.162699	False	False	False	False	False
AC018638.6	False	0.153434	-0.251878	False	False	False	False	False
AC018638.7	False	2.25274e-06	-0.697108	False	False	False	False	False
AC018638.8	False		0.145583	False	False	False	False	False
AC018639.1	False		0.0766486	False	False	False	False	False
AC018641.1	False		0.17207	False	False	False	False	False
AC018643.1	False		-0.151887	False	False	False	False	False
AC018644.1	False	0.260977	0.248119	False	False	False	False	False
AC018645.1	False		0.0766487	False	False	False	False	False
AC018645.2	False		-0.250873	False	False	False	False	False
AC018645.3	False	0.371586	0.0630519	False	False	False	False	False
AC018647.1	False	4.11564e-11	-0.739239	False	False	False	False	False
AC018647.2	False	1.44377e-09	-0.40671	False	False	False	False	False
AC018647.3	False	0.59502	-0.112199	False	False	False	False	False
AC018648.1	False	0.0720745	-0.299026	False	False	False	False	False
AC018653.1	False	0.765863	-0.15041	False	False	False	False	False
AC018653.3	False	0.0921406	-0.218979	False	False	False	False	False
AC018653.4	False	0.857321	-0.0595673	False	False	False	False	False
AC018659.1	False	3.08023e-06	-0.878342	False	False	False	False	False
AC018659.2	False	1.70557e-07	-1.73759	True	False	False	True	False
AC018659.8	False	2.14653e-11	-1.08276	True	False	False	True	False
AC018665.1	False	1.18501e-05	-0.619971	False	False	False	False	False
AC018678.1	False		-0.0814239	False	False	False	False	False
AC018680.1	False		-0.112496	False	False	False	False	False
AC018685.1	False		0.0875155	False	False	False	False	False
AC018685.2	False	1.81331e-18	-2.82283	True	False	False	True	False
AC018685.3	False	0.0187083	1.37204	True	False	False	True	False
AC018688.1	False	0.000737541	-1.23736	True	False	False	True	False
AC018690.1	False	0.0780803	-0.181683	False	False	False	False	False
AC018692.1	False		-0.160715	False	False	False	False	False
AC018693.1	False		-0.0938194	False	False	False	False	False
AC018695.1	False	0.986072	-0.00670334	False	False	False	False	False
AC018695.2	False	0.0953111	-0.380465	False	False	False	False	False
AC018695.3	False	0.855987	-0.0910599	False	False	False	False	False
AC018695.4	False	0.194755	-0.225646	False	False	False	False	False
AC018695.5	False		-0.0725955	False	False	False	False	False
AC018695.6	False	4.19092e-42	-2.71919	True	False	False	True	False
AC018695.7	False	0.775237	0.128154	False	False	False	False	False
AC018695.8	False		0.470049	False	False	False	False	False
AC018695.9	False	3.10039e-46	-2.36055	True	False	False	True	False
AC018697.1	False	0.248578	0.581855	False	False	False	False	False
AC018712.1	False	0.870442	0.141508	False	False	False	False	False
AC018714.1	False		0.0347107	False	False	False	False	False
AC018714.2	False	0.582965	-0.357409	False	False	False	False	False
AC018716.2	False		0.234212	False	False	False	False	False
AC018730.1	False		-0.212502	False	False	False	False	False
AC018731.1	False		-0.00569905	False	False	False	False	False
AC018737.1	False		0.145073	False	False	False	False	False
AC018737.2	False	0.00244961	-0.647387	False	False	False	False	False
AC018742.1	False	0.620846	0.264565	False	False	False	False	False
AC018752.1	False	0.339607	0.197444	False	False	False	False	False
AC018754.1	False	0.86815	-0.0413966	False	False	False	False	False
AC018755.1	False	0.297366	-0.254904	False	False	False	False	False
AC018755.3	False	0.329758	-0.184991	False	False	False	False	False
AC018755.4	False	0.00148128	0.741976	False	False	False	False	False
AC018755.5	False	0.518974	-0.455876	False	False	False	False	False
AC018761.1	False	0.672437	-0.256986	False	False	False	False	False
AC018761.2	False	0.437346	0.416735	False	False	False	False	False
AC018761.3	False	0.0878651	-0.410904	False	False	False	False	False
AC018765.1	False		0.134207	False	False	False	False	False
AC018766.1	False	0.0310238	-0.369206	False	False	False	False	False
AC018767.2	False	0.0387139	-1.48871	True	False	False	True	False
AC018767.3	False		-0.360217	False	False	False	False	False
AC018797.1	False		0.11604	False	False	False	False	False
AC018797.2	False	0.085921	-0.346337	False	False	False	False	False
AC018797.3	False	0.871722	0.0393565	False	False	False	False	False
AC018802.1	False	0.0338305	-1.10382	True	False	False	True	False
AC018804.1	False	0.00542716	-0.628732	False	False	False	False	False
AC018809.1	False	7.04156e-19	-1.34392	True	False	False	True	False
AC018809.2	False	1.65137e-29	-0.652695	False	False	False	False	False
AC018814.1	False		-0.00162321	False	False	False	False	False
AC018816.1	False	7.10657e-21	1.30335	True	False	False	True	False
AC018816.2	False	0.0511991	0.516452	False	False	False	False	False
AC018832.1	False	0.154711	-0.667687	False	False	False	False	False
AC018845.1	False		-0.788255	False	False	False	False	False
AC018845.2	False		0.117058	False	False	False	False	False
AC018845.3	False	2.53224e-07	-0.564758	False	False	False	False	False
AC018865.2	False	0.0594595	-0.615782	False	False	False	False	False
AC018866.1	False		0.126906	False	False	False	False	False
AC018868.1	False	0.113631	0.264349	False	False	False	False	False
AC018878.1	False		0.115021	False	False	False	False	False
AC018880.1	False		-0.281945	False	False	False	False	False
AC018889.1	False	0.799555	-0.186015	False	False	False	False	False
AC018892.2	False		0.0175624	False	False	False	False	False
AC018892.3	False	0.802285	0.146262	False	False	False	False	False
AC018904.1	False	0.56803	0.0657085	False	False	False	False	False
AC018904.2	False		0.0238442	False	False	False	False	False
AC018926.1	False	3.77645e-06	-0.450532	False	False	False	False	False
AC018926.2	False	0.453816	0.141441	False	False	False	False	False
AC018926.3	False	2.20051e-10	-0.55788	False	False	False	False	False
AC018931.1	False		-0.0238664	False	False	False	False	False
AC018943.1	False		-0.113515	False	False	False	False	False
AC018946.1	False	0.635642	-0.184465	False	False	False	False	False
AC018978.1	False	0.318304	0.89503	False	False	False	False	False
AC018992.1	False	3.92112e-06	-0.758557	False	False	False	False	False
AC019068.1	False		0.303656	False	False	False	False	False
AC019069.1	False	0.938664	0.0110326	False	False	False	False	False
AC019070.1	False		-0.0523907	False	False	False	False	False
AC019077.1	False	0.547997	0.130353	False	False	False	False	False
