dataset	source	accession	local_path	file_name	file_size_bytes	md5	data_type	sample_count_observed	patient_count_observed_if_known	has_expression	has_clinical	has_response_label	has_survival	notes
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LF.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LF.xlsx	304670	8d16ab1c9f3e0fea73bd8e93524a5031	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LG.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LG.xlsx	378246	df78520d1224685d89a69710cce990af	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LH.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LH.xlsx	837366	fd65842cad2ba68c0a39cb916c2d1130	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LI.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LI.xlsx	306557	5d836cdc76dbde6df35c6fab1b8f670c	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LJ.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LJ.xlsx	511545	20d1715783eb75d47644018167dc8797	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LK.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LK.xlsx	573051	bea1cff2ca6cbbd616679d7857adf184	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LL.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LL.xlsx	892752	58ec87989529f8d33317be8bb328a50a	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LM.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LM.xlsx	509931	67697a9c96ddb4e3ac253eb72be75f17	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LN.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LN.xlsx	530868	487a4ab20192b9b54677f4c4a068847a	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LO.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LO.xlsx	303368	bdac5793ae07f476eac5b5f4deb12182	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LP.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LP.xlsx	813076	e02ad9abaa25df6b3e32847d08f9e477	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LQ.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LQ.xlsx	375773	b240594827e70804a2b0f6718bf080c7	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_Lx_coord_33LR.xlsx	20170515_MSR10166_cd3_1430_Lx_coord_33LR.xlsx	482225	22ebe8d7fd9351188ebab99fd95e564d	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR10166_cd3_1430_subset_var_Lx.xlsx	20170515_MSR10166_cd3_1430_subset_var_Lx.xlsx	330193	0614f87d381a9cac4de1471a8e08f0cb	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTE.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTE.xlsx	173272	194b457c336ea5a5e49392a72177d614	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTF.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTF.xlsx	213022	d2fecb240ed0974f6297015c5c41e346	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTG.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTG.xlsx	381832	47e3c55fc4a8eac7303103d32c07eeba	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTH.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTH.xlsx	187123	1a59f0fa628955a85391021c7e2960ae	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTI.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTI.xlsx	158044	350983cbeec3544db3584521121fcb0d	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTJ.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTJ.xlsx	235451	e8e9e8127575216d81b68d7f14896440	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTK.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTK.xlsx	202068	f7c0d6583df03123568134a869c5a16c	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTL.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTL.xlsx	222023	473ad741f406b625557c02c3caaef994	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTM.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTM.xlsx	216498	b2eb642e66628c8dfdd2ff784ed2285d	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTN.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTN.xlsx	250701	ac702d373eefa47e9cae489a9e0b03cd	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTO.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTO.xlsx	259619	3b250173fee06cab3c60a38d1fd61f3e	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTP.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTP.xlsx	186295	d33a70d8eaa5d465f05dc7142a6f2a1a	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTQ.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTQ.xlsx	243933	43b6a43eb7c14044dc0b152a6abdcfcb	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTR.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTR.xlsx	178070	f82150e2dfb4afc4eee9db4801f50a84	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTS.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTS.xlsx	168358	6fc293ee25cc9cca4933f97d1fb07da1	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTT.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTT.xlsx	252064	461f48b1fa285a138dfd7f99e113586d	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTU.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTU.xlsx	244277	2982eda7b3d87c84134ca3a0db3f083f	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTV.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTV.xlsx	233425	1a5e6eb320533754e90145d57321b197	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTW.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTW.xlsx	199143	c941465bd7a126dca7f9bb8d9db160e5	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTX.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTX.xlsx	346178	5f636e4de7094976877d4b18e9c85e69	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTY.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTY.xlsx	296472	51242a88e2e89bdca69b9358f50eb43d	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MTZ.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MTZ.xlsx	235227	26e98894f64a6005991f4583a92fdaa0	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MU0.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MU0.xlsx	181290	720ed424c36249d52afb72c396f625aa	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MU1.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MU1.xlsx	203897	31ea89385297c9db177b10d2845028c3	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_Lx_coord_4MU2.xlsx	20170515_MSR9005_cd3_1436_Lx_coord_4MU2.xlsx	227180	10410dae979fc7b1884980344d10ae91	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170515_MSR9005_cd3_1436_subset_fix_Lx.xlsx	20170515_MSR9005_cd3_1436_subset_fix_Lx.xlsx	170660	52677dd0d34f4019a7c8e35981f6e1f7	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68AV.xlsx	20170525_MSR9228_cd3_666_coord_68AV.xlsx	538755	a60d720cc4b5942aade6f91a04dfbae5	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68AW.xlsx	20170525_MSR9228_cd3_666_coord_68AW.xlsx	354878	feee30879c1dafb9154362915e7ced1c	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68AX.xlsx	20170525_MSR9228_cd3_666_coord_68AX.xlsx	454258	11166ebb6c3f063344bdc736f19761c5	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68AY.xlsx	20170525_MSR9228_cd3_666_coord_68AY.xlsx	667324	a4f1f5b0acaecf88365b737320b1b07b	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68AZ.xlsx	20170525_MSR9228_cd3_666_coord_68AZ.xlsx	579901	d16abd1c0af672c01173572984712de2	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68B0.xlsx	20170525_MSR9228_cd3_666_coord_68B0.xlsx	443230	478f202020a94aec2c463fb6197d4b5c	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68B1.xlsx	20170525_MSR9228_cd3_666_coord_68B1.xlsx	460959	ea7cde0db645df2c3f9e555da59e5683	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68B2.xlsx	20170525_MSR9228_cd3_666_coord_68B2.xlsx	453545	cb6ef8543ec96a34539a699c76c0b25a	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68B3.xlsx	20170525_MSR9228_cd3_666_coord_68B3.xlsx	312557	ef54e557e952f671fdf753e6d270f86e	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68B4.xlsx	20170525_MSR9228_cd3_666_coord_68B4.xlsx	697473	2943809d42405e83f263d014e636ca58	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68B5.xlsx	20170525_MSR9228_cd3_666_coord_68B5.xlsx	493417	4d103d2a925828a4c4ee9fdeaf661bc3	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68B6.xlsx	20170525_MSR9228_cd3_666_coord_68B6.xlsx	895972	ab84c3b7715b97382ba6ac771d7d11d1	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68B7.xlsx	20170525_MSR9228_cd3_666_coord_68B7.xlsx	494268	e9b8a78c0341e515e9f3218d5c663766	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68B8.xlsx	20170525_MSR9228_cd3_666_coord_68B8.xlsx	555512	e668d0bf9093210ebf93108a32dbf45b	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68B9.xlsx	20170525_MSR9228_cd3_666_coord_68B9.xlsx	527108	70fe4e2e64c6f4ad502fac8be5a60d3f	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68BA.xlsx	20170525_MSR9228_cd3_666_coord_68BA.xlsx	494075	e418619f20bd7d1d726b75869a7df06c	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68BB.xlsx	20170525_MSR9228_cd3_666_coord_68BB.xlsx	794603	04082dd78846f762c011fea402ee0389	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_68BC.xlsx	20170525_MSR9228_cd3_666_coord_68BC.xlsx	611439	c23e171912e12c12f46764cef891bdc2	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_coord_6A6C.xlsx	20170525_MSR9228_cd3_666_coord_6A6C.xlsx	520391	a6acb690994cb6085d9c2d889937cfe2	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/raw/20170525_MSR9228_cd3_666_subset_var_Lx.xlsx	20170525_MSR9228_cd3_666_subset_var_Lx.xlsx	178057	b1736bcbc1ff84a7e9e980c3be898f85	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/mouse/scores.rds	scores.rds	2036	7366763f94e2d255a563c6bcc3e1dbac	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/20170503081937_GeneSearchResults_InterferomeTop300IC.txt	20170503081937_GeneSearchResults_InterferomeTop300IC.txt	19849	177dd960e0ce0591dfc1a8ca8a46588f	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/Figure4signatures.csv	Figure4signatures.csv	44264	14668467fbc6ed4ec95e7fb2594e3199	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/Preclinical_raw_data_and_stats.xlsx	Preclinical_raw_data_and_stats.xlsx	86627	0dce4fd2913d230dc0b987a93d21bd43	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS1.csv	SupplementaryTableS1.csv	1554	bd085596f628226f93e29724c9f17053	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS1.xlsx	SupplementaryTableS1.xlsx	78134	0a8b6ab09ae81d736016005fb04dad78	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS10.csv	SupplementaryTableS10.csv	2248568	3b84004e866fddecbecd070c4d001143	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS10.xlsx	SupplementaryTableS10.xlsx	3105117	b6f31aa0c69ba217dba041f6b5e13676	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS2.csv	SupplementaryTableS2.csv	2232350	b0c4f11545612b59aa9e2fba74b2277f	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS2.xlsx	SupplementaryTableS2.xlsx	3085344	1fdd92c91ab45dd1faeadece8620a02a	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS3.csv	SupplementaryTableS3.csv	1939382	589cdd6d155194db4d1eb8b23a1703c6	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS3.xlsx	SupplementaryTableS3.xlsx	2345319	6861fcd89f1c66ab82255439121b6ef4	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS4.xlsx	SupplementaryTableS4.xlsx	47385	2fed0a8208fe1f959bdd21659162d883	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS5.xlsx	SupplementaryTableS5.xlsx	68166	4ac6169ba2e5f635e92b31d1f99eabc1	other	348	347	False	False	True	True	
