sample	DM1_like	TF_collapse	RAI_8	lineage
TCGA-FW-A3R5-06	1.6978502217933507	-1.4428384033691102	-1.6978502217933507	skin cutaneous melanoma
TCGA-FW-A3TU-06	1.4813022964525424	-1.0767298791151585	-1.4813022964525424	skin cutaneous melanoma
TCGA-FW-A3TV-06	1.6807001224625724	-1.420484694755228	-1.6807001224625724	skin cutaneous melanoma
TCGA-FW-A5DX-01	1.706504095732335	-1.302751358412724	-1.706504095732335	skin cutaneous melanoma
TCGA-FW-A5DY-06	1.6849708587196495	-1.2130481882308835	-1.6849708587196495	skin cutaneous melanoma
TCGA-GF-A2C7-01	1.6566224009358304	-0.8225107493732753	-1.6566224009358304	skin cutaneous melanoma
TCGA-GF-A3OT-06	1.5974525170838605	-1.0472051023552071	-1.5974525170838605	skin cutaneous melanoma
TCGA-GF-A4EO-06	1.6347930919557356	-1.3514423532147908	-1.6347930919557356	skin cutaneous melanoma
TCGA-GF-A6C8-06	1.6369642799677069	-0.9268226981345709	-1.6369642799677069	skin cutaneous melanoma
TCGA-GF-A6C9-06	1.5903954691742692	-1.2475313687585134	-1.5903954691742692	skin cutaneous melanoma
TCGA-GF-A769-01	1.610950985207243	-0.8889974168966917	-1.610950985207243	skin cutaneous melanoma
TCGA-GN-A261-06	1.5823027569847645	-0.9502342117634826	-1.5823027569847645	skin cutaneous melanoma
TCGA-GN-A262-06	1.5031735808299576	-1.0423902178237114	-1.5031735808299576	skin cutaneous melanoma
TCGA-GN-A263-01	1.716333744036975	-1.3934041403038426	-1.716333744036975	skin cutaneous melanoma
TCGA-GN-A264-06	1.6685305595743234	-1.413804854235904	-1.6685305595743234	skin cutaneous melanoma
TCGA-GN-A265-06	1.676119481676853	-1.3754718059032802	-1.676119481676853	skin cutaneous melanoma
TCGA-GN-A266-06	1.6546919123045978	-1.0820051049410035	-1.6546919123045978	skin cutaneous melanoma
TCGA-GN-A267-06	1.684756184554296	-1.0842905857679175	-1.684756184554296	skin cutaneous melanoma
TCGA-GN-A268-06	1.578787605676328	-1.4513979891020385	-1.578787605676328	skin cutaneous melanoma
TCGA-GN-A26A-06	1.54684704169305	-1.0248026556934053	-1.54684704169305	skin cutaneous melanoma
TCGA-GN-A26C-01	1.6407477215507682	-1.0724653380001408	-1.6407477215507682	skin cutaneous melanoma
TCGA-GN-A26D-06	1.6098895367778412	-1.30444695468767	-1.6098895367778412	skin cutaneous melanoma
TCGA-GN-A4U3-06	1.6011513042872438	-1.367043847860532	-1.6011513042872438	skin cutaneous melanoma
TCGA-GN-A4U4-06	1.6245107646494237	-1.0164315678999436	-1.6245107646494237	skin cutaneous melanoma
TCGA-GN-A4U5-01	1.6146098879308541	-1.136856108607884	-1.6146098879308541	skin cutaneous melanoma
TCGA-GN-A4U7-06	1.5334796477476254	-1.2070275775756096	-1.5334796477476254	skin cutaneous melanoma
TCGA-GN-A4U8-06	1.6395036879775184	-1.0870808913154728	-1.6395036879775184	skin cutaneous melanoma
TCGA-GN-A4U8-11	1.6457054716011643	-1.2591047635202404	-1.6457054716011643	skin cutaneous melanoma
TCGA-GN-A4U9-06	1.3889236618372978	-0.8267074351702874	-1.3889236618372978	skin cutaneous melanoma
TCGA-GN-A8LK-06	1.5942823483146806	-1.006478138204142	-1.5942823483146806	skin cutaneous melanoma
TCGA-GN-A8LL-06	1.4107643409220505	-1.215014913161368	-1.4107643409220505	skin cutaneous melanoma
TCGA-GN-A8LN-01	1.6274817284549492	-1.1560016533714663	-1.6274817284549492	skin cutaneous melanoma
TCGA-GN-A9SD-06	1.6637725581692915	-1.1011441568560048	-1.6637725581692915	skin cutaneous melanoma
TCGA-HR-A2OG-06	1.5885767367330899	-1.3318716351872093	-1.5885767367330899	skin cutaneous melanoma
TCGA-HR-A2OH-06	1.5529475888331938	-1.307686912135462	-1.5529475888331938	skin cutaneous melanoma
TCGA-HR-A5NC-01	1.776071530097548	-1.2590875654464764	-1.776071530097548	skin cutaneous melanoma
TCGA-IH-A3EA-01	1.5772537435586722	-1.1802250659528553	-1.5772537435586722	skin cutaneous melanoma
TCGA-LH-A9QB-06	1.5517948362982823	-0.7845198890546478	-1.5517948362982823	skin cutaneous melanoma
TCGA-OD-A75X-06	1.5637580368221953	-1.1757939165425273	-1.5637580368221953	skin cutaneous melanoma
TCGA-QB-A6FS-06	1.5479225864012718	-1.1093859307033191	-1.5479225864012718	skin cutaneous melanoma
TCGA-QB-AA9O-06	1.6574307218430615	-1.1521995785113635	-1.6574307218430615	skin cutaneous melanoma
TCGA-RP-A690-06	1.6110762654798432	-1.4314449564234948	-1.6110762654798432	skin cutaneous melanoma
TCGA-RP-A693-06	1.5705116958961485	-1.2684656032944934	-1.5705116958961485	skin cutaneous melanoma
TCGA-RP-A694-06	1.5594285310592744	-1.1372393987733291	-1.5594285310592744	skin cutaneous melanoma
TCGA-RP-A695-06	1.5365563809201692	-1.1360996367126095	-1.5365563809201692	skin cutaneous melanoma
TCGA-RP-A6K9-06	1.6336320121613315	-1.2117737128376636	-1.6336320121613315	skin cutaneous melanoma
TCGA-W3-A824-06	1.5698794622703622	-1.2088084584451086	-1.5698794622703622	skin cutaneous melanoma
TCGA-W3-A825-06	1.600095221448297	-0.9094752767721904	-1.600095221448297	skin cutaneous melanoma
TCGA-W3-A828-06	1.447128721606652	-0.9195885534394322	-1.447128721606652	skin cutaneous melanoma
TCGA-W3-AA1O-06	1.6464109851246067	-1.2093323624817174	-1.6464109851246067	skin cutaneous melanoma
TCGA-W3-AA1Q-06	1.5361298234660719	-1.231394038831161	-1.5361298234660719	skin cutaneous melanoma
TCGA-W3-AA1R-06	1.6619934865127126	-1.2548751474141224	-1.6619934865127126	skin cutaneous melanoma
TCGA-W3-AA1V-06	1.557147181768789	-0.9470780986366353	-1.557147181768789	skin cutaneous melanoma
TCGA-W3-AA1W-06	1.5705065910377998	-1.1434717322420485	-1.5705065910377998	skin cutaneous melanoma
TCGA-W3-AA21-06	1.705101966123519	-1.309885747621538	-1.705101966123519	skin cutaneous melanoma
TCGA-WE-A8JZ-06	1.6607505626854007	-1.2638593265182119	-1.6607505626854007	skin cutaneous melanoma
TCGA-WE-A8K1-06	1.6545734491836148	-1.167174586426304	-1.6545734491836148	skin cutaneous melanoma
TCGA-WE-A8K4-01	1.6278556194717955	-1.4818323756256429	-1.6278556194717955	skin cutaneous melanoma
TCGA-WE-A8K5-06	1.6652525556058593	-1.5408679054165102	-1.6652525556058593	skin cutaneous melanoma
TCGA-WE-A8K6-06	1.50739131415139	-0.9802295326234371	-1.50739131415139	skin cutaneous melanoma
TCGA-WE-A8ZM-06	1.477883809831003	-1.0207424405323284	-1.477883809831003	skin cutaneous melanoma
TCGA-WE-A8ZN-06	1.5483860913329508	-1.3573396288300603	-1.5483860913329508	skin cutaneous melanoma
TCGA-WE-A8ZO-06	1.6378626683921467	-1.3461985882068466	-1.6378626683921467	skin cutaneous melanoma
TCGA-WE-A8ZQ-06	1.6982566158163857	-1.3038122347969343	-1.6982566158163857	skin cutaneous melanoma
TCGA-WE-A8ZR-06	1.6278679988396396	-0.9945996506552098	-1.6278679988396396	skin cutaneous melanoma
TCGA-WE-A8ZT-06	1.6200094427551213	-1.5579764941402647	-1.6200094427551213	skin cutaneous melanoma
TCGA-WE-A8ZX-06	1.750451309190233	-1.464859518975139	-1.750451309190233	skin cutaneous melanoma
TCGA-WE-A8ZY-06	1.5738158192945515	-1.1684182793926132	-1.5738158192945515	skin cutaneous melanoma
TCGA-WE-AA9Y-06	1.5928734783423266	-0.9883249273830518	-1.5928734783423266	skin cutaneous melanoma
TCGA-WE-AAA0-06	1.5670067551236464	-1.129096083309518	-1.5670067551236464	skin cutaneous melanoma
TCGA-WE-AAA3-06	1.6223324244965458	-1.1283937631122634	-1.6223324244965458	skin cutaneous melanoma
TCGA-WE-AAA4-06	1.5352208424839202	-1.2080624940461469	-1.5352208424839202	skin cutaneous melanoma
TCGA-XV-A9VZ-01	1.3283392819576085	-1.004449961861417	-1.3283392819576085	skin cutaneous melanoma
TCGA-XV-A9W2-01	1.657792775518152	-1.0400595773056898	-1.657792775518152	skin cutaneous melanoma
TCGA-XV-A9W5-01	1.702970010740334	-1.1280799823903735	-1.702970010740334	skin cutaneous melanoma
TCGA-XV-AAZV-01	1.6320104019916801	-1.1112914048652789	-1.6320104019916801	skin cutaneous melanoma
TCGA-XV-AAZW-01	1.6859843871795421	-1.1908352790305066	-1.6859843871795421	skin cutaneous melanoma
TCGA-XV-AAZY-01	1.5636915171589836	-1.2938501077271565	-1.5636915171589836	skin cutaneous melanoma
TCGA-XV-AB01-06	1.5667673260815558	-1.3411444358554776	-1.5667673260815558	skin cutaneous melanoma
TCGA-YD-A89C-06	1.6157063491426493	-1.2249449007824278	-1.6157063491426493	skin cutaneous melanoma
TCGA-YD-A9TA-06	1.445295829403476	-1.0620263057254864	-1.445295829403476	skin cutaneous melanoma
TCGA-YD-A9TB-06	1.7211917248129769	-1.3865513426871008	-1.7211917248129769	skin cutaneous melanoma
TCGA-YG-AA3N-01	1.5598748230675556	-0.9644926758066656	-1.5598748230675556	skin cutaneous melanoma
TCGA-YG-AA3O-06	1.6536824133655053	-1.1227146086263196	-1.6536824133655053	skin cutaneous melanoma
TCGA-YG-AA3P-06	1.537668050404349	-1.2849433591476753	-1.537668050404349	skin cutaneous melanoma
TCGA-Z2-A8RT-06	1.699756591276178	-1.3409645657368727	-1.699756591276178	skin cutaneous melanoma
TCGA-Z2-AA3S-06	1.5149467824738234	-1.434357564849979	-1.5149467824738234	skin cutaneous melanoma
TCGA-Z2-AA3V-06	1.5347128551155227	-1.2068570582628781	-1.5347128551155227	skin cutaneous melanoma
TCGA-4P-AA8J-01	1.4777280541882236	-0.5642420602492968	-1.4777280541882236	head & neck squamous cell carcinoma
TCGA-BA-4074-01	1.5945543331528582	-0.8102598195231344	-1.5945543331528582	head & neck squamous cell carcinoma
TCGA-BA-4075-01	1.531836830783024	-0.9024889187297469	-1.531836830783024	head & neck squamous cell carcinoma
TCGA-BA-4076-01	1.5129414022243295	-0.8166704664041925	-1.5129414022243295	head & neck squamous cell carcinoma
TCGA-BA-4077-01	1.5482859710485166	-1.1460795480075987	-1.5482859710485166	head & neck squamous cell carcinoma
TCGA-BA-4078-01	1.3898571716765702	-0.7628764920296824	-1.3898571716765702	head & neck squamous cell carcinoma
TCGA-BA-5149-01	1.6122934384974987	-0.933982283142564	-1.6122934384974987	head & neck squamous cell carcinoma
TCGA-BA-5151-01	1.5813122037105904	-1.1088190006955323	-1.5813122037105904	head & neck squamous cell carcinoma
TCGA-BA-5152-01	1.486723030828776	-0.8575051844947872	-1.486723030828776	head & neck squamous cell carcinoma
TCGA-BA-5153-01	1.3743994092263399	-0.9496143061649718	-1.3743994092263399	head & neck squamous cell carcinoma
TCGA-BA-5555-01	1.436883830039971	-1.0271482805161056	-1.436883830039971	head & neck squamous cell carcinoma
TCGA-BA-5556-01	1.5289222024493379	-0.9994543880355418	-1.5289222024493379	head & neck squamous cell carcinoma
TCGA-BA-5557-01	1.5420611472132957	-0.9200058424685695	-1.5420611472132957	head & neck squamous cell carcinoma
TCGA-BA-5558-01	1.6181828108317142	-0.9341009578722682	-1.6181828108317142	head & neck squamous cell carcinoma
TCGA-BA-5559-01	1.3976806752095494	-0.8865645719816467	-1.3976806752095494	head & neck squamous cell carcinoma
TCGA-BA-6868-01	1.4535444632536914	-0.8831148768466628	-1.4535444632536914	head & neck squamous cell carcinoma
TCGA-BA-6869-01	1.4096765199980168	-1.05996310308872	-1.4096765199980168	head & neck squamous cell carcinoma
TCGA-BA-6870-01	1.559479587973269	-1.1811233723357408	-1.559479587973269	head & neck squamous cell carcinoma
TCGA-BA-6871-01	1.4341319899104885	-0.8268116859338137	-1.4341319899104885	head & neck squamous cell carcinoma
TCGA-BA-6872-01	1.623969434995833	-0.9437678599276729	-1.623969434995833	head & neck squamous cell carcinoma
TCGA-BA-6873-01	1.5984094217867968	-0.9152763161485319	-1.5984094217867968	head & neck squamous cell carcinoma
TCGA-BA-7269-01	1.3513973997776176	-0.5541871586963298	-1.3513973997776176	head & neck squamous cell carcinoma
TCGA-BA-A4IF-01	1.415017183776893	-0.8273507060151761	-1.415017183776893	head & neck squamous cell carcinoma
TCGA-BA-A4IG-01	1.5104418900620655	-0.7369685765013647	-1.5104418900620655	head & neck squamous cell carcinoma
TCGA-BA-A4IH-01	1.4427999345505977	-0.6608629070843648	-1.4427999345505977	head & neck squamous cell carcinoma
TCGA-BA-A4II-01	1.5147581338496199	-1.0411868945148355	-1.5147581338496199	head & neck squamous cell carcinoma
TCGA-BA-A6D8-01	1.3052712765016041	-0.2099977779906149	-1.3052712765016041	head & neck squamous cell carcinoma
TCGA-BA-A6DA-01	1.4023327445908293	-0.726850235957031	-1.4023327445908293	head & neck squamous cell carcinoma
TCGA-BA-A6DB-01	1.4859280763290652	-0.7153682310327073	-1.4859280763290652	head & neck squamous cell carcinoma
TCGA-BA-A6DD-01	1.4990453088869007	-0.8405340509499628	-1.4990453088869007	head & neck squamous cell carcinoma
TCGA-BA-A6DE-01	1.4287818284544787	-0.9626285139293151	-1.4287818284544787	head & neck squamous cell carcinoma
TCGA-BA-A6DG-01	1.5771834636748374	-0.9059709355660394	-1.5771834636748374	head & neck squamous cell carcinoma
TCGA-BA-A6DI-01	1.4894178508277647	-0.708994643022808	-1.4894178508277647	head & neck squamous cell carcinoma
TCGA-BA-A6DJ-01	1.5223859668398372	-0.9843834482642924	-1.5223859668398372	head & neck squamous cell carcinoma
TCGA-BA-A6DL-01	1.4556461848014042	-0.9093907461376499	-1.4556461848014042	head & neck squamous cell carcinoma
TCGA-BA-A8YP-01	1.397942549564956	-0.8068238654438753	-1.397942549564956	head & neck squamous cell carcinoma
TCGA-BB-4217-01	1.5939903355466905	-0.9449487365718994	-1.5939903355466905	head & neck squamous cell carcinoma
TCGA-BB-4223-01	1.380629924595325	-1.0289268586072715	-1.380629924595325	head & neck squamous cell carcinoma
TCGA-BB-4224-01	1.4878163567401124	-0.9922411293278237	-1.4878163567401124	head & neck squamous cell carcinoma
TCGA-BB-4225-01	1.355413406458882	-0.4841805433632749	-1.355413406458882	head & neck squamous cell carcinoma
TCGA-BB-4227-01	1.5805288807182447	-0.9647860326510442	-1.5805288807182447	head & neck squamous cell carcinoma
TCGA-BB-4228-01	1.3552128482132983	-0.7605772547716905	-1.3552128482132983	head & neck squamous cell carcinoma
TCGA-BB-7861-01	1.5304921569975598	-0.868748651200969	-1.5304921569975598	head & neck squamous cell carcinoma
TCGA-BB-7862-01	1.5234074829393742	-0.7930626054406127	-1.5234074829393742	head & neck squamous cell carcinoma
TCGA-BB-7863-01	1.4338435384462764	-1.066782849334728	-1.4338435384462764	head & neck squamous cell carcinoma
TCGA-BB-7864-01	1.3809419452687883	-0.8390633873245106	-1.3809419452687883	head & neck squamous cell carcinoma
TCGA-BB-7866-01	1.5182586568856278	-0.8030453213829489	-1.5182586568856278	head & neck squamous cell carcinoma
TCGA-BB-7870-01	1.5307961043831468	-0.8741259484704628	-1.5307961043831468	head & neck squamous cell carcinoma
TCGA-BB-7871-01	1.4318772421578556	-0.49959696897552885	-1.4318772421578556	head & neck squamous cell carcinoma
TCGA-BB-7872-01	1.5086691950589934	-0.9024638153204478	-1.5086691950589934	head & neck squamous cell carcinoma
TCGA-BB-8596-01	1.6022145434929491	-1.0828121677347498	-1.6022145434929491	head & neck squamous cell carcinoma
TCGA-BB-8601-01	1.2104746042776953	-0.5463702236136846	-1.2104746042776953	head & neck squamous cell carcinoma
TCGA-BB-A5HU-01	1.554955177477849	-1.206325845911619	-1.554955177477849	head & neck squamous cell carcinoma
TCGA-BB-A5HY-01	1.4861076818958623	-0.6492223095464209	-1.4861076818958623	head & neck squamous cell carcinoma
TCGA-BB-A5HZ-01	1.4627940193293636	-1.0157298324927608	-1.4627940193293636	head & neck squamous cell carcinoma
TCGA-BB-A6UM-01	1.5589790207569985	-0.837593337763573	-1.5589790207569985	head & neck squamous cell carcinoma
TCGA-BB-A6UO-01	1.5794650660838543	-0.9985991865369344	-1.5794650660838543	head & neck squamous cell carcinoma
TCGA-C9-A47Z-01	1.5377472375650743	-0.8224012335646387	-1.5377472375650743	head & neck squamous cell carcinoma
TCGA-C9-A480-01	1.5071812020145403	-0.881769117365943	-1.5071812020145403	head & neck squamous cell carcinoma
TCGA-CN-4722-01	1.451468188269113	-0.7889869564298477	-1.451468188269113	head & neck squamous cell carcinoma
TCGA-CN-4723-01	1.511842802573249	-0.8215398539856946	-1.511842802573249	head & neck squamous cell carcinoma
TCGA-CN-4725-01	1.5429875312432535	-0.9026622730185885	-1.5429875312432535	head & neck squamous cell carcinoma
TCGA-CN-4726-01	1.4807492241613776	-1.1831145501689602	-1.4807492241613776	head & neck squamous cell carcinoma
TCGA-CN-4727-01	1.559435522132488	-0.8793278679623839	-1.559435522132488	head & neck squamous cell carcinoma
TCGA-CN-4728-01	1.4737407625266092	-0.6772160891622632	-1.4737407625266092	head & neck squamous cell carcinoma
TCGA-CN-4729-01	1.5084114138092144	-1.1591009228333624	-1.5084114138092144	head & neck squamous cell carcinoma
TCGA-CN-4730-01	1.443452131504225	-0.8132309913226784	-1.443452131504225	head & neck squamous cell carcinoma
TCGA-CN-4731-01	1.4176764130313586	-0.9325885358360364	-1.4176764130313586	head & neck squamous cell carcinoma
TCGA-CN-4733-01	1.5325634755967041	-1.0894403128711092	-1.5325634755967041	head & neck squamous cell carcinoma
TCGA-CN-4734-01	1.5602575237757375	-0.9394714435573374	-1.5602575237757375	head & neck squamous cell carcinoma
TCGA-CN-4735-01	1.4381406832530153	-0.8440514295385901	-1.4381406832530153	head & neck squamous cell carcinoma
TCGA-CN-4736-01	1.6253289109933213	-1.1306076063087012	-1.6253289109933213	head & neck squamous cell carcinoma
TCGA-CN-4737-01	1.538659934004316	-0.9504087282483153	-1.538659934004316	head & neck squamous cell carcinoma
TCGA-CN-4738-01	1.40642497950939	-0.9222073542521178	-1.40642497950939	head & neck squamous cell carcinoma
TCGA-CN-4739-01	1.4233856802773628	-0.972495680233082	-1.4233856802773628	head & neck squamous cell carcinoma
TCGA-CN-4740-01	1.546682981382812	-0.9941861212535394	-1.546682981382812	head & neck squamous cell carcinoma
TCGA-CN-4741-01	1.3941714556194467	-0.6088470280869736	-1.3941714556194467	head & neck squamous cell carcinoma
TCGA-CN-4742-01	1.5636920112409554	-0.9751085759990731	-1.5636920112409554	head & neck squamous cell carcinoma
TCGA-CN-5355-01	1.4420679939110566	-0.6528748970769931	-1.4420679939110566	head & neck squamous cell carcinoma
TCGA-CN-5356-01	1.5796377157433499	-0.9210536885842031	-1.5796377157433499	head & neck squamous cell carcinoma
TCGA-CN-5358-01	1.520292764038318	-0.9390541023548101	-1.520292764038318	head & neck squamous cell carcinoma
TCGA-CN-5359-01	1.5885828998619536	-0.9536398208408209	-1.5885828998619536	head & neck squamous cell carcinoma
TCGA-CN-5360-01	1.4352379123123458	-0.9071645211621435	-1.4352379123123458	head & neck squamous cell carcinoma
TCGA-CN-5361-01	1.5008978778381783	-0.7367197530754576	-1.5008978778381783	head & neck squamous cell carcinoma
TCGA-CN-5363-01	1.6001870295450962	-1.101197223568061	-1.6001870295450962	head & neck squamous cell carcinoma
TCGA-CN-5364-01	1.5037696953936939	-0.7352919756793049	-1.5037696953936939	head & neck squamous cell carcinoma
TCGA-CN-5365-01	1.5220930134267703	-0.8498498310988973	-1.5220930134267703	head & neck squamous cell carcinoma
TCGA-CN-5366-01	1.521391595238684	-0.7007183746461871	-1.521391595238684	head & neck squamous cell carcinoma
TCGA-CN-5367-01	1.5482334812069585	-1.1395305749194993	-1.5482334812069585	head & neck squamous cell carcinoma
TCGA-CN-5369-01	1.556250479722979	-0.8919284529387823	-1.556250479722979	head & neck squamous cell carcinoma
TCGA-CN-5370-01	1.6289244506125622	-1.1238288805203127	-1.6289244506125622	head & neck squamous cell carcinoma
TCGA-CN-5373-01	1.5748768124503163	-0.9589637721796911	-1.5748768124503163	head & neck squamous cell carcinoma
TCGA-CN-5374-01	1.6029565523817313	-1.0229783607828618	-1.6029565523817313	head & neck squamous cell carcinoma
TCGA-CN-6010-01	1.5099293142814698	-0.8311241940814936	-1.5099293142814698	head & neck squamous cell carcinoma
TCGA-CN-6011-01	1.616456733997215	-1.0798916029839025	-1.616456733997215	head & neck squamous cell carcinoma
TCGA-CN-6012-01	1.447922242639677	-0.8699815182060054	-1.447922242639677	head & neck squamous cell carcinoma
TCGA-CN-6013-01	1.5563904283987071	-1.2721275871939435	-1.5563904283987071	head & neck squamous cell carcinoma
TCGA-CN-6016-01	1.5656863395440563	-0.9641820376347972	-1.5656863395440563	head & neck squamous cell carcinoma
TCGA-CN-6017-01	1.5049135875004462	-0.8812746351178248	-1.5049135875004462	head & neck squamous cell carcinoma
TCGA-CN-6018-01	1.5718967656301808	-0.9773755460979989	-1.5718967656301808	head & neck squamous cell carcinoma
TCGA-CN-6019-01	1.4622157400528777	-0.748974842116872	-1.4622157400528777	head & neck squamous cell carcinoma
TCGA-CN-6020-01	1.479545708645364	-0.8670373663377631	-1.479545708645364	head & neck squamous cell carcinoma
TCGA-CN-6021-01	1.4012908780295859	-0.9615195177704533	-1.4012908780295859	head & neck squamous cell carcinoma
TCGA-CN-6022-01	1.558062139953396	-0.7986282373798156	-1.558062139953396	head & neck squamous cell carcinoma
TCGA-CN-6023-01	1.421459613148509	-0.4162360980494586	-1.421459613148509	head & neck squamous cell carcinoma
TCGA-CN-6024-01	1.4371200593679747	-0.6129751324857804	-1.4371200593679747	head & neck squamous cell carcinoma
TCGA-CN-6988-01	1.3265435967382835	-0.9682655727902645	-1.3265435967382835	head & neck squamous cell carcinoma
TCGA-CN-6989-01	1.475054391463023	-0.4388265086606479	-1.475054391463023	head & neck squamous cell carcinoma
TCGA-CN-6992-01	1.349791477463966	-0.5692775701692556	-1.349791477463966	head & neck squamous cell carcinoma
TCGA-CN-6994-01	1.5271555394579819	-0.7121268389902105	-1.5271555394579819	head & neck squamous cell carcinoma
TCGA-CN-6995-01	1.6111381018600486	-0.9602958293455861	-1.6111381018600486	head & neck squamous cell carcinoma
TCGA-CN-6996-01	1.5182591112294186	-0.7670575231556673	-1.5182591112294186	head & neck squamous cell carcinoma
TCGA-CN-6997-01	1.4745011128218126	-0.5203438921434249	-1.4745011128218126	head & neck squamous cell carcinoma
TCGA-CN-6998-01	1.519154947385264	-0.9871015270271295	-1.519154947385264	head & neck squamous cell carcinoma
TCGA-CN-A497-01	1.4081859932390568	-0.8176463372033269	-1.4081859932390568	head & neck squamous cell carcinoma
TCGA-CN-A498-01	1.507491763622916	-0.7962310393719305	-1.507491763622916	head & neck squamous cell carcinoma
TCGA-CN-A499-01	1.6270360150030232	-1.0347735306552697	-1.6270360150030232	head & neck squamous cell carcinoma
TCGA-CN-A49A-01	1.1716618341903415	-0.6425957288616262	-1.1716618341903415	head & neck squamous cell carcinoma
TCGA-CN-A49B-01	1.493961266777136	-0.7999399090276977	-1.493961266777136	head & neck squamous cell carcinoma
TCGA-CN-A49C-01	1.5169293625970524	-0.6036660675210278	-1.5169293625970524	head & neck squamous cell carcinoma
TCGA-CN-A63T-01	1.4262646429229635	-0.9910470521021906	-1.4262646429229635	head & neck squamous cell carcinoma
TCGA-CN-A63U-01	1.2157580818876497	-0.8502255195187802	-1.2157580818876497	head & neck squamous cell carcinoma
TCGA-CN-A63V-01	1.4884126155312998	-0.8767600966540978	-1.4884126155312998	head & neck squamous cell carcinoma
TCGA-CN-A63W-01	1.3695737738673595	-1.0529255562088742	-1.3695737738673595	head & neck squamous cell carcinoma
TCGA-CN-A641-01	1.3973242175206986	-0.7544052985481856	-1.3973242175206986	head & neck squamous cell carcinoma
TCGA-CN-A642-01	1.6279239816107083	-1.0187543429763548	-1.6279239816107083	head & neck squamous cell carcinoma
TCGA-CN-A6UY-01	1.3678742763561411	-0.735855553367335	-1.3678742763561411	head & neck squamous cell carcinoma
TCGA-CN-A6V1-01	1.4730824942437757	-0.7013003971224557	-1.4730824942437757	head & neck squamous cell carcinoma
TCGA-CN-A6V3-01	1.4893255541611157	-0.8802214473632276	-1.4893255541611157	head & neck squamous cell carcinoma
TCGA-CN-A6V6-01	1.5251878721877796	-1.0392159956142786	-1.5251878721877796	head & neck squamous cell carcinoma
TCGA-CN-A6V7-01	1.3919666447033765	-0.8086116061425549	-1.3919666447033765	head & neck squamous cell carcinoma
TCGA-CQ-5323-01	1.4245540627856417	-0.7400681872419628	-1.4245540627856417	head & neck squamous cell carcinoma
TCGA-CQ-5324-01	1.4563675537501692	-0.7132766885878866	-1.4563675537501692	head & neck squamous cell carcinoma
TCGA-CQ-5325-01	1.5401865620872863	-0.896666250114147	-1.5401865620872863	head & neck squamous cell carcinoma
TCGA-CQ-5326-01	1.5614603983185793	-1.0590701023866151	-1.5614603983185793	head & neck squamous cell carcinoma
TCGA-CQ-5327-01	1.523045948804445	-0.7927138936152113	-1.523045948804445	head & neck squamous cell carcinoma
TCGA-CQ-5329-01	1.627834576460509	-1.1583891828063086	-1.627834576460509	head & neck squamous cell carcinoma
TCGA-CQ-5330-01	1.6160492181457364	-0.9895490242323791	-1.6160492181457364	head & neck squamous cell carcinoma
TCGA-CQ-5331-01	1.6317502153709178	-1.0845840868482828	-1.6317502153709178	head & neck squamous cell carcinoma
TCGA-CQ-5332-01	1.328175468403476	-0.5517828336766171	-1.328175468403476	head & neck squamous cell carcinoma
TCGA-CQ-5333-01	1.6882105453493461	-1.4189321706028686	-1.6882105453493461	head & neck squamous cell carcinoma
TCGA-CQ-5334-01	1.6743013484392395	-1.1052034992365403	-1.6743013484392395	head & neck squamous cell carcinoma
TCGA-CQ-6218-01	1.5545088471951725	-0.9810928918426045	-1.5545088471951725	head & neck squamous cell carcinoma
TCGA-CQ-6219-01	1.5945715423469413	-0.8685925952520149	-1.5945715423469413	head & neck squamous cell carcinoma
TCGA-CQ-6220-01	1.4941394301860007	-0.7542229858539147	-1.4941394301860007	head & neck squamous cell carcinoma
TCGA-CQ-6221-01	1.5074040429398559	-0.689777206866944	-1.5074040429398559	head & neck squamous cell carcinoma
TCGA-CQ-6222-01	1.5300859546561147	-0.8347116703691703	-1.5300859546561147	head & neck squamous cell carcinoma
TCGA-CQ-6223-01	1.4978519602336582	-0.7728043917361653	-1.4978519602336582	head & neck squamous cell carcinoma
TCGA-CQ-6224-01	1.4595541705314001	-0.9222790869830306	-1.4595541705314001	head & neck squamous cell carcinoma
TCGA-CQ-6225-01	1.3205464025980342	-0.8972339536967177	-1.3205464025980342	head & neck squamous cell carcinoma
TCGA-CQ-6227-01	1.5270627899484417	-0.7245125611709783	-1.5270627899484417	head & neck squamous cell carcinoma
TCGA-CQ-6228-01	1.3252660554874152	-0.7087847243313496	-1.3252660554874152	head & neck squamous cell carcinoma
TCGA-CQ-6229-01	1.448249423095894	-0.6893830743993626	-1.448249423095894	head & neck squamous cell carcinoma
TCGA-CQ-7063-01	1.5236703555649331	-0.7820755723141437	-1.5236703555649331	head & neck squamous cell carcinoma
TCGA-CQ-7065-01	1.5025794984964442	-0.8126905022589135	-1.5025794984964442	head & neck squamous cell carcinoma
TCGA-CQ-7067-01	1.5389126131438275	-0.9531575599890184	-1.5389126131438275	head & neck squamous cell carcinoma
TCGA-CQ-7068-01	1.6206635108035004	-0.9553364635332895	-1.6206635108035004	head & neck squamous cell carcinoma
TCGA-CQ-7069-01	1.5544679615524108	-0.8782423217462791	-1.5544679615524108	head & neck squamous cell carcinoma
TCGA-CQ-7071-01	1.556500360708306	-0.9488566312890714	-1.556500360708306	head & neck squamous cell carcinoma
TCGA-CQ-7072-01	1.434925124934097	-0.7888543373966973	-1.434925124934097	head & neck squamous cell carcinoma
