gene	beta_subtype	pvalue_OLS	pvalue_LMM	fdr_OLS	fdr_LMM	status
RANBP3	0.0830853	0.00382633	0.00605666	0.00929785	0.0108545	same
RANBP6	0.173915	8.84426e-05	0.000280873	0.000324761	0.000616267	same
RANBP9	0.294179	2.68271e-07	9.95985e-09	1.53518e-06	3.6815e-08	same
RANGAP1	0.403323	1.14375e-06	3.22388e-15	5.93674e-06	2.12685e-14	same
RANGRF	-0.0272735	0.0110304	0.382001	0.0225342	0.456499	lost_with_LMM
RAP1A	0.172928	0.000216648	2.20495e-07	0.000729426	7.06043e-07	same
RAP1B	0.239262	7.80482e-08	2.74167e-09	4.8077e-07	1.07267e-08	same
RAP1GAP	-0.920572	0.00561436	3.79685e-13	0.0129261	2.11921e-12	same
RAP1GAP2	0.284959	5.93274e-06	3.98364e-06	2.72441e-05	1.11733e-05	same
RAP1GDS1	0.222411	1.27032e-05	2.04924e-07	5.50739e-05	6.59611e-07	same
RAP2A	0.611056	8.71682e-13	9.56448e-23	9.74339e-12	1.1245e-21	same
RAP2B	0.621334	2.02127e-14	1.80441e-28	2.73631e-13	3.18697e-27	same
RAP2C	0.0754941	0.00337255	0.0881132	0.00833879	0.125493	lost_with_LMM
RAPGEF1	0.0534244	0.0094907	0.275776	0.0199813	0.344416	lost_with_LMM
RAPGEF2	-0.319849	0.826508	1.97473e-05	0.854455	5.07664e-05	gained_with_LMM
RAPGEF3	-0.104786	0.0995463	0.156861	0.136115	0.210454	nonsig_both
RAPGEF4	-0.509934	0.000141862	1.27993e-06	0.000496623	3.75921e-06	same
RAPGEF5	0.77736	3.87698e-14	2.74131e-17	5.05722e-13	2.13011e-16	same
RAPGEF6	-0.0176042	0.345616	0.672772	0.40504	0.728717	nonsig_both
RAPGEFL1	0.203077	0.000347654	0.00575068	0.00111596	0.0103648	same
RAPSN	-0.00701369	0.020342	0.80102	0.0352894	0.83904	lost_with_LMM
RARA	0.28884	1.75973e-05	6.35349e-07	7.41504e-05	1.93547e-06	same
RARB	-0.724225	9.32449e-12	3.21656e-16	9.22991e-11	2.29111e-15	same
RARG	0.826684	3.45514e-14	1.18699e-52	4.54093e-13	8.63333e-51	same
RARRES1	1.02583	3.02969e-17	1.11197e-20	5.56076e-16	1.12737e-19	same
RARRES2	1.82388	1.00363e-28	1.56781e-32	5.96575e-27	3.72395e-31	same
RARS2	-0.113193	0.149163	1.89955e-05	0.193568	4.90165e-05	gained_with_LMM
RASA1	0.813951	3.57943e-14	5.04752e-19	4.69374e-13	4.56773e-18	same
RASA2	0.398054	4.60367e-09	1.86124e-10	3.32156e-08	8.11737e-10	same
RASA3	-0.00260049	0.0290499	0.963155	0.0470895	0.971117	lost_with_LMM
RASAL1	0.572875	5.24483e-11	1.29271e-17	4.73531e-10	1.03611e-16	same
RASAL2	0.428478	1.0129e-07	2.62252e-10	6.15838e-07	1.1282e-09	same
RASGRF1	2.32782	9.85325e-37	2.97876e-43	1.16547e-34	1.33645e-41	same
RASGRP1	0.895489	8.38396e-11	3.28694e-14	7.35954e-10	2.00959e-13	same
RASGRP2	0.0296851	0.863753	0.755011	0.887401	0.800107	nonsig_both
RASGRP3	-0.717653	3.30703e-07	3.2536e-16	1.86269e-06	2.31328e-15	same
RASIP1	-0.497236	0.000200272	7.76022e-08	0.000678584	2.61503e-07	same
RASL10A	-0.0577573	0.00535241	0.142742	0.012423	0.193461	lost_with_LMM
RASL11B	0.0317564	0.0396828	0.0188346	0.061556	0.0311251	gained_with_LMM
RASL12	-0.250315	0.0159999	0.00537828	0.0296987	0.00974766	same
RASSF1	0.0740984	0.00387609	0.103033	0.0094051	0.144631	lost_with_LMM
RASSF2	0.363189	2.98431e-05	0.000299656	0.000121005	0.000654781	same
RASSF4	-0.261202	0.589795	0.000518513	0.641808	0.00109976	gained_with_LMM
RASSF7	0.331396	1.11645e-06	1.58439e-05	5.80279e-06	4.13487e-05	same
RASSF8	0.188584	0.000373689	0.00656945	0.00118878	0.0117108	same
RASSF9	-0.0518507	0.31444	0.645724	0.372832	0.705291	nonsig_both
RAVER2	-0.500138	0.000213235	4.23213e-21	0.000718763	4.4407e-20	same
RAX	-0.00675998	0.0134156	0.310514	0.0262703	0.381625	lost_with_LMM
RB1	-0.0950296	0.148312	0.106513	0.192542	0.148874	nonsig_both
RB1CC1	0.102007	0.00272548	0.0483241	0.00693662	0.073205	lost_with_LMM
RBBP4	0.115877	0.00324728	0.076722	0.00806995	0.110984	lost_with_LMM
RBBP5	-0.0471982	0.0724532	0.197003	0.103473	0.257094	nonsig_both
RBBP6	-0.0534565	0.0672222	0.260098	0.0970499	0.327989	nonsig_both
RBBP7	0.0151964	0.0142727	0.587633	0.0273809	0.652245	lost_with_LMM
RBBP8	0.500287	2.26347e-11	1.65573e-15	2.13408e-10	1.11493e-14	same
RBBP9	-0.223706	0.353933	0.00063872	0.413257	0.00133763	gained_with_LMM
RBCK1	0.0951037	0.00296964	0.0213625	0.00747036	0.034894	same
RBFA	-0.0681968	0.5748	0.045898	0.628088	0.0699644	nonsig_both
RBFADN	-0.146478	0.000149856	0.00042652	0.000521336	0.00091308	same
RBFOX1	0.493745	0.0460122	0.00871113	0.0698383	0.0152409	gained_with_LMM
RBFOX2	0.381673	3.77257e-06	4.76122e-11	1.798e-05	2.19244e-10	same
RBKS	0.00228015	0.26038	0.960627	0.315767	0.96922	nonsig_both
RBL1	0.0922517	0.00361806	0.0629999	0.00885978	0.0930184	lost_with_LMM
RBL2	0.174392	0.00203701	0.0498165	0.00537238	0.075242	lost_with_LMM
RBM10	0.00939159	0.0176481	0.801065	0.0317742	0.83904	lost_with_LMM
RBM12	0.210423	9.1116e-05	1.61111e-06	0.000333845	4.67447e-06	same
RBM12B	-0.0836523	0.784577	0.173092	0.817748	0.229003	nonsig_both
RBM12B-AS1	-0.0302501	0.00698698	0.14824	0.015534	0.200125	lost_with_LMM
RBM14	0.0195119	0.0137293	0.53535	0.0267327	0.604683	lost_with_LMM
RBM15	-0.0187954	0.939554	0.550558	0.951499	0.618243	nonsig_both
RBM15B	0.244317	2.31643e-05	1.3372e-19	9.58496e-05	1.25974e-18	same
RBM17	0.393577	4.21673e-06	1.17067e-31	1.99259e-05	2.62616e-30	same
RBM19	0.0883729	0.00195055	0.019659	0.00516646	0.0323596	same
RBM22	0.185575	4.57133e-05	1.74165e-11	0.000178553	8.34139e-11	same
RBM23	-0.07306	0.096625	0.0797782	0.132663	0.114866	nonsig_both
RBM25	-0.188843	0.344389	0.0011825	0.403805	0.00237962	gained_with_LMM
RBM26	-0.0449451	0.0500738	0.266482	0.0752328	0.334782	nonsig_both
RBM28	-0.0198027	0.0596096	0.542911	0.08756	0.611415	nonsig_both
RBM3	0.121119	0.00285687	0.00352255	0.00723171	0.006583	same
RBM34	-0.0867049	0.000514272	0.00312376	0.00159442	0.00588279	same
RBM38	0.21549	4.06829e-05	0.000563899	0.000160674	0.00118849	same
RBM39	-0.0847771	0.074569	0.0623068	0.106061	0.0920879	nonsig_both
RBM41	-0.00168293	0.392071	0.980206	0.451574	0.984494	nonsig_both
RBM42	-0.0718702	0.0953634	0.19926	0.131177	0.25975	nonsig_both
RBM47	-0.308305	0.780983	2.14717e-09	0.814436	8.47718e-09	gained_with_LMM
RBM48	-0.221036	0.165842	6.92483e-10	0.212963	2.87756e-09	gained_with_LMM
RBM4B	-0.157122	0.58009	0.0016989	0.632835	0.00333795	gained_with_LMM
RBM5	-0.0673067	0.0943183	0.240688	0.12983	0.30632	nonsig_both
RBM6	-0.0774749	0.113978	0.202238	0.153254	0.263281	nonsig_both
RBM7	0.276107	1.01467e-09	2.33503e-11	7.93708e-09	1.10701e-10	same
RBM8A	0.0139983	0.0158071	0.678103	0.0294279	0.732933	lost_with_LMM
RBMS1	0.119778	0.00117038	0.0111083	0.0032961	0.0190731	same
RBMS2	0.347489	1.93488e-05	9.95618e-16	8.12093e-05	6.83203e-15	same
RBMS3	-0.163971	0.392416	0.00748947	0.451927	0.013238	gained_with_LMM
RBMX2	0.120067	0.000262043	0.00166751	0.000865593	0.00328012	same
RBMXL2	-0.0120131	0.0118533	0.169595	0.0238616	0.224885	lost_with_LMM
RBP1	1.14497	4.96404e-20	1.1079e-20	1.2474e-18	1.12422e-19	same
RBP3	0.0167187	0.0281418	0.00965673	0.0458332	0.0167427	same
RBP4	0.339341	0.0324742	0.000120656	0.0518013	0.00027818	gained_with_LMM
RBPJ	0.206358	7.09812e-05	4.42672e-13	0.000265896	2.4544e-12	same
RBPJL	0.0391138	0.0532018	0.00104376	0.0792757	0.00211973	gained_with_LMM
RBPMS	0.374883	5.5184e-06	1.03653e-18	2.55115e-05	9.08515e-18	same
RBX1	0.199078	9.15006e-05	0.000538253	0.000335149	0.00113895	same
RC3H1	-0.141566	0.481601	0.0148176	0.539463	0.0249123	gained_with_LMM
RC3H2	0.194839	0.000255641	0.000670737	0.000846116	0.00139981	same
RCAN1	-0.218308	0.974355	0.105386	0.979433	0.14751	nonsig_both
RCAN2	-1.16112	6.7041e-18	1.51899e-30	1.33059e-16	3.1538e-29	same
RCAN3	-0.297136	0.814803	1.1176e-08	0.844143	4.10125e-08	gained_with_LMM
RCBTB1	-0.528716	0.10008	2.3283e-16	0.136732	1.6882e-15	gained_with_LMM
RCBTB2	-0.308668	0.219288	3.96755e-09	0.271559	1.52879e-08	gained_with_LMM
RCC1	0.425283	6.77139e-11	1.59859e-17	6.02988e-10	1.27604e-16	same
RCE1	0.276629	1.01894e-09	4.93087e-12	7.96514e-09	2.48026e-11	same
RCHY1	-0.104777	0.472255	0.031889	0.530669	0.0503398	nonsig_both
RCL1	0.252771	7.25011e-12	2.60169e-15	7.26251e-11	1.72513e-14	same
RCN1	0.168251	0.000300743	0.00584577	0.000978795	0.0105104	same
RCN2	-0.168396	0.342396	0.00601926	0.401889	0.0107941	gained_with_LMM
RCN3	0.634946	2.37361e-09	2.26877e-08	1.77264e-08	8.04826e-08	same
RCOR1	0.155386	9.8218e-05	0.000355274	0.000357073	0.000769279	same
RCOR3	-0.0566682	0.0749461	0.252619	0.106533	0.319767	nonsig_both
RCVRN	-0.0219542	0.009828	0.0303548	0.0205509	0.0480928	same
RDH11	-0.591139	0.055914	1.01769e-41	0.0826604	4.22596e-40	gained_with_LMM
RDH16	0.0661451	0.11952	0.0337264	0.159496	0.0529263	nonsig_both
RDH8	0.00834812	0.0211151	0.0721855	0.0361753	0.10514	lost_with_LMM
RDX	-0.280237	0.816436	7.80365e-05	0.845461	0.000184907	gained_with_LMM
REC8	0.567634	3.29271e-06	1.62809e-06	1.58543e-05	4.72254e-06	same
RECK	-0.105536	0.719779	0.0570104	0.75995	0.0849569	nonsig_both
RECQL	0.472141	3.02376e-07	3.40168e-06	1.71884e-06	9.61702e-06	same
RECQL4	-0.191604	0.020112	0.00063305	0.0349892	0.00132683	same
RECQL5	-0.102805	0.125515	0.0384999	0.166472	0.0597289	nonsig_both
REEP1	-0.308887	3.59772e-05	0.000529944	0.000143933	0.00112238	same
REEP2	0.762127	1.02282e-15	9.85197e-16	1.58429e-14	6.77034e-15	same
REEP4	0.03291	0.0207088	0.464148	0.0356933	0.538403	lost_with_LMM
REEP5	-0.109677	0.0755457	0.00527993	0.107242	0.00958773	gained_with_LMM
REG1A	0.01276	0.0287228	0.582955	0.0466109	0.647912	lost_with_LMM
REG1B	0.00532242	0.0198758	0.363494	0.0346915	0.437733	lost_with_LMM
REG3A	0.00607328	0.0200694	0.210336	0.034941	0.272459	lost_with_LMM
REL	0.493819	3.63903e-08	1.71203e-07	2.35301e-07	5.55959e-07	same
RELA	0.307048	6.10001e-06	4.79694e-21	2.79355e-05	5.00643e-20	same
RELB	0.619646	2.45165e-16	1.13971e-23	4.11891e-15	1.43351e-22	same
RELN	0.111835	0.930573	0.424103	0.945019	0.498069	nonsig_both
REM1	-0.28076	6.17521e-06	8.93881e-05	2.82357e-05	0.000210103	same
REN	0.701224	2.93369e-07	2.28281e-11	1.67252e-06	1.08357e-10	same
RENBP	0.0289875	0.247184	0.823176	0.301356	0.858055	nonsig_both
REPIN1	-0.227537	0.574289	3.59447e-12	0.627677	1.83404e-11	gained_with_LMM
REPS1	0.181201	0.000210904	1.40158e-08	0.000711314	5.09705e-08	same
REPS2	-0.326061	0.00904813	7.67081e-06	0.0192015	2.07305e-05	same
RER1	-0.0321933	0.0364199	0.176931	0.0571149	0.233633	nonsig_both
RERE	-0.0527454	0.0396353	0.321856	0.0614985	0.393664	nonsig_both
RERGL	-0.146693	0.00484986	0.071278	0.0113857	0.103946	lost_with_LMM
REST	0.127217	0.00167729	0.021937	0.0045256	0.0357327	same
RET	1.01628	3.9099e-10	1.82671e-13	3.18964e-09	1.04908e-12	same
RETN	0.473927	0.0150952	5.00111e-07	0.0284522	1.54113e-06	same
RETSAT	-0.0335458	0.0486244	0.558124	0.0733942	0.624881	nonsig_both
REV1	-0.0905663	0.406665	0.155934	0.466091	0.209306	nonsig_both
REV3L	0.0300296	0.0491801	0.681775	0.074042	0.736253	nonsig_both
REXO2	0.413553	1.93504e-17	6.72186e-20	3.59672e-16	6.48912e-19	same
REXO4	0.0776717	0.00282682	0.0478261	0.00717116	0.0725351	lost_with_LMM
RFC1	0.0652966	0.00657793	0.181214	0.0147337	0.238724	lost_with_LMM
RFC2	0.110453	0.000354055	0.00148063	0.00113402	0.00294018	same
RFC3	0.186534	6.362e-06	6.49614e-05	2.90437e-05	0.000155849	same
RFC4	0.19283	1.32804e-07	1.106e-06	7.97857e-07	3.27051e-06	same
RFC5	-0.207946	0.100255	9.77864e-05	0.136924	0.000228604	gained_with_LMM
RFK	0.0989906	0.0028416	0.0701767	0.00720086	0.10248	lost_with_LMM
RFNG	-0.0640193	0.146612	0.226293	0.190695	0.290654	nonsig_both
RFPL1	-0.00247771	0.0156386	0.619436	0.0291955	0.681217	lost_with_LMM
RFPL1S	-0.0473587	0.00421425	0.0637932	0.0101104	0.0940592	lost_with_LMM
RFPL2	-0.0367347	0.0061554	0.0340134	0.0139096	0.053341	lost_with_LMM
RFPL3	-0.0125192	0.0123867	0.016306	0.0246849	0.0272426	same
RFPL3S	-0.0243698	0.00809079	0.0523874	0.0174932	0.0787088	lost_with_LMM
RFTN1	0.55679	6.75013e-10	2.43809e-17	5.37714e-09	1.90207e-16	same
RFWD3	0.155254	0.000226711	0.000160781	0.000759329	0.000365087	same
RFX1	0.0309053	0.0126279	0.471862	0.0250845	0.545622	lost_with_LMM
RFX2	0.073391	0.0228219	0.313596	0.0384193	0.384928	lost_with_LMM
RFX3	-0.10983	0.832383	0.0964362	0.859693	0.136138	nonsig_both
RFX4	-0.239458	2.93231e-08	6.09183e-30	1.92044e-07	1.20703e-28	same
RFX5	0.137735	0.000979822	0.0120224	0.00281564	0.0205163	same
RFX7	0.00379218	0.041722	0.94563	0.0642595	0.957403	nonsig_both
RFXANK	-0.29809	0.458169	6.18935e-09	0.517024	2.33497e-08	gained_with_LMM
RFXAP	-0.169171	0.0169403	0.00038748	0.0308796	0.000833926	same
RGCC	-0.921424	1.38517e-07	1.75714e-16	8.3011e-07	1.2828e-15	same
RGL1	0.415489	2.25533e-08	2.1652e-07	1.50569e-07	6.93615e-07	same
RGL2	-0.069513	0.0874614	0.142453	0.121737	0.193115	nonsig_both
RGN	-0.90239	1.54911e-12	2.13257e-27	1.68119e-11	3.454e-26	same
RGP1	-0.114422	0.318243	0.0331361	0.376663	0.0521258	nonsig_both
RGR	-0.00753813	0.0138398	0.485433	0.0268452	0.55894	lost_with_LMM
RGS1	0.898683	3.32704e-09	3.18991e-08	2.4365e-08	1.11671e-07	same
RGS10	0.490546	2.58145e-09	1.17487e-08	1.91929e-08	4.30062e-08	same
RGS11	0.286226	0.0208133	0.000677354	0.0358048	0.00141286	same
RGS12	0.28804	3.01506e-06	1.90584e-13	1.46075e-05	1.09185e-12	same
RGS13	0.164239	0.879872	0.0204529	0.90119	0.0335251	gained_with_LMM
RGS14	-0.249023	0.497965	0.000197454	0.554346	0.000442523	gained_with_LMM
RGS16	-1.17838	2.56429e-08	1.59119e-24	1.69553e-07	2.10302e-23	same
RGS17	-1.40393	7.57462e-40	1.20344e-48	1.24928e-37	7.37816e-47	same
RGS19	0.0942514	0.00726543	0.0836377	0.0160737	0.119892	lost_with_LMM
RGS2	1.00035	9.94633e-12	1.03796e-11	9.81226e-11	5.07284e-11	same
RGS20	-0.238031	7.65021e-06	0.000125366	3.44952e-05	0.000288247	same
RGS3	-0.0537728	0.0659773	0.338229	0.0955353	0.411498	nonsig_both
RGS4	1.67322	7.98932e-16	6.69413e-17	1.25729e-14	5.03781e-16	same
RGS5	-0.703122	0.279814	6.69113e-07	0.336236	2.03145e-06	gained_with_LMM
RGS6	-0.386007	0.00327376	1.56149e-06	0.00812886	4.5361e-06	same
RGS7	-0.0140412	0.0109749	0.0212551	0.0224469	0.0347331	same
RGS9	-0.520267	2.68385e-12	9.58829e-12	2.83646e-11	4.71364e-11	same
RGSL1	-0.0081527	0.0135781	0.206008	0.0264838	0.267415	lost_with_LMM
RHAG	9.93531e-05	0.0169852	0.97911	0.0309326	0.983573	lost_with_LMM
RHBDD3	-0.0651767	0.225323	0.216314	0.278267	0.279214	nonsig_both
RHBDF1	0.273451	1.80821e-05	2.80127e-05	7.61384e-05	7.04982e-05	same
RHBDF2	0.199307	4.40786e-05	0.000182936	0.000173034	0.000412513	same
RHBDL1	-0.237326	3.22714e-07	1.18795e-06	1.82119e-06	3.4987e-06	same
RHBG	-0.0449856	0.00368472	8.49825e-05	0.00899669	0.000200311	same
RHCG	-0.130356	5.92143e-05	2.63912e-10	0.000225789	1.13451e-09	same
RHD	0.0157111	0.086148	0.752806	0.120166	0.798182	nonsig_both
RHEB	0.2314	7.98336e-05	5.35326e-10	0.000295558	2.25573e-09	same
RHO	0.0109637	0.0239484	0.112739	0.0400108	0.15679	lost_with_LMM
RHOA	0.172199	0.00124176	8.37845e-11	0.00347041	3.76836e-10	same
RHOB	0.10762	0.00916344	0.27392	0.019404	0.342513	lost_with_LMM
RHOBTB1	-1.03165	2.78309e-24	4.02798e-36	1.12379e-22	1.20019e-34	same
RHOBTB2	-0.439866	0.518725	4.99821e-21	0.574182	5.19796e-20	gained_with_LMM
RHOBTB3	0.0890961	0.00921125	0.284082	0.0194946	0.353328	lost_with_LMM
RHOC	0.0482774	0.0117081	0.408231	0.0236341	0.48272	lost_with_LMM
RHOD	-0.102567	0.417262	0.115179	0.476511	0.159804	nonsig_both
RHOF	0.103826	0.495403	0.0340073	0.552242	0.0533386	nonsig_both
RHOG	0.33949	4.66503e-08	6.0698e-12	2.9705e-07	3.03102e-11	same
RHOH	0.872577	7.94104e-09	4.11267e-13	5.57158e-08	2.28568e-12	same
RHOQ	-0.088893	0.138203	0.0502798	0.181166	0.0758147	nonsig_both
RHOT1	-0.267559	0.620447	7.55552e-10	0.670304	3.12541e-09	gained_with_LMM
RHOT2	-0.162914	0.344957	0.00270266	0.404389	0.00515442	gained_with_LMM
RHPN1-AS1	-0.138813	7.7281e-05	0.000928279	0.000287198	0.00189574	same
RIBC2	-0.223475	2.74604e-06	4.38262e-05	1.3404e-05	0.000107141	same
RIC3	-0.38035	0.0454846	1.83103e-07	0.0691809	5.92795e-07	gained_with_LMM
RIC8B	-0.642554	2.01702e-08	3.75674e-31	1.3551e-07	8.10156e-30	same
RIMBP2	-1.51846	3.1665e-28	2.21445e-32	1.79129e-26	5.20707e-31	same
RIMS1	-0.0557099	0.00280561	1.82669e-05	0.00712351	4.72406e-05	same
RIMS2	1.07945	3.76299e-17	2.28084e-17	6.83172e-16	1.78773e-16	same
RIMS3	0.310188	5.68246e-05	4.79411e-05	0.000217527	0.000116713	same
RIN1	1.30291	2.11993e-40	7.14896e-49	4.00394e-38	4.45289e-47	same
RIN2	0.530256	4.53033e-11	1.89305e-21	4.13163e-10	2.03559e-20	same
RIN3	0.12652	0.00417732	0.0770008	0.0100369	0.11136	lost_with_LMM
RING1	-0.12998	0.209302	0.000658728	0.260765	0.00137646	gained_with_LMM
RINT1	0.00826224	0.411941	0.888573	0.471077	0.912416	nonsig_both
RIOK2	-0.0958441	0.472346	0.00279922	0.53067	0.00532124	gained_with_LMM
RIOK3	0.125149	0.00103185	0.000713316	0.00294348	0.00148312	same
RIPK1	0.0269534	0.0118609	0.42989	0.0238685	0.503804	lost_with_LMM
RIPK2	0.582861	1.0954e-24	5.53766e-43	4.66441e-23	2.43782e-41	same
RIPK4	0.456137	9.75888e-11	4.75248e-11	8.51488e-10	2.19014e-10	same
RIPPLY3	-0.0783288	0.00346551	0.0911174	0.00853083	0.129237	lost_with_LMM
RIT1	0.176072	2.72043e-05	2.79315e-07	0.000111036	8.84233e-07	same
RIT2	-0.00465709	0.0145985	0.312974	0.0278118	0.384285	lost_with_LMM
RITA1	-0.0236168	0.0659273	0.551782	0.0954865	0.619321	nonsig_both
RLBP1	0.0106563	0.0240883	0.395176	0.0402159	0.469528	lost_with_LMM
RLF	0.125974	0.00101616	0.0233771	0.00290439	0.0378887	same
RLN1	-0.00222582	0.0169011	0.865632	0.0308433	0.893403	lost_with_LMM
RLN2	0.0660341	0.170899	0.0594475	0.218618	0.0882294	nonsig_both
RMDN1	-0.32996	0.377754	2.01189e-14	0.437235	1.25182e-13	gained_with_LMM
RMDN3	-0.014913	0.0310216	0.634732	0.0498166	0.695426	lost_with_LMM
RMI1	0.139712	0.000866803	0.00936812	0.00252883	0.0162798	same
RMND1	0.109795	0.0011294	0.0117831	0.00319527	0.0201402	same
RMND5A	-0.160892	0.342343	0.0059122	0.401888	0.0106216	gained_with_LMM
RMND5B	-0.139529	0.263593	0.000185214	0.319036	0.000417168	gained_with_LMM
RN7SKP150	-0.000404377	0.0174759	0.972935	0.0315525	0.978954	lost_with_LMM
RNASE1	-0.161913	0.402605	0.075757	0.462251	0.109691	nonsig_both
RNASE2	0.272682	0.568133	3.26587e-08	0.62176	1.14193e-07	gained_with_LMM
RNASE3	0.0180425	0.0279154	0.0207147	0.0455341	0.0339115	same
RNASE4	0.0870987	0.124727	0.000226872	0.165595	0.000504399	gained_with_LMM
RNASE6	0.755406	1.38811e-12	8.36723e-13	1.51489e-11	4.52147e-12	same
RNASEH1	0.056896	0.00446413	0.119605	0.0106207	0.165299	lost_with_LMM
RNASEH2A	0.000585553	0.0173271	0.940947	0.0313699	0.954064	lost_with_LMM
RNASEH2B	-0.0999659	0.203129	0.0125218	0.254454	0.0212908	gained_with_LMM
RNASEL	-0.0706085	0.242666	0.125431	0.296682	0.172455	nonsig_both
RNASET2	-0.330434	0.00635418	1.69936e-05	0.0142899	4.41622e-05	same
RND1	-1.14523	7.85344e-25	4.38499e-30	3.36864e-23	8.77747e-29	same
RND2	-1.41584	1.10799e-19	6.50993e-47	2.6807e-18	3.54564e-45	same
RND3	1.67156	1.91255e-56	1.67376e-79	2.23959e-53	5.76463e-77	same
RNF10	-0.0950699	0.0694373	0.00023861	0.0996352	0.00052879	gained_with_LMM
RNF103	0.0204502	0.0207694	0.510464	0.0357556	0.581869	lost_with_LMM
RNF11	-0.0742859	0.0757444	0.109719	0.107498	0.152862	nonsig_both
RNF111	0.147494	0.000643801	0.0128933	0.00194804	0.0218781	same
RNF113A	-0.0081093	0.110811	0.820752	0.149561	0.855909	nonsig_both
RNF114	0.0215492	0.012524	0.443969	0.0249203	0.517868	lost_with_LMM
RNF115	0.157179	0.000280727	3.74297e-08	0.000921331	1.3033e-07	same
RNF121	0.00433459	0.0248066	0.91277	0.0412329	0.932195	lost_with_LMM
RNF122	0.131525	0.384862	0.0821688	0.444232	0.117989	nonsig_both
RNF123	-0.00413162	0.0863195	0.947716	0.120362	0.958686	nonsig_both
RNF125	0.666008	3.38822e-24	7.07515e-28	1.34953e-22	1.19209e-26	same
RNF126	0.0440558	0.013161	0.38481	0.0258929	0.459343	lost_with_LMM
RNF126P1	-0.03233	0.00840265	0.245689	0.0180608	0.311974	lost_with_LMM
RNF128	-0.0412557	0.0674402	0.494091	0.0973046	0.566846	nonsig_both
RNF13	-0.113625	0.206901	0.0125635	0.258213	0.0213493	gained_with_LMM
RNF130	0.158758	0.000341619	4.85513e-07	0.00109779	1.49851e-06	same
RNF138	0.094949	0.00114358	0.0255704	0.00322795	0.0411078	same
RNF139	0.431363	1.2587e-10	9.79515e-28	1.08939e-09	1.62236e-26	same
RNF14	-0.28047	0.839687	8.27357e-18	0.866022	6.7327e-17	gained_with_LMM
RNF141	0.0342218	0.0134758	0.488669	0.0263441	0.561893	lost_with_LMM
RNF144A	0.983452	1.6925e-23	4.4803e-34	6.09821e-22	1.18967e-32	same
RNF146	-0.168961	0.401907	0.0100106	0.461631	0.017305	gained_with_LMM
RNF167	-0.178764	0.237404	3.20741e-08	0.291008	1.12216e-07	gained_with_LMM
RNF17	-0.0238548	0.0251439	0.668917	0.0416494	0.725347	lost_with_LMM
RNF170	-0.0527291	0.0833526	0.290223	0.116865	0.359898	nonsig_both
RNF186	-0.0290872	0.00782607	0.0012785	0.0170531	0.00256182	same
RNF187	-0.391579	0.998419	3.88816e-08	0.998674	1.35025e-07	gained_with_LMM
RNF19A	0.0220937	0.0204498	0.681101	0.0354032	0.735765	lost_with_LMM
RNF19B	0.132853	0.00260751	0.0650851	0.00666243	0.0956869	lost_with_LMM
RNF2	0.136222	0.000234759	0.000236164	0.000783422	0.000523864	same
RNF208	0.181063	0.0010366	0.0183822	0.00295342	0.0304592	same
RNF216	0.0638072	0.00566061	0.0718811	0.01301	0.104784	lost_with_LMM
RNF220	0.110525	0.00114856	0.00215391	0.00323892	0.00416485	same
RNF24	0.369863	5.48093e-07	1.54249e-11	2.98242e-06	7.4362e-11	same
RNF25	-0.0407137	0.070225	0.339308	0.100653	0.412553	nonsig_both
RNF32	-0.162885	5.23817e-07	2.94698e-09	2.85829e-06	1.14992e-08	same
RNF34	0.137367	3.25753e-05	1.9537e-05	0.000131356	5.0281e-05	same
RNF38	-0.0410016	0.0831682	0.523809	0.116677	0.594591	nonsig_both
RNF39	0.67153	9.76557e-11	1.01997e-19	8.51488e-10	9.67117e-19	same
RNF4	-0.171586	0.458407	6.01168e-07	0.517243	1.8366e-06	gained_with_LMM
RNF40	-0.0561718	0.0818811	0.383565	0.115119	0.458181	nonsig_both
RNF41	0.0719396	0.00441392	0.0472457	0.0105076	0.0717292	lost_with_LMM
RNF43	0.556029	1.17862e-15	6.05772e-18	1.80649e-14	4.97796e-17	same
RNF44	0.0791196	0.00351756	0.0608043	0.00864541	0.0900263	lost_with_LMM
RNF5	0.100731	0.00240702	0.0128803	0.00620296	0.0218592	same
RNF6	-0.028084	0.0584132	0.566469	0.085986	0.632418	nonsig_both
RNF7	-0.156661	0.52457	6.19169e-05	0.579666	0.000148911	gained_with_LMM
RNF8	-0.0657221	0.208062	0.0123904	0.259385	0.0210859	gained_with_LMM
RNFT1	-0.0207276	0.169721	0.71067	0.217277	0.762083	nonsig_both
RNFT2	-0.32651	1.26077e-06	3.80318e-08	6.49235e-06	1.3227e-07	same
RNGTT	0.180361	1.14111e-05	1.80741e-05	4.99529e-05	4.6773e-05	same
RNH1	0.136177	0.0017935	0.00221647	0.00479934	0.00427874	same
RNLS	-0.280948	0.138327	1.00139e-11	0.181288	4.90229e-11	gained_with_LMM
RNMT	0.115417	0.00215739	0.022246	0.00562777	0.0361705	same
RNPEP	-0.107417	0.192265	0.0104287	0.242114	0.0179773	gained_with_LMM
RNPEPL1	0.11828	0.00248257	0.0209991	0.00637239	0.0343483	same
RNPS1	0.00657797	0.0174819	0.831062	0.0315526	0.865043	lost_with_LMM
ROBO1	0.442278	3.24452e-08	3.41311e-07	2.11192e-07	1.07066e-06	same
