gene	beta_subtype	pvalue_OLS	pvalue_LMM	fdr_OLS	fdr_LMM	status
GEM	0.380457	0.00559237	0.00722767	0.0128961	0.0128004	same
GEMIN2	0.110987	0.000390349	0.000281098	0.00123774	0.000616647	same
GEMIN4	0.122965	0.000736061	0.00550747	0.00218652	0.00996023	same
GEMIN6	-0.130965	0.162269	0.000775349	0.208901	0.00160016	gained_with_LMM
GEMIN7	-0.0521821	0.00294555	0.00293239	0.00742411	0.00555905	same
GEMIN8	-0.269788	0.195247	3.28752e-08	0.245474	1.14882e-07	gained_with_LMM
GFAP	0.00978576	0.179909	0.891114	0.228645	0.914385	nonsig_both
GFER	-0.1145	0.590542	0.0494371	0.642383	0.0747171	nonsig_both
GFI1	0.287298	0.00716279	5.15482e-05	0.0158736	0.000125105	same
GFI1B	0.00894831	0.0237521	0.353896	0.0397224	0.427538	lost_with_LMM
GFM1	-0.212161	0.439153	8.61056e-06	0.498592	2.31686e-05	gained_with_LMM
GFOD1	-0.0483063	0.971036	0.512895	0.97696	0.584014	nonsig_both
GFOD2	-0.443587	0.00177177	1.25364e-11	0.00474443	6.08126e-11	same
GFPT1	-0.2116	0.34841	0.00371051	0.407621	0.00690451	gained_with_LMM
GFPT2	0.923671	1.33951e-11	1.51819e-12	1.29848e-10	8.02619e-12	same
GFRA1	0.0662393	0.94043	0.636253	0.95222	0.696755	nonsig_both
GFRA2	0.533871	8.51805e-05	0.00143123	0.000313668	0.00284593	same
GFRA3	-0.0152132	0.0138038	0.549565	0.0268108	0.617481	lost_with_LMM
GFRA4	0.104078	0.827052	0.0432086	0.854942	0.0662788	nonsig_both
GGA1	0.197443	0.000171566	9.31833e-06	0.000588987	2.49526e-05	same
GGA2	-0.164271	0.144548	0.00212147	0.188387	0.00410618	gained_with_LMM
GGA3	0.454348	2.30628e-09	1.67337e-20	1.72346e-08	1.68488e-19	same
GGCT	1.25697	5.04594e-31	2.52776e-38	3.6474e-29	8.79552e-37	same
GGCX	0.212304	7.14075e-05	1.5537e-06	0.000267376	4.51572e-06	same
GGH	0.227488	0.00559452	0.00171631	0.0128986	0.00336989	same
GGNBP2	0.0329544	0.00945715	0.26145	0.0199322	0.329379	lost_with_LMM
GGPS1	-0.0400535	0.242652	0.237042	0.296682	0.302638	nonsig_both
GGT5	0.717004	2.08815e-09	2.20829e-14	1.57148e-08	1.36676e-13	same
GGTLC1	-0.64054	5.97451e-15	3.24024e-25	8.56323e-14	4.48501e-24	same
GGTLC2	-0.200715	4.7322e-05	0.00012727	0.000184468	0.000292405	same
GH1	-0.0100116	0.0126943	0.00638198	0.0251779	0.011394	same
GH2	0.00375224	0.019159	0.381483	0.0337708	0.456019	lost_with_LMM
GHITM	-0.261824	0.60723	4.14527e-11	0.658151	1.92014e-10	gained_with_LMM
GHR	-0.433367	4.73338e-07	2.16398e-06	2.60103e-06	6.20322e-06	same
GHRH	-0.00980432	0.012553	0.0517898	0.0249653	0.0778908	lost_with_LMM
GHRHR	-0.00627546	0.0141516	0.334174	0.0272065	0.407199	lost_with_LMM
GHSR	-0.0157489	0.0100007	0.00836537	0.0208387	0.0146974	same
GID4	-0.127682	0.51647	0.00164888	0.572118	0.0032473	gained_with_LMM
GID8	0.127623	0.00102503	0.000257218	0.00292688	0.000567558	same
GIGYF2	0.0295715	0.0145071	0.548995	0.0276899	0.617138	lost_with_LMM
GIMAP4	-0.127561	0.63104	0.117333	0.680252	0.162504	nonsig_both
GIMAP6	-0.297345	0.215646	0.00116095	0.267757	0.00233868	gained_with_LMM
GIN1	-0.208567	9.86971e-07	5.99862e-09	5.17111e-06	2.26739e-08	same
GINS1	0.252286	0.00142546	1.31372e-05	0.003911	3.45545e-05	same
GINS2	0.00719341	0.575273	0.928845	0.6284	0.944057	nonsig_both
GINS3	0.0720283	0.247518	0.0777438	0.301606	0.112337	nonsig_both
GINS4	0.0140557	0.234692	0.770498	0.288166	0.81328	nonsig_both
GIP	0.0119615	0.0251985	0.103875	0.0417126	0.145634	lost_with_LMM
GIPC1	0.157911	0.00118971	0.00359639	0.00334491	0.00670707	same
GIPC2	-0.169805	5.7351e-05	0.00105733	0.000219327	0.00214581	same
GIPR	-0.0564193	0.0605301	0.481913	0.0886452	0.555508	nonsig_both
GIT1	0.157835	0.000571607	3.48161e-07	0.00175269	1.09126e-06	same
GIT2	-0.0885106	0.768721	0.215848	0.803773	0.278737	nonsig_both
GJA1	0.76841	5.77763e-09	7.12199e-11	4.12034e-08	3.22375e-10	same
GJA3	-0.113553	0.00788445	0.093348	0.017151	0.132129	lost_with_LMM
GJA4	-0.0392218	0.190885	0.770468	0.240661	0.81328	nonsig_both
GJA5	0.172279	0.0144826	0.0652981	0.0276613	0.0959158	lost_with_LMM
GJA8	-0.00578019	0.0143552	0.277479	0.0274795	0.346147	lost_with_LMM
GJB1	-0.365904	1.125e-08	1.80582e-20	7.78591e-08	1.81512e-19	same
GJB3	2.21805	8.58427e-43	1.54842e-53	2.13876e-40	1.19289e-51	same
GJB4	0.585161	1.03267e-05	1.18192e-16	4.55636e-05	8.73752e-16	same
GJB5	0.138017	0.937907	0.0233832	0.950561	0.0378934	gained_with_LMM
GJC1	-0.463103	0.00377501	4.859e-05	0.00918649	0.00011817	same
GJC2	0.43155	0.00175541	0.000312883	0.00470709	0.000681776	same
GJD2	-0.00544503	0.0146834	0.271681	0.0279132	0.340109	lost_with_LMM
GK	-0.213047	3.70303e-06	3.52661e-06	1.76629e-05	9.93661e-06	same
GK2	-0.00172236	0.0161369	0.640765	0.0298851	0.70059	lost_with_LMM
GK3P	-0.0174972	0.00979294	0.00150521	0.0204845	0.00298392	same
GKN1	0.00493355	0.0197017	0.252961	0.0344442	0.320097	lost_with_LMM
GLA	-0.0500427	0.772591	0.267994	0.807411	0.336393	nonsig_both
GLB1L	-0.0307286	0.153695	0.612722	0.198958	0.675286	nonsig_both
GLB1L2	-0.52607	0.0138036	4.84979e-13	0.0268108	2.68009e-12	same
GLCE	0.562923	4.19673e-14	3.82533e-20	5.46042e-13	3.77059e-19	same
GLDC	-1.19926	1.2302e-13	3.81812e-13	1.5132e-12	2.12905e-12	same
GLE1	-0.00418991	0.0249686	0.894467	0.0414491	0.916779	lost_with_LMM
GLG1	0.204656	0.000752623	3.73704e-08	0.00223176	1.30163e-07	same
GLI1	0.130414	0.577173	0.046117	0.630181	0.0702433	nonsig_both
GLI2	0.37642	0.00691758	2.54756e-07	0.015406	8.10431e-07	same
GLI3	-0.192978	0.303303	0.035475	0.361345	0.0554104	nonsig_both
GLIPR1	0.462924	2.99916e-08	1.9162e-07	1.95983e-07	6.19e-07	same
GLMN	-0.413182	3.01341e-15	8.84521e-30	4.44421e-14	1.73497e-28	same
GLO1	-0.0938112	0.142861	0.00318612	0.186396	0.0059906	gained_with_LMM
GLOD4	0.0629015	0.00423683	0.0362524	0.0101563	0.0564891	lost_with_LMM
GLP1R	1.0343	4.54325e-07	4.79239e-08	2.50596e-06	1.65153e-07	same
GLP2R	0.021035	0.0415064	0.289223	0.0639947	0.359	nonsig_both
GLRA1	0.112058	0.305441	0.0101658	0.363524	0.0175577	gained_with_LMM
GLRA2	-0.0208887	0.0106752	0.00198645	0.0219966	0.00386657	same
GLRA3	0.014685	0.0279367	0.262993	0.0455625	0.331005	lost_with_LMM
GLRB	0.122459	0.0802957	0.143117	0.11323	0.193925	nonsig_both
GLRX	0.174759	0.00477617	0.0405374	0.0112488	0.0625666	lost_with_LMM
GLRX2	-0.0669846	0.755579	0.0738674	0.792248	0.107385	nonsig_both
GLRX3	0.268016	1.94515e-06	1.47455e-15	9.70916e-06	9.95789e-15	same
GLRX5	-0.147346	0.601924	0.000149495	0.653186	0.000341046	gained_with_LMM
GLS	0.81769	1.02529e-11	1.76871e-32	1.00807e-10	4.18415e-31	same
GLS2	0.103612	0.210702	5.3793e-06	0.262277	1.4832e-05	gained_with_LMM
GLT8D1	-0.222982	0.616649	1.96998e-12	0.667001	1.03215e-11	gained_with_LMM
GLT8D2	-0.565943	0.000173209	6.04578e-05	0.00059393	0.000145491	same
GLTP	0.0321201	0.0105274	0.306349	0.0217579	0.377298	lost_with_LMM
GLUD1	0.322815	1.45035e-05	1.37409e-12	6.21199e-05	7.29073e-12	same
GLUD2	0.0148099	0.0958747	0.764412	0.131771	0.807875	nonsig_both
GLUL	-0.116845	0.072111	0.0838146	0.103066	0.120116	nonsig_both
GLYAT	-0.00900086	0.0132377	0.377483	0.0260133	0.452022	lost_with_LMM
GLYR1	-0.0871434	0.0696461	0.0234545	0.099921	0.037993	gained_with_LMM
GM2A	0.311235	1.41496e-05	5.19729e-06	6.07374e-05	1.4364e-05	same
GMCL1	0.261953	1.20183e-06	1.61338e-08	6.21618e-06	5.8239e-08	same
GMDS	-0.131397	0.97916	0.0062967	0.983275	0.0112539	gained_with_LMM
GMEB1	0.0605873	0.00392766	0.0967225	0.00951053	0.136493	lost_with_LMM
GMEB2	-0.184528	0.828744	7.92288e-07	0.856313	2.38624e-06	gained_with_LMM
GMFB	0.121555	0.00129792	0.0189712	0.00361098	0.0313244	same
GMFG	0.0315073	0.218244	0.725577	0.270523	0.7753	nonsig_both
GMIP	-0.0523933	0.15608	0.239519	0.201644	0.305032	nonsig_both
GML	0.00801411	0.0207056	0.0481293	0.035693	0.0729572	lost_with_LMM
GMNN	-0.149139	0.0296876	0.00396966	0.047997	0.00733892	same
GMPPA	-0.379465	0.232993	4.02671e-16	0.286471	2.83711e-15	gained_with_LMM
GMPR	-0.000749607	0.354934	0.991244	0.414204	0.99362	nonsig_both
GMPR2	-0.170329	0.300689	5.80665e-09	0.358707	2.19909e-08	gained_with_LMM
GMPS	-0.141302	0.317398	0.000335862	0.375883	0.000730081	gained_with_LMM
GNA11	0.0213138	0.0138095	0.550328	0.0268134	0.618103	lost_with_LMM
GNA12	0.272133	6.04427e-06	6.63851e-11	2.76976e-05	3.0154e-10	same
GNA13	0.118157	0.00232827	0.0272488	0.00601856	0.0435788	same
GNA14	-1.97105	1.14814e-45	2.46462e-65	3.95431e-43	3.95352e-63	same
GNA15	0.957067	3.44233e-17	7.32436e-20	6.27876e-16	7.03018e-19	same
GNAI1	-1.13989	5.08062e-19	1.33321e-41	1.13755e-17	5.51656e-40	same
GNAI2	0.327456	0.000118123	2.11686e-18	0.000423261	1.79756e-17	same
GNAI3	0.0769306	0.00335122	0.0149609	0.00829658	0.0251351	same
GNAL	-0.0414093	0.98187	0.687935	0.985332	0.741574	nonsig_both
GNAO1	0.583612	9.07192e-07	8.28195e-06	4.77877e-06	2.23151e-05	same
GNAQ	-0.091128	0.0987969	0.0433235	0.135216	0.0664117	nonsig_both
GNAS	-1.33509	0.0818905	2.30654e-71	0.115119	5.09616e-69	gained_with_LMM
GNAT1	0.0120928	0.0247447	0.0450984	0.0411416	0.0688799	lost_with_LMM
GNAT2	-0.00794418	0.0135582	0.523117	0.0264523	0.593863	lost_with_LMM
GNAT3	-0.0510003	0.00326753	1.22954e-10	0.00811511	5.45169e-10	same
GNAZ	0.631094	1.87502e-16	1.7899e-17	3.1921e-15	1.4162e-16	same
GNB1	0.205054	0.000618511	1.82322e-14	0.00188124	1.13866e-13	same
GNB1L	0.350114	1.7274e-07	2.88108e-08	1.01904e-06	1.01253e-07	same
GNB2	0.0700781	0.00655195	0.106249	0.0146783	0.148594	lost_with_LMM
GNB3	0.144931	0.729876	0.0521561	0.769224	0.0784217	nonsig_both
GNB5	0.212661	2.9759e-05	9.63359e-08	0.000120706	3.21303e-07	same
GNE	0.0465977	0.0203894	0.392475	0.0353195	0.466824	lost_with_LMM
GNG10	-0.0224441	0.0109293	0.0184333	0.0223705	0.0305266	same
GNG11	-0.607903	0.000174178	2.71351e-10	0.000596907	1.16478e-09	same
GNG12	0.365751	4.14003e-06	1.59375e-11	1.95878e-05	7.67069e-11	same
GNG13	-0.00684734	0.0138995	0.404015	0.0269119	0.478557	lost_with_LMM
GNG3	-0.00110145	0.0165925	0.866169	0.0304485	0.893628	lost_with_LMM
GNG4	-0.0522515	0.0189624	0.415531	0.0334917	0.489919	lost_with_LMM
GNG5	0.0607376	0.315689	0.379819	0.374086	0.454541	nonsig_both
GNG7	-0.360781	0.00566445	7.59292e-16	0.0130137	5.25487e-15	same
GNGT1	-0.00184574	0.0159313	0.600089	0.0296025	0.663931	lost_with_LMM
GNL1	0.157215	0.0012264	0.000194432	0.0034324	0.000436418	same
GNL2	0.201448	5.32172e-05	1.17004e-11	0.000204856	5.69222e-11	same
GNL3L	0.0924409	0.00346718	0.086142	0.00853313	0.12309	lost_with_LMM
GNLY	1.7792	2.89112e-21	1.20338e-22	8.1373e-20	1.40494e-21	same
GNMT	-0.55782	9.47991e-19	2.05861e-31	2.06338e-17	4.52275e-30	same
GNPAT	-0.0383676	0.0589529	0.119814	0.0867041	0.165548	nonsig_both
GNPDA1	0.0106476	0.0201896	0.812183	0.0350772	0.84856	lost_with_LMM
GNPTAB	0.174063	0.000371015	0.000290641	0.00118156	0.000636673	same
GNRH1	-0.0242079	0.0503464	0.646202	0.0755817	0.705682	nonsig_both
GNRH2	-0.226139	1.59379e-06	1.38494e-29	8.06884e-06	2.65863e-28	same
GNRHR	-0.0687816	0.00166655	0.000589598	0.00450389	0.00123953	same
GNS	-0.072171	0.0545665	0.123778	0.0809853	0.170422	nonsig_both
GOLGA1	-0.226988	0.44155	2.25732e-07	0.500877	7.22023e-07	gained_with_LMM
GOLGA2	-0.00255574	0.0205665	0.944393	0.0355348	0.956648	lost_with_LMM
GOLGA2P5	-0.205029	0.633944	0.0213977	0.682871	0.0349466	gained_with_LMM
GOLGA3	0.203211	0.000195086	9.94828e-08	0.000663509	3.31326e-07	same
GOLGA4	-0.19232	0.276286	0.0123276	0.332441	0.0209851	gained_with_LMM
GOLGA5	-0.0711981	0.109742	0.0389152	0.148323	0.0602774	nonsig_both
GOLGA6A	-0.0213202	0.0087134	9.27302e-07	0.0186125	2.76796e-06	same
GOLGA7	0.0869982	0.6609	0.203186	0.706965	0.264397	nonsig_both
GOLGA8A	-0.979911	0.000352514	1.05166e-10	0.00112939	4.69141e-10	same
GOLGA8N	-1.1644	5.32277e-31	1.06191e-55	3.80059e-29	9.14332e-54	same
GOLGB1	-0.0347096	0.0365946	0.495058	0.0573351	0.567679	nonsig_both
GOLIM4	0.273358	0.000119459	0.000121137	0.000427395	0.000279181	same
GOLM1	0.178612	0.00102081	0.0106022	0.00291554	0.0182603	same
GOLPH3	0.148939	0.000491109	0.000173814	0.00152705	0.000393079	same
GOLPH3L	-0.0964268	0.22348	0.0130353	0.276224	0.0220999	gained_with_LMM
GOLT1B	0.0390081	0.0104977	0.344616	0.0217072	0.417801	lost_with_LMM
GON4L	0.191195	0.000160211	0.00039137	0.000552599	0.00084137	same
GORASP1	-0.264906	0.993943	1.25631e-14	0.995133	7.95638e-14	gained_with_LMM
GORASP2	0.11052	0.00168273	0.000243159	0.00453296	0.000538259	same
GOSR1	-0.148748	0.339749	1.09824e-05	0.399364	2.91531e-05	gained_with_LMM
GOSR2	-0.190075	0.503395	7.51548e-11	0.5597	3.39662e-10	gained_with_LMM
GOT1	-0.43792	0.0993673	5.93213e-09	0.135886	2.24516e-08	gained_with_LMM
GOT2	-0.345914	0.700088	1.45188e-26	0.743047	2.25186e-25	gained_with_LMM
GP1BA	-0.0289792	0.0315507	0.623863	0.0505208	0.685506	nonsig_both
GP2	0.0148075	0.0335241	0.608772	0.053179	0.67176	nonsig_both
GP5	-0.14896	8.37234e-05	0.000116672	0.00030869	0.000269882	same
GP6	-0.189579	1.42985e-05	7.24959e-13	6.12868e-05	3.93934e-12	same
GP9	-0.0590873	0.00284692	5.06727e-11	0.00720808	2.32697e-10	same
GPA33	0.280564	0.617278	2.01132e-08	0.667473	7.18065e-08	gained_with_LMM
GPAA1	-0.241189	0.495878	1.05587e-05	0.552444	2.81006e-05	gained_with_LMM
GPALPP1	-0.0237179	0.0517031	0.551527	0.0773136	0.619094	nonsig_both
GPATCH1	-0.0794166	0.533127	0.039438	0.588123	0.0610387	nonsig_both
GPATCH2	-0.0889808	0.643821	0.0241461	0.691982	0.0390109	gained_with_LMM
GPATCH2L	0.0250933	0.0206215	0.644198	0.0355794	0.703887	lost_with_LMM
GPATCH3	-0.083941	0.553827	0.0220656	0.608378	0.0359122	gained_with_LMM
GPATCH4	0.138146	0.000642856	0.00910073	0.00194568	0.0158562	same
GPATCH8	0.118204	0.0030048	0.0684651	0.00754582	0.100128	lost_with_LMM
GPBP1L1	0.0586319	0.00669918	0.0800194	0.0149852	0.115128	lost_with_LMM
GPC1	-0.210238	0.586182	0.00581142	0.638122	0.0104566	gained_with_LMM
GPC3	0.045822	0.663812	0.748783	0.709431	0.794801	nonsig_both
GPC4	-0.0840493	0.200704	0.223424	0.25174	0.287189	nonsig_both
GPC5	0.140726	0.848915	0.0897884	0.87407	0.127631	nonsig_both
GPD1	-0.286581	0.000161147	0.000450762	0.000555663	0.000961811	same
GPD1L	-0.653114	0.00189471	2.28609e-20	0.00502993	2.28414e-19	same
GPD2	0.145533	0.00133717	0.0065833	0.00370433	0.0117301	same
GPER1	-1.10557	8.29891e-18	5.96887e-29	1.62509e-16	1.09383e-27	same
GPHN	-0.0172433	0.0926381	0.788204	0.127893	0.828311	nonsig_both
GPI	-0.181179	0.243163	4.89346e-06	0.297196	1.35691e-05	gained_with_LMM
GPKOW	0.0407606	0.0078235	0.241366	0.0170507	0.307117	lost_with_LMM
GPLD1	-0.109008	0.45518	0.204643	0.514146	0.265909	nonsig_both
GPM6A	-0.849614	1.57329e-08	1.92443e-08	1.07112e-07	6.89567e-08	same
GPM6B	-0.490698	4.69249e-09	4.49954e-10	3.3794e-08	1.90628e-09	same
GPN1	0.140747	4.23215e-05	4.24634e-06	0.000166751	1.18675e-05	same
GPN2	-0.05325	0.0925267	0.0500543	0.1278	0.0755524	nonsig_both
GPN3	0.178158	7.1852e-06	5.30313e-06	3.25375e-05	1.46427e-05	same
GPNMB	2.02987	4.1555e-24	4.94001e-28	1.63292e-22	8.51952e-27	same
GPR1	0.185989	0.846715	0.00573855	0.872188	0.0103446	gained_with_LMM
GPR107	-0.111539	0.0860199	0.0309217	0.120016	0.0489117	gained_with_LMM
GPR12	0.118764	0.261305	0.00040319	0.316561	0.000865509	gained_with_LMM
GPR132	0.54975	1.0597e-07	3.02882e-07	6.4329e-07	9.57288e-07	same
GPR135	-0.317598	5.34322e-08	1.62292e-09	3.37846e-07	6.47951e-09	same
GPR137	-0.262693	0.685694	9.62606e-10	0.729753	3.93168e-09	gained_with_LMM
GPR137B	0.0117541	0.0411646	0.82796	0.0635347	0.862504	nonsig_both
GPR143	0.0593062	0.647846	0.287229	0.695606	0.356789	nonsig_both
GPR15	0.0533426	0.0782829	0.078286	0.110712	0.113009	nonsig_both
GPR153	1.40763	4.36495e-47	6.9568e-62	1.70379e-44	9.69811e-60	same
GPR157	-0.469889	9.00676e-06	4.49705e-18	4.00415e-05	3.72422e-17	same
GPR161	0.841944	5.93598e-22	2.81146e-26	1.81211e-20	4.28117e-25	same
GPR162	-0.0277892	0.666063	0.776479	0.711195	0.818487	nonsig_both
GPR17	-0.149862	5.7658e-05	3.64079e-05	0.000220429	9.00774e-05	same
GPR171	0.411903	0.00160149	1.34128e-08	0.00434511	4.88384e-08	same
GPR173	0.431681	3.65742e-05	2.06745e-05	0.000146072	5.308e-05	same
GPR176	-0.265588	0.047289	0.000541944	0.0715722	0.00114655	gained_with_LMM
GPR18	0.188952	0.768163	0.00378907	0.803426	0.0070395	gained_with_LMM
GPR182	0.0182147	0.0379899	0.57108	0.0592595	0.636769	nonsig_both
GPR183	0.352275	0.00204917	0.0100669	0.00539838	0.0173921	same
GPR19	-0.0388372	0.00788856	0.238819	0.017151	0.304306	lost_with_LMM
GPR20	0.0563966	0.11498	0.011533	0.154449	0.0197414	gained_with_LMM
GPR21	-0.0283998	0.00795973	0.0928683	0.0172692	0.13153	lost_with_LMM
GPR22	-0.00431319	0.0151777	0.609965	0.0285517	0.672569	lost_with_LMM
GPR25	0.0970908	0.345421	0.00198767	0.404852	0.00386778	gained_with_LMM
GPR27	0.248785	0.000135167	0.00271112	0.000476031	0.00516886	same
GPR3	-0.456437	2.19076e-11	7.0149e-11	2.06885e-10	3.17897e-10	same
GPR31	0.0346509	0.0669002	0.0221406	0.0966804	0.0360092	gained_with_LMM
GPR32	0.00368472	0.0190513	0.476072	0.0336182	0.549946	lost_with_LMM
GPR35	0.0360526	0.204841	0.512808	0.25616	0.583972	nonsig_both
GPR37	0.300292	0.0835447	0.000377101	0.117079	0.000813083	gained_with_LMM
GPR37L1	-0.147209	4.54452e-05	0.000359868	0.000177684	0.000778074	same
GPR39	0.464988	1.21408e-09	1.14872e-16	9.37169e-09	8.51358e-16	same
GPR4	-0.388728	0.0163801	3.98435e-05	0.0301495	9.80801e-05	same
GPR45	-0.0265874	0.00632284	0.00864988	0.0142358	0.0151405	same
GPR50	0.00334714	0.0186662	0.384812	0.0331257	0.459343	lost_with_LMM
GPR52	0.00058466	0.0176443	0.942969	0.0317742	0.955574	lost_with_LMM
GPR6	-0.00175633	0.0162179	0.782963	0.0299639	0.82406	lost_with_LMM
GPR63	-0.162681	1.40688e-05	5.04849e-05	6.0457e-05	0.0001226	same
GPR65	0.335841	0.0195768	1.39669e-05	0.0343026	3.66627e-05	same
GPR68	0.737788	9.77502e-09	1.48578e-10	6.79724e-08	6.52851e-10	same
GPR75	0.059781	0.828106	0.297456	0.85588	0.367543	nonsig_both
GPR85	0.0532	0.342035	0.247558	0.401608	0.314074	nonsig_both
GPR87	0.0333084	0.0454333	0.00371557	0.069121	0.00691282	gained_with_LMM
GPR88	0.05552	0.108342	0.0481628	0.146651	0.0729948	nonsig_both
GPRASP1	-0.447894	0.0820476	1.51544e-07	0.115312	4.95002e-07	gained_with_LMM
GPRC5A	0.474082	1.02936e-05	2.40724e-10	4.54519e-05	1.03941e-09	same
GPRC5B	0.607727	7.10654e-09	3.9016e-16	5.01915e-08	2.75393e-15	same
GPRC5C	-0.0355537	0.0414345	0.574621	0.0638924	0.639986	nonsig_both
GPRC5D	-0.00881719	0.0171511	0.74857	0.0311235	0.794719	lost_with_LMM
GPRIN2	-0.466594	2.90338e-11	7.40791e-11	2.71121e-10	3.34929e-10	same
GPS1	-0.254611	0.528859	3.08802e-11	0.583799	1.45049e-10	gained_with_LMM
GPS2	-0.0586912	0.00503216	0.0578414	0.0117548	0.0861076	lost_with_LMM
GPSM2	-0.176907	0.000142457	0.00113072	0.000498407	0.00228128	same
GPSM3	0.602234	1.07906e-09	8.54837e-09	8.39585e-09	3.18693e-08	same
GPT	-0.485136	3.241e-08	2.76556e-07	2.11079e-07	8.76208e-07	same
GPX1	-0.0337668	0.0458456	0.634516	0.0696216	0.695255	nonsig_both
GPX2	-0.0295684	0.00976368	0.259546	0.0204384	0.327454	lost_with_LMM
GPX3	-0.871928	0.442498	1.04094e-15	0.501661	7.11996e-15	gained_with_LMM
GPX4	0.230863	0.000516167	0.000218228	0.00159945	0.000485919	same
GPX5	-0.0124468	0.0117935	0.00347772	0.0237698	0.0065034	same
GPX7	-0.154292	0.616197	0.0476506	0.666575	0.0722784	nonsig_both
GRAMD1B	-1.23669	7.57334e-23	1.36814e-34	2.54838e-21	3.70854e-33	same
GRAMD1C	0.20236	0.00440589	0.0382607	0.0104971	0.0593893	lost_with_LMM
GRAMD4	0.239639	3.5706e-05	3.84658e-05	0.000142946	9.48883e-05	same
GRAP	-0.200047	6.57684e-06	3.47319e-06	2.99509e-05	9.80026e-06	same
GRAP2	0.416608	2.72609e-05	1.01185e-07	0.000111228	3.36518e-07	same
GRB10	-0.498441	0.133076	4.12165e-09	0.175309	1.58608e-08	gained_with_LMM
GRB14	-0.615784	6.4444e-20	1.49174e-20	1.58871e-18	1.50589e-19	same
GRB2	0.121787	0.0021815	1.2882e-05	0.00568813	3.39365e-05	same
GRB7	1.5047	6.44593e-34	2.75479e-62	5.94345e-32	3.88657e-60	same
GREB1	0.00706705	0.807852	0.964387	0.838128	0.972107	nonsig_both
GREB1L	0.261147	0.00439628	0.0205096	0.0104784	0.0335945	same
GREM1	1.02948	7.32389e-08	1.79732e-09	4.52335e-07	7.15142e-09	same
GREM2	0.0381173	0.325998	0.654744	0.385132	0.713546	nonsig_both
GRHL2	0.126647	0.00141582	0.0254273	0.00388728	0.0409058	same
GRHPR	-0.111658	0.17609	0.00236427	0.224303	0.00454309	gained_with_LMM
GRIA1	0.00612214	0.0242811	0.750809	0.0404743	0.79648	lost_with_LMM
GRIA2	0.197809	0.485545	0.000239753	0.543049	0.000531122	gained_with_LMM
GRIA3	0.252323	0.354916	0.0299752	0.414204	0.0475494	gained_with_LMM
GRIA4	-0.0809936	0.0014838	4.06863e-06	0.00405492	1.13898e-05	same
GRID2	-0.0450504	0.003972	0.000137019	0.00960994	0.000313869	same
GRIK1	0.0826158	0.187038	1.48406e-08	0.236346	5.38362e-08	gained_with_LMM
GRIK2	0.031998	0.904964	0.824293	0.923014	0.858913	nonsig_both
GRIK3	0.273367	0.177678	0.0457997	0.226104	0.0698402	nonsig_both
GRIK4	-1.34586	2.22703e-21	8.71649e-23	6.37616e-20	1.02686e-21	same
GRIK5	-0.330359	0.427881	1.99942e-05	0.486923	5.13786e-05	gained_with_LMM
GRIN1	-0.03517	0.0254603	0.542478	0.0420864	0.610986	lost_with_LMM
GRIN2A	0.643449	9.30392e-07	8.17029e-10	4.89438e-06	3.36644e-09	same
GRIN2B	-0.0435259	0.00511331	0.0443639	0.0119281	0.0678909	lost_with_LMM
GRIN2C	-2.67329	5.19914e-31	6.9168e-40	3.73509e-29	2.61277e-38	same
GRIN2D	0.1409	0.274714	0.0255986	0.330752	0.0411475	gained_with_LMM
GRINA	-0.331134	0.495414	1.95779e-17	0.552242	1.54278e-16	gained_with_LMM
GRIP1	0.271435	0.000372036	0.00328274	0.00118416	0.0061604	same
GRIP2	-0.0451237	0.0350283	0.494675	0.0552433	0.567461	nonsig_both
GRK1	-0.327663	2.37309e-05	0.000210174	9.79862e-05	0.000468878	same
GRK4	-0.0275932	0.48175	0.628153	0.539537	0.689185	nonsig_both
GRK5	-0.0521222	0.38052	0.593822	0.439958	0.657992	nonsig_both
GRK6	0.2263	8.09056e-06	7.16309e-07	3.63548e-05	2.16856e-06	same
GRM1	-0.0469394	0.00488957	0.0922399	0.0114605	0.130703	lost_with_LMM
GRM2	0.0895792	0.225834	0.011479	0.278781	0.0196577	gained_with_LMM
GRM3	-0.115617	0.000344966	6.29889e-10	0.00110794	2.63428e-09	same
GRM4	1.67531	3.51374e-16	1.00967e-17	5.80903e-15	8.17084e-17	same
GRM5	0.0174819	0.0289803	0.00221082	0.0469961	0.00426925	same
GRM6	-0.133109	0.000310764	0.00101928	0.00100777	0.00207435	same
GRM8	0.124983	0.764481	0.00551415	0.80015	0.00997077	gained_with_LMM
GRN	0.0579632	0.00950105	0.26492	0.0199995	0.332927	lost_with_LMM
GRP	0.479056	0.00283482	9.37167e-08	0.00718524	3.13102e-07	same
GRPEL1	-0.100983	0.378175	0.00018661	0.437591	0.00041999	gained_with_LMM
GRPR	-0.0103517	0.0148056	0.631899	0.0280813	0.692776	lost_with_LMM
GRSF1	0.0204056	0.0132917	0.502676	0.0260945	0.574445	lost_with_LMM
GRTP1	-0.220944	0.000677637	0.000917732	0.0020425	0.00187518	same
GRWD1	0.0557221	0.00557026	0.113442	0.0128578	0.157636	lost_with_LMM
GS1-600G8.3	-0.00154151	0.016317	0.805422	0.0300806	0.842549	lost_with_LMM
GSAP	-0.26181	0.130934	1.49641e-06	0.172818	4.35677e-06	gained_with_LMM
GSC2	0.000964313	0.0177127	0.869089	0.0318512	0.895787	lost_with_LMM
