gene	log2FC_B_vs_A	cohen_d_B_vs_A	p_value	padj
MTND6P18	-0.0014710448275524705	-0.11132115602340317	0.49867816405677057	0.7017486626399723
ITGB2	-0.15798409128419433	-0.12085419917714244	0.4986783876937414	0.7017486626399723
AL158832.2	-0.002030349119572346	-0.11459816607017885	0.49876319718627593	0.701848908503851
PA2G4P1	0.003904251290447587	0.12274656601441204	0.49878532231424433	0.7018609432145606
AC105114.1	-0.0024617737461324974	-0.11904465397080151	0.49887513825879987	0.7019498770501297
BPI	0.012028105890162274	0.11445563130600372	0.4988756730960398	0.7019498770501297
AL606537.1	0.004242166234805271	0.12304834987546585	0.498936364449242	0.7019878521232794
AL133520.1	0.027680376825939268	0.1189670046872526	0.4989423050111929	0.7019878521232794
AC080011.1	-0.0012610432532093505	-0.10723051817815149	0.4989433876146083	0.7019878521232794
AC004846.2	-0.018463070400421944	-0.11832322973649158	0.4989658257752046	0.7020003214980711
PARD6A	0.060882873377536395	0.12353290215482232	0.4990570966356226	0.7020989190183027
FLJ30679	0.0046221470560476215	0.12132146555912027	0.49906306136713185	0.7020989190183027
AC010359.2	0.030911484482781693	0.12047019783261043	0.49907696761709425	0.7020993816977953
AC093292.1	-0.0004940105086986566	-0.10269850132064534	0.49910051635214747	0.7021134089906118
ZNF391	-0.06583693362036636	-0.11953813215182969	0.49914064858027385	0.7021507638393509
AP001630.1	-0.00630826302060794	-0.11843340351789641	0.49919608518439584	0.7022029206140186
AC007741.1	-0.002104995043249452	-0.10309118196342025	0.49920488421443315	0.7022029206140186
GNRHR2P1	0.005821108385036335	0.119072609441493	0.49924098967827957	0.7022346059150101
ARHGAP26-AS1	0.0025710558569269973	0.11427530201103425	0.49929500140272415	0.7022914758333225
RIMBP3B	0.006232022270424471	0.12081102383332806	0.49948031489456457	0.7025330222633708
FGB	-0.03320663047451101	-0.10494729449736416	0.4994987653114456	0.702539864358923
ALOX12-AS1	-0.058253914952797636	-0.12154798773006271	0.4995217147182017	0.7025418108944552
AL499627.1	0.0013279120614418573	0.13781082833098232	0.4995273211302688	0.7025418108944552
AC083900.1	-0.007275485798956954	-0.12259047791338075	0.4995792820145193	0.702581665879499
LINC01647	-0.0006339459185248854	-0.11241262221307922	0.4996088179841148	0.702581665879499
GCA	-0.05141361200549355	-0.11895660068465867	0.49961509813849303	0.702581665879499
PNMA2	0.15819223570899754	0.1162213463019907	0.4996175548987243	0.702581665879499
MEI4	0.14095848995449245	0.1170068881044943	0.4996235926473442	0.702581665879499
AL118558.2	-0.000985850584732007	-0.11637775225358249	0.4996504395539306	0.7026003121709171
SMIM10	-0.0780902076118859	-0.1232135059157741	0.49969685328788666	0.7026464712541103
AC100814.1	-0.049048256171579596	-0.11930581834946631	0.49974928324474477	0.7027010872816238
GAP43	-0.06071743240426797	-0.11203557280686598	0.4997849645478742	0.7027321505760427
AC087468.2	-0.001954150154657841	-0.10492348432764743	0.49988477785410257	0.7028533837515226
AC008892.1	0.004072689614627249	0.12656714360082078	0.49993863740187844	0.7029099996924477
LINC00430	0.00058840263423344	0.13122549229491243	0.4999639501969189	0.7029264771243304
TDRD1	-0.033496517310538834	-0.0994370793969318	0.50008132439278	0.7030723842656547
AC027601.4	-0.07704049355458553	-0.12275576140524133	0.5001824875167377	0.7031844660462981
FGFBP3	0.06599803764792345	0.12351789338997737	0.5001882426288601	0.7031844660462981
AC011603.1	-0.0017836775034253292	-0.11972044728159648	0.5002065050884773	0.7031910228531495
ZNF877P	-0.0005918898603505684	-0.11013290311660749	0.5002215806057179	0.7031930992171341
STAMBPL1	-0.08774139158876793	-0.13003486152058213	0.5002416310147836	0.7032006063947742
FGG	-0.026033981491154524	-0.09714290026519744	0.5002543707068626	0.7032006063947742
FAT3	0.01657064509382701	0.12234069760942015	0.5002677168890749	0.7032006063947742
ELOBP1	0.0033505740943496343	0.11968872946195268	0.5003714328526401	0.7032625153578806
TRBV7-1	-0.004730479777709927	-0.12072583291349434	0.5003740331587994	0.7032625153578806
Z83838.1	-0.005257435167523264	-0.11823522304508778	0.5003762354787548	0.7032625153578806
LINC02530	-0.0005687346011224077	-0.10974646436025326	0.5003867637126621	0.7032625153578806
YWHAQP6	-0.0026628007933798027	-0.1165357081822447	0.5004143152674005	0.7032625153578806
MZF1-AS1	-0.053288618744715466	-0.12053553930299538	0.500417981438062	0.7032625153578806
AC121757.1	-0.07837878139028032	-0.1243182080107557	0.5004204384416198	0.7032625153578806
OSGIN1	-0.14087540635170281	-0.1278753425122825	0.5004205587806961	0.7032625153578806
OR1L8	-0.01431449640697205	-0.12041635479572484	0.500480244336521	0.7033272798023166
CHCHD2P11	-0.002530212447142962	-0.1034830827768563	0.5005553393520139	0.7033556035422258
GOT2P7	0.0024975743280965055	0.11402594042947264	0.5005685119389173	0.7033556035422258
AL691520.1	0.0006230763060273815	0.11991579109940087	0.5005689698300352	0.7033556035422258
CCDC96	-0.05847612114184453	-0.12237343090322624	0.5005812056796564	0.7033556035422258
CTRB1	0.013803241955031353	0.11893722554313772	0.5005935103258525	0.7033556035422258
SLC4A1APP1	0.00628045176690252	0.11215360553384136	0.5005953879321264	0.7033556035422258
ZNF621	-0.04554389379089585	-0.11383113686836752	0.500597032402044	0.7033556035422258
NCF4-AS1	0.0014747543526974875	0.12380195725472085	0.5006092125151635	0.7033556035422258
CTBP2P1	-0.0004453177461873303	-0.10865981097146543	0.500681696582905	0.7034383310329456
RPS15AP27	-0.0008135568691204436	-0.11305841518653265	0.5007523101964051	0.7034770591901293
IGLV9-49	0.1088106644653919	0.1198561164410817	0.5007554558208864	0.7034770591901293
COL6A2	0.11156900769542855	0.11932174698499795	0.5007625117165716	0.7034770591901293
OR52B4	0.0007015588628945606	0.11961133867577876	0.5007764381356887	0.7034770591901293
GDAP1	0.057340191618180825	0.12334183553894404	0.5007772819293351	0.7034770591901293
MRPL49P1	-0.0011779131092966638	-0.09804138800457556	0.5008118965584438	0.7034876757048164
AP000777.1	0.0014984115207461166	0.1294087316926786	0.5008120478374313	0.7034876757048164
KAT14	0.041146780830991325	0.12081789814227667	0.5008701811568713	0.7035363354255495
RPL7	-0.06260327844287339	-0.11672529602849914	0.5008738989517048	0.7035363354255495
TWF1	0.057795656593797595	0.1128120129425542	0.5009211835204489	0.7035836408362107
ST8SIA2	0.11403043488072873	0.11973052024114544	0.500945394638274	0.7035961935000045
AC024451.2	-0.010874053021340896	-0.11727305129681814	0.5009573331067503	0.7035961935000045
IFNA10	-0.0009127330806975304	-0.09722910322639265	0.5010255088583282	0.7036728343673921
FBXL14	-0.07391140411443953	-0.11087987254087936	0.501125101583236	0.7037935939155544
FTH1P15	-0.01666830486518031	-0.11327527200324536	0.5011516410905966	0.7038117517839234
ZNF573	-0.05624325997568436	-0.12271836073534288	0.5011728145363593	0.7038144632332276
AC004803.1	0.043643259851354976	0.1239887778421732	0.5011873935294439	0.7038144632332276
TMPOP1	0.003005872432207497	0.12350438787584145	0.5011944033977369	0.7038144632332276
AC005840.1	0.025969474269481152	0.11608414158522706	0.501256091786476	0.7038634722876828
ZNF415P1	0.003159076520682664	0.128214870453017	0.5012565262800217	0.7038634722876828
RN7SL381P	-0.023419364525286174	-0.11338030899933461	0.5012708548228123	0.7038644791523189
TBATA	0.025604985102234537	0.11955064135757311	0.5013226116337087	0.7039177805510661
AC097480.2	-0.001216546762550418	-0.1074301218644244	0.5013360395257337	0.7039177805510661
MIR766	0.001093130942345089	0.12121265788650515	0.5014036038538427	0.7039935313300587
SEC63P2	-0.001388737515547845	-0.10752253013021648	0.501431851849024	0.7040140775695712
TPSG1	0.019864267244343203	0.11441510150534845	0.5014533007574198	0.7040166832346166
AL161793.1	-0.0015389343751126602	-0.10707479433012773	0.5014725151201272	0.7040166832346166
RPUSD1	0.051581434496325684	0.11974038668178562	0.5014802841512729	0.7040166832346166
AIMP1	-0.03671712754203771	-0.11037072711804508	0.5014881655150182	0.7040166832346166
APOL2	0.08728740254158485	0.1250448785064391	0.5015101108971667	0.7040283783419314
BET1-AS1	0.022362482858692356	0.11784098896913976	0.5015705719381548	0.7040941402799881
MRPS26	-0.057133946232228894	-0.11567287250064866	0.5016077253832206	0.704113380206009
CPA1	-0.0068912572288152285	-0.11680500027853762	0.5016115103828811	0.704113380206009
AC073648.5	-0.003521658487835772	-0.11100728251605108	0.5016386173317949	0.7041323165267223
AC022726.2	0.0024636064039858987	0.11171094374018335	0.5016786500633035	0.7041665512946567
AL512343.2	-0.023038245296301774	-0.11647406515397417	0.5016902415887865	0.7041665512946567
SNRPCP19	0.0020088400986011026	0.11455199532575908	0.50173630664985	0.704199303376618
RPA2P3	0.002033160186562811	0.11681501685669074	0.5017455839791618	0.704199303376618
PTPRC	0.1679809233039622	0.12188703677290791	0.5017544300615244	0.704199303376618
KLHL14	-0.08832152497056	-0.1282327389465963	0.5018124583751422	0.7042616304357862
RNU4ATAC5P	-0.00038800388037776374	-0.10821207046258109	0.5019258186676924	0.7043842157606968
MDH1	0.05799277987996465	0.11534820803115695	0.5019270480623108	0.7043842157606968
LINC00305	0.0010995870170363371	0.1210690958698943	0.5019446184780725	0.7043897572829549
RPS2P7	0.033988307254639916	0.11520604394380857	0.5019740723891688	0.704411974418353
EWSR1	-0.048371730064583396	-0.11959513235399924	0.5020182420690064	0.704454840184266
AP000477.2	-0.0008642308843919268	-0.11380306891092216	0.502083362448361	0.7045220145488686
AC093789.1	0.008422630684694399	0.11942724715299773	0.50209336122236	0.7045220145488686
AC064856.1	-0.0006405006840788987	-0.10607458830268465	0.5021923234376485	0.7046413155657648
AC099494.3	-0.0030679470082566676	-0.11681860431704386	0.50221182220208	0.7046413155657648
RPL12P14	0.01529176557294952	0.13329920829782926	0.5022258197265663	0.7046413155657648
LRRC39	0.09934260008059215	0.12429019715064786	0.5022384726942042	0.7046413155657648
L29074.1	-0.009771539688509592	-0.11799096359853067	0.5022548507200456	0.7046413155657648
RAB43	0.07130770919237794	0.11587400027647916	0.5022634398477313	0.7046413155657648
PACRG-AS3	-0.0031531955164094284	-0.1158410215705407	0.5022737694446847	0.7046413155657648
IARS2P1	-0.0007622903944472916	-0.10976290470466754	0.5023150566482267	0.7046539849389403
RN7SL144P	-0.0011546294918809825	-0.10470661902761882	0.5023152930038325	0.7046539849389403
AC226119.3	0.0008807360525730009	0.11985605335952065	0.502323680586416	0.7046539849389403
LINC02699	0.0007632372439686907	0.1230874001769265	0.5023623116661997	0.7046890597485583
TRAV12-2	0.027059690499547123	0.12302925781500247	0.5023995728642631	0.70472078795514
WFDC2	-0.17974553221962974	-0.11846475884683644	0.502412186357916	0.70472078795514
AL080313.1	-0.0007572914602379366	-0.11587760829670335	0.5024303476702154	0.7047231168228607
AL445253.1	-0.065467119679954	-0.12075437395758437	0.5024411028799526	0.7047231168228607
IGKV2D-29	0.1493378139378727	0.12212082689656474	0.5024712844876421	0.7047463341056297
RHOH	0.1274445012304285	0.12405700478904207	0.5025310218727812	0.7047999661421034
AC021205.2	0.0005426929279842185	0.12425232272588846	0.5025367823408075	0.7047999661421034
AC011840.3	-0.002163572174812869	-0.11387441505774581	0.5025984749435953	0.7048614594977716
NEK7	0.05207745014174403	0.11428943295182588	0.5026078899278941	0.7048614594977716
GALNT17	0.14102155189935228	0.1251584966621466	0.5026287383600766	0.7048687075638741
USP12PX	0.0011396918064107602	0.11435792305819704	0.5026403200753777	0.7048687075638741
SHANK2-AS1	-0.005145334042022526	-0.11573613162465998	0.5026758597501307	0.7048994300775304
CRYBB1	0.018730707190781765	0.11824085325678532	0.5027290918804814	0.7049549602796207
PSMB8	-0.09947927926441125	-0.12583781583871995	0.5027470382025047	0.7049610090701697
CLEC4C	0.00841381408315513	0.12928420995352288	0.5027647449550262	0.7049667216130958
AC004130.1	0.000968212193412595	0.13050078262418013	0.5027859419485327	0.7049773276599938
MYL6	0.05099446211205638	0.10991328476387957	0.5028992354079651	0.7050974242764304
RNU6-766P	-0.0006316137609279364	-0.10963418384330098	0.502899343580305	0.7050974242764304
WASHC4	-0.05916137061598725	-0.11685764052069259	0.5029125002337527	0.7050974242764304
CTAG1A	0.0005376053555355035	0.12938525577630275	0.5029405696036507	0.7051176606326424
FSHR	0.007097574699780271	0.1160978480902685	0.502977083009253	0.7051497340244404
RPL23AP58	0.004231061699854658	0.11615284318365954	0.5031524632360248	0.7053764850186542
AC003098.1	-0.0011424017485164265	-0.09695779741665866	0.503245752418797	0.7054881422541386
MIR365A	-0.0004915252598867119	-0.101500796643726	0.5032803204222187	0.7055174758553826
AC008625.1	-0.0020579174423908785	-0.11038253882331818	0.5033226432216421	0.7055576785392483
NDEL1	-0.046174721600686475	-0.11178678672124716	0.5033810548915768	0.7056201832855538
LINC02757	0.007768054383536158	0.12037062017050495	0.5033945230528778	0.7056201832855538
AC022483.1	-0.002121447478888542	-0.11053488858840756	0.5034172408484093	0.7056328998566652
RNU4-89P	-0.003515929862362401	-0.11790398960561571	0.5034365196937459	0.7056386232065508
AL359555.4	-0.0013197319756113822	-0.10517389728558793	0.5034603992550387	0.7056386232065508
AL158064.1	-0.001029917207431578	-0.10732642984003866	0.5034739827545339	0.7056386232065508
AC005183.1	-0.00293309510768262	-0.11008913576381367	0.5034759072891435	0.7056386232065508
ELN	-0.11050446254979907	-0.11905090345574508	0.5034963151517605	0.7056461687580293
XPA	-0.06358972675061292	-0.12531776325144875	0.5035085829868647	0.7056461687580293
PACRG	-0.07826609917952876	-0.11640728881526352	0.50353300473126	0.7056612701606597
SAR1AP4	-0.00220250441541958	-0.11145243211780258	0.5035596428812112	0.7056794767758893
FP565260.3	-0.044993793435938845	-0.1238867449519684	0.5036354610760753	0.7057666005719337
HSPB6	0.083657753038622	0.12117861880418382	0.5036563114183475	0.7057766928555138
MCTS1	0.036575732751478185	0.11594639537100063	0.5037389500040558	0.7058733664921478
PTPN6	-0.0608714464125768	-0.1261390428535772	0.5038392814596072	0.7059948266734704
FAM86KP	0.010200771739831041	0.11823560124027653	0.5038927885817428	0.706050670379366
EDN1	-0.0955304499921501	-0.12035774881617725	0.503933953387434	0.7060892175694358
AL138479.2	0.019539555316567203	0.1213008233308301	0.5039750277223642	0.7061212591632946
RBM11	-0.06881779264826515	-0.12174050157173548	0.5039841316779579	0.7061212591632946
CST9L	-0.0012651712596054472	-0.10345512449181328	0.5040102414293725	0.7061339985399109
AL591926.7	-0.0039824183243092545	-0.10905033577037329	0.5040205350139837	0.7061339985399109
MC3R	-0.0009576104965581976	-0.09943568807455888	0.5040562506611498	0.7061649041732468
KRT8P4	-0.0010300142336642972	-0.10769418122845789	0.504106496066564	0.7062161632558001
AC005229.1	-0.000930622539716095	-0.11304912303593964	0.5041304124773588	0.7062305355732859
NCOR1P3	0.0009564572114888334	0.13534276971441211	0.5041476081638325	0.7062354923812089
AK6P2	-0.0016605814244903976	-0.10347261851216384	0.5041957384808656	0.7062837825432492
AL138895.1	0.0038488135875706254	0.12593931137504838	0.5042291785826236	0.7062937681423134
C2CD4B	-0.05867704993091516	-0.11251009392222788	0.5042381345973604	0.7062937681423134
AL117348.1	0.0007300556252044691	0.1261500176137857	0.5042438423599993	0.7062937681423134
AP003174.2	-0.0005712116957248708	-0.10575791635942329	0.5043166739646663	0.7063619304668083
AL691449.1	0.0010673423023078632	0.11558635939640129	0.504319825043696	0.7063619304668083
RPL23AP25	-0.008486875162851931	-0.1126726253050882	0.5044331133565285	0.7064960759065949
CDC25C	0.051819716158849394	0.12206952102080565	0.5044457527496181	0.7064960759065949
AC005921.1	-0.00037845711228581965	-0.10779842900240107	0.5044565877801475	0.7064960759065949
MZT1P1	0.000679935529229735	0.11615331535579788	0.5045815854643324	0.7066451429596536
AC090579.1	-0.01778163200241542	-0.11799166385112009	0.5045903560902943	0.7066451429596536
LNX1-AS2	0.00918555678092925	0.11544396726951815	0.504647415746503	0.7067059122479395
RNU6-666P	-0.0007339769356976976	-0.11015593510817522	0.5046851133619642	0.7067362152904779
AC074029.2	-0.0007288905111871871	-0.10232541765930299	0.5046980431501102	0.7067362152904779
ARHGAP5	0.12440308102376818	0.11522071160284003	0.5047100557804347	0.7067362152904779
AC091965.5	0.013272271794151427	0.11980205360729777	0.5047469376209641	0.7067402808982118
RPS8P3	0.003928483978905415	0.11260848023534738	0.5047492493621191	0.7067402808982118
MTCO3P17	0.001005518297757033	0.12985322040563052	0.5047539605525471	0.7067402808982118
LINC01622	-0.05984695039265797	-0.12207318236007898	0.5047851179536957	0.7067647695693163
RPS21P1	-0.0012774881055172965	-0.10896318157901569	0.5048234092837066	0.7067911528926935
FOXG1	0.011151808734462275	0.11161366965078745	0.5048312976367046	0.7067911528926935
GSTO3P	0.0018940334026819761	0.11938799667817628	0.5048690280003539	0.7068248404517626
AC026150.2	0.0040381039138575325	0.12137062796085771	0.5049421248648561	0.7068916000841464
C1orf141	0.005767119207375895	0.11566452391838168	0.5049440529850168	0.7068916000841464
AC023669.2	0.0006783572321706292	0.13502310783976565	0.5050033557202609	0.7069470302944113
ARHGEF18	-0.044386066399458635	-0.11943275349557202	0.5050120978864665	0.7069470302944113
AC012676.1	0.01680085527812003	0.11724121392975986	0.5050270194231726	0.7069470302944113
MIR1343	-0.0005375026345040923	-0.1006554551044367	0.5050383321369949	0.7069470302944113
AL355076.2	0.004807959109567007	0.12346386627939233	0.5050804230814864	0.7069868109781756
ZNF396	0.05572396124732393	0.11876213960604443	0.5052064842933066	0.7071424610310295
AL109615.1	-0.005035782571309731	-0.10950292116944918	0.5052189712593333	0.7071424610310295
PABPC1P10	-0.001985944491716801	-0.10777168546270778	0.5052554630367388	0.7071619831015454
AC026124.1	0.008630363288496933	0.13376324722987348	0.5052602693750421	0.7071619831015454
MMS22L	-0.05205985372788291	-0.116040232646439	0.505285017338844	0.707177480015399
EIF1AY	-0.22054463294687854	-0.11409213358385223	0.5053006481048637	0.7071802163563454
RUFY4	0.054813060288644744	0.12461511127493623	0.5053243315767922	0.7071942221966848
AC073174.1	-0.01985688091599634	-0.10621822543263058	0.505348746304924	0.7071949603827142
ANKRD61	-0.021911055933176438	-0.11308254755303286	0.5053522108654263	0.7071949603827142
AC007568.1	-0.0015647970629828183	-0.1070736265839105	0.5053968474876477	0.7072382859425148
STX11	0.12528808202306552	0.11710297957574489	0.5054293602738933	0.7072563610987492
AC109472.1	-0.0020717191310456163	-0.1008781146750489	0.5054371182998642	0.7072563610987492
AP001981.2	-0.02772761451353395	-0.12748334702638864	0.5054747816095372	0.7072899240126306
AC104457.1	-0.0015729888152948212	-0.11094754253250559	0.5055553469306489	0.7073835144933512
NSFP1	0.016331299469941718	0.1190322129148391	0.5056405653422759	0.7074836104338554
FABP7P1	-0.002128164393615719	-0.10957353104229055	0.5056658700230897	0.707485767390696
CPEB4	0.08115324418339309	0.11346113744342019	0.5056694699920737	0.707485767390696
AC093392.1	0.0012404771121311586	0.1306428632196393	0.5057161932848243	0.7075222812788159
CABP7	0.02744509546607249	0.13361956613792852	0.5057289308870344	0.7075222812788159
AC110491.2	-0.002241342005888396	-0.11332712418548542	0.5057366147030394	0.7075222812788159
RGP1	0.058116445314891685	0.11261859366242916	0.5057850006529633	0.7075708302338866
INHBC	0.07264975172702304	0.11978730523240184	0.505845845331933	0.7076368053012198
MIR646	-0.003785384536923805	-0.11473124611474214	0.5058963512410874	0.7076785882985538
AC107918.5	-0.00408276034220054	-0.10915853145584502	0.5059030839402184	0.7076785882985538
ENPP7	0.00804079933574452	0.13052549749801395	0.5059726243017424	0.7077567186557941
ZNF23	-0.030712648696383682	-0.11138584443706619	0.5060409315016591	0.7078331198810434
AC020779.1	-0.002661468912252569	-0.11301194715501522	0.5060794637512646	0.7078678698956354
LINC00461	-0.008140302905578139	-0.10451195937571452	0.5060972324925957	0.7078735763010094
AC137579.1	0.0018684246720261392	0.10938180434883082	0.5061145356368647	0.7078786311889514
SMARCA1	0.06997086583617573	0.11581281003441737	0.506177228758177	0.7079471689155353
AC117834.1	-0.003802742518472454	-0.1166634249942599	0.5062357723604026	0.7080098995112453
RPL7P47	0.019978003768284375	0.11136772774457729	0.5062840105571993	0.7080467445005642
AL031587.1	-0.00560003165544648	-0.11062224958955	0.5063000775613473	0.7080467445005642
SEPTIN9	0.05716705182562887	0.11773229273700549	0.5063145903222332	0.7080467445005642
AL499627.2	0.02604220345599234	0.11458412250881488	0.506316886506582	0.7080467445005642
TAF9B	0.04200354714805066	0.11447983181130339	0.5063639313112159	0.7080933841378698
NRG4	0.06206773603369392	0.1351591843450946	0.5063843144215507	0.7081027388602706
GBP4	0.11538325040048036	0.1217509182846938	0.5064107688804718	0.7081205827202638
PSAP	-0.05791716404853453	-0.11209540058012625	0.5064447654565227	0.708141761075897
AC120042.2	0.0011441131925894988	0.12815122818655336	0.5064692011162959	0.708141761075897
SCARNA21	-0.04197440605435539	-0.09745217626617814	0.5064718643973251	0.708141761075897
GINS1	-0.06195213469764416	-0.1115383892513146	0.5064984819388844	0.708141761075897
TTC39B	0.10055264832706445	0.11897581536074597	0.506501770365848	0.708141761075897
ROBO1	-0.10478979844799685	-0.12540560632446224	0.5065080798459555	0.708141761075897
AC105383.1	-0.011961307594812384	-0.12991109539943393	0.5065875621552212	0.7082337359848773
LINC01362	-0.004566625383772421	-0.10920174836368066	0.5066409055506931	0.7082551401355752
MLF1	0.08331443611581602	0.12931165948779433	0.506642905719785	0.7082551401355752
AC025048.4	0.018621714796454053	0.12258179098565278	0.5066439614154641	0.7082551401355752
PLIN3	-0.07218304948164977	-0.11055173226851689	0.5066624281865981	0.7082618086061088
AC092296.4	-0.0021404166231120247	-0.11343358322848283	0.5067037869371185	0.7083004764767749
TRERF1	0.08380484760965956	0.12369412890917031	0.5067422625609258	0.7083351121611082
RPL7P22	-0.0023735098897678733	-0.11262869989929526	0.5067870304847252	0.708366676170172
ZDHHC7	0.043040016017798166	0.11673369732530042	0.5067922405598747	0.708366676170172
AC104984.2	-0.002876066977040747	-0.1070836953290457	0.5068188777637255	0.7083847606032924
HNRNPA1P41	-0.0039642250826893224	-0.10600625365608177	0.5068718484952224	0.7084321381831222
IGKV2-18	0.014300332001717642	0.11620856525927414	0.5068824602272779	0.7084321381831222
ZNF665	-0.05202008806707337	-0.11734785231538664	0.5069027706496403	0.7084321381831222
AC002543.1	-0.002537152223723145	-0.10717529481603914	0.5069210190692731	0.7084321381831222
TUFT1	0.07579302164807622	0.12033990506554007	0.5069212735598208	0.7084321381831222
SIRPG	0.11369154381439639	0.12458105498480647	0.5069651707566034	0.7084743384318763
CTTNBP2NL	-0.05689136516390203	-0.11718950142398499	0.5070575120179178	0.7085842342438262
RNU6-60P	0.0009102860504537078	0.11822575254767588	0.5071028796302737	0.7086216174087308
ADRA1B	-0.10686168154910058	-0.12072521480392842	0.5071116701248765	0.7086216174087308
MEG8	0.007919451702973257	0.11755775908184672	0.5071453632719282	0.7086495495488604
AP000962.2	-0.00319046791709459	-0.11370428337325797	0.507172825868848	0.7086687742786425
OR51A10P	-0.0011055351744574879	-0.11255526264319614	0.5072031954614196	0.7086920597829033
AC097372.3	-0.0007238368722257626	-0.10574408244818988	0.5072427515834405	0.7087281796036555
HDAC10	-0.035362891821200004	-0.11412398616858305	0.5072951002728648	0.7087347790418399
IGHV3-13	0.1273958420717083	0.11910696513250359	0.5073111456514275	0.7087347790418399
GPR4	-0.08708245802932701	-0.11815504227663487	0.5073126442043849	0.7087347790418399
AL158834.2	-0.014479632368205514	-0.10704235877641871	0.5073247174009213	0.7087347790418399
AC034199.2	-0.0006239471618569294	-0.10856688115594461	0.5073269738179704	0.7087347790418399
AC004466.2	0.011885627421504508	0.1191174809137914	0.5073297089789938	0.7087347790418399
RPL23AP30	-0.0014075648894894596	-0.11063568391074168	0.5073630564609918	0.7087464876078793
AC006511.3	-0.061303151791073596	-0.11871374952399857	0.5073677800209111	0.7087464876078793
RNU6-911P	-0.01637728284280604	-0.10340379486179056	0.5073900669302295	0.7087464876078793
BCO2	0.09275063216683144	0.11785638737939849	0.5074062020420739	0.7087464876078793
ITPRIP-AS1	-0.010557146384739952	-0.11634224432930945	0.5074180792641363	0.7087464876078793
LINC02341	0.005629237282444036	0.12374733478586983	0.5074203257376362	0.7087464876078793
MYBPC1	-0.03176007605723133	-0.10683975574259831	0.5074383987127312	0.7087525871980672
TRBJ2-5	0.0028594551843257416	0.12518048251528213	0.5074539397813776	0.7087551501738013
AC007610.5	0.0017112540136980771	0.1126234239996002	0.5074798663549996	0.7087722179360807
N4BP2	0.0860940407202273	0.11504878116784101	0.507506086759346	0.7087766027805092
AC007551.2	-0.0016189365224936452	-0.10408889189187807	0.5075104188887067	0.7087766027805092
BX293995.1	-0.0006677804422295821	-0.10409352651411634	0.5075346700665667	0.7087885539465086
POTEI	0.0033132268541907414	0.12213645390283424	0.5075463898219966	0.7087885539465086
AC111152.2	0.014678102322878445	0.11428807120750535	0.507600206654611	0.7088182915159401
AC007402.2	0.0007281707776100001	0.12875526895608652	0.507613192469454	0.7088182915159401
OR5H8	0.002676278504451818	0.11941794283123768	0.5076214795077444	0.7088182915159401
AL591719.1	-0.0013663076144257678	-0.10881429879434884	0.5076225133861231	0.7088182915159401
FAR1P1	-0.001819852078631893	-0.10596319549375136	0.5077020235410448	0.7089025257053556
AL390718.1	-0.0007023431630613113	-0.10392765438935242	0.5077102558352738	0.7089025257053556
AC063977.2	0.003125762817991304	0.12720505730134474	0.5077471707013421	0.7089195620685951
IGHVIII-11-1	0.0006050974340455077	0.13399631377449853	0.5077595178725558	0.7089195620685951
RPS2P45	-0.004724629569786587	-0.10602146427196252	0.5077645539515313	0.7089195620685951
RPL12P48	0.0010523022831027016	0.1177712708682812	0.5077893843218739	0.7089195620685951
SLC52A2	-0.04951901406084769	-0.11492050875749564	0.5077942843147156	0.7089195620685951
BMI1	0.04732944541655115	0.10552154197015927	0.507813593853007	0.7089195620685951
SLC25A48-AS1	-0.00037584137474568394	-0.10691563799951899	0.5078184219633134	0.7089195620685951
MYL6BP1	0.0015702360896413404	0.11192723597749837	0.5078384962938061	0.7089284475298708
IRAG1	-0.08137511785055196	-0.11835058408326327	0.507941112984443	0.7090384508868384
AC124248.1	-0.07415003565992428	-0.11569102887359661	0.5079447199455228	0.7090384508868384
AC244517.5	0.006917184768029425	0.11287672039388764	0.5079660338353253	0.7090490626696138
AL590385.1	-0.0003614142576155184	-0.10181143362369591	0.5079859202616626	0.7090494884245344
AC122713.1	-0.0009264850829704924	-0.11106296734411897	0.5080012178761228	0.7090494884245344
UCKL1	-0.047160382408381274	-0.10888769935314328	0.5080074741668228	0.7090494884245344
AC090311.1	-0.0010643468689619548	-0.10340592696830231	0.5080445621357439	0.7090821147800662
ACTBP7	0.008789052112107884	0.12179407029363702	0.5081163790176841	0.70916320950537
AC084357.1	0.0010881567894491955	0.1152802443397904	0.5081521560864352	0.709185928921178
AC008676.1	0.008089807850946346	0.12210730823915464	0.5081600863320456	0.709185928921178
AC069079.1	-0.0017223640524979293	-0.1097344623644051	0.5081809027008053	0.7091958401133842
SLC16A12	0.17734533853606482	0.12288590530355517	0.508243396699127	0.7092639127434505
AL589987.2	-0.0005428609326873481	-0.10182177176042584	0.5083120434312857	0.709340567731952
NDUFS5P5	0.0011517489491477783	0.12400429682538104	0.5083260967959528	0.7093410365495186
RN7SL517P	-0.0015485963627640256	-0.10407933249650779	0.5083427230173851	0.7093450955246372
TRAC	0.18593887412132037	0.1206108483818502	0.5083732432830532	0.7093663632097849
AC010469.1	0.007174940416635134	0.11247150238985235	0.5083854000223285	0.7093663632097849
HTR6	0.01185553255646736	0.13213310881703624	0.5084082422454704	0.7093750643837596
CDC42P5	-0.006821703026581916	-0.11466067977851997	0.5084190720773317	0.7093750643837596
AC011840.2	-0.0033897658426681448	-0.11368191448279072	0.5084468392592572	0.7093946659724104
