gsm	unsup	panel_z	histology
GSM6591308	DM2	0.6705982611025877	PTC
GSM6591309	DM2	-0.6476389202127715	PTC
GSM6591310	DM2	-0.7830065313393089	PTC
GSM6591311	DM1	-3.973338758973973	PTC
GSM6591312	DM1	-4.608358584919442	PTC
GSM6591313	DM2	-1.5333075223967987	PTC
GSM6591314	DM2	0.2032622451380153	PTC
GSM6591315	DM2	0.9031812499284365	PTC
GSM6591316	DM2	-0.15295926527449583	PTC
GSM6591317	DM2	0.727656611867772	PTC
GSM6591318	DM2	-0.35632526647527357	PTC
GSM6591319	DM2	-0.11476446063089478	PTC
GSM6591320	DM2	0.30443484160473394	PTC
GSM6591321	DM2	-0.5820980385604491	PTC
GSM6591322	DM2	-1.3096437034778208	UTC/ATC
GSM6591323	DM2	0.06932534406508443	UTC/ATC
GSM6591324	DM2	-1.5945920784875174	UTC/ATC
GSM6591325	DM2	-1.3526045542609981	UTC/ATC
GSM6591326	DM2	-0.888819026314782	UTC/ATC
GSM6591327	DM1	-2.7166246240766645	UTC/ATC
GSM6591328	DM1	-3.3746371808614417	UTC/ATC
GSM6591329	DM1	-3.3966852004081214	UTC/ATC
GSM6591330	DM2	-0.1673008599715796	PTC
GSM6591331	DM2	-0.5918116129527476	PTC
GSM6591332	DM2	0.04658132909325076	PTC
GSM6591333	DM2	-0.14242666475911722	PTC
GSM6591334	DM2	0.340887835009334	PTC
GSM6591335	DM2	0.40074290478894764	PTC
GSM6591336	DM2	0.17509317620473033	PTC
GSM6591337	DM2	0.2956856502149634	PTC
GSM6591338	DM2	0.4669275932461017	PTC
GSM6591339	DM2	-0.18205925400338446	PTC
GSM6591340	DM2	-0.21483213857537045	PTC
GSM6591341	DM2	-0.6003426328686731	PTC
GSM6591342	DM2	0.15912985854839684	PTC
GSM6591343	DM2	-0.5690269213924782	PTC
GSM6591344	DM2	0.28035740169866	PTC
GSM6591345	DM2	0.24260528106462517	PTC
GSM6591346	DM2	-0.8141561526905691	PTC
GSM6591347	DM2	-0.5967870202014496	PTC
GSM6591348	DM2	-0.18521554936066667	PTC
GSM6591349	DM2	-0.060476559443673125	PTC
GSM6591350	DM2	0.044272411938511405	PTC
GSM6591351	DM2	0.04238147585860267	PTC
GSM6591352	DM2	0.5423900646173453	PTC
GSM6591353	DM2	0.18382755791773162	PTC
GSM6591354	DM2	-0.48271639132672384	PTC
GSM6591355	DM2	-0.29226733634615404	PTC
GSM6591356	DM2	0.11264502497396138	PTC
GSM6591357	DM2	0.5126221180432834	PDFP
GSM6591358	DM2	-0.6830437886652329	PDFP
GSM6591359	DM2	-1.1273530819171829	PDFP
GSM6591360	DM2	-0.3140994891749485	PDFP
GSM6591361	DM2	-0.42723435220886874	PDFP
GSM6591362	DM2	-0.7270863853883426	PDFP
GSM6591363	DM2	-0.3368992689501547	PDFP
GSM6591364	DM1	-2.1438179041066685	PDFP
GSM6591365	DM2	-0.0466030055887008	PDFP
