method_name	method_role	method_family	bma_v2_weight	bma_v2_utility_norm	bma_v2_use_class	stress_min_floor	stress_delta_floor	redundancy_penalty_proxy	public_or_clean_comparator_penalty	fallback_role_cap	uses_public_pretraining	clean_comparator_allowed	overall_mean_AUPRC	source_heldout_median_AUPRC	source_heldout_min_AUPRC	source_heldout_median_delta_AUPRC	source_heldout_loss_rate_vs_anchor	study_heldout_median_AUPRC	hla_stress_median_AUPRC	hla_stress_min_AUPRC	hla_stress_median_delta_AUPRC	korean_hla_median_AUPRC	korean_hla_median_delta_AUPRC	low_prevalence_AUPRC	low_prevalence_median_delta_AUPRC	mean_top10_precision	mean_ECE	mean_AUPRC	median_AUPRC	reviewer_safe_score	n_split_rows	stress_flags	recommended_use	stress_safe_score	mean_AUPRC_leaderboard	mean_top10_precision_leaderboard	mean_ECE_leaderboard	reviewer_safe_score_leaderboard	n_split_rows_leaderboard	source_stress_prior	hla_stress_prior	korean_hla_prior	low_prevalence_prior	calibration_prior	role_prior	stress_guarded_base_utility	stress_guarded_base_weight	bma_v2_weight_raw
D_positive_class_reweighting	internal_candidate	classical_biophysical	0.01235974564051899	0.22270772013780005	bounded_fallback_only	0.0189185049019607	-0.7492804711579639	0.16891891891891891	1.0	1.0	False	True	0.7983795435638199	0.1440806915890061	0.0189185049019607	-0.3887389020951233	0.25	0.1440806915890061	0.8482142857142857	0.0714285714285714	-0.0818404037384175	0.6544017284920364	0.1071060506541211	0.0600456157082299	-0.7492804711579639	0.7259373828271465	0.200228177024804	0.6611072491150088	0.8104411764705881	0.8079835730463278	70	source_shift_collapse; source_low_floor; hla_shift_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.137176090187983	0.6611072491150088	0.7429591836734695	0.2171551280337486	0.8079835730463278	70	0.1112610979048767	0.4181595962615825	0.607106050654121	0.05	0.699657734462794	1.0	0.5462805302572608	0.5462805302572608	0.04077099364168001
hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.012080753292388977	0.21768061427372518	bounded_fallback_only	0.0591593923462576	-0.7385440711261992	0.16891891891891891	1.0	1.0	False	True	0.5932758411092947	0.2271509311262806	0.0591593923462576	-0.2197960744764004	0.25	0.2271509311262806	0.9374756901533956	0.0970360520094562	-0.3005170602434677	0.4279361368507801	-0.1193595409871351	0.0707820157399945	-0.7385440711261992	0.7015279340082489	0.2350111317252411	0.6815679940633383	0.8196428571428571	0.8238794267731345	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.0685551603280253	0.6815679940633383	0.7286734693877551	0.2342326116775485	0.8238794267731345	70	0.2802039255235996	0.1994829397565323	0.3806404590128649	0.05	0.6474833024121384	1.0	0.5362974433407496	0.5362974433407496	0.03985068382442972
mean_pLDDT_peptide	internal_candidate	structure_proxy	0.01205651753838514	0.21724391519617134	bounded_fallback_only	0.1269841269841269	-0.3233737059138128	0.28409090909090906	1.0	1.0	False	True	0.2693523598635059	0.3766146617095983	0.2672769424668158	-0.2853986734805509	1.0	0.3766146617095983	0.3916666666666666	0.1269841269841269	-0.2392925970228601	0.3213049713049712	-0.225990706532944	0.4859523809523809	-0.3233737059138128	0.424074074074074	0.1835777592705157	0.399944586155548	0.327141129032258	0.4867580453082516	17	source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.2215109844656751	0.399944586155548	0.4209150326797385	0.1736954738324421	0.4867580453082516	17	0.214601326519449	0.2607074029771399	0.274009293467056	0.1766262940861871	0.7246333610942264	1.0	0.3694101335573986	0.3694101335573986	0.03977073753741614
min_pLDDT_peptide	internal_candidate	structure_proxy	0.012040256577923738	0.2169509122868123	bounded_fallback_only	0.1223776223776223	-0.3372625948027017	0.28409090909090906	1.0	1.0	False	True	0.2675983884126658	0.3677145510418377	0.2633656100201834	-0.2942987841483115	1.0	0.3677145510418377	0.4125	0.1223776223776223	-0.2159545049797351	0.2872336596115032	-0.260062018226412	0.4720634920634921	-0.3372625948027017	0.4240740740740741	0.2509257545483246	0.4473491882785721	0.3028267651888341	0.527166184870536	17	source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.2340128588058353	0.4473491882785721	0.4209150326797385	0.2436600994398386	0.527166184870536	17	0.2057012158516885	0.2840454950202649	0.239937981773588	0.1627374051972983	0.6236113681775131	1.0	0.3862347720018298	0.3862347720018298	0.03971709763778859
stacked_calibrated_meta_model_lowdim_only	internal_candidate	ensemble_or_fusion	0.011163564755862426	0.20115398226629042	bounded_fallback_only	0.070152806885466	-0.3036965127457807	0.2717391304347826	1.0	1.0	False	True	0.2865995105234026	0.4130017020446693	0.2536875210683275	-0.2490116331454799	1.0	0.4130017020446693	0.3495749565511455	0.070152806885466	-0.3036965127457807	0.3143234636568429	-0.2329722141810723	0.5723158830210111	-0.2370102038451826	0.469918699186992	0.1722876667212848	0.366920003365823	0.3025500118845663	0.464028543762913	17	source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.2609672688496325	0.366920003365823	0.4738562091503268	0.1766270143297533	0.464028543762913	17	0.2509883668545201	0.1963034872542193	0.2670277858189277	0.2629897961548174	0.7415684999180728	1.0	0.3567475463492343	0.3567475463492343	0.03682516136801648
pu_weighted_rf	internal_candidate	classical_biophysical	0.011020866115766859	0.19858272475608216	bounded_fallback_only	0.0115337964311171	-0.7772968838856968	0.16891891891891891	1.0	1.0	False	True	0.6029778914374333	0.1678730640840566	0.0115337964311171	-0.3102360448455745	0.25	0.1678730640840566	0.7868379281537176	0.0238095238095238	-0.1370740109817778	0.4285316237484253	-0.1187640540894899	0.0320292029804969	-0.7772968838856968	0.7314491938507687	0.2548513197706646	0.6170767212758665	0.7345238095238095	0.7604552564654511	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.0582938808674341	0.6170767212758665	0.7472448979591837	0.2607044440225223	0.7604552564654511	70	0.1897639551544255	0.3629259890182222	0.3812359459105101	0.05	0.6177230203440031	1.0	0.5054306561314039	0.5054306561314039	0.036354442510426105
E_pu_style_conservative_ranker	internal_candidate	classical_biophysical	0.010539515898063585	0.18990937396955024	bounded_fallback_only	0.0169491525423728	-0.7693619418977435	0.16891891891891891	1.0	1.0	False	True	0.5412152810738926	0.1634187341477468	0.0326633134155258	-0.3289385704899302	0.25	0.1634187341477468	0.7992424242424243	0.0169491525423728	-0.1811402764195155	0.4112344833046387	-0.1360611945332765	0.0399641449684503	-0.7693619418977435	0.7172759655043119	0.2727131377527098	0.6140849306469575	0.7397621649450293	0.7530450860479913	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.0297468986141642	0.6140849306469575	0.7343877551020408	0.2791739561937449	0.7530450860479913	70	0.1710614295100698	0.3188597235804845	0.3639388054667235	0.05	0.5909302933709353	1.0	0.491750914502759	0.491750914502759	0.03476661641463135
decoy_focal_positive_pattern	internal_candidate	classical_biophysical	0.010364998200066453	0.18676477538515687	bounded_fallback_only	0.0454545454545454	-0.6290058666693772	0.16891891891891891	1.0	1.0	False	True	0.5101222666083555	0.2717214594525374	0.0680981642415837	-0.2588390738791808	0.5	0.2717214594525374	0.8348893920332577	0.0454545454545454	-0.3488357283955545	0.4331627867973821	-0.114132891040533	0.1803202201968166	-0.6290058666693772	0.6339387093036728	0.2631664550938072	0.6449232670520787	0.7222222222222222	0.7757698640105996	72	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.095071393357943	0.6449232670520787	0.6875992063492063	0.2667324431132048	0.7757698640105996	72	0.2411609261208191	0.1511642716044455	0.385867108959467	0.05	0.6052503173592891	1.0	0.5000190928347539	0.5000190928347539	0.03419093628638699
G_abstention_extreme_ood	internal_candidate	classical_biophysical	0.01031525243518825	0.1858684166570115	bounded_fallback_only	0.025	-0.7638417260092398	0.16891891891891891	1.0	1.0	False	True	0.6316462396297524	0.1693725727814967	0.0307030159734144	-0.3263698294439497	0.25	0.1693725727814967	0.7024825216176158	0.025	-0.1431699231455762	0.4166252883345664	-0.1306703895033488	0.045484360856954	-0.7638417260092398	0.7180633670791151	0.2651591063568402	0.5729714704944949	0.6494642259133053	0.710553780611813	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.0241450783345532	0.5729714704944949	0.7286734693877551	0.2815238376023303	0.710553780611813	70	0.1736301705560503	0.3568300768544238	0.3693296104966512	0.05	0.6022613404647397	1.0	0.4751842208696515	0.4751842208696515	0.03402684033145886
source_balanced_rf	internal_candidate	classical_biophysical	0.010066882052376937	0.1813930817015474	bounded_fallback_only	0.015625	-0.7494207374999651	0.16891891891891891	1.0	1.0	False	True	0.4823643675186621	0.1887510008388684	0.0281838210065671	-0.2989356038764573	0.25	0.1887510008388684	0.7580608674460246	0.015625	-0.2667704431124192	0.3488652314413138	-0.1984304463966014	0.0599053493662287	-0.7494207374999651	0.691291713535808	0.2622819077934881	0.6050674042912851	0.7095479319722015	0.741015959118158	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.0869719956642066	0.6050674042912851	0.7129591836734694	0.2664328190782101	0.741015959118158	70	0.2010643961235427	0.2332295568875808	0.3015695536033986	0.05	0.6065771383097679	1.0	0.4764763228857802	0.4764763228857802	0.03320754294517734
elastic_net_lr	internal_candidate	classical_biophysical	0.00983965120217176	0.17729865564570146	bounded_fallback_only	0.0945999885955408	-0.1902871949936553	0.16891891891891891	1.0	1.0	False	True	0.3755882188914395	0.4993831814910249	0.3797274711095113	-0.1626301536991244	1.0	0.4993831814910249	0.4835074366203902	0.0945999885955408	-0.1455912218677911	0.4209357577436088	-0.1263599200943064	0.6190388918725385	-0.1902871949936553	0.5308943089430895	0.1649734400750181	0.4827540835334972	0.4144426007465745	0.5930593588792117	17	source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.1198645432372779	0.4827540835334972	0.538562091503268	0.1740714295493914	0.5930593588792117	17	0.3373698463008756	0.3544087781322089	0.3736400799056936	0.3097128050063447	0.7525398398874729	1.0	0.4666725386122115	0.4666725386122115	0.032457978365260966
v0_Structure_baseline_RF	internal_candidate	structure_proxy	0.009223683655442086	0.16619966283461	bounded_fallback_only	0.0616410256410256	-0.3303639270968176	0.28409090909090906	1.0	1.0	False	True	0.2704503826577739	0.3673093131019526	0.2556564664345291	-0.2947040220881967	1.0	0.3673093131019526	0.356193281410169	0.0616410256410256	-0.3294107349417499	0.2720944587748601	-0.2752012190630551	0.4789621597693762	-0.3303639270968176	0.3821138211382113	0.1724331467731935	0.3203193848902968	0.275095975791559	0.401606856943368	17	source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.3949410468597721	0.3203193848902968	0.3973856209150326	0.1818965212993526	0.401606856943368	17	0.2052959779118033	0.1705892650582501	0.2247987809369449	0.1696360729031824	0.7413502798402097	1.0	0.309332749518501	0.309332749518501	0.0304260911677715
qk_clean_no_tcr_gamma1	internal_candidate	tcr_aware	0.009068265075895686	0.16339920734591754	bounded_fallback_only	0.0824686018349781	-0.373583944560394	0.2717391304347826	1.0	1.0	False	True	0.2653067153183194	0.3479731630291643	0.2602041837525291	-0.3140401721609849	1.0	0.3479731630291643	0.3467723288876058	0.0824686018349781	-0.3496315192743764	0.3401510233725962	-0.207144654465319	0.4357421423057997	-0.373583944560394	0.3707317073170732	0.1367959899005841	0.3189728720500634	0.3049915572045643	0.4009676867556842	17	source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse	high-value internal candidate but abstain or downweight under source shift	-0.3994999945802612	0.3189728720500634	0.3823529411764705	0.1447577352967335	0.4009676867556842	17	0.1859598278390151	0.1503684807256236	0.292855345534681	0.126416055439606	0.7948060151491239	1.0	0.3092114277499114	0.3092114277499114	0.02991341314811129
F_topk_diversification_hla_cluster	internal_candidate	classical_biophysical	0.008557060949952124	0.15418792511364443	bounded_fallback_only	0.0109997594062887	-0.7652439860508458	0.16891891891891891	1.0	1.0	False	True	0.5445087894856386	0.187945080971231	0.0109997594062887	-0.2904186129854068	0.25	0.187945080971231	0.5669153887571576	0.1937204655622904	-0.4066780879479726	0.3572404344233957	-0.1900552434145195	0.044082100815348	-0.7652439860508458	0.6676696662917133	0.2386891021052828	0.5044063414740251	0.4610847485847485	0.6360054685915543	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.299780334447108	0.5044063414740251	0.681530612244898	0.2470699533145036	0.6360054685915543	70	0.2095813870145932	0.0933219120520273	0.3099447565854805	0.05	0.6419663468420758	1.0	0.408088764141701	0.408088764141701	0.028227108205061475
source_balanced_plus_pu_rf	internal_candidate	classical_biophysical	0.008115905138404593	0.14623882908263855	bounded_fallback_only	0.0150295244174912	-0.7631063335014509	0.16891891891891891	1.0	1.0	False	True	0.4611679998134962	0.1651920556099716	0.0150295244174912	-0.346344017403719	0.25	0.1651920556099716	0.5612332112332112	0.0914522058823529	-0.3613290430817359	0.3808699541628092	-0.166425723675106	0.0462197533647429	-0.7631063335014509	0.6582208473940756	0.2691165902983914	0.4902453697150267	0.4814814814814815	0.6201866757228133	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.356602975061033	0.4902453697150267	0.6886734693877551	0.2779338786976444	0.6201866757228133	70	0.153655982596281	0.1386709569182641	0.333574276324894	0.05	0.5963251145524129	1.0	0.3961460829671919	0.3961460829671919	0.026771871073916167
ESM2_Bayesian	uncertainty_only	bayesian_uncertainty	0.00794582609845624	0.14317420976669176	bounded_fallback_only	0.2001488095238095	-0.1746067492449071	1.0	1.0	0.75	False	True	0.5668400064450175	0.9127833419827616	0.3430761525404446	0.1282853213334498	0.3333333333333333	0.9127833419827616	0.5608073660143571	0.2001488095238095	-0.1746067492449071	0.6088926713754298	0.0615969935375145	0.9376114081996436	0.1282853213334498	0.7546875	0.2294116020311654	0.5378305627750056	0.5549480653620475	0.6231592194674231	30	hla_shift_collapse; calibration_risk	uncertainty/OOD support only	0.3474261895248005	0.5378305627750056	0.7466666666666666	0.2400467664091577	0.6231592194674231	30	0.6282853213334498	0.3253932507550929	0.5615969935375145	0.6282853213334498	0.6558825969532519	0.22	0.5596163784059826	0.0677135817871238	0.026210832711315513
C_source_balanced_training	internal_candidate	classical_biophysical	0.007579654074700592	0.1365762312191785	bounded_fallback_only	0.0150287615610196	-0.7666628179774608	0.16891891891891891	1.0	1.0	False	True	0.5192381901667901	0.134987257634032	0.0150287615610196	-0.3951752923641797	0.25	0.134987257634032	0.5092592592592593	0.0625	-0.3365831823562477	0.4123527901369832	-0.134942887700932	0.042663268888733	-0.7666628179774608	0.6479846269216348	0.2774887575354092	0.4579138546959085	0.4465690559440559	0.5848832667434005	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.4243639655124361	0.4579138546959085	0.6801020408163265	0.2905099611577333	0.5848832667434005	70	0.1048247076358203	0.1634168176437523	0.365057112299068	0.05	0.5837668636968862	1.0	0.3750210239349399	0.3750210239349399	0.025002943998512217
B_rank_normalization_hla_supertype_train_only	internal_candidate	classical_biophysical	0.0075214646152054155	0.13552772729060758	bounded_fallback_only	0.0517237771500188	-0.7427032749422283	0.16891891891891891	1.0	1.0	False	True	0.4574429707295892	0.1476865565470917	0.0517237771500188	-0.3832057109606566	0.25	0.1476865565470917	0.4951973803527312	0.0526315789473684	-0.4636591339135997	0.3464316529429473	-0.2008640248949679	0.0666228119239655	-0.7427032749422283	0.6440476190476188	0.2660193213809058	0.4566358717292943	0.4444444444444445	0.5850817834369669	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.5278023828181952	0.4566358717292943	0.6786734693877552	0.2728878216987849	0.5850817834369669	70	0.1167942890393434	0.05	0.2991359751050321	0.05	0.6009710179286414	1.0	0.3585769046947899	0.3585769046947899	0.0248109948959908
interface_contacts_8A	internal_candidate	classical_biophysical	0.007334845954636271	0.13216508394507842	bounded_fallback_only	0.0883458646616541	-0.3106148124189718	0.16891891891891891	1.0	1.0	False	True	0.2165649671090239	0.3513985227711774	0.1964478391931485	-0.3106148124189718	1.0	0.3513985227711774	0.5033441175682555	0.0883458646616541	-0.1499273517286707	0.2883136600241863	-0.2589820178137289	0.5063492063492063	-0.3029768805169874	0.4074074074074074	0.1745447747978953	0.4369328429240434	0.2616266011227675	0.5218722158962188	17	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.1132147230493191	0.4369328429240434	0.4091503267973856	0.1689069238730183	0.5218722158962188	17	0.1893851875810281	0.3500726482713293	0.241017982186271	0.1970231194830126	0.7381828378031571	1.0	0.3946812689370397	0.3946812689370397	0.02419539741973368
A_score_standardization_train_only	internal_candidate	classical_biophysical	0.007171906005078453	0.12922910243374158	bounded_fallback_only	0.0144048433526533	-0.7505680951919014	0.16891891891891891	1.0	1.0	False	True	0.4966988850047113	0.1423745012552424	0.0144048433526533	-0.3898417241079656	0.25	0.1423745012552424	0.4644318257008345	0.0625	-0.410410819917304	0.3746519526734759	-0.1726437251644393	0.0587579916742924	-0.7505680951919014	0.644835020622422	0.2802125737082252	0.4450797771901458	0.4444444444444445	0.570838033879572	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.5096270838539227	0.4450797771901458	0.6743877551020407	0.2911929433098205	0.570838033879572	70	0.1101582758920344	0.089589180082696	0.3273562748355607	0.05	0.5796811394376622	1.0	0.356573645999518	0.356573645999518	0.02365790871724623
calibrated_linear_svm	internal_candidate	classical_biophysical	0.006505803099499606	0.11722673088069721	bounded_fallback_only	0.0894831667093907	-0.2975863798614256	0.16891891891891891	1.0	1.0	False	True	0.2385563107769517	0.3980124876783181	0.2071558570848302	-0.2640008475118311	1.0	0.3980124876783181	0.3945119162644869	0.0894831667093907	-0.2975863798614256	0.3121511415788619	-0.2351445362590533	0.5888691182718061	-0.2204569685943876	0.4113821138211382	0.1533831977204543	0.3455865953043199	0.286938219801111	0.4356185572748434	17	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.2793518678188678	0.3455865953043199	0.4326797385620915	0.1650398574189478	0.4356185572748434	17	0.2359991524881688	0.2024136201385744	0.2648554637409467	0.2795430314056124	0.7699252034193185	1.0	0.3439357799925166	0.3439357799925166	0.021460640414326736
pairwise_positive_over_unlabeled	internal_candidate	classical_biophysical	0.006460550455641416	0.11641133277809985	bounded_fallback_only	0.0610075828684253	-0.7183901052606114	0.16891891891891891	1.0	1.0	False	True	0.2352019526954706	0.2565178714701543	0.0610075828684253	-0.1601645280263589	0.6	0.2565178714701543	0.3333333333333333	0.0636286350844277	-0.6619521617519122	0.2797692800521252	-0.26752639778579	0.0909359816055823	-0.7183901052606114	0.3707493894993895	0.145625063043749	0.4126829732621625	0.3291666666666666	0.4940637946118338	50	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse	high-value internal candidate but abstain or downweight under source shift	-0.4736779582101863	0.4126829732621625	0.3801666666666666	0.1465251198366204	0.4940637946118338	50	0.3398354719736411	0.05	0.2324736022142099	0.05	0.7815624054343765	1.0	0.362929886650127	0.362929886650127	0.021311365881607956
xgboost_depth2	internal_candidate	classical_biophysical	0.006330829808809879	0.11407392306507608	bounded_fallback_only	0.0842726863779495	-0.2904847783279194	0.16891891891891891	1.0	1.0	False	True	0.2547357992039145	0.3746929559607831	0.2305446033832919	-0.2873203792293661	1.0	0.3746929559607831	0.4436292486281522	0.0842726863779495	-0.254080696738716	0.3216863830702485	-0.2256092947676667	0.5188413085382744	-0.2904847783279194	0.3796747967479675	0.1459426041840107	0.3529231868786339	0.2984246844619935	0.4356861543010815	17	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse	high-value internal candidate but abstain or downweight under source shift	-0.2516575258510114	0.3529231868786339	0.3915032679738562	0.1553768617232364	0.4356861543010815	17	0.2126796207706339	0.2459193032612839	0.2743907052323333	0.2095152216720806	0.781086093723984	1.0	0.3454620109988952	0.3454620109988952	0.020883457426127707
peptide_helicity_proxy	internal_candidate	classical_biophysical	0.006146564636168343	0.11075368673551425	bounded_fallback_only	0.0833333333333333	-0.3459927535328604	0.16891891891891891	1.0	1.0	False	True	0.2495818389487432	0.3399242898913951	0.2165152464494569	-0.3220890452987541	1.0	0.3399242898913951	0.4085710553814002	0.0833333333333333	-0.2595306922609554	0.3522111062780919	-0.1950845715598233	0.4633333333333333	-0.3459927535328604	0.4351851851851852	0.2709223168609859	0.3799499183736777	0.3251475376475377	0.4597771066672687	17	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.3927649477534268	0.3799499183736777	0.4326797385620915	0.2670875941882732	0.4597771066672687	17	0.1779109547012459	0.2404693077390446	0.3049154284401767	0.1540072464671396	0.5936165247085212	1.0	0.3434279736271296	0.3434279736271296	0.02027562338158861
interface_contacts_10A	internal_candidate	classical_biophysical	0.006082718154415013	0.10960325008384973	bounded_fallback_only	0.125	-0.3382149757550827	0.16891891891891891	1.0	1.0	False	True	0.23615737528403	0.3357265831744209	0.2003420552377308	-0.3262867520157283	1.0	0.3357265831744209	0.3700590884211574	0.125	-0.2832123808757689	0.2951762182605836	-0.2521194595773316	0.4711111111111111	-0.3382149757550827	0.4157407407407407	0.2392239435456644	0.3615586313775046	0.2631377760631724	0.4392744264559125	17	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.4094486499812491	0.3615586313775046	0.4091503267973856	0.241142702810692	0.4392744264559125	17	0.1737132479842716	0.2167876191242311	0.2478805404226683	0.1617850242449173	0.6411640846815034	1.0	0.3276799844151961	0.3276799844151961	0.0200650135051948
rf_secondary	internal_candidate	classical_biophysical	0.006012391457316672	0.10833604776180135	bounded_fallback_only	0.0836158192090395	-0.309634441631759	0.16891891891891891	1.0	1.0	False	True	0.2461024224437782	0.3617517018412209	0.2143957180549995	-0.3002616333489283	1.0	0.3617517018412209	0.3652838281024454	0.0836158192090395	-0.309634441631759	0.295227232547804	-0.2520684452901112	0.5091076856274425	-0.3002184012387513	0.389430894308943	0.1374020460144402	0.3299086677543026	0.275224671431358	0.4171013004125583	17	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse	high-value internal candidate but abstain or downweight under source shift	-0.3301968205825694	0.3299086677543026	0.4091503267973856	0.1463743270122142	0.4171013004125583	17	0.1997383666510717	0.1903655583682409	0.2479315547098888	0.1997815987612486	0.7938969309783397	1.0	0.3233973689574356	0.3233973689574356	0.019833027394506812
pu_logistic_weighted	internal_candidate	classical_biophysical	0.005790422618146191	0.10433643680288067	bounded_fallback_only	0.0506452997258816	-0.7475297749635336	0.16891891891891891	1.0	1.0	False	True	0.155944710206746	0.2657215651905606	0.0612327958096851	-0.1899612564216291	0.6	0.2657215651905606	0.3076190476190476	0.0506452997258816	-0.6417518600829961	0.1707494565024351	-0.3765462213354801	0.0617963119026602	-0.7475297749635336	0.3611340048840049	0.1593804816057008	0.3875875948506161	0.2648119664012861	0.4665347955333905	50	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.5245588025769355	0.3875875948506161	0.3761666666666666	0.1628613265055892	0.4665347955333905	50	0.3100387435783709	0.05	0.1234537786645199	0.05	0.7609292775914488	1.0	0.334273594528472	0.334273594528472	0.01910082056811368
radius_of_gyration_peptide	internal_candidate	classical_biophysical	0.005633151992111592	0.10150260966860807	bounded_fallback_only	0.0833333333333333	-0.3413895789296858	0.16891891891891891	1.0	1.0	False	True	0.2474855172455916	0.3372824078697692	0.2066283078030306	-0.32473092732038	1.0	0.3372824078697692	0.3625	0.0833333333333333	-0.3384316445876595	0.2910567263448388	-0.2562389514930764	0.467936507936508	-0.3413895789296858	0.4296296296296296	0.2252723189144991	0.3315897204475527	0.3233520021645022	0.4163321574237566	17	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.472102733398782	0.3315897204475527	0.4326797385620915	0.2179351073621437	0.4163321574237566	17	0.17526907267962	0.1615683554123405	0.2437610485069236	0.1586104210703142	0.6620915216282514	1.0	0.3073638692096696	0.3073638692096696	0.01858203321758286
positive_only_centroid	internal_candidate	classical_biophysical	0.00465142558901167	0.08381308308832758	bounded_fallback_only	0.0296926885077451	-0.711645743291301	0.16891891891891891	1.0	1.0	False	True	0.1641870844322321	0.2103334936882538	0.0296926885077451	-0.304367089825851	0.6	0.2103334936882538	0.2428571428571428	0.0588235294117647	-0.5554495774733041	0.2064826575450022	-0.340813020292913	0.0976803435748927	-0.711645743291301	0.3169032356532356	0.1504797680451166	0.3268742573707666	0.2281794726764915	0.399418887538334	50	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	-0.6108775478059377	0.3268742573707666	0.3401666666666667	0.1548870316576591	0.399418887538334	50	0.195632910174149	0.05	0.159186979707087	0.05	0.7742803479323251	1.0	0.2851730516214772	0.2851730516214772	0.01534362021922478
bagging_pu_rf	internal_candidate	classical_biophysical	0.004459547269458041	0.08035566702698325	bounded_fallback_only	0.0192020830427415	-0.7463999277553008	0.16891891891891891	1.0	1.0	False	True	0.1495632566536536	0.2327744780449493	0.0192020830427415	-0.2779353383471066	0.6	0.2327744780449493	0.2388095238095238	0.0528292002802007	-0.6398741136431239	0.1720387262298557	-0.3752569516080595	0.0629261591108929	-0.7463999277553008	0.321710927960928	0.1452064026546776	0.3022967174429875	0.2220893173441984	0.3746031506241492	50	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse	high-value internal candidate but abstain or downweight under source shift	-0.6884127040207589	0.3022967174429875	0.3341666666666666	0.1452690015217167	0.3746031506241492	50	0.2220646616528934	0.05	0.1247430483919405	0.05	0.7821903960179836	1.0	0.2737130809194094	0.2737130809194094	0.014710672748133558
