gene	mean_DM1	mean_DM2	log2FC_DM2vDM1	t	p	q_BH
LINC01551	0.020554528965457987	0.00799806487236243	-0.012556464093095557	2.4517333531803884	0.015578943899983625	0.0484776428561455
BX547991.1	0.09973228106363843	0.15884012666629602	0.05910784560265758	-2.476065437207809	0.015580536583318257	0.04847967383095359
TMEM191C	0.597886292863126	0.7638859002577553	0.16599960739462927	-2.4687315374562804	0.015583281925628566	0.04848526610889688
ZDHHC11B	1.5821834847076264	1.8421513578928612	0.25996787318523484	-2.452284041039684	0.015584214066917118	0.04848526610889688
BHLHB9P1	0.20543490920179872	0.2930438136328059	0.08760890443100719	-2.471892229327926	0.015595852888668124	0.04851698037281108
AC108734.4	0.02819856025676296	0.01002119427575283	-0.018177365981010128	2.456723101988685	0.015596289168977293	0.04851698037281108
ANGPTL7	0.1336074647793572	0.05242569471504668	-0.08118177006431052	2.4585296023717014	0.015599948110164737	0.04852468514923009
SRSF10P1	0.02056549016585515	0.007335443315111251	-0.013230046850743901	2.4576809979412886	0.015600647699604146	0.04852468514923009
PPP2CA	7.035664810263385	7.171726829867143	0.13606201960375763	-2.455574061417168	0.015607420518930526	0.04854282389599101
DNMT3L	0.04160200382447263	0.0036653212945409997	-0.037936682529931626	2.4692907254650747	0.015608860067811575	0.0485443737042341
DENND6A-DT	0.03914125898222113	0.06309379974284655	0.023952540760625425	-2.46395148265467	0.015610138549741324	0.048545422429109926
APBB3	4.333623416787326	4.03512924691932	-0.2984941698680057	2.460264599248315	0.015624395856028938	0.04858479392771532
LCN15	0.04154486008530393	0.013064799183640351	-0.028480060901663575	2.4619318111993054	0.015624682826328893	0.04858479392771532
CPEB2	4.3511387127746195	4.096713585551014	-0.25442512722360533	2.45834273293975	0.015635189697331565	0.04861453387895208
AC090124.1	0.008604554481094333	0.05803894224744505	0.049434387766350715	-2.4942753823542207	0.015640090313829725	0.04862683975436787
LINC01494	0.007626343849287471	0.0015620810416965727	-0.006064262807590898	2.4577599714413343	0.015642792134323714	0.048632308248575035
AC120114.1	0.32809192777980273	0.4212210077050072	0.09312907992520447	-2.456679623664614	0.015645553168366848	0.04863796016307124
RMST	5.0142213687388235	4.4555057224365795	-0.558715646302244	2.453414262243453	0.015654034245327717	0.04866139245184327
COA3	5.573770247188689	5.746687301265986	0.1729170540772973	-2.4551499643054475	0.015658159585793176	0.04867128269513604
LINC01970	0.14905054417431	0.24986240195425002	0.10081185777994003	-2.4851482908531493	0.015662013804072526	0.048677801917471
AC122688.2	0.008198522685962177	0.0020449519150082017	-0.006153570770953976	2.448685881808198	0.01566214458871745	0.048677801917471
AL451064.1	0.31646561289211733	0.2474684195340356	-0.06899719335808174	2.449724848039762	0.015663208229383784	0.04867817422249107
EFHB	0.9110729124351048	1.1561075259960507	0.2450346135609459	-2.463969760602288	0.01567102405400114	0.048696473715551046
LINC01338	0.03954097247256789	0.016807821598321147	-0.02273315087424674	2.456286819161045	0.015671405394322296	0.048696473715551046
TADA2A	4.421716235489757	4.591663333906467	0.16994709841671085	-2.4621152592774673	0.015671929086956922	0.048696473715551046
MTND4P24	0.27827473233626576	0.6161016948014248	0.3378269624651591	-2.48014890098637	0.015703429761687985	0.04879141433395362
AC019185.1	0.007539042232236413	0.0011396846425150364	-0.006399357589721377	2.461891006264038	0.015709134206084885	0.04880619804485674
LINC02572	0.35843895035552625	0.463192856433111	0.10475390607758472	-2.45947691467383	0.015720593055531508	0.048838857071621104
AL358473.1	0.04213618225261519	0.023931647455007764	-0.018204534797607422	2.4473321278076288	0.01572539346438207	0.048850827763645396
LINC01095	0.010979300918011609	0.003595107453141973	-0.007384193464869636	2.4530835728169924	0.01573286160330009	0.048871083799831294
IL17RE	4.025283078593981	3.6026826207402833	-0.4226004578536977	2.4767989215148436	0.015735922380972406	0.04887764760758076
AC118942.1	0.019561522088462173	0.008636738241069227	-0.010924783847392946	2.4460959437505023	0.015738993311451198	0.04888424215867414
SLC38A11	1.7720983251687052	1.4226882523659263	-0.3494100728027789	2.4534306158202046	0.01575177713260725	0.04892100167632701
UBE2B	5.968854107999844	5.828998009175285	-0.13985609882455918	2.445746909184333	0.015753702936658284	0.04892403656621993
MAU2	5.947799642081741	5.749494137404042	-0.19830550467769914	2.4518060582744066	0.01575594181281492	0.04892804329564768
AL139022.1	0.13979462495397366	0.10132044961123667	-0.03847417534273699	2.4493917270669345	0.015757575177197575	0.04893016931716466
IARS2	6.353934453641805	6.582929602683912	0.22899514904210694	-2.4459130897741925	0.01576611045573022	0.0489520902835638
AC110792.3	0.2885545061987631	0.22526477167541445	-0.06328973452334866	2.4519292427341792	0.015766532975923495	0.0489520902835638
AL132708.1	0.007612914702444442	0.0008420836244736474	-0.0067708310779707945	2.4621580052265784	0.015768399999417825	0.04895493989706086
AC004884.1	0.024927505852087004	0.01288885989578054	-0.012038645956306463	2.4466724556229704	0.015775850845406753	0.04897512378865996
AP003062.2	0.062365814891591646	0.11413223086104786	0.05176641596945621	-2.469651290540781	0.015778099385041273	0.048978093826950904
LINC01931	0.016389980821445185	0.005329450776279194	-0.011060530045165991	2.457435084464981	0.01577870688592681	0.048978093826950904
RNU6-1257P	0.0058405323168728785	0.014537371060549425	0.008696838743676546	-2.460315036211584	0.0157941693652138	0.049023139795470426
CPSF7	6.59559918196896	6.384432827487648	-0.21116635448131227	2.461611099729248	0.015800191916310113	0.04903888174109513
LINC02230	0.0020213069162056396	0.0	-0.0020213069162056396	2.465903204818487	0.01580556352585225	0.04905260159359152
MRPL38	1.2015406500606767	0.9910556277569653	-0.21048502230371136	2.450215192132964	0.01580954857716579	0.04905701791863515
HECW2	4.246620866126755	4.602505571596523	0.3558847054697676	-2.4477937712122717	0.015811790985769295	0.04905701791863515
AC114684.1	0.027739508224009	0.049100546700846376	0.021361038476837377	-2.467077044244264	0.015812432136595087	0.04905701791863515
RNASEH1P2	0.009861465957871515	0.004735622576835698	-0.005125843381035816	2.4446974857809725	0.01581251708949559	0.04905701791863515
KLHL38	0.13189791308186227	0.09005437973872045	-0.04184353334314182	2.444790771175939	0.015812697374662222	0.04905701791863515
LINC01101	0.0028563927478736342	0.00035714143530591816	-0.002499251312567716	2.45458083339051	0.015813558616995745	0.04905701791863515
AC090955.1	0.005627762023456801	0.0011775123938187581	-0.004450249629638043	2.4533771657826087	0.015813644915990795	0.04905701791863515
AC022929.2	0.01027254002569993	0.002528744546055082	-0.007743795479644848	2.4564135831943856	0.01581676023112393	0.04906373103332044
AC013553.3	0.15847505604378398	0.11027697661124075	-0.04819807943254323	2.4441946903873593	0.015823431368514863	0.049081472869416345
RNU4-47P	0.3443880177308069	0.2714870435386435	-0.0729009741921634	2.4442628423296817	0.015832278523579726	0.049105961785849216
AC103563.4	0.02129218629996302	0.0029032236921805454	-0.018388962607782475	2.457002079174425	0.015833811326809305	0.0491077626657564
AC118282.3	0.0027352333033497087	0.00039886152363725273	-0.002336371779712456	2.4503297024638955	0.015845855680800724	0.049140790740478425
ADH5P4	0.12259449611206925	0.16547189712915908	0.042877401017089825	-2.458889138944687	0.01584636620787406	0.049140790740478425
LINC02488	0.0011931603421900295	0.00998665884148039	0.00879349849929036	-2.486414639017147	0.01585096405359061	0.04915209356059897
TMED3	7.239996417550988	7.447897747782635	0.20790133023164703	-2.450726509907109	0.0158588873730388	0.0491737063294116
AC092112.1	0.12893167153681945	0.0586883259841752	-0.07024334555264425	2.4432292137418203	0.015860466046465335	0.04917564481666486
AC097105.1	0.019267565214579084	0.007097720804574634	-0.01216984441000445	2.443141584006603	0.01586163612556979	0.04917631629336557
CDK4	5.201776642835154	5.478561132213607	0.27678448937845346	-2.443116400056592	0.015862681736744197	0.04917660182080098
NPC1L1	0.10188807226266287	0.04349180918817335	-0.05839626307448952	2.455319279844577	0.015864485703004774	0.049179017221015475
ASB18	0.009935300486726152	0.003026131939530142	-0.006909168547196009	2.449015100650335	0.015865367986257716	0.049179017221015475
BNIP3P27	0.07896591595649291	0.05486456017707855	-0.024101355779414357	2.445003015034912	0.015883542982695432	0.049228461757244546
ZNF404	2.663119818788316	2.344117046502026	-0.3190027722862898	2.452008169654195	0.015884025481312798	0.049228461757244546
AL390208.1	0.22572847582643246	0.1705864894692617	-0.05514198635717077	2.448463014566607	0.015884182574597793	0.049228461757244546
KCNH5	0.017448096083806108	0.00647302396453689	-0.010975072119269218	2.451052177947399	0.015890122401881975	0.04924391135408371
AL137005.1	0.0057014520946106545	0.0004088196244514273	-0.005292632470159227	2.46011480506701	0.015891893015791084	0.049246439367686676
AL357052.1	0.015984483723670156	0.03052665121998981	0.014542167496319654	-2.4571891872064064	0.015897339542908857	0.049260357461306255
AL845321.1	0.024251781254518243	0.011882539230332962	-0.012369242024185281	2.4424223215219114	0.01590008124184114	0.049263188631344004
RNA5SP75	0.004553959543565749	0.00046434635062426	-0.004089613192941489	2.456105102823263	0.01590016360874379	0.049263188631344004
AC026782.2	0.009909800481300277	0.003062786279193853	-0.006847014202106424	2.444394511625632	0.015902110200991148	0.0492662600772462
MYOG	0.025582302010398367	0.005063663765766905	-0.020518638244631463	2.4565247242880206	0.0159051978750309	0.049272866122467784
CCNE2	1.1360319753763657	0.9610592895835182	-0.17497268579284753	2.451112593297999	0.01590678644466135	0.049274827563034675
LAMC1-AS1	0.37790480211517585	0.29284655513909486	-0.085058246976081	2.4461021668285965	0.015908151070434768	0.04927552162025395
AL031601.2	0.0006719392941671827	0.0040722011856134345	0.003400261891446252	-2.4722922116241324	0.015909285658631186	0.04927552162025395
AC022405.1	0.006524662519601126	0.002241992217299227	-0.0042826703023018985	2.444879096929818	0.015909876798783664	0.04927552162025395
AC005529.1	0.016417198466130482	0.007477917445254007	-0.008939281020876474	2.4435868612864016	0.01591345397289543	0.049283641097586546
CGB5	0.02585720988901872	0.002356875336744069	-0.02350033455227465	2.4610416504603925	0.01592550802730656	0.04931647415911325
TEX261	6.6790551730418395	6.87792314059645	0.19886796755461056	-2.449302903704694	0.01592596806763158	0.04931647415911325
AL713998.3	0.0020607123910431867	0.0	-0.0020607123910431867	2.4624334961780523	0.015948153502069597	0.04938220873653563
RCHY1	4.768345558804226	4.951669038301342	0.18332347949711636	-2.441170445242093	0.01595544151959581	0.04939822380259481
RNA5SP165	0.0036311574913966325	0.0008889987843391491	-0.0027421587070574835	2.4419828801445407	0.015956325284105545	0.04939822380259481
RNA5SP341	0.0019065553506029693	0.007196766259738676	0.005290210909135707	-2.4654805671048594	0.015956327630205953	0.04939822380259481
AC008770.2	0.06808427341087114	0.09156740575470172	0.02348313234383058	-2.449443462482132	0.015957870915556487	0.04939822380259481
TKT	8.509859642899823	8.77286176589259	0.2630021229927664	-2.4618015730462126	0.015958503651723296	0.04939822380259481
AC011509.2	0.024942860846047587	0.011295607748934752	-0.013647253097112835	2.441006563219015	0.0159590724977476	0.04939822380259481
AGGF1P2	0.32063727718955604	0.4506574814428967	0.13002020425334065	-2.4590195964165718	0.01597108141961897	0.04943242832235665
CTSL	6.634902597038863	6.837868388100728	0.20296579106186474	-2.4405032174017767	0.01597293887435866	0.04943435663664389
ALDH3B2	0.419553316498073	0.18059424340290298	-0.23895907309517	2.4406841132031896	0.01597362146332785	0.04943435663664389
MMD	4.014875311288685	4.384373377580399	0.36949806629171444	-2.4470491740269273	0.01597538227396354	0.04943683939741963
DDX5	9.588504341019375	9.348082305667823	-0.2404220353515516	2.443866341853077	0.015977210452538745	0.04943953032214755
AL137186.2	0.9310388223156795	0.8029732967273439	-0.12806552558833562	2.4413669391739767	0.015978394520582695	0.04944022792203815
TFAM	5.342201200567769	5.518436625354797	0.17623542478702792	-2.4403374039398615	0.015982542955251654	0.04944778218538078
MIR3941	0.007339766243668135	0.0028021455168652397	-0.004537620726802896	2.441804158687717	0.015982753500412953	0.04944778218538078
AL133297.1	0.08431402873041946	0.11284684584799982	0.028532817117580364	-2.446293248544927	0.016002961713130735	0.049507332937016646
AL049830.3	0.03114897047088699	0.015611334828393329	-0.015537635642493662	2.4428283641022186	0.016015738700251345	0.049543888419311594
LINC02017	0.0020323178447447235	0.0	-0.0020323178447447235	2.460719216689235	0.016019027365968268	0.049551089628288095
SPG21	6.609719758880872	6.763712884950822	0.15399312606994986	-2.441509790469521	0.01602684091683644	0.049569490186361434
GCHFR	0.34887823400795565	0.2805671844347561	-0.06831104957319956	2.4413635177948896	0.016026898221149746	0.049569490186361434
C20orf144	0.39282962357486595	0.4960637312702936	0.10323410769542762	-2.4593277122949266	0.01603340867687417	0.04958550916732125
SFTPD	2.8093742704431826	3.160013378478513	0.3506391080353306	-2.447725803077901	0.016034000395226594	0.04958550916732125
FAM83D	1.1230762648594506	0.9020968203407286	-0.22097944451872198	2.4391784712968456	0.016035339434906835	0.04958667682071502
GJC3	0.15209674135014828	0.1906036768613439	0.038506935511195634	-2.4497127742802607	0.01603669696923598	0.04958790152235604
AL356481.2	0.024506930227326525	0.01496122164788731	-0.009545708579439215	2.4407865505123283	0.01606376977145369	0.04966863682211946
MXRA7	8.245146754802693	7.820112933685375	-0.42503382111731813	2.456568122879141	0.016065298065512885	0.049670384415248583
IGHV3-42	0.0702309674025362	0.014915796408514996	-0.05531517099402121	2.446080583657251	0.016067314642841574	0.04967364137333122
AL357515.1	0.01705232387205011	0.02878368664305397	0.01173136277100386	-2.4534222178092033	0.01606919373444935	0.0496764729161716
ARL5AP3	0.016965709019990134	0.008632421411735385	-0.008333287608254749	2.437968233103096	0.01608085535943053	0.049709544132538364
AL161731.1	0.005984257319109182	0.0017380105647329966	-0.004246246754376186	2.441378378785038	0.01608261304441862	0.049711997911468145
CEP57L1P1	0.016977691375360843	0.027305366122003707	0.010327674746642864	-2.45416590592822	0.016086724058990896	0.04972029967221612
LINC01935	0.00427737400090506	0.0010491779784258617	-0.0032281960224791986	2.442460353522696	0.01608722690949452	0.04972029967221612
RPL19P16	0.0916291853442764	0.1291353072692188	0.03750612192494239	-2.443659296514084	0.016096572060474466	0.0497451475842536
RBM20	1.6138947198536011	1.942478570514642	0.3285838506610408	-2.442572335732282	0.016097195641866218	0.0497451475842536
SLC25A30	3.9114286532143336	4.2808640438148275	0.3694353906004939	-2.4564320267687982	0.01610821819790044	0.049776228001109486
AC106791.3	0.12368377989308865	0.1792976133595001	0.05561383346641144	-2.4505461628573455	0.016111069102999136	0.049782054874967195
SPATA5L1	3.179829275026453	3.3767432922916423	0.1969140172651893	-2.447163985122606	0.016121540498873023	0.0498114264131846
FAM200A	3.605643730621311	3.7629474897799944	0.15730375915868322	-2.4439160690729556	0.016124266963681085	0.049816866014789934
PRAMEF31P	0.004442568015135242	0.0	-0.004442568015135242	2.4580306551837094	0.01613074945034818	0.04983390871883653
KRT8P26	0.397136645521005	0.2813246838598278	-0.11581196166117724	2.441234741905426	0.016139569573705805	0.04985817078132993
AC012400.1	0.013116248108525758	0.004052973953692736	-0.009063274154833021	2.4448215657612478	0.016148876119507025	0.049883932498050745
AC093746.1	0.0035466821482979466	0.0	-0.0035466821482979466	2.457082441911422	0.016170318191829756	0.04994717556599555
AF001548.1	0.01480268150111659	0.007021467701150098	-0.007781213799966493	2.4358986467408523	0.016172194838567498	0.049949980632667396
AP001625.3	0.017115740997741765	0.03516552674323757	0.018049785745495806	-2.4658740804501984	0.016177060291689575	0.04995940126243018
PTCHD3P2	0.475284349535328	0.24173724898131407	-0.23354710055401393	2.4400913348760653	0.016177182322150388	0.04995940126243018
DHRS4L2	3.307839340147596	3.535537157629667	0.22769781748207096	-2.445904343739288	0.016179903776198545	0.04996481392453528
MTCO2P2	0.24214214825085686	0.3922052299793773	0.15006308172852043	-2.457822039725804	0.016184355256903597	0.04997217869458873
CCDC163	1.8609100272393397	2.2115922434936426	0.35068221625430285	-2.4426124625647287	0.016184668350939253	0.04997217869458873
RAB7A	8.297265292227715	8.394676229035802	0.0974109368080871	-2.4356567275340026	0.016185195503827708	0.04997217869458873
ZNF584	3.3545373317643157	3.4900986778553063	0.13556134609099058	-2.4355499908083305	0.016199459723139367	0.05001322572650043
LRRC55	0.6664087654671161	0.4565874615881564	-0.20982130387895975	2.437367093022477	0.01620575037677651	0.050029652216680945
USP40	5.698488978143001	5.888205166939562	0.18971618879656127	-2.4443416602701227	0.016223204784109914	0.050080538907983765
HNRNPA1P28	0.05976978907283927	0.04275921486963627	-0.017010574203203004	2.4383436034005865	0.01622656162506594	0.05008268798949564
TRABD	4.978671212815499	4.74238980869236	-0.23628140412313847	2.4471475532608564	0.016226930005468494	0.05008268798949564
AC005262.1	0.043192836816726116	0.02849338176137507	-0.014699455055351047	2.4345374532442734	0.016227180009034184	0.05008268798949564
SFRP1	2.9013893839100526	3.935697656760355	1.0343082728503026	-2.4608377470664524	0.0162277852986478	0.05008268798949564
AC009831.3	0.03727884675655826	0.019049010647788956	-0.018229836108769302	2.4371128135688007	0.016237667229866564	0.05011018727340463
AGMO	0.45669847167745864	0.7682098384991	0.3115113668216413	-2.4573848922391943	0.01625787272275638	0.05016954034604425
STX19	0.20962820076281133	0.15222730918595975	-0.057400891576851576	2.4338281131530395	0.016275503285334683	0.050217951378421
MCM10	1.1309175399302427	0.9160218409036439	-0.21489569902659877	2.438320425548659	0.016275508149267207	0.050217951378421
C9orf129	0.01041299949184212	0.019591186767817813	0.009178187275975693	-2.441493786012949	0.016283211466276773	0.05023871429539114
CHRM5	0.20990477140708336	0.08307057203250728	-0.12683419937457607	2.4514694529386656	0.016293148170654075	0.05026335843637156
ENTPD7	3.2681477168367383	3.475726961682541	0.2075792448458027	-2.4330625582029417	0.016293204030620623	0.05026335843637156
AL357033.2	0.004218342296393724	0.020305994661370987	0.016087652364977265	-2.4732873917807514	0.01629412280795936	0.05026335843637156
MTATP8P1	0.21641422482496556	0.40184998393586585	0.1854357591109003	-2.4614415905183575	0.016295928919866857	0.05026536616133517
NUDT13	1.5942090672639446	1.7516611936789532	0.1574521264150086	-2.438775693943248	0.016296722914330583	0.05026536616133517
PDE4C	0.2535418124767862	0.14466062289097856	-0.10888118958580764	2.4333167050164466	0.016299413595542968	0.050270658819311864
AC044810.1	0.024935062027653734	0.014669558085841595	-0.01026550394181214	2.4330016752891006	0.016308786373358395	0.05029655853731901
METRNL	5.669256866288912	5.883148047486917	0.21389118119800532	-2.4391066002933846	0.016315589802542236	0.050314531719463845
AL031320.1	0.013839646398247519	0.00629729154670611	-0.007542354851541409	2.4323787128420724	0.016319787736104926	0.05032446832298209
DCTD	6.795232052880035	7.002066288346927	0.20683423546689195	-2.4410121847813944	0.016323786385639354	0.05033378925343561
CEL	0.6801272963635664	0.5469359783964566	-0.1331913179671098	2.4330763199610055	0.016326406880604886	0.05033885983501622
TIMM13	5.491947206828074	5.698178432620999	0.20623122579292463	-2.4439157555371693	0.01633139904027688	0.05035124187609038
AL450423.1	0.006930218873950658	0.020680702878069463	0.013750484004118806	-2.4574408829020293	0.016339552821806283	0.0503715861053898
ZNF608	5.048256624374387	4.517154571537758	-0.531102052836629	2.4615680527947212	0.016339951051754203	0.0503715861053898
GAPDHP57	0.002463683308083761	0.0002954838238846382	-0.002168199484199123	2.4428658570588913	0.016344537831598685	0.05038271437014348
AC011979.2	0.00549017544747628	0.0004238449284764727	-0.0050663305189998075	2.4486662931792957	0.016347389956621796	0.05038849447901103
HNRNPA1P4	0.2910878215486996	0.23612902553141787	-0.054958796017281736	2.4355800149036098	0.016364574768705814	0.050438449717398776
DNAJC19P5	0.32644979439045363	0.4001208497816394	0.07367105539118579	-2.446172421672278	0.016367229936559816	0.05044361878499677
AC008739.2	0.10916926457887544	0.07299024365066034	-0.036179020928215094	2.4312541733350708	0.01636935662909143	0.05044599040148798
KRT19P4	0.006327886834624412	0.0014480312783134415	-0.00487985555631097	2.437367828483864	0.016369955701696644	0.05044599040148798
AC008735.4	0.3969373932037964	0.3120054049254965	-0.0849319882782999	2.4346858676558782	0.016372070707138957	0.05044949361593981
AC010332.3	0.6683743438812179	0.47052243718101266	-0.1978519067002052	2.4315499125526543	0.01637665123667086	0.05046059331342233
LINC01580	0.0030682042931100607	0.00039886152363725273	-0.002669342769472808	2.4404494858522536	0.016378626753659444	0.05046257984511477
AL683813.1	1.4131772999605066	1.230670167449647	-0.1825071325108596	2.441507485568849	0.016379252852352373	0.05046257984511477
CEACAM7	0.027989467265730497	0.0025677660637809002	-0.025421701201949597	2.450696056220527	0.016396080831627916	0.050510552372811185
NCAPD3	4.401737514734342	4.599969227999827	0.19823171326548472	-2.430968564331303	0.016396782639035268	0.050510552372811185
AC083906.5	0.061860244073803555	0.03917127476234973	-0.022688969311453824	2.433134297419617	0.016403415591217437	0.05052796725207239
CDC37P1	0.19881163518267095	0.12596481386006958	-0.07284682132260137	2.4305655355455444	0.01640522820659507	0.05053053269988856
AC092143.2	0.004182102776442839	0.0008185883974971582	-0.0033635143789456806	2.437081650087053	0.016408142498042896	0.05053649096411253
AL109947.1	0.10491082960964364	0.07244854858879105	-0.03246228102085259	2.4313699456249007	0.016410541399673042	0.05054086122935253
COBL	4.373624293740405	4.8415341326817005	0.4679098389412957	-2.4360269089235764	0.016416985951134076	0.05055768994111118
PIBF1	5.003740389260163	4.752832147532895	-0.25090824172726833	2.439930234437409	0.016425670367619948	0.050580166566958684
AC009061.2	1.8185480058939212	1.9863615943327455	0.16781358843882432	-2.4408090373045943	0.016426245973358494	0.050580166566958684
AL356277.2	0.0030185853313613887	0.0	-0.0030185853313613887	2.45085240541114	0.016432464624585665	0.05059629436109738
LINC02080	0.20712330452450178	0.13248195531197407	-0.07464134921252771	2.434089318731307	0.016440240983670917	0.050617216195561095
AC009994.1	0.029414233968148188	0.016918600234241393	-0.012495633733906795	2.4295543357110163	0.016442038891204897	0.050619729809873525
ARV1	4.571329678589509	4.731079084050824	0.15974940546131577	-2.4324502874332627	0.016443748536845517	0.05062101075744843
RBM26	5.933835098066212	5.723209828461452	-0.21062526960476013	2.4493604472803856	0.016444418005783747	0.05062101075744843
AP001625.1	0.006066564071426557	0.0019462907937299564	-0.004120273277696601	2.43257433151718	0.016446067540407693	0.05062306698472016
LCE2D	0.029246908775889268	0.0	-0.029246908775889268	2.4502075114811164	0.016459816430871934	0.050662364084852536
CCDC32	3.0461047501377676	3.220187938155237	0.17408318801746958	-2.435581682605667	0.016462889822673427	0.0506687998874834
NQO2-AS1	0.06705268333096757	0.13004612882760583	0.06299344549663825	-2.4631155834913696	0.016465795092204635	0.050674717513149656
AL355336.1	0.053711693271146416	0.08422608936138361	0.030514396090237192	-2.441851608423226	0.01646906945758945	0.05068177028496439
AL162385.2	0.12590315991739698	0.17618785762730624	0.05028469770990926	-2.4363400408764555	0.016470060722720652	0.05068179664162261
AL138889.1	0.04786208690304103	0.02274033957876867	-0.02512174732427236	2.42938977826228	0.016472597801562884	0.05068469825761876
AC008554.1	0.22041989305137968	0.35293718407633795	0.13251729102495827	-2.44576988873467	0.016472969174277846	0.05068469825761876
AC136469.2	0.015482996242944183	0.027711935190643487	0.012228938947699304	-2.438526434981781	0.016476265675755903	0.050691816856256934
AC020917.3	0.02067369575065103	0.03511128949968964	0.014437593749038611	-2.44683432442482	0.016481492920713336	0.0507048744865706
RASEF	5.661281707949297	5.977724607058017	0.31644289910871937	-2.4292311337067694	0.016489036848888045	0.050725057348318045
MUC20	3.217007133842843	2.7467975375991447	-0.4702095962436985	2.4448426303432167	0.01649184582290578	0.0507306725796578
LINC02619	0.005880546197119466	0.0006942053504192073	-0.005186340846700259	2.43965956919926	0.016495536333213788	0.05073899867890308
SIGLEC29P	0.003984274996734917	0.0005634120524289072	-0.00342086294430601	2.4356642811822096	0.01650463004699672	0.050762303166101884
MORN1	3.594603437864141	3.7962763643472455	0.2016729264831043	-2.4375920244092226	0.016505945531896656	0.050762303166101884
CYMP	0.002063296802387804	0.0	-0.002063296802387804	2.4491192403317656	0.0165060655387507	0.050762303166101884
MIR320E	0.07030241366420338	0.04878979405691623	-0.021512619607287148	2.4280334880107985	0.016511879586977595	0.05077715567460393
AC004706.1	0.6844000436215313	0.5375885824783405	-0.14681146114319077	2.429188684036815	0.016517330161640583	0.0507908887286222
RBM27	4.676902633490601	4.823576446870377	0.1466738133797758	-2.4299393020997204	0.016518788573072103	0.050792344951268144
AL353743.3	0.0809430002225496	0.1154849692857437	0.034541969063194095	-2.4438370039206943	0.016524544820257944	0.05080415781678044
AC091607.2	0.1646140968725218	0.21220591544074544	0.04759181856822364	-2.4455502344127265	0.016524600523063787	0.05080415781678044
FAM168B	6.88797895921975	7.083099587567929	0.195120628348179	-2.427568617462885	0.01652857222375408	0.050813339524790946
RNU2-20P	0.0019168906239008976	0.0	-0.0019168906239008976	2.4483095337982705	0.016540551678529233	0.05084713669121218
LINC02177	0.031613464974764055	0.09843855302840844	0.06682508805364439	-2.466094934152003	0.016545113607853344	0.05085812905062751
KLKB1	1.2372367948676188	0.993410012600745	-0.24382678226687382	2.4285046988111794	0.01654995145618996	0.05086877151057114
AC090531.1	0.01631783221974086	0.006304518302410656	-0.010013313917330202	2.427113854551774	0.01655054845362748	0.05086877151057114
LINC00368	0.0072907341032127666	0.0025462614221846433	-0.004744472681028123	2.42962453041778	0.016555030241004416	0.05087951431080161
AL391001.1	0.5905205870975789	0.47922430166534735	-0.11129628543223158	2.43718533512728	0.016577825690407045	0.05094653689411589
AC006305.2	0.0015595829968413283	0.0071297477680781025	0.005570164771236774	-2.4594073264971605	0.01658485703168693	0.05096510853555512
LINC02368	0.002865843564680444	0.0	-0.002865843564680444	2.4470852812757475	0.016592816144941173	0.050986528828598436
AC007560.1	0.026023658960737942	0.04515818680109295	0.01913452784035501	-2.4416973951994496	0.016594764790395754	0.050989478659509715
TENT4B	4.341220849895889	4.51140143435028	0.17018058445439177	-2.4275831221275666	0.016598366617926612	0.050997507443878654
TSR3	4.967894251175185	5.144388213979856	0.17649396280467133	-2.43073573823994	0.016601020572292177	0.051002623160504953
AC110285.2	2.687188299119023	2.2056479450953423	-0.48154035402368045	2.4295510327600955	0.01661652508672103	0.05104721615573925
AP001453.1	0.08435985763142752	0.11524584320328166	0.030885985571854138	-2.43252179506571	0.016618209230878825	0.0510493491496423
AUNIP	0.7297341162474871	0.8186279686400383	0.08889385239255121	-2.4298572071612186	0.016621075152409834	0.05105511196607414
RN7SKP141	0.0032961747790700054	0.0	-0.0032961747790700054	2.44639612462393	0.0166223018277013	0.05105583910796657
KDELC1P1	0.0212869699323394	0.011669191066512699	-0.0096177788658267	2.425455825460192	0.01662539126838833	0.05106228735563719
SCX	5.038185822433509	4.371171451711317	-0.6670143707221925	2.4355557604299873	0.01663995432624694	0.05110397215636633
AL162719.1	0.005474703419104244	0.0004412924323620182	-0.0050334109867422264	2.441387980672977	0.016642994787055738	0.051108212356347923
SNHG26	0.95516989617042	0.7891167959540326	-0.16605310021638742	2.4268258901928252	0.016643893056011685	0.051108212356347923
KRT18	8.740234237226327	8.4397548075155	-0.3004794297108262	2.4320670758180647	0.016644454553279554	0.051108212356347923
SERINC3	7.535725199586764	7.6809496763104255	0.14522447672366123	-2.4249884300206705	0.016645298851157096	0.051108212356347923
AC087521.1	0.3143174495873331	0.20975888299731066	-0.10455856659002244	2.427289777696585	0.016651816958694065	0.0511251820352237
IL15	3.9703971672623974	3.6697719957868333	-0.3006251714755641	2.428010257348956	0.01666158084726289	0.0511521144482848
IGHD6-6	0.00863856482806829	0.0007245780447826109	-0.007913986783285679	2.4424067629351676	0.016681212578646937	0.05120933675780578
CTNNAL1	6.8788212699228115	6.583610919733977	-0.29521035018883435	2.4281458799022673	0.016682607004579568	0.051210569231247345
AC134312.4	0.0049047884071790225	0.0011705119385220144	-0.003734276468657008	2.4295488884988763	0.016702146569395455	0.05126555843001141
NPTX1	0.42434056096533607	0.1909710114698204	-0.23336954949551567	2.425405603435597	0.016702508595406246	0.05126555843001141
