	sample	stage	pc1	pc2	cohort
1215	TCGA-ET-A40Q-01A	post	12.94810052363042	6.073434246499925	TCGA-THCA
1216	TCGA-FY-A4B0-01A	post	13.512336319259076	-5.715213360402284	TCGA-THCA
1217	TCGA-ET-A39K-01A	post	12.935529218394938	5.472411142622734	TCGA-THCA
1218	TCGA-EM-A2CQ-01A	post	12.548696525718546	-7.238815641590577	TCGA-THCA
1219	TCGA-EM-A2CS-01A	post	13.28705198345045	1.359788502657348	TCGA-THCA
1220	TCGA-EM-A2CS-06A	post	13.312851054238903	1.906074528568751	TCGA-THCA
1221	TCGA-FY-A40M-01A	post	13.30928939217872	-1.4819574265788689	TCGA-THCA
1222	TCGA-ET-A4KN-01A	post	10.570832045594647	7.029144125802834	TCGA-THCA
1223	TCGA-KS-A41I-11A	post	12.941457707590887	-3.8670278799268023	TCGA-THCA
1224	TCGA-KS-A41I-01A	post	10.635237353552967	-1.6981675541269678	TCGA-THCA
1225	TCGA-DJ-A4UL-01A	post	13.473503937039249	3.656044451566466	TCGA-THCA
1226	TCGA-ET-A40P-01A	post	12.917283472548052	-2.9073951512198337	TCGA-THCA
1227	TCGA-DJ-A3V5-01A	post	13.230695056829843	4.062748629185634	TCGA-THCA
1228	TCGA-FE-A22Z-01A	post	12.695894999024246	6.080928107584718	TCGA-THCA
1229	TCGA-FE-A237-01A	post	13.197319575066706	4.320726888345514	TCGA-THCA
1230	TCGA-FK-A3SG-01A	post	12.754782431873197	2.9643133647158533	TCGA-THCA
1231	TCGA-GE-A2C6-01A	post	13.230021875307164	4.298376219722932	TCGA-THCA
1232	TCGA-EM-A22Q-01A	post	11.773652726286768	-7.17986945658932	TCGA-THCA
1233	TCGA-FY-A3W9-01A	post	12.930660783997483	-6.683356295824543	TCGA-THCA
1234	TCGA-DE-A4MC-01A	post	12.631243816839772	5.706907923874049	TCGA-THCA
1235	TCGA-EL-A4K9-01A	post	13.222518081226543	3.2556339062178012	TCGA-THCA
1236	TCGA-FK-A3SB-01A	post	13.044301059904285	3.4201824432486947	TCGA-THCA
1237	TCGA-H2-A422-01A	post	13.13893493080003	1.85022017874737	TCGA-THCA
1238	TCGA-EM-A3FM-01A	post	12.334508273871448	7.670724449304382	TCGA-THCA
1239	TCGA-DJ-A13S-01A	post	12.903756360086652	-5.886924398070083	TCGA-THCA
1240	TCGA-EM-A3SY-01A	post	11.678710863428943	-8.81041802617356	TCGA-THCA
1241	TCGA-EM-A2P1-01A	post	12.272058218555786	5.286419657843078	TCGA-THCA
1242	TCGA-EL-A3T1-01A	post	12.953474234767834	6.310875534223473	TCGA-THCA
1243	TCGA-EL-A3T1-11A	post	12.701738608226535	-1.7751098965033967	TCGA-THCA
1244	TCGA-DJ-A2PS-01A	post	13.304798722596265	1.849338202355865	TCGA-THCA
1245	TCGA-EL-A3TB-11A	post	12.874929830263852	-8.294957892945359	TCGA-THCA
1246	TCGA-EL-A3TB-01A	post	13.342696548439077	1.9374475184655977	TCGA-THCA
1247	TCGA-BJ-A45C-01A	post	12.874040583569162	-8.979680462846574	TCGA-THCA
1248	TCGA-DJ-A3UX-01A	post	13.234057711899414	-0.11714701858328833	TCGA-THCA
1249	TCGA-DJ-A2PX-01A	post	13.296114786985134	1.504418641857029	TCGA-THCA
1250	TCGA-EL-A3ZS-01A	post	13.3130715856363	3.3620732365892043	TCGA-THCA
1251	GSM671255	post	12.932492535837047	-3.4167691982066453	GSE27155
1252	GSM671256	post	12.717708149769448	-3.278646916616736	GSE27155
1253	GSM671257	post	12.688974681042385	-3.959991126422824	GSE27155
1254	GSM671258	post	12.784297194281553	-4.69910230374189	GSE27155
1255	GSM671259	post	12.631838557458098	-3.3153581634735354	GSE27155
1256	GSM671260	post	12.655523581832263	-3.9637171107714324	GSE27155
1257	GSM671261	post	12.93158722599224	-2.9247285910873346	GSE27155
1258	GSM671262	post	13.00034968271179	-6.034291236938594	GSE27155
1259	GSM671263	post	12.994091816667236	-6.3623456074180895	GSE27155
1260	GSM671264	post	12.852759599714219	-4.22073660859106	GSE27155
1261	GSM671265	post	12.971391719870844	-4.537681218284267	GSE27155
1262	GSM671266	post	12.875762746496479	-3.4316373096230763	GSE27155
1263	GSM671267	post	12.689713464846445	-5.778365046839283	GSE27155
1264	GSM671268	post	12.853767785268458	8.337014668492284	GSE27155
1265	GSM671269	post	12.565919041065335	8.983486827364986	GSE27155
1266	GSM671270	post	12.666673163653833	9.972991717845774	GSE27155
1267	GSM671271	post	12.826598704912254	9.394950141684337	GSE27155
1268	GSM671297	post	13.111490783124072	-3.9420644273458265	GSE27155
1269	GSM671298	post	13.100362782245766	-2.6015181207814746	GSE27155
1270	GSM671299	post	13.064534433424335	-3.5351784563723365	GSE27155
1271	GSM671300	post	12.956603054455428	-4.808747444947334	GSE27155
1272	GSM671301	post	13.09560007149454	-1.8001481594454098	GSE27155
1273	GSM671302	post	12.808113253255407	-2.378201859097533	GSE27155
1274	GSM671303	post	12.967567431552379	-2.813282331584557	GSE27155
1275	GSM671304	post	12.997894956337008	1.2002585459527533	GSE27155
1276	GSM671305	post	12.603488972078143	3.3740961087250847	GSE27155
1277	GSM671306	post	12.465458387713795	3.808122480991664	GSE27155
1278	GSM671307	post	13.075606160362023	0.936882003694814	GSE27155
1279	GSM671308	post	12.65538482774448	1.8816861523971327	GSE27155
1280	GSM671309	post	13.158777085475684	0.9215639219309747	GSE27155
1281	GSM671310	post	12.906166677932978	2.2360244843871175	GSE27155
1282	GSM671311	post	13.025114869526638	0.015209913138144512	GSE27155
1283	GSM671312	post	12.754465690956883	1.524056749584168	GSE27155
1284	GSM671313	post	12.78813677023223	1.4561481658412954	GSE27155
1285	GSM671314	post	13.024147123731016	2.1697829662738046	GSE27155
1286	GSM671315	post	12.745820524020884	3.0996048737557325	GSE27155
1287	GSM671316	post	12.958108582873784	1.6713581789632161	GSE27155
1288	GSM671317	post	13.137094190027135	2.139960827126286	GSE27155
1289	GSM671318	post	13.07670202636664	1.759964911152782	GSE27155
1290	GSM671319	post	13.074423271788572	3.2010009568455944	GSE27155
1291	GSM671320	post	13.182213197278617	2.132335860486419	GSE27155
1292	GSM671321	post	13.340954795063448	0.07011144569787064	GSE27155
1293	GSM671322	post	13.240225078118563	1.455036497087879	GSE27155
1294	GSM671323	post	12.972026252660605	3.8579133206451917	GSE27155
1295	GSM671324	post	13.206901316146794	1.3584428815790122	GSE27155
1296	GSM671325	post	12.771067037108445	3.727129156255245	GSE27155
1297	GSM671326	post	12.832696431322013	2.951447997875638	GSE27155
1298	GSM671327	post	12.918803830155806	3.8431352985665637	GSE27155
1299	GSM671328	post	12.939306063386722	2.6057828159135012	GSE27155
1300	GSM671329	post	12.657958020220581	3.390239433204701	GSE27155
1301	GSM671330	post	13.1176186216661	2.267612959301704	GSE27155
1302	GSM671331	post	12.963363279992816	2.4352026524271926	GSE27155
1303	GSM671332	post	12.964538117211474	4.0070832573305335	GSE27155
1304	GSM671333	post	12.533599394736195	4.3112937137536465	GSE27155
1305	GSM671334	post	12.895508938303415	3.2548293724660264	GSE27155
1306	GSM671335	post	13.059606805379769	1.704835558099059	GSE27155
1307	GSM671336	post	12.910621183299844	1.8245239345654913	GSE27155
1308	GSM671337	post	12.826971307936812	3.5277988918148497	GSE27155
1309	GSM671338	post	12.83563292134645	2.4525218947727754	GSE27155
1310	GSM671339	post	13.153418368270179	3.4862512072621357	GSE27155
1311	GSM671340	post	12.996767200808392	-6.317766160436434	GSE27155
1312	GSM671341	post	13.122850723746515	-2.074336615399573	GSE27155
1313	GSM671342	post	13.034690425741157	-1.1007808986927328	GSE27155
1314	GSM671343	post	13.125438934018582	-1.7554759736099024	GSE27155
1315	GSM671344	post	13.016243689004313	-4.407325654009594	GSE27155
1316	GSM671345	post	12.938438464567056	-1.5456512584942983	GSE27155
1317	GSM671346	post	12.903936389614957	-4.902270004499663	GSE27155
1318	GSM671347	post	12.896730734612031	2.558462915851444	GSE27155
1319	GSM671352	post	12.666315871494227	-2.779916201156568	GSE27155
1320	GSM671353	post	12.953317791734937	-1.2199589801112734	GSE27155
1321	GSM2024824	post	-223.9481149150752	3.4048733563433053	GSE76039
1322	GSM2024825	post	-223.99552780262653	1.8476050123382184	GSE76039
1323	GSM2024826	post	-223.9593820613859	3.0922637331035436	GSE76039
1324	GSM2024827	post	-223.87911115104987	-4.392415577813112	GSE76039
1325	GSM2024828	post	-223.710327982692	-3.4123964788862597	GSE76039
1326	GSM2024829	post	-223.80578246133976	-3.0683893908638176	GSE76039
1327	GSM2024830	post	-224.8561236412016	-2.1300064564841596	GSE76039
1328	GSM2024831	post	-224.0545005889689	-0.18509581744909046	GSE76039
1329	GSM2024832	post	-224.01233139634957	-4.98767731856251	GSE76039
1330	GSM2024833	post	-223.75695941171713	-1.2251358254518507	GSE76039
1331	GSM2024834	post	-224.03863357708397	1.9387238298367115	GSE76039
1332	GSM2024835	post	-223.84780825907663	3.604478604428664	GSE76039
1333	GSM2024836	post	-223.90325914828193	1.2921621346899559	GSE76039
1334	GSM2024837	post	-224.41210577336088	3.820764095206187	GSE76039
1335	GSM2024838	post	-224.21276375168833	1.0028797284590523	GSE76039
1336	GSM2024839	post	-224.07545752441442	2.8975317618133802	GSE76039
1337	GSM2024840	post	-224.0526696839782	0.3986073983252653	GSE76039
1338	GSM2024841	post	-224.1714880284111	-3.7791331359893707	GSE76039
1339	GSM2024842	post	-223.6874448465494	-3.0178895863689252	GSE76039
1340	GSM2024843	post	-224.04255869447815	-4.630431985384041	GSE76039
1341	GSM2024844	post	-223.93124360834088	-4.320598033201411	GSE76039
1342	GSM2024845	post	-223.94038688804923	1.6598506562548547	GSE76039
1343	GSM2024846	post	-224.11805578882522	0.014223096996670681	GSE76039
1344	GSM2024847	post	-223.8566377328691	2.240863854414426	GSE76039
1345	GSM2024848	post	-224.1778893827206	3.125305450106252	GSE76039
1346	GSM2024849	post	-223.71172714279825	5.542896347414908	GSE76039
1347	GSM2024850	post	-223.53304079722446	-3.795384588278818	GSE76039
1348	GSM2024851	post	-223.958121092059	0.8038301538142619	GSE76039
1349	GSM2024852	post	-224.068582787185	3.4154826359815775	GSE76039
1350	GSM2024853	post	-223.8638815931129	2.2646674791329016	GSE76039
1351	GSM2024854	post	-223.7280689764612	-2.177869595661765	GSE76039
1352	GSM2024855	post	-223.6984540637634	2.296046516463661	GSE76039
1353	GSM2024856	post	-223.71001398487024	-3.6674958359485	GSE76039
1354	GSM2024857	post	-223.9517561119	-0.986890558182719	GSE76039
1355	GSM2024858	post	-223.95956437541165	2.975381307432733	GSE76039
1356	GSM2024859	post	-223.9970955047297	-3.787723914223454	GSE76039
1357	GSM2024860	post	-223.86181915470365	3.507434888425946	GSE76039
