gene_symbol	log2FC_BRAF_vs_RAS	pvalue	FDR
NEFM	0.08242857317604893	1.044785798225424e-05	5.752886572039119e-05
FO681492.1	-0.2720403509193688	1.0458009012765723e-05	5.757862826067926e-05
AC069185.1	-0.11367369459850396	1.0462813595994016e-05	5.759435871258101e-05
OSGEPL1-AS1	-0.11851598286136017	1.0463093984745348e-05	5.759435871258101e-05
C14ORF119	0.22465530832862246	1.0504808101501354e-05	5.7817819680649994e-05
PLA2G4E-AS1	-0.08445114408619293	1.0513483763855381e-05	5.785941080642667e-05
DMRT2	0.06401991839377001	1.0554001575628965e-05	5.807509461740075e-05
ZRANB3	-0.2606306904633313	1.0554921555773535e-05	5.807509461740075e-05
ZNF709	-0.18710465405636917	1.0559578183786755e-05	5.8090082047744624e-05
PCDHB10	0.2810946054396032	1.0559892487365614e-05	5.8090082047744624e-05
FBXO30	-0.45047948336924915	1.0562736046722525e-05	5.809954303827037e-05
AC103563.9	-0.12106245866496215	1.0576037066794085e-05	5.816651638139788e-05
ST13	0.3993202412591659	1.0601840775526861e-05	5.830223095701349e-05
LINC01482	0.15633950962996995	1.0604598841350625e-05	5.831119626642483e-05
PARP2	0.2576455388966252	1.0642399497820503e-05	5.851282684339763e-05
NDUFV2P1	-0.2766265717028258	1.068646881778843e-05	5.874887652896683e-05
NXNL1	-0.026494564771869414	1.070107868976501e-05	5.882293988683927e-05
AC092807.3	-0.179510344130559	1.0759359531646069e-05	5.913701767026984e-05
SELENOM	-0.5964076193083487	1.0762212108417118e-05	5.914640889175156e-05
ADIPOQ	0.17084750331444865	1.0764498906080122e-05	5.915268906791016e-05
GJC2	0.565570021664749	1.0769767207528382e-05	5.91753500210465e-05
OCM	-0.08896000818784455	1.0773112879632128e-05	5.91874432396663e-05
MAP3K4	-0.25856803629546654	1.0774318745747297e-05	5.918777905122379e-05
FAM136A	-0.20114862706119574	1.080080886640438e-05	5.9317386296152694e-05
AL590705.1	-0.22476301273120233	1.0801118640763589e-05	5.9317386296152694e-05
CERT1	-0.39125287031363776	1.0801353705289293e-05	5.9317386296152694e-05
AKTIP	-0.27138865522175326	1.0802586765398699e-05	5.9317857489185894e-05
AL732509.1	-0.20767877879991126	1.0812487178560786e-05	5.936591664864679e-05
TRAJ17	0.004778762738926186	1.083480940784959e-05	5.9482160291299125e-05
FARSB	-0.19061507434264158	1.0846378856241486e-05	5.95393536875581e-05
AL592158.1	-0.0935299446665399	1.08513901215878e-05	5.956053873105898e-05
H2BC6	-0.29437599134433223	1.0856798712174882e-05	5.9583899863527235e-05
PSME4	-0.27328364114503056	1.0863379595879712e-05	5.961368909205738e-05
FAM102A	0.32470725496272035	1.0865532329182569e-05	5.961917473713844e-05
AL442128.1	0.003550217843212233	1.0880999758332027e-05	5.969770920042435e-05
AC068896.1	-0.17962270933475294	1.0897862176206728e-05	5.978387967730426e-05
LINC02252	-0.02526016883668737	1.0921920426779081e-05	5.9909502837490516e-05
AP003392.5	-0.1821693061804539	1.092350237617494e-05	5.991025451945643e-05
SLX4IP	-0.25655473162390496	1.0924374895741823e-05	5.991025451945643e-05
RHBDF1	0.3261921918256361	1.0929719147932813e-05	5.993320594174548e-05
HOMER1	-0.42821043141610016	1.0957786829433173e-05	6.0080743396501896e-05
AC019197.1	-0.19050914839417554	1.0967834026162276e-05	6.012945504068438e-05
ANO4	-0.13974538186221497	1.0974224677814726e-05	6.015811203792755e-05
AC006511.3	-0.37109232377065826	1.0980533765742456e-05	6.018631589355963e-05
LCEP3	0.02275080455894127	1.0982556953381048e-05	6.019102445596922e-05
AC007389.3	-0.13679603130378004	1.0991564275949407e-05	6.023400522773589e-05
SNORD123	0.017420502380131778	1.1010778830750746e-05	6.0332906810633376e-05
BRD1	0.35991918925149946	1.1047069249021725e-05	6.052534369518059e-05
SSR1P1	-0.37384041195404905	1.1052059387713861e-05	6.0546268126971546e-05
ZMYND11	-0.3835127613070144	1.1054019176287644e-05	6.0550588779613986e-05
GDPGP1	-0.2604675125446554	1.1057623816412205e-05	6.056391756395939e-05
AP002754.1	0.2211499336716825	1.1062559898553864e-05	6.058453521817911e-05
MCU	0.19497555996245897	1.1086059271595302e-05	6.070680031545896e-05
C1ORF122	-0.40982382245309434	1.1092401245099583e-05	6.0735096259306245e-05
PTP4A3	0.4608514501211154	1.1132589749094155e-05	6.094868915577765e-05
TRIM52	-0.3758695940386434	1.1138493645107017e-05	6.097455536544344e-05
MORN1	-0.2766712391522579	1.1145096173395856e-05	6.100424015977761e-05
MYCL	-0.5871557096433682	1.1149182160023046e-05	6.102014548553314e-05
AC093627.7	0.09910061549107255	1.1220302531196725e-05	6.140289183668453e-05
AC009831.1	0.20270905211922385	1.1252413325915205e-05	6.15721006035686e-05
AL589935.1	-0.24877933792126805	1.1262290768218878e-05	6.161962771216814e-05
ENDOV	-0.2958271178459757	1.1263592478160974e-05	6.162022912822294e-05
AC034236.2	-0.42575212397256745	1.1281609297508829e-05	6.171226482420615e-05
AL160269.1	-0.11239667396785127	1.128599366835707e-05	6.172971719334962e-05
AC092013.1	0.003834185391226297	1.130260615131123e-05	6.181404151125406e-05
RAMP2	-0.5332547780257704	1.1315552372396693e-05	6.18754457579036e-05
TRIP4	-0.2599874748550661	1.131622727616309e-05	6.18754457579036e-05
AL449423.1	0.013253887829477742	1.1338508920095433e-05	6.198965595036079e-05
C17ORF80	-0.2823097080496684	1.1339545643780294e-05	6.198965595036079e-05
LINC01193	0.011911335253272105	1.1340711659338982e-05	6.198965595036079e-05
AL139423.1	0.1353791047362159	1.1372133257705416e-05	6.215483910744195e-05
CXCL12	0.7471612703725654	1.139804111212324e-05	6.22898549478089e-05
MTMR12	0.5107184401034361	1.1434209999061374e-05	6.24809124700348e-05
PEX1	-0.280282939666018	1.1440182257502715e-05	6.250694108019871e-05
AC123567.2	0.03554686135307374	1.1464623487707492e-05	6.263386441340111e-05
PIGQP1	-0.0906240797018617	1.1473279180060792e-05	6.267453002914562e-05
AC092431.1	-0.05440408164827336	1.148830564206862e-05	6.274998467330614e-05
ODC1	0.3838833308081817	1.1521891592910364e-05	6.292678598498336e-05
DPYSL2	0.4326400452540904	1.1523935364535517e-05	6.293130060075459e-05
C1ORF194	-0.27567572580654554	1.1530885469806596e-05	6.296260453383465e-05
GOLGA8J	-0.04276304082587978	1.1535639663088974e-05	6.298191268641524e-05
DDX27	0.21342433155321583	1.1542124129683014e-05	6.301066265453812e-05
LEAP2	-0.289071457219652	1.1550630715863947e-05	6.305044452417963e-05
HNRNPA1P27	0.8552597388483094	1.1561182478307187e-05	6.309547476238166e-05
IL3	0.010371509023444525	1.1561320746921009e-05	6.309547476238166e-05
C19ORF73	-0.27940027826659986	1.1578209028895631e-05	6.31809730480232e-05
HOOK3	0.4031852131491487	1.1615258492812146e-05	6.337645896078084e-05
AP001636.1	0.01656319067250735	1.162470686048844e-05	6.342131935366617e-05
HNRNPUL1	0.19670032950566618	1.1626253121163097e-05	6.342306302770803e-05
IGHV3-65	0.03892436576693535	1.1627808812329361e-05	6.342485777325428e-05
DCAF12L2	-0.33668651198667426	1.163156282272349e-05	6.34386417917822e-05
DNASE2	-0.21267116192139923	1.1647051497523533e-05	6.351641711084872e-05
AC005229.4	-0.21825806021429317	1.1654624431018456e-05	6.35510126114088e-05
ENTPD8	0.7156620224556516	1.1672177843693227e-05	6.363684038651537e-05
AC016590.1	-0.33705925055352526	1.1672825975276803e-05	6.363684038651537e-05
KRT8P45	0.2658837119839633	1.1720191696935769e-05	6.388832804410827e-05
AL583722.2	0.009875829896713869	1.1721686387182441e-05	6.388973992861912e-05
NME8	-0.5685157017270019	1.1742953769621375e-05	6.399891237530342e-05
CAMKV	0.0872787270333057	1.1751062635312164e-05	6.403635565937818e-05
IGHD6-6	0.003767998003346146	1.1756020962420953e-05	6.405662428506829e-05
AC073569.3	-0.05466140270165622	1.176767757018829e-05	6.411338262265704e-05
AC087500.2	-0.22091635866596437	1.1852683109978108e-05	6.456971104396883e-05
SGMS1-AS1	-0.2817092780170629	1.186887887739602e-05	6.46511286848803e-05
AL358013.1	0.0017814409171219704	1.1870988196685163e-05	6.465580677566729e-05
MT3	-0.5793543966178869	1.1916123867665935e-05	6.489480392393085e-05
LINC02732	0.03711034819807809	1.1943342708372362e-05	6.503618656068295e-05
AC007114.2	-0.1839053466827306	1.2006107620484574e-05	6.536771508715751e-05
LINC01507	0.002026413682981592	1.2006753639616564e-05	6.536771508715751e-05
AC093677.2	-0.13307228711949176	1.2030196824241611e-05	6.548844984213394e-05
IP6K3	-0.7806136069850385	1.2075730061665822e-05	6.572939752693648e-05
DNPEP	0.22035713164888815	1.2085930664553744e-05	6.577799569264071e-05
AC010624.3	-0.273020031490295	1.2091224139088244e-05	6.579987926401626e-05
AC006427.1	0.0035615640436938325	1.209716334121871e-05	6.582527187901202e-05
AC008751.3	-0.0654895053733835	1.2098462552191689e-05	6.582541384810261e-05
AC091435.2	0.012683944525029966	1.218235794249939e-05	6.62748984700114e-05
DDX54	0.23580181135113243	1.2231288862735777e-05	6.653097716050295e-05
DIPK1C	0.17905872009870963	1.2232002724890549e-05	6.653097716050295e-05
TRAJ36	0.002176889210461527	1.2251996470918858e-05	6.66327154236235e-05
AC091588.1	0.0172454667992908	1.2270163390732358e-05	6.672449810206413e-05
PLEKHA7	0.4363819652512815	1.2275369075884462e-05	6.674578638127355e-05
AC099342.1	0.011835081172164651	1.229857752989148e-05	6.686494769774018e-05
FCHSD1	0.5034081135517434	1.2306558980125401e-05	6.690130643553819e-05
AL603750.1	-0.3024760721959301	1.2320687366189584e-05	6.697107018308097e-05
AC125618.1	-0.05566137437071278	1.2332526584452556e-05	6.702837743325291e-05
CRKL	0.32845015772519304	1.2358835106905196e-05	6.716430632409357e-05
HSD17B14	-0.6210883772089852	1.237963863660504e-05	6.727029280788513e-05
SDHAF2	-0.31563530442929366	1.239354596628984e-05	6.733878737295606e-05
WFDC10B	0.02280854381934609	1.240065006115199e-05	6.737030689942235e-05
EDAR	0.11033948753861404	1.2409349175291709e-05	6.741048432015997e-05
ECSCR	-0.32612749999173407	1.2434875506974942e-05	6.754205307412883e-05
EOGT	0.23129927173416664	1.2436997438636679e-05	6.754593984081449e-05
AC010624.1	-0.20464317392859172	1.2438203876380835e-05	6.754593984081449e-05
SLC29A1	0.33306113118585134	1.2466836824403904e-05	6.769432169386467e-05
AC099518.3	0.008827426948399577	1.2476291337127387e-05	6.773854534231171e-05
LINC01123	-0.3549393652511106	1.2480952104809175e-05	6.77567353661333e-05
MIR3178	-0.049970414412330764	1.2508195175949578e-05	6.789750376664536e-05
SPIN2B	-0.1964254863426298	1.2511594251566267e-05	6.790882523440922e-05
JOSD2	-0.49567428772299227	1.2523467651022906e-05	6.796613534465082e-05
SIGMAR1	-0.20945782397542612	1.2579300010176996e-05	6.826197814086811e-05
AC074194.2	-0.11523381462412208	1.2587760331096501e-05	6.830071992433765e-05
PRSS3	0.08667163406762132	1.2602640597767185e-05	6.837428430922923e-05
KRT18P59	-0.0487467638785906	1.2605819721450823e-05	6.838435661293604e-05
AL359265.1	-0.039786240619513996	1.260932087007674e-05	6.839617354872511e-05
AC069360.1	0.08486112072304833	1.2614825241996712e-05	6.841885285977111e-05
COQ10A	-0.2751487259380787	1.2629925561374922e-05	6.849356736158265e-05
AC007842.1	-0.3614243026810682	1.268033613373814e-05	6.875973775131587e-05
INSYN1	-0.41723617697800275	1.2685939096929443e-05	6.878290636195888e-05
AC040896.1	-0.039748008020449886	1.2689127695444174e-05	6.879298084987371e-05
AC012467.2	-0.2328529274000144	1.2702762550102724e-05	6.885968073920227e-05
SFMBT1	-0.2825877785629176	1.274994110250439e-05	6.910075712383293e-05
C8ORF33	-0.281684435969213	1.275111352641289e-05	6.910075712383293e-05
PDE1B	-0.5728863629732799	1.2751729013189434e-05	6.910075712383293e-05
AL358134.1	-0.04524267630106818	1.2752580544553883e-05	6.910075712383293e-05
SMIM2	0.022283015015689918	1.2762322154624938e-05	6.914629620483368e-05
DPT	0.6367374312980106	1.2770108241306061e-05	6.918123182192881e-05
DKC1	0.20789588117493984	1.281161237657279e-05	6.939880631936296e-05
ZNF878	-0.08601554404457595	1.2834865514198055e-05	6.951748235345655e-05
AL731557.1	0.009119570921153414	1.2870627431163494e-05	6.969839268820464e-05
KANSL1L-AS1	-0.2788585935429203	1.2870962660277306e-05	6.969839268820464e-05
AC012313.6	-0.3576419091235097	1.2873871137497328e-05	6.970684189895925e-05
ZBTB16	-0.763459980318558	1.2881125597249881e-05	6.973881862619978e-05
AC009955.1	-0.02607459480982872	1.2896210537559283e-05	6.981160055969955e-05
KMO	0.33533820226724775	1.2898265723671895e-05	6.981160055969955e-05
FYB2	-0.639331831108626	1.2898619452011639e-05	6.981160055969955e-05
AF228730.2	-0.09074079739722127	1.2930264040587209e-05	6.997184372299431e-05
GIT1	0.19539990383114425	1.2930933134249007e-05	6.997184372299431e-05
AC009948.1	0.05141930022269951	1.2943891915374054e-05	7.00346366254186e-05
AL162171.1	-0.2702504682822937	1.2956877621479476e-05	7.009756205304749e-05
AC107464.2	-0.4876097254562304	1.2970467345897085e-05	7.016374175060294e-05
AC140658.3	0.006627906377774181	1.2986689106433922e-05	7.024414411121032e-05
AC116317.1	-0.08019810285591418	1.2988370966925025e-05	7.024589251818948e-05
ESRRAP2	-0.07379390389191105	1.3035650306617153e-05	7.04942227228672e-05
SCYL2P1	0.08934464646291851	1.303847247639925e-05	7.050211053333475e-05
LINC00862	0.039902664014245914	1.3073520133000111e-05	7.06842293168083e-05
IQCJ-SCHIP1	0.13698009562086882	1.3081794897976906e-05	7.072157291980322e-05
HAS3	-0.7425291479765712	1.3093698114647233e-05	7.077852245893577e-05
AL162574.2	-0.03555990411503156	1.3097315835550464e-05	7.079067718600263e-05
AC005593.1	-0.0632169588168944	1.31277899338641e-05	7.09479722734932e-05
CLSTN2	0.44657825608977775	1.3163543745410369e-05	7.113376523962142e-05
SETP9	0.008104929285367966	1.3184859993211733e-05	7.12415091534141e-05
AP001830.1	-0.2890546761640981	1.3223958049182811e-05	7.144530062434149e-05
LINC00545	0.009748674744458844	1.3231824000869157e-05	7.148032892497534e-05
MIS18A	0.24894346708215886	1.3253272808533842e-05	7.158871889808125e-05
SPATA18	-1.064736996408084	1.327807151783212e-05	7.171517912441157e-05
AL355076.3	0.005610602042271323	1.3286728107999768e-05	7.175443807144558e-05
PFKFB1	-0.21117046457905256	1.332039151660035e-05	7.192872302603702e-05
CBR4	-0.39254388817558095	1.3331057468671987e-05	7.197301360878764e-05
FOLR3	-0.20709556433923715	1.3331377675447919e-05	7.197301360878764e-05
AC092535.2	-0.1283935253923252	1.3381568533008389e-05	7.223643969833637e-05
AL080317.1	-0.18571980729741844	1.3398046383739116e-05	7.231784009028575e-05
APBB1IP	0.5381676747729984	1.3412976422229129e-05	7.239086982619362e-05
UST-AS1	-0.041519241887211816	1.3426418503277783e-05	7.245585453433612e-05
C8ORF37	-0.3202825852130271	1.345866147112062e-05	7.262227433759346e-05
AC061999.1	-0.09564092253098783	1.3487562449669438e-05	7.277062808073762e-05
SPOCK3	0.4254017917768197	1.3490074310958713e-05	7.277658620344421e-05
SHC1	0.2991872763547532	1.3492748688194707e-05	7.278341973650694e-05
TNFSF15	0.6364765219534538	1.3497663510387163e-05	7.280233612988295e-05
SLC2A11	-0.37189933384988727	1.3501748188735652e-05	7.281677149790217e-05
MTG2	-0.2884575021992344	1.3509205370634795e-05	7.284939032992297e-05
PITPNM1	0.34980880150461147	1.3537344144559674e-05	7.299351774432301e-05
IGKV2-40	0.04296688521677771	1.3540164572331878e-05	7.300111251802371e-05
TP53I3	0.4682427794903665	1.3544686220728606e-05	7.301787679663766e-05
AL445224.1	-0.2976042766464507	1.3556790759576146e-05	7.307551182580536e-05
AL928654.1	-0.26142296474947413	1.3568430254524059e-05	7.313062836233837e-05
RRM2P3	-0.11522332811608543	1.3589995972333393e-05	7.323922782504959e-05
CDK2AP2P2	-0.08059525493443973	1.3624436228890122e-05	7.341718090448514e-05
AC011477.1	-0.2137689213857341	1.3626684334927882e-05	7.342164306514288e-05
PAEP	0.05079463828270717	1.363332322598231e-05	7.344975972451697e-05
FMO2	0.5986252015505729	1.3635298829409984e-05	7.345274960156427e-05
AL158847.1	-0.029697867762426722	1.3646707160969672e-05	7.350654724979435e-05
LINC00562	-0.0667838203908735	1.3654104617617542e-05	7.353873178638515e-05
AC007099.2	0.011451999484239438	1.369622312880794e-05	7.375789195415954e-05
SELENOKP1	-0.13921329509339916	1.3710473432141805e-05	7.382694421323265e-05
VN1R84P	0.03573661432973543	1.371238537734602e-05	7.382955051028832e-05
AC099328.1	-0.03115681185171572	1.3727371996783538e-05	7.390254495227989e-05
LINC01014	-0.09916473558755282	1.3741586239397571e-05	7.396520644329525e-05
PLIN3	0.4113750663818969	1.3741872448829765e-05	7.396520644329525e-05
AC016727.1	-0.2827366955840305	1.3785484457349295e-05	7.419222321044946e-05
GK	-0.2508809460200765	1.3810386176916411e-05	7.431850612940114e-05
PRKAR2A	-0.3782194724229173	1.3825657164325665e-05	7.439294182790031e-05
PLEKHG7	0.03712593631578891	1.3829817722217151e-05	7.440758538080287e-05
PDE2A-AS2	0.04523659007720567	1.3838975950711183e-05	7.444301673428054e-05
EFCAB13	-0.7917387131103966	1.3839282779860447e-05	7.444301673428054e-05
LRRC27	-0.2569188025650999	1.3879708378226268e-05	7.465270383728399e-05
DNM1P47	-0.18595793536231606	1.3890629524784016e-05	7.4703672659604e-05
OR2AJ1	-0.04629816808907579	1.3897028143591703e-05	7.473031129862355e-05
CSNK2A2	0.19646658595202204	1.3935921975901753e-05	7.493166699688272e-05
AL034374.1	-0.16927904109996023	1.4004735878657321e-05	7.529384047729002e-05
MYDGF	-0.343269082970056	1.4011610970762915e-05	7.532297084969077e-05
AC020891.1	0.018648169612533072	1.4039387900742106e-05	7.546444661814844e-05
HLCS	-0.31042199782358715	1.406226014243011e-05	7.557953205864931e-05
AL353719.1	-0.15619563540075274	1.4064399435159352e-05	7.558317310003941e-05
ARMCX3-AS1	0.009965053292650568	1.4071834567088105e-05	7.561527067727327e-05
AC104472.2	-0.042455052067703405	1.4085440315705868e-05	7.5680516063936e-05
GLG1	0.2560257096839207	1.409510861035282e-05	7.572459430482982e-05
AC079298.1	0.00481927373827285	1.4124278766806011e-05	7.587342434898057e-05
AL031722.1	-0.048868925622370135	1.4153742148021032e-05	7.602379846470802e-05
FMR1-AS1	-0.08382666502845063	1.4168563360681986e-05	7.609550223337503e-05
RNU6-768P	-0.021779144742917263	1.4170429305560537e-05	7.609761911245347e-05
AL356804.1	-0.1740227288272892	1.4186144009360232e-05	7.617409802263594e-05
AL591848.3	0.14467668589424765	1.4188610993996925e-05	7.617943331605576e-05
AC010624.2	-0.11791548796604259	1.4195781378705392e-05	7.620875610053388e-05
MRPL47	-0.21912684700708773	1.4197020322612221e-05	7.620875610053388e-05
PDE6D	-0.20101528925850376	1.4208403545789641e-05	7.626194300129842e-05
LINC01753	-0.04329033748528073	1.4215998611848597e-05	7.629478848111064e-05
AC012464.3	-0.08103745428290318	1.4218623644307945e-05	7.630095660667338e-05
STK24	0.5598939744957541	1.4234298889409412e-05	7.63771471334604e-05
ZBTB48	-0.35852172688539774	1.4236127847341733e-05	7.637903436950886e-05
AC024257.5	-0.06457547067621658	1.424443592462868e-05	7.641567908767392e-05
WASHC3	-0.1952608659558699	1.4273312303634561e-05	7.656264543491247e-05
GGCX	0.26283360617845464	1.4276564771762433e-05	7.65721478173449e-05
SIGLEC5	0.021487652005626332	1.4310026634853825e-05	7.674365907359009e-05
CASP6	0.30618936981476796	1.432176444452227e-05	7.679864227749216e-05
AC026740.1	-0.19753832875448019	1.4390574818428202e-05	7.715962671492396e-05
KCNMB3	-0.24962410669059798	1.444443908366051e-05	7.743670223283152e-05
AC142086.6	0.010140161859713979	1.4445245881085796e-05	7.743670223283152e-05
AC106897.1	-0.2294404672583209	1.4466378026347842e-05	7.754157221846389e-05
AC078845.1	0.04134693889580011	1.4467808045635177e-05	7.754157221846389e-05
ZMYND8	0.27664736171962545	1.446956709618851e-05	7.75429619756769e-05
AP000845.1	-0.16660693130854848	1.4471716743650338e-05	7.754644445162163e-05
STS	0.39806733294775487	1.4477480318353849e-05	7.756928936582045e-05
BCAM	0.45372260593218705	1.45155966061934e-05	7.77654550747719e-05
TAB1	0.3137154758683254	1.4542170366295584e-05	7.78997489244661e-05
LINC02278	-0.07337724064148796	1.4593491206857442e-05	7.816656680403576e-05
RHOJ	-0.35535834105645625	1.4601809378400462e-05	7.820301969140433e-05
CCDC153	-0.39489716990962953	1.4603643790339536e-05	7.820474350447595e-05
SH3TC2	0.2500772460080135	1.462805178017104e-05	7.832733939954053e-05
PDPN	0.6223128094020656	1.4656476342008193e-05	7.847141480658502e-05
IGKV1OR-2	0.031154776975363112	1.4676107700906692e-05	7.856838606002067e-05
RAB20	-0.44726209923173155	1.4681348740478141e-05	7.858830678928273e-05
AKR1C2	-0.6385651598972468	1.4719274571517856e-05	7.878316484945747e-05
PSD3	0.5019736808342801	1.476506903752183e-05	7.902009414305235e-05
AC087752.3	-0.2268453745790251	1.4773276952981005e-05	7.905583849895776e-05
AP001267.3	-0.1946797443626519	1.47814095409527e-05	7.909117240043654e-05
WNT6	0.1256940887284198	1.479150627511634e-05	7.913653725771654e-05
FP565260.3	0.23140208149375607	1.4792948951644562e-05	7.913653725771654e-05
SIMC1	0.22306596012548496	1.4798241251130163e-05	7.915665897459486e-05
NGLY1	0.22753156255191875	1.4807701570698796e-05	7.919906920569055e-05
AC138904.3	-0.06168931152293844	1.4811251998379706e-05	7.920986484528593e-05
AC036214.1	-0.05112686754871036	1.4822617611666278e-05	7.925484235517553e-05
RANBP9	0.343777032155554	1.482272794318713e-05	7.925484235517553e-05
CBLC	0.3902856398076374	1.484408940464093e-05	7.936085188476421e-05
PRRT3-AS1	-0.1809050314544936	1.4846231547347454e-05	7.936409800703606e-05
CEACAM7	0.009282149764863348	1.487279755095973e-05	7.949787631696128e-05
AC004839.1	-0.13240178801536523	1.4874331879357179e-05	7.949787631696128e-05
AC106865.2	0.030520857255317696	1.4925500793639425e-05	7.976311039114551e-05
AL137076.1	0.0018167973599691211	1.4960330774267588e-05	7.99409820538168e-05
STIM2-AS1	-0.21625697370166674	1.4967109610302926e-05	7.99666465904797e-05
AL138966.2	-0.11707697647008948	1.4968961398758331e-05	7.99666465904797e-05
RPL34-DT	-0.1551639131699255	1.4969773563926447e-05	7.99666465904797e-05
CDKN2AIPNL	-0.2723391604303451	1.4973462174350847e-05	7.997808763043763e-05
PPP4R1L	0.4540947586961366	1.4990281402005981e-05	8.005965392101201e-05
RAB6C-AS1	-0.2328131645556618	1.5037350348286203e-05	8.030274348355607e-05
RAP1GAP2	0.31339444267679006	1.5044214325541554e-05	8.033110167177533e-05
SYF2	0.19090897946726404	1.5049932704178424e-05	8.035333751929381e-05
BAIAP2L1	-0.23307310102843193	1.5054121832326786e-05	8.03674047721863e-05
RERG	-0.38301811818277587	1.5075854580865408e-05	8.047511720514817e-05
AC243585.1	0.13514742062320625	1.5138236757348864e-05	8.079977220005838e-05
MRPL19	-0.27567193651252264	1.5164170661029527e-05	8.09298389613822e-05
AC128687.2	-0.16719817480284993	1.5183796225853947e-05	8.102621530204897e-05
SH3TC1	-0.34425155671408003	1.5189394469823291e-05	8.104772463031408e-05
CCDC121	-0.32201908542108804	1.5234017846909636e-05	8.12774387324957e-05
KIAA0040	0.3000952334712528	1.5271452384823676e-05	8.146875506654183e-05
TLE1	-0.36901262752069375	1.528095315166328e-05	8.151102875823771e-05
AC112487.1	-0.18371480679628222	1.5282906426860226e-05	8.151303836335683e-05
FBXO21	0.332453639341284	1.531464188132022e-05	8.167387765155035e-05
IRAK2	0.48181328646131316	1.5325043275356463e-05	8.172091971008978e-05
AC013287.1	-0.22715857577574797	1.535026578685279e-05	8.184697764704926e-05
TMEM266	-0.21203104029837605	1.5357327673711805e-05	8.187618787807745e-05
AC103957.2	-0.2869891597444912	1.5435265971196456e-05	8.228322422669775e-05
FOXL1	0.3056919934291572	1.5454961604933885e-05	8.237972523933006e-05
CHST3	0.4406597977760658	1.546909619383258e-05	8.244656732356661e-05
ADK	0.27456545142285904	1.5507999423042e-05	8.264539292609397e-05
PFDN1	0.1888520235475859	1.5579438608149818e-05	8.301755063338948e-05
GGACT	0.24723789581395605	1.5591952186632127e-05	8.307566940000282e-05
UIMC1	0.18042501619042461	1.5596828792718728e-05	8.309308973711788e-05
TFAP2A	0.16772390888391625	1.5633463304906627e-05	8.327968130196706e-05
MTHFD2	0.7354304047911358	1.5641369227804687e-05	8.331321258415715e-05
LINC01277	-0.19180867174897948	1.5647408329106392e-05	8.33367944219321e-05
CASC19	-0.13677121440055184	1.5689783886861572e-05	8.355387641222481e-05
NBN	0.3398566153826774	1.5749410098757627e-05	8.386277031371415e-05
AC005803.1	-0.05472044816875611	1.5757042952165792e-05	8.38947738439687e-05
PPIL1	-0.4545506255305449	1.5767494724981833e-05	8.394177793044283e-05
AL139094.1	-0.06693609434112964	1.577500011087873e-05	8.397308820476412e-05
AL138690.1	-0.1572924327608165	1.5816200150666724e-05	8.418373611180484e-05
AC012313.5	-0.24390495684541103	1.5847322570964235e-05	8.434070676367831e-05
ERLIN1	0.3454883583740518	1.5880140560382253e-05	8.450666812824249e-05
CD2BP2-DT	-0.3557998637475186	1.588368743179277e-05	8.451684418785772e-05
STAC3	0.3552569398869554	1.5888981288884383e-05	8.453631287924244e-05
LIN7C	-0.2096864113497201	1.5893113236997932e-05	8.454959633766242e-05
SMAD5	-0.30529568915643424	1.5912886949195807e-05	8.464608094868519e-05
LINC01600	-0.0681617875543693	1.5978736766729526e-05	8.498761503826597e-05
DPF3	-0.29112153579114797	1.5994556218836976e-05	8.506300501324285e-05
MYB	0.3455110679152682	1.5997349029385668e-05	8.506910770496313e-05
ZNF197	-0.25881769401531596	1.6030402728164823e-05	8.523611092729679e-05
AL450447.1	0.0059044369836163116	1.6059617591807024e-05	8.53826702279476e-05
GPT	-0.6144863163457348	1.6064107035361925e-05	8.539775757313931e-05
AC083805.2	-0.0881754644505279	1.6139417488060645e-05	8.57865303682689e-05
AC005829.1	-0.11544265609093946	1.6140557160423177e-05	8.57865303682689e-05
AC022432.1	-0.1031085073905758	1.6155427895435044e-05	8.585674210150823e-05
LINC01006	-0.2865200761705191	1.6163369882902106e-05	8.589012090704733e-05
HSPA14	-0.23562662952836666	1.6185842308429543e-05	8.60006978434941e-05
AP003071.4	0.06461731087340594	1.6192306265689635e-05	8.602620254430917e-05
AC131097.1	-0.0589533556759029	1.6195133663921453e-05	8.603238374184679e-05
MAPT-AS1	-0.07739197790476689	1.6201561677082333e-05	8.605768902320372e-05
AC007317.1	-0.15872936886360894	1.6205517233620038e-05	8.606985752923374e-05
DAB2IP	0.3682477939507498	1.6231318153628684e-05	8.619803551922941e-05
UPF3B	-0.26003304463418875	1.6272674569826423e-05	8.640878771267386e-05
COL18A1-AS1	-0.0795247895407574	1.6281604745477022e-05	8.644732920108276e-05
AC104232.1	-0.04423405581867645	1.6295144579023818e-05	8.651033528225152e-05
TMEM101	-0.2904386303884694	1.6300356181174005e-05	8.65291186849508e-05
PHKA2	0.426020925490862	1.6318279910377204e-05	8.66153725989265e-05
AC002306.1	-0.04116395970367742	1.6330590559567314e-05	8.66718183424213e-05
TMPRSS11CP	-0.05496225564541021	1.6372260502438124e-05	8.688405593944995e-05
HOXB-AS1	0.08660690056505257	1.6401650132151894e-05	8.703108768809335e-05
HRNR	0.2565802533708504	1.642179975220876e-05	8.712906458575698e-05
AC005050.2	0.024998295657227772	1.6438367862713473e-05	8.720802092896957e-05
