gene_symbol	log2FC_BRAF_vs_RAS	pvalue	FDR
AC022392.1	0.06081921148670347	8.270814848010344e-30	1.1620494861454533e-27
AC005041.1	0.6344377009616905	8.623184052197614e-30	1.2082740060564373e-27
AJAP1	1.5615878324235808	9.632322201980821e-30	1.3460259111654496e-27
FSTL3	2.026893468271096	1.0106096642588201e-29	1.4084248539309443e-27
DCLK1	1.6566476398482026	1.1010688454066046e-29	1.5303673006156742e-27
SPON1	1.9480365208374382	1.1261613632544314e-29	1.5610468398312902e-27
AL021392.1	0.48406040693022084	1.1556963579009666e-29	1.5977038633398818e-27
DAW1	0.40771282345075566	1.178653585179451e-29	1.6250961324831555e-27
LINC00886	-1.501942982475244	1.4524562527686224e-29	1.9972818641794908e-27
INSL3	0.5129043819249918	1.4895872469508136e-29	2.042907666216044e-27
ESAM	-1.2629783631943567	1.507867033111979e-29	2.0625068010587768e-27
PALM	2.1478139871191084	1.5879840732266947e-29	2.166362230134908e-27
PLAAT5	0.29765407417560713	1.6436652419972644e-29	2.2364228334796462e-27
BTBD11	-2.079534697413713	1.653872881046367e-29	2.2444053396751013e-27
MYT1	-1.0624006414871061	1.750049338231568e-29	2.368705523139398e-27
AL451042.2	0.4032933940243596	1.8047300384496923e-29	2.4363384310183523e-27
HLA-B	1.6915993653601156	1.9712956223467238e-29	2.654267418172266e-27
RND3	1.9951412998651241	2.122246634173971e-29	2.850094544761844e-27
COL11A1	2.0391640796753543	2.1947018443606122e-29	2.939763320228526e-27
SLPI	3.032376408962218	2.3883760824279285e-29	3.1909198182391114e-27
ADGRV1	-2.2618335398524145	2.6405739198803684e-29	3.51876891632718e-27
IL1RL1	3.3997907412988777	2.8217131339068805e-29	3.7504847268771555e-27
TRIM29	3.064669655243482	2.9714568290997167e-29	3.939389843378763e-27
ICOS	0.7226841002024198	2.999951525095806e-29	3.966994722597277e-27
PKP2	1.9926557201168476	3.0907167450180713e-29	4.076592310826897e-27
MACC1	2.623871003576347	3.148126546276271e-29	4.141748980882146e-27
CDC42EP1	1.4496762837634183	3.29436257652599e-29	4.323140168951772e-27
ETHE1	1.5955561501538122	3.6033204475097775e-29	4.716609630836596e-27
AC084083.1	0.13310024097700687	3.7381817938836624e-29	4.880781602802042e-27
PROS2P	0.07447200246752447	3.765571511425032e-29	4.904158927625185e-27
CATSPER1	1.7001130008211396	3.972849835931506e-29	5.161111254196045e-27
TGFBR3L	0.4657978477402511	4.022234995425612e-29	5.2121713835460115e-27
STK38	0.9489528482720715	4.5358174293898417e-29	5.862997609229309e-27
DCBLD2	0.8519443991274356	4.6246960787237357e-29	5.9629747145718715e-27
CHI3L1	4.611278159222305	4.654648708608509e-29	5.986665592783441e-27
ADGRE3	0.1972784536876921	5.074704984727691e-29	6.504417522643955e-27
LINC00511	1.6587053769434414	5.082362446132133e-29	6.504417522643955e-27
C11ORF80	1.1458691682727782	5.099332517779621e-29	6.510021938253766e-27
HLA-C	1.3082893186937508	5.13961077466956e-29	6.545281662401846e-27
PPM1N	0.7174666515502586	5.223582468329625e-29	6.63587488802248e-27
AC093535.2	1.1923322561918652	5.26458841294367e-29	6.671575473108811e-27
IL4I1	1.6173125375153599	5.604228115561081e-29	7.084621283300004e-27
ENTPD2	1.6033587463006271	5.687696342598341e-29	7.172601260919626e-27
OR13A1	0.3782540373206305	5.834185875715924e-29	7.339434221849541e-27
SCARB1	-1.1478965787447324	6.134490153392587e-29	7.698487351723552e-27
BCAT1	1.9207905380022567	6.158182703659383e-29	7.709507954237404e-27
LINC01215	0.41628039585625415	6.252163550515963e-29	7.793359644143282e-27
AC093673.1	1.2750196467016228	6.255307620918037e-29	7.793359644143282e-27
LAMP5	2.599206267340368	6.609645115503071e-29	8.215026227210836e-27
PDLIM4	3.8754731942929967	6.630744998000778e-29	8.221487754835306e-27
SMCO2	0.128730606084354	7.550204851504076e-29	9.339133771343704e-27
TRBV20-1	0.4306273824439115	7.745561096614712e-29	9.557911478266517e-27
AC023424.2	-2.1403573656562718	8.046824410451497e-29	9.906024031380577e-27
P2RY10	0.9557300711475087	9.341073169817158e-29	1.1471991619292787e-26
MAMLD1	2.2426219667275498	9.75618291096751e-29	1.1953404768451757e-26
HAPLN3	1.6607393897241922	9.79907151295406e-29	1.1977569586424981e-26
NECTIN4	2.8924846189360416	9.990947497135383e-29	1.2162828842550319e-26
AC006062.1	0.3221373949446727	9.997683463724055e-29	1.2162828842550319e-26
LINC01789	-3.988710406213281	1.0376809706253605e-28	1.2594426503571278e-26
ST6GAL2	-1.8276198709454512	1.2719111885879265e-28	1.540114662640519e-26
RASGEF1A	1.5827161203165117	1.2922140107952273e-28	1.561042832106459e-26
CD28	0.8697046749759387	1.3201544940264003e-28	1.591078507206084e-26
EHF	2.651696754977594	1.3315247935814859e-28	1.6010501843566778e-26
GRAMD2B	1.5717570184628675	1.355569431680861e-28	1.6261800903857827e-26
LTA	0.4496955933946956	1.3589881898845233e-28	1.6265075317080876e-26
AL356488.3	-0.8814579161920044	1.5629605353890227e-28	1.86631204438231e-26
AL645608.8	0.17855971375636684	1.5683799101196608e-28	1.868468084627349e-26
TH	0.33162874868081843	1.5849895661722866e-28	1.883914954698205e-26
SRPX2	1.3075369565519743	1.638127322750153e-28	1.9426086031071998e-26
HPSE	1.4569808330691796	1.7061334946912753e-28	2.0186253137189402e-26
TMEM79	1.502426947606791	1.7843506035646048e-28	2.1063484841713315e-26
MLEC	-1.0900246341396667	1.799887068097776e-28	2.119848769223859e-26
HES1	-1.2331701555916554	1.9628238885427068e-28	2.3064965075730024e-26
CTLA4	0.9167316478806542	2.019124536199706e-28	2.3672747169993107e-26
ARL4C	1.6008966519407464	2.034276577109136e-28	2.3796433516482075e-26
ZFP69B	0.7660826058301331	2.0414209060139137e-28	2.382610079560799e-26
CCN4	1.3120963202712241	2.0959002258662705e-28	2.4406852540132802e-26
MRO	-2.228281825446163	2.481712532799953e-28	2.883471119008736e-26
LINC02568	-3.4226912001317142	2.5354446569014274e-28	2.939296648888596e-26
PADI1	0.25360317160207424	2.9952861577337198e-28	3.464614664417545e-26
AL138720.1	0.20682658523345013	3.0761151903971703e-28	3.5424199678972e-26
ELF3	2.6674076376224365	3.0762543818386256e-28	3.5424199678972e-26
RUNX1	2.3295527853338425	3.3977560656013102e-28	3.903946213685559e-26
WNT7A	0.6344747122087899	3.512500105356563e-28	4.0268360409613243e-26
TAGLN2	1.4722154396543505	3.5362304490738262e-28	4.0450721048432103e-26
AC055872.2	0.11536675892843964	3.738673220612572e-28	4.2672044193940936e-26
PLAUR	2.219631050822931	3.78766222968162e-28	4.3135966502964424e-26
AC007099.1	0.04941556577782169	3.8860982470123363e-28	4.4159741486489195e-26
SEMA3C	1.5925201715842918	4.237272308972079e-28	4.804472093488868e-26
AC098476.1	0.5105147330833606	4.469082419866317e-28	5.0562240139336555e-26
P2RY6	1.7674819435277054	4.68736979457775e-28	5.291610651939912e-26
CD1C	1.5994039305921897	4.8144743547239e-28	5.423258867900752e-26
WIPF1	0.8850650117420029	4.828622222091363e-28	5.427371377630692e-26
STXBP5L	-2.795432943875201	5.009378517593068e-28	5.618327697909588e-26
AL162231.2	-0.8930778577574943	5.899562287137534e-28	6.602401915457989e-26
AC005077.4	-1.6911581746224686	6.48243952386704e-28	7.239050823801759e-26
ETNK2	1.4003816067624628	6.587719024405476e-28	7.340763457712516e-26
LRRC2	-1.3946237135195005	7.086368920896534e-28	7.879432659914719e-26
ARHGAP10	1.0335746872794087	7.25676428093976e-28	8.051582411624664e-26
PLEKHN1	1.5903123334771665	7.601948900820958e-28	8.416513189893935e-26
LAMB3	3.960258006995924	7.751609882060066e-28	8.563872592778497e-26
PPARGC1A	-2.3096989773041665	8.669836178043622e-28	9.557893598071801e-26
HLA-DOA	2.175499524431358	9.154406648863174e-28	1.0070626412187693e-25
CCL17	1.5498280768282569	9.990274155157315e-28	1.0966818151130654e-25
PRKG1	-1.7210765052111352	1.00843332361667e-27	1.1046617916160233e-25
RGS4	2.0173090597963883	1.026163907627247e-27	1.1217077945023082e-25
CD1E	1.4506129159764427	1.0624820056923968e-27	1.1589571650278416e-25
IGLV3-25	1.7517886087651706	1.1561441891888861e-27	1.2584690349015191e-25
FIGNL2-DT	0.3093896303894967	1.3621378903626717e-27	1.4795793588931005e-25
PTPRU	2.030702975163039	1.3655839278714552e-27	1.4802128177498056e-25
SGMS1	1.237977761761119	1.3707719901605082e-27	1.4827279284363789e-25
CAMK2N1	2.508767460224904	1.4600118965927156e-27	1.5759593966895567e-25
MARCHF11	0.40376551357522167	1.6026118142615477e-27	1.7262800259287305e-25
OR5A2	0.14452783657006785	1.6162161622156633e-27	1.7373147702951902e-25
ALDH2	-1.0829541083021157	1.9748659269960553e-27	2.1184329437635695e-25
PRELID1P7	0.2247544935355526	2.0708262339990963e-27	2.216770178109509e-25
Z82186.1	0.366818016707026	2.1824369523251088e-27	2.3314198384920955e-25
FOXP3	1.0085188943960275	2.233044257189425e-27	2.380563304612825e-25
MGAT3-AS1	0.12409473432448895	2.428835674914132e-27	2.583961311435397e-25
DCDC2	0.9932091290955958	2.447692020383361e-27	2.5950841494705303e-25
KCTD12	1.4000886626520543	2.4493289976435454e-27	2.5950841494705303e-25
ZYX	1.3513309884678861	2.50494703831215e-27	2.6485844922063686e-25
RASGRF1	2.8680938358811114	2.6903083688263646e-27	2.83876946738364e-25
MMP20	0.10213597990818006	2.7022394959412072e-27	2.8455517494530385e-25
CFH	2.9605643758193154	2.7510472231619674e-27	2.891059870454601e-25
PSG8	1.3353823679992503	2.7636002831875374e-27	2.8983608324934775e-25
AC022034.1	1.408531434132542	2.8826089177165907e-27	3.0170528640003765e-25
INAFM2	-1.4086671918467157	2.9722150070307968e-27	3.104553630778188e-25
AC012645.3	0.11866223115876412	3.0902725064352296e-27	3.221359872434014e-25
NQO1	-2.4563232236726833	3.2263450297929695e-27	3.3564374933685247e-25
AC090578.1	0.3286229057439006	3.2948343379720915e-27	3.420805514267249e-25
NOD2	0.8352398176973639	3.305711848483737e-27	3.4252209501804234e-25
SHROOM4	1.4695607462999307	3.463666586617809e-27	3.5817083438897445e-25
CST6	4.37471670870594	3.513289442555886e-27	3.625770805147895e-25
TNFRSF9	0.9463670938739128	3.5435887670645885e-27	3.649755251241185e-25
APOL4	1.4837156791673267	3.6255781685189044e-27	3.726777209246549e-25
FOSL2	1.5042895645664949	4.317373305434921e-27	4.429076773496174e-25
AC013643.2	0.47216787512513025	4.523307525816261e-27	4.631150342867406e-25
BASP1	1.822421661621556	4.560361936678881e-27	4.659860742570057e-25
PDZRN3	1.2595418619370533	4.718807827614671e-27	4.812253252840019e-25
AC022509.4	0.16948232601789778	4.8495579918822044e-27	4.9358572128401075e-25
MEDAG	1.8130682973977095	4.887558889984811e-27	4.964761195437616e-25
PAPSS1	0.8100809084553724	4.9363750408663475e-27	5.004516374763797e-25
AC104695.2	0.3100594004964985	5.273336645700455e-27	5.335667278459811e-25
HAGLR	1.5351334300869555	5.299867841647377e-27	5.352038415713593e-25
RNU6-30P	0.36524780681229174	5.412555785780899e-27	5.455180981442799e-25
APCDD1L	0.4873534723793084	5.453622879537494e-27	5.4858777697199725e-25
BACH2	1.0605942006903268	5.4927471383149124e-27	5.5145048162996945e-25
NRSN2	-0.6033495990607003	5.897979361024422e-27	5.9098667612869515e-25
DOK7	2.449524033976174	6.2421084776091365e-27	6.242591426040673e-25
SP140	0.912766039914443	6.260605615463009e-27	6.249002948685317e-25
PRICKLE1	1.84681107063642	6.355397565566693e-27	6.328684527690637e-25
CCL22	1.7665033218062152	6.364915585639663e-27	6.328684527690637e-25
MICB	0.7796719136219534	6.727919707503052e-27	6.676782352336619e-25
SLC6A12	1.603991410085071	6.799220345112796e-27	6.727363409849054e-25
AC093904.2	0.029987607119699097	6.804910767737613e-27	6.727363409849054e-25
RHOH	1.1160067026208615	7.190764933275602e-27	7.095254009734384e-25
COLEC12	1.7789101268196663	7.211793509293889e-27	7.102448982943451e-25
TRBV6-6	0.13665991646281409	7.334290418416043e-27	7.204618871967222e-25
STAT4	1.35026329664888	7.343405047049988e-27	7.204618871967222e-25
ARHGAP19	1.1663840413384516	7.646645996935976e-27	7.487920163363214e-25
MSMO1	0.8271058560592257	7.97903718607027e-27	7.798641562733028e-25
STEAP1	0.742573076111674	8.28258019580708e-27	8.080047668754891e-25
FREM2	-1.8109145943251166	8.5684994952386e-27	8.343233482143438e-25
LINC02825	0.03419110235430738	8.899298948135784e-27	8.64904798523332e-25
SLC35G1	-1.2580293908385105	9.256726526330904e-27	8.979545747043395e-25
PPM1L	-1.7156755861784725	9.37979160789836e-27	9.081886616007056e-25
AC116337.3	0.04171791427972331	9.430228720228222e-27	9.113655060760374e-25
TCF7L1	-1.4978196748436616	9.761308757230663e-27	9.416020671340563e-25
AL138479.2	0.30625250717370733	9.849737030620202e-27	9.483627624416888e-25
AC009779.3	0.6159869776969129	1.0444710431519277e-26	1.0037793831808043e-24
ICAM3	0.5102414088208509	1.3133298576838313e-26	1.2598220215525939e-24
AC114760.2	0.11049073056158182	1.3749906734860973e-26	1.3165281070726884e-24
RIN1	1.5869494555941492	1.3824950253656e-26	1.3212665950370235e-24
EPHA10	2.3354850922245207	1.3960858450278443e-26	1.3317937736405841e-24
SELENOV	-2.0294275508974406	1.4601060620328842e-26	1.3903006230450873e-24
SLC34A2	5.5291075035821	1.5270198812791193e-26	1.451342572456904e-24
ZNF431	1.3903080834630002	1.5361245024947639e-26	1.4566522530640288e-24
IGSF9	1.7215000291184932	1.5382410068330492e-26	1.4566522530640288e-24
AP000851.2	0.4171597627505106	1.622667527517362e-26	1.5337916241820418e-24
AP001284.1	0.2539269885781135	1.6478371140337994e-26	1.5547403310949557e-24
SNCG	1.5271417997749195	1.685610304134936e-26	1.5874826077412156e-24
AP000679.1	0.1434793519193866	1.8173664641318162e-26	1.7084566483903894e-24
SPECC1	1.4244756105635026	1.8544979843417608e-26	1.7401989797169947e-24
IL1R2	1.0117914030157085	2.0729624559360372e-26	1.9416748337267548e-24
REELD1	0.4313021522494696	2.1979608535211128e-26	2.0550337788509153e-24
TAGLN3	0.9858906005303932	2.2520756126821854e-26	2.101828835345121e-24
TP53INP2	-0.8380230791080807	2.2592524745733054e-26	2.1047277467628502e-24
TNFSF4	0.8913590409978027	2.311586885274801e-26	2.149609502090797e-24
GRB7	1.802521978665728	2.3818995353926788e-26	2.211018556156967e-24
ICAM1	2.0930061996096017	2.424213536781493e-26	2.2462640986693603e-24
SEMA7A	1.1827557213070623	2.431665394656209e-26	2.249138239093106e-24
ANAPC13	-0.6297009281585959	2.470484312546756e-26	2.280962873141383e-24
SLC19A3	0.36190949759177193	2.725089701784171e-26	2.5115514784500672e-24
SYTL5	3.634208752447009	2.742029265904024e-26	2.522666924631702e-24
SH3BP2	1.0182820774261367	2.7763250572345224e-26	2.5452956266191464e-24
NGFR	2.838377400763922	2.776471324101034e-26	2.5452956266191464e-24
HCP5	1.650769823570477	2.7854559725320023e-26	2.5490126655538876e-24
PGM2L1	1.2007084262928713	2.8060569821869614e-26	2.5633280955299405e-24
TMEM158	0.6235161307156455	2.816006216403681e-26	2.5678798132792935e-24
QDPR	-0.7984305768263749	3.0099609508881175e-26	2.7399123416323808e-24
PDE7B	-1.5702396413251059	3.018967920836045e-26	2.7413667033240766e-24
NBL1	2.107484937432768	3.0243267981877357e-26	2.7413667033240766e-24
SLCO5A1	0.41009714283459936	3.027464775642209e-26	2.7413667033240766e-24
ANKLE2	0.6662359394288684	3.0601323946994604e-26	2.7661028904814842e-24
IQGAP2	-2.2619534127337477	3.1359912564799806e-26	2.8297258625661592e-24
GJB3	2.652019865105027	3.214178915519275e-26	2.8952248544949236e-24
AC078983.1	0.2933335396827119	3.322946327506196e-26	2.987993337693571e-24
SPATA24	-0.8461762184170456	3.3765904652591036e-26	3.030958913467998e-24
FGF20	0.6380058465092768	3.5672730358863115e-26	3.196573397703048e-24
LINC02768	0.14046920193522439	3.609655404491039e-26	3.2289554158097694e-24
MCEMP1	1.015781689687563	3.617962721132797e-26	3.2307969694896394e-24
MIAT	1.4465167020977527	3.80071006351638e-26	3.388136433173292e-24
AC008760.2	0.4649832056514498	3.837740421321047e-26	3.415258704715722e-24
ITGB2-AS1	0.856675574056628	3.90696358841234e-26	3.470887377581987e-24
LINC01393	0.13234834674919135	4.1148505767484926e-26	3.649300758494066e-24
KCNJ11	-1.2916228967629264	4.1436891029014974e-26	3.6635061571998e-24
AL731567.1	0.28383054864707785	4.1450392657471043e-26	3.6635061571998e-24
TMCC3	1.3764431086960185	4.213596548851332e-26	3.7177439583926495e-24
ST3GAL6	-1.9780898849221256	4.384557575990997e-26	3.8619959950432455e-24
GGCT	1.4567965141086985	4.600206781902107e-26	4.045052575705214e-24
HMBS	-0.9863052604369118	4.650859375810422e-26	4.0826491199813595e-24
GBP2	2.2727369205511447	5.279211459985381e-26	4.6263788021539686e-24
PIM2	1.1047815837875494	5.421603253476328e-26	4.743123089978681e-24
AC092436.1	0.13603995155385565	5.76742205164199e-26	5.037141718886781e-24
DUOXA2	-2.329000440931641	5.806635720330164e-26	5.062837998043016e-24
SOX4	1.7978524859957314	5.96795627383224e-26	5.1947341949869046e-24
PLAU	2.504747075754544	6.018009798501657e-26	5.229498800365205e-24
WNT4	-2.8083308423040627	6.030244532414151e-26	5.231338310468813e-24
CCR4	0.8367501131484474	6.232446823294557e-26	5.397695654131018e-24
PAFAH1B2P2	-3.329395941701544	6.342421377758608e-26	5.475770933805285e-24
LINC00467	-0.8428135357379514	6.343777636835382e-26	5.475770933805285e-24
ARHGEF38-IT1	0.08704098757484453	6.413257494738681e-26	5.526517758466147e-24
KLF16	0.8866539649644696	6.595352808844049e-26	5.673978729259114e-24
ACSF2	-1.0444567900945492	7.230440558983394e-26	6.210011605675704e-24
AC063926.3	-3.456999836050909	7.295527656456992e-26	6.25552175703901e-24
EBF4	-2.7702625515980914	7.484197476638044e-26	6.4066712968889636e-24
PSTPIP2	1.097607898416651	7.570686960894095e-26	6.469996671505261e-24
LINC00973	0.3785627165451783	7.752805605448952e-26	6.614703977295918e-24
SLC24A3	-1.611048490741366	7.933926442977617e-26	6.758084560258891e-24
LINC01936	-1.6499471872144476	8.185605750009238e-26	6.96099604767233e-24
KHDRBS3	1.1096872112536325	8.353391760682092e-26	7.092015888248061e-24
PGAM1P4	0.37961750267886574	8.970421375469531e-26	7.603387980283223e-24
AQP4-AS1	-1.5896159937200638	9.504684952443973e-26	8.043047966958481e-24
SEPTIN8	0.7851647401731556	9.681205090396339e-26	8.179036405128305e-24
CCR9	0.35669941575765585	9.957180476070678e-26	8.398467525852501e-24
MMP14	1.4210661212276214	1.0033507628052672e-25	8.449063166137383e-24
LINC02783	0.12474925961374791	1.0254665237034257e-25	8.62125547017267e-24
TMEM88B	0.16988174823882873	1.0628208371531868e-25	8.920793598079282e-24
JAK3	2.389815673662565	1.1220899401205125e-25	9.403004580873741e-24
CACNB4	-2.0722446801525796	1.200958590937941e-25	1.0047631551109271e-23
RARG	0.9943439029906882	1.212602610121318e-25	1.0128659992522234e-23
CSF2RB	1.4172510400974563	1.226527679103035e-25	1.0228449535539245e-23
BX470102.1	0.7226741644977506	1.2495894451990533e-25	1.0403989158546192e-23
CFAP99	-1.0281761542337213	1.2602341124583059e-25	1.0475746712306148e-23
MVP	1.2892059833466218	1.2635618004979636e-25	1.048196176770244e-23
SPN	1.5414694905288115	1.2650363884895409e-25	1.048196176770244e-23
LENG9	1.1650926769907992	1.3157080831941264e-25	1.088437931735506e-23
PIK3CD	1.445368360949332	1.3319673284777635e-25	1.1001284145625286e-23
ARF6	0.7869117113374511	1.3392104593554555e-25	1.1043466920337236e-23
APOL2	1.1393773641254272	1.4127208463998925e-25	1.1631101694627395e-23
CCL7	0.2593973354126305	1.4719699028049665e-25	1.209963940455135e-23
TAGLN2P1	0.17460812584791452	1.483682208886343e-25	1.2176556337818964e-23
SMIM3	1.0228329742006759	1.5058622550204297e-25	1.2339001907064391e-23
RP1	0.6550359413977143	1.5531005977017665e-25	1.2705935649299387e-23
ELF4	1.314046851207138	1.5795858229834077e-25	1.2902196744318184e-23
CCDC88C	1.4672641065591039	1.5846335935475901e-25	1.2923011880249937e-23
