gene	is_known	is_novel_validated	known_category	panel_memberships	log2FC_tcga	cohens_d_tcga	fdr_tcga	log2FC_27155	pval_27155	log2FC_126698	pval_126698	replicated_27155	replicated_126698	replication_rate	median_expr_tcga	n_cohorts_present	coverage_fraction	novelty_score	known_replicated
WDR35	False	False			0.0996347093779617	0.216626357028743	0.1498900352718818			-0.16758239868960345	0.42530227872679316	0	0	0	4.759830113237662	2	0.6666666666666666	0.0	False
NAA20	False	False			-0.23152720394261994	-0.7536233550856805	5.704412751281008e-07			-0.5364697062438957	0.2946393412628996	0	0	0	5.796630675961831	2	0.6666666666666666	0.0	False
TET2	False	False			0.16514392131583744	0.30515734686744944	0.030382949703249566			0.5448640726896068	0.22631934069863915	0	0	0	4.538592477180314	2	0.6666666666666666	0.0	False
LMBRD2	False	False			-0.2106207659589856	-0.3958246204388385	0.002801118501097669			0.3910491071422113	0.6038534400918377	0	0	0	4.827174011631882	2	0.6666666666666666	0.0	False
PIAS2	False	False			-0.44172175649274337	-1.2672625189969278	5.406978874498329e-26	-0.07334478260869615	0.05149078227045324	-0.23788983987144885	0.13538190134548514	0	0	0	4.96844638955737	3	1.0	0.0	False
NOTCH1	False	False			-0.18056023987095138	-0.28222460634579594	0.029708823295575396	-0.1571733913043487	3.1397607890381205e-05	0.5282331987539819	0.23267651841985326	1	0	1	5.257758158705888	3	1.0	0.43098930253603435	False
AC005261.1	False	False			0.06361066454251763	0.1571593920321735	0.26500539053842165					0	0	0	5.065265478526589	1	0.3333333333333333	0.0	False
PTPRD	False	True			0.9720534044202314	0.5977195643343032	5.2538632470130655e-06	0.3541654999999997	0.00020934363831014272	1.5904451335958014	0.12059163795691838	1	0	1	3.4827598349523137	3	1.0	3.1556731328776686	False
GTF2B	False	False			0.1855208661332357	0.6178692053201411	1.9292438945100076e-05	0.03708647826086775	0.24441924143903312	0.09777919194939777	0.6107674434459693	0	0	0	4.981577176226943	3	1.0	0.0	False
NT5C3A	False	False			-0.10662820232403725	-0.29249496087314836	0.0442227814079775			-0.10455314892606737	0.8323788006826611	0	0	0	4.88832710892418	2	0.6666666666666666	0.0	False
NLN	False	False			0.4434062025102605	0.7614823498709383	1.0968856340043448e-07			0.2655690025673141	0.49334395194106034	0	0	0	4.855980182851736	2	0.6666666666666666	0.0	False
WDSUB1	False	False			0.13876251220422375	0.2813267514974642	0.07915050476419232			-0.07953482351405139	0.8381843459177797	0	0	0	4.590897124373592	2	0.6666666666666666	0.0	False
COPS7B	False	False			0.02340963243601113	0.07869829821228612	0.6859256101671519	-0.03755204347825947	0.44271771623231176	-0.11631992830506643	0.7542597472637146	0	0	0	5.178709934666145	3	1.0	0.0	False
DCUN1D1	False	False			-0.1837274962134945	-0.488251084280479	0.00022074551623756653	-0.07526980434782748	0.003878798862763451	0.0321130609824829	0.8801952254535301	1	0	1	4.876005487171362	3	1.0	1.7850987484707868	False
DHDDS	False	True			-0.16320743598380094	-0.6880453954573462	1.4968126654030335e-05	-0.08967871739130473	1.531394412679577e-05	-0.16685580691278012	0.4984314605992645	1	0	1	5.325412204326259	3	1.0	3.319703820344072	False
INPP1	False	False			0.1221996872204949	0.3821028866020784	0.008853370153758347	0.08121556521738915	0.00040580664842690466	0.20130333047099302	0.42190799363122683	1	0	1	4.822411522572816	3	1.0	0.7844157213476599	False
ATP5PF	False	False			-0.47742557327541757	-1.0558097502633985	6.605164751724737e-13					0	0	0	5.497720166694107	1	0.3333333333333333	0.0	False
CSNK1G3	False	False			0.11110985487179015	0.30270992747776804	0.018883087667033543	-0.00492254347826071	0.8713572744638214	0.5579181570547624	0.40453844113728754	0	0	0	4.586054022344117	3	1.0	0.0	False
SLC16A4	False	False			0.3406088854566267	0.44142642093022816	0.007380376665839753	0.24854732608695684	0.05675996647553861	1.0370249820964572	0.06770707582325647	0	0	0	4.801897263435184	3	1.0	0.0	False
SYT11	False	True			0.7386025441241468	0.7974479188152113	2.772214060371464e-13	0.0589821304347824	0.19092312159798028	1.6428739513329176	0.03586626870858219	0	1	1	3.676293673560726	3	1.0	10.013691664934392	False
MRPL57	False	True			-0.2574729870069987	-0.6581005854814855	2.5108727683359114e-07	-0.0933239782608708	0.00024818987328309927			1	0	1	5.724566409732674	2	0.6666666666666666	4.343579224882711	False
TUT7	False	False			0.21157298881895326	0.5140675675136661	5.154231748340466e-05					0	0	0	4.636724628797076	1	0.3333333333333333	0.0	False
GTF3C6	False	False			0.0465686861920771	0.13038758130543357	0.45064856976552825			0.7522379591080608	0.13077114113857602	0	0	0	5.176741122923858	2	0.6666666666666666	0.0	False
ALAS1	False	True			-0.3389949613496901	-0.7403492701253223	5.443098087429962e-07	-0.06944476086956541	0.02700485911833509	0.14723967095151824	0.6784023138450699	1	0	1	5.596849997829001	3	1.0	4.637661722954187	False
EDNRA	False	True			0.4472433960445157	0.5389707703167808	3.295828972992759e-07	0.1870594782608701	0.0021178949589420308	1.1600180932069422	0.04891033338636932	1	1	2	3.640949048421466	3	1.0	6.987255153057758	False
MRTO4	False	False			0.07312507962713433	0.24454456971511795	0.08404402433484559	-0.044105500000000575	0.3366665904536381	0.07733598851473733	0.8097269880778262	0	0	0	4.9459296547073475	3	1.0	0.0	False
PLK2	False	False			0.28018156355060775	0.3457057479376795	0.003439471182517414	-0.04778560869565274	0.4704653026867581	0.7033085570261575	0.16442507888670302	0	0	0	5.106672745175928	3	1.0	0.0	False
GPALPP1	False	False			0.04653191501953202	0.1298485220888733	0.4769116938878531	-0.005021000000000608	0.8797818956759087	0.2793092127931174	0.5159254538203752	0	0	0	4.750347658198865	3	1.0	0.0	False
CMAS	False	False			-0.021853771176478354	-0.07571215804357675	0.6773992553444907	0.0031500434782598674	0.9476525105264902	0.05392397772190116	0.904045011976114	0	0	0	5.060328477883761	3	1.0	0.0	False
ATP13A2	False	False			0.1408543829543607	0.4110791475513184	0.0008438919851546017	-0.055114739130436075	0.22093764937647994	0.44765471743472895	0.1458590462073172	0	0	0	5.515426547122379	3	1.0	0.0	False
KALRN	False	False			-0.02052407057819927	-0.03252633206767303	0.8717022847772092	-0.035089999999999844	0.3170233794355742	1.1157575924420433	0.027650033982809213	0	0	0	4.471633331092877	3	1.0	0.0	False
PFDN2	False	False			0.1390642344412658	0.2979267761981978	0.03359847339529324	0.0714936956521739	0.020351801788132944	-0.03858744877812903	0.9115477432527167	1	0	1	5.20483130262792	3	1.0	0.4390488671289459	False
ZBTB2	False	False			-0.45524048321598354	-0.8732467452707394	2.0918842180653759e-10			-0.5140664562134827	0.10634157286304609	0	0	0	5.302452857098871	2	0.6666666666666666	0.0	False
ERN1	False	False			-0.04343660915612091	-0.06773294449554179	0.7306274981442931	0.007273478260869215	0.7521512753126856	-0.23142016115721908	0.685892624590105	0	0	0	4.91615882565339	3	1.0	0.0	False
AP1M1	False	False			0.007055522602595232	0.02662288743754329	0.8964712098676729			0.2919110100578717	0.5847317788265378	0	0	0	5.408145876791984	2	0.6666666666666666	0.0	False
ATP6V0A2	False	False			0.24056185432245236	0.7254523389329215	3.722860131024455e-07	-0.04082289130434802	0.2483652521651414	0.17455543999180545	0.5869410411189869	0	0	0	4.614771102352179	3	1.0	0.0	False
NUDT12	False	False			-0.30925989450981994	-0.5819512529132006	6.3534300188199815e-06			-0.4537251243071392	0.3157177187596844	0	0	0	4.855223122331044	2	0.6666666666666666	0.0	False
TXNL4A	False	True			-0.31315616663647194	-0.8695108958293856	2.0180752721407848e-11	-0.07553413043478185	0.0021923913869133136	0.057865913861907536	0.8420401938427149	1	0	1	5.410933294167455	3	1.0	9.299473496238384	False
CRYL1	False	False			-0.18052441665828134	-0.378994371118425	0.007448629011700446	0.03192863043478278	0.3813669156080005	0.04062981124821485	0.8947967142686153	0	0	0	5.5280200033626326	3	1.0	0.0	False
ZFP62	False	False			-0.14594283070667569	-0.3555754014166047	0.00706998964841855			-0.39648783854732805	0.10395388960624159	0	0	0	4.832700374843566	2	0.6666666666666666	0.0	False
CENPC	False	False			0.09516928306211625	0.20562599700461923	0.20922058198210422	0.045597369565218315	0.04063994438834096	-0.0963989525220672	0.7268416623869743	1	0	1	4.889589788131143	3	1.0	0.13970139641295093	False
OXCT1	False	False			-0.3043864172022639	-0.4266300540428921	0.007358579802711541	0.0936735434782614	0.20916486080994948	-0.20920294015955854	0.6800258609802979	0	0	0	5.17393759457668	3	1.0	0.0	False
KIF2A	False	True			0.32343799777553883	0.7477586661513407	3.247477114243349e-08	0.09520471739130398	0.024796833399030962	0.5317036935611976	0.2262910335436821	1	0	1	4.711463673124511	3	1.0	5.599556300414763	False
ACTL6A	False	True			0.3622731670585013	0.8398561205280852	1.1821953979673704e-08	0.10662132608695662	0.0009438941495636847	-0.07017270194530179	0.7797275346814749	1	0	1	4.675330650803479	3	1.0	6.657800440620758	False
ARHGAP6	False	False			-0.21584099520099098	-0.31587822213505357	0.03268889598982564	-0.0767165000000003	0.4167100517097633	-1.196900100656629	0.04924493431256236	0	1	1	5.109439368004949	3	1.0	0.469268606794084	False
FAM110C	False	False			0.3060533127141962	0.5344946101982735	0.00024787362728743073			0.7352644828031725	0.2582721009961519	0	0	0	4.801684573230771	2	0.6666666666666666	0.0	False
ZFYVE21	False	False			0.09133425272837403	0.20543265798473792	0.20302782348219672	-0.0003163043478253691	0.9926263387220514	-0.10608301643556306	0.7503071332169318	0	0	0	5.256730869504198	3	1.0	0.0	False
MBNL3	False	False			0.039551708047500966	0.0741494122683891	0.6648029378973264	-0.027743108695652108	0.3381008031198006	0.8489779290687931	0.0819124771507056	0	0	0	4.616891368685519	3	1.0	0.0	False
KMT5A	False	False			-0.4539232349840967	-1.1991865290148964	2.3482893844852587e-15					0	0	0	5.242928570061508	1	0.3333333333333333	0.0	False
TENT4A	False	False			0.19103614226486876	0.5565773691701948	5.493580992966251e-05					0	0	0	4.672598410968647	1	0.3333333333333333	0.0	False
RASA2	False	True			0.5030721851508764	0.9514863773013429	9.172841958077412e-12	0.0628251304347831	0.04152199658464456	0.6045538098518701	0.13560080109326644	1	0	1	4.352914263470751	3	1.0	10.502027168229807	False
ILKAP	False	False			0.03188206177619968	0.06943307187546865	0.7296414259952987	0.02913584782608769	0.5215060262282057	0.5956862307199344	0.04639357235110582	0	1	1	5.220308505387771	3	1.0	0.009504729074777432	False
C1QB	False	True			0.797225236507332	0.6194716726793723	1.0513392893698755e-06	0.215099217391304	0.003920755583877049	1.9630931348063383	0.006316493321644175	1	1	2	5.45447858871629	3	1.0	7.406721857528376	False
MTX3	False	False			-0.0868633175484037	-0.20265721833866454	0.18711390571306125			0.059925354420176546	0.9023656989957318	0	0	0	4.937464344827516	2	0.6666666666666666	0.0	False
HEATR1	False	False			0.3742600449183273	0.5565245899453122	1.4145088908877554e-05	8.495652173845514e-05	0.9961502472590639	0.3515698348493892	0.2722044886687257	0	0	0	4.718673186574147	3	1.0	0.0	False
BCAS2	False	False			0.00433716743201451	0.01450820112456994	0.9516944895724893	0.005973065217391937	0.8263039695755825	0.09650119917032685	0.7740458768142026	0	0	0	5.154329573989591	3	1.0	0.0	False
DIP2A	False	False			0.0910313408680059	0.22776600776093467	0.09680621386396086	-0.044645760869565176	0.5819283631103752	0.12170930664910173	0.5219613561747116	0	0	0	5.104304934286035	3	1.0	0.0	False
ANGEL2	False	False			0.12415328268909498	0.3805171269159423	0.0032736304192482143	0.07607906521739105	0.0015112975836067345	0.5374121769893812	0.052221656373916486	1	0	1	4.829729404060338	3	1.0	0.9455737789647923	False
AGPAT1	False	False			-0.058800318100376	-0.14394891110365657	0.4340347995930315	-0.08741152173912958	0.02008802376230987			1	0	1	5.269071507891663	2	0.6666666666666666	0.052177946138999697	False
CAMTA1	False	False			0.032297062841312396	0.08815242171000866	0.6070891320019554	-0.061556652173913484	0.4083670523416142	0.6297453198362688	0.10143223811424913	0	0	0	5.266030946693357	3	1.0	0.0	False
ANAPC11	False	False			-0.258269656319019	-0.5100735382783291	5.012812456318153e-05			0.19261859944856274	0.6161625852377516	0	0	0	5.722451540219783	2	0.6666666666666666	0.0	False
H2AJ	False	False			0.09945697139693799	0.1583553165716947	0.3330978781876859					0	0	0	5.650331578266147	1	0.3333333333333333	0.0	False
MTM1	False	False			0.20793550909619896	0.3782597129543077	0.007553338541485338	0.06699582608695653	0.27421564836854784	0.2907131674158414	0.15032026343445462	0	0	0	4.766775938553624	3	1.0	0.0	False
RELL1	False	False			0.3457913638847554	0.5246552556035212	0.00023437070189446694			-0.4860671178150815	0.520775034910655	0	0	0	5.516731182208512	2	0.6666666666666666	0.0	False
IRAK4	False	False			0.04415460656289305	0.14190146293735598	0.4478290129417289	-0.004837717391304341	0.8495632024056413	0.30443701244966315	0.5962068828285211	0	0	0	4.80477305329255	3	1.0	0.0	False
MVB12B	False	False			0.061774773508542324	0.13088973894865008	0.4260203149799972	-0.013112760869563811	0.7104309377667538	-0.03548139761663016	0.8980022665623447	0	0	0	5.001612791891622	3	1.0	0.0	False
TNFRSF14	False	False			0.0993879433338245	0.11151879627537112	0.48595392912862834	0.008478391304348243	0.8319951267384096	-0.05474759782089045	0.9151594791755108	0	0	0	5.295745609095956	3	1.0	0.0	False
PCCB	False	True			-0.5484383675565336	-1.0392195168974834	4.564612723813717e-10	-0.19534267391304416	1.8345680586568465e-07	-0.10512498644520818	0.7314822174872261	1	0	1	5.462807959202961	3	1.0	9.706929728629056	False
PPIC	False	True			-0.47045650166791475	-0.9430111126953612	1.9917892292287562e-14	-0.18997695652174018	6.600675382565349e-05	0.29335075530175647	0.6103181397069719	1	0	1	5.5362297124530855	3	1.0	12.91996574541267	False
PCGF3	False	False			0.1762225984741832	0.39443658449460667	0.004388097355439218	0.03707860869565227	0.1464477232873428	0.0026908235904521405	0.9923316391394088	0	0	0	5.00965045415635	3	1.0	0.0	False
CDKAL1	False	False			0.47908828563407635	1.3767159991841862	1.3709665886154107e-20	0.0685588478260879	0.3671782366990874	0.17568863216229502	0.6015614016759234	0	0	0	4.744224020104481	3	1.0	0.0	False
ARL5A	False	True			-0.49088063929719805	-1.0783920559160285	3.4449166876560327e-13	-0.1799890000000004	9.58445532604225e-08	0.314385318255328	0.2749117922098203	1	0	1	5.152963970149627	3	1.0	13.439807459059452	False
BRPF1	False	False			-0.04842859242313313	-0.14937308938001265	0.3823013886707599	-0.13411860869565295	0.0008746679111993927	0.4052521887491993	0.12167841150465411	1	0	1	5.028175704319716	3	1.0	0.06237732447570104	False
PAXBP1	False	False			0.1001798871068873	0.17568566518002618	0.26904451820035047	0.002598108695652801	0.9483089724317992	-0.2846175039097183	0.3450396199814491	0	0	0	4.766308872552619	3	1.0	0.0	False
NOL9	False	False			0.08775855976438596	0.2561155193084336	0.09886626466393138	-0.01673297826086939	0.41235353192160557	0.33951264378860824	0.27721195159956624	0	0	0	4.42697632424497	3	1.0	0.0	False
MRPL27	False	False			-0.23737775507606074	-0.4901889377410404	6.403522895664385e-05			-0.04514088985414588	0.9197638982426103	0	0	0	5.22215633384722	2	0.6666666666666666	0.0	False
MAPK8	False	True			-0.4076473445139559	-1.0973684083769797	4.677527746817745e-16	-0.07399945652173967	0.04979653882622628	-0.2606191366607682	0.30172331751119796	1	0	1	5.180126324891564	3	1.0	16.822639733876805	False
USP6NL	False	False			0.45634387841187163	0.9865632236318814	2.767182042093087e-15	0.03483406521739196	0.29070749966386517	0.40418194466818314	0.23635039805081542	0	0	0	4.665618743259412	3	1.0	0.0	False
AFG3L2	False	True			-0.32273753822690043	-0.5011381828405115	0.0006909701994110082	-0.14470791304347808	1.1429902384367222e-06	-0.6384604547713435	0.05413945656986862	1	0	1	5.323586032838798	3	1.0	1.583867614542944	False
PKNOX1	False	False			0.11185489485671063	0.2236001127197235	0.16833991315424768	-0.06587286956521643	0.3107466476729068	-0.8301152971973718	0.24652573297936795	0	0	0	5.142765124165516	3	1.0	0.0	False
IL17RA	False	False			0.25585206464970955	0.7049218141033522	7.538830540443407e-07	0.004485326086956842	0.9252949938897042	0.7687045399830419	0.07797992274469061	0	0	0	4.921161031834738	3	1.0	0.0	False
MTMR2	False	False			0.05674661640561407	0.1846594552352511	0.22659255377568377	0.04757080434782601	0.18516785880332418	0.22273617440892135	0.23569538081792427	0	0	0	4.857681046713013	3	1.0	0.0	False
RPE	False	False			0.022001070524727773	0.0535039493288941	0.7899797564814532	-0.023952434782609	0.6749982994190062	-0.0822629152625729	0.7436319485163948	0	0	0	5.025464690666745	3	1.0	0.0	False
IFT22	False	True			-0.22535118569288404	-0.6474653576515753	5.559516333590504e-06	-0.09657034782608687	0.006104788721855923			1	0	1	5.243707889416006	2	0.6666666666666666	3.402406491439304	False
SLC43A2	False	False			0.172165062839313	0.34868128386162583	0.011486211852495987			0.01173101256956155	0.9714832405009712	0	0	0	5.553865292451487	2	0.6666666666666666	0.0	False
BLZF1	False	False			0.09146344322693345	0.2502693551790732	0.11979708851636137	-0.041209086956522256	0.341411293341166	0.4351388059838701	0.2801693477760502	0	0	0	4.66488235861304	3	1.0	0.0	False
HLA-DMB	False	False			0.1996441010101293	0.28264276580450837	0.05415237135552844	-0.02515034782608838	0.6812002005110349			0	0	0	6.08856609085646	2	0.6666666666666666	0.0	False
ABHD17C	False	False			0.31464431463074494	0.48537753163570535	0.0004546144176856874			0.7768980634335598	0.04243561203322089	0	1	1	4.8653759684322	2	0.6666666666666666	1.6223048910686302	False
MAFB	False	True			-0.6271129386132737	-0.7542019109856642	1.0394933538460397e-09	-0.1908688478260876	0.04661313160331735	-0.5152090038936881	0.2724046644664828	1	0	1	5.558385037737413	3	1.0	6.775130227800785	False
BRD9	False	True			0.21100981860322054	0.7680556336282854	2.4706391977142733e-07	0.06023213043478348	0.049347584183172394	-0.09648457453937365	0.6098010358413267	1	0	1	5.136930920740927	3	1.0	5.074690018546557	False
GBP4	False	False			0.14438265925194838	0.12830579498630373	0.3046796818706573			2.2678890896504216	0.033996871154770396	0	1	1	4.657467907424246	2	0.6666666666666666	0.06622587090950995	False
RUVBL1	False	True			-0.1683372184959735	-0.5868935698410896	0.00013231460923256996	-0.10334058695652137	0.0007797979796239722	0.18666745045095112	0.5909716348302957	1	0	1	5.0292240002892	3	1.0	2.276203444367695	False
POLR2H	False	False			-0.005282005091665987	-0.012774436145447092	0.9515168851670203	-0.006456956521739166	0.7951357893867886	-0.10925819624379196	0.4213841855268798	0	0	0	5.302028115792863	3	1.0	0.0	False
RNASEH2B	False	False			-0.04912384675364745	-0.131403908580987	0.46468516902290363	-0.020270608695651227	0.45767433527389717	-0.28565929130764767	0.24759472304268307	0	0	0	5.369977603331835	3	1.0	0.0	False
SUSD2	False	False			0.07159463349580264	0.05417395561727621	0.7803539428192554			2.029417943211131	0.001369286516115254	0	1	1	4.990447612453563	2	0.6666666666666666	0.00583498850832306	False
IQCA1	False	False			0.03531082407226638	0.04664597146115632	0.7916588226817896	-0.018899260869564394	0.6402057355312981	0.24452897043118949	0.5623263639326878	0	0	0	5.647346653242722	3	1.0	0.0	False
ZFYVE9	False	False			-0.23584341670678288	-0.4175351117294194	0.0012857971220000238	-0.09188026086956524	0.07985493793921836	-0.3307960801712584	0.42462037039186107	0	0	0	5.079387734991057	3	1.0	0.0	False
RPAP3	False	False			0.11696107025225988	0.3732952763747927	0.01406138417479394	0.045716934782609187	0.22398200568803145	0.0057875572291923305	0.9924712378745887	0	0	0	4.834097909529948	3	1.0	0.0	False
SNAPIN	False	False			0.09945180649667318	0.34639157815580596	0.025062466593540212			0.8007021861042114	0.012744011235569912	0	1	1	5.140528617908313	2	0.6666666666666666	0.5545646686693705	False
RAB12	False	False			0.22671852007022508	0.5730607899299559	0.00016105252664133223			0.3058623402067151	0.38808402989556395	0	0	0	4.702394124102279	2	0.6666666666666666	0.0	False
ADGRA2	False	False			0.11752316479644964	0.12878634323808807	0.34284448142731305					0	0	0	4.269246278993357	1	0.3333333333333333	0.0	False
FZD7	False	False			0.8847044173940493	1.2329914615730617	1.7428125352649061e-15	-0.013029847826087515	0.8716351578853543	0.18488865714087233	0.734756359169093	0	0	0	4.286689819003417	3	1.0	0.0	False
ENPP2	False	False			0.6758193575870455	0.536169591258372	0.00019195257174374554	0.032797086956520616	0.7896829061217682	-0.5718941919196601	0.3158473456637287	0	0	0	4.085111290567951	3	1.0	0.0	False
DPH3	False	False			-0.07323909984625132	-0.24199900562285442	0.15342588329795873			0.586048477590857	0.3291608080965319	0	0	0	4.824252119373298	2	0.6666666666666666	0.0	False
UQCRFS1	False	True			-0.28498590119544787	-0.6284314871127328	0.00040833695376543005	-0.07790289130434891	0.037243536103786966	-0.325531805137496	0.5363343660537725	1	0	1	5.395733362503037	3	1.0	2.1297425678485937	False
TTI1	False	False			0.012395722403741871	0.03935357815698277	0.8362068061883352	-0.05519508695652142	0.08380698938842222	-0.35178841462758026	0.16792203278702905	0	0	0	4.824770038500496	3	1.0	0.0	False
MFHAS1	False	False			0.5308235068911351	1.1120584300589649	2.6413204900998514e-17	-0.08573532608695711	0.03996391731979031	0.11802818982564478	0.66065169189479	0	0	0	5.052186996784277	3	1.0	0.0	False
ODF2	False	False			0.04040490464962776	0.1357481594059544	0.4914584545281133	-0.0032721521739129678	0.9320626943087682	0.5285471274003077	0.06069959011321123	0	0	0	4.901756567462088	3	1.0	0.0	False
RPS6KB1	False	False			-0.012844850527026885	-0.04077444462225604	0.8348040545923232	-0.0011520652173917512	0.9692839428444358	0.25356797020182853	0.4081959012755922	0	0	0	4.827359579745247	3	1.0	0.0	False
MBTPS2	False	False			0.20642064050106512	0.4079154380431922	0.002966314206941442	-0.0052928913043479575	0.8287509846463499	-0.18039727763206015	0.49602079986865844	0	0	0	4.621278125312664	3	1.0	0.0	False
RNF34	False	False			0.15850897033497002	0.5688023591236789	1.4401053173880402e-05	0.036081978260869896	0.06329954165154415	0.4261059242397609	0.16139117771379527	0	0	0	4.75320457720086	3	1.0	0.0	False
CYB561D1	False	False			-0.12311550495476453	-0.2841055651110444	0.02091802965738485			0.6278130583092514	0.09507604718260261	0	0	0	4.713707106685055	2	0.6666666666666666	0.0	False
ZBTB43	False	False			0.30806108843099267	0.6280797595129167	4.155353784216954e-06	-0.04347258695652112	0.13335474393026533	0.43716321261883406	0.4209217636170507	0	0	0	4.620724273024047	3	1.0	0.0	False
RAB8B	False	False			-0.2446713540046357	-0.4273492171732037	0.004521566047999696	-0.02856406521739041	0.5265718346136563	-0.2677916633136861	0.6196865553273441	0	0	0	4.879466396222009	3	1.0	0.0	False
HDAC3	False	False			-0.01925705367070929	-0.06250647739229628	0.7580230374811093	-0.06992856521739066	0.002871108883874402	-0.1311178593903941	0.4445992131730657	1	0	1	5.3453302748405545	3	1.0	0.007520629050070978	False
SELENOI	False	False			0.013336952376586275	0.029380095282017127	0.8916877424599716					0	0	0	4.936937724459749	1	0.3333333333333333	0.0	False
SSH2	False	False			0.005029392504948049	0.011379553893754802	0.9491777427900447			0.4476235867242684	0.08660615940643321	0	0	0	4.913260486917276	2	0.6666666666666666	0.0	False
TBC1D9	False	False			0.7407129417348912	1.118241010652014	3.2125402864817424e-16	0.0762735869565212	0.377779780063841	0.6465824376208449	0.21347827551820134	0	0	0	4.94003013137577	3	1.0	0.0	False
INSIG2	False	False			0.13126442678324235	0.367786856746341	0.010101581758032115	-0.014211043478260521	0.7058338067337901	-0.3625143863566851	0.5354833854742707	0	0	0	5.021948976870909	3	1.0	0.0	False
MICALL1	False	False			-0.10265681760288992	-0.2013482336923219	0.185901570194084	-0.09920265217391222	0.02353685854782938	-0.00970481290356684	0.9766833307115124	1	0	1	5.207636318721156	3	1.0	0.1471285656006008	False
POLR2D	False	False			0.2379977493753156	0.8373490618042063	4.615501894428977e-08	0.0004315652173905171	0.9855044995254327	0.46796998587352157	0.36158335718797235	0	0	0	4.598779535847111	3	1.0	0.0	False
ARHGAP10	False	True			0.748641162864462	1.5633504383560843	1.3274789686085897e-30	0.13988934782608808	0.0009878015245688503	0.0998457460406339	0.8101922740857961	1	0	1	4.621026179966764	3	1.0	46.70817782132257	False
CRAT	False	True			-0.30071289188233674	-0.9029329876468433	5.840050855721025e-10	-0.17125308695652164	3.172564184128967e-08	-0.39173916421347643	0.4057256145630643	1	0	1	5.409141138110378	3	1.0	8.33730701985717	False
PREB	False	True			-0.2665854713967297	-0.9156827158953605	1.9549828244625427e-10	-0.049541586956523	0.0040179668415538505	-0.28337563345645567	0.18842456254451698	1	0	1	5.412369688829646	3	1.0	8.890232595220823	False
ARHGEF10L	False	True			-0.47291678274836	-0.8230535944201331	2.813207549808152e-08	-0.28689180434782635	1.186494772120035e-05	-0.2827488406595213	0.5073980761856955	1	0	1	5.672780243197218	3	1.0	6.214711620436878	False
ORC4	False	False			-0.011113801159823744	-0.0365363010174952	0.8639808168416047	-0.017631717391304758	0.3616771023775714	-0.351040001232775	0.40575547673810647	0	0	0	5.01292414952887	3	1.0	0.0	False
NACC2	False	False			0.11953320292014702	0.32508482969074043	0.022609239718024803	-0.028353456521738263	0.3798064401897118	0.6254628196015388	0.06893378341252981	0	0	0	5.179089109661355	3	1.0	0.0	False
TBRG4	False	False			0.024151198177622568	0.08037112996795186	0.6648501012239877	-0.047367695652174024	0.04754176956526205	-0.03807728300471158	0.9067086365836335	0	0	0	5.266827909597533	3	1.0	0.0	False
TMEM250	False	False			0.1715895167202719	0.5221975057196124	0.0001830500715961809					0	0	0	5.084004356535198	1	0.3333333333333333	0.0	False
XRCC1	False	False			0.08799776849018848	0.2510033241365035	0.09955270602035932	0.030543434782607903	0.39989056452151805	-0.8241760064696502	0.059453882813243555	0	0	0	5.344543103713064	3	1.0	0.0	False
NOB1	False	False			0.11537916619705246	0.30341112511755997	0.04501320449738894			-0.5140878310016448	0.291020469084016	0	0	0	5.1013932664825905	2	0.6666666666666666	0.0	False
TAB3	False	False			0.1959591447155189	0.47888477693927634	0.0004412025366112569			-0.11931850133115951	0.7435076795598199	0	0	0	4.956639474456082	2	0.6666666666666666	0.0	False
NUP107	False	True			0.3336953475072191	0.9659663598232472	1.0727740448703798e-10	0.05339047826087029	0.02252937104762844	-0.04414602486593422	0.9152357425329468	1	0	1	4.720862895501616	3	1.0	9.63019364781566	False
VPS37A	False	False			0.09808090580732554	0.2632790021454333	0.08589437682653596			0.02551263494371403	0.9579852631836601	0	0	0	4.798639320593624	2	0.6666666666666666	0.0	False
OTUD6B-AS1	False	False			-0.2748516158727563	-0.5937933333829085	1.556060620721644e-05					0	0	0	5.024882232331705	1	0.3333333333333333	0.0	False
ZNF266	False	False			0.10996597734825286	0.21831263178248525	0.15255923587661072	0.037345673913044664	0.28396663732387173	-0.5447207813008568	0.036010408723888	0	0	0	4.879017214275257	3	1.0	0.0	False
SMIM12	False	False			0.06139016125718033	0.20989764060574434	0.22083878737132934			0.19389005175988494	0.5011765430485231	0	0	0	5.133331738756693	2	0.6666666666666666	0.0	False
SLC25A12	False	False			-0.14053841559438407	-0.4747783951739007	0.0006853716520268	-0.00047123913043378707	0.9846923669265893	0.4743564624581831	0.020953801489451338	0	0	0	5.064758558308776	3	1.0	0.0	False
DGLUCY	False	False			-0.5135253236837585	-1.2834255851330603	7.919544814342865e-20					0	0	0	5.534535468870107	1	0.3333333333333333	0.0	False
PPP3R1	False	False			-0.023565591182116208	-0.08785223940924383	0.6668925353604382	-0.011802934782608077	0.6447725461045837	-0.3588256410267534	0.24291897379063906	0	0	0	4.880272279559944	3	1.0	0.0	False
TLN2	False	True			-0.8463262907696256	-1.0910393463642434	1.0004108374992669e-13	-0.10241615217391287	0.008044341557154958	-0.7510905844567795	0.12836290667553749	1	0	1	4.883730130930161	3	1.0	14.18331687460769	False
