cluster_1,,B cell,B cell,B cell,B cell,B cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell
IL6,GZMB,,,,,,,,,,,,,,,,0.0,,,,,,,,,
IL1A,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,PTGS2,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
FGFR4,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PLAU,,,,,,0.948,0.706,0.0,0.012,,,,,,,1.0,0.88,0.01,0.022,,,,,,
CSF2,CSF1,,,,,,,,,,,0.574,0.456,0.41,0.094,,,,,,,,,,,
CXCL5,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGA6,0.83,,0.79,0.878,,0.898,,0.878,0.908,,0.672,,0.014,0.712,,0.958,,0.946,0.962,,,,,,
CXCL8,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,PRF1,,,,,,,,,,,,,,,,,,,,,,,,,
RELN,ITGA6,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,VEGFA,1.0,0.99,0.0,0.976,,1.0,0.968,0.002,0.946,,1.0,0.998,0.0,0.998,,,,,,,,,,,
CCL2,PTGS2,,,0.0,0.0,,,,0.0,0.0,,,,1.0,0.086,,,,0.0,0.0,,,,,,
NR0B2,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL13,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,
S100A9,MMP1,,,,0.002,,,,,0.128,,,,,0.034,,,,,0.0,,,,,,
IL2,CES1,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL3,CCR6,,,,,,,,,,,,,,,,0.008,0.03,0.034,0.006,,,,,,
CXCL11,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,MMP9,,,,,,0.0,0.092,0.004,0.0,,,,,,,0.056,0.274,0.03,0.0,,,,,,
CXCL9,CXCR6,0.0,,0.102,0.1,,,,,,,0.0,,1.0,0.172,,0.0,,0.0,0.0,,,,,,
CXCL10,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,F3,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,PLAT,,,,,,,,,,,,,,,,0.004,0.002,0.038,,,,,,,
CCL23,KDR,,,,,,,,,,,,,,,,0.994,0.562,0.006,,,,,,,
IFNG,HSP90AA1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
XCL2,CCR6,0.0,0.02,0.0,0.006,,,,,,,0.042,0.08,1.0,0.014,,,,,,,,,,,
IL2,TNFRSF4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,HMOX1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,
IFNG,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,
CCL20,CCR7,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,
CXCL5,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CXCR6,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.002,,1.0,0.192,,0.0,,0.0,0.0,,,,,,
IL6,DCN,,,,,,,,,,,,,,,,0.0,0.0,0.02,0.01,,,,,,
CXCL13,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,TNFRSF18,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,F3,,,,,,,,,,,,,,,,,,,,,,,,,
CCL11,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CXCR6,,,,,,,,,,,,,,,,0.0,,0.012,0.074,,,,,,
CSF2,HDC,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,VCAM1,,,,,,0.0,0.0,0.004,0.128,,,,,,,0.002,0.0,0.028,0.314,,,,,,
OSM,LDLR,,,,,,,,,,,,,,,,,,0.038,0.046,,,,,,
CSF3,MPL,,,,,,,,,,,,,,,,,,,,,,,,,
IL11,LIFR,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,LIFR,,,,,,,,,,,,,,,,0.006,,0.004,,,,,,,
OSM,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,MPL,,,,,,,,,,,,,,,,,,,,,,,,,
IL11,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,LIFR,,,,,,,,,,,,,,,,,,,,,,,,,
GAS1,PTCH1,0.0,0.0,0.0,0.06,,0.0,0.0,0.0,0.006,,0.942,0.046,1.0,0.506,,,,,,,,,,,
LEP,KDR,,,,,,,,,,,,,,,,,,,,,,,,,
GDF15,TTN,,,,,,,,,,,,,,,,,,,,,,,,,
S100A8,MDM2,,,,,,,,,,,1.0,0.772,0.0,0.432,,0.0,0.0,0.0,0.0,,,,,,
VEGFA,MDM2,1.0,1.0,1.0,1.0,,1.0,0.998,0.998,0.966,,1.0,0.714,0.0,0.37,,1.0,0.996,0.998,0.964,,,,,,
SHH,MDM2,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,ACE,,,,,,,,,,,,,,,,,,,,,,,,,
NTS,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,
VCAM1,CDH5,0.21,0.392,0.008,,,0.006,0.018,0.004,,,0.942,0.738,0.914,,,0.742,0.744,0.47,,,,,,,
TNF,CDH5,,,,,,0.004,0.118,0.0,,,,,,,,0.272,0.444,0.024,,,,,,,
IL1B,CDH5,,,,,,,,,,,,,,,,,,,,,,,,,
ANGPT2,CDH5,0.968,0.772,0.736,,,,,,,,0.912,0.712,0.012,,,,,,,,,,,,
CXCL8,CDH5,,,,,,,,,,,0.916,0.712,0.04,,,0.098,0.252,0.058,,,,,,,
ADM,NOS1,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,NOS1,,,,,,,,,,,,,,,,,,,,,,,,,
