sample	sample_type	DM1_local	DM1_score	DM1_use	driver_anchor_v17	dm_status	tert_pos	driver_simple	HLA_A	HLA_B	HLA_C	B2M
TCGA-DJ-A4UR-01	Primary Tumor	-0.7658125422420257	-0.8402455808465741	-0.8402455808465741	RAS	False	False	RAS	15.12	15.08	13.91	15.19
TCGA-DJ-A4UT-01	Primary Tumor	0.0008523748201609838	-0.67618363764207	-0.67618363764207	unknown	True	False	TripleNeg	16.03	15.82	15.06	16.93
TCGA-DJ-A4UW-01	Primary Tumor	-0.4142777250456483	-0.940783613334946	-0.940783613334946	BRAF	False	False	BRAF	14.46	14.43	13.58	15.48
TCGA-DJ-A4V0-01	Primary Tumor	-1.0766476254229096	-1.2542948044719364	-1.2542948044719364	unknown	True	False	TripleNeg	15.44	15.63	14.97	16.69
TCGA-DJ-A4V2-01	Primary Tumor	0.40636530268417	-0.1985896039773644	-0.1985896039773644	BRAF	False	False	BRAF	14.89	15.16	14.72	16.03
TCGA-DJ-A4V4-01	Primary Tumor	-0.1680064321730416	-0.7215039726188646	-0.7215039726188646	BRAF	False	False	BRAF	15.06	15.42	14.62	16.28
TCGA-DJ-A4V5-01	Primary Tumor	-0.19844172007302938	-0.7219345798581422	-0.7219345798581422	unknown	True	False	TripleNeg	15.1	15.06	14.65	16.05
TCGA-DO-A1JZ-01	Primary Tumor	-0.16870318633698614	-0.5262236989587719	-0.5262236989587719	unknown	True	False	TripleNeg	12.67	12.43	11.91	13.5
TCGA-DO-A1JZ-11	Solid Tissue Normal	-1.1923211383214554	-1.301728885875182	-1.301728885875182				TripleNeg	13.43	13.45	12.75	14.84
TCGA-DO-A1K0-01	Primary Tumor	0.4673860334260185	-0.1858548502402127	-0.1858548502402127	BRAF	False	False	BRAF	14.3	14.74	13.86	15.47
TCGA-DO-A2HM-01	Primary Tumor	1.1302292718534181	-0.1261666917479371	-0.1261666917479371	unknown	True	False	TripleNeg	15.14	15.92	14.83	16.75
TCGA-E3-A3DY-01	Primary Tumor	0.5564125209755119	-0.1282319061320271	-0.1282319061320271	BRAF	False	False	BRAF	14.95	15.47	14.58	16.64
TCGA-E3-A3DZ-01	Primary Tumor	-1.0194447003499656	-1.1167296699473572	-1.1167296699473572	RAS	False	False	RAS	13.57	13.62	13.26	14.52
TCGA-E3-A3E0-01	Primary Tumor	-0.29322255137855224	-0.7543099958908459	-0.7543099958908459	unknown	True	False	TripleNeg	14.84	14.92	14.25	16.48
TCGA-E3-A3E1-01	Primary Tumor	-0.20913926180455222	-0.6756625998743125	-0.6756625998743125	BRAF	False	False	BRAF	15.28	15.0	14.26	16.26
TCGA-E3-A3E2-01	Primary Tumor	-0.079639106725518	-0.5021266664645553	-0.5021266664645553	BRAF	False	False	BRAF	15.58	16.16	14.98	16.58
TCGA-E3-A3E3-01	Primary Tumor	0.33876606716046864	-0.2580031898947639	-0.2580031898947639	BRAF	False	False	BRAF	15.02	15.57	14.68	16.38
TCGA-E3-A3E5-01	Primary Tumor	0.4524484520056057	-0.2061090298415198	-0.2061090298415198	BRAF	False	False	BRAF	14.62	14.61	13.48	15.56
TCGA-E8-A242-01	Primary Tumor	0.7030611652555125	-0.1533284451905126	-0.1533284451905126	BRAF	False	False	BRAF	16.05	15.86	14.93	17.14
TCGA-E8-A2EA-01	Primary Tumor	0.22493429710292556	-0.4900133198698665	-0.4900133198698665	BRAF	False	False	BRAF	16.79	16.9	15.6	17.41
TCGA-E8-A2JQ-01	Primary Tumor	0.4732171844691877	-0.2229587419821836	-0.2229587419821836	BRAF	False	False	BRAF	16.88	17.31	16.28	18.07
TCGA-E8-A2JQ-11	Solid Tissue Normal	-0.75392457776505	-1.238805967559236	-1.238805967559236				TripleNeg	15.62	16.41	15.42	17.01
TCGA-E8-A3X7-01	Primary Tumor	0.49087324138672905	-0.2118474260072099	-0.2118474260072099	BRAF	False	False	BRAF	16.29	16.46	15.42	17.37
TCGA-E8-A413-01	Primary Tumor	0.07022096120763305	-0.7324970450306934	-0.7324970450306934	BRAF	False	False	BRAF	14.99	15.06	14.48	16.07
TCGA-E8-A414-01	Primary Tumor	-0.09872274582385208	-0.8736948967197661	-0.8736948967197661	BRAF	False	False	BRAF	15.16	15.27	14.48	16.51
TCGA-E8-A415-01	Primary Tumor	-0.2964086250611573	-0.8700750600419579	-0.8700750600419579	BRAF	False	False	BRAF	14.71	14.51	14.19	16.45
TCGA-E8-A416-01	Primary Tumor	-1.0780652673544768	-1.129892772217866	-1.129892772217866				TripleNeg	13.62	13.47	13.02	14.9
TCGA-E8-A417-01	Primary Tumor	0.4773394518278332	-0.1365106658961553	-0.1365106658961553	BRAF	False	False	BRAF	15.7	15.9	15.25	17.53
TCGA-E8-A418-01	Primary Tumor	0.5522589465273735	-0.1380695237952679	-0.1380695237952679	BRAF	False	True	BRAF	16.19	16.95	15.61	17.52
TCGA-E8-A419-01	Primary Tumor	0.42447580901232196	-0.2416744770704484	-0.2416744770704484	BRAF	False	False	BRAF	16.22	16.51	15.8	17.64
TCGA-E8-A432-01	Primary Tumor	0.7402049800334327	-0.2930251403511753	-0.2930251403511753	unknown	True	False	TripleNeg	14.46	14.15	14.11	16.1
TCGA-E8-A433-01	Primary Tumor	-0.0344792451215254	-0.8652324875264935	-0.8652324875264935	BRAF	False	False	BRAF	16.1	16.23	15.39	17.01
TCGA-E8-A434-01	Primary Tumor	-0.5756431272695015	-1.0530492510906266	-1.0530492510906266	BRAF	False	False	BRAF	15.14	15.3	14.6	16.29
TCGA-E8-A436-01	Primary Tumor	0.04418178820496304	-0.7224130026028343	-0.7224130026028343	BRAF	False	False	BRAF	15.61	16.09	15.61	17.0
TCGA-E8-A437-01	Primary Tumor	-0.33997790374694925	-0.7635246805712288	-0.7635246805712288	BRAF	False	False	BRAF	15.16	14.99	14.12	15.28
TCGA-E8-A438-01	Primary Tumor	-0.013193402436365537	-0.5208615555324749	-0.5208615555324749	unknown	True	False	TripleNeg	15.23	14.83	14.81	14.9
TCGA-E8-A44K-01	Primary Tumor	0.5701280382764498	-0.2148853156885063	-0.2148853156885063	BRAF	False	False	BRAF	15.31	16.46	14.82	16.96
TCGA-E8-A44M-01	Primary Tumor	-0.34968222617023936	-0.9457716065877008	-0.9457716065877008	unknown	True	False	TripleNeg	16.56	17.34	16.47	17.73
TCGA-EL-A3CL-01	Primary Tumor	0.17838242972481438	-0.4879442974031217	-0.4879442974031217	BRAF	False	False	BRAF	14.47	14.03	13.69	15.28
TCGA-EL-A3CM-01	Primary Tumor	0.7621827380547384	-0.0894872674906435	-0.0894872674906435	BRAF	False	False	BRAF	14.49	15.23	14.34	15.99
TCGA-EL-A3CN-01	Primary Tumor	0.5565351078580094	-0.1668678169474005	-0.1668678169474005	BRAF	False	False	BRAF	16.36	16.09	15.96	17.57
TCGA-EL-A3CO-01	Primary Tumor	-0.2145423063800721	-1.0650353012290386	-1.0650353012290386	DICER1_EIF1AX_PPM1D	True	False	Other	14.97	14.81	13.94	15.8
TCGA-EL-A3CP-01	Primary Tumor	0.4832417695949298	-0.0625021939370484	-0.0625021939370484	BRAF	False	False	BRAF	14.31	13.85	12.98	15.26
TCGA-EL-A3CR-01	Primary Tumor	0.12434968282397696	-0.4375875093796364	-0.4375875093796364	BRAF	False	True	BRAF	15.45	15.5	14.94	16.11
TCGA-EL-A3CS-01	Primary Tumor	0.7597638607628173	-0.1397342510801688	-0.1397342510801688	unknown	True	True	TripleNeg	14.91	14.65	14.32	15.36
TCGA-EL-A3CT-01	Primary Tumor	0.7888474248544941	-0.3408198099966422	-0.3408198099966422	BRAF	False	False	BRAF	15.21	15.76	14.98	16.71
TCGA-EL-A3CU-01	Primary Tumor	0.46820343390869457	-0.2675691944453109	-0.2675691944453109	BRAF	False	True	BRAF	15.49	15.86	14.67	16.76
TCGA-EL-A3CV-01	Primary Tumor	1.0801018909585611	-0.015178103883555	-0.015178103883555	BRAF	False	False	BRAF	15.58	15.9	15.39	17.05
TCGA-EL-A3CW-01	Primary Tumor	-0.49761563400823067	-0.9823669332538254	-0.9823669332538254	unknown	True	False	TripleNeg	14.42	15.08	14.31	16.09
TCGA-EL-A3CX-01	Primary Tumor	4.332230320978291	0.7560530258997107	0.7560530258997107	unknown	True	False	TripleNeg	13.55	14.29	13.54	14.59
TCGA-EL-A3CY-01	Primary Tumor	0.8365854594031917	-0.4156722605195302	-0.4156722605195302	unknown	True	False	TripleNeg	15.35	15.64	14.8	16.55
TCGA-EL-A3CZ-01	Primary Tumor	-1.2140589656441954	-1.1711499253393338	-1.1711499253393338	RAS	False	False	RAS	12.96	12.91	12.69	14.78
TCGA-EL-A3D0-01	Primary Tumor	0.6974583069256967	-0.0244340367099921	-0.0244340367099921	BRAF	False	False	BRAF	13.11	13.96	12.88	15.09
TCGA-EL-A3D1-01	Primary Tumor	-0.12122073046883097	-0.8217839473774721	-0.8217839473774721	BRAF	False	False	BRAF	14.83	15.08	14.33	15.42
TCGA-EL-A3D4-01	Primary Tumor	-0.6385961186374045	-0.9619764207920772	-0.9619764207920772	unknown	True	False	TripleNeg	15.07	13.92	13.78	15.28
TCGA-EL-A3D5-01	Primary Tumor	-0.5703017269370275	-0.8785297969516059	-0.8785297969516059	DICER1_EIF1AX_PPM1D	True	False	Other	13.7	13.93	13.71	14.11
TCGA-EL-A3D6-01	Primary Tumor	0.6564513621887529	-0.1986014945407906	-0.1986014945407906	BRAF	False	False	BRAF	15.43	15.48	14.37	16.45
TCGA-EL-A3GO-01	Primary Tumor	-0.47582224490056074	-0.8084233217975327	-0.8084233217975327	DICER1_EIF1AX_PPM1D	True	False	Other	13.01	13.6	12.79	14.78
TCGA-EL-A3GP-01	Primary Tumor	1.0225229353397405	-0.2344006292565861	-0.2344006292565861	BRAF	False	True	BRAF	13.87	14.09	13.26	15.8
TCGA-EL-A3GQ-01	Primary Tumor	-0.32987528820089984	-0.9136021814541444	-0.9136021814541444	BRAF	False	True	BRAF	13.36	13.31	13.15	15.15
TCGA-EL-A3GR-01	Primary Tumor	-0.18433308059462522	-0.8149567133760255	-0.8149567133760255	BRAF	False	False	BRAF	13.44	12.83	12.31	14.27
TCGA-EL-A3GS-01	Primary Tumor	0.22851811789692747	-0.3537031621357295	-0.3537031621357295	BRAF	False	False	BRAF	15.06	14.98	14.05	16.23
TCGA-EL-A3GU-01	Primary Tumor	0.4016692497705095	-0.1877123345812685	-0.1877123345812685	BRAF	False	True	BRAF	14.66	14.64	13.87	16.08
TCGA-EL-A3GV-01	Primary Tumor	0.05837314130127523	-0.5415690640540736	-0.5415690640540736	BRAF	False	False	BRAF	14.45	15.18	14.32	16.05
TCGA-EL-A3GW-01	Primary Tumor	-0.2439060397007174	-0.8136383683680776	-0.8136383683680776	RAS	False	False	RAS	14.42	13.24	13.4	14.68
TCGA-EL-A3GX-01	Primary Tumor	0.7148543821934349	-0.0562500970286372	-0.0562500970286372	BRAF	False	False	BRAF	15.65	15.71	15.0	16.82
TCGA-EL-A3GY-01	Primary Tumor	0.5196750054294842	-0.1366982113317875	-0.1366982113317875	BRAF	False	False	BRAF	14.53	14.89	14.07	16.03
TCGA-EL-A3GZ-01	Primary Tumor	0.11530979295488056	-0.3178180514162247	-0.3178180514162247	BRAF	False	False	BRAF	14.78	15.18	14.86	16.05
TCGA-EL-A3GZ-11	Solid Tissue Normal	-1.0864082553927323	-1.1907099626681843	-1.1907099626681843				TripleNeg	13.86	13.79	13.84	15.13
TCGA-EL-A3H1-01	Primary Tumor	-0.9614297749261963	-0.9998543047296512	-0.9998543047296512	unknown	True	False	TripleNeg	13.99	13.3	12.29	14.74
TCGA-EL-A3H1-11	Solid Tissue Normal	-1.1880944307582926	-1.3525905972646384	-1.3525905972646384				TripleNeg	14.23	14.07	13.1	15.8
TCGA-EL-A3H2-01	Primary Tumor	-1.1494112547309683	-1.3194803788591891	-1.3194803788591891	unknown	True	False	TripleNeg	13.39	13.51	12.69	14.59
TCGA-EL-A3H2-11	Solid Tissue Normal	-1.195542569960535	-1.300626637561318	-1.300626637561318				TripleNeg	12.77	12.68	11.94	14.46
TCGA-EL-A3H3-01	Primary Tumor	0.718090346499236	-0.3753972194384678	-0.3753972194384678				TripleNeg	15.69	16.36	15.31	17.54
TCGA-EL-A3H4-01	Primary Tumor	0.36505511064688473	-0.2340028451365224	-0.2340028451365224	BRAF	False	False	BRAF	14.41	14.38	13.94	16.43
TCGA-EL-A3H5-01	Primary Tumor	1.3108564629904236	0.2036360365453055	0.2036360365453055	BRAF	False	True	BRAF	14.51	14.64	13.82	16.58
TCGA-EL-A3H7-01	Primary Tumor	0.8768128094024985	-0.0040782764623867	-0.0040782764623867	BRAF	False	False	BRAF	15.95	16.41	15.34	16.93
TCGA-EL-A3H7-11	Solid Tissue Normal	-0.3939239613778663	-1.0614579197429723	-1.0614579197429723				TripleNeg	14.74	14.98	14.32	15.98
TCGA-EL-A3H8-01	Primary Tumor	0.2827841344482245	-0.2401778819776275	-0.2401778819776275	BRAF	False	False	BRAF	14.31	14.84	13.69	15.5
TCGA-EL-A3MW-01	Primary Tumor	0.19959296398702248	-0.2409888361996834	-0.2409888361996834	BRAF	False	False	BRAF	14.31	13.99	13.44	14.99
TCGA-EL-A3MW-11	Solid Tissue Normal	-0.9466573734154613	-1.2314370429861925	-1.2314370429861925				TripleNeg	13.91	13.7	13.33	15.39
TCGA-EL-A3MX-01	Primary Tumor	0.3341237165578823	-0.3365244658430635	-0.3365244658430635	BRAF	False	True	BRAF	14.03	13.29	11.48	13.49
TCGA-EL-A3MX-11	Solid Tissue Normal	-1.348800816253458	-1.260418052691715	-1.260418052691715				TripleNeg	13.51	12.74	11.3	14.49
TCGA-EL-A3MY-01	Primary Tumor	1.0330979667152174	0.0495395785794801	0.0495395785794801	BRAF	False	True	BRAF	14.49	14.87	14.39	15.7
TCGA-EL-A3MY-11	Solid Tissue Normal	-1.2394101858823339	-1.2794083550297886	-1.2794083550297886				TripleNeg	13.18	12.92	12.72	14.71
TCGA-EL-A3MZ-01	Primary Tumor	0.5422181759308968	-0.1395589482295123	-0.1395589482295123	BRAF	False	True	BRAF	15.28	15.43	14.51	16.51
TCGA-EL-A3N2-01	Primary Tumor	0.6941856439291876	-0.0853601908855171	-0.0853601908855171	BRAF	False	False	BRAF	15.09	15.7	14.82	16.95
TCGA-EL-A3N2-11	Solid Tissue Normal	-0.6781124223784866	-1.0470015968683408	-1.0470015968683408				TripleNeg	13.3	13.57	13.36	15.45
TCGA-EL-A3N3-01	Primary Tumor	0.5693696208526327	-0.2124116691515487	-0.2124116691515487	BRAF	False	False	BRAF	15.98	16.58	15.54	17.36
TCGA-EL-A3N3-11	Solid Tissue Normal	-0.7360214727551916	-1.197177825046226	-1.197177825046226				TripleNeg	14.51	14.61	14.02	15.7
TCGA-EL-A3T0-01	Primary Tumor	-0.44906164151411637	-1.0146193002658812	-1.0146193002658812				TripleNeg	14.35	14.33	13.68	15.64
TCGA-EL-A3T0-11	Solid Tissue Normal	-0.877803092591586	-1.3250903543004828	-1.3250903543004828				TripleNeg	14.29	14.35	13.59	15.87
TCGA-EL-A3T1-01	Primary Tumor	1.215706470735978	0.2713018764442102	0.2713018764442102	BRAF	False	False	BRAF	15.88	16.27	14.79	16.8
TCGA-EL-A3T1-11	Solid Tissue Normal	-0.2811992495140062	-1.0166168522125232	-1.0166168522125232				TripleNeg	15.15	15.5	14.27	16.37
TCGA-EL-A3T2-01	Primary Tumor	-0.5815072414389882	-0.8371403589871819	-0.8371403589871819				TripleNeg	13.88	12.79	12.19	14.68
TCGA-EL-A3T2-11	Solid Tissue Normal	-0.5892694805968386	-0.9107082633868786	-0.9107082633868786				TripleNeg	14.0	13.06	12.74	14.79
TCGA-EL-A3T3-01	Primary Tumor	0.3015407319469772	-0.227769475191735	-0.227769475191735	BRAF	False	False	BRAF	15.01	15.3	14.37	16.09
TCGA-EL-A3T3-11	Solid Tissue Normal	-1.1393822102021147	-1.248020207300394	-1.248020207300394				TripleNeg	13.3	13.09	13.17	14.63
TCGA-EL-A3T6-01	Primary Tumor	0.10090054223138181	-0.3527916995991975	-0.3527916995991975				TripleNeg	16.33	15.94	15.62	17.87
TCGA-EL-A3T6-11	Solid Tissue Normal	-0.724579616016571	-1.237702745684733	-1.237702745684733				TripleNeg	15.23	14.68	14.48	16.37
TCGA-EL-A3T7-01	Primary Tumor	0.47861513460757554	-0.2543064622844271	-0.2543064622844271	BRAF	False	False	BRAF	15.12	15.05	13.76	15.81
TCGA-EL-A3T7-11	Solid Tissue Normal	-1.3347982295081684	-1.3044699300868106	-1.3044699300868106				TripleNeg	14.11	12.76	11.91	14.4
TCGA-EL-A3T8-01	Primary Tumor	0.08579257380369958	-0.4179145727100503	-0.4179145727100503	BRAF	False	False	BRAF	13.48	13.12	12.48	14.63
TCGA-EL-A3T8-11	Solid Tissue Normal	-0.972659314242013	-1.199399230653601	-1.199399230653601				TripleNeg	13.44	12.4	12.01	14.97
TCGA-EL-A3T9-01	Primary Tumor	1.6144904700983786	0.0826426461229872	0.0826426461229872	NTRK_fusion	True	True	Other	13.69	13.61	13.45	14.45
TCGA-EL-A3TA-01	Primary Tumor	-0.21459538321255622	-0.9453266121649692	-0.9453266121649692	BRAF	False	False	BRAF	14.96	14.56	14.2	15.45
TCGA-EL-A3TA-11	Solid Tissue Normal	-0.8909819975094521	-1.2284936963059163	-1.2284936963059163				TripleNeg	13.91	13.33	13.38	14.79
TCGA-EL-A3TB-01	Primary Tumor	-0.31867208225391813	-0.6553801020406161	-0.6553801020406161				TripleNeg	15.25	15.33	14.58	16.34
TCGA-EL-A3TB-11	Solid Tissue Normal	-0.9376203381432142	-1.2443338429374944	-1.2443338429374944				TripleNeg	13.27	13.49	13.11	15.22
TCGA-EL-A3ZG-01	Primary Tumor	0.24932239964507624	-0.3969131318239878	-0.3969131318239878	BRAF	False	False	BRAF	13.8	14.18	13.26	15.3
TCGA-EL-A3ZG-11	Solid Tissue Normal	-1.1175116004759582	-1.3611217185984663	-1.3611217185984663				TripleNeg	13.44	12.75	11.93	14.36
TCGA-EL-A3ZH-01	Primary Tumor	-1.6245428244881905	-1.3602759267327826	-1.3602759267327826	RAS	False	False	RAS	13.12	13.05	13.08	14.7
TCGA-EL-A3ZH-11	Solid Tissue Normal	-1.2909906408404446	-1.338295141902276	-1.338295141902276				TripleNeg	12.75	12.62	13.15	14.89
TCGA-EL-A3ZK-01	Primary Tumor	0.5363680699336515	-0.3153137173263158	-0.3153137173263158				TripleNeg	14.84	15.07	14.32	16.28
TCGA-EL-A3ZK-11	Solid Tissue Normal	-1.097328584843676	-1.386168573378986	-1.386168573378986				TripleNeg	15.15	15.56	14.78	16.37
TCGA-EL-A3ZL-01	Primary Tumor	0.8070372056822215	-0.0904308995776405	-0.0904308995776405	BRAF	False	False	BRAF	14.87	14.39	13.3	15.19
TCGA-EL-A3ZL-11	Solid Tissue Normal	-0.3025258230961414	-0.9631033496241456	-0.9631033496241456				TripleNeg	14.39	13.72	13.09	15.35
TCGA-EL-A3ZM-01	Primary Tumor	1.8621648553568173	0.2853185021313627	0.2853185021313627				TripleNeg	16.24	16.5	15.4	17.02
TCGA-EL-A3ZM-11	Solid Tissue Normal	-1.1700287851195779	-1.3506333003469009	-1.3506333003469009				TripleNeg	13.35	12.61	12.6	14.6
TCGA-EL-A3ZN-01	Primary Tumor	0.001262324411778367	-0.6352328698781808	-0.6352328698781808				TripleNeg	14.47	13.77	13.15	15.5
TCGA-EL-A3ZO-01	Primary Tumor	0.9752738465336558	-0.1750464765057974	-0.1750464765057974	BRAF	False	False	BRAF	15.94	15.69	15.0	16.87
TCGA-EL-A3ZO-11	Solid Tissue Normal	-0.8806273396215818	-1.2760451699246036	-1.2760451699246036				TripleNeg	13.93	13.25	13.04	15.42
TCGA-EL-A3ZP-01	Primary Tumor	-0.44459593765034827	-0.7866804514136416	-0.7866804514136416	unknown	True	False	TripleNeg	15.47	15.94	15.0	16.55
TCGA-EL-A3ZP-11	Solid Tissue Normal	-0.9615655975031918	-1.2469532370200636	-1.2469532370200636				TripleNeg	14.65	14.88	14.33	16.22
TCGA-EL-A3ZQ-01	Primary Tumor	0.9070447158363338	-0.1676908373461562	-0.1676908373461562	BRAF	False	False	BRAF	16.58	16.38	15.26	16.1
TCGA-EL-A3ZQ-11	Solid Tissue Normal	-0.6977545333441697	-1.120337616411836	-1.120337616411836				TripleNeg	14.53	14.13	13.49	15.5
TCGA-EL-A3ZR-01	Primary Tumor	-1.0027033922048418	-0.9086875680419206	-0.9086875680419206				TripleNeg	13.92	12.89	13.13	14.76
TCGA-EL-A3ZR-11	Solid Tissue Normal	-0.9116445854826121	-1.1931838586064418	-1.1931838586064418				TripleNeg	13.93	13.6	13.55	15.32
TCGA-EL-A3ZS-01	Primary Tumor	-0.31233831593593275	-0.8599926094328638	-0.8599926094328638				TripleNeg	15.24	15.91	15.3	16.84
TCGA-EL-A3ZS-11	Solid Tissue Normal	1.2254448814342522	-0.6202690109312636	-0.6202690109312636				TripleNeg	16.53	17.31	16.32	17.7
TCGA-EL-A3ZT-01	Primary Tumor	0.04099231085200451	-0.5526686086145964	-0.5526686086145964	BRAF	False	False	BRAF	14.69	14.8	13.62	15.85
TCGA-EL-A3ZT-11	Solid Tissue Normal	-1.2057873052438857	-1.2531319358538022	-1.2531319358538022				TripleNeg	12.75	12.58	12.06	14.25
TCGA-EL-A4JV-01	Primary Tumor	-0.8339451882576389	-0.9347816929654058	-0.9347816929654058	RAS	False	False	RAS	13.8	13.62	13.41	14.84
TCGA-EL-A4JW-01	Primary Tumor	0.09745718662464119	-0.4570940205433285	-0.4570940205433285	BRAF	False	False	BRAF	14.86	15.07	14.82	15.76
TCGA-EL-A4JX-01	Primary Tumor	0.7343816097197596	-0.1798793652059241	-0.1798793652059241	BRAF	False	False	BRAF	16.66	16.57	16.11	17.42
TCGA-EL-A4JZ-01	Primary Tumor	0.5636536629701533	-0.1468730537557273	-0.1468730537557273	BRAF	False	True	BRAF	16.15	16.79	15.59	16.9
TCGA-EL-A4K0-01	Primary Tumor	0.43850816043372937	-0.3748740399891669	-0.3748740399891669	BRAF	False	False	BRAF	14.91	15.03	14.89	15.43
TCGA-EL-A4K1-01	Primary Tumor	0.44482444871691335	-0.2136706725323315	-0.2136706725323315	BRAF	False	False	BRAF	15.84	16.11	14.85	16.79
TCGA-EL-A4K2-01	Primary Tumor	-1.0686849151290478	-1.0791715221094755	-1.0791715221094755	RAS	False	False	RAS	14.43	13.98	13.4	15.65
TCGA-EL-A4K4-01	Primary Tumor	1.0947488545500783	0.1081601041384687	0.1081601041384687	BRAF	False	False	BRAF	15.26	15.48	14.27	16.07
TCGA-EL-A4K6-01	Primary Tumor	-0.3856138335093935	-0.8047666067399967	-0.8047666067399967	RAS	False	True	RAS	13.66	11.67	13.0	13.11
TCGA-EL-A4K7-01	Primary Tumor	0.11985902203812163	-0.4304614199652365	-0.4304614199652365	BRAF	False	False	BRAF	15.5	14.88	14.31	15.6
TCGA-EL-A4K9-01	Primary Tumor	0.01019799374936331	-0.5713746137389053	-0.5713746137389053	BRAF	False	False	BRAF	14.87	14.93	14.12	15.83
TCGA-EL-A4KD-01	Primary Tumor	-0.794088602400094	-1.1330618229304432	-1.1330618229304432	unknown	True	False	TripleNeg	14.16	14.41	14.06	15.22
TCGA-EL-A4KG-01	Primary Tumor	0.7222672998648125	-0.1285510497833382	-0.1285510497833382	BRAF	False	False	BRAF	15.76	15.88	15.54	16.83
TCGA-EL-A4KH-01	Primary Tumor	-0.0747023339489894	-0.6737103194312821	-0.6737103194312821	BRAF	False	False	BRAF	15.45	14.53	14.0	15.21
TCGA-EL-A4KI-01	Primary Tumor	-0.2699551515688493	-0.8796601996790909	-0.8796601996790909	RAS	False	True	RAS	13.89	13.23	12.99	13.91
TCGA-EM-A1CS-01	Primary Tumor	-0.0008674229386662485	-0.4479890611841604	-0.4479890611841604	unknown	True	False	TripleNeg	13.82	14.34	13.57	14.87
TCGA-EM-A1CS-11	Solid Tissue Normal	-1.1544183374228572	-1.2857065944771406	-1.2857065944771406				TripleNeg	13.78	14.22	13.57	15.59
TCGA-EM-A1CT-01	Primary Tumor	0.19610202179393613	-0.3565633484804874	-0.3565633484804874	BRAF	False	False	BRAF	15.62	16.03	14.86	16.84
TCGA-EM-A1CT-11	Solid Tissue Normal	-0.9779383942062513	-1.2765157698489364	-1.2765157698489364				TripleNeg	13.69	13.31	13.18	15.09
TCGA-EM-A1CU-01	Primary Tumor	-0.10086629652345047	-0.4007820744597815	-0.4007820744597815	BRAF	False	False	BRAF	14.16	14.05	13.63	15.08
TCGA-EM-A1CU-11	Solid Tissue Normal	-0.884971280235209	-1.161323299532462	-1.161323299532462				TripleNeg	13.83	13.37	13.0	15.39
TCGA-EM-A1CV-01	Primary Tumor	0.2897954678533219	-0.1766131290345608	-0.1766131290345608	BRAF	False	False	BRAF	12.75	12.86	12.92	14.52
TCGA-EM-A1CV-11	Solid Tissue Normal	-1.166285797408531	-1.1835194558249602	-1.1835194558249602				TripleNeg	12.5	12.08	12.98	14.48
TCGA-EM-A1CW-01	Primary Tumor	-0.5437295730123727	-1.0657894474133571	-1.0657894474133571	unknown	True	False	TripleNeg	15.96	15.48	15.37	17.19
TCGA-EM-A1CW-11	Solid Tissue Normal	-0.9586229257908172	-1.1587404020019538	-1.1587404020019538				TripleNeg	13.85	13.77	13.52	15.87
TCGA-EM-A1YA-01	Primary Tumor	-0.045859503371504864	-0.708138391329941	-0.708138391329941	DICER1_EIF1AX_PPM1D	True	False	Other	13.78	13.97	13.2	14.49
TCGA-EM-A1YB-01	Primary Tumor	0.5826969423353494	-0.6466480678305107	-0.6466480678305107	TP53	True	False	Other	13.94	14.38	13.81	15.23
TCGA-EM-A1YC-01	Primary Tumor	0.05708324572438386	-0.7638207276964556	-0.7638207276964556	unknown	True	False	TripleNeg	12.59	13.45	13.11	14.74
TCGA-EM-A1YC-11	Solid Tissue Normal	-1.1233254175753635	-1.3314801777557914	-1.3314801777557914				TripleNeg	15.82	15.72	14.97	16.14
TCGA-EM-A1YD-01	Primary Tumor	-1.3280397719442876	-1.2593548276816835	-1.2593548276816835				TripleNeg	13.54	13.89	13.71	14.86
TCGA-EM-A1YE-01	Primary Tumor	-1.5142517518668535	-1.3010426391699823	-1.3010426391699823	unknown	True	False	TripleNeg	13.85	13.53	13.39	15.42
TCGA-EM-A22I-01	Primary Tumor	0.7554568256565426	-0.0627531132189181	-0.0627531132189181	BRAF	False	False	BRAF	14.62	14.6	14.5	16.18
TCGA-EM-A22J-01	Primary Tumor	-0.4111218932377461	-0.6079218941320841	-0.6079218941320841	RAS	False	False	RAS	13.2	13.9	13.57	15.1
TCGA-EM-A22K-01	Primary Tumor	-0.7965421969492053	-0.8666502054971876	-0.8666502054971876	RAS	False	True	RAS	13.32	13.36	13.34	14.05
TCGA-EM-A22L-01	Primary Tumor	-1.219227860422148	-1.2279208143494844	-1.2279208143494844	RAS	False	False	RAS	13.35	12.57	12.21	14.26
TCGA-EM-A22M-01	Primary Tumor	-0.0029791294165840317	-0.5414127303472986	-0.5414127303472986	BRAF	False	False	BRAF	16.34	17.16	16.63	17.32
TCGA-EM-A22N-01	Primary Tumor	-0.8680434819816447	-1.1703880862209988	-1.1703880862209988	unknown	True	False	TripleNeg	12.92	13.0	12.6	14.81
TCGA-EM-A22O-01	Primary Tumor	0.7148712694309697	-0.1423579392788082	-0.1423579392788082	BRAF	False	True	BRAF	15.75	15.67	15.16	15.75
TCGA-EM-A22P-01	Primary Tumor	0.34725259404113445	-0.3083220887458484	-0.3083220887458484	BRAF	False	False	BRAF	14.32	15.16	14.09	15.74
