run	SLC5A5	TPO	TG	TSHR	PAX8	NKX2-1	FOXE1	DIO1	p_DM2	DM_call	sample_alias	tissue_tag
ERR1518786	126064.0	1397.299	23766.2859	270983.539911	55620.569321224735	446851.21	73530.8758	1786.7793	0.9999998092849218	DM2	SNU-GMI-PTC10	PTC
ERR1518787	9881.75	3100.37980745364	893672.2866	38379.7232	12915.633654372854	32835.49	9139.38	75.46595144713	0.9999405634154326	DM2	SNU-GMI-PTC11	PTC
ERR1518788	43391.2	15948.160017915	637446.654	102628.3381	31904.315733801	137565.85	29599.4254	1516.5841	0.9997613791290982	DM2	SNU-GMI-PTC12	PTC
ERR1518789	21081.8	2894.47020035924	785086.9497	67864.63137999999	33328.123256107945	71581.54999999999	17890.8943	271.3953	0.9999744153230042	DM2	SNU-GMI-PTC13	PTC
ERR1518790	4634.51	53748.274520838895	859708.7428	24029.4575	22736.09930000649	16857.614999999998	10787.34428	7497.874428300001	0.7614853252996999	DM2	SNU-GMI-PTC14	PTC
ERR1518791	30526.3426	32747.7554351	628397.9	117363.918	48876.67644886592	98244.832	40955.0263	2888.15214812	0.9989643482065662	DM2	SNU-GMI-PTC15	PTC
ERR1518792	10605.8	21193.052436564	843313.275	52335.5971	19363.17251291238	39933.336	12915.7885	339.51124	0.9988617125376872	DM2	SNU-GMI-PTC16	PTC
ERR1518793	9711.59	23143.17060704203	835876.4486	41538.62330000001	36127.530836003294	38791.303	12128.2631	2682.75256323	0.9913706385965728	DM2	SNU-GMI-PTC17	PTC
ERR1518794	5520.71	35173.4403578658	887359.0660999999	24647.5251	17187.16953129515	20541.74	7757.64726	1813.47945	0.9538219904005336	DM2	SNU-GMI-PTC18	PTC
ERR1518795	109005.0	6807.99936177397	249908.283	280787.484	28379.4855755	261408.036	63097.4359	606.5224000000001	0.9999973721817405	DM2	SNU-GMI-PTC19	PTC
ERR1518796	33800.8	10151.847000000002	625191.3532	130638.761	43438.418540434	127379.438	29178.3667	220.7339	0.9999788131557736	DM2	SNU-GMI-PTC20	PTC
ERR1518797	27501.5	6495.393424327907	683503.8351	117635.0732	46715.5910711	92862.057	24859.6899	426.648	0.9999705521106952	DM2	SNU-GMI-PTC21	PTC
ERR1518798	14478.8	22898.23755551761	811215.7088	53164.71714	32988.01200785211	47623.517	15772.2932	1859.3285601	0.9966602476801892	DM2	SNU-GMI-PTC22	PTC
ERR1518799	20934.2	29988.809367330003	749114.4814	73890.3606	31755.39760865014	63539.193	22872.5292	7904.122580884999	0.99334598802284	DM2	SNU-GMI-PTC23	PTC
ERR1518800	9010.75	7649.494176973979	867210.4321999999	43295.2351	24343.7814596327	33994.445	13383.48712	1113.2002	0.9987539890001428	DM2	SNU-GMI-PTC24	PTC
ERR1518801	4269.7	65419.4092	845366.7611	24573.6749	15121.983149416	13621.871	12970.24	18655.3214	0.4953028672174958	DM1	SNU-GMI-PTC25	PTC
ERR1518802	61705.677500000005	7902.2894243567	450305.6138	167775.641	100649.3194619	158245.91	53170.842	245.207666	0.9999943337731984	DM2	SNU-GMI-PTC26	PTC
ERR1518803	5252.8646	81623.3212203221	875385.8661	11447.89497	10621.2422632746	9265.0325	4257.28345	2145.91568459	0.5887609842419699	DM2	SNU-GMI-PTC26-N	Normal
ERR1518804	84423.8	2084.2489	192217.663	248600.089	166370.590636714	230042.8	75875.9839	384.436285	0.99999963723694	DM2	SNU-GMI-PTC27	PTC
ERR1518805	8980.48	63262.06294	778953.267	30114.1185	61820.6908368	29966.945	16483.77293	10418.2011431	0.8616055141257186	DM2	SNU-GMI-PTC27-N	Normal
ERR1518806	32910.9	1896.6798400898	670909.242	103584.6847	66023.6733304993	93297.65	31306.0752	71.48249999999999	0.9999983801069116	DM2	SNU-GMI-PTC28	PTC
ERR1518807	5776.72	70497.64597458001	833428.763	24118.8965	31490.49264193843	21772.187	11302.62129	1612.5812281989602	0.9117001631269256	DM2	SNU-GMI-PTC28-N	Normal
ERR1518808	29688.3	2118.367000629902	712248.535	98845.611	48654.1725	80972.829	27420.511	52.303920613286	0.999998125735457	DM2	SNU-GMI-PTC29	PTC
ERR1518809	6879.6619	87646.4726694	815866.882	24793.7967	23679.67400542075	20454.143	11683.55011	8995.8177	0.6834720023616372	DM2	SNU-GMI-PTC29-N	Normal
ERR1518810	76889.3	8269.531	332024.898	203669.427	117072.3642067	197756.23	63511.586500000005	806.8632	0.9999921009702656	DM2	SNU-GMI-PTC30	PTC
ERR1518811	17852.5	50482.35348237815	777336.8278999999	51655.0166	30438.0477772	51266.617	18250.10692	2718.007	0.98864616815764	DM2	SNU-GMI-PTC30-N	Normal
ERR1518812	66967.3	15691.59908236825	385697.399	176891.549	115162.3479163	180081.36000000002	56314.848	3193.87470308652	0.9999211015300892	DM2	SNU-GMI-PTC31	PTC
ERR1518813	11952.8	40788.4908493	814630.9799	38452.248	35112.967407647564	38612.091	15830.594969999998	4620.15685	0.9716648351019512	DM2	SNU-GMI-PTC31-N	Normal
ERR1518814	16593.0	577.4675	822049.5844	57106.3575	38355.0970281	49356.221	15908.814600000002	53.26020540307	0.99999847913065	DM2	SNU-GMI-PTC32	PTC
ERR1518815	3944.95148	43578.174213719	880422.4106000001	16457.6482	24862.269100941117	15795.028	10026.20933	4912.1742125	0.736399247119895	DM2	SNU-GMI-PTC32-N	Normal
ERR1518816	37173.0	15121.374844	583420.452	114699.0905	108853.19415114944	99832.733	38473.7739	2425.55306539	0.9997596468708684	DM2	SNU-GMI-PTC33	PTC
ERR1518817	4804.68969	37416.14455657	885223.1496	18622.90022	22294.531065	14507.793	8781.768390000001	8349.5019	0.7543668241293953	DM2	SNU-GMI-PTC33-N	Normal
ERR1518818	21976.5	2162.5244146937	780514.311	66774.6045	39028.2619691	67142.675	22290.73092	110.005415911	0.999991053043904	DM2	SNU-GMI-PTC34	PTC
ERR1518819	48829.1	1622.7128	540842.739	141224.7537	93607.918941	133034.244	40812.485	26.17348	0.999999774092108	DM2	SNU-GMI-PTC35	PTC
ERR1518820	6654.620099999999	82128.19925058	804914.2286	30512.2026	39061.79200001099	22331.592	11479.42251	2918.33091023	0.9034609069335674	DM2	SNU-GMI-PTC35-N	Normal
ERR1518821	16307.2	56587.267475962	731952.7935	58017.2579	64858.37287343152	50558.534	20268.0436	1450.586827389	0.9942376580760108	DM2	SNU-GMI-PTC36	PTC
ERR1518822	9395.92708	91484.392300419	775132.9198	39783.2798	42942.5014	28544.927	11742.129400000002	973.31426	0.976860078814736	DM2	SNU-GMI-PTC36-N	Normal
ERR1518823	62952.8	5812.480844	396901.873	201601.865	101106.02311833	176115.07	55430.6026	79.0015	0.9999989505933412	DM2	SNU-GMI-PTC37	PTC
ERR1518824	7750.81	55734.00251724	851381.048	27302.0227	21470.2475	24267.88	9925.15657	2168.00521586	0.939925285583908	DM2	SNU-GMI-PTC37-N	Normal
ERR1518825	22965.7	444.50972	785821.245	57943.5569	44235.42227532	70539.04	17982.42322	68.00542	0.9999990609114896	DM2	SNU-GMI-PTC38	PTC
ERR1518826	32773.5	494.5092	693402.469	97068.814	48890.2565425	93469.248	33880.5875	20.2664	0.9999998591513144	DM2	SNU-GMI-PTC39	PTC
ERR1518827	6032.22	26303.62178376	884041.9110000001	24210.9074	24330.630720097342	21453.074	11938.66941	1689.1404132513	0.9696016377494714	DM2	SNU-GMI-PTC39-N	Normal
ERR1518828	23915.0	4773.84548	728602.6394	80957.2733	63618.6046272	73470.28199999999	24297.00249	365.7510135202	0.9999633343411196	DM2	SNU-GMI-PTC40	PTC
ERR1518829	3235.00279	89108.34867180836	858034.1475	14206.79684	16677.2467606	11381.065	5611.78083	1745.572488	0.6367703049863838	DM2	SNU-GMI-PTC40-N	Normal
ERR1518830	32095.7	1158.8225168	684472.8953	96271.8006	64560.7950325	93176.067	28192.5997	72.4411009566	0.999998998680837	DM2	SNU-GMI-PTC41	PTC
ERR1518831	51046.1	1014.96855	553459.3071	140211.1676	71623.679089804	141339.618	41278.9267	25.908	0.999999869324936	DM2	SNU-GMI-PTC42	PTC
ERR1518832	9981.2776	50094.3546321	825243.589	34605.7153	33121.323555394	30747.038	11404.66258	4802.308106848261	0.950837748448046	DM2	SNU-GMI-PTC42-N	Normal
ERR1518833	8741.6	5269.654018591418	894398.5888	33971.7677902	17012.01528802224	30492.746000000003	10041.1106	73.0022150037	0.9998533461427528	DM2	SNU-GMI-PTC43	PTC
ERR1518834	6905.41068	44102.81457724	857016.333	29997.37399	26892.65843	23018.521	10971.50533	1095.0813209	0.9755872045413976	DM2	SNU-GMI-PTC43-N	Normal
ERR1518835	22510.3046	5856.957050078905	797665.4075	50360.38409159209	37551.0265421	60849.95	23687.5924	1518.84835608	0.9995746418080704	DM2	SNU-GMI-PTC44	PTC
ERR1518836	5824.38	37622.75518007286	867143.7525	22997.73642	30059.43773931	20543.136	11303.37532	4505.30269	0.8991878439391948	DM2	SNU-GMI-PTC44-N	Normal
ERR1518837	15135.3	1864.401397	825585.5344	52892.6258	37208.84042832	47902.195	19318.19779	93.2925	0.9999866191481244	DM2	SNU-GMI-PTC45	PTC
ERR1518838	12904.2302	101874.70747625	693591.3449	58185.219	61607.47541487	44459.935	15154.2195	12222.5996056	0.9327115403247958	DM2	SNU-GMI-PTC45-N	Normal
ERR1518839	12021.7	604.17473	860994.0488	46286.64072	23619.85377703	44253.689	12204.75681	14.81897	0.9999988232780594	DM2	SNU-GMI-PTC46	PTC
ERR1518840	3364.33	124086.240233	835672.4713	10865.92858	7665.157200065986	8598.9415	3546.681999	6200.815977	0.1948409213648524	DM1	SNU-GMI-PTC47	PTC
ERR1518841	8375.22	66902.3978660528	807836.363	33919.1183	37421.5723295716	27897.692	12917.35025	4730.070783925	0.9203688924502968	DM2	SNU-GMI-PTC47-N	Normal
ERR1518842	26620.8	2659.0420751	721197.2679999999	95201.0605	29582.13779374825	97111.086	27547.0513	81.3352	0.9999955774560504	DM2	SNU-GMI-PTC48	PTC
ERR1518843	5010.4	35875.325996810105	895945.9361	20821.55729	17498.633644446018	16643.354	7062.99438	1141.949140040507	0.9524383603369824	DM2	SNU-GMI-PTC48-N	Normal
ERR1518844	20294.7	222.78212	799384.1429	63708.48088	26398.4550003	71087.97499999999	18859.8224	44.25179	0.9999996983221232	DM2	SNU-GMI-PTC49	PTC
ERR1518845	9231.14	33885.3250068569	875577.3473	26093.920380000003	15880.75134879	25219.703	9940.13335	4171.7657	0.9433244218105232	DM2	SNU-GMI-PTC50	PTC
ERR1518846	14422.2	27658.681278	800646.7860000001	44075.4571	44734.44882788719	43798.077000000005	19771.702920000003	4892.0633	0.9875451286659632	DM2	SNU-GMI-PTC50-N	Normal
ERR1518847	52546.9	6396.916549879999	449554.0708	144160.5494	98072.0274847	176109.77000000002	72309.97099999999	849.2565000000001	0.9999821822313522	DM2	SNU-GMI-PTC51	PTC
ERR1518848	42013.4	8964.405785268	651799.3696999999	113146.9273	25030.9810397	121145.055	37169.7608	730.2768296654	0.9999343306606496	DM2	SNU-GMI-PTC51-N	Normal
ERR1518849	2038.48	16324.75333	954328.26367	7765.42292835	8445.094829794	6949.2608900000005	2608.63	1540.087160031582	0.7921123613846657	DM2	SNU-GMI-PTC52	PTC
ERR1518850	6844.16	31248.707294798693	878480.3017	24631.38888	21059.23840061	23635.205	10177.10135	3922.93642292885	0.9380915756645334	DM2	SNU-GMI-PTC52-N	Normal
ERR1518851	24729.4	1872.468880154335	774540.0997	67809.25168	28173.67806966017	80344.285	22410.0223	120.705	0.999992473767464	DM2	SNU-GMI-PTC53	PTC
ERR1518852	15358.2	934.7909	841979.98	57506.5536569034	17623.663243365	52804.7	13722.265	69.92269999999999	0.9999958211392744	DM2	SNU-GMI-PTC53-N	Normal
ERR1518853	11898.3	905.8215002399852	864626.6352	44797.34451	19791.48386418189	42018.133	15938.14116	23.736220000000003	0.999996612459759	DM2	SNU-GMI-PTC54	PTC
ERR1518854	7406.44679	73800.31201479545	829064.9447	28633.5659	21276.93309635	26166.316	12082.04111	1569.471638662	0.9358833870665272	DM2	SNU-GMI-PTC54-N	Normal
ERR1518855	29746.2	1051.27502879	682286.0986	100080.9544	42729.8924059982	111989.764	32046.3971	69.76947999999999	0.999999070670274	DM2	SNU-GMI-PTC55	PTC
ERR1518856	4339.12	26878.212300047395	910844.918	18976.5682	15868.65249181	15449.67	7405.10356	236.93639	0.9865543224057516	DM2	SNU-GMI-PTC55-N	Normal
ERR1518857	10938.6	441.90227	884285.2506	34020.61991	19735.689163125	38363.962	12179.16339	34.765210734	0.9999970117648036	DM2	SNU-GMI-PTC56	PTC
ERR1518858	4893.04575	35656.8637123	880295.1994	20146.8224	27247.80064	19208.032	8811.60822	3740.42998538	0.8893064192833421	DM2	SNU-GMI-PTC56-N	Normal
ERR1518859	22967.5	13424.8588	740595.0327	79495.02959610001	35961.52887666	83076.306	24099.80726	379.4417	0.9998338252616332	DM2	SNU-GMI-PTC57	PTC
ERR1518860	4457.17	20547.47182110675	916100.092	17364.03056	18807.73657057	15426.969	6354.95191	941.956032805	0.9702540262241728	DM2	SNU-GMI-PTC57-N	Normal
ERR1518861	15419.4	677.1737	786563.4166	79861.31856	37829.25539870168	58365.065	21230.141000000003	54.633	0.999998854489819	DM2	SNU-GMI-PTC58	PTC
ERR1518862	14422.2	27658.681278	800646.7860000001	44075.4571	44734.44882788719	43798.077000000005	19771.702920000003	4892.0633	0.9875451286659632	DM2	SNU-GMI-PTC58-N	Normal
ERR1518863	34741.6	33748.98480469664	617777.6394	106264.0258	67339.36093981	102690.11	35755.0746	1682.802	0.9993341367922018	DM2	SNU-GMI-PTC59	PTC
ERR1518864	22392.2801	34449.15897	718811.839	73678.4545	57315.722120174025	62457.008	29512.077040000004	1383.7912	0.99826269024735	DM2	SNU-GMI-PTC60	PTC
ERR1518865	39773.6	17583.1365172608	614400.655	121423.8348	61398.6763268081	107779.912	36351.1084	1289.0542528031	0.9998247486671884	DM2	SNU-GMI-PTC61	PTC
ERR1518866	17816.8325	35626.42342833	751473.072	53363.4563	67312.0583	49670.57	22122.09161	2616.51117	0.9942267745237948	DM2	SNU-GMI-PTC62	PTC
ERR1518867	72640.2	24092.9576942141	423023.888	178139.9768	62926.392390949	177471.959	50228.4924	11476.877794	0.9995830870646144	DM2	SNU-GMI-PTC63	PTC
ERR1518868	18340.3047	53763.65693656	723619.0005	57328.7166	69761.9508633084	50874.046	23410.3038	2901.1907	0.9910519836197792	DM2	SNU-GMI-PTC63-N	Normal
ERR1518869	49115.8658	18415.92138538258	502843.788	151054.0	98177.1179272	137269.74	41588.6126	1535.3005	0.9998990191676422	DM2	SNU-GMI-PTC64	PTC
ERR1518870	126745.0	20212.7090201441	164524.989	271914.3718723	41654.533853373	291166.51	82734.0592	1048.3991379	0.9999882121038348	DM2	SNU-GMI-PTC65	PTC
ERR1518871	23213.3	12191.15224	667696.992	83759.035	101106.5230466	72054.759	28136.757	11841.7394	0.9983787126662608	DM2	SNU-GMI-PTC66	PTC
ERR1518872	39491.5	11915.80938113942	590417.8743	108150.0302	105098.73610646	105772.85	38571.9969	581.199255589	0.999939097041893	DM2	SNU-GMI-PTC67	PTC
ERR1518873	18340.3047	53763.65693656	723619.0005	57328.7166	69761.9508633084	50874.046	23410.3038	2901.1907	0.9910519836197792	DM2	SNU-GMI-PTC67-N	Normal
ERR1518874	12711.7	29922.1148415876	803864.5144	43098.6039	50501.95834016	36633.055	17847.96783	5419.5384	0.983487649259647	DM2	SNU-GMI-PTC68	PTC
ERR1518875	53237.4	31556.3166351	494156.586	150622.835	94565.4040251401	132196.71000000002	42798.0345	866.1908000000001	0.9998775158832276	DM2	SNU-GMI-PTC69	PTC
ERR1518876	47028.8	2056.37724	542319.229	142640.136	89040.5525991	132012.63	44657.5	245.269	0.9999981563083024	DM2	SNU-GMI-PTC70	PTC
ERR1518877	5732.92	1217.4094	939376.6137	23883.6812	6136.197890869999	19306.0266	4340.79717	5.894886	0.999990123670038	DM2	SNU-GMI-PTC71	PTC
ERR1518878	7320.68	677.2794134892	919111.2678	24126.46663	14044.39129472	26129.649	8577.36086	12.23405	0.9999940278708496	DM2	SNU-GMI-PTC72	PTC
ERR1518879	39361.9	752.3729000000001	601942.977	105889.5201	102184.06540415571	110195.039	39642.9414	31.5956	0.9999998006159168	DM2	SNU-GMI-PTC73	PTC
ERR1518880	12604.1	48879.620065002	771061.346	50086.2678	50793.3128	45430.686	20238.8586	905.892	0.9944008812539906	DM2	SNU-GMI-PTC73-N	Normal
ERR1518881	45976.6823	125094.0254	476981.635	123001.9945	62642.15960075	120114.85	41561.4166	4626.881	0.995497985629522	DM2	SNU-GMI-PTC74	PTC
ERR1518882	14641.1013	150791.2389	679252.13	49743.8717	33753.25893139	46452.757	21779.92664	3585.3487419386	0.9369579485041928	DM2	SNU-GMI-PTC74-N	Normal
ERR1518883	4265.35	7139.13511	927605.3942	22057.43302	13513.40438466	18036.4114	5705.40713	1677.56092	0.9910965917907032	DM2	SNU-GMI-PTC75	PTC
ERR1518884	9939.15	4455.2201988738725	881489.5696	38387.1751466	17704.160702145	34600.964	13405.3317	18.21215	0.9999687349505928	DM2	SNU-GMI-PTC76	PTC
ERR1518885	45425.6	3935.66798	551245.632	143924.86948	53446.1963741	157407.89800000002	44327.7967	287.34690504173	0.9999947557997462	DM2	SNU-GMI-PTC77	PTC
ERR1518886	5128.8571	47374.93990636	864667.4124	26709.5583	27142.4611761758	17829.291	9097.18299	2050.267	0.9368535008132608	DM2	SNU-GMI-PTC77-N	Normal
