sample	dataset	condition	axis	morans_I	n_spots
GSM7908359_C1	GSE248205	CONTROL	TLS	0.1612716020688396	1302
GSM7908359_C1	GSE248205	CONTROL	IGHV_AICDA	0.22836662922009324	1302
GSM7908360_C2	GSE248205	CONTROL	HLA_II	0.14406922469032638	2290
GSM7908360_C2	GSE248205	CONTROL	B_cell	0.04332892111998295	2290
GSM7908360_C2	GSE248205	CONTROL	TLS	0.07728335216500198	2290
GSM7908360_C2	GSE248205	CONTROL	IGHV_AICDA	0.35980123328682434	2290
GSM7908361_HT1	GSE248205	HT	HLA_II	0.4915657900652589	2041
GSM7908361_HT1	GSE248205	HT	B_cell	0.468364692111045	2041
GSM7908361_HT1	GSE248205	HT	TLS	0.4827799885303721	2041
GSM7908361_HT1	GSE248205	HT	IGHV_AICDA	0.53975976114019	2041
GSM7908362_HT2	GSE248205	HT	HLA_II	0.3357788230234879	2625
GSM7908362_HT2	GSE248205	HT	B_cell	0.2931037273349786	2625
GSM7908362_HT2	GSE248205	HT	TLS	0.3535937733915755	2625
GSM7908362_HT2	GSE248205	HT	IGHV_AICDA	0.3375267844859493	2625
GSM7908363_HT3	GSE248205	HT	HLA_II	0.35044254677891146	2144
GSM7908363_HT3	GSE248205	HT	B_cell	0.35966132438712795	2144
GSM7908363_HT3	GSE248205	HT	TLS	0.3589591700069504	2144
GSM7908363_HT3	GSE248205	HT	IGHV_AICDA	0.3304612728344164	2144
GSM7908364_GD1	GSE248205	GD	HLA_II	0.44770444953195176	2279
GSM7908364_GD1	GSE248205	GD	B_cell	0.1910061307888632	2279
GSM7908364_GD1	GSE248205	GD	TLS	0.3530335098629644	2279
GSM7908364_GD1	GSE248205	GD	IGHV_AICDA	0.48827943762890236	2279
GSM7908365_GD2	GSE248205	GD	HLA_II	0.4486158661348984	2171
GSM7908365_GD2	GSE248205	GD	B_cell	0.20843960960461194	2171
GSM7908365_GD2	GSE248205	GD	TLS	0.20514566747203816	2171
GSM7908365_GD2	GSE248205	GD	IGHV_AICDA	0.3310008819787662	2171
GSM7908366_GD3	GSE248205	GD	HLA_II	0.3291255853442672	2133
GSM7908366_GD3	GSE248205	GD	B_cell	0.19227139611141794	2133
GSM7908366_GD3	GSE248205	GD	TLS	0.35637457967919384	2133
GSM7908366_GD3	GSE248205	GD	IGHV_AICDA	0.40553503760185333	2133
