cluster_1,,Epithelial cell,Epithelial cell,Epithelial cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell
XCL1,CCR4,0.0013920395804953164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,PLAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STC1,TNF,0.05813049704314553,0.0,0.0,0.0,0.0,0.0,0.12305535308127655,0.0,0.0
CSF2,CD1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,MMP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,PTGS2,0.007677822065580054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,CCR6,0.005851950387974545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,THBD,0.07708578759088307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,TNF,0.023393563930646902,0.0,0.0,0.22226436022697854,0.0,0.0,0.06677714764506756,0.0,0.0
IL13,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL10,VEGFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPBP,CCR4,0.0017250584514808315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL2,CXCR6,0.003491968553971479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL13,CCR6,0.003757845493065624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,VEGFA,0.40815059278454724,0.40350427520608023,0.0850442879976171,0.0,0.0,0.0,0.0,0.0,0.0
CCL8,CCR4,0.0028809428710846836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD40LG,C3,0.25020294226108386,0.4180669516448952,0.15012255351124412,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,CCR7,0.09968845579890502,0.0,0.0,0.2522839162403533,0.0,0.0,0.21482997499534334,0.0,0.0
CXCL11,CCR6,0.0033998225532821864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL11,CXCR6,0.0023603811904354174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,CCR6,0.17625576963363768,0.0,0.0,0.0,0.0,0.0,0.1413487784858792,0.0,0.0
CXCL9,CCR4,0.03461013640489028,0.0,0.0,0.0,0.0,0.0,0.06880696701736784,0.0,0.0
IL2,IDO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL1,CXCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,PIK3C2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,PLAUR,0.005439883220854503,0.0,0.07532639852893507,0.0,0.0,0.0,0.0,0.0,0.0
CCL7,CCR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCL1,CCR7,0.004081752441216988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,MMP9,0.004739869211092635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,CSF1,0.020703359083695846,0.0,0.07532639852893507,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,CDH11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOQ,TNF,0.0055273409514503685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,CDK6,0.01615283014479664,0.0,0.05988554458985995,0.0,0.0,0.0,0.0,0.0,0.0
CCL4,CCR7,0.03727147412562186,0.0,0.0,0.0,0.0,0.0,0.07409879579944173,0.0,0.0
CXCL1,CCR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL13,CCR6,0.00417877942660134,0.0,0.0,0.15496018889293173,0.0,0.0,0.0,0.0,0.0
CXCL8,CCR7,0.0076594530331968065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,PIGR,0.005198692016423067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,CDH11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL15,CCR6,0.0021087048366108044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,TNF,0.0043989587276377145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL2,CCR7,0.006338912562040509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,MMP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,CXCR6,0.17521632827079092,0.0,0.0,0.0,0.0,0.0,0.14030933712303245,0.0,0.0
PPBP,CXCR6,0.0015678273041334735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL22,MMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD40LG,PTGS2,0.007810152487179671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,MMP9,0.04783547182240376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RELN,ITGB6,0.018384247115164093,0.0,0.05126336683721069,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,CTSL,0.14804509891262382,0.27482657119481246,0.06130312454506761,0.0,0.0,0.0,0.0,0.0,0.0
CCL17,CCR6,0.0021831065026763218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,CTSK,0.03825486879474835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL13,CXCR6,0.003139338063754571,0.0,0.0,0.15392074753008497,0.0,0.0,0.0,0.0,0.0
IFNG,CD40LG,0.001471219322048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,PTGS2,0.009829456350736794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,ITGA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,NOTCH3,0.14806844611927222,0.11199923646782951,0.12197014288785997,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,PTGS2,0.00840620747012038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,TPO,1.7377061860517455,0.9433338292921433,0.3930697921184159,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,HMOX1,0.05112500469279445,0.0,0.0,0.23116423279950113,0.0,0.0,0.0,0.0,0.0
SAA1,MMP9,0.004824534501267273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL11,CCR7,0.005207325198504448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL4,CXCR6,0.03442453011755283,0.0,0.0,0.0,0.0,0.0,0.0712518517913727,0.0,0.0
CCL2,CXCR6,0.021307279028782017,0.0,0.0,0.22017807532511366,0.0,0.0,0.06469086274320268,0.0,0.0
COMP,ITGA6,0.04326459975272364,0.0,0.07685569609970601,0.2537671271811195,0.0,0.2873582235281018,0.0,0.0,0.0
CXCL3,CXCR6,0.0012476677014157662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,CXCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL18,CCR6,0.003552501896131768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,KLRD1,0.006357945807264875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLT4,FLT1,0.15920813131105738,0.3278974716109459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL3,CXCR6,0.006046727361667744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL2,CCR6,0.004531409916818248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,CEACAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,SFTPA1,0.0378072362922163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,PDGFRB,0.48825711691868284,0.617103205538901,0.0,0.48361079934021584,0.612456887960434,0.0,0.16515081213175264,0.2939969007519708,0.0
CCL1,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,MMP9,0.004559819073600565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL3L1,CCR6,0.006033058932899933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL14,CCR6,0.11543550447240446,0.0,0.0,0.250476413595131,0.0,0.0,0.0,0.0,0.0
CCL2,VEGFA,0.42445108104127544,0.41980476346280843,0.10134477625434525,0.623321877337607,0.61867555975914,0.3002155725506769,0.4678346647556961,0.46318834717722907,0.14472835996876593
XCL1,CXCR6,0.0012348084331479585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCL2,CCR4,0.0020005115779892575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17A,TNF,0.0030742667646402417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL18,CXCR6,0.002513060533284999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPSAB1,MMP2,0.14830980202447638,0.0,0.24799988501486264,0.0,0.0,0.0,0.0,0.0,0.0
CCL13,CCR7,0.005986282071823601,0.0,0.0,0.15676769153815398,0.0,0.0,0.0,0.0,0.0
IFNG,LOX,0.03836015139529907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17A,MMP9,0.003415177248095163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL10,CXCR6,0.0034631732331098578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL7,CXCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD40LG,VEGFA,0.40468037071783347,0.40003405313936646,0.08157406593090329,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,BIRC3,0.01292368221587534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCL2,CXCR6,0.0018432804306418994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL20,PTGS2,0.00719548254514548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,MMP9,0.007433986157373665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL8,CXCR6,0.002723711723737326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL21,CCR4,0.31117655942465533,0.0,0.0,0.0,0.0,0.0,0.23414853086412182,0.0,0.0
IL12B,CXCL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPPA,TNF,0.002931571704464446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,MMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL7,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL14,CCR7,0.11724300711762672,0.0,0.0,0.2522839162403533,0.0,0.0,0.0,0.0,0.0
PPBP,CCR6,0.0026072686669802426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,CXCL10,0.005549458134974742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,HMOX1,0.015992948246441353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL22,CCR6,0.004862546699428162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,F3,0.09119727781714249,0.24001576668686336,0.0,0.29006807411347413,0.438886562983195,0.0,0.13458086153156315,0.28339935040128406,0.0
MDK,VEGFA,0.5357914583550559,0.5311451407765889,0.21268515356812573,0.5448535347154859,0.5402072171370189,0.2217472299285557,0.0,0.0,0.0
IL2,FCER2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEP,FLT1,0.12343310996385394,0.29212245026374245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,CCR6,0.09788095315368275,0.0,0.0,0.250476413595131,0.0,0.0,0.2130224723501211,0.0,0.0
SPARC,MMP14,0.5856423729226055,0.0,0.0,0.6342082574334941,0.0,0.0,0.242774545500441,0.0,0.0
IL10,CD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,CSF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,HSP90AA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,CCR6,0.04644771779993072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,CCR6,0.02234672039162879,0.0,0.0,0.2212175166879604,0.0,0.0,0.06573030410604945,0.0,0.0
CSF2,MMP14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI3,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSM,PTGS2,0.007542714786472875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,PDGFRA,0.07239913442838922,0.0,0.0981273322426736,0.0,0.0,0.0,0.0,0.0,0.0
CCL13,CCR4,0.0032965692111019285,0.0,0.0,0.1540779786774323,0.0,0.0,0.0,0.0,0.0
COL6A3,ITGA6,0.11274592147224799,0.0,0.14633701781923036,0.2475484553824134,0.0,0.28113955172939575,0.0,0.0,0.0
CCL3,CCR7,0.008893671369736775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMP,ITGB6,0.019494038506837667,0.0,0.05237315822888426,0.2299965659352335,0.0,0.2628756856572801,0.0,0.0,0.0
IGFBP2,CD24,1.3816159229351521,0.6458626517973978,0.603277747071397,0.0,0.0,0.0,1.3024421879591652,0.5666889168214106,0.5241040120954099
IL6,PTGS2,0.01128037455389348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,CXCL9,0.03438755587425107,0.0,0.06858438648672863,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,CXCL12,0.17605941442953146,0.0,0.141152423281773,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,FLT4,0.07579648625758598,0.0,0.0,0.25583571436429264,0.0,0.0,0.0,0.0,0.0
IL1B,PTGDS,0.0654213723952899,0.0,0.1331170096301685,0.0,0.0,0.0,0.0,0.0,0.0
FGFR4,MMP9,0.0048147243576537125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL9,CCR7,0.03729984926561195,0.0,0.0,0.0,0.0,0.0,0.07149667987808951,0.0,0.0
IGF1,PDGFRB,0.1237825744575641,0.25262866307778226,0.0,0.30382180256427077,0.43266789118448895,0.0,0.0,0.0,0.0
S100B,BIRC3,0.01591369507040782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,PDGFRA,0.4387840781265685,0.0,0.46451227594085287,0.4341377605481015,0.0,0.45986595836238586,0.11567777333963832,0.0,0.1414059711539227
IL17A,CXCL12,0.174734722466534,0.0,0.13982773131877552,0.0,0.0,0.0,0.0,0.0,0.0
COL6A3,ITGB6,0.08897536022636202,0.0,0.1218544799484086,0.22377789413652743,0.0,0.25665701385857403,0.0,0.0,0.0
OLR1,MMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD160,KLRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL22,CXCR6,0.003823105336581393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA3,ITGB6,0.015927118723476068,0.0,0.04880623844552266,0.0,0.0,0.0,0.07118696453847931,0.0,0.10406608426052591
IL2,TNFRSF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,INSR,0.057807720670796404,0.0,0.06345475883022435,0.0,0.0,0.0,0.0,0.0,0.0
IL6,TSHR,0.45268601019752214,0.0,0.07218693897504205,0.0,0.0,0.0,0.0,0.0,0.0
CXCL6,CXCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEP,F3,0.07124220414736833,0.22006069301708922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL1,CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,CCR7,0.02415422303685105,0.0,0.0,0.22302501933318267,0.0,0.0,0.06753780675127172,0.0,0.0
CCL26,CCR4,0.0018087997722682396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL9,CCR6,0.03549234662038969,0.0,0.0,0.0,0.0,0.0,0.06968917723286724,0.0,0.0
CCL8,CCR7,0.005570655731806356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD40LG,F3,0.07142656749370052,0.2202450563634214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL10,CCR7,0.006310117241178888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,PDGFRB,0.12187217322050356,0.2507182618407217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL17,CXCR6,0.0011436651398295528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,MMP9,0.17764352365611072,0.0,0.0,0.0,0.0,0.0,0.14273653250835225,0.0,0.0
CXCL3,CCR4,0.0014048988487631241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,FLT1,0.16221975182325304,0.33090909212314157,0.0,0.34225897992995974,0.5109483202298483,0.0,0.0,0.0,0.0
IL13,MUC5AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,CCR4,0.09699874293818335,0.0,0.0,0.2495942033796316,0.0,0.0,0.21214026213462167,0.0,0.0
OSM,F3,0.07115912979299373,0.21997761866271462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL4,CCR6,0.0354639714803996,0.0,0.0,0.0,0.0,0.0,0.07229129315421946,0.0,0.0
HLA-G,KLRC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,FGFR2,0.1177432467575521,0.0,0.0,0.2977824748642588,0.0,0.0,0.0,0.0,0.0
CCL3,CCR6,0.007086168724514513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,CCR6,0.002443679646587202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL6,CCR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL4,CCR4,0.03458176126490019,0.0,0.0,0.0,0.0,0.0,0.07140908293872006,0.0,0.0
CCL23,CCR6,0.002125012674504494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL14,CCR4,0.11455329425690505,0.0,0.0,0.2495942033796316,0.0,0.0,0.0,0.0,0.0
OSM,ADAMTS4,0.01352788855897764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,HMOX1,0.02730099355721148,0.0,0.0,0.0,0.0,0.0,0.08852282148811658,0.0,0.0
CCL8,CCR6,0.003763153086584095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,INSR,0.059258638873953086,0.0,0.06490567703338104,0.0,0.0,0.0,0.0,0.0,0.0
CCL3L1,CCR7,0.007840561578122194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKK1,LRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,KDR,0.12468641762639962,0.0,0.0,0.30472564573310634,0.0,0.0,0.0,0.0,0.0
CXCL6,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL21,CXCL10,0.31301291384338553,0.0,0.0,0.0,0.0,0.0,0.23598488528285205,0.0,0.0
CCL26,CCR6,0.002691009987767651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL7,CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL10,CSF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,ITGB6,0.022748422991004078,0.0,0.055627542713050676,0.0,0.0,0.0,0.0,0.0,0.0
PRSS1,PRSS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17F,CXCL10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,CDH5,0.4736557578976779,0.0,0.0,0.4690094403192109,0.0,0.0,0.15054945311074774,0.0,0.0
THBS4,ITGB6,0.019108480169032206,0.0,0.0519875998910788,0.0,0.0,0.0,0.0,0.0,0.0
TNF,MUC5AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,CXCR6,0.04540827643708395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL18,CCR7,0.005360004541354029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,CD1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,PLAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL5,CCR6,0.003537653203316551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN1,IL17A,0.27294388678161713,0.0,0.0,0.0,0.0,0.0,0.10925019092113145,0.0,0.0
CCL21,CCR6,0.3120587696401548,0.0,0.0,0.0,0.0,0.0,0.23503074107962124,0.0,0.0
CXCL10,CCR6,0.004502614595956626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,CPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,LDLR,0.0066422563238789905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPP1,ITGA6,0.03735314080280275,0.0,0.07094423714978511,0.0,0.0,0.0,0.0,0.0,0.0
CXCL2,CCR4,0.003649199701318837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWF,ITGB6,0.284849046757727,0.0,0.31772816647977353,0.11828052397292779,0.0,0.15115964369497437,0.19647418118110785,0.0,0.22935330090315445
EDN1,MMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,VCAM1,0.4126411166774752,0.0,0.0,0.4079947990990082,0.0,0.0,0.08953481189054503,0.0,0.0
S100B,TNF,0.007388971582170193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL13,PTGS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL26,CCR7,0.004498512632989912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD40LG,VCAM1,0.009564295703289556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,F3,0.07344587135725764,0.22226436022697854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17A,PTGS2,0.007261565644614978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,CXCR6,0.09684151179083599,0.0,0.0,0.24943697223228425,0.0,0.0,0.21198303098727433,0.0,0.0
IFNG,VCAM1,0.00943196528168994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,PIGR,0.007350326301579807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,CXCL12,0.21915501704084256,0.0,0.1842480258930841,0.0,0.0,0.0,0.0,0.0,0.0
IL10,DCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,CXCR6,0.004812509025127776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDN1,MCAM,0.07227197563053239,0.22646495958417212,0.20483106330932904,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,VEGFA,0.40527642570077416,0.40063010812230715,0.08217012091384399,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,PLAUR,0.005619933358346573,0.0,0.07550644866642714,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOQ,WIF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,MMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,MMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL15,CCR7,0.003916207481833065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL23,CCR4,0.0012428024590050827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFD,PDGFRB,0.08484532055016153,0.21369140917037968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,FCER2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL12B,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP3,MMP14,0.074011388699072,0.0,0.0,0.0,0.0,0.0,0.11130264725566616,0.0,0.0
THBS2,ITGB6,0.023898444596104726,0.0,0.05677756431815132,0.0,0.0,0.0,0.0,0.0,0.0
CCL23,CCR7,0.003932515319726755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPP1,PLAU,0.008626487546567752,0.11075653464257257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,FLT4,0.4402710287187047,0.0,0.0,0.4356247111402377,0.0,0.0,0.11716472393177453,0.0,0.0
LAMA4,ITGB6,0.04222458280485723,0.0,0.07510370252690382,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,CXCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,CCR6,0.03768543650263913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,MMP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPBP,CCR7,0.004414771312202504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,GZMB,0.18085411866541357,0.0,0.0,0.0,0.0,0.0,0.1459471275176551,0.0,0.0
IGF1,PDGFRA,0.07430953566544976,0.0,0.10003773347973413,0.2543487637721564,0.0,0.2800769615864408,0.0,0.0,0.0
IFNG,CSF1,0.01997497367915552,0.0,0.07459801312439475,0.0,0.0,0.0,0.0,0.0,0.0
VEGFD,PDGFRA,0.035372281758047186,0.0,0.06110047957233157,0.0,0.0,0.0,0.0,0.0,0.0
SST,F3,0.07089263262737386,0.21971112149709474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL12B,GZMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,CHI3L1,0.006261508289859611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,CCR7,0.04825522044515298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,IDO1,0.00675681893909112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,GZMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,VEGFA,0.4432826492309004,0.4386363316524334,0.12017634444397018,0.623321877337607,0.61867555975914,0.3002155725506769,0.0,0.0,0.0
CCL11,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL13,CCR7,0.005565348138287885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,PLAU,0.043090844581117255,0.14522089167712207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,TNFRSF4,0.0541313680788625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,KDR,0.08955436118004653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
