lineage	hallmark	n	n_genes	spearman_r	p	fdr
cervical & endocervical cancer	Xenobiotic Metabolism	310	197	0.22460929907967894	6.613621324958083e-05	0.00017404266644626535
cervical & endocervical cancer	Unfolded Protein Response	310	106	0.1983625756905933	0.00044241043909289915	0.0011060260977322478
cervical & endocervical cancer	Protein Secretion	310	95	0.19542487938345837	0.0005395076023606653	0.0012845419103825364
cervical & endocervical cancer	Epithelial Mesenchymal Transition	310	194	0.19469740378621642	0.0005664308082905441	0.0012873427461148731
cervical & endocervical cancer	TGF-beta Signaling	310	54	0.17663739913375623	0.0017960059928094946	0.0039043608539336837
cervical & endocervical cancer	Reactive Oxygen Species Pathway	310	45	0.1551764662047103	0.006186502458675776	0.012888546788907869
cervical & endocervical cancer	Androgen Response	310	96	0.13740285975249314	0.01548012732517985	0.030960254650359696
cervical & endocervical cancer	mTORC1 Signaling	310	192	0.13201607616339198	0.020062411678972773	0.03858156092110148
cervical & endocervical cancer	UV Response Dn	310	137	0.12997503582495068	0.022084027612593735	0.040896347430729146
cervical & endocervical cancer	Hypoxia	310	190	0.12426278142600927	0.028704679703041865	0.050630394950632776
cervical & endocervical cancer	Glycolysis	310	196	-0.12375685155328729	0.029365629071367014	0.050630394950632776
cervical & endocervical cancer	Estrogen Response Early	310	192	0.117669983474703	0.03839404250720534	0.06399007084534224
cervical & endocervical cancer	Wnt-beta Catenin Signaling	310	42	0.11109490918135834	0.05068005425813841	0.08174202299699743
cervical & endocervical cancer	Estrogen Response Late	310	196	0.10845932068038705	0.056450739667231624	0.08748422656776121
cervical & endocervical cancer	Spermatogenesis	310	132	-0.10790142826500493	0.057739589534722406	0.08748422656776121
cervical & endocervical cancer	Oxidative Phosphorylation	310	182	-0.10220045255749365	0.07235735889428431	0.1064078807268887
cervical & endocervical cancer	Fatty Acid Metabolism	310	154	-0.09463365903911591	0.0962722159678912	0.13753173709698743
cervical & endocervical cancer	Bile Acid Metabolism	310	112	0.08764449564612302	0.12359173491459967	0.1716551873813884
cervical & endocervical cancer	E2F Targets	310	187	-0.08640343677840293	0.1290184446884714	0.1743492495790154
cervical & endocervical cancer	Pperoxisome	310	101	0.07814542059952287	0.16992855631597634	0.22359020567891624
cervical & endocervical cancer	Notch Signaling	310	32	0.06998609297065628	0.21916120484396873	0.28097590364611374
cervical & endocervical cancer	Mitotic Spindle	310	196	0.06767355841707594	0.23480782302804992	0.2935097787850624
cervical & endocervical cancer	Myogenesis	310	198	0.06040323335914677	0.28906241353307605	0.3525151384549708
cervical & endocervical cancer	DNA Repair	310	140	-0.0548452553465529	0.3358115665170707	0.3997756744250842
cervical & endocervical cancer	Cholesterol Homeostasis	310	72	-0.05155953084671755	0.3656064106602388	0.425123733325859
cervical & endocervical cancer	Adipogenesis	310	189	0.04584969331022544	0.42114918536662027	0.4785786197347957
cervical & endocervical cancer	G2-M Checkpoint	310	184	-0.03360506252121049	0.5555564527909976	0.617284947545553
cervical & endocervical cancer	Hedgehog Signaling	310	35	0.02955037295208671	0.6042494107832943	0.6567928378079286
cervical & endocervical cancer	KRAS Signaling Dn	310	188	-0.020415841324923998	0.7203110012989832	0.7662882992542375
cervical & endocervical cancer	Myc Targets V1	310	188	0.00846485932350006	0.881995688429414	0.9187455087806397
cervical & endocervical cancer	Pancreas Beta Cells	310	40	0.0036762491906028364	0.9485993522423142	0.9679585226962389
cervical & endocervical cancer	Myc Targets V2	310	58	0.0019413447624073161	0.9728429802806258	0.9728429802806258
cholangiocarcinoma	IL-6/JAK/STAT3 Signaling	45	87	0.7119894598155467	4.1573253521502855e-08	2.0786626760751426e-06
cholangiocarcinoma	Complement	45	195	0.6859025032938076	1.9949021725092527e-07	4.987255431273132e-06
cholangiocarcinoma	Allograft Rejection	45	195	0.6615283267457179	7.518398182626775e-07	1.2530663637711291e-05
cholangiocarcinoma	IL-2/STAT5 Signaling	45	194	0.6523056653491436	1.2042409622773683e-06	1.5053012028467105e-05
cholangiocarcinoma	Inflammatory Response	45	197	0.6345191040843213	2.860052541718171e-06	2.4281288675977427e-05
cholangiocarcinoma	Interferon Gamma Response	45	196	0.6341238471673254	2.913754641117291e-06	2.4281288675977427e-05
cholangiocarcinoma	Androgen Response	45	96	0.558102766798419	6.790763628239739e-05	0.0004850545448742671
cholangiocarcinoma	KRAS Signaling Up	45	193	0.5491436100131751	9.368743413179522e-05	0.0005855464633237202
cholangiocarcinoma	Coagulation	45	136	0.5212121212121211	0.00024148064188839695	0.0013415591216022053
cholangiocarcinoma	TNF-alpha Signaling via NF-kB	45	197	0.49947299077733853	0.00047765921209211304	0.002388296060460565
cholangiocarcinoma	Cholesterol Homeostasis	45	72	0.4909090909090909	0.0006173116531383403	0.0028059620597197287
cholangiocarcinoma	Reactive Oxygen Species Pathway	45	45	0.4815546772068511	0.0008107793003063941	0.0033782470846099757
cholangiocarcinoma	Interferon Alpha Response	45	92	0.4557312252964426	0.0016553945700559184	0.006366902192522763
cholangiocarcinoma	Apoptosis	45	158	0.4303030303030303	0.0031736751040661575	0.01133455394309342
cholangiocarcinoma	heme Metabolism	45	190	0.4212121212121211	0.003958401121983807	0.01319467040661269
cholangiocarcinoma	Hypoxia	45	190	0.35125164690382077	0.017986434496822315	0.05620760780256973
cholangiocarcinoma	Adipogenesis	45	189	0.3447957839262187	0.02036770664588487	0.0568618877209511
cholangiocarcinoma	Bile Acid Metabolism	45	112	0.344532279314888	0.020470279579542394	0.0568618877209511
cholangiocarcinoma	Xenobiotic Metabolism	45	197	0.3376811594202898	0.023293739348455727	0.05953517229217318
cholangiocarcinoma	UV Response Dn	45	137	0.3364953886693017	0.023814068916869272	0.05953517229217318
cholangiocarcinoma	UV Response Up	45	152	0.319631093544137	0.03232954869475622	0.07697511593989576
cholangiocarcinoma	Apical Surface	45	43	0.2785243741765481	0.06392958395685559	0.14529450899285362
cholangiocarcinoma	mTORC1 Signaling	45	192	0.266798418972332	0.07645371475797307	0.16620372773472405
cholangiocarcinoma	Fatty Acid Metabolism	45	154	0.26205533596837943	0.08203708135036249	0.16728657380151155
cholangiocarcinoma	Pancreas Beta Cells	45	40	0.26073781291172593	0.08364328690075577	0.16728657380151155
cholangiocarcinoma	Pperoxisome	45	101	0.25573122529644265	0.0899718536423002	0.1694885412099364
cholangiocarcinoma	DNA Repair	45	140	-0.2545454545454546	0.09152381225336566	0.1694885412099364
cholangiocarcinoma	PI3K/AKT/mTOR  Signaling	45	104	0.24400527009222658	0.10624636830889388	0.18972565769445335
cholangiocarcinoma	Notch Signaling	45	32	-0.21739130434782605	0.15143294107365865	0.26109127771320456
cholangiocarcinoma	E2F Targets	45	187	-0.16508563899868248	0.2784881668377429	0.4641469447295715
cholangiocarcinoma	Myc Targets V1	45	188	-0.15480895915678522	0.3099129650087444	0.4998596209818458
cholangiocarcinoma	Oxidative Phosphorylation	45	182	0.1329380764163373	0.38399771314291015	0.5866251296972442
cholangiocarcinoma	Estrogen Response Late	45	196	0.13175230566534912	0.3882913887742721	0.5866251296972442
cholangiocarcinoma	G2-M Checkpoint	45	184	-0.12885375494071144	0.3989050881941261	0.5866251296972442
cholangiocarcinoma	Estrogen Response Early	45	192	0.1051383399209486	0.4918614232823917	0.6976191926851276
cholangiocarcinoma	Myc Targets V2	45	58	-0.10263504611330698	0.5022858187332919	0.6976191926851276
cholangiocarcinoma	Epithelial Mesenchymal Transition	45	194	0.08893280632411066	0.5612777813387648	0.7584834882956282
cholangiocarcinoma	p53 Pathway	45	190	0.08550724637681158	0.5765143675912943	0.7585715363043345
cholangiocarcinoma	Unfolded Protein Response	45	106	-0.06903820816864295	0.6522574103335785	0.8238835366934968
cholangiocarcinoma	Hedgehog Signaling	45	35	0.06758893280632411	0.6591068293547974	0.8238835366934968
cholangiocarcinoma	KRAS Signaling Dn	45	188	0.05876152832674571	0.701405771827821	0.8494907019745397
cholangiocarcinoma	Angiogenesis	45	36	-0.05625823451910408	0.7135721896586134	0.8494907019745397
cholangiocarcinoma	Wnt-beta Catenin Signaling	45	42	-0.05085638998682476	0.7400631873613485	0.8605385899550563
cholangiocarcinoma	Protein Secretion	45	95	-0.03399209486166008	0.8245682999545315	0.9338492485184612
cholangiocarcinoma	Mitotic Spindle	45	196	-0.030566534914361	0.8420101025835862	0.9338492485184612
cholangiocarcinoma	Spermatogenesis	45	132	0.02094861660079051	0.8913564525311598	0.9338492485184612
cholangiocarcinoma	TGF-beta Signaling	45	54	0.02081686429512516	0.8920356943219983	0.9338492485184612
cholangiocarcinoma	Glycolysis	45	196	0.01831357048748353	0.9049552648635838	0.9338492485184612
cholangiocarcinoma	Myogenesis	45	198	-0.016337285902503294	0.915172263548092	0.9338492485184612
cholangiocarcinoma	Apical Junction	45	194	0.004347826086956521	0.9773866129807622	0.9773866129807622
colon adenocarcinoma	Interferon Gamma Response	495	196	0.7194517989085052	4.518175596947609e-80	2.2590877984738045e-78
colon adenocarcinoma	Allograft Rejection	495	195	0.7102245519053669	3.538523770025345e-77	8.846309425063364e-76
colon adenocarcinoma	Interferon Alpha Response	495	92	0.6826348241458599	3.638916136830629e-69	6.064860228051049e-68
colon adenocarcinoma	Inflammatory Response	495	197	0.6614583209659611	1.3605556815414683e-63	1.7006946019268352e-62
colon adenocarcinoma	IL-6/JAK/STAT3 Signaling	495	87	0.6393194383432075	3.1163605065495977e-58	3.116360506549598e-57
colon adenocarcinoma	TNF-alpha Signaling via NF-kB	495	197	0.5815833996224489	3.906447450650211e-46	3.2553728755418427e-45
colon adenocarcinoma	IL-2/STAT5 Signaling	495	194	0.5741399234608062	9.549743758560674e-45	6.821245541829053e-44
colon adenocarcinoma	Complement	495	195	0.5657981803143093	3.119972946827138e-43	1.9499830917669613e-42
colon adenocarcinoma	Apoptosis	495	158	0.5330697598948873	1.0913407823715866e-37	6.063004346508814e-37
colon adenocarcinoma	Angiogenesis	495	36	0.49898053276661086	1.593957012836567e-32	7.969785064182834e-32
colon adenocarcinoma	KRAS Signaling Up	495	193	0.4588437595228767	3.8247638473020794e-27	1.7385290215009452e-26
colon adenocarcinoma	Epithelial Mesenchymal Transition	495	194	0.4489445189784748	6.362100956976424e-26	2.6508753987401764e-25
colon adenocarcinoma	Mitotic Spindle	495	196	0.3839129178687753	7.874383014612359e-19	3.0286088517739843e-18
colon adenocarcinoma	Hypoxia	495	190	0.37791385185273135	2.986641486498893e-18	1.0666576737496046e-17
colon adenocarcinoma	mTORC1 Signaling	495	192	0.36778517181742987	2.6657310283825056e-17	8.885770094608352e-17
colon adenocarcinoma	Coagulation	495	136	0.3554971485786427	3.4262861847805057e-16	1.0159955868157028e-15
colon adenocarcinoma	UV Response Up	495	152	0.35545697935341397	3.454384995173389e-16	1.0159955868157028e-15
colon adenocarcinoma	G2-M Checkpoint	495	184	0.3550073016966056	3.784814812105382e-16	1.0513374478070506e-15
colon adenocarcinoma	Androgen Response	495	96	0.3467908152967576	1.958416153071633e-15	5.15372671860956e-15
colon adenocarcinoma	Unfolded Protein Response	495	106	0.31826928023872	4.0890945064078266e-13	1.0222736266019567e-12
colon adenocarcinoma	PI3K/AKT/mTOR  Signaling	495	104	0.31655041336705175	5.543619648911322e-13	1.3199094402169812e-12
colon adenocarcinoma	UV Response Dn	495	137	0.30571669417170266	3.6092509388593594e-12	8.20284304286218e-12
colon adenocarcinoma	Spermatogenesis	495	132	0.29992718091190074	9.520479163510291e-12	2.0696693833718022e-11
colon adenocarcinoma	E2F Targets	495	187	0.2808363113965831	2.006128070568642e-10	4.1794334803513377e-10
colon adenocarcinoma	heme Metabolism	495	190	0.27952952536993286	2.4511048131103444e-10	4.902209626220689e-10
colon adenocarcinoma	Glycolysis	495	196	0.26822851737962095	1.3270025532448406e-09	2.551927987009309e-09
colon adenocarcinoma	TGF-beta Signaling	495	54	0.24749268840949656	2.4124389531140893e-08	4.467479542803869e-08
colon adenocarcinoma	Protein Secretion	495	95	0.24710326459053114	2.5413427057765888e-08	4.538111974601052e-08
colon adenocarcinoma	Apical Surface	495	43	0.23876973337924107	7.581159344243393e-08	1.307096438662654e-07
colon adenocarcinoma	p53 Pathway	495	190	0.23783891547049443	8.544367264160949e-08	1.4240612106934916e-07
colon adenocarcinoma	Pperoxisome	495	101	-0.2354819911271524	1.1541142643630226e-07	1.8614746199403592e-07
colon adenocarcinoma	Apical Junction	495	194	0.23406182103126077	1.3812144694162427e-07	2.158147608462879e-07
colon adenocarcinoma	Oxidative Phosphorylation	495	182	-0.20779174136559536	3.1258681263928736e-06	4.73616382786799e-06
colon adenocarcinoma	Hedgehog Signaling	495	35	0.1918838377242452	1.7206757238946658e-05	2.530405476315685e-05
colon adenocarcinoma	Reactive Oxygen Species Pathway	495	45	0.19159454015141622	1.7726621740325944e-05	2.5323745343322775e-05
colon adenocarcinoma	Notch Signaling	495	32	0.15163110799783128	0.0007127154864507403	0.0009898826200704725
colon adenocarcinoma	DNA Repair	495	140	0.1475379035226234	0.0009939049449374574	0.0013431147904560234
colon adenocarcinoma	Myogenesis	495	198	0.14290825190655412	0.001433366384633248	0.0018860084008332208
colon adenocarcinoma	KRAS Signaling Dn	495	188	0.14000023745354814	0.001794292014180037	0.0023003743771538936
colon adenocarcinoma	Fatty Acid Metabolism	495	154	-0.11791458400117144	0.008640295428147492	0.010800369285184365
colon adenocarcinoma	Estrogen Response Early	495	192	0.10764996180955436	0.016576379012814987	0.02021509635709145
colon adenocarcinoma	Myc Targets V1	495	188	0.10578664402942843	0.01855946654847359	0.02209460303389713
colon adenocarcinoma	Pancreas Beta Cells	495	40	0.08226024117365374	0.06745236505714065	0.07843298262458216
colon adenocarcinoma	Bile Acid Metabolism	495	112	-0.08012978815185946	0.07489073120602276	0.08510310364320768
colon adenocarcinoma	Estrogen Response Late	495	196	0.06829520225105964	0.1291649915401341	0.14351665726681567
colon adenocarcinoma	Cholesterol Homeostasis	495	72	0.045511732184058164	0.3122386414016987	0.3393898276105421
colon adenocarcinoma	Adipogenesis	495	189	-0.03517943573121842	0.43482837944833697	0.4625833823918478
