ModelID	lineage_silenced_score	DM1_like_score	is_thyroid_model	cancer_type	OncotreePrimaryDisease	OncotreeSubtype	strict_thyroid_model	GLS_gene_effect	GLS_expression	common_essential_dependency_proxy	nonessential_dependency_proxy	proliferation_expression_proxy
ACH-000335	0.6935818115199479	0.3025010448990197	False	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Biphasic Type	False	0.1509531880378916	7.37397	-1.0551063365308957	-0.025721549255583148	0.25968036906882425
ACH-000336	0.5950684482918298	0.2595351037251639	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	0.0002024668687578	4.924214	-1.170897249155544	-0.012163463915276408	-0.11618674112437313
ACH-000337	0.6999998977578036	0.3053002500698541	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.4981308815435916	5.561152	-1.1054210231722337	-0.011331779604840274	0.3490570953911942
ACH-000338	-2.772887404249247	-1.2093762022601755	False	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive	False	-0.0509498432771158	8.29514	-1.0592106997270407	0.0021129951351347843	0.21777875253067724
ACH-000339	0.7185120153888076	0.3133741857378041	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.8297837079426058	6.8790197	-1.1300031366828733	-0.017796196782121732	0.5420707392468297
ACH-000340	0.489875805853486	0.2136560398212905	False	Fibroblast	Non-Cancerous	Fibroblast, Bone	False		7.4037023			0.12200432987883897
ACH-000341	0.1913836869371424	0.0834707085934697	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False	-0.1532044342273052	6.077933	-1.1598570975003206	-0.027644729635994025	0.5846244086563702
ACH-000342	0.2224268952578501	0.0970099952328541	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False		6.3547835			-0.23364221081001876
ACH-000343	-0.2007876964005719	-0.0875722041080272	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.2340296913760696	7.5893965	-1.1073995899416933	-0.0067420812152843256	0.05752498454493398
ACH-000344	0.7823693834028421	0.3412251475535626	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Diffuse Type Stomach Adenocarcinoma	False	-0.5458240274039303	6.8041053	-1.1152561816101403	-0.020555049112202493	0.26882516252607386
ACH-000345	0.6082690437119097	0.2652924546844004	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False	-0.1312493167522349	5.7671623	-1.0757368820802997	-0.007260050981971496	0.8413086199198254
ACH-000346	0.259538244247669	0.113195860635568	False	Lymphoid	Mature B-Cell Neoplasms	B-Cell Prolymphocytic Leukemia	False	-0.5375941419851509	6.626674	-1.0929912710338312	-0.005939388306945334	-0.6324590666783187
ACH-000347	0.7217517851115544	0.3147871895249354	False	Pancreas	Pancreatic Neuroendocrine Tumor	Pancreatic Neuroendocrine Tumor	False		6.126184			-0.2134521332594712
ACH-000348	0.0439732946191065	0.0191786568635379	False	Skin	Melanoma	Melanoma	False	-0.2260774791198929	6.781045	-1.1164644013829021	-0.01716914965077003	-0.21754148676302407
ACH-000349	0.5198473831097495	0.2267279417753264	False	Breast	Breast Ductal Carcinoma In Situ	Breast Ductal Carcinoma In Situ	False		4.476103			-0.15628926450682468
ACH-000350	0.4665131153000873	0.2034665593783589	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	0.0090065260465765	4.5524507	-1.000211176928073	-0.05480008812189254	0.23003880485157463
ACH-000351	0.2508591260950421	0.109410521593562	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Adenosquamous Carcinoma of the Stomach	False		7.2867794			0.31548330033496513
ACH-000352	-3.0978520246951198	-1.3511073370842936	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	-0.195039555463123	5.80309	-1.1264994905871755	-0.0229549942686276	0.34409356745253306
ACH-000353	-0.7922134321685015	-0.3455185632518824	False	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma	False		5.2287803			0.5865108312236949
ACH-000354	-1.9184112754466371	-0.8367021823956501	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.3342988062527577	6.327321	-1.084102290288836	-0.0016453836212331767	0.12596744337817334
ACH-000355	-2.717933495179526	-1.1854084242147187	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False	-0.3503840709870839	6.46978	-1.110577777155034	-0.03813991135612094	1.0628769930121291
ACH-000356	0.6644042062856861	0.2897754285053702	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Diffuse Type Stomach Adenocarcinoma	False	0.212265970993231	6.9284296	-1.0993361622137143	-0.015767765000167487	0.7445765480978253
ACH-000357	-0.0143441847489393	-0.0062561197579125	False	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	False		5.8439713			0.720692660881636
ACH-000358	-4.277101080905508	-1.8654288861429165	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False		5.7165246			0.8697799361129943
ACH-000359	0.3327825361148328	0.1451408661917995	False	Bone	Osteosarcoma	Osteosarcoma	False	0.0983201795877985	8.07018	-1.0619617848614784	-0.025933042858805697	0.604214732226731
ACH-000360	0.4858957836354136	0.2119201798842345	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False		6.1704097			-1.518768135132046
ACH-000361	0.6601400102885349	0.2879156280847599	False	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	False	-0.058002164956717	6.3651185	-1.0413375049625442	-0.011277569189554124	0.02262101468222709
ACH-000362	0.6551335128785517	0.2857320778926272	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	-0.2139340428963201	5.214043	-1.1547548355648007	-0.00805631731413274	0.5788229153441818
ACH-000363	0.3013277292919802	0.1314220636324332	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False	-0.4222343704122423	6.958692	-1.1084118952580537	-0.023059875539477998	-0.029921776492582035
ACH-000364	0.3250656354353078	0.1417751918327464	False	Bone	Osteosarcoma	Osteosarcoma	False	0.0543171281502483	8.423515	-1.1305255628787623	-0.015722502259060515	0.9835114326121092
ACH-000365	0.2933845698240238	0.1279577080236973	False	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	False	-0.6058853263634643	6.2591066	-1.1447782284813566	-0.027229366760407034	0.3809007994446627
ACH-000366	-0.6519332481265511	-0.2843363039329379	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False	-0.257341355888063	5.9470162	-1.1391536675289535	-0.008030307587432114	1.1809776927325115
ACH-000367	0.549183058526356	0.2395224994164717	False	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type	False	-0.2678547742905907	8.0865345	-1.0312967077882291	-0.010578414407556101	0.249050713314203
ACH-000368	0.0008571083981128	0.0003738220664302	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	0.1580879087348899	8.422035	-1.081336196288863	-0.013451000000571364	0.28324315743733086
ACH-000369	-0.9996402233968216	-0.4359863639416256	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False		6.593164			0.34305155404314813
ACH-000370	0.2698610447435848	0.1176980806829125	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	0.0605213754936086	6.9004564	-1.0667958049250743	0.002238605517447916	0.1627437984258356
ACH-000371	0.1542049733772533	0.0672554625863383	False	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	False	-0.4642860242932978	6.6641984	-1.1416001016483366	-0.026084505605077527	0.9484705734723133
ACH-000372	-1.04639716780812	-0.456379090950581	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False		6.7675357			1.2651689039451512
ACH-000373	0.1643013809865963	0.071658942897997	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	-0.2463469920706751	5.996113	-1.078388664915997	-0.006886256435562592	0.5134088999338672
ACH-000374	-0.9028908747830487	-0.3937897858842668	False	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	False	-0.2969683349919155	7.1991715	-1.1008342154184663	-0.006974871021970845	0.5621121547986124
ACH-000375	0.751029399794009	0.3275564243671595	False	Kidney	Rhabdoid Cancer	Rhabdoid Cancer	False	0.0875601473120266	7.8925366	-1.0889065135980824	0.0012124518054007518	0.11286599890078541
ACH-000376	0.6178594475581398	0.2694752448560898	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	-0.417589336339463	6.9075756	-1.222476569972329	-0.010124573632277275	0.4827897168582072
ACH-000377	0.5487436847963278	0.2393308695175512	False	Ampulla of Vater	Ampullary Carcinoma	Ampullary Carcinoma	False	-0.2605179458153362	6.075165	-1.083563266308261	-0.007973154553343988	0.3977864461220935
ACH-000378	0.548562004090029	0.2392516306987405	False	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	False	-0.4221235440573397	6.1755686	-1.0943071386004075	-0.023107826025670266	0.22080513466992932
ACH-000379	0.2341468040454131	0.1021215546703625	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		6.8039117			0.5393935634252585
ACH-000380	-0.2188039849439814	-0.095429887252342	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False		6.5646615			0.592615258874496
ACH-000381	0.6297605913129165	0.2746658487063032	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	-0.3704990104003268	7.691269	-1.147251757720013	-0.0037130215634417854	-0.030320296798336446
ACH-000382	-1.2802095263545268	-0.558354779464665	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False		5.6459465			0.889863906225175
ACH-000383	0.766910261900811	0.334482755625295	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma	False	-0.3117753600536442	6.3483176	-1.117032899206098	-0.018671942241641856	0.46726109934238635
ACH-000384	0.3032111247788787	0.1322434939140266	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False		6.3545017			0.22161266981129552
ACH-000385	0.2989402223717819	0.1303807685377985	False	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	False	0.1546957330512895	8.348423	-1.0854885644919925	-0.016801838946840463	0.014286078640769485
ACH-000386	-0.0603935802150988	-0.026340254050527	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False		6.908813			0.9982198788094452
ACH-000387	0.5781231095044669	0.2521445081181196	False	Myeloid	Acute Myeloid Leukemia	AML, NOS	False	-0.5001543283577939	6.5812445	-1.1441236156493173	-0.009408140411150056	0.6781826514083931
ACH-000388	0.7941571620120251	0.3463663079575557	False	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	False		6.4051466			-0.6563376628161702
ACH-000389	0.2803507538815586	0.1222730968125456	False	CNS/Brain	Adult-Type Diffuse Glioma	Astrocytoma, IDH-Mutant	False	-0.3384326751642343	6.256965	-1.0591424581297697	-0.007187375336069804	0.1919284347299559
ACH-000390	0.2056114450064841	0.0896760496376856	False	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	False	-0.0927111421411412	4.8064322	-1.0694460820494072	-0.017913522420522042	0.6165662820392537
ACH-000391	0.0700150952015941	0.0305366131369167	False	Bone	Ewing Sarcoma	Ewing Sarcoma	False	-0.115511694814536	6.7050796	-1.1651952149078613	-0.0068962759418016535	0.10911146856939208
ACH-000392	0.5426242557169252	0.2366619216588291	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		5.513952			-0.3238484123869292
ACH-000393	0.6391994789212612	0.2787825560893176	False	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	False	-0.126020024907107	8.173062	-1.058626704124919	-0.010270769455426213	0.7382653130108945
ACH-000394	-0.75202476974794	-0.327990548281778	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False		6.479806			0.6674852135604608
ACH-000395	0.5952074364041231	0.2595957224560749	False	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	False	-0.0963412157718486	6.507971	-1.083556040722968	-0.004783679540833817	0.6602647400502089
ACH-000396	0.6633829838329227	0.2893300291971642	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	-0.1963780529081729	7.589067	-1.0620695038009405	-0.013751231177618109	0.5195648294599324
ACH-000397	-1.3177350064343158	-0.5747212653585171	False	Uterus	Endometrial Carcinoma	Uterine Clear Cell Carcinoma	False	0.1606515636728991	6.3524055	-1.1119001608394936	-0.009663845307504186	0.5056140756557567
ACH-000398	0.5066895447529615	0.2209892390218354	False	Lymphoid	Mature B-Cell Neoplasms	Activated B-cell Type	False	-0.924016550133514	5.6142592	-1.0716013318870945	-0.013817587733597387	0.8270184962089674
ACH-000399	0.4141277192343093	0.1806190210142548	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False		8.515645			0.5566498973820304
ACH-000400	0.6944072112384748	0.3028610374379915	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False		6.0857453			-0.41154865702656707
ACH-000401	0.6204104668750696	0.2705878547834432	False	Skin	Melanoma	Cutaneous Melanoma	False	-0.9488507250683498	6.851074	-1.124275842425495	-0.012700684605926668	0.3846883162254461
ACH-000402	0.6621969201900334	0.2888127355119326	False	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	False	-0.352679886847722	6.092474	-1.118805996262131	-0.01469029905034006	0.9695445832894859
ACH-000403	0.7077174850347495	0.3086662238837571	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	-0.0609312302564592	6.8024387	-1.0800688613127472	-0.01292210250768008	0.8517256630062886
ACH-000404	0.6366659197108779	0.2776775612700692	False	Skin	Melanoma	Cutaneous Melanoma	False	-0.2853721824500511	7.4333854	-1.1094397503525277	-0.03471101246267396	-0.3890030575373115
ACH-000405	0.7872193666393077	0.34334043514099	False	Lymphoid	Mature B-Cell Neoplasms	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	False	-0.0280762263674918	6.711729	-1.150084987115378	-0.015841567778100456	0.6136827008471628
ACH-000406	0.6066230859595949	0.2645745812747103	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	-1.230870211405958	6.937827	-1.2496501364460357	-0.025555980659750226	0.5636435190297577
ACH-000407	0.5724400581296615	0.2496658834619653	False	Uterus	Endometrial Carcinoma	Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor	False	-0.2190392532457522	6.4385757	-1.0854702028455416	-0.01057827174860838	-0.4094769613362068
ACH-000408	-3.757699503850434	-1.638895379681668	False	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma	False	0.1540882189823084	5.5063324	-1.1299956388931383	-0.009291052489727608	-0.012747511625950324
ACH-000409	-1.50004247952929	-0.6542334442942294	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	False		5.0257287			0.08707954921229687
ACH-000410	-0.5967132795042436	-0.2602524858020487	False	Bone	Osteosarcoma	Osteosarcoma	False	0.0326944598776778	7.560149	-1.1397238041570161	-0.009453270027857695	0.5283606476760893
ACH-000411	-0.0383183672177545	-0.0167122982893586	False	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	False	-0.1687316002383912	7.007767	-1.140317543861883	-0.021576352890731128	0.2807364734362808
ACH-000412	0.0902102176418989	0.0393445800394342	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False		7.751276			-0.1766126737445235
ACH-000413	0.5999718019734531	0.2616736684734955	False	Fibroblast	Non-Cancerous	Fibroblast, Breast	False		8.742505			-1.2662454176820894
ACH-000414	0.0191492563130384	0.0083518194213295	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.3638890668372901	6.3919153	-1.1462507134628377	-0.028140166773349518	0.05734673769050729
ACH-000415	-0.7469795559483429	-0.3257901121965633	False	Head and Neck	Head and Neck Squamous Cell Carcinoma	Hypopharynx Squamous Cell Carcinoma	False	-0.3113386463512239	5.010695	-1.1175659911276028	-0.019154224954204057	-1.413711765619012
ACH-000416	0.7444328021802705	0.3246793626596714	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.0922478099980618	7.014456	-1.150889611493948	-0.004963834248570609	0.5534285193022059
ACH-000417	0.2345028008302929	0.102276820275109	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.2547572839394539	7.458587	-1.113020123596287	-0.01761174065580805	0.39843901649940083
ACH-000418	-1.023433945354668	-0.4463638358342522	False	Bone	Chondrosarcoma	Chondrosarcoma	False		8.712843			-0.2962773436541442
ACH-000419	-1.1605737733772288	-0.5061764499845345	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False		6.235285			0.23141795453019295
ACH-000420	0.7692787684430391	0.3355157638327969	False	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	False	-0.3134793194976154	8.181067	-1.0870382824685816	-0.011152475137219686	0.3217879593537511
ACH-000421	-0.2763397643281921	-0.1205237306803607	False	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	False	-0.0775312718124477	7.6470556	-1.167331924434556	-0.027560171324978892	0.8511764864424087
ACH-000422	0.6401287809809272	0.2791878649359549	False	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	False	-0.067401616479447	7.650262	-1.1354652604889253	-0.008683394389922041	0.18990142766322987
ACH-000423	0.4657860170625863	0.2031494403695627	False	Skin	Melanoma	Cutaneous Melanoma	False		6.909449			0.0025642450013108175
ACH-000424	0.6594241119175281	0.2876033938224507	False	Bone	Ewing Sarcoma	Ewing Sarcoma	False	-0.0475033180911317	6.381039	-1.1833816798877947	-0.021933166121271885	0.830822994688622
ACH-000425	0.1650963006693543	0.0720056417742523	False	Skin	Melanoma	Melanoma	False	-0.2102829545805628	6.7557154	-1.1226226959069137	-0.019083513817862295	-0.06983991738906105
ACH-000427	-0.9301710344720294	-0.4056878441578024	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma	False	-0.0478534193201395	6.66108	-1.1307511365186054	-0.020981074492600758	0.5034518501991379
ACH-000428	0.8493022701663169	0.3704174761985253	False	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	False		7.9705086			-0.07446902667759726
ACH-000429	0.6526709537088017	0.284658049263845	False	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	False		9.24806			-1.151463672594182
ACH-000430	0.8110974001352323	0.3537546789442147	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	False	-0.3476183124540778	7.8936353	-1.132240419540406	-0.0033953173055315095	0.37130245603735074
ACH-000431	-1.928700975552592	-0.8411899659304108	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False	0.0447367825445621	6.358625	-1.108825466554136	-0.008109287301920363	0.9496267205905746
ACH-000432	0.5439283921152342	0.2372307119826624	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False		6.792634			0.5568018622475117
ACH-000433	0.5318417104584904	0.2319591870236754	False	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	False	0.1028855089016927	9.126485	-1.0484001956880031	0.015375515197664806	-0.5568337301632795
ACH-000434	0.2702199385775581	0.1178546098161475	False	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	False	-0.0910669012258537	8.429457	-1.0729975486289145	-0.03247560734673753	-0.12647063595446373
ACH-000435	-0.3662207685964384	-0.1597247265198195	False	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	False	0.0220842650135839	7.141617	-1.0795718047594474	-0.013262440620127288	-0.8997653230033121
ACH-000436	0.1356318756798138	0.059154930872315	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False	-1.1770547419914643	6.828035	-1.0711117279441495	-0.016883169217646054	-0.9502205811608844
ACH-000437	0.1026137671929641	0.0447543048005716	False	CNS/Brain	Adult-Type Diffuse Glioma	Astrocytoma, IDH-Mutant	False	-0.2019665556285036	7.367109	-1.1340137888447115	-0.0007490302514324227	0.707766388419793
ACH-000438	0.4835103285427214	0.2108797796803743	False	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	False	-0.2584869119864242	5.7665896	-1.0932079780767103	-0.03415572902025317	0.6193298640653678
ACH-000439	0.6734543337596072	0.2937225807689669	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False		5.631238			-0.10298085111538503
ACH-000440	-0.4274426362343572	-0.1864262325621349	False	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	False		6.9703474			-0.15080952663369707
ACH-000441	0.8061266817938928	0.3515867335523672	False	Skin	Melanoma	Melanoma	False	-0.0769315281319846	7.067327	-1.1103759168635479	-0.02014685299465845	-0.13234827536161886
ACH-000442	0.0849187660303096	0.0370367489877078	False	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	False	-0.1283114872318408	8.133851	-1.0867154588485461	-0.0017856018552767552	0.32843148953413803
ACH-000443	-1.8077708419522804	-0.7884471010422647	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	False		6.1868887			-0.5360967094649725
ACH-000444	-0.9051510576981046	-0.3947755494699193	False	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	False	-0.6881442363814746	5.6340356	-1.1342238374736586	-0.030020753976052923	0.94005178523256
ACH-000445	-0.6839800020786616	-0.2983132802537139	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	0.1948913102830386	7.8215	-1.068692158950143	-0.013860170370562717	0.23580550732552716
ACH-000446	0.4521216403170797	0.1971898143027382	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False	-0.1304127974913583	6.8118434	-1.1234420429693242	-0.000989964125334803	-0.13958919803693556
ACH-000447	0.3579471740314842	0.1561162538646834	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		8.031809			-0.5097298129778411
ACH-000448	0.5049365477224482	0.2202246811504676	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.2074318269672873	5.6728015	-1.077033793365358	-0.02173952897502635	-0.5472758173950472
ACH-000449	0.7436041407345152	0.3243179475402939	False	Uterus	Uterine Sarcoma/Mesenchymal	Uterine Sarcoma/Mesenchymal	False		5.84321			0.0994796462864429
ACH-000450	0.8077212265615069	0.3522821835343736	False	Skin	Melanoma	Melanoma	False	-0.1346307619536185	6.788973	-1.116583764256607	-0.013761421221180868	-0.0023436362678449013
ACH-000451	0.4213378815245728	0.1837636848310819	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		7.710958			0.38177994085667966
ACH-000452	-0.892457893629758	-0.3892395112838328	False	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma	False	0.0804651816404749	6.846719	-1.1669825753564567	-0.014021341282780122	0.5214176154381858
ACH-000453	-0.9858463246845908	-0.4299702477396495	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False		5.638766			-2.0922310515803826
ACH-000454	0.0228585695880733	0.0099696114725613	False	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	False	-0.3103216845865565	5.8029585	-1.0835436125002573	-0.026628225062402876	0.5326203178123148
ACH-000455	0.6129977879731942	0.2673548647077602	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	-0.0542272189909288	7.226711	-1.1471331499872386	-0.0020752715292732945	-0.5107552063577336
ACH-000456	0.0009068374994493	0.0003955110797035	True	Thyroid	Poorly Differentiated Thyroid Cancer	Poorly Differentiated Thyroid Cancer	True	-0.2485311044796314	6.290032	-1.1694447731909927	-0.00955958317430305	-1.7382656753493142
ACH-000457	0.642331258807068	0.2801484608349657	False	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	False		8.777285			-1.1618804592237917
ACH-000458	-1.168174876594246	-0.5094916200586951	False	Skin	Melanoma	Melanoma	False	-0.1701268943407038	6.6335416	-1.1246663179123366	-0.025754741791230763	-0.8060025831761451
ACH-000459	0.6447412963302375	0.2811995825006376	False	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	False	-0.129085332755834	8.639485	-0.9770583137298063	-0.12367689573063244	0.5624298673211652
ACH-000460	0.4256425841238377	0.1856411519339224	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer	False	-0.5592693966271103	6.5925827	-1.152242160472932	-0.015591821206770927	-0.08015665107901672
ACH-000461	0.7271891831732491	0.3171586741398362	False	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Extrahepatic Cholangiocarcinoma	False	-0.0739270488913111	6.5857677	-1.096067248632213	-0.019241418290643377	0.8251457962698878
ACH-000462	0.6075441820878915	0.2649763111595404	False	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	False		6.8624763			0.42154713123764403
ACH-000463	0.7173614154898212	0.3128723593260916	False	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	False	-0.0304351004707539	6.234074	-1.0910643955747692	-0.014898078905530854	0.5278917516417847
ACH-000464	0.4663044768140653	0.2033755631051298	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	-0.3059998088032375	6.3058996	-1.0908412308228985	-0.005156303836054717	-0.5522273303784941
ACH-000465	0.6650670791563087	0.2900645360521197	False	Skin	Melanoma	Melanoma	False		7.715962			0.42710246673063007
ACH-000466	0.7420883734801065	0.3236568558411366	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma	False	0.0084144536565611	6.0363364	-1.0882232623208934	-0.022949973465858937	-0.009278182886724391
ACH-000467	0.5670297011028854	0.2473061926126769	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	-0.1061415505832012	6.712032	-1.1253000294381728	-0.014082970275566752	-0.32729852571486756
ACH-000468	0.5133785559713799	0.2239066063018087	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.1376889737637433	7.176921	-1.0339311008333658	-0.023480717788007997	0.4497508739488772
ACH-000469	-0.1759664737436548	-0.0767465946922695	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	-0.1006196053702944	7.7655945	-1.116827131435374	-0.013187781549194828	-0.21038275184961908
ACH-000470	0.7165593791762888	0.3125225565791614	False	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	False	-0.1374225505128008	6.969611	-1.0572580682197545	-0.0063741595565752875	0.21966592897153545
ACH-000471	0.3161865544677345	0.1379026403531338	False	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	False	-0.2991947573310082	6.3296885	-1.0977323488220598	-0.004166028465009806	0.5302135741902143
ACH-000472	0.4785376656289283	0.2087109861763224	False	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	False	-0.0348266558730673	5.0048566	-1.1979611193823725	-0.013575356971007257	-0.7569497808765403
