gene	pseudobulk_count	log1p_cpm	n_feature_rows	external_dataset	sample	gsm	label	patient	compartment	tissue_site
CCL21	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CCR7	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD19	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD1C	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD22	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD27	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD38	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD3D	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD3E	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD3G	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD4	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD68	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD74	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD79A	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD79B	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD8A	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CD8B	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CIITA	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CLEC10A	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CXCL10	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CXCL11	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CXCL13	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
CXCL9	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
EPCAM	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
FCER1A	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
FCGR3A	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
FOXE1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
GZMB	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-A	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-B	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-C	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DMA	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DMB	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DOA	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DOB	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DPA1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DPB1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DQA1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DQA2	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DQB1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DQB2	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DRA	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DRB1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DRB3	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DRB4	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-DRB5	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-E	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-F	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
HLA-G	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
IFNG	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
IGHG1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
IGHG2	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
IGKC	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
IRF1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
ITGAX	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
JCHAIN	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
KRT18	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
KRT8	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
LAMP3	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
LST1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
LTB	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
LTBR	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
LYZ	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
MIF	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
MS4A1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
MZB1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
NKX2-1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
NLRC5	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
POU2AF1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
PRF1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
PSMB10	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
PSMB8	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
PSMB9	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
RFX5	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
SLC5A5	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
STAT1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
TAP1	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
TAP2	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
TAPBP	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
TG	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
TPO	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
TSHR	0.0		0	GSE184362	GSM5585109_PTC3_LeftLN	GSM5585109	PTC3_LeftLN	PTC3	Metastasis	LymphNode
AICDA	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
B2M	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
C1QA	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
C1QB	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CCL19	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CCL21	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CCR7	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD19	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD1C	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD22	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD27	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD38	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD3D	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD3E	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD3G	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD4	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD68	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD74	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD79A	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD79B	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD8A	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CD8B	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CIITA	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CLEC10A	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CXCL10	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CXCL11	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CXCL13	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
CXCL9	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
EPCAM	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
FCER1A	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
FCGR3A	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
FOXE1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
GZMB	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-A	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-B	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-C	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DMA	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DMB	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DOA	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DOB	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DPA1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DPB1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DQA1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DQA2	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DQB1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DQB2	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DRA	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DRB1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DRB3	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DRB4	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-DRB5	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-E	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-F	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
HLA-G	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
IFNG	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
IGHG1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
IGHG2	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
IGKC	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
IRF1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
ITGAX	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
JCHAIN	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
KRT18	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
KRT8	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
LAMP3	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
LST1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
LTB	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
LTBR	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
LYZ	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
MIF	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
MS4A1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
MZB1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
NKX2-1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
NLRC5	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
POU2AF1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
PRF1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
PSMB10	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
PSMB8	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
PSMB9	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
RFX5	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
SLC5A5	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
STAT1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
TAP1	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
TAP2	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
TAPBP	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
TG	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
TPO	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
TSHR	0.0		0	GSE184362	GSM5585110_PTC3_RightLN	GSM5585110	PTC3_RightLN	PTC3	Metastasis	LymphNode
AICDA	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
B2M	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
C1QA	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
C1QB	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CCL19	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CCL21	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CCR7	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD19	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD1C	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD22	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD27	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD38	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD3D	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD3E	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD3G	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD4	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD68	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD74	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD79A	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD79B	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD8A	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CD8B	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CIITA	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CLEC10A	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CXCL10	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CXCL11	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CXCL13	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
CXCL9	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
EPCAM	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
FCER1A	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
FCGR3A	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
FOXE1	0.0		0	GSE184362	GSM5585111_PTC4_SC	GSM5585111	PTC4_SC	PTC4	Metastasis	Subcutaneous
