gene	mean_DM1	mean_DM2	cohens_d	t	pval	fdr	abs_d	direction
RASGRF1	0.30356958329678957	-1.3310462234469147	2.3354545386120216	9.25536485156609	3.2350882259226955e-10	1.78987896479698e-07	2.3354545386120216	up_in_DM1
PIP5KL1	0.4307074196617742	-1.351831085406996	2.3353071294499634	6.54136993246936	1.4200482265607498e-06	8.01406698141804e-05	2.3353071294499634	up_in_DM1
ABTB2	0.18461220645160742	-1.2931673242326347	2.331059995660703	6.554353728028775	1.3059592785655361e-06	7.548927201666699e-05	2.331059995660703	up_in_DM1
YBX3	0.1509647184894398	-1.5168466921355725	2.3284565083405107	7.023897994480993	1.3745871861602538e-07	1.4861573512917923e-05	2.3284565083405107	up_in_DM1
TNFRSF12A	0.30196020514515215	-1.4283567123886747	2.3281508915764926	6.856963509312179	3.124879573894424e-07	2.5434995400001154e-05	2.3281508915764926	up_in_DM1
CTSS	0.4361133025000231	-1.3066127728125767	2.325421966754444	6.194196236762561	5.808917823783308e-06	0.00023188421724317768	2.325421966754444	up_in_DM1
LPAR5	0.23647714791705604	-1.491901876673135	2.3252040572075945	6.140010069418819	7.191567001245527e-06	0.00027480569538041876	2.3252040572075945	up_in_DM1
TAGLN2	0.5419814198504966	-1.2220488873442938	2.3242932245025627	7.643666285184575	5.6389212658384645e-09	1.3599189546568097e-06	2.3242932245025627	up_in_DM1
PRSS23	0.5983735542280105	-1.34548434859396	2.324203812759558	8.194365746421946	5.26593275926227e-10	2.4617329981662345e-07	2.324203812759558	up_in_DM1
SLC34A2	0.15565719343431286	-1.477544735179243	2.321791716855084	7.1633410706066565	6.449691228721945e-08	8.509658573896576e-06	2.321791716855084	up_in_DM1
TNFRSF1A	0.5000320473871738	-1.1545644779393445	2.3213433970495605	6.887549219681547	2.5652596382418905e-07	2.23324812123674e-05	2.3213433970495605	up_in_DM1
SIRPA	0.8781121791482165	-1.5607268225776139	2.3192765424370965	7.835805226038981	2.181758157521889e-09	7.185161174291496e-07	2.3192765424370965	up_in_DM1
LACC1	0.7757927968414116	-1.1814154707215514	2.317605225483189	6.698797919904789	6.182235248171589e-07	4.256813370742413e-05	2.317605225483189	up_in_DM1
NGEF	0.19858049165351904	-1.3242761184778868	2.317564167596765	7.281895053466327	3.39669732000214e-08	5.2641447196491375e-06	2.317564167596765	up_in_DM1
SRGAP2	0.5130225158503566	-1.560975971389118	2.3159172793397977	7.653249947803114	5.087814853092248e-09	1.2734291795804588e-06	2.3159172793397977	up_in_DM1
ITGB2-AS1	0.5759010673835012	-1.0927308929929047	2.314769464695487	8.786992011957025	2.1535410322798735e-10	1.2988187589622398e-07	2.314769464695487	up_in_DM1
C3	0.3903123746855537	-1.7443667709413497	2.313725044710708	6.62891445759618	8.342829778154525e-07	5.347315915939298e-05	2.313725044710708	up_in_DM1
SLC27A6	0.16126513685909596	-1.3941081368374835	2.313315432338503	8.501707394410346	2.5489891520051e-10	1.519015463941325e-07	2.313315432338503	up_in_DM1
ALDH3B1	0.4325411576564112	-1.3565801190902778	2.313294664167464	5.910642609350644	1.6252779270799385e-05	0.0005128718882037156	2.313294664167464	up_in_DM1
EGOT	0.3636000462810248	-0.8730446905421227	2.311346529692155	8.329908810221049	3.582869968164169e-10	1.8873019862383505e-07	2.311346529692155	up_in_DM1
SUSD3	0.5146340971425224	-1.4071499645000798	2.3067945855003793	8.22331690268736	4.788392629316753e-10	2.282831983222267e-07	2.3067945855003793	up_in_DM1
ETHE1	0.2698025493532471	-1.0986861189080726	2.3039971907954135	7.200531875673121	4.657446138936508e-08	6.661212537796677e-06	2.3039971907954135	up_in_DM1
TMEM43	0.08245214577697033	-1.5355882895443607	2.3025707434253824	6.954317075265673	1.6088923948681514e-07	1.6848940481654796e-05	2.3025707434253824	up_in_DM1
RUNX1	0.5066308741286505	-1.1704461291953978	2.3009997560936704	6.207708965433533	4.8518580201693946e-06	0.0002003913438726399	2.3009997560936704	up_in_DM1
EDEM1	0.36664414109806126	-1.1969855557093927	2.2972606842760834	6.378149950844678	2.317361317306029e-06	0.00011406339510492153	2.2972606842760834	up_in_DM1
CARD11	0.6109216456474094	-1.268236605650722	2.2919819288254253	8.347782240007039	3.657123589938072e-10	1.8873019862383505e-07	2.2919819288254253	up_in_DM1
NXN	0.32422153516157787	-1.3795378523416766	2.2917579456096386	6.771945265185769	3.655275271208616e-07	2.8634705716144116e-05	2.2917579456096386	up_in_DM1
IER5L	0.24445632089266775	-1.349204877221996	2.2903686115893476	7.47248326888515	1.0509878580203413e-08	2.1739814130901752e-06	2.2903686115893476	up_in_DM1
TMEM116	-0.31667772728093485	1.9845178745185403	-3.7073367275452314	-10.697990151964488	1.3258707396518418e-10	8.968978038579987e-08	3.7073367275452314	up_in_DM2
ACACB	-0.4463646752626333	1.556618361340425	-3.6348599279430616	-12.557683689884787	3.605469367248437e-15	3.6096517117144455e-11	3.6348599279430616	up_in_DM2
FLRT1	-0.4306881145430687	1.5347349570774678	-3.473554844340143	-9.876225922952582	1.0002543914283865e-09	4.037962445655014e-07	3.473554844340143	up_in_DM2
ADAM1B	-0.4830374812774917	2.0144478288536565	-3.3822338516865003	-8.444760644247499	2.3636975271614613e-07	2.2116256227037088e-05	3.3822338516865003	up_in_DM2
FAM234B	-0.4720612365804509	1.8272446895853443	-3.0674254463275346	-8.44284701848455	3.5880950267120184e-08	5.459357472557757e-06	3.0674254463275346	up_in_DM2
OR2A1-AS1	-0.6575460185755009	1.0198938054939775	-3.045790169895557	-8.864618659023357	3.990010514864935e-09	1.0974282766654337e-06	3.045790169895557	up_in_DM2
AL031710.1	-0.37630244607743896	1.764751596902219	-3.0427629859986602	-7.694885286371146	6.667292713175557e-07	4.534454690373673e-05	3.0427629859986602	up_in_DM2
AC006058.3	-0.5882504927034578	1.535260978085068	-3.0152028471486907	-8.743535362802884	5.677874895586585e-09	1.3599189546568097e-06	3.0152028471486907	up_in_DM2
VDAC3	-0.28102851063841383	1.5215000938208798	-3.0072750009452007	-8.334575329997124	3.818578630124996e-08	5.74025252452844e-06	3.0072750009452007	up_in_DM2
PLEKHJ1	-0.2648284092418737	1.6919809606921186	-2.9573035174425515	-8.323242483653212	2.786053155347592e-08	4.572598322963599e-06	2.9573035174425515	up_in_DM2
KATNAL2	-0.3136307576348424	1.421456910239026	-2.93220294936988	-9.444873960224893	6.081358864657528e-11	5.3407133692460786e-08	2.93220294936988	up_in_DM2
OTOS	-0.3037465360127817	1.6140608694099958	-2.8742779260681446	-9.183121635526962	1.4885876543033934e-10	9.804700105147272e-08	2.8742779260681446	up_in_DM2
AF131216.3	-0.39632148884052654	1.5411716043768762	-2.8712748879752965	-7.747540718063253	2.056102937991508e-07	1.9897943568247878e-05	2.8712748879752965	up_in_DM2
ACSF2	-0.40186266336726906	1.7192292822890185	-2.8438349729996055	-8.564740897938615	3.237749896388131e-09	9.57109619466434e-07	2.8438349729996055	up_in_DM2
ECSIT	-0.29867786972017923	1.4234189623858018	-2.808116715361957	-8.609384902280295	1.850859804165292e-09	6.345913703897684e-07	2.808116715361957	up_in_DM2
AL034548.2	-0.4315272828225129	1.3538210830045498	-2.8016108311042696	-7.80758503281846	9.918409995963364e-08	1.168225335477492e-05	2.8016108311042696	up_in_DM2
AC106795.2	-0.4754648606663575	1.2484015818824583	-2.7882047697980052	-7.522551446041738	3.2042653190451195e-07	2.58291647891724e-05	2.7882047697980052	up_in_DM2
EIPR1-IT1	-0.4073498395296789	1.6600599646655625	-2.7844513104543034	-7.080900476939853	1.8309567058394123e-06	9.458620307627379e-05	2.7844513104543034	up_in_DM2
MLYCD	-0.40184946900766316	1.5398257242615827	-2.775699361574625	-7.47705731817641	3.601280219558246e-07	2.834479327525891e-05	2.775699361574625	up_in_DM2
PRPSAP1	-0.3447881054055738	1.7345308451119044	-2.7539653077996387	-8.197442778629219	1.0178449171361883e-08	2.1318527557323562e-06	2.7539653077996387	up_in_DM2
RILPL1	-0.5108576414873467	1.4599308551713994	-2.7399517275354963	-8.327215994765526	4.566869488694877e-09	1.2160018769419584e-06	2.7399517275354963	up_in_DM2
PCBD2	-0.4453699079263116	1.5430518664803923	-2.7122194485472986	-8.801255348357078	2.7926465052115895e-10	1.6068310202055371e-07	2.7122194485472986	up_in_DM2
AC092718.1	-0.5131294305903686	1.2147231151258657	-2.6936813690574146	-7.070004546105121	1.2008707778216084e-06	7.105577942812538e-05	2.6936813690574146	up_in_DM2
ADIPOR2	-0.2843175551820754	1.6465500526238992	-2.6922131116760113	-8.071192583026463	1.1641453670700959e-08	2.359303189667808e-06	2.6922131116760113	up_in_DM2
NT5C3B	-0.6103977778899766	1.4319820724106433	-2.68323888265816	-7.866557583276538	3.078216471540885e-08	4.907304462815084e-06	2.68323888265816	up_in_DM2
SNTA1	-0.5202237472379518	1.1104960186676833	-2.6531302417052287	-7.80271790434038	3.339284188924703e-08	5.207410838915663e-06	2.6531302417052287	up_in_DM2
WWOX	-0.3979359612449424	1.3676316340146468	-2.6445598971754913	-8.044818604907174	8.929102374966493e-09	1.9604079240617227e-06	2.6445598971754913	up_in_DM2
HAP1	-0.3991488275257159	1.4408004480172647	-2.6411419816054176	-7.175368758042494	5.748087469623884e-07	4.035592742698912e-05	2.6411419816054176	up_in_DM2
SMAD9	-0.4847129899136518	1.2346923062324087	-2.629358148970578	-8.160082378626248	4.249855802707482e-09	1.14994206363206e-06	2.629358148970578	up_in_DM2
LCA5L	-0.5039562934236065	1.3570394150758773	-2.6092515141119055	-7.6039989108941	6.382832081573446e-08	8.471349367365505e-06	2.6092515141119055	up_in_DM2
AL356740.1	-0.30581941670186114	1.6577560895179235	-2.6091241676669745	-7.330356174458658	2.3495866520707807e-07	2.2025394874411825e-05	2.6091241676669745	up_in_DM2
MTCH1	-0.6889421065926639	1.3127366361823516	-2.5951788033629657	-8.129768363725114	3.726280434694578e-09	1.0420678547482746e-06	2.5951788033629657	up_in_DM2
PPP1R13B	-0.6261801076249529	1.4177363325807775	-2.592649992072401	-8.084527927336255	4.642865598136187e-09	1.22969611699207e-06	2.592649992072401	up_in_DM2
VAPB	-0.5099155097613273	1.5058702711334933	-2.5682959745898675	-7.207073159561888	3.1384553760462946e-07	2.5504025846448932e-05	2.5682959745898675	up_in_DM2
SYTL3	-0.4662550323426393	1.2412608166979173	-2.564685600202743	-7.6447395550841355	3.674731816796078e-08	5.557393513147374e-06	2.564685600202743	up_in_DM2
AL023806.1	-0.4859011026590592	1.0883613381736956	-2.5615938344620117	-6.904614618591801	1.1319445106093487e-06	6.802266303971522e-05	2.5615938344620117	up_in_DM2
AC096920.1	-0.28809859439198254	1.37278491003535	-2.558562818262837	-6.59646107522137	3.81489218936576e-06	0.00016516650016844283	2.558562818262837	up_in_DM2
FAAH	-0.45575956934812967	1.4396305149756776	-2.5566172865777417	-7.767725411886942	1.8267395454169717e-08	3.265818863017242e-06	2.5566172865777417	up_in_DM2
AC023509.3	-0.43960608963996317	1.5559624731645867	-2.542243897795098	-6.826245296966345	1.4058640209841425e-06	7.951948153946238e-05	2.542243897795098	up_in_DM2
MLEC	-0.3842805906188996	1.5677254336839632	-2.5332810004841892	-7.456682565645958	7.409485025963924e-08	9.394114875698354e-06	2.5332810004841892	up_in_DM2
TMCO4	-0.48259541270382	1.406686113442929	-2.5267319829068793	-7.578523195873851	3.807925288104212e-08	5.74025252452844e-06	2.5267319829068793	up_in_DM2
MDS2	-0.4827528462443361	1.6483118848482452	-2.5259179875019515	-6.474373613290559	5.183126420700143e-06	0.0002119746261171632	2.5259179875019515	up_in_DM2
BDH1	-0.6442428160044675	1.2417637026903285	-2.5256538702469684	-8.499495567119236	3.2393427587313955e-10	1.78987896479698e-07	2.5256538702469684	up_in_DM2
CYP17A1	-0.4760251665776656	1.417828199713221	-2.524563614927376	-6.376693834935734	7.385780689443461e-06	0.00028051396794549375	2.524563614927376	up_in_DM2
DGLUCY	-0.11117882233866819	1.8517058823866186	-2.5234597030256984	-7.5658699821689614	3.957891325545022e-08	5.89655130875395e-06	2.5234597030256984	up_in_DM2
TTC30A	-0.26527968247881806	1.479115643170571	-2.5196120671108964	-7.380083074779114	9.761190361786571e-08	1.1571367882122916e-05	2.5196120671108964	up_in_DM2
SLC4A4	-0.2077480361993861	1.2893166576965325	-2.5185215868971755	-9.100218625543388	3.662030814858488e-11	3.74110078633033e-08	2.5185215868971755	up_in_DM2
MTARC2	-0.6201848725062404	1.3705617843355944	-2.517711414593092	-8.601328668811524	1.9522064704413876e-10	1.1917506280165241e-07	2.517711414593092	up_in_DM2
LDHD	-0.3013353482337736	1.6649448537019162	-2.509936483136809	-7.021014397090275	4.974311973866331e-07	3.6501244680348155e-05	2.509936483136809	up_in_DM2
SEPTIN7-DT	-0.3224093719417678	1.2484088811122855	-2.509279602281643	-7.635153996148981	2.4724880300175168e-08	4.167266188774978e-06	2.509279602281643	up_in_DM2
SOX9-AS1	-0.2659724407192099	1.5956381417994876	-2.5064339891289222	-7.659047731596438	2.133862318819825e-08	3.6833406881200963e-06	2.5064339891289222	up_in_DM2
EEF1AKMT3	-0.20197693102310735	1.6468536001863106	-2.49372952877358	-6.523430768829578	3.6790491229834946e-06	0.0001607031771363942	2.49372952877358	up_in_DM2
TBC1D8-AS1	-0.3038725058790294	1.265913489816848	-2.4913285415438935	-7.133191103721438	2.6163090338459376e-07	2.2556570008744888e-05	2.4913285415438935	up_in_DM2
FAXDC2	-0.46228211727571467	1.4077174172955413	-2.48706721219439	-7.6868735916603885	1.5755278818036135e-08	2.910249989200195e-06	2.48706721219439	up_in_DM2
MT1F	-0.4175140754295897	1.271942248561311	-2.479495706852407	-7.9895194744582545	3.0155760246471996e-09	9.148709372229669e-07	2.479495706852407	up_in_DM2
DTWD2	-0.3285344223494656	1.5685454802438286	-2.476638464845816	-7.467262208957582	4.522859382624386e-08	6.505899280902629e-06	2.476638464845816	up_in_DM2
AC090246.1	-0.5094865295412866	1.1253071430477997	-2.4763764094905594	-7.059144839172795	3.3406354257263583e-07	2.6670738140511967e-05	2.4763764094905594	up_in_DM2
OGDH	-0.2963836334766012	1.924168030223362	-2.456383505010785	-6.736281972384448	1.252784003251158e-06	7.325000285493426e-05	2.456383505010785	up_in_DM2
ZADH2	-0.6158054686579278	1.4125110264345628	-2.453863768071658	-7.573686958605747	2.1755622289344574e-08	3.7424156032990055e-06	2.453863768071658	up_in_DM2
AL354743.1	-0.4236080061602339	1.5573110070478766	-2.4511369701377013	-6.438901919844015	4.140742997758361e-06	0.0001764062238142877	2.4511369701377013	up_in_DM2
AL049543.1	-0.34102185433357196	1.5216582185250949	-2.450919632428172	-6.30393413226133	6.946189079429189e-06	0.0002673838980829601	2.450919632428172	up_in_DM2
CLCNKA	-0.2484705821054079	1.6870482539410605	-2.4487211215382607	-7.037160713516145	3.063159939450164e-07	2.4973234568240445e-05	2.4487211215382607	up_in_DM2
C16orf71	-0.173255584793636	1.7912411272957198	-2.446990032896245	-6.412082904350276	4.505454453806781e-06	0.00018904781144062015	2.446990032896245	up_in_DM2
BCL2	-0.514609046858641	1.3465043450430823	-2.4468317794616152	-8.542551746159422	1.910327418124163e-10	1.1825530563083993e-07	2.4468317794616152	up_in_DM2
WFS1	-0.3848031221246571	1.3760795755262605	-2.4426736229679102	-7.014289568222673	3.272726335650552e-07	2.6254188286858225e-05	2.4426736229679102	up_in_DM2
EML1	-0.32696376612220795	1.4408438375338015	-2.441672674887102	-8.400831213797598	3.276069683731824e-10	1.78987896479698e-07	2.441672674887102	up_in_DM2
LINC02028	-0.43911081425025456	1.376275823149513	-2.4377646075083304	-6.832335244893422	7.323128391553935e-07	4.7919106016262345e-05	2.4377646075083304	up_in_DM2
LINC01607	-0.3399556147498918	1.43328244313988	-2.432018385686616	-6.734110624773112	1.092809400912885e-06	6.606745530301594e-05	2.432018385686616	up_in_DM2
AC005696.1	-0.40525643062775374	1.5842057385624124	-2.4290279822045227	-6.329453258109125	5.68755112380679e-06	0.0002283139006860628	2.4290279822045227	up_in_DM2
COPZ2	-0.4228644766571796	1.5636425442367416	-2.4283366571881317	-7.557412791532655	1.929840216656099e-08	3.3966784993063062e-06	2.4283366571881317	up_in_DM2
IQCH	-0.46590761807374775	1.5502164643853797	-2.4265458142135525	-7.666209504991507	1.0767472020992006e-08	2.2090086656836796e-06	2.4265458142135525	up_in_DM2
COPZ1	-0.4562088419214832	1.768672836134228	-2.4154288626056872	-6.68487977483921	1.226150823408445e-06	7.212533245379547e-05	2.4154288626056872	up_in_DM2
DYNLL2	-0.4932632459011804	1.523180403996576	-2.412844579305892	-7.433820155613962	3.245056104814896e-08	5.0921949371418194e-06	2.412844579305892	up_in_DM2
AACS	-0.12763399735726624	1.4175885949176534	-2.4095828374026986	-7.922006064099703	2.5277621863177695e-09	8.111199969403519e-07	2.4095828374026986	up_in_DM2
UGT8	-0.30455604593280605	1.5070627557868934	-2.4095404091707993	-7.217533367746574	9.550267068299434e-08	1.1409720021597448e-05	2.4095404091707993	up_in_DM2
TDH	-0.43782453831705814	1.5429677349442565	-2.406489766693189	-5.98702952235923	1.8108734987944736e-05	0.0005565329373479948	2.406489766693189	up_in_DM2
UNG	-0.5451439575715847	1.7332169193397327	-2.4050319028147324	-7.569696794545568	1.503757999831948e-08	2.8730961051751014e-06	2.4050319028147324	up_in_DM2
RBBP8NL	-0.2751807923179478	1.707702559939895	-2.4039243975326974	-6.95378805509265	3.3344021234627795e-07	2.666349864158144e-05	2.4039243975326974	up_in_DM2
MPC1	-0.43816401762064705	1.3610704058402043	-2.402042574870037	-6.317521233026738	5.223859881187588e-06	0.00021311815642419585	2.402042574870037	up_in_DM2
ZMAT4	-0.13367868981929412	1.5413367338263264	-2.4013426798323945	-7.7820134242963785	4.8506782420974455e-09	1.2516517678271246e-06	2.4013426798323945	up_in_DM2
BCAT2	-0.2856814173302228	1.5413714119025248	-2.399178201470276	-7.840837124760068	3.535524395212942e-09	1.0171337941124681e-06	2.399178201470276	up_in_DM2
HEBP1	-0.5521469404572075	1.5195466266349924	-2.3943826533551236	-6.716820858883228	9.354173812304787e-07	5.8598102149096755e-05	2.3943826533551236	up_in_DM2
AC064807.1	-0.28547538237080305	1.4696880585347243	-2.3887839656813625	-7.521487314255922	1.70139828710607e-08	3.097039834762024e-06	2.3887839656813625	up_in_DM2
AP000866.2	-0.559569515759389	1.2130740060189922	-2.3820644792144616	-8.139299430001463	7.700914340567817e-10	3.266884492035117e-07	2.3820644792144616	up_in_DM2
PRKN	-0.39393608631845617	1.427234143637517	-2.3736443564929526	-7.177713744946945	8.891624167669146e-08	1.077716519576712e-05	2.3736443564929526	up_in_DM2
COQ4	-0.4177516975443222	1.5508825522136163	-2.3720379602362933	-6.412704450473038	3.0465957335288042e-06	0.00013971144510409707	2.3720379602362933	up_in_DM2
PWWP3B	-0.4676538558822313	1.1318981310914709	-2.3598948012830867	-8.32524406468138	3.5310366870708564e-10	1.880389728525457e-07	2.3598948012830867	up_in_DM2
AL122023.1	-0.4222276248430314	1.1968493290877766	-2.3503204513696074	-6.621351233419355	1.089958924126671e-06	6.597480510753675e-05	2.3503204513696074	up_in_DM2
IGFBPL1	-0.3299357628395617	1.3352567760266465	-2.3451356374798897	-7.498635733932716	1.3683837038006591e-08	2.6924313067520464e-06	2.3451356374798897	up_in_DM2
C7orf31	-0.43083709110871493	1.245605643167536	-2.3445403434784953	-6.889418941024817	2.9972635608915966e-07	2.4555976977268665e-05	2.3445403434784953	up_in_DM2
GSTM4	-0.4608866081371976	1.2186929010693375	-2.34226326469192	-6.577110486263353	1.2640004697277531e-06	7.357364594608356e-05	2.34226326469192	up_in_DM2
AC009779.2	-0.027046843329313945	1.9715522672737227	-2.3402463664482034	-6.837009049985028	3.7440091691534145e-07	2.9147373404273966e-05	2.3402463664482034	up_in_DM2
NRAV	-0.39907198298841323	1.5409032362271822	-2.339534194061255	-6.444628007049677	2.220586901059422e-06	0.00011038544100618923	2.339534194061255	up_in_DM2
POLD2	-0.22866722765806521	1.6600317970133451	-2.3353958017864715	-7.070278106199013	1.1465689091862623e-07	1.3045640035756307e-05	2.3353958017864715	up_in_DM2
AC007637.1	-0.3623547134705683	1.4531033361629224	-2.3318003223058565	-6.169034261833295	6.626037653165458e-06	0.0002571210797226019	2.3318003223058565	up_in_DM2
ERCC8	-0.1710545176834492	1.5032494058863874	-2.3259958933721276	-7.435658246494721	1.639219686919017e-08	3.0113695093048157e-06	2.3259958933721276	up_in_DM2
SNRNP25	-0.26683077709835	1.3469717689980876	-2.325493333401469	-6.954411750471963	1.9014981746996902e-07	1.892349813700141e-05	2.325493333401469	up_in_DM2
IPCEF1	-0.24913189766672794	1.3543219399041402	-2.3182356440451026	-7.236665891329295	4.3092623675955185e-08	6.252552336147724e-06	2.3182356440451026	up_in_DM2
HSDL1	-0.4779768698874603	1.4118890202241594	-2.315423648301006	-6.567053680839025	1.119171285132585e-06	6.747246413836321e-05	2.315423648301006	up_in_DM2
OGDHL	-0.4440052366918045	1.244030012371335	-2.311562923414437	-7.283074624786185	3.2259741886778704e-08	5.078170312479146e-06	2.311562923414437	up_in_DM2
NDUFA5	-0.4484382073480579	1.336162103144382	-2.307532811690759	-6.434295544595271	1.926970634511763e-06	9.832853824912317e-05	2.307532811690759	up_in_DM2
AC026748.3	-0.3906297943865567	1.6070096853549851	-2.304162018919621	-5.909563452353787	1.5693545761343846e-05	0.0005000557057424253	2.304162018919621	up_in_DM2
FAHD2A	-0.4697891005006667	1.3067872595241987	-2.2998077549954434	-6.376661473859734	2.3670159217285754e-06	0.00011593745891378574	2.2998077549954434	up_in_DM2
SLC29A4	-0.3057622893431209	1.4355165333680742	-2.2997267872403273	-6.373827475334595	2.395081970472007e-06	0.000116627444822848	2.2997267872403273	up_in_DM2
TTC30B	-0.33701790692964234	1.390083071606909	-2.2978320104920256	-7.103328378401566	7.312677311929571e-08	9.314452948615024e-06	2.2978320104920256	up_in_DM2
AC079848.1	-0.4133034350957895	1.3948993058588506	-2.2975694415547285	-8.004834542181957	9.858185280990236e-10	4.0120409658195875e-07	2.2975694415547285	up_in_DM2
NFYC	-0.28235967608091966	1.4569363680063327	-2.293928519070924	-6.168570439918685	5.485998235545027e-06	0.0002212877515510983	2.293928519070924	up_in_DM2
CCDC110	-0.3342502205199063	1.0741928591241163	-2.292882093001028	-6.748887686312342	4.118091454603866e-07	3.132878754324625e-05	2.292882093001028	up_in_DM2
COQ9	-0.18234985462870032	1.7300439321443153	-2.2927402847960114	-5.753683682433445	2.6258545742656522e-05	0.0007438881057079232	2.2927402847960114	up_in_DM2
TMEM99	-0.13996829119744486	1.5322089534085395	-2.28601236403314	-7.081620775785306	7.476006136659177e-08	9.426546982087785e-06	2.28601236403314	up_in_DM2
ID4	-0.5886315530033737	1.248907884665613	-2.284584441336179	-8.102376539892965	6.916980723341813e-10	3.010871487382995e-07	2.284584441336179	up_in_DM2
GCSH	-0.42204729035460115	1.1892612869582664	-2.282311075012643	-6.653433746319151	6.045193194877549e-07	4.181185462977505e-05	2.282311075012643	up_in_DM2
ID3	-0.5611821387656645	1.3560507646992639	-2.281728153062542	-7.445945750492801	1.1310680750806977e-08	2.3015855976581123e-06	2.281728153062542	up_in_DM2
QRICH2	-0.2892393649877079	1.4010297791721384	-2.281460554917371	-6.415052404424118	1.7952963252799684e-06	9.293582569892933e-05	2.281460554917371	up_in_DM2
AC074032.1	-0.48401100371626377	0.9305976968823693	-2.279388920881391	-6.1949617308688	4.561765114433473e-06	0.00019062411327451807	2.279388920881391	up_in_DM2
DHTKD1	-0.27182044657646165	1.2637175742705755	-2.2787635526062724	-7.317956994102487	2.114970934516201e-08	3.663363842214948e-06	2.2787635526062724	up_in_DM2
MRPS10	-0.22130725111825839	1.3511520884552204	-2.2782270136017804	-6.827067244242965	2.537009262528534e-07	2.2218998749764078e-05	2.2782270136017804	up_in_DM2
COX15	-0.2281331094365602	1.4985110808580004	-2.2776582459461627	-7.058712901327237	7.893655565468703e-08	9.829368415329162e-06	2.2776582459461627	up_in_DM2
GATM	-0.3660068984171755	1.407826096970939	-2.272878968416619	-7.325040190686335	1.9556181794435644e-08	3.4228788400904176e-06	2.272878968416619	up_in_DM2
MAPK4	-0.19863410211077737	1.4499492534826144	-2.2701505408664993	-7.005623782302715	9.77803470801469e-08	1.1571367882122916e-05	2.2701505408664993	up_in_DM2
AC141930.2	-0.4754559942091887	1.067489648061789	-2.2646255088407563	-5.853188763471906	1.6301802476786907e-05	0.0005135529442309622	2.2646255088407563	up_in_DM2
SLC27A4	-0.29247169416227176	1.7877598068680303	-2.263734061525741	-5.677586696946962	3.0656947591885715e-05	0.000829079136982504	2.263734061525741	up_in_DM2
MRPS11	-0.3656184460771052	1.1027807952226405	-2.262502554405304	-6.604426348880926	6.676042004885128e-07	4.534454690373673e-05	2.262502554405304	up_in_DM2
PPARGC1A	-0.2957546454998209	1.2063566249576185	-2.2614872850520107	-7.840088733641583	1.6831490897110495e-09	5.851047023108036e-07	2.2614872850520107	up_in_DM2
MCRIP2	-0.2422345027341608	1.2916157372758776	-2.2579039730793795	-6.418853524855224	1.5289493114451092e-06	8.49457765064587e-05	2.2579039730793795	up_in_DM2
RPS6KA6	-0.44808874640751334	1.2623919214314119	-2.2537438196644173	-6.931405419169052	1.2613723862639397e-07	1.3915060094326655e-05	2.2537438196644173	up_in_DM2
ZSCAN1	-0.48264295746109204	1.116048050225832	-2.2534215842267384	-7.157207139950879	3.991269954937869e-08	5.911094420244965e-06	2.2534215842267384	up_in_DM2
AC068338.2	-0.2119730117877902	1.4962529617607434	-2.2533796639120443	-7.076325394831389	6.02707582292104e-08	8.132166079347209e-06	2.2533796639120443	up_in_DM2
SUCLG1	-0.496084016617849	1.2589125274630901	-2.251498335263964	-6.854035788767388	1.8303870057678343e-07	1.847288563200126e-05	2.251498335263964	up_in_DM2
SPR	-0.37841898652651135	1.5707552951262778	-2.243630163874668	-6.349179342472826	1.9160417737715604e-06	9.816431779534354e-05	2.243630163874668	up_in_DM2
IFTAP	-0.47288696063093644	1.0701705948942373	-2.241308614308405	-6.436733985201991	1.2707249786990715e-06	7.374793821886577e-05	2.241308614308405	up_in_DM2
PAIP2B	-0.42983581975466445	1.1514695448044698	-2.233485712218636	-7.767520517589534	2.0629718997062373e-09	6.843647879491161e-07	2.233485712218636	up_in_DM2
FBXW8	-0.3856769275172478	1.2220820555551175	-2.2333448142958976	-6.485417350939612	9.639029318993852e-07	5.956920119138201e-05	2.2333448142958976	up_in_DM2
SH2D6	-0.3627537626964204	1.2579849312719051	-2.228133681258075	-6.050569858445577	6.321048617898359e-06	0.0002473956620131009	2.228133681258075	up_in_DM2
ZBED9	-0.4693586105604621	1.122843665892686	-2.2278853362180224	-7.6238112604655806	3.618806154434302e-09	1.0234474490320467e-06	2.2278853362180224	up_in_DM2
METTL7A	-0.5691610313607488	1.3916672556074585	-2.2267422150229894	-7.536394436358645	5.276158167005266e-09	1.3010538203150227e-06	2.2267422150229894	up_in_DM2
PRDM16-DT	-0.4410335444355266	1.277741279599453	-2.224968197562029	-6.957758856291883	8.945472676612869e-08	1.0790180030021374e-05	2.224968197562029	up_in_DM2
LINC02861	-0.23446688627796142	1.8218692039707463	-2.2242915288434113	-6.234956373046764	2.8309358583200206e-06	0.00013182417413561264	2.2242915288434113	up_in_DM2
GPER1	-0.5788495804479636	1.4746541473169532	-2.2231201588122853	-7.497840103476577	6.1670207426452434e-09	1.4338267622288234e-06	2.2231201588122853	up_in_DM2
BTBD11	-0.44187213504714473	1.154064206134622	-2.2228808461781258	-7.106431217244155	4.146092477661877e-08	6.086366488175901e-06	2.2228808461781258	up_in_DM2
AC021491.4	-0.3844029692431634	1.36362583470391	-2.219483889016891	-5.420591798852609	6.275646409345333e-05	0.0013832232349680186	2.219483889016891	up_in_DM2
