gene	cohen_d	abs_d	rank	in_TIERA67	in_8gene	in_top5000_MAD
PDGFA	-0.6583141074708648	0.6583141074708648	8848	False	False	False
RTCB	-0.6583104477313098	0.6583104477313098	8849	False	False	False
AWAT1	-0.658171676941024	0.658171676941024	8850	False	False	False
LINC01444	0.658156477073373	0.658156477073373	8851	False	False	True
TNFAIP8L1	0.6581290912502362	0.6581290912502362	8852	False	False	True
LINC02320	-0.6581251966203758	0.6581251966203758	8853	False	False	False
NCR3LG1	0.6580440506164242	0.6580440506164242	8854	False	False	True
AP000911.1	0.6580326488799827	0.6580326488799827	8855	False	False	False
PTPN6	-0.6578071425801421	0.6578071425801421	8856	False	False	False
AC018845.1	0.6577932092133785	0.6577932092133785	8857	False	False	False
AC006480.2	0.6577413417129708	0.6577413417129708	8858	False	False	False
CDK6	0.6577149376716104	0.6577149376716104	8859	False	False	True
U47924.2	0.6576698463758202	0.6576698463758202	8860	False	False	False
RGS10	-0.6575907086167199	0.6575907086167199	8861	False	False	True
LIMCH1	0.6575220911468468	0.6575220911468468	8862	False	False	False
ZNF780A	0.6575149583529635	0.6575149583529635	8863	False	False	False
TMEM223	0.6574495390658294	0.6574495390658294	8864	False	False	False
AC007448.4	0.6574370676137724	0.6574370676137724	8865	False	False	False
RBM26-AS1	0.6573214479137225	0.6573214479137225	8866	False	False	False
KIF14	-0.6573011099043061	0.6573011099043061	8867	False	False	False
UST-AS1	0.6572913555797956	0.6572913555797956	8868	False	False	False
RN7SL215P	0.6572599100923879	0.6572599100923879	8869	False	False	False
MIR497HG	0.6572142266135338	0.6572142266135338	8870	False	False	False
ACSM5P1	0.6572062127354651	0.6572062127354651	8871	False	False	False
DEFB127	0.6570665378489539	0.6570665378489539	8872	False	False	False
ZNNT1	-0.6570118320939113	0.6570118320939113	8873	False	False	False
RNY1P16	-0.656986195500906	0.656986195500906	8874	False	False	False
PAFAH1B2	-0.6569793387358319	0.6569793387358319	8875	False	False	False
SNW1	-0.6569206440076931	0.6569206440076931	8876	False	False	False
CSMD2	0.6569075951083015	0.6569075951083015	8877	False	False	True
TNS4	0.6568553256650862	0.6568553256650862	8878	False	False	True
AC099541.2	-0.6567126216206409	0.6567126216206409	8879	False	False	False
RAB35	-0.6565835046788162	0.6565835046788162	8880	False	False	False
AC034236.2	0.6565370885785188	0.6565370885785188	8881	False	False	False
FAM204A	0.6565084629059654	0.6565084629059654	8882	False	False	False
COX7C	0.6564714843851392	0.6564714843851392	8883	False	False	False
CD27	0.6564505893399123	0.6564505893399123	8884	False	False	True
CORIN	-0.6564116636666925	0.6564116636666925	8885	False	False	False
AC012254.1	0.6562624367776384	0.6562624367776384	8886	False	False	False
ASGR2	-0.6561083827143377	0.6561083827143377	8887	False	False	False
GUSBP3	0.6558935875375183	0.6558935875375183	8888	False	False	False
UBASH3A	-0.6558798781391773	0.6558798781391773	8889	False	False	True
AC104458.1	0.6558265587062304	0.6558265587062304	8890	False	False	False
CLEC12B	-0.6557814034199493	0.6557814034199493	8891	False	False	False
BSNDP2	0.6557535841246387	0.6557535841246387	8892	False	False	False
CLVS1	0.65565330393864	0.65565330393864	8893	False	False	False
MAL2-AS1	-0.6556415699091728	0.6556415699091728	8894	False	False	False
AL157896.1	0.655626665689575	0.655626665689575	8895	False	False	False
AC006058.4	0.6555712702186332	0.6555712702186332	8896	False	False	True
RIT1	-0.6554597659822822	0.6554597659822822	8897	False	False	False
RAB12	-0.6554341336411361	0.6554341336411361	8898	False	False	False
TCN1	-0.6551531544757531	0.6551531544757531	8899	False	False	False
TRIM52	0.6550858883836064	0.6550858883836064	8900	False	False	False
RPL28	-0.6550415962932529	0.6550415962932529	8901	False	False	False
AC091390.1	0.6548944379136713	0.6548944379136713	8902	False	False	False
AC004221.1	0.6547128896297651	0.6547128896297651	8903	False	False	False
GRM3	0.6546563001782639	0.6546563001782639	8904	False	False	False
AL021918.1	0.6546488362409275	0.6546488362409275	8905	False	False	False
ACAA2	-0.6546231654003327	0.6546231654003327	8906	False	False	True
AC005592.1	0.6545884818314646	0.6545884818314646	8907	False	False	False
AC104836.1	0.6545783055531782	0.6545783055531782	8908	False	False	False
THUMPD1	0.6545760910551462	0.6545760910551462	8909	False	False	False
CRTAM	-0.6544319823956075	0.6544319823956075	8910	False	False	False
TIMM50	0.6544215352868147	0.6544215352868147	8911	False	False	False
AC092718.6	0.6543838655247106	0.6543838655247106	8912	False	False	False
MRPS27	0.654325167983839	0.654325167983839	8913	False	False	False
AC026150.3	0.6539684575486714	0.6539684575486714	8914	False	False	False
AC107208.1	-0.6539476803586678	0.6539476803586678	8915	False	False	False
TTLL11-IT1	-0.6538803611337721	0.6538803611337721	8916	False	False	False
MAP3K4	0.6538801648862963	0.6538801648862963	8917	False	False	False
AC112495.1	0.6538383076313996	0.6538383076313996	8918	False	False	False
AL132800.1	0.6538235465374332	0.6538235465374332	8919	False	False	False
PCNA	-0.6537989612020629	0.6537989612020629	8920	False	False	False
TPRG1-AS1	0.6537908582155795	0.6537908582155795	8921	False	False	False
AL096701.4	0.6537527007886506	0.6537527007886506	8922	False	False	False
HHLA3	0.6534206258131041	0.6534206258131041	8923	False	False	False
SUGCT-AS1	-0.6533973324894848	0.6533973324894848	8924	False	False	False
AL732314.10	0.6533272852939321	0.6533272852939321	8925	False	False	False
CD320	-0.653320342685615	0.653320342685615	8926	False	False	True
AL591926.5	0.653306932720349	0.653306932720349	8927	False	False	False
LINC00211	-0.6532167760559686	0.6532167760559686	8928	False	False	False
AL357052.1	0.6528688800945589	0.6528688800945589	8929	False	False	False
DTD2	0.6528294893335919	0.6528294893335919	8930	False	False	False
RYBP	-0.6527546160536615	0.6527546160536615	8931	False	False	False
ANKRD66	0.6527037527130936	0.6527037527130936	8932	False	False	False
AP001007.1	0.6526628836746425	0.6526628836746425	8933	False	False	False
AC013460.1	-0.6526464329482986	0.6526464329482986	8934	False	False	False
APOC1P1	-0.6526315007279767	0.6526315007279767	8935	False	False	False
SLC5A2	-0.6526053420901654	0.6526053420901654	8936	False	False	False
LRCH2	-0.6525752754406334	0.6525752754406334	8937	False	False	True
INSC	0.6525730022678154	0.6525730022678154	8938	False	False	False
ANK3-DT	0.6525632032690716	0.6525632032690716	8939	False	False	False
B3GALT2	0.6525122426743237	0.6525122426743237	8940	False	False	False
ZAN	0.6524911386116443	0.6524911386116443	8941	False	False	False
COX6B1	0.6524127823517049	0.6524127823517049	8942	False	False	False
MAPK6-DT	0.6523558903641994	0.6523558903641994	8943	False	False	False
AC090936.1	0.6523350966053716	0.6523350966053716	8944	False	False	False
C8orf37	0.6522655953124931	0.6522655953124931	8945	False	False	False
TSKS	-0.6522118030143839	0.6522118030143839	8946	False	False	False
HMOX2	0.6522079240816774	0.6522079240816774	8947	False	False	False
GIMAP6	0.6522031233179602	0.6522031233179602	8948	False	False	True
IGLV2-14	-0.6521978217282719	0.6521978217282719	8949	False	False	True
AC092802.3	0.6521492840512929	0.6521492840512929	8950	False	False	False
AP5B1	-0.652125257241644	0.652125257241644	8951	False	False	False
LINC00954	-0.6521249351015973	0.6521249351015973	8952	False	False	True
PSG4	-0.6521198079503393	0.6521198079503393	8953	False	False	False
AL391840.1	-0.6521031885939608	0.6521031885939608	8954	False	False	False
EDDM13	0.6521019623716949	0.6521019623716949	8955	False	False	False
FAM98A	0.6521011624422542	0.6521011624422542	8956	False	False	False
NYAP2	-0.6519804797717146	0.6519804797717146	8957	False	False	False
SLC28A2	0.6519553619622082	0.6519553619622082	8958	False	False	False
SLC2A1-AS1	0.6519192966324896	0.6519192966324896	8959	False	False	False
TMEM147-AS1	0.6518872748587897	0.6518872748587897	8960	False	False	True
AGA	-0.6518512702095682	0.6518512702095682	8961	False	False	False
AC006504.3	0.651691044099041	0.651691044099041	8962	False	False	False
KNL1	-0.6516078784733841	0.6516078784733841	8963	False	False	False
LPAR6	-0.6515299448492724	0.6515299448492724	8964	False	False	False
LINC00639	-0.6514824221345801	0.6514824221345801	8965	False	False	False
ZNF518A	0.6514725052277491	0.6514725052277491	8966	False	False	False
TMED10	0.6514593703814122	0.6514593703814122	8967	False	False	False
CCDC180	0.6514043833504903	0.6514043833504903	8968	False	False	False
XPO7	-0.6514006988052299	0.6514006988052299	8969	False	False	False
AP002433.2	0.6513822980091502	0.6513822980091502	8970	False	False	False
HSPA1B	-0.6512841451652258	0.6512841451652258	8971	False	False	True
GAPDH	0.651265024173686	0.651265024173686	8972	False	False	False
RBM3	-0.6512030584579365	0.6512030584579365	8973	False	False	False
AL035530.2	0.6512022344851949	0.6512022344851949	8974	False	False	False
OR4D8P	-0.6509086222469954	0.6509086222469954	8975	False	False	False
NR1I3	0.6508066932723268	0.6508066932723268	8976	False	False	False
C5orf49	0.6505569397578322	0.6505569397578322	8977	False	False	False
PRSS42P	0.6505252436490168	0.6505252436490168	8978	False	False	False
AC008897.2	0.6505128768307932	0.6505128768307932	8979	False	False	False
SMS	-0.650410216610277	0.650410216610277	8980	False	False	False
ENOX2	-0.6503711425051398	0.6503711425051398	8981	False	False	False
AC008771.1	0.6503286857699583	0.6503286857699583	8982	False	False	False
AC091096.1	0.6502829023677723	0.6502829023677723	8983	False	False	False
AC083805.2	0.6502062894350156	0.6502062894350156	8984	False	False	False
ELOVL3	-0.650198221014387	0.650198221014387	8985	False	False	False
NAB1	-0.6501577101314802	0.6501577101314802	8986	False	False	False
AP003778.1	0.6501261423527575	0.6501261423527575	8987	False	False	False
CCND2-AS1	0.6501107584902065	0.6501107584902065	8988	False	False	False
MTRF1	0.6501032432375398	0.6501032432375398	8989	False	False	False
SMO	0.6500782115898445	0.6500782115898445	8990	False	False	True
AC005540.1	-0.6500227527570299	0.6500227527570299	8991	False	False	False
SLCO5A1	-0.6500154976632151	0.6500154976632151	8992	False	False	False
CPAMD8	-0.6500026304079444	0.6500026304079444	8993	False	False	True
POU4F3	0.6499636552857675	0.6499636552857675	8994	False	False	False
TMEM250	-0.6499205219763579	0.6499205219763579	8995	False	False	False
AC092375.2	0.6498817020315872	0.6498817020315872	8996	False	False	False
AL157871.2	-0.6498813423743925	0.6498813423743925	8997	False	False	False
LINC01753	0.6498373821256473	0.6498373821256473	8998	False	False	False
TNFRSF10D	-0.6498203193772989	0.6498203193772989	8999	False	False	False
AC005486.1	0.6498158720916251	0.6498158720916251	9000	False	False	False
LINC02207	-0.6497682268966395	0.6497682268966395	9001	False	False	False
NHLRC4	-0.6497305119046287	0.6497305119046287	9002	False	False	False
RBSN	-0.6497064492135437	0.6497064492135437	9003	False	False	False
IGKV3-20	-0.6496841195047276	0.6496841195047276	9004	False	False	True
SKIV2L	-0.6496652052633254	0.6496652052633254	9005	False	False	False
AC108134.2	-0.6496573138143394	0.6496573138143394	9006	False	False	False
H6PD	-0.6495917772211842	0.6495917772211842	9007	False	False	False
RNVU1-1	-0.6495217033091564	0.6495217033091564	9008	False	False	False
ULK4P1	0.6493262273350687	0.6493262273350687	9009	False	False	False
AP001178.3	0.6492892158250739	0.6492892158250739	9010	False	False	False
UBA7	-0.649275714026902	0.649275714026902	9011	False	False	False
AC121758.2	0.6491254967821615	0.6491254967821615	9012	False	False	False
HNRNPA1P15	0.649122880356399	0.649122880356399	9013	False	False	False
FGD1	-0.6491109790414953	0.6491109790414953	9014	False	False	False
CLEC1B	-0.6490489876491471	0.6490489876491471	9015	False	False	False
AC091167.4	0.6489960498217274	0.6489960498217274	9016	False	False	False
STARD3	-0.6488122635054382	0.6488122635054382	9017	False	False	False
AC012558.1	0.6487536626754772	0.6487536626754772	9018	False	False	False
SRGAP2B	-0.648708227993499	0.648708227993499	9019	False	False	False
AC010655.1	0.6487078987424992	0.6487078987424992	9020	False	False	False
RPL7P16	0.6487047758391982	0.6487047758391982	9021	False	False	False
AC015726.1	0.6486450194954666	0.6486450194954666	9022	False	False	False
ZNF253	0.6485209406068286	0.6485209406068286	9023	False	False	False
SNORA70	0.6484554096545725	0.6484554096545725	9024	False	False	False
AC025871.1	0.6483433851324408	0.6483433851324408	9025	False	False	False
AP000813.1	0.6483398996575251	0.6483398996575251	9026	False	False	False
PDE6D	0.6483363573238426	0.6483363573238426	9027	False	False	False
LINC02409	0.6483282175585773	0.6483282175585773	9028	False	False	False
ALG12	0.6482356960344129	0.6482356960344129	9029	False	False	False
KCNN3	0.6481697260796754	0.6481697260796754	9030	False	False	True
AC007686.1	-0.6480969822895308	0.6480969822895308	9031	False	False	False
SLAMF6	-0.648024435900635	0.648024435900635	9032	False	False	True
HOMER1	0.6480128736507837	0.6480128736507837	9033	False	False	True
DNAJC27	0.6479889188650496	0.6479889188650496	9034	False	False	False
AC138904.3	0.6479792172073404	0.6479792172073404	9035	False	False	False
TESC	-0.6479489744394663	0.6479489744394663	9036	False	False	True
NRGN	-0.6478905057618441	0.6478905057618441	9037	False	False	True
MAPT-AS1	0.6478697012526002	0.6478697012526002	9038	False	False	False
UGDH	-0.6477815633933914	0.6477815633933914	9039	False	False	False
ZDHHC14	0.647774410178261	0.647774410178261	9040	False	False	True
ACKR4	-0.647756922048334	0.647756922048334	9041	False	False	False
AC025271.3	0.6477318973496512	0.6477318973496512	9042	False	False	False
DCAF6	-0.6476461899164577	0.6476461899164577	9043	False	False	False
GTF2IRD2	0.6475081170677934	0.6475081170677934	9044	False	False	False
MIR3193	0.6474652485750382	0.6474652485750382	9045	False	False	False
TMEM147	0.6474267753716504	0.6474267753716504	9046	False	False	False
FEM1C	-0.6474216138930461	0.6474216138930461	9047	False	False	False
NDUFV1	0.6474007140347151	0.6474007140347151	9048	False	False	False
NCBP2AS2	0.6473763803526236	0.6473763803526236	9049	False	False	False
TRPC4	0.6473616762617556	0.6473616762617556	9050	False	False	True
FGF17	0.6473335168035526	0.6473335168035526	9051	False	False	False
CASP16P	0.6472888771098488	0.6472888771098488	9052	False	False	False
NOL6	-0.6472799742188893	0.6472799742188893	9053	False	False	False
CENPF	-0.6471280084912492	0.6471280084912492	9054	False	False	True
FAM219A	0.6470902888103255	0.6470902888103255	9055	False	False	False
TBCB	-0.6470863478793852	0.6470863478793852	9056	False	False	False
RAPGEFL1	-0.6470673617183633	0.6470673617183633	9057	False	False	False
AMACR	0.6469158010631562	0.6469158010631562	9058	False	False	False
CSRNP2	-0.6468557189017408	0.6468557189017408	9059	False	False	False
PABPC1L	-0.6468316961166516	0.6468316961166516	9060	False	False	True
CARD10	-0.6468270763345101	0.6468270763345101	9061	False	False	False
LARGE1	-0.6467433937191218	0.6467433937191218	9062	False	False	False
AL121906.1	0.646739613464379	0.646739613464379	9063	False	False	False
PLD6	0.6467292645559023	0.6467292645559023	9064	False	False	False
AWAT2	-0.646695624273018	0.646695624273018	9065	False	False	False
KLHL30-AS1	0.6466947982606194	0.6466947982606194	9066	False	False	False
LINC02704	0.6466375265464773	0.6466375265464773	9067	False	False	False
DRC3	0.6466059572705259	0.6466059572705259	9068	False	False	True
AGTRAP	-0.6466057455083496	0.6466057455083496	9069	False	False	False
RPL23AP97	0.6465961361831747	0.6465961361831747	9070	False	False	False
AC069542.1	-0.6465779354202583	0.6465779354202583	9071	False	False	False
SLC19A3	-0.6465394420181303	0.6465394420181303	9072	False	False	False
RORA-AS1	0.6465018606115801	0.6465018606115801	9073	False	False	False
CASP4	-0.6464094114278013	0.6464094114278013	9074	False	False	True
RGS19	-0.6463989656290373	0.6463989656290373	9075	False	False	False
AC011008.2	0.6463684453960996	0.6463684453960996	9076	False	False	True
EIF3E	-0.6463581073851933	0.6463581073851933	9077	False	False	False
PRDX6	-0.6463561750461324	0.6463561750461324	9078	False	False	False
PRELID2	0.6463436241948068	0.6463436241948068	9079	False	False	False
LINC00665	0.6463247911141996	0.6463247911141996	9080	False	False	False
AL513475.1	0.6463179104643995	0.6463179104643995	9081	False	False	False
VWA3A	0.6462932814484718	0.6462932814484718	9082	False	False	False
AC243829.4	-0.6462788553771867	0.6462788553771867	9083	False	False	False
ST18	-0.6462093306026521	0.6462093306026521	9084	False	False	False
IGHV5-51	-0.6461980420566588	0.6461980420566588	9085	False	False	True
SMIM20	0.6461703185243969	0.6461703185243969	9086	False	False	False
KYAT3	-0.6461648375553832	0.6461648375553832	9087	False	False	False
Z99943.1	-0.6460732195293878	0.6460732195293878	9088	False	False	False
CEMIP2	-0.6458526090206091	0.6458526090206091	9089	False	False	True
DRICH1	-0.6458468337783438	0.6458468337783438	9090	False	False	False
AC015631.1	-0.6458456521335383	0.6458456521335383	9091	False	False	False
RPS2P32	0.6458017992112417	0.6458017992112417	9092	False	False	False
NMRAL2P	0.6457988748763981	0.6457988748763981	9093	False	False	False
RNF130	-0.6457853210283805	0.6457853210283805	9094	False	False	False
AC123912.3	0.6457547637097115	0.6457547637097115	9095	False	False	False
AC090625.2	0.6456713221625869	0.6456713221625869	9096	False	False	False
GPR1	-0.6456187232525059	0.6456187232525059	9097	False	False	False
RNU6-1160P	0.6455821465389502	0.6455821465389502	9098	False	False	False
GRAP2	-0.645567510305439	0.645567510305439	9099	False	False	False
AL031663.3	0.645428560999817	0.645428560999817	9100	False	False	False
AP000345.2	-0.6453617200792127	0.6453617200792127	9101	False	False	False
AC001226.1	0.6453032493397185	0.6453032493397185	9102	False	False	False
LINC02691	0.6452698511068654	0.6452698511068654	9103	False	False	False
DMRT3	0.6452370539731553	0.6452370539731553	9104	False	False	True
LINC00562	0.6451042777457603	0.6451042777457603	9105	False	False	False
BARX2	0.6450176658379202	0.6450176658379202	9106	False	False	False
SF3B1	-0.6448825482361993	0.6448825482361993	9107	False	False	False
PIPSL	0.6448631234710201	0.6448631234710201	9108	False	False	False
AC004522.5	0.6448496035868363	0.6448496035868363	9109	False	False	False
ZNF564	0.6448162914179161	0.6448162914179161	9110	False	False	False
AC010542.1	0.6447260886725666	0.6447260886725666	9111	False	False	False
AC096992.3	0.6446788297795514	0.6446788297795514	9112	False	False	False
FGF12-AS1	0.6446742764106322	0.6446742764106322	9113	False	False	False
C3orf80	-0.6446154033833124	0.6446154033833124	9114	False	False	False
SALL2	0.644609385016636	0.644609385016636	9115	False	False	True
ORC5	0.6445817393744103	0.6445817393744103	9116	False	False	False
FTCD	0.6445708937256684	0.6445708937256684	9117	False	False	False
NDUFA4P1	0.6445299651860189	0.6445299651860189	9118	False	False	False
AL354824.1	-0.6444702484080388	0.6444702484080388	9119	False	False	False
TWIST1	-0.6443763303622243	0.6443763303622243	9120	True	False	True
SDAD1P1	0.6443745750930139	0.6443745750930139	9121	False	False	False
LATS2	0.6443517591393221	0.6443517591393221	9122	False	False	False
C20orf194	0.6443342433025501	0.6443342433025501	9123	False	False	False
DENND1C	-0.6443111003332336	0.6443111003332336	9124	False	False	False
CHMP1AP1	0.6442967296819324	0.6442967296819324	9125	False	False	False
ISG15	-0.6442540444181498	0.6442540444181498	9126	False	False	True
RPL26L1	0.6442253864024876	0.6442253864024876	9127	False	False	False
AC010624.1	0.644213920148384	0.644213920148384	9128	False	False	False
AC087588.1	-0.6442015032304358	0.6442015032304358	9129	False	False	False
H1-7	0.6441032395938956	0.6441032395938956	9130	False	False	False
NRAD1	-0.6440120412953206	0.6440120412953206	9131	False	False	False
AC008429.1	0.6439665853348535	0.6439665853348535	9132	False	False	False
AC100834.2	0.643918860726384	0.643918860726384	9133	False	False	False
OGFOD1P1	0.6438919435566628	0.6438919435566628	9134	False	False	False
CD63	-0.643830640833946	0.643830640833946	9135	False	False	False
AC114964.2	0.6437958132212789	0.6437958132212789	9136	False	False	False
WDPCP	0.6437878190557044	0.6437878190557044	9137	False	False	False
AP001453.1	0.6437112500600152	0.6437112500600152	9138	False	False	False
ZNF789	0.6436843636937605	0.6436843636937605	9139	False	False	False
AC092156.1	0.6436415847713841	0.6436415847713841	9140	False	False	False
AL356441.1	0.6435665010361382	0.6435665010361382	9141	False	False	False
TRMT44	-0.6435057725689951	0.6435057725689951	9142	False	False	False
AC006019.1	0.6434875426102834	0.6434875426102834	9143	False	False	False
HAX1	0.6433551534120545	0.6433551534120545	9144	False	False	False
SEPSECS	0.6433167853134146	0.6433167853134146	9145	False	False	False
HECTD3	-0.6432754823788835	0.6432754823788835	9146	False	False	False
HSD11B1-AS1	-0.6431858448823761	0.6431858448823761	9147	False	False	False
POLD3	-0.6431489926862165	0.6431489926862165	9148	False	False	False
CBX3P4	0.6431033455065214	0.6431033455065214	9149	False	False	False
SLFN11	0.6430836593266893	0.6430836593266893	9150	False	False	True
WDR25	0.6428205644104856	0.6428205644104856	9151	False	False	False
D2HGDH	0.642784104043297	0.642784104043297	9152	False	False	False
UBXN7-AS1	0.642747038682341	0.642747038682341	9153	False	False	False
VGLL3	-0.6426251124285902	0.6426251124285902	9154	False	False	True
ID2-AS1	0.6426031306522623	0.6426031306522623	9155	False	False	False
KRT6A	-0.6425820194582995	0.6425820194582995	9156	False	False	False
LSM11	-0.6425251099529485	0.6425251099529485	9157	False	False	False
GGN	-0.6425049614081862	0.6425049614081862	9158	False	False	False
AC018638.7	0.6424898981390272	0.6424898981390272	9159	False	False	False
GLIDR	0.6424367405462711	0.6424367405462711	9160	False	False	False
PTP4A2P1	0.6422793582284156	0.6422793582284156	9161	False	False	False
AL449403.1	0.642239439832824	0.642239439832824	9162	False	False	False
Z98259.2	0.6421671089967957	0.6421671089967957	9163	False	False	False
NUP93	-0.6421135235255262	0.6421135235255262	9164	False	False	False
AL157834.3	0.642010901633955	0.642010901633955	9165	False	False	False
DPY19L2P3	-0.6419760734694934	0.6419760734694934	9166	False	False	False
SNF8	0.6419637502011123	0.6419637502011123	9167	False	False	False
LRFN4	-0.6419349804204483	0.6419349804204483	9168	False	False	True
CIBAR1	-0.6418965585114976	0.6418965585114976	9169	False	False	False
TERB2	0.6418941493565677	0.6418941493565677	9170	False	False	False
PPP4R4	-0.6418314418280119	0.6418314418280119	9171	False	False	False
RNU6-354P	0.6417637847828653	0.6417637847828653	9172	False	False	False
BRIP1	-0.6416967571427709	0.6416967571427709	9173	False	False	False
Z70719.1	0.641671854996509	0.641671854996509	9174	False	False	False
MRPL16	0.6416630023245911	0.6416630023245911	9175	False	False	False
AL121929.2	-0.641594100565793	0.641594100565793	9176	False	False	False
AL451069.2	0.641496615701545	0.641496615701545	9177	False	False	False
ZPBP	0.6413241068022628	0.6413241068022628	9178	False	False	False
AL590302.1	0.641276735979751	0.641276735979751	9179	False	False	False
DMRTC1B	0.6412558796874714	0.6412558796874714	9180	False	False	False
SIGLEC7	-0.6412479816678891	0.6412479816678891	9181	False	False	False
GJB6	0.6412457869343797	0.6412457869343797	9182	False	False	True
ARMC3	0.6412200093962203	0.6412200093962203	9183	False	False	False
VPS13C	-0.6411949214937148	0.6411949214937148	9184	False	False	False
AC017015.2	0.6411828772341965	0.6411828772341965	9185	False	False	False
AL022324.2	-0.6411655524214477	0.6411655524214477	9186	False	False	False
RCAN3AS	0.6411451551918929	0.6411451551918929	9187	False	False	False
AC245123.1	0.6409438291834163	0.6409438291834163	9188	False	False	False
BANP	0.6409314330604672	0.6409314330604672	9189	False	False	False
RGS5	0.6409261437138128	0.6409261437138128	9190	False	False	True
CYP4V2	0.6408770576124574	0.6408770576124574	9191	False	False	False
OSBPL8	-0.64084688254092	0.64084688254092	9192	False	False	False
MEI4	0.6408071049149304	0.6408071049149304	9193	False	False	True
MGAT5B	0.6407660561445829	0.6407660561445829	9194	False	False	False
ZBTB34	-0.6406847345682761	0.6406847345682761	9195	False	False	False
LINC01094	-0.6406411246649301	0.6406411246649301	9196	False	False	False
RFESD	0.6406249806327048	0.6406249806327048	9197	False	False	False
TDRD6	0.6403944168192706	0.6403944168192706	9198	False	False	True
AC063948.1	0.6402635163959363	0.6402635163959363	9199	False	False	False
OTULIN	-0.6402630151294868	0.6402630151294868	9200	False	False	False
LIX1L-AS1	0.6401948217742841	0.6401948217742841	9201	False	False	False
CD40LG	-0.6401058881854728	0.6401058881854728	9202	False	False	False
AP005233.2	-0.640023239440337	0.640023239440337	9203	False	False	False
AC004812.2	0.6400178664132458	0.6400178664132458	9204	False	False	False
ELK4	-0.6399950090865163	0.6399950090865163	9205	False	False	False
ADAMTSL3	-0.6399391574627293	0.6399391574627293	9206	False	False	True
ZBP1	-0.639937646899197	0.639937646899197	9207	False	False	True
USH1C	0.639903988311853	0.639903988311853	9208	False	False	False
C20orf202	0.6398934286619533	0.6398934286619533	9209	False	False	False
GLI3	0.6398885413233965	0.6398885413233965	9210	False	False	True
CENPT	0.6398829873079473	0.6398829873079473	9211	False	False	True
BAK1P1	0.6398400463331101	0.6398400463331101	9212	False	False	False
PARP2	-0.6398176599772071	0.6398176599772071	9213	False	False	False
KIF2A	-0.6398083892037797	0.6398083892037797	9214	False	False	False
CSE1L	-0.6396799434141426	0.6396799434141426	9215	False	False	False
DEF6	-0.6395591867574083	0.6395591867574083	9216	False	False	True
ALDH1L1-AS1	0.6395387954846536	0.6395387954846536	9217	False	False	False
IGHV4-39	-0.6395319707357376	0.6395319707357376	9218	False	False	True
AL118558.3	0.639528541460406	0.639528541460406	9219	False	False	False
LINC01547	0.639526459189688	0.639526459189688	9220	False	False	False
AC087501.4	0.6395191765524784	0.6395191765524784	9221	False	False	False
AC034102.3	0.6394596437021881	0.6394596437021881	9222	False	False	False
CD209	-0.6394356030394103	0.6394356030394103	9223	False	False	True
GALR2	-0.6393887653085256	0.6393887653085256	9224	False	False	False
ECD	-0.6393365410900053	0.6393365410900053	9225	False	False	False
SDHA	0.6392213567970059	0.6392213567970059	9226	False	False	False
PLA2G2C	-0.6392034486099213	0.6392034486099213	9227	False	False	False
ELMOD2	0.6391755316720071	0.6391755316720071	9228	False	False	False
TRIOBP	-0.6391639618125327	0.6391639618125327	9229	False	False	False
SERPINB7	-0.6391213716054445	0.6391213716054445	9230	False	False	False
C2orf81	-0.6389931861923455	0.6389931861923455	9231	False	False	False
CIR1P2	0.6389433617893638	0.6389433617893638	9232	False	False	False
AC243965.2	0.6388635337558087	0.6388635337558087	9233	False	False	False
TPP1	-0.6387737483666776	0.6387737483666776	9234	False	False	False
AP000640.1	-0.6387193795866717	0.6387193795866717	9235	False	False	False
AC090469.1	0.6387043077378283	0.6387043077378283	9236	False	False	False
LINC01186	0.6386965132716379	0.6386965132716379	9237	False	False	False
ITGA10	0.6386732518953596	0.6386732518953596	9238	False	False	True
HCCS	0.6386421440445731	0.6386421440445731	9239	False	False	False
CD300LG	0.6386154498877902	0.6386154498877902	9240	False	False	False
TSHZ2	-0.6385139027657767	0.6385139027657767	9241	False	False	True
AL139353.2	0.6384479278297892	0.6384479278297892	9242	False	False	False
ROBO1	-0.6384151546005633	0.6384151546005633	9243	False	False	True
ZDHHC15	0.6383904890700194	0.6383904890700194	9244	False	False	False
AC004969.1	0.6383409740525671	0.6383409740525671	9245	False	False	False
ADPRS	-0.6383103663462779	0.6383103663462779	9246	False	False	False
CIBAR1P1	-0.6382209715730706	0.6382209715730706	9247	False	False	False
AC079336.5	-0.6381907500333609	0.6381907500333609	9248	False	False	False
ZBED2	-0.6381857345540912	0.6381857345540912	9249	False	False	True
IL10RA	-0.6381227103526824	0.6381227103526824	9250	False	False	True
ZNF497	0.6381143140659158	0.6381143140659158	9251	False	False	False
CCNH	-0.6380900682922723	0.6380900682922723	9252	False	False	False
AC104574.2	-0.6380807070154318	0.6380807070154318	9253	False	False	False
AL080317.2	0.6380385470946309	0.6380385470946309	9254	False	False	False
AC011455.8	0.6380138889165924	0.6380138889165924	9255	False	False	False
LRRC27	0.6380090975928595	0.6380090975928595	9256	False	False	False
MMP25	-0.6380048757874773	0.6380048757874773	9257	False	False	False
TCEA1P3	0.637991803217866	0.637991803217866	9258	False	False	False
AC044802.1	0.6379542179344492	0.6379542179344492	9259	False	False	False
AC013400.1	0.6379160353982674	0.6379160353982674	9260	False	False	False
