claim,dedup_key,sources,n_sources,doi,title,year,venue,first_author,cited_by,influential,composite
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.3390/ijms24021157,openalex,1,10.3390/ijms24021157,Bioinformatics and Connectivity Map Analysis Suggest Viral Infection as a Critical Causative Factor of Hashimoto’s Thyroiditis,2023.0,,Lim,10.0,0.0,133.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.1038/s41598-024-55808-w,openalex,1,10.1038/s41598-024-55808-w,Negative causal exploration of systemic sclerosis: a Mendelian randomization analysis,2024.0,,Han,4.0,0.0,128.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.1111/cas.70254,europepmc_fulltext,1,10.1111/cas.70254,Abstracts of the 84&lt;sup&gt;th&lt;/sup&gt; Annual Meeting of the Japanese Cancer Association.,2026.0,,,0.0,0.0,126.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.1210/clinem/dgaf639,europepmc_fulltext,1,10.1210/clinem/dgaf639,Tumor-infiltrating T Lymphocytes Recognize Thyroid-specific Proteins and Neo-antigens in Follicular Cell-derived Thyroid Cancers.,2026.0,,,0.0,0.0,126.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.3389/fimmu.2022.891698,openalex,1,10.3389/fimmu.2022.891698,"Gene Expression Signatures Reveal Common Virus Infection Pathways in Target Tissues of Type 1 Diabetes, Hashimoto’s Thyroiditis, and Celiac Disease",2022.0,,Yin,4.0,0.0,126.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.1111/ddg.15704,openalex,1,10.1111/ddg.15704,"Gluten‐related skin disorders: clinical presentation, diagnostic and treatments",2025.0,,Didona,0.0,0.0,125.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.21203/rs.3.rs-3916609/v1,openalex,1,10.21203/rs.3.rs-3916609/v1,Precise anti-inflammatory nano-contrast agents to treat Hashimoto thyroiditis by sustainably targeting HLA-DR,2024.0,,Zhou,1.0,0.0,125.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),abstracts|2025,europepmc_fulltext,1,,Abstracts,2025.0,,,0.0,0.0,125.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.1101/2023.07.25.23293163,openalex,1,10.1101/2023.07.25.23293163,Bioinformatics Unravels the Epigenetic Mechanisms of Hashimoto’s Thyroiditis: Deciphering Molecular Complexity,2023.0,,Andrade,1.0,0.0,124.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),abstracts from the 56th european society of human genetics (|2024,europepmc_fulltext,1,,Abstracts from the 56th European Society of Human Genetics (ESHG) Conference: Hybrid Posters,2024.0,,,0.0,0.0,124.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.1186/s12969-023-00879-8,europepmc_fulltext,1,10.1186/s12969-023-00879-8,Proceedings of the 29th European Paediatric Rheumatology Congress.,2023.0,,,0.0,0.0,123.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.20944/preprints202212.0275.v1,openalex,1,10.20944/preprints202212.0275.v1,Bioinformatics and Connectivity Map Analysis Suggest Viral Infection as a Critical Causative Factor of Hashimoto’s Thyroiditis,2022.0,,Lim,1.0,0.0,123.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.12998/wjcc.v10.i4.1263,europepmc_fulltext,1,10.12998/wjcc.v10.i4.1263,Sintilimab-induced autoimmune diabetes: A case report and review of the literature.,2022.0,,,0.0,0.0,122.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.21203/rs.3.rs-1023446/v1,openalex,1,10.21203/rs.3.rs-1023446/v1,Bioinformatics-Based Study to Investigate Potential Differentially Expressed Genes and miRNAs in Hashimoto’s Thyroiditis,2021.0,,Li,0.0,0.0,121.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.3389/fimmu.2019.01290,europepmc_fulltext,1,10.3389/fimmu.2019.01290,Dermatitis Herpetiformis: Novel Perspectives.,2019.0,,,0.0,0.0,119.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),proceedings of the australasian association of clinical bioc|2011,europepmc_fulltext,1,,Proceedings of the Australasian Association of Clinical Biochemists’ 49th Annual Scientific Conference,2011.0,,,0.0,0.0,111.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),physicians poster abstracts : ebmt 2010|2010,europepmc_fulltext,1,,Physicians Poster Abstracts : EBMT 2010,2010.0,,,0.0,0.0,110.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),10.1007/s00428-006-0348-5,europepmc_fulltext,1,10.1007/s00428-006-0348-5,Expression microarray analysis of papillary thyroid carcinoma and benign thyroid tissue: emphasis on the follicular variant and potential markers of malignancy.,2007.0,,,0.0,0.0,107.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),"dualities, twists, and gauge theories with non-constant non-|",arxiv,1,,"Dualities, Twists, and Gauge Theories with Non-Constant Non-Commutativity",,,Akikazu Hashimoto,0.0,0.0,100.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),"infectious diseases, imposing density-dependent mortality on|",arxiv,1,,"Infectious diseases, imposing density-dependent mortality on MHC/HLA variation, can account for balancing selection and MHC/HLA polymorphism",,,D. P. L. Green,0.0,0.0,100.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),interpretable data mining of follicular thyroid cancer ultra|,arxiv,1,,Interpretable Data Mining of Follicular Thyroid Cancer Ultrasound Features Using Enhanced Association Rules,,,Songlin Zhou,0.0,0.0,100.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),nucleus from string theory|,arxiv,1,,Nucleus from String Theory,,,Koji Hashimoto,0.0,0.0,100.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),resolved gravity duals of ${\cal n}=4$ quiver field theories|,arxiv,1,,Resolved gravity duals of ${\cal N}=4$ quiver field theories in 2+1 dimensions,,,William Cottrell,0.0,0.0,100.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),supergravity dual of chern-simons yang-mills theory with n=6|,arxiv,1,,"Supergravity dual of Chern-Simons Yang-Mills theory with N=6,8 superconformal IR fixed point",,,Akikazu Hashimoto,0.0,0.0,100.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),towards fully non-perturbative computation of inelastic $\el|,arxiv,1,,Towards fully non-perturbative computation of inelastic $\ell N$ scattering cross sections from lattice QCD,,,Hidenori Fukaya,0.0,0.0,100.0
HLA-II PTC autoimmunity (DPB1*05:01 etc.),use of natural language processing to extract and classify p|,arxiv,1,,Use of natural language processing to extract and classify papillary thyroid cancer features from surgical pathology reports,,,Ricardo Loor-Torres,0.0,0.0,100.0
Hashimoto-like signature & PTC outcomes,10.20452/pamw.16222,openalex,1,10.20452/pamw.16222,"Hashimoto thyroiditis: an evidence-based guide: etiology, diagnosis and treatment",2022.0,,Kłubo-Gwieździńska,181.0,0.0,303.0
Hashimoto-like signature & PTC outcomes,10.1038/s41568-023-00591-5,openalex,1,10.1038/s41568-023-00591-5,Understanding tumour endothelial cell heterogeneity and function from single-cell omics,2023.0,,Zeng,172.0,0.0,295.0
Hashimoto-like signature & PTC outcomes,10.3389/fcell.2021.758339,"openalex,semantic_scholar_influential",2,10.3389/fcell.2021.758339,Papillary Thyroid Carcinoma Landscape and Its Immunological Link With Hashimoto Thyroiditis at Single-Cell Resolution,2021.0,Frontiers in Cell and Developmental Biology,Pan,42.0,0.0,263.0
Hashimoto-like signature & PTC outcomes,10.3390/ijms22041726,openalex,1,10.3390/ijms22041726,A Narrative Review of Genetic Alterations in Primary Thyroid Epithelial Cancer,2021.0,,Romei,89.0,0.0,210.0
Hashimoto-like signature & PTC outcomes,10.3389/fendo.2020.637826,openalex,1,10.3389/fendo.2020.637826,Immune Landscape of Thyroid Cancers: New Insights,2021.0,,Menicali,87.0,0.0,208.0
Hashimoto-like signature & PTC outcomes,10.1155/2020/2052396,openalex,1,10.1155/2020/2052396,Differential MicroRNA-Signatures in Thyroid Cancer Subtypes,2020.0,,Santiago,69.0,0.0,189.0
Hashimoto-like signature & PTC outcomes,10.1007/s40618-020-01492-2,openalex,1,10.1007/s40618-020-01492-2,Thyroid hormone action in epidermal development and homeostasis and its implications in the pathophysiology of the skin,2021.0,,Mancino,57.0,0.0,178.0
Hashimoto-like signature & PTC outcomes,10.1038/s41420-024-02157-2,openalex,1,10.1038/s41420-024-02157-2,High aggressiveness of papillary thyroid cancer: from clinical evidence to regulatory cellular networks,2024.0,,Zhang,51.0,0.0,175.0
Hashimoto-like signature & PTC outcomes,10.1016/j.xgen.2022.100244,openalex,1,10.1016/j.xgen.2022.100244,The landscape of expression and alternative splicing variation across human traits,2022.0,,García-Pérez,52.0,0.0,174.0
Hashimoto-like signature & PTC outcomes,10.1038/s42003-022-03814-x,openalex,1,10.1038/s42003-022-03814-x,Tumor microbiome diversity influences papillary thyroid cancer invasion,2022.0,,Yuan,48.0,0.0,170.0
Hashimoto-like signature & PTC outcomes,10.1210/endrev/bnad022,openalex,1,10.1210/endrev/bnad022,Radiation-Related Thyroid Cancer,2023.0,,Saenko,47.0,0.0,170.0
Hashimoto-like signature & PTC outcomes,10.7150/ijbs.55381,openalex,1,10.7150/ijbs.55381,The emerging function and clinical significance of circRNAs in Thyroid Cancer and Autoimmune Thyroid Diseases,2021.0,,Zhang,48.0,0.0,169.0
Hashimoto-like signature & PTC outcomes,10.1074/mcp.ra119.001860,openalex,1,10.1074/mcp.ra119.001860,"Decreased Immunoglobulin G Core Fucosylation, A Player in Antibody-dependent Cell-mediated Cytotoxicity, is Associated with Autoimmune Thyroid Diseases",2020.0,,Martin,44.0,0.0,164.0
Hashimoto-like signature & PTC outcomes,10.3892/ijmm.2021.4940,openalex,1,10.3892/ijmm.2021.4940,Interleukin‑6 signalling as a valuable cornerstone for molecular medicine (Review),2021.0,,Trovato,38.0,0.0,159.0
Hashimoto-like signature & PTC outcomes,10.3390/genes14071314,openalex,1,10.3390/genes14071314,Update on Molecular Diagnostics in Thyroid Pathology: A Review,2023.0,,Alzumaili,34.0,0.0,157.0
Hashimoto-like signature & PTC outcomes,10.1172/jci.insight.191990,europepmc_fulltext,1,10.1172/jci.insight.191990,An integrated single-cell and spatial transcriptomic atlas of thyroid cancer progression identifies prognostic fibroblast subpopulations.,2026.0,,,0.0,0.0,126.0
Hashimoto-like signature & PTC outcomes,10.1210/clinem/dgaf639,europepmc_fulltext,1,10.1210/clinem/dgaf639,Tumor-infiltrating T Lymphocytes Recognize Thyroid-specific Proteins and Neo-antigens in Follicular Cell-derived Thyroid Cancers.,2026.0,,,0.0,0.0,126.0
Hashimoto-like signature & PTC outcomes,10.3389/fimmu.2026.1764100,europepmc_fulltext,1,10.3389/fimmu.2026.1764100,CITED2: a novel hub gene downregulated in Hashimoto's thyroiditis and associated with M1 macrophages via bioinformatics analysis and clinical validation.,2026.0,,,0.0,0.0,126.0
Hashimoto-like signature & PTC outcomes,10.1080/07853890.2025.2491153,europepmc_fulltext,1,10.1080/07853890.2025.2491153,"Associations between preoperative thyroid parameters, aggressive clinicopathological features and risk of recurrence in differentiated thyroid cancer.",2025.0,,,0.0,0.0,125.0
Hashimoto-like signature & PTC outcomes,10.1186/s41065-025-00429-0,europepmc_fulltext,1,10.1186/s41065-025-00429-0,Deciphering the role of Hashimoto's Thyroiditis-related key genes in thyroid cancer via detailed in silico analysis followed by the experimental validation.,2025.0,,,0.0,0.0,125.0
Hashimoto-like signature & PTC outcomes,10.21037/gs-24-445,semantic_scholar_influential,1,10.21037/gs-24-445,Prevalence of Hashimoto’s thyroiditis in papillary thyroid cancer and its association with aggressive characteristics,2025.0,Gland surgery,Zi Xu,0.0,0.0,125.0
Hashimoto-like signature & PTC outcomes,10.3389/fendo.2025.1666115,europepmc_fulltext,1,10.3389/fendo.2025.1666115,Dysregulated vitamin D signaling in Hashimoto's thyroiditis: an integrated transcriptomic study in a Korean cohort.,2025.0,,,0.0,0.0,125.0
Hashimoto-like signature & PTC outcomes,10.3389/fendo.2025.1729485,europepmc_fulltext,1,10.3389/fendo.2025.1729485,"Editorial: New molecular pathways in thyroid biology: role of coding and noncoding genes in thyroid pathophysiology, volume II.",2025.0,,,0.0,0.0,125.0
Hashimoto-like signature & PTC outcomes,10.3390/diagnostics15121506,europepmc_fulltext,1,10.3390/diagnostics15121506,Towards an Integrated Multi-Omic Approach to Improve the Diagnostic Accuracy of Fine-Needle Aspiration in Thyroid Nodules with Indeterminate Cytology.,2025.0,,,0.0,0.0,125.0
Hashimoto-like signature & PTC outcomes,10.3390/diagnostics15232937,europepmc_fulltext,1,10.3390/diagnostics15232937,Genomic Characterization of Papillary Thyroid Carcinoma: Age Differences in Tumor Aggressiveness and Immune Infiltration.,2025.0,,,0.0,0.0,125.0
Hashimoto-like signature & PTC outcomes,10.1177/11795549241287085,semantic_scholar_influential,1,10.1177/11795549241287085,Comparison and Analysis of Clinical Features of Papillary Thyroid Cancer Complicated With Hashimoto’s Thyroiditis,2024.0,Clinical Medicine Insights: Oncology,Ke Zheng,0.0,0.0,124.0
Hashimoto-like signature & PTC outcomes,10.1186/s40644-024-00655-1,semantic_scholar_influential,1,10.1186/s40644-024-00655-1,Effect of Hashimoto’s thyroiditis on the dual-energy CT quantitative parameters and performance in diagnosing metastatic cervical lymph nodes in patients with papillary thyroid cancer,2024.0,Cancer Imaging,Di Geng,0.0,0.0,124.0
Hashimoto-like signature & PTC outcomes,10.21873/invivo.13684,europepmc_fulltext,1,10.21873/invivo.13684,Thyroiditis and Thyroid Cancer: Bioinformatics Analysis of Gene Expression Data.,2024.0,,,0.0,0.0,124.0
Hashimoto-like signature & PTC outcomes,10.3389/fendo.2024.1339473,semantic_scholar_influential,1,10.3389/fendo.2024.1339473,Impact of Hashimoto’s thyroiditis on the tumor microenvironment in papillary thyroid cancer: insights from single-cell analysis,2024.0,Frontiers in Endocrinology,Hongzhe Ma,0.0,0.0,124.0
Hashimoto-like signature & PTC outcomes,10.1308/rcsann.2021.0224,semantic_scholar_influential,1,10.1308/rcsann.2021.0224,Hashimoto's thyroiditis on outcomes in papillary thyroid cancer revisited: experience from South East Asia.,2022.0,Annals of the Royal College of Surgeons of England,J. Lau,0.0,0.0,122.0
Hashimoto-like signature & PTC outcomes,10.4183/aeb.2022.74,semantic_scholar_influential,1,10.4183/aeb.2022.74,ASSOCIATION BETWEEN HASHIMOTO'S THYROIDITIS AND PAPILLARY THYROID CANCER: A SINGLE CENTER EXPERIENCE.,2022.0,Acta Endocrinologica,N. Danış,0.0,0.0,122.0
Hashimoto-like signature & PTC outcomes,10.1001/jamanetworkopen.2021.18526,semantic_scholar_influential,1,10.1001/jamanetworkopen.2021.18526,Prevalence of Hashimoto Thyroiditis in Adults With Papillary Thyroid Cancer and Its Association With Cancer Recurrence and Outcomes,2021.0,JAMA Network Open,Siyuan Xu,0.0,0.0,121.0
Hashimoto-like signature & PTC outcomes,a systematic review on the role of artificial intelligence i|,arxiv,1,,"A systematic review on the role of artificial intelligence in sonographic diagnosis of thyroid cancer: Past, present and future",,,Fatemeh Abdolali,0.0,0.0,100.0
Hashimoto-like signature & PTC outcomes,advancements in radiomics and artificial intelligence for th|,arxiv,1,,Advancements in Radiomics and Artificial Intelligence for Thyroid Cancer Diagnosis,,,Milad Yousefi,0.0,0.0,100.0
Hashimoto-like signature & PTC outcomes,"ai in thyroid cancer diagnosis: techniques, trends, and futu|",arxiv,1,,"AI in Thyroid Cancer Diagnosis: Techniques, Trends, and Future Directions",,,Yassine Habchi,0.0,0.0,100.0
Hashimoto-like signature & PTC outcomes,an explainable ai model for predicting the recurrence of dif|,arxiv,1,,An Explainable AI Model for Predicting the Recurrence of Differentiated Thyroid Cancer,,,Mohammad Al-Sayed Ahmad,0.0,0.0,100.0
Hashimoto-like signature & PTC outcomes,gene expression and pathway bioinformatics analysis detect a|,arxiv,1,,Gene expression and pathway bioinformatics analysis detect a potential predictive value of MAP3K8 in thyroid cancer progression,,,Valentina Di Salvatore,0.0,0.0,100.0
Hashimoto-like signature & PTC outcomes,improving the diagnosis of thyroid cancer by machine learnin|,arxiv,1,,Improving The Diagnosis of Thyroid Cancer by Machine Learning and Clinical Data,,,Nan Miles Xi,0.0,0.0,100.0
Hashimoto-like signature & PTC outcomes,interpretable data mining of follicular thyroid cancer ultra|,arxiv,1,,Interpretable Data Mining of Follicular Thyroid Cancer Ultrasound Features Using Enhanced Association Rules,,,Songlin Zhou,0.0,0.0,100.0
Hashimoto-like signature & PTC outcomes,use of natural language processing to extract and classify p|,arxiv,1,,Use of natural language processing to extract and classify papillary thyroid cancer features from surgical pathology reports,,,Ricardo Loor-Torres,0.0,0.0,100.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1016/j.jaut.2018.10.012,openalex,1,10.1016/j.jaut.2018.10.012,Molecular mimicry and autoimmunity,2018.0,,Rojas,597.0,0.0,618.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1186/s13059-017-1207-1,openalex,1,10.1186/s13059-017-1207-1,The MHC locus and genetic susceptibility to autoimmune and infectious diseases,2017.0,,Matzaraki,597.0,0.0,617.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1111/sji.12499,openalex,1,10.1111/sji.12499,"Selective IgA Deficiency: Epidemiology, Pathogenesis, Clinical Phenotype, Diagnosis, Prognosis and Management",2016.0,,Yazdani,197.0,0.0,313.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3389/fped.2018.00350,openalex,1,10.3389/fped.2018.00350,"Celiac Disease: A Review of Current Concepts in Pathogenesis, Prevention, and Novel Therapies",2018.0,,Tye–Din,193.0,0.0,311.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3390/cells12060918,openalex,1,10.3390/cells12060918,Molecular Mechanisms in Autoimmune Thyroid Disease,2023.0,,Vargas‐Uricoechea,178.0,0.0,301.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3389/fmed.2021.689698,openalex,1,10.3389/fmed.2021.689698,Etiology and Risk Factors for Rheumatoid Arthritis: A State-of-the-Art Review,2021.0,,Romão,171.0,0.0,292.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3390/jpm13030422,openalex,1,10.3390/jpm13030422,Type 1 Diabetes Mellitus and Autoimmune Diseases: A Critical Review of the Association and the Application of Personalized Medicine,2023.0,,Popoviciu,160.0,0.0,283.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3389/fgene.2016.00003,openalex,1,10.3389/fgene.2016.00003,Genetic Susceptibility to Vitiligo: GWAS Approaches for Identifying Vitiligo Susceptibility Genes and Loci,2016.0,,Shen,116.0,0.0,232.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3389/fendo.2021.618213,openalex,1,10.3389/fendo.2021.618213,Type 1 Diabetes and Autoimmune Thyroid Disease—The Genetic Link,2021.0,,Frommer,104.0,0.0,225.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3389/fimmu.2021.672346,openalex,1,10.3389/fimmu.2021.672346,Toll-Like Receptors Gene Polymorphisms in Autoimmune Disease,2021.0,,Zhang,92.0,0.0,213.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1007/s11892-017-0916-x,openalex,1,10.1007/s11892-017-0916-x,The Role of Epigenetics in Type 1 Diabetes,2017.0,,Jerram,88.0,0.0,205.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1093/hmg/ddy280,openalex,1,10.1093/hmg/ddy280,Genetic fine mapping of systemic lupus erythematosus MHC associations in Europeans and African Americans,2018.0,,Hanscombe,57.0,0.0,175.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1038/s41467-021-24051-6,openalex,1,10.1038/s41467-021-24051-6,Genome-wide association study identifies five risk loci for pernicious anemia,2021.0,,Laisk,52.0,0.0,173.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1371/journal.pone.0216941,openalex,1,10.1371/journal.pone.0216941,"HLA alleles, especially amino-acid signatures of HLA-DPB1, might contribute to the molecular pathogenesis of early-onset autoimmune thyroid disease",2019.0,,Shin,45.0,0.0,164.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3389/fendo.2016.00021,openalex,1,10.3389/fendo.2016.00021,Dissecting the Genetic Susceptibility to Graves’ Disease in a Cohort of Patients of Italian Origin,2016.0,,Lombardi,34.0,0.0,150.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1038/s43856-026-01487-9,europepmc_fulltext,1,10.1038/s43856-026-01487-9,Identifying genetic and cellular connections and distinctions among 15 autoimmune diseases using an in-silico approach.,2026.0,,,0.0,0.0,126.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1016/j.xgen.2025.100783,europepmc_fulltext,1,10.1016/j.xgen.2025.100783,Germline variants and mosaic chromosomal alterations affect COVID-19 vaccine immunogenicity.,2025.0,,,0.0,0.0,125.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1210/clinem/dgaf181,europepmc_fulltext,1,10.1210/clinem/dgaf181,Type 1 Diabetes Genetics Consortium.,2025.0,,,0.0,0.0,125.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.7150/thno.116951,europepmc_fulltext,1,10.7150/thno.116951,"Inhibitory leukocyte immunoglobulin-like receptors, subfamily B (LILRBs) in human diseases: structure, roles, mechanisms, and clinical applications.",2025.0,,,0.0,0.0,125.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3389/fimmu.2024.1417899,europepmc_fulltext,1,10.3389/fimmu.2024.1417899,A genome-wide cross-trait analysis identifying shared genetic basis and causal relationships between Hunner-type interstitial cystitis and autoimmune diseases in East Asian populations.,2024.0,,,0.0,0.0,124.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1038/s41467-023-42284-5,europepmc_fulltext,1,10.1038/s41467-023-42284-5,"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease.",2023.0,,,0.0,0.0,123.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1038/s41525-022-00345-6,europepmc_fulltext,1,10.1038/s41525-022-00345-6,Germline genetic variation and predicting immune checkpoint inhibitor induced toxicity.,2022.0,,,0.0,0.0,122.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1101/2022.12.22.22283779,europepmc_fulltext,1,10.1101/2022.12.22.22283779,"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease susceptibility and age-of-onset",2022.0,,,0.0,0.0,122.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3389/fimmu.2021.758652,europepmc_fulltext,1,10.3389/fimmu.2021.758652,Fine Mapping Analysis of the MHC Region to Identify Variants Associated With Chinese Vitiligo and SLE and Association Across These Diseases.,2021.0,,,0.0,0.0,121.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),an elementary proof of the minimal euclidean function on the|,arxiv,1,,An Elementary Proof of the Minimal Euclidean Function on the Gaussian Integers,,,Hester Graves,0.0,0.0,100.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),dissecting the red sequence--i. star formation histories of |,arxiv,1,,Dissecting the Red Sequence--I. Star Formation Histories of Quiescent Galaxies: The Color-Magnitude vs. the Color-Sigma Relation,,,Genevieve J. Graves,0.0,0.0,100.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),dissecting the red sequence--ii. star formation histories of|,arxiv,1,,Dissecting the Red Sequence--II. Star Formation Histories of Early-Type Galaxies Throughout the Fundamental Plane,,,Genevieve J. Graves,0.0,0.0,100.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),measuring ages and elemental abundances from unresolved stel|,arxiv,1,,"Measuring Ages and Elemental Abundances from Unresolved Stellar Populations: Fe, Mg, C, N, and Ca",,,Genevieve J. Graves,0.0,0.0,100.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),mendelian randomization studies in atopic dermatitis: causal|,europepmc_fulltext,1,,Mendelian randomization studies in atopic dermatitis: causal insights across omics layers,,,,0.0,0.0,100.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),pricing asian options for jump diffusions|,arxiv,1,,Pricing Asian Options for Jump Diffusions,,,Erhan Bayraktar,0.0,0.0,100.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),subleading correction to the asian options volatility in the|,arxiv,1,,Subleading correction to the Asian options volatility in the Black-Scholes model,,,Dan Pirjol,0.0,0.0,100.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),the abc conjecture implies infinitely many non-wieferich pla|,arxiv,1,,The abc conjecture implies infinitely many non-Wieferich places for fixed bases in number fields,,,Hester Graves,0.0,0.0,100.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),the asian war bow|,arxiv,1,,The Asian war bow,,,Timo A. Nieminen,0.0,0.0,100.0
Single-cell PTC progression,10.1186/s12943-023-01827-6,openalex,1,10.1186/s12943-023-01827-6,PI3K/AKT/mTOR signaling transduction pathway and targeted therapies in cancer,2023.0,,Glaviano,1787.0,0.0,623.0
Single-cell PTC progression,10.1016/j.gendis.2022.02.007,openalex,1,10.1016/j.gendis.2022.02.007,"Cancer chemotherapy and beyond: Current status, drug candidates, associated risks and progress in targeted therapeutics",2022.0,,Anand,1578.0,0.0,622.0
Single-cell PTC progression,10.1038/s41392-022-01151-3,openalex,1,10.1038/s41392-022-01151-3,Lactate metabolism in human health and disease,2022.0,,Li,1243.0,0.0,622.0
Single-cell PTC progression,10.1186/s13045-022-01392-3,openalex,1,10.1186/s13045-022-01392-3,"Targeting cell death pathways for cancer therapy: recent developments in necroptosis, pyroptosis, ferroptosis, and cuproptosis research",2022.0,,Tong,803.0,0.0,622.0
Single-cell PTC progression,10.3389/fimmu.2021.636568,openalex,1,10.3389/fimmu.2021.636568,Cancer Immune Evasion Through Loss of MHC Class I Antigen Presentation,2021.0,,Dhatchinamoorthy,1003.0,0.0,621.0
Single-cell PTC progression,10.6004/jnccn.2022.0040,openalex,1,10.6004/jnccn.2022.0040,"Thyroid Carcinoma, Version 2.2022, NCCN Clinical Practice Guidelines in Oncology",2022.0,,Haddad,488.0,0.0,610.0
Single-cell PTC progression,10.1038/s41467-021-26343-3,openalex,1,10.1038/s41467-021-26343-3,Single-cell transcriptomic analysis of the tumor ecosystems underlying initiation and progression of papillary thyroid carcinoma,2021.0,,Pu,273.0,0.0,394.0
Single-cell PTC progression,10.1186/s12943-022-01658-x,openalex,1,10.1186/s12943-022-01658-x,CREB3L1 promotes tumor growth and metastasis of anaplastic thyroid carcinoma by remodeling the tumor microenvironment,2022.0,,Pan,99.0,0.0,221.0
Single-cell PTC progression,10.3389/fimmu.2022.840811,openalex,1,10.3389/fimmu.2022.840811,Single-Cell Transcriptome Analysis Reveals Inter-Tumor Heterogeneity in Bilateral Papillary Thyroid Carcinoma,2022.0,,Wang,63.0,0.0,185.0
Single-cell PTC progression,10.1186/s13000-021-01153-9,openalex,1,10.1186/s13000-021-01153-9,CircRNA NRIP1 promotes papillary thyroid carcinoma progression by sponging mir-195-5p and modulating the P38 MAPK and JAK/STAT pathways,2021.0,,Li,38.0,0.0,159.0
Single-cell PTC progression,10.3389/fendo.2021.729565,openalex,1,10.3389/fendo.2021.729565,Single-Cell Transcriptomic Analysis of Ecosystems in Papillary Thyroid Carcinoma Progression,2021.0,,Yan,32.0,0.0,153.0
Single-cell PTC progression,10.1007/s12020-024-03911-3,openalex,1,10.1007/s12020-024-03911-3,A computational approach to assessing the prognostic implications of BRAF and RAS mutations in patients with papillary thyroid carcinoma,2024.0,,Haghzad,21.0,0.0,145.0
