source	target	drug_id	drug_label	spearman_lineage_sensitivity_metric	p_lineage_sensitivity	n_models	spearman_lineage_sensitivity_thyroid	p_lineage_sensitivity_thyroid	n_thyroid_models	metric_direction	notes	mechanism_axis	evidence_category	fdr_pan_cancer	fdr_thyroid	rank_score
GDSC2_AUC	MYC	DPC-001132	BLEOMYCIN DPC-001132	0.0602511593036662	0.1612932863420952	542	-0.4545454545454545	0.1601454372552589	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.28641978164247356	0.7046399239231391	1.1897541819345752
GDSC2_AUC	MYC	DPC-007474	RAPAMYCIN DPC-007474	-0.0252493939492194	0.5081836253586619	689	-0.4636363636363637	0.1509014992924859	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.6746839040004756	0.7046399239231391	1.177342477032747
GDSC2_AUC	HDAC1	DPC-005646	ROMIDEPSIN DPC-005646	-0.0212725020896617	0.6208732123576595	543	-0.4363636363636364	0.1796648765800111	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.7435694260904777	0.7186595063200444	1.1055954038153348
GDSC2_AUC	HDAC2	DPC-005646	ROMIDEPSIN DPC-005646	-0.0212725020896617	0.6208732123576595	543	-0.4363636363636364	0.1796648765800111	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.7435694260904777	0.7186595063200444	1.1055954038153348
GDSC2_AUC	MYC	DPC-000258	DACTINOMYCIN DPC-000258	0.0173404635599168	0.6486085683173363	693	-0.3986013986013986	0.1993354946178089	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.7567099963702256	0.7517795797014506	1.039732864785844
GDSC2_AUC	MYC	DPC-001105	BIRABRESIB DPC-001105	0.0061327013074329	0.8761803112914538	648	0.3986013986013986	0.1993354946178089	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.8843493703314019	0.7517795797014506	1.02852510253336
GDSC2_AUC	ATR	DPC-001615	CERALASERTIB DPC-001615	-0.0643064959116901	0.0907305274413621	693	-0.3496503496503497	0.2652387868927899	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.18958617674314468	0.9473516110407616	0.9611419355835562
CTRP_AUC	BCL2L1	DPC-004484	NAVITOCLAX:SORAFENIB (1:1 MOL/MOL) DPC-004484	-0.0632446432664114	0.0857806914551563	739	-0.3575757575757575	0.3103760917056802	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	RAI redifferentiation / MAPK	C: literature/plausibility only	0.18475841236495202	0.9473516110407616	0.9206738620246165
GDSC2_AUC	CDK9	DPC-007408	CDK9_5576 DPC-007408	-0.0312276059708429	0.4664975095721155	546	-0.3363636363636363	0.3118243139003863	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.6623941943671643	0.9473516110407616	0.8670598427177156
GDSC2_AUC	CHEK2	DPC-000855	AZD7762 DPC-000855	-0.0297916754905579	0.4326178519743474	696	-0.3006993006993007	0.3422595289400243	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.6309010341292566	0.9473516110407616	0.8010701536083626
GDSC1_AUC	BCL2	DPC-006825	VENETOCLAX DPC-006825	-0.0728867206141599	0.0616805069663778	658	-0.2876404837611323	0.4203122854222066	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.14557245623525938	0.9473516110407616	0.7626184768904156
GDSC1_AUC	JAK1	DPC-007445	JAK1_3715 DPC-007445	-0.0056597506307928	0.8843493703314019	663	0.2776240242022099	0.3823021346740217	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.8843493703314019	0.9473516110407616	0.7177513131241372
GDSC1_AUC	JAK2	DPC-007445	JAK1_3715 DPC-007445	-0.0056597506307928	0.8843493703314019	663	0.2776240242022099	0.3823021346740217	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.8843493703314019	0.9473516110407616	0.7177513131241372
GDSC1_AUC	OSMR	DPC-007445	JAK1_3715 DPC-007445	-0.0056597506307928	0.8843493703314019	663	0.2776240242022099	0.3823021346740217	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.8843493703314019	0.9473516110407616	0.7177513131241372
CTRP_AUC	BCL2L1	DPC-004477	NAVITOCLAX DPC-004477	-0.0583592842261883	0.1119621241585147	743	-0.2727272727272727	0.4458383415427516	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.21182023489448726	0.9473516110407616	0.7123307222621075
GDSC2_AUC	JAK1	DPC-005700	RUXOLITINIB DPC-005700	-0.031314195283177	0.4240148621228297	654	0.2587412587412587	0.4167747688991381	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.6309010341292566	0.9473516110407616	0.6949724206403577
GDSC2_AUC	JAK2	DPC-005700	RUXOLITINIB DPC-005700	-0.031314195283177	0.4240148621228297	654	0.2587412587412587	0.4167747688991381	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.6309010341292566	0.9473516110407616	0.6949724206403577
GDSC1_AUC	ATR	DPC-001615	CERALASERTIB DPC-001615	-0.0347642147003398	0.3707499728797429	665	-0.2517482517482518	0.4299187850328841	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.5966091517605058	0.9473516110407616	0.6804857312640833
CTRP_AUC	MYC	DPC-001290	BRD4132 DPC-001290	-0.0237620278757375	0.5275923510643729	709	-0.2545454545454546	0.4500365768888283	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.6839160106390019	0.9473516110407616	0.6562837205490468
GDSC1_AUC	CDK9	DPC-002788	FLAVOPIRIDOL DPC-002788	-0.0588294100513524	0.1308023379284044	661	0.2181818181818182	0.5192482475549817	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.24095167513127128	0.9473516110407616	0.600990860914189
CTRP_AUC	BCL2L1	DPC-004479	NAVITOCLAX:GEMCITABINE (1:1 MOL/MOL) DPC-004479	-0.0359064930626166	0.3326500151019111	730	0.2272727272727272	0.501535667604937	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.5478941425207948	0.9473516110407616	0.600658004378071
CTRP_AUC	BCL2L1	DPC-004483	NAVITOCLAX:PLX-4032 (1:1 MOL/MOL) DPC-004483	-0.0207271908219584	0.5760810323656782	730	0.2272727272727272	0.501535667604937	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.7167297312114327	0.9473516110407616	0.5854787021374128
CTRP_AUC	BCL2L1	DPC-004482	NAVITOCLAX:PLURIPOTIN (1:1 MOL/MOL) DPC-004482	-0.0247409502031591	0.5033343497846735	734	0.2181818181818182	0.5192482475549817	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.6746839040004756	0.9473516110407616	0.5669024010659957
GDSC1_AUC	HDAC1	DPC-007394	BAY-HDAC11_2 DPC-007394	-0.0470571627757153	0.2478039926358936	605	-0.1999999999999999	0.5795840000000002	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.413006654393156	0.9473516110407616	0.5266362173353891
GDSC1_AUC	HDAC2	DPC-007394	BAY-HDAC11_2 DPC-007394	-0.0470571627757153	0.2478039926358936	605	-0.1999999999999999	0.5795840000000002	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.413006654393156	0.9473516110407616	0.5266362173353891
CTRP_AUC	BCL2L1	DPC-004480	NAVITOCLAX:MST-312 (1:1 MOL/MOL) DPC-004480	-0.0167397246910846	0.654297896646821	718	0.1909090909090909	0.5739131682855213	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.7570388886822722	0.9473516110407616	0.49113099419606643
GDSC2_AUC	CDK9	DPC-007407	CDK9_5038 DPC-007407	-0.0658261718825595	0.1244701809038541	546	-0.1636363636363636	0.6306852146425356	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.2323443376871943	0.9473516110407616	0.4724472600296868
GDSC2_AUC	JAK1	DPC-007448	JAK_8517 DPC-007448	-0.0205384779331234	0.6320340121769061	546	-0.1818181818181818	0.5926152128455	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.7435694260904777	0.9473516110407616	0.47233968698548706
GDSC2_AUC	JAK2	DPC-007448	JAK_8517 DPC-007448	-0.0205384779331234	0.6320340121769061	546	-0.1818181818181818	0.5926152128455	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.7435694260904777	0.9473516110407616	0.47233968698548706
GDSC2_AUC	OSMR	DPC-007448	JAK_8517 DPC-007448	-0.0205384779331234	0.6320340121769061	546	-0.1818181818181818	0.5926152128455	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.7435694260904777	0.9473516110407616	0.47233968698548706
GDSC2_AUC	JAK1	DPC-007446	JAK1_8709 DPC-007446	-0.0702275590424929	0.101162062118308	546	-0.1454545454545454	0.6695786456420787	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.1994744886839876	0.9473516110407616	0.4316685262843837
GDSC2_AUC	JAK2	DPC-007446	JAK1_8709 DPC-007446	-0.0702275590424929	0.101162062118308	546	-0.1454545454545454	0.6695786456420787	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.1994744886839876	0.9473516110407616	0.4316685262843837
GDSC2_AUC	OSMR	DPC-007446	JAK1_8709 DPC-007446	-0.0702275590424929	0.101162062118308	546	-0.1454545454545454	0.6695786456420787	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.1994744886839876	0.9473516110407616	0.4316685262843837
GDSC2_AUC	BCL2L1	DPC-004477	NAVITOCLAX DPC-004477	-0.0731225754503795	0.0531410167774195	700	-0.1328671328671329	0.6805975082860817	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.12827141980756432	0.9473516110407616	0.4139200425256887
CTRP_AUC	MYC	DPC-001195	BORTEZOMIB DPC-001195	-0.0625161666536226	0.0898951110324045	737	0.1363636363636363	0.6893090205863619	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.18958617674314468	0.9473516110407616	0.4013670734428952
GDSC1_AUC	HDAC1	DPC-007393	BAY-HDAC11_1 DPC-007393	-0.0087673428373934	0.8296064962553752	605	-0.1636363636363636	0.6514773427962428	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.8843493703314019	0.9473516110407616	0.4011502056589449
GDSC1_AUC	HDAC2	DPC-007393	BAY-HDAC11_1 DPC-007393	-0.0087673428373934	0.8296064962553752	605	-0.1636363636363636	0.6514773427962428	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.8843493703314019	0.9473516110407616	0.4011502056589449
CTRP_AUC	DNMT1	DPC-000141	AZACITIDINE DPC-000141	-0.0324389641850285	0.3921546007173301	698	-0.1366746142734615	0.6886311376119463	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.6168724056227665	0.9473516110407616	0.37206262205036295
CTRP_AUC	DNMT3B	DPC-000141	AZACITIDINE DPC-000141	-0.0324389641850285	0.3921546007173301	698	-0.1366746142734615	0.6886311376119463	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.6168724056227665	0.9473516110407616	0.37206262205036295
GDSC1_AUC	HDAC1	DPC-003211	HDAC INHIBITOR XV DPC-003211	-0.022884415480963	0.5575884468852307	659	0.129597396642594	0.6881039438604583	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.7096580233084754	0.9473516110407616	0.3552951747280724
GDSC1_AUC	HDAC2	DPC-003211	HDAC INHIBITOR XV DPC-003211	-0.022884415480963	0.5575884468852307	659	0.129597396642594	0.6881039438604583	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.7096580233084754	0.9473516110407616	0.3552951747280724
CTRP_AUC	BCL2L1	DPC-000948	BCL-LZH-4 DPC-000948	0.0261158429718526	0.6160792787960552	371	-0.1999999999999999	0.8	4	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.7435694260904777	0.9473516110407616	0.3480034254586725
GDSC1_AUC	CDK9	DPC-001556	CDK9 INHIBITOR DPC-001556	-0.0505179967147918	0.1928824861337569	666	-0.1120842349341354	0.7287361038413869	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.33754435073407457	0.9473516110407616	0.33800838309067033
GDSC2_AUC	MYC	DPC-001195	BORTEZOMIB DPC-001195	0.0217211782592522	0.5683865708918963	692	0.1048951048951049	0.7456094809807079	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.7167297312114327	0.9473516110407616	0.290771810160812
CTRP_AUC	MYC	DPC-006265	TANESPIMYCIN:BORTEZOMIB (250:1 MOL/MOL) DPC-006265	0.0123524394607561	0.7440635033016798	701	0.1090909090909091	0.7495085962341481	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.8400716972760901	0.9473516110407616	0.28343316489217435
GDSC2_AUC	CDK9	DPC-002267	DINACICLIB DPC-002267	-0.0721199190536156	0.06654740856469	648	-0.0699300699300699	0.8290236405313092	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.14557245623525938	0.9557415935684802	0.2514870069879887
GDSC2_AUC	ATR	DPC-001018	BERZOSERTIB DPC-001018	-0.0630307313868964	0.1097611877722606	645	-0.0559440559440559	0.8628980736949713	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.21050090805639018	0.9571642498129094	0.20652440173439485
CTRP_AUC	BCL2L1	DPC-001233	BRD-K27188169:NAVITOCLAX (2:1 MOL/MOL) DPC-001233	0.0098171202633135	0.8577143178419625	336	-0.0857142857142857	0.8717434402332361	6	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.8843493703314019	0.9589177842565597	0.1766094187537689
GDSC2_AUC	BCL2	DPC-006825	VENETOCLAX DPC-006825	0.0136598249194309	0.720013470997893	691	0.0629370629370629	0.8459309212287789	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.8262449667188937	0.9557415935684802	0.17509020406036668
GDSC2_AUC	ATR	DPC-000757	ATRA DPC-000757	-0.1387320612527433	0.1072351955952773	136			1	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.20851288032415033		0.1387320612527433
CTRP_AUC	BCL2L1	DPC-002343	DOXORUBICIN:NAVITOCLAX (2:1 MOL/MOL) DPC-002343	-0.0346393556829544	0.3470413270173644	739	0.0363636363636363	0.9154683168905348	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.5649509974701281	0.9667345426364048	0.12499959749342698
CTRP_AUC	JAK1	DPC-005700	RUXOLITINIB DPC-005700	-0.0679331066372138	0.065847292243639	734	0.0181818181818181	0.9602404181286242	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.14557245623525938	0.9825715906432433	0.11153120250627489
CTRP_AUC	JAK2	DPC-005700	RUXOLITINIB DPC-005700	-0.0679331066372138	0.065847292243639	734	0.0181818181818181	0.9602404181286242	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	HLA/APM restoration / IFN-epigenetic	C: literature/plausibility only	0.14557245623525938	0.9825715906432433	0.11153120250627489
GDSC2_AUC	MYC	DPC-001133	BLEOMYCIN (50 UM) DPC-001133	0.0529922633503707	0.2125896149343454	555	-0.0181818181818181	0.9576852410216188	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.3674388406272636	0.9825715906432433	0.09817238425560687
CTRP_AUC	BCL2	DPC-006825	VENETOCLAX DPC-006825	-0.0567722972840777	0.2283480395801676	452			3	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.3898625066002862		0.0567722972840777
GDSC1_AUC	MYC	DPC-003579	JQ12 DPC-003579	0.0326889950721886	0.4064835791883003	647	0.0069930069930069	0.9827917689028476	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.6309010341292566	0.9867429111949892	0.05062570386562568
GDSC1_AUC	MYC	DPC-007474	RAPAMYCIN DPC-007474	0.0212758945989627	0.7357794583061724	254			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.8374725541696272		0.0212758945989627
GDSC1_AUC	MYC	DPC-001195	BORTEZOMIB DPC-001195	0.0171244549065576	0.7888637498191626	247			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Proliferation stress	C: literature/plausibility only	0.8835273997974622		0.0171244549065576
GDSC2_AUC	LYN	DPC-002085	DASATINIB DPC-002085	0.0246811994901902	0.5156512694860778	696	-0.4335664335664336	0.1591057694121953	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Other exploratory	D: insufficient evidence	0.6746839040004756	0.7046399239231391	1.136757144683304
GDSC2_AUC	SRC	DPC-002085	DASATINIB DPC-002085	0.0246811994901902	0.5156512694860778	696	-0.4335664335664336	0.1591057694121953	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Other exploratory	D: insufficient evidence	0.6746839040004756	0.7046399239231391	1.136757144683304
GDSC2_AUC	FYN	DPC-002085	DASATINIB DPC-002085	0.0246811994901902	0.5156512694860778	696	-0.4335664335664336	0.1591057694121953	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Other exploratory	D: insufficient evidence	0.6746839040004756	0.7046399239231391	1.136757144683304
GDSC1_AUC	LYN	DPC-002085	DASATINIB DPC-002085	0.162819976929937	0.010375335964649	247			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Other exploratory	D: insufficient evidence	0.033780163605833954		0.162819976929937
GDSC1_AUC	SRC	DPC-002085	DASATINIB DPC-002085	0.162819976929937	0.010375335964649	247			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Other exploratory	D: insufficient evidence	0.033780163605833954		0.162819976929937
GDSC1_AUC	FYN	DPC-002085	DASATINIB DPC-002085	0.162819976929937	0.010375335964649	247			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Other exploratory	D: insufficient evidence	0.033780163605833954		0.162819976929937
CTRP_AUC	LYN	DPC-002085	DASATINIB DPC-002085	-0.0252429149280987	0.4906102240827039	748	-0.0363636363636363	0.9154683168905348	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Other exploratory	D: insufficient evidence	0.6733865820742995	0.9667345426364048	0.11560315673857129
CTRP_AUC	SRC	DPC-002085	DASATINIB DPC-002085	-0.0252429149280987	0.4906102240827039	748	-0.0363636363636363	0.9154683168905348	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Other exploratory	D: insufficient evidence	0.6733865820742995	0.9667345426364048	0.11560315673857129
CTRP_AUC	FYN	DPC-002085	DASATINIB DPC-002085	-0.0252429149280987	0.4906102240827039	748	-0.0363636363636363	0.9154683168905348	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization	Other exploratory	D: insufficient evidence	0.6733865820742995	0.9667345426364048	0.11560315673857129
