stratum	endpoint	model	covariate	n	events	HR	CI_low	CI_high	p	note
S1_BRAF_cPTC	DSS	DM1_AND_TERT_jointly_adj_S1	is_DM1_wide	330	5	524.3017321574074	1.4230835281969112	193166.67004891444	0.03780261780565073	
S1_BRAF_cPTC	DSS	DM1_AND_TERT_jointly_adj_S1	tert_mut	330	5	9.372375157516354	0.4499148940873463	195.24007150600394	0.1486196279721227	
S1_BRAF_cPTC	DSS	DM1_AND_TERT_jointly_adj_S1	age_yr	330	5	1.3963150296731328	1.093924846071256	1.7822939748496052	0.007342903147905006	
S1_BRAF_cPTC	DSS	DM1_AND_TERT_jointly_adj_S1	adv_stage	330	5	104344525.48359993	2609738.1704695267	4171981741.9227076	1.0100148728861042e-22	
S1_BRAF_cPTC	DSS	DM1_AND_TERT_jointly_adj_S1	sex_m	330	5	12.580774341615575	1.500824275477316	105.45930367785087	0.01958304030540565	
S1_BRAF_cPTC	DSS	TERT_alone_S1_BRAF_cPTC	tert_mut	330	5	2.7154925086222073	0.49394902235775007	14.928462717034531	0.2506248646636458	
S1_BRAF_cPTC	DSS	TERT_alone_S1_BRAF_cPTC	age_yr	330	5	1.1391670780696506	1.0270977581220655	1.2634645743268382	0.013663661503354577	
S1_BRAF_cPTC	DSS	TERT_alone_S1_BRAF_cPTC	adv_stage	330	5	12363090.005171098	3732709.4795371657	40947733.89514191	2.3424132907916987e-157	
S1_BRAF_cPTC	DSS	TERT_alone_S1_BRAF_cPTC	sex_m	330	5	2.1229520307438774	0.34802130485872007	12.950142022682053	0.4145306144462061	
S3_full	OS	TERT_alone_full_TCGA	tert_mut	459	13	2.9355418853047497	0.8847088194005063	9.740386861089354	0.07844380137241178	
S3_full	OS	TERT_alone_full_TCGA	age_yr	459	13	1.1303337397410775	1.0885739515081834	1.1736955136827423	1.7863989653221654e-10	
S3_full	OS	TERT_alone_full_TCGA	adv_stage	459	13	0.8660921279153941	0.19424323375179728	3.8617333512657033	0.8504913518419223	
S3_full	OS	TERT_alone_full_TCGA	sex_m	459	13	1.1495939700022182	0.3917944732837874	3.3731111232603186	0.7996219713136525	
S3_full	PFI	TERT_alone_full_TCGA	tert_mut	459	27	3.0997020264715194	1.2516736828706474	7.676244043795707	0.014479308347893505	
S3_full	PFI	TERT_alone_full_TCGA	age_yr	459	27	0.9981992957900885	0.9715147979791247	1.025616733979217	0.8962756695962223	
S3_full	PFI	TERT_alone_full_TCGA	adv_stage	459	27	3.516329888565949	1.6668894784179549	7.417753873494625	0.0009614138424939503	
S3_full	PFI	TERT_alone_full_TCGA	sex_m	459	27	1.7755483256475055	0.8635893509591767	3.650545080492416	0.11848580526448815	
S3_full	DFI	TERT_alone_full_TCGA	tert_mut	330	12	3.833652007643253	0.812440802004262	18.089795194247326	0.08958850068321796	
S3_full	DFI	TERT_alone_full_TCGA	age_yr	330	12	0.9737214806093297	0.9330017473097229	1.0162183774402722	0.22177757037294468	
S3_full	DFI	TERT_alone_full_TCGA	adv_stage	330	12	3.943797932382419	1.4556255734985748	10.685125635764374	0.006970829612278708	
S3_full	DFI	TERT_alone_full_TCGA	sex_m	330	12	1.0596548319189691	0.29150907203443893	3.8519156710037583	0.9298819570491103	
S3_full	DSS	TERT_alone_full_TCGA	tert_mut	454	5	3.06148444987874	1.1271151981031433	8.315642493884312	0.028186930054571627	
S3_full	DSS	TERT_alone_full_TCGA	age_yr	454	5	1.0183322940917494	1.006057054504833	1.0307573079943884	0.0033256944748629113	
S3_full	DSS	TERT_alone_full_TCGA	adv_stage	454	5	1.5635210976520146	1.2362259692190283	1.9774687505936375	0.00019181973541223832	
S3_full	DSS	TERT_alone_full_TCGA	sex_m	454	5	1.2853209627758204	0.8671133309301285	1.905229591590817	0.21132277344535683	
S1_BRAF_cPTC	recurrence	fisher_exact	DM1_vs_DM2_OR	108	10	0.38461538461538464	0.09899225190352005	1.4943492166135885	0.22435969406239614	a/b/c/d=6/78/4/20
S1_BRAF_cPTC	recurrence	fisher_exact	DM1_vs_others_OR	355	29	0.8294314381270903	0.32600497849885796	2.1102638178146202	0.8219013825869473	a/b/c/d=6/78/23/248
S2_BRAF_any	recurrence	fisher_exact	DM1_vs_DM2_OR	108	10	0.38461538461538464	0.09899225190352005	1.4943492166135885	0.22435969406239614	a/b/c/d=6/78/4/20
S2_BRAF_any	recurrence	fisher_exact	DM1_vs_others_OR	383	31	0.8430769230769231	0.33402169775491847	2.1279416966090965	0.8240718092143864	a/b/c/d=6/78/25/274
S3_full	recurrence	fisher_exact	DM1_vs_DM2_OR	174	13	1.0285714285714285	0.32201292178632995	3.2854556823513827	1.0	a/b/c/d=8/98/5/63
S3_full	recurrence	fisher_exact	DM1_vs_others_OR	501	40	0.9260204081632653	0.4134969269769086	2.073809357192025	1.0	a/b/c/d=8/98/32/363
S1_BRAF_cPTC	OS	DM1_x_TERT_interaction_S1	is_DM1_int	335	12	1.3064220007891272	0.3273765672988363	5.2133799869308275	0.7050253782572696	
S1_BRAF_cPTC	OS	DM1_x_TERT_interaction_S1	tert_mut	335	12	4.075594745830392	0.5145133781009651	32.28384963195409	0.18331456527755421	
S1_BRAF_cPTC	OS	DM1_x_TERT_interaction_S1	dm_x_tert	335	12	13827.412961650363	1.667382003083661e-05	11466919329728.611	0.3628413849017721	
S1_BRAF_cPTC	OS	DM1_x_TERT_interaction_S1	age_yr	335	12	1.0386424942013324	1.0197062594256452	1.0579303802336097	5.375747121339161e-05	
S1_BRAF_cPTC	OS	DM1_x_TERT_interaction_S1	adv_stage	335	12	1.64025368089838	0.9647503661551045	2.788733989729463	0.06763355839141574	
S1_BRAF_cPTC	OS	DM1_x_TERT_interaction_S1	sex_m	335	12	1.2635411203201217	0.5121554928958212	3.1172879816493224	0.6116674873034346	
S1_BRAF_cPTC	PFI	DM1_x_TERT_interaction_S1	is_DM1_int	335	21	0.7494548176649108	0.46837494730801477	1.199215557854696	0.22916634191103552	
S1_BRAF_cPTC	PFI	DM1_x_TERT_interaction_S1	tert_mut	335	21	1.540809233975938	0.7048485574194042	3.368231474002814	0.27862973224291926	
S1_BRAF_cPTC	PFI	DM1_x_TERT_interaction_S1	dm_x_tert	335	21	6.936850583703712	2.1608740931723527	22.268718095456595	0.001134843266691583	
S1_BRAF_cPTC	PFI	DM1_x_TERT_interaction_S1	age_yr	335	21	1.0103037351067075	0.9967631170998861	1.0240282968538832	0.13648108075685422	
S1_BRAF_cPTC	PFI	DM1_x_TERT_interaction_S1	adv_stage	335	21	1.9674996435201708	1.3556677034468516	2.855459960733484	0.00036918625497172535	
S1_BRAF_cPTC	PFI	DM1_x_TERT_interaction_S1	sex_m	335	21	1.2866640811108248	0.7942679288944116	2.084314873351562	0.30578635555705125	
S1_BRAF_cPTC	DFI	DM1_x_TERT_interaction_S1	is_DM1_int	235	8	0.43846198326685415	0.049617432498128965	3.8746243223599413	0.45831297464759746	
S1_BRAF_cPTC	DFI	DM1_x_TERT_interaction_S1	tert_mut	235	8	2.3842213922204856	0.2711032540740247	20.968068666448527	0.43346056040655845	
S1_BRAF_cPTC	DFI	DM1_x_TERT_interaction_S1	dm_x_tert	235	8	1.7967065755604435e-06	3.686115538865778e-08	8.757605356167002e-05	2.530607070668863e-11	
S1_BRAF_cPTC	DFI	DM1_x_TERT_interaction_S1	age_yr	235	8	0.9719976256412005	0.9085401262342278	1.0398873500151393	0.40964551658911297	
S1_BRAF_cPTC	DFI	DM1_x_TERT_interaction_S1	adv_stage	235	8	3.3975094106192127	0.9498836387084812	12.152088661028797	0.05998651932814988	
S1_BRAF_cPTC	DFI	DM1_x_TERT_interaction_S1	sex_m	235	8	0.4326246375108892	0.05774088844994123	3.2414478198355257	0.4148189484090815	
S1_BRAF_cPTC	DSS	DM1_x_TERT_interaction_S1	is_DM1_int	330	5	1.3448922086528492	0.45047453151459316	4.015177166206887	0.5954353086327351	
S1_BRAF_cPTC	DSS	DM1_x_TERT_interaction_S1	tert_mut	330	5	7.083331407430099	0.6190078987520069	81.0548361800254	0.11542393431174698	
S1_BRAF_cPTC	DSS	DM1_x_TERT_interaction_S1	dm_x_tert	330	5	15213.610692873206	0.0009870295277393064	234495467267.76083	0.2541231072863638	
S1_BRAF_cPTC	DSS	DM1_x_TERT_interaction_S1	age_yr	330	5	1.0242128163649862	1.0057009080862602	1.043065472817811	0.010145696414260358	
S1_BRAF_cPTC	DSS	DM1_x_TERT_interaction_S1	adv_stage	330	5	1.7123969382036612	1.2594783035326993	2.3281887951102314	0.0005994739123437681	
S1_BRAF_cPTC	DSS	DM1_x_TERT_interaction_S1	sex_m	330	5	1.3849002437234332	0.5005245320984664	3.8318774846542656	0.5305918144537733	
